resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D6-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D6-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D6-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D6-04,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D6-05,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D6-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D6-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D6-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D6-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D6-04,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D6-05,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D6-06,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D7-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D7-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D7-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D7-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D7-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D7-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D7-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D7-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 8,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D8-01,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D8-02,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D8-03,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D8-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D8-01,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D8-02,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D8-03,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D8-04,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 9,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Wall Closure,,,,,,,,,,,,,,,,,,,,,
Wall Closure 1 Rough In [A],Sign Off,,folder-with-checklists,,,,,,,,D9-01,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Apartment Ceiling Closure,,,,,,,,,,,,,,,,,,,,,
Ceiling Closure 1 Rough In [B],Sign Off,,folder-with-checklists,,,,,,,,D9-01,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
Lobby Area [J],,,checklist,,,,,,,,Lobby Area [J],,,,,,,,,,,,,,,,,,,,
Ducting-Common Area [K],,,checklist,,,,,,,,Ducting-Common Area [K],,,,,,,,,,,,,,,,,,,,
Sign Off,,,checklist,,,,,,,,Sign Off,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,CPEF-D2-R.2,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,SPF-D2.R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,RAF-D2-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,GEF-D2-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,SEF-D2-R.1,,,,,,,,,,,,,,,,,,,,,
Duct Installation [C],Sign Off,,folder-with-checklists,,,,,,,SPF-D2-R.2,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,Fit Off,,,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BASEMENT 1,,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,JET-B1.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-B1.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-B1.3,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-B1.4,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-B1.5,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-B1.6,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-B1-2,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,CPEF-B.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,CPSF-B.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,PSF-B1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,PEF-B1,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,GROUND FLOOR,,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.2,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.3,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.4,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.5,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.6,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.7,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.8,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.9,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.10,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.11,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.12,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.13,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.14,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,FCU-G.15,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,ERV-G.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.2,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,CPSF-G.3,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,OAF-G.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,OAF-G.2,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-G.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,TEF-G.1,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,SAF-G.3,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BUILDING A,,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-09,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A0-10,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-09,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A1-10,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A2-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A2-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A2-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A2-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A2-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A2-06,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A3-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A3-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A3-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A3-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A3-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A3-06,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-04,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A5-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,A4-04,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Roof,,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,LDEF-R.1,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,GEF-A-R.1,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,LSF-A-R.1,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,BUILDING B,,,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-09,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B0-09,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,FCU-L1.1,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,FCU-L1.2,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,FCU-L1.3,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,OAF-L1.1,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-09,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B2-10,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-09,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B3-10,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-08,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-09,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B4-10,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-01,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-05,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-06,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-07,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-08,,,,,,,,,,,,,,,,,,,,,
Common Area Fit-Off [D],Sign Off,,folder-with-checklists,,,,,,,Common Area,,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-02,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-03,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-04,,,,,,,,,,,,,,,,,,,,,
Apartment Fit-Off [E],Sign Off,,folder-with-checklists,,,,,,,B5-05,,,,,,,,,,,,,,,,,,,,,
