"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d1f91e1c-f2f2-4073-bc90-b94585193774","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs"
"0ce3ccc0-4a3b-4d3e-8244-11ccd5295e27","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001"
"bd4526c6-3e8c-4ab4-9810-d7152b3a3ce8","","folder-normal","work-in-progress","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix"
"f33efb29-59e6-408b-924c-5db3c41797e4","","checklist-sectioned","work-in-progress","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix","Area 1"
"5df3dcbf-bb87-5fa8-bd08-1e5b0c3155ef","","checkpoint-group","work-in-progress","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-100001","Internal First Fix","Area 1","Flush Boxes"
"3564baf0-0031-5a42-b4f4-90ad5b53a555","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","Separation between services maintained"
"87704c2d-e65e-5f08-a31d-28d14764e30f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cat Wires","All cables secured via cable ties with ends cut"
"322c5300-6e89-5a55-972f-998352409801","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cable Tray"
"ae213820-c072-5d7d-9255-9636eaa98287","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Cable Tray","Minimum 25% spare capacity left on cable tray"
"28b47919-49dc-587d-912b-38897411ce53","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights"
"5141007e-a29a-54f9-b8fc-6325cf5ab984","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Setout Correct"
"ec75cde3-a494-508a-865d-fe17ee74a6ce","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Cabling in correct location"
"a40a57dc-a2ad-5fd6-88de-48f5333b1e2f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Control Cabling installed"
"a838c4d5-8967-54f2-8108-81650dedf45c","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","PIR Sensors"
"c1fbae37-f635-5001-8368-87b7391546bd","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Occupancy Sensors"
"d508d335-5e47-51c8-9a1c-fb8708808c5e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Light Level Sensors"
"112c93c3-3fa9-524c-bff3-c814f0ff741f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Emergency/ Exit Lighting"
"04363100-ded9-5648-af78-fec5d12f160a","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Lights","Nogging installed for Electrical Services"
"b271e4bb-ab47-5007-8091-c562e4d1ba92","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Seismic Bracing"
"571d04a8-208b-5d85-b1c9-21076f97384e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Seismic Bracing","For Lighting"
"3aa28544-57f8-5143-a53b-2733ed1bee6e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Seismic Bracing","Cable Tray"
"bc7fa480-4093-58a8-a55d-6b7f6accdd21","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Seismic Bracing","Switchboard"
"5dd0e865-8a28-55c8-b7fc-5be64f5798d2","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Ducts and Conduits"
"07264501-9a39-599d-9638-1b9400330a10","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Ducts and Conduits","Correct size installed"
"32fc85c5-da1d-5b28-95b2-81b04d7757b7","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Ducts and Conduits","Location as per plan"
"cb50071a-3787-58ba-b48d-35587aae5db1","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Ducts and Conduits","separation from other services"
"873b9e9a-3c16-5207-b34f-be615aed726f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal First Fix","Area 1","Ducts and Conduits","Clean inside and in good condition"
"f4bcd90c-9200-4edc-8244-65dcb3155d7b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","Internal Second Fix"
"37525cea-9d5f-417e-860d-8ae4b281f90a","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix"
"3833a2e1-47f4-4aa0-992e-f3320d6d2d31","","checklist-sectioned","not-started","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1"
"3db5d269-996b-5db1-bfbf-b5f9e514ba67","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Flush Boxes"
"9ed8b5f5-c587-5580-9a50-3ec9dbae4bb4","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Flush Boxes","Fire Rated or Acoustic"
"5b44e8db-1c79-52f0-b44c-1a1a05b5ee4f","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Flush Boxes","Height as per plan"
"f61aa78b-5019-59a9-969e-d3f88ad41304","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Flush Boxes","Location as per plan"
"407eef5c-182b-5594-8a5a-7d047538f812","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Flush Boxes","Intumescent Pad In Place"
"03e390d3-3ac1-5f0b-89ec-22b80b633359","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Flush Boxes","Flush Boxes Not back to back on Acoustic Walls"
"6b6a40f5-40ad-5375-badf-59caa2de8c4e","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cabling"
"4e7ec9d5-ce58-50d8-91c0-a496742e5933","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cabling","Details"
"421ee181-a170-5521-b0fc-9a0383b2a6f7","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cabling","Circuits clearly labelled"
"f0cd8736-cce1-5b8a-ba7a-b3779bdaabc2","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cabling","No Horizontal cabling"
"72d6c671-687a-5525-803c-89e52b72c14b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cabling","Separation between Data and Power at 300mm or as specified"
"7eaf228d-6bda-5f15-b98b-01361f2d8a26","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cabling","Light Control cabling Required"
"3de8412f-2223-5b63-91ca-4b1af28bdbe2","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires"
"e825dab6-9ad1-5497-840b-20d6cb76449c","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","300mm Separation Between Power & Data"
"2f770f01-fcee-59f1-a103-c8a0cc2d1b08","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","Supported every 6 Meters or Adequately to avoid Sagging"
"cc6d0e7f-0add-52ac-b888-5fe582f37db9","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","Correctly Secured at Each End"
"d1b6ebd2-8417-54a9-89cb-3693e00cb006","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","Turn Buckle Installed and Accessible"
"a49ec7fd-0eea-5499-ae76-ca9ec6003391","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","Number of cables per cat wire. 8 maximum or as per electrical spec"
"0f37c8c0-a303-5d40-8087-8d89556b1398","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","Separation between services maintained"
"ef0ac509-b378-5f47-ba90-7ac8651815f1","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cat Wires","All cables secured via cable ties with ends cut"
"f46dfb38-93c1-5f01-b07b-2625abcef168","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cable Tray"
"12250dc0-b50d-5b6a-aa28-c8c57500432e","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Cable Tray","Minimum 25% spare capacity left on cable tray"
"cbb238c3-0827-586e-a55a-0d50eef000bb","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights"
"16daece8-a46b-516e-aa57-5e04919f3e0d","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Setout Correct"
"14c6f262-0aa2-5fa3-9a27-49317fda3d19","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Cabling in correct location"
"7b76f3c2-1705-5b62-91fc-0dcaf528e872","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Control Cabling installed"
"eb6838c9-f5d2-5986-8a25-92c15e751360","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","PIR Sensors"
"0f0c8bbb-3eeb-5297-9a14-2a5d889c3c54","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Occupancy Sensors"
"63448dfa-6f54-577e-89cc-c8bcf84cd005","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Light Level Sensors"
"4f719d73-9ffc-52e8-ab6f-ed6f8becc6b8","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Emergency/ Exit Lighting"
"cd6d00a5-99b1-5491-8563-ea6a87e0f452","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Lights","Nogging installed for Electrical Services"
"7755eb94-8d22-550b-8f7c-e83ed1219af3","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Seismic Bracing"
"b19d2d46-0395-5c22-b54d-d466bd40c879","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Seismic Bracing","For Lighting"
"6bac22c5-e921-50f0-bed1-fbfcacd4d4bb","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Seismic Bracing","Cable Tray"
"757d8897-67fc-59d8-86e0-fb9e7adc4fba","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Seismic Bracing","Switchboard"
"0808e22c-f7a7-54cb-802c-6f86804d4145","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Ducts and Conduits"
"bc820073-bd8b-58d3-9bfb-e9e35918f581","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Ducts and Conduits","Correct size installed"
"b7d51ee4-a22b-53d0-8e34-0aa1204db103","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Ducts and Conduits","Location as per plan"
"39564f90-db72-510d-8386-5784711c1f28","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Ducts and Conduits","separation from other services"
"4a4b9c9f-8a91-56d2-b7c1-f91fcb57ed60","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External First Fix","Area 1","Ducts and Conduits","Clean inside and in good condition"
"302f74f2-bd3b-446a-bd5e-7010cd419981","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Second Fix"
"5c17b4ac-6978-4146-be17-4e29ef7abfaa","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Conduits"
"6bec9784-f902-4f17-bd4c-981fa1d6203d","","checklist-flat","not-started","QA - Conduit Installation","checklist-flat","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Conduits","Conduit"
"38b8088d-0e82-5215-a877-af7fad299767","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Conduits","Conduit","Installed as plan"
"637c8c74-750e-5efe-b1d9-ef954192fd00","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Conduits","Conduit","Suitable fixings installed and spaced evenly"
"f4756f0c-0cee-4507-9920-e9dd06b57b01","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Termination Box"
"e68ce4cf-443e-475f-8e20-3afe17b5304e","","checklist-flat","not-started","QA - External Box Installation","checklist-flat","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Termination Box","Termination Box 1"
"daeb327a-cc56-5dea-ac6e-6f50cc7326dc","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Termination Box","Termination Box 1","Fixed securely"
"cc309fb9-e053-5c1b-863a-7d79acb0c2b2","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-201001","External Termination Box","Termination Box 1","Lid securely fixed"
"b9f0ae10-8b92-4c87-9704-dc7b666b525d","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001"
"cd6cdbb8-a239-401d-8bfc-216aea78543f","","folder-normal","not-started","","step","TRUE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix"
"208e8449-9148-4a5e-bb9c-58099a06e0dc","","checklist-sectioned","not-started","dfd0792bc8f18758287e0b5c80df4ea2bfad470ae7c43bb5e8a01884c25d72c5","checklist","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1"
"ba035d56-8084-554f-aecf-b4de3118fb8c","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Flush Boxes"
"6b41e532-a102-569f-800e-ef3f7329ab08","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Flush Boxes","Fire Rated or Acoustic"
"16830ac7-2ac3-5767-aba4-e43f7d9040ef","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Flush Boxes","Height as per plan"
"eb1a56fb-7a03-5965-904e-05f2d3e327fe","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Flush Boxes","Location as per plan"
"14f92db7-3eb5-55c8-b59f-e51257caae1c","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Flush Boxes","Intumescent Pad In Place"
"9810439c-17e3-559b-bd52-91827e22833b","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Flush Boxes","Flush Boxes Not back to back on Acoustic Walls"
"cf3d3440-e6d4-525b-b7e8-7555748c50e0","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cabling"
"982a9688-c13d-5774-a1b6-fc22b6d28f86","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cabling","Details"
"32bac385-8d81-54dc-a428-c817e0e6b608","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cabling","Circuits clearly labelled"
"607afe6b-3865-5983-acca-beff16d8a985","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cabling","No Horizontal cabling"
"929d9351-29ed-5015-82da-a378e9ff3960","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cabling","Separation between Data and Power at 300mm or as specified"
"1f6f2bb3-f2a8-55a0-a42b-6e0d22a61e98","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cabling","Light Control cabling Required"
"fbf56d2c-061d-53a6-a554-593ece7cb89e","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires"
"b4d43972-caeb-5855-965c-bfdee0822de5","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","300mm Separation Between Power & Data"
"f12ffc4d-fbaf-5ac0-b8d5-9c071b7eae86","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","Supported every 6 Meters or Adequately to avoid Sagging"
"9b50dbd0-a293-544c-a594-209152cdd574","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","Correctly Secured at Each End"
"4dba1d17-770f-55ec-b3bc-1ef9d7784e94","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","Turn Buckle Installed and Accessible"
"3c0429f2-e7b6-521b-bf21-ee83c6e5bd4c","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","Number of cables per cat wire. 8 maximum or as per electrical spec"
"a37648f7-0996-5694-a8fa-28a055066dd5","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","Separation between services maintained"
"f74d523b-d955-5efb-8b33-85e5526fd4d2","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cat Wires","All cables secured via cable ties with ends cut"
"ad93087c-f506-5a46-8138-86e086a8ac55","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cable Tray"
"11d1c189-cfd7-5adf-9ce9-3ee1b18b0ea6","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Cable Tray","Minimum 25% spare capacity left on cable tray"
"a4076725-a56e-537f-a389-0bef4b32d74b","","checkpoint-group","not-started","","","FALSE","FALSE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights"
"03e6572f-2185-503c-87b5-59208b3236ce","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Setout Correct"
"380ee983-c832-56bf-bca0-3cf7fac19e21","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Cabling in correct location"
"cf1729c8-5fa7-517f-a084-2e310634d502","","checkpoint-status","not-started","","","TRUE","TRUE","SP2A - L2 Lounge Extension & Fire Egress Stairs","TE001-BECA-DWG-CD-C3-202001","Internal First Fix","Area 1","Lights","Control Cabling installed"
