"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"130ebf7c-400c-4181-9abf-822367a7ae60","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"e12ab284-42b0-4794-bb2c-7e80d7cdb087","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"6e545636-c428-4de5-8a49-f0a18470c6e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"3ca04818-970c-4bbe-b278-1841753fcc52","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"694deacc-cba3-40d5-b75e-220f9217b1cb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 43","Rough-in Plumbing Installation"
"0f7fac68-817f-4606-b7f6-b95a158e1940","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Rough-in Plumbing Installation","Waste & Vent Installation"
"f51b443b-f83c-4463-9128-1b98c838522c","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"38fffc09-a937-44c2-9a55-d736a7ff9023","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"157a37ed-cf28-46e8-bf9a-0d5617d2f59a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation"
"8d735176-c467-4cdb-9403-a232b0cc07d7","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"b9a3a710-f2a5-4488-b3a4-8ed489b2b369","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"f3aa4205-e51c-4355-bdaa-2c42860152ff","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Shower & Tapware Installation"
"14555432-6e3d-4935-9491-9e883469c3b2","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Bath & Tapware Installation"
"ecaad640-8dd2-49af-9dc5-e0c201000489","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"bf657cba-24c2-4280-96ae-e9f6d1e14a14","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Washer Machine Installation"
"b7ee265d-a4db-4522-a57b-084c803e5320","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"7435df6e-2039-49a0-b6da-f391f88cf0ea","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Tundish Installation"
"4b80f0b9-16d4-463b-8f66-9e9e2f525f60","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Hose Tap Installation"
"011ee776-4bc3-41df-be00-a7af357af3a0","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Fit-off Plumbing Installation","Gas Appliance Installation"
"ec638ff9-0445-46ea-9cfa-3ea5d27bb743","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 43","Hot Water Unit Installation"
"a41d9d2e-ac27-42e8-94ee-132fdcd34e60","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"a1adb985-c0b7-4d28-9d15-202b832d5d5e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 43","Testing"
"cdff0b49-5188-4229-a866-0c97fabce6bb","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Testing","Testing Drainage Pipework (Air Test)"
"dfb4a2a9-5128-46b1-a923-cc0ce6b968fa","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Testing","Testing Drainage Pipework (Water Test)"
"0958f3ff-372f-4bd2-8892-9c799f308cb5","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Testing","Testing Water Pipework (Water Test)"
"4d45077c-e4af-4bea-954e-898401f19478","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Testing","Testing Gas Service (Air Test)"
"3f154059-2693-41a3-870b-70a59a75e998","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 43","Commissioning"
"02d4d7a1-835d-4ffd-8d00-dd44ed0b7cd2","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Commissioning","Commission Fixture Group"
"d5196e64-3835-4c3d-99f8-2f4a95397b5a","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Commissioning","Commission Hot Water Generating Plant"
"3ea85588-48b0-40c8-90d6-c38cb56f6267","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 43","Commissioning","Commission Reduced Pressure Zone Device"
"bd7bbba7-e232-47f5-b552-cb821c07bafe","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44"
"21d70883-7557-4fd1-9170-b5b4afc936ef","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44","Inground Plumbing Installation"
"1a9855e4-772b-410a-9cdd-95d7843fe1c9","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Inground Plumbing Installation","Authority Main to Meter Installation"
"07afb541-13cc-4019-a2ae-11da98b9298d","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Inground Plumbing Installation","Drainage Installation (In-ground)"
"cd3af72d-8fe2-4784-9901-4ad50d4aba18","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Inground Plumbing Installation","Water Service Installation (In-ground)"
"09a211a0-96de-4e73-986f-7a7d3a14f7be","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"c60e19ce-6bcf-43f4-bab6-b24295885111","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44","Rough-in Plumbing Installation"
"bb4a60a6-9709-49a6-9c89-31e045ffec62","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Rough-in Plumbing Installation","Waste & Vent Installation"
"45a55191-c8cb-4f6a-91fa-f992bac59eeb","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"c4fe1607-a2a8-4347-8e5f-799068fb1e29","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"d69aa1ca-5489-4c3f-a3bd-2b93c2ae2a6e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation"
"900e1609-c55a-432a-a28d-12ee61b440cf","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"a415d15b-ca1b-4f8d-b471-d36487958939","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"2eec9eb3-d6ad-432b-b3b3-1d2224f42768","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Shower & Tapware Installation"
"7ff0033b-f097-4c4e-baa1-a2d20e35cfe9","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Bath & Tapware Installation"
"0d5d8f6e-46ea-4072-ba54-56614f8bce0a","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"bbaee18c-893a-4d35-aa19-e68a5895ebe1","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Washer Machine Installation"
"fad4dd55-c25e-4329-ace1-3f298363262f","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"dafb357f-ca58-4af9-b954-045e8bc6a1e4","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Tundish Installation"
"7ab8e81e-2029-4eb2-a3b5-deb698d9f38e","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Hose Tap Installation"
"8944d8be-e1fe-483e-8c9f-bc4a8b381a5c","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Fit-off Plumbing Installation","Gas Appliance Installation"
"8153291f-3363-4453-a894-0c3547fdf29b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44","Hot Water Unit Installation"
"7097c864-18e4-4567-a91b-4dbc85b3c363","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"b8c21361-9ff8-404e-a866-2d4124d0ef5d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44","Testing"
"e30af91b-70cc-49ad-a048-90bba8c184d9","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Testing","Testing Drainage Pipework (Air Test)"
"5e6e362d-da69-4cdc-99c5-961a3006253e","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Testing","Testing Drainage Pipework (Water Test)"
"a3c8a99e-17bb-4c08-9a9f-3312d614112a","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Testing","Testing Water Pipework (Water Test)"
"49243fd1-1b68-4a2e-b28d-e2cd22923be7","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Testing","Testing Gas Service (Air Test)"
"833e80ba-a804-4034-a5b3-218bc42cd633","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 44","Commissioning"
"6e826fe9-8217-448a-ac59-ec98a772dbaa","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Commissioning","Commission Fixture Group"
"7528b9b7-6ed6-490b-9161-3e067b21bac0","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Commissioning","Commission Hot Water Generating Plant"
"79d48af7-4362-4f14-8d51-1c3a46de2be5","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 44","Commissioning","Commission Reduced Pressure Zone Device"
"84681c36-8e00-4753-a833-5831ec361d39","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45"
"62799c48-17b1-4a71-9d2a-08fe3937a5fa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45","Inground Plumbing Installation"
"1509c680-5196-4af4-8ca1-c1656ce71ca3","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Inground Plumbing Installation","Authority Main to Meter Installation"
"edf92e4a-1b77-40e5-9ab9-e4a50deccf4f","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Inground Plumbing Installation","Drainage Installation (In-ground)"
"13735a51-464d-4a15-8ff0-6519d38168c6","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Inground Plumbing Installation","Water Service Installation (In-ground)"
"ceb28f6d-d2a2-4692-aa86-5eef1f841c5c","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"af1c5917-3666-4223-a62e-485c310fea21","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45","Rough-in Plumbing Installation"
"2366c7c4-6889-48a2-ba14-b94cc0b59533","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Rough-in Plumbing Installation","Waste & Vent Installation"
"ebddcc7f-900e-41db-bb73-b4be932edcbe","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"8f71160d-0fcc-4fc8-947c-500564e8d6cd","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"e25d1073-7896-4c1a-a2ef-4be15b68bcbb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation"
"86d4a14f-4457-4f55-9332-6ff326de92ef","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"1a9bc7c1-91b1-4228-b9aa-67d2225281b7","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"cdb66b76-ceb1-4066-9a70-fb5bb57860f7","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Shower & Tapware Installation"
"b24b824b-9758-4463-bd21-daad87e93494","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Bath & Tapware Installation"
"462a0278-ae3a-49d8-9550-8738cd5897f5","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"62895a4b-94db-4970-82ac-a44c461c9934","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Washer Machine Installation"
"08049693-0f80-421a-b7f5-a6b5d1bc177b","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"8bab57ae-9c1d-4c28-bf4a-e4e06123371c","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Tundish Installation"
"485d0f15-efdb-4341-b57c-fa71ff1e008f","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Hose Tap Installation"
"25d177b9-5a40-4242-a7d1-3b23b78a5882","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Fit-off Plumbing Installation","Gas Appliance Installation"
"a307f15c-11ef-441e-90c7-c73a3385fd09","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45","Hot Water Unit Installation"
"c684b1c5-2a40-4b6b-8300-a504521dd5a3","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"94694b85-c78d-43e7-8933-cd4c0eec1591","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45","Testing"
"f4165cec-3eb9-4fdd-872f-742c8b83b7a5","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Testing","Testing Drainage Pipework (Air Test)"
"0373b590-372a-47e7-80ea-e9b2d55c9e77","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Testing","Testing Drainage Pipework (Water Test)"
"c9898cdf-56c9-4a42-abb3-478cd1567c28","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Testing","Testing Water Pipework (Water Test)"
"624ee2b5-2d1e-4a78-9a94-ee34963b738a","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Testing","Testing Gas Service (Air Test)"
"e11f24bb-9189-490a-8e93-fffecf8a48d9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 45","Commissioning"
"dd95e2de-9131-4114-a676-fdef65c52ec7","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Commissioning","Commission Fixture Group"
"124d6cb3-1b57-47cd-a872-08b187457b88","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Commissioning","Commission Hot Water Generating Plant"
"92acb4de-c5e1-48ee-b903-45f25e98edf0","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 45","Commissioning","Commission Reduced Pressure Zone Device"
"52099915-6d76-43c3-aea6-cfaad6feae94","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46"
"863f1aeb-39e7-4d77-a5dd-e0740b0be025","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46","Inground Plumbing Installation"
"f945f48c-d3f7-44a9-af20-96395acf76f3","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Inground Plumbing Installation","Authority Main to Meter Installation"
"71f04d45-60aa-493c-a158-58b186ef60b5","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Inground Plumbing Installation","Drainage Installation (In-ground)"
"4a8a9592-8442-43ce-8c50-462fd5a74bcd","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Inground Plumbing Installation","Water Service Installation (In-ground)"
"39d8d1f7-ef12-4277-9c50-5974c4e23a7d","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"eb8f28ff-09b0-4bf0-9d58-60664bc5edcf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46","Rough-in Plumbing Installation"
"a1b22ea3-f368-4204-8bcf-521cb69e50aa","","checklist-sectioned","not-started","Installation Waste & Vent","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Rough-in Plumbing Installation","Waste & Vent Installation"
"3d8e31d0-41d8-4066-bafa-1fb4bb1ca572","","checklist-sectioned","not-started","Installation Water Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"39538e08-205f-4d80-adce-23f42c5abcbb","","checklist-sectioned","not-started","Installation Gas Service (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"53f9ef8b-58f4-49cf-8d53-3cbd43505f33","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation"
"528758aa-e28f-4476-8be6-0ec44477cc14","","checklist-sectioned","not-started","Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"70e832e3-36f7-4e1c-8936-edfcc47bc216","","checklist-sectioned","not-started","Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"621ea581-66b8-4ff1-8788-04abd081afc7","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Shower & Tapware Installation"
"7aebf0de-7573-47de-94a0-2cd5172cd8c7","","checklist-sectioned","not-started","Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Bath & Tapware Installation"
"1999d6d5-82b8-4879-8187-f562d73fead1","","checklist-sectioned","not-started","Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"59593f12-5614-4232-a9c4-2d01a1f6ce4d","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Washer Machine Installation"
"ab17b9a3-11bc-4970-922c-9e1c63bcc953","","checklist-sectioned","not-started","Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"9c1054c5-533e-485b-a615-6eb3fd9ce452","","checklist-sectioned","not-started","Fit-off Tundish","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Tundish Installation"
"80f5e660-94b2-480d-881f-6b63a188bda8","","checklist-sectioned","not-started","Fit-off Hose Tap","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Hose Tap Installation"
"310af701-cc9b-45e6-b5cd-87736be37b86","","checklist-sectioned","not-started","Fit-off Gas Appliance","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Fit-off Plumbing Installation","Gas Appliance Installation"
"67c3157b-12be-4b53-ac61-0bbe33dd756d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46","Hot Water Unit Installation"
"d97e1e07-cea3-4496-954e-563dc0061de1","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"f7819fd0-8df4-4c3f-ad3f-3467d0ae1d33","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46","Testing"
"8de5e1a6-8255-48d7-b615-8cbf4ba2e34a","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Testing","Testing Drainage Pipework (Air Test)"
"536b18cb-4567-4cf0-9fbc-681ac8162fc9","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Testing","Testing Drainage Pipework (Water Test)"
"06a252f5-b0e0-4b73-a3e3-abb6a114c92b","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Testing","Testing Water Pipework (Water Test)"
"68148341-2989-4795-b94c-292f69c8d9ce","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Testing","Testing Gas Service (Air Test)"
"0b7d2de9-cfaa-4b27-af3c-bd4a46d26b05","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 46","Commissioning"
"dd19bd97-5591-4f2c-bc81-09d2f88ef5b6","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Commissioning","Commission Fixture Group"
"06b48cea-995e-4602-99b2-de668317ff6f","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Commissioning","Commission Hot Water Generating Plant"
"d12788bb-93f9-4e61-a015-e358eaa6a1be","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 46","Commissioning","Commission Reduced Pressure Zone Device"
"3d9ef413-d270-4077-baff-b7b45fee20d1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 47"
"3601238a-56e6-4906-8815-2e676f553d1d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 47","Inground Plumbing Installation"
"5ae75e11-475f-4b50-b381-bf486a1be33a","","checklist-sectioned","not-started","Installation Authority Main to Meter","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 47","Inground Plumbing Installation","Authority Main to Meter Installation"
"694f1110-2baa-4d73-a5eb-f0c123d0a3ab","","checklist-sectioned","not-started","Installation Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 47","Inground Plumbing Installation","Drainage Installation (In-ground)"
"0eedb46b-4686-43ec-8628-12588e85a7c9","","checklist-sectioned","not-started","Installation Water Service (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 47","Inground Plumbing Installation","Water Service Installation (In-ground)"
