"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883fbdd8-484c-4738-8090-c6c51fb5f51d","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"89663762-af85-5690-adbc-a2af4d9cd90a","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"a551f5d6-8996-496d-a4e4-47423b805579","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"e9b8cf87-f7fb-429e-a54a-6bd37edba0a4","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"b751ea7f-e569-4df4-8ce8-14492158a487","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels","Building C"
"373b155f-ff1d-4202-8bcb-6fab8906a5fa","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01"
"4c768774-9eb8-5588-9099-85a3f88390f9","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01","Precast Element Details"
"26bec235-374e-5cc8-a20f-1ae4afd7ebe6","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 92","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"8cdc2684-0584-5048-881a-703635d377ae","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 92","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"3d87e62d-dcae-545a-b831-7edc6d1c015c","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 92","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"0f564c18-93c3-406e-acc8-35388d073f62","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1"
"7e18ad8f-409f-57ad-b907-c194137954fb","","checkpoint-group","not-started","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Precast Element Details"
"df7e3682-8c6f-5751-9d01-cbec36f4e7e0","","checkpoint-status","not-started","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Precast Element Details","Concrete Details Complete"
"21b19151-5604-55d4-acb7-6191fc0976b7","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)"
"9e5a500e-0f68-542f-8d83-6ddfcdf3c2bb","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"9ac63b56-dd10-5dba-a5d1-16a188451822","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"d218590c-0485-5127-b9b3-c5be765830e3","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"360ead81-4921-5d7b-b6d8-7d566db17af6","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"af83fb21-7c2e-509a-8649-11a4ac023152","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"b5e313fd-4a0e-5b3c-9b86-8e5c4a390f3f","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"52d5c36a-06ac-58b3-b78e-b49fd347cbca","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"883c47fd-359d-5d38-ba1f-3bf878911abf","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"721c4d68-1042-5fcc-8fd1-5d3a8b5bf09d","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"9f1d13f9-1799-5ee9-a291-e9454a86f43b","","checkpoint-group","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Formwork Set  Up Checks (Tables QA)"
"b7011e3b-070f-53d2-a3af-8e0647244e62","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"0cb7a4e9-149b-55ed-bfe5-45bf88254868","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"12c80c67-0ca0-54e3-8dad-80a3ba3451a9","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"01c09073-0572-573e-8f80-b8dbea344351","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
"7d49b570-d5fa-50e9-abf4-062fc85c6808","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:27cc08be-13b6-47e1-ac43-9706d28bba35","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Formwork Set  Up Checks (Tables QA)","MF Weld plates in correct location and siliconed to table"
"91ecf162-f4a9-5683-8e7b-960a6506e7ad","","checkpoint-group","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)"
"5f4873ef-2096-52e7-8cf5-a2ae7c3108a6","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Main Reinforcing"
"31267997-e6cc-5323-8d02-8dc02d458a60","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Starters"
"7a80957b-396e-52d4-98d3-205a1cf9dc7b","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Stirrups"
"dedc022e-6c71-592d-9d08-22bd79cc8b9d","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Lifters"
"fac0f650-67b4-5816-9c8f-38057c444d7a","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"f1a88fbb-596e-54f5-8446-bfd6b79eb11d","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Tie wire Trimmed"
"c888a4e2-0054-58a1-954f-e29b5827b98e","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","General Photos Attached"
"1a8ded3d-09f1-575d-b901-4c98ff8aa7bc","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Concrete Docket Attached"
"ff96c25f-4e85-50fc-987b-96a209886579","","checkpoint-status","not-started","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"c0cb1459-55c1-59c8-9a03-7f9c4e27a5c7","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Post Pour (Table Supervisor)"
"c9f50068-eef3-5e58-918a-3ae60daf57fb","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:011988be-f85f-4982-ac4e-b38005829f51","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Post Pour (Table Supervisor)","Confirm formwork has not shifted during placing of concrete"
"09511e0f-716c-5484-83c4-d65207b92013","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:76ff4f8e-3455-4f9a-b0ba-666b97833255","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Post Pour (Table Supervisor)","Face lifters placed in correct location"
"03d381fa-8957-57b9-8d0a-d02a20d6208c","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:ad8ff1a0-6dec-49f7-9e37-900190a90c67","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Post Pour (Table Supervisor)","Roughening Lines Correct"
"ab1e2af2-5d75-5d6e-8056-a021c7cd034b","","checkpoint-group","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)"
"0c63e873-7111-547c-b2af-d40077837583","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Panel correctly labeled (check against shop drawing)"
"28a84204-bfab-56b9-8f9b-fc24bda145eb","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:e6c5e5c5-6852-4003-9d16-39c4cb350dbe","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Grout holes for Drossbach Ducts have been drilled (top and bottom)"
"3f9d19b0-2cd3-5dec-831d-7aebbb570803","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:56b159f9-3248-40e1-93d6-65d10aef0265","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Bottom of Drossbach Duct is clear (any slurry/grout has been removed)"
"929ddba6-653c-5e5e-9d45-b0752a3d2894","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:3f743f29-ffa5-4c98-861f-2f4538934a04","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","All lifters have been cleared/cleaned out (including top lifters for install)"
"e7ffacfa-cf07-5876-b43c-9e9cd38d9153","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:6e151f2c-1aea-4e9f-8a39-67f32a7a864b","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)"
"5ca2454c-d83f-5c4a-b8d8-ade2a78dcb89","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:2d6e8696-933b-4cc6-8c77-5022cd7b9a52","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Stitch joints have been jet washed"
"989a6cf0-e212-5089-8927-c46dd5c31dd0","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:93b9787d-01fd-4329-b273-ffa611d0b113","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","MF roughening's jet washed"
"6e73304f-2fa4-5f4e-9faa-6aaf9d439331","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:914e3e46-ff77-4c1e-9cd6-68e95560cf07","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","NF chamfers and square edges rounded with cup stone"
"f8fefc72-a6db-5464-af92-3013beab136e","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:29141e77-230c-4730-9ee5-c7e1154f64c7","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Weld plates cleaned (NF weld plates to be cleaned with cup stone)"
"6c11f2ca-050d-58ae-a8a1-e5926ffa3635","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:7df3d99b-fd2f-4f5c-b342-49e0c0c77e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)"
"becf7bed-c062-52de-a821-a7d3f3f2b78f","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:b9226aa3-a7b3-4984-a07e-0eccc606f8b7","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Grade 500 starters are straight"
"5ffce2ff-a175-5a89-acc2-a23a6f2b7345","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:5a662ac8-5324-46be-9f10-a95e8560313c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","NF Quality acceptable (attach photo)"
"c7c8ddcf-c020-5f7e-a12d-07f6b416dd43","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:62092cdc-b8a7-4c62-8b45-f6a626b21b4d","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","MF Quality acceptable (attach photo)"
"ce2eef5c-9ddb-51ad-a02f-5be641ed7684","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:ce5dad22-2dfd-48f0-965a-ea2f8b68cfd1","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Structural repairs required (if yes photograph before)"
"2e5f8b89-1062-523e-a07e-f35aeeed791b","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e25f44-1624-4154-bf04-eba35b26b459","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Demould Inspection (Yard QA)","Shop drawing checked off"
"04ed4c00-60dd-5a00-ac30-e149d3229d91","","checkpoint-group","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Overall Panel Quality (Yard QA)"
"e9a85697-8352-5819-9b08-19f81b22bf65","","checkpoint-status","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2:2f318a3d-ca93-4700-8e8d-01f94e206b03","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Overall Panel Quality (Yard QA)","Overall Panel Quality Ratings Recorded Below"
"efa3133a-30ef-5034-bae4-4e8599ecca0d","","checkpoint-group","pass","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Loading Out (Yard QA)"
"18a64ae5-0e3e-5393-b4da-f927205d2ffa","","checkpoint-status","pass","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:0bd8001d-5ed9-4869-ab96-060ed89d02c2","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Loading Out (Yard QA)","Load Docket Given to Driver"
"bdd2b17c-b0fc-5299-b627-f424e88d13fe","","checkpoint-status","pass","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:e02acfd2-7889-4046-b780-ce16fe02e827","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Loading Out (Yard QA)","Photo take of Panel on Truck"
"2fa47317-7aaf-5cea-89a0-5b4d6c6964f5","","checkpoint-status","pass","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:4c41b5af-368a-4395-8e1b-949e64f5a502","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Loading Out (Yard QA)","No remedial work required on site"
"a33925b1-25e5-51c1-a68e-d24a443c1c1f","","checkpoint-group","work-in-progress","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 122.1","Test Results, Certificates and Documentation (Reo & Yard QA)"
"e8c71878-8ce4-556f-a105-c1e5cd7de5b4","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"282c7227-bd03-51e0-bb17-f7bbc442f8c7","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"78671cfa-0b35-5bf1-94b4-765bff2c3069","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 122.1","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"99c9a1c4-f43e-467f-a1b0-1918eaf7851f","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 95"
"cb42ab16-53bb-5095-8287-4f34cc14f9f0","","checkpoint-group","not-started","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 95","Precast Element Details"
"b069dca5-5a8b-5805-8bd6-3df7cb092175","","checkpoint-status","not-started","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Precast Element Details","Concrete Details Complete"
"6d53a0de-50dd-583f-8efe-8943ef0bf12d","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)"
"1f7b796e-7c1f-5510-bef0-3fe3b759eb65","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"934d4437-1123-590c-acf3-c85061c31d3e","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"1401923f-1182-5ae8-bf5b-448daa949d1a","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"64523cb8-d136-5206-b61c-5110f9c21c28","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"2ec7b4da-85cb-535a-8700-31534bf893d9","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"43f1d0f3-58c9-54d5-8835-d99bbe2d00b8","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"ba7ebf8f-c195-5ea8-a2bf-8facd9e00275","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"af9a374c-d45c-5a0b-9ae3-0f1cdb40eae9","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"7c921695-7be7-58ef-a3e6-4af1ada55a54","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"5b45e7cd-1096-536c-9407-a6a855ce00c2","","checkpoint-group","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building B","HRB- 95","Formwork Set  Up Checks (Tables QA)"
"f83f6283-67dd-5d18-b1f8-13fb899350a4","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"faa780ac-8725-5e4c-92de-11a320d0420b","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"263d2670-596a-5829-aab8-31351dca51be","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"c88b3520-1fdc-5985-9c14-a5313698eebd","","checkpoint-status","not-started","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building B","HRB- 95","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
