"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","fail","","folder","TRUE","FALSE","Site QA"
"ed704b45-014f-485e-b3ef-3fec5ea2d7b6","","fail","","folder","TRUE","FALSE","Site QA","Doors"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","fail","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","pass","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02","Fire Rated"
"831ea5aa-1aab-43fc-81ef-52b78056e429","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area B.1","Boards & Mirrors"
"68be3609-8893-4d5e-88ff-7603bcb9a5b1","","work-in-progress","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area B.1","Dispensers & Holders"
"a1210ec1-571b-4193-9a92-3523a34b1ba6","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area B.1","General"
"b254d98c-d6ef-44ee-a052-dff64ce7b225","","work-in-progress","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area B.1","Hooks, Brackets & Racks"
"e4acc585-35e9-4ea3-9199-90cb4f280d37","","work-in-progress","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area B.1","Rails & Tracks"
"dbfd05c6-6a21-4861-8970-28140f2d1447","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area B.1","Trims & Skirting"
"1308656d-bddb-4dd7-9e04-dbeed0b3ccf6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1"
"37efc5fc-17ae-483d-801c-6836116eb3b4","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1","Boards & Mirrors"
"f8f1bb3b-243f-49ca-992d-d7743c9178d4","","work-in-progress","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1","Dispensers & Holders"
"3dad3087-f95d-4c85-a95a-3ed55ab1c0ce","","work-in-progress","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1","General"
"62f134b5-77c1-4e50-a94c-4337d43eb7fd","","work-in-progress","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1","Hooks, Brackets & Racks"
"f304e5a0-0e15-4776-94b7-20664f0b5544","","work-in-progress","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1","Rails & Tracks"
"adc1ac4c-9389-4dd0-87c4-36d7352ccba1","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 3","Area C.1","Trims & Skirting"
"6d122db0-8aca-467a-9bfb-5cd394480f87","","work-in-progress","","folder","TRUE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4"
"439751f3-9336-499a-a3b1-ccd8fe883a1b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01"
"b98d99eb-336d-4ad4-aaf7-73a381b19e74","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01","Boards & Mirrors"
"a44a8e46-ce5b-4920-90c4-6f016644f4fb","","work-in-progress","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01","Dispensers & Holders"
"1855f21b-4ad9-4c76-8b5a-a6a455ef6e17","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01","General"
"2f770349-8213-4774-a48e-d190f3ce413e","","work-in-progress","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01","Hooks, Brackets & Racks"
"fbb0c2e2-d734-40a9-94de-5ebd6347cd6f","","work-in-progress","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01","Rails & Tracks"
"498723eb-c608-4556-a87f-192e83287116","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 01","Trims & Skirting"
"c70f95aa-93e9-4e9b-a0ca-7f72796c6a35","","work-in-progress","","folder","TRUE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02"
"cf2367b6-27a2-4237-aa37-6f681a28a72d","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02","Boards & Mirrors"
"4111e018-11ab-4787-a491-55cc75aa5662","","work-in-progress","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02","Dispensers & Holders"
"c92b42de-b2bc-4153-bbf7-4118ee5edbed","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02","General"
"083575ae-76d6-4b90-b29d-b2d18efd49d5","","work-in-progress","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02","Hooks, Brackets & Racks"
"56c44b93-b5f2-4f0f-9a43-9fac5ca96f27","","work-in-progress","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02","Rails & Tracks"
"406949da-8e5f-4c0f-baad-58135e7cab12","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 02","Trims & Skirting"
"3ada32ae-b7ce-41d4-98fa-0b502afcf88e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03"
"ad8d4579-829d-4050-ba53-deef8f9074cb","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03","Boards & Mirrors"
"a38e2086-830c-473a-b89f-743390d00f05","","work-in-progress","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03","Dispensers & Holders"
"b62a6996-e968-4bd8-a192-79ecab06dd4a","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03","General"
"0cf11b9b-d3cb-4a0c-adaa-3b18f6add4b9","","work-in-progress","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03","Hooks, Brackets & Racks"
"2a1a242a-095d-43d7-863b-8137671c114e","","work-in-progress","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03","Rails & Tracks"
"20319ad4-8bf9-4412-96e6-0a7a270cbd74","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 03","Trims & Skirting"
"a6f93c4c-6f48-41da-ae75-eafca00d7aa3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04"
"5cf8e318-2584-43d9-81a5-ec069ad0a635","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04","Boards & Mirrors"
"b33098c3-5da2-453b-93e6-e02d2db5cd13","","work-in-progress","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04","Dispensers & Holders"
"8d84ace3-5e8b-4e11-869e-abd62973f2f2","","work-in-progress","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04","General"
"00c8631b-a1ca-4d87-8ec6-9fbd62265160","","work-in-progress","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04","Hooks, Brackets & Racks"
"518c2e92-9473-4a90-8d63-c2e329100aef","","work-in-progress","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04","Rails & Tracks"
"c257e1b5-8815-496d-903f-1601319c1530","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone B (Building A)","Level 4","ZONE 04","Trims & Skirting"
"28aa6f4b-b291-49eb-b65a-bc42f6c95be4","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)"
"557f8bf7-63ad-4ead-9b95-a93c51672824","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C"
"d8338e58-10b0-4ffb-8c00-415a5c6a8ff7","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor"
"e50e18d7-0136-4626-9d3b-f52ccce2c1d1","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor"
"df695909-942f-44d8-93c4-507269478423","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor","Boards & Mirrors"
"9ed388de-fc2b-4ad0-b44b-41b2044196ab","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor","Dispensers & Holders"
"9c869c28-8d88-40a4-8ed1-66f74947b56a","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor","General"
"56da9cd0-3952-4f6e-8bd9-ea54a275d943","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor","Hooks, Brackets & Racks"
"15067668-8538-4f1f-94d5-fb5f1252931c","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor","Rails & Tracks"
"230f3b08-ab75-4a4a-a256-9c064eeb3217","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building C","Ground Floor","Ground Floor","Trims & Skirting"
"89c2e760-4ff6-41ea-8ae9-162ecce1a53d","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D"
"44c867d2-a94a-4a09-bcc4-7cf9b20a670c","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground"
"a9c9362b-316c-4060-9954-602757e82788","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84"
"a8757ba7-48fd-43e3-adb3-7d3f51103cd3","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84","Boards & Mirrors"
"c7bec686-c3ab-4e9e-9cb9-8b330c2d7193","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84","Dispensers & Holders"
"249e3a96-fc00-4ed4-8364-34be11cb54a1","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84","General"
"0d69d4eb-0cec-47ef-aab9-49b8fb855742","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84","Hooks, Brackets & Racks"
"1f3edec3-3e8d-4294-8529-665da43f25b7","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84","Rails & Tracks"
"43f7d2ce-01d3-4236-9ce0-02b4e69626c9","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 84","Trims & Skirting"
"49e06daa-647e-47c4-80ab-579c2626eead","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85"
"67318d98-97a9-4272-bc3e-03ca18c734a7","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85","Boards & Mirrors"
"4a7552a2-8793-4d42-9f28-6a8b402ff9ad","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85","Dispensers & Holders"
"95133a44-4a70-4c63-aca5-4632c244c40b","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85","General"
"e9ca9081-5286-414f-a550-28fed175db2c","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85","Hooks, Brackets & Racks"
"5d7fe737-1329-4199-ae96-c094073f1ab2","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85","Rails & Tracks"
"3d472cc0-7a46-4ade-a7f1-2586a1158c12","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground","Zone 85","Trims & Skirting"
"72ef4c92-9802-4919-be0d-9a0478a08b71","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz"
"c4f43aa1-b389-4d1a-9df3-43785e2026b5","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84"
"63abe35a-029c-42e7-ad26-e87a0e64e25e","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84","Boards & Mirrors"
"e5ab84c1-2040-4190-aba8-6d301675d233","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84","Dispensers & Holders"
"900d3b4e-68dc-4daf-9ba8-906ad7b6b1c8","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84","General"
"e61a7b97-572d-476a-8069-f1bca14d1d96","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84","Hooks, Brackets & Racks"
"13625745-baa9-4f6b-855a-34624bb77b77","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84","Rails & Tracks"
"8246027e-6026-4e32-b28f-38b9fcfd36f9","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 84","Trims & Skirting"
"8eb2a87b-b828-4541-b013-952f4fe99713","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85"
"291e7650-0177-4c06-8546-da57e122d263","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85","Boards & Mirrors"
"989a7edc-567e-45d4-95c6-3cc70045b8d8","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85","Dispensers & Holders"
"aaa68148-8f6c-449a-b6ad-c30c10dcb9eb","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85","General"
"233227e8-d7a1-4005-96ff-4984228de76b","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85","Hooks, Brackets & Racks"
"d7142f22-e340-4e66-b7e4-b4352c02ed0c","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85","Rails & Tracks"
"4aa1f708-6b4c-4370-a03a-438f053ddf1d","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Lower Ground Mezz","Zone 85","Trims & Skirting"
"cec3ac69-840b-40a8-9072-aa65a012e6a9","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor"
"3064ee64-db7b-4705-9e11-a557a6baaf68","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84"
"6b7bedd2-1bc0-4d61-8d48-d44a96fec156","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84","Boards & Mirrors"
"5235e363-ea59-4de3-8215-af8b2088dca2","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84","Dispensers & Holders"
"ba4f7d8c-84f7-4e1f-b1f5-97e2166bfe2e","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84","General"
"d3d09caf-b193-4206-9957-fc254c5d8bd1","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84","Hooks, Brackets & Racks"
"f32e4943-8d7b-4fe2-8c1b-500eddda80a5","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84","Rails & Tracks"
"cb410e53-e850-4e85-9515-9174a769aafe","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 84","Trims & Skirting"
"77c494ce-4bf5-4a6d-a981-5bb813341759","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85"
"856cd412-95a0-492d-a57c-46d45318d66d","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85","Boards & Mirrors"
"2f3a196d-076e-41f3-894a-d49913c4f147","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85","Dispensers & Holders"
"f67cb8b4-323c-413f-9267-3a6858a5033f","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85","General"
"7dacde4a-1821-4a36-ae4d-9a57fa8d202e","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85","Hooks, Brackets & Racks"
"a61b8cfd-c227-42b1-9fd8-945bc0a52af1","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85","Rails & Tracks"
"fbd96c80-2fe2-468d-a286-0e7abf0b16e7","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Ground Floor","Zone 85","Trims & Skirting"
"4ffd5a4d-eb68-4ce6-b63f-f498a8210eb0","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1"
"aa0cc593-14e9-447d-880c-7f109f09a680","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84"
"495743d2-a609-4ab2-8792-76bb3779b0f1","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84","Boards & Mirrors"
"07222e47-062f-4089-adbb-0f9c50cd168e","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84","Dispensers & Holders"
"0e79a04f-67eb-438f-81bf-4d03260c566e","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84","General"
"946e5911-b109-4474-bc9b-3156be52d7d5","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84","Hooks, Brackets & Racks"
"f5421cf2-c092-48ba-8170-97b8c1c1ab79","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84","Rails & Tracks"
"ea13dcb7-cb81-447b-9bea-2b97af8423b1","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 84","Trims & Skirting"
"8947fdc9-1389-49cb-9bf6-050ca0cef036","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85"
"31767e42-76ce-4240-91b8-50f8ce5443a6","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85","Boards & Mirrors"
"d142340d-dcee-4d25-9854-ee830260b434","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85","Dispensers & Holders"
"b6abe8d4-fd6d-4ddd-b9dc-f0b7356a15c0","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85","General"
"4a13d6a3-07f6-41ed-8d80-98a2848a8725","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85","Hooks, Brackets & Racks"
"7ae390e0-60f2-432c-98b0-f7c64cdff82b","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85","Rails & Tracks"
"c8d64722-ddf3-4ac2-a6fd-7faac0f72e8d","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 1","Zone 85","Trims & Skirting"
"47afabdc-d9e5-4387-9e0e-1922a8728efd","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2"
"8cb76675-c6ed-474e-97dc-0802dfabeec2","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84"
"17e5854c-9439-4ab5-9c6b-e4b545df5147","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84","Boards & Mirrors"
"1c258a5c-2a36-4111-98fc-62ba8a7e995e","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84","Dispensers & Holders"
"06499fa5-883a-45d5-92cd-1bdc3a469187","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84","General"
"6662dbb0-8633-4382-81b3-53130196aced","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84","Hooks, Brackets & Racks"
"e82b24e8-294f-4013-8786-1474b83b8acd","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84","Rails & Tracks"
"0ca5709f-37af-4e6e-8157-ec976c17f32f","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 84","Trims & Skirting"
"60485c63-8186-4d17-b4f2-3dfcf7140b75","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85"
"826ef0b6-dbef-42f4-88f9-013ca2e4d7d9","","not-started","BM - Boards & Mirrors","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85","Boards & Mirrors"
"952b0d98-ec48-49be-947d-8e7a56df1ac7","","not-started","DI - Dispensers & Holders","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85","Dispensers & Holders"
"0ab40261-06fb-404c-b69a-e99eab7c6cd0","","not-started","GE - General","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85","General"
"7a8d7ad2-cdee-4284-abf2-f7d33b77752e","","not-started","HR - Hooks, Brackets & Racks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85","Hooks, Brackets & Racks"
"919d7aee-f777-453f-9b7b-a6c041367cab","","not-started","RT - Rails & Tracks","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85","Rails & Tracks"
"205dcf81-5bc8-4880-b0bb-767846f16d7e","","not-started","TRIM - Trims & Skirting","checklist","FALSE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 2","Zone 85","Trims & Skirting"
"a3a85b63-4dd5-40af-8353-6153763bebf2","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 3"
"08bb7bd0-0430-4b90-90b2-ebb4d208672d","","not-started","","folder","TRUE","FALSE","Site QA","Sanitary","Zone C (Building E, D, C)","Building D","Level 3","Zone 84"
