"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02","Fire Rated"
"93c1ec66-f342-408c-adec-e934b2f43592","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Ground Floor"
"943b63e4-4a20-4750-a265-086903c98aba","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Standard"
"a55f646d-8d12-41f1-bc78-1337a2d2165d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated"
"667f168a-ad29-44f8-8ace-4f1b77444486","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.017.D2"
"2fc1f01c-371c-4677-8f73-7a77363d8da2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.041.D2"
"6052bea8-8cdc-495b-9a2b-172a6757552e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.068.D1"
"8b978d60-087b-4d5f-924b-05cb0d9f9d92","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.068.D2"
"94f9e329-f9ef-4b44-a324-f8aa90a33af2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.068.D3"
"2f2a8f55-5cdb-4f82-9cb7-1be2477d4c85","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.186.D1"
"e2b315a5-5316-4435-89e4-b974c7a1860b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.715.D1"
"1b93ae8d-7890-42a6-95bc-b2e24d132546","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.717.D1"
"58eb7fe6-c763-46f3-941f-863ad657ec27","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.718.D1"
"1f03dbbe-026e-4c7b-b1c2-34d06e15d92f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.721.D1"
"3d9e3533-84e9-4cd4-b3ee-65518b6cb678","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.723.D1"
"c7aa68d9-6f45-470c-8b1a-77468b65d7fa","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.724.D1"
"99c792b4-faf0-4b10-94a6-5cbe9c6f2392","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.726.D1"
"b508ff0a-db9c-4add-a12a-aa3a80171256","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.728.D1"
"7681f710-84fb-4e69-b6f3-9e2e1d4dc0ae","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.800.D1"
"b1c0cea3-94d1-4acf-bfff-c0cdcea8ea90","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.801.D1"
"fbe74805-8b8b-4bbd-b5b6-34d47e86b2d8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.829.D1"
"6e361110-fc21-454f-841e-25083ce23658","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.829.D2"
"03369678-e26e-42d3-b2ec-dece8156d1b4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.830.D1"
"edc555c4-fd9c-43a9-abc5-da18238367fd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.832.D1"
"28222fba-7a0c-411b-a19f-20fcd76ee0ff","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Ground Floor","Fire Rated","GF.A.SA4-G.D1"
"86be30f7-0768-4702-a0d7-85f0ae51cf32","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 01"
"599e98ca-0f37-44c5-bf40-121ed5af6cac","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Standard"
"877a7156-949c-4d20-b079-903fe08f4755","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated"
"edb23458-eb87-4d33-a544-b54a74f1b661","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.018.D2"
"362c24e6-864e-4dd7-9a0e-2084d05b54da","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.026.D1"
"fee814c4-a2ed-4d11-b015-51a41a64ebd8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.028.D2"
"b092842a-6e1c-4a5a-ae5b-3320329729b2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.031.D1"
"d5bc99c8-7e27-48aa-b413-75f08378ca72","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.046.D3"
"5e6934f3-5c31-4713-8b8c-456a5b5e9869","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.095.D1"
"86d78f64-e397-4b96-b4d8-5c9cff4dbdcb","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.552.D1"
"1964773e-4016-4ef4-b036-d0fb6898b283","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.576.D1"
"accdda25-132e-41d8-aba9-f09ad15deae5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.580.D1"
"167ae36d-26f5-48c5-8eae-4209ed96612d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.605.D1"
"65a327b3-8529-44f9-a67e-16726817e2c6","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.607.D1"
"feabc210-6d66-4a75-955e-bae8079facba","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.608.D1"
"bda8a29f-6102-47ec-9a66-277693d29a33","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.611.D1"
"f8c1b3bc-568d-4ed9-b842-506435f33f4e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.612.D1"
"1b11535b-1584-4932-8c1d-f72e49f6324f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.613.D1"
"5fe33f80-8ca2-4ec9-96e4-34f4225cdacf","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.614.D1"
"68143e54-d545-4581-a191-6c5dcbe8cb76","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.616.D1"
"5f6398f7-2ce2-49e6-b019-a8edb33df24c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.751.D1"
"6503e3ee-e5e4-4c03-aa9c-4013c8dc3087","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 01","Fire Rated","01.A.T03-L7.D1"
"0937847b-aa01-4b17-80eb-e6b7bafad4a9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 02"
"7fa1956a-9421-48fe-8ef6-08b298638c5a","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Standard"
"77cbb763-716d-4d3a-9cca-24ef61cb9b34","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated"
"4990244f-9c5b-478b-a999-dd8fd86c89fc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.018.D2"
"42c8901f-036c-4bc5-beb1-70c11a6f29b8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.243.D1"
"d49b9287-cc8c-4ddd-ab28-27a060ccc578","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.263.D1"
"ac37912a-9f67-4763-8b5a-b56e19855071","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.283.D1"
"af116c26-88f6-4ec2-99da-42babc28fa38","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.331.D1"
"73b0bb34-9303-4172-b7f7-d2b897622ea9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.364.D1"
"0959faf4-855e-40bc-baec-43cdd3eb383a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.365.D1"
"9ed42c74-bb04-4ff4-acf9-370f6de7d596","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.371.D1"
"19417a90-3f61-417f-b695-ea7839e9c80a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.381.D1"
"a18828a2-e318-478c-83d4-fa864acf9e07","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.381.D2"
"dcedec4c-31e6-46c4-a69e-7fa027e658ee","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.381.D3"
"c1094c26-c675-41b4-b2d6-e3a59c46401a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.401.D1"
"790d68ae-087c-4595-85d8-4d0e891a5be9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.415.D1"
"897e5754-f8e1-4b64-9b1b-96df626b7b5c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.417.D1"
"304d8231-06da-4eb2-a4fc-5dbbf608a0f9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.418.D1"
"c7286b72-26f8-4884-86ed-d48430058466","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.421.D1"
"724a746c-4bb1-4272-9d34-3b2a89884b46","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.422.D1"
"dfcf9e3a-f70f-42f2-89e2-e36c02272a51","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.424.D1"
"e9ce6083-bb42-4636-87a1-bd0e63f7a2c3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.426.D1"
"45488f8e-de09-43ca-8470-44c0e348e509","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.433.D1"
"e3a220d8-153a-4c76-8b86-68460d5cc442","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.433.D2"
"e7fc76fa-a300-40b0-86a7-eb8b5b8fac41","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 02","Fire Rated","02.A.500.D1"
"71b44eb2-c56d-44b9-9972-b3fd37eb5089","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 03"
"ed86308e-ca47-425b-bd06-3944d60b1dbb","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Standard"
"d86f0675-5799-4294-9389-e71303ca7d82","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated"
"2341bf17-c45d-441a-9f7d-98b59295dc72","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.002.D1"
"6c98db4c-f47c-456b-94df-669e6d87a138","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.002.D2"
"c97ea0e5-b2ec-4c40-8fa3-925747e7f7d3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.002.D3"
"9e62b0d3-9bbf-42cf-bdab-f56e57538b30","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.011.D1"
"275ec101-f00c-41b7-8bdc-4878e7b11c01","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.056.D1"
"b07d7d12-a0b4-4272-92c5-0999edc66e97","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.100.D1"
"ff7b5d55-e678-45a0-b86f-98291295623e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.100.D2"
"0da78aef-896b-4c10-af25-d303e0f1ca01","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.126.D1"
"1f4b38ef-038e-4984-b0d4-e0108ff4456d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.171.D1"
"9484cef5-4bb5-4245-95c6-7fe5805c66be","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.225.D1"
"9a62d8d3-0284-45e3-80e0-4c3b48789e44","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.225.D2"
"50f025a2-4720-4976-b910-6193b0ca310d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.226.D2"
"45f0e0a8-cf9f-43c6-aa64-9cbf9618b436","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.248.D1"
"aea9ba3d-72c6-4bc2-9c8e-d6d35b829e96","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.264.D1"
"5ec1888f-eb2c-4f33-b124-b7a02e71b5ac","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.264.D2"
"1dc09222-6ae0-4fbc-bec8-c9bc6cd3d88c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.264.D3"
"55639946-8d17-48c6-9c7f-e1bc9fbbf24b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.270.D1"
"ac497883-fb7a-431f-a3e6-533a97012932","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.270.D2"
"3827ae15-d46e-4a96-aaf2-d5e2c6115abc","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.270.D3"
"cfde6b59-d3c2-4dba-a04e-f8410272c304","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.272.D1"
"f647ad68-0a4c-46de-9b1a-5d04b534436b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.272.D2"
"b86754f3-953a-45fe-9743-1a95aab77604","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.272.D3"
"830e18c2-af37-467b-9c40-ac3d2696b0e7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.274.D1"
"d86e2497-2a10-47dd-9044-fde885226d87","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.274.D2"
"9a101a94-5f4b-4477-a2eb-45a8e14f5b2a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.277.D1"
"46c01e95-dfe6-4226-8897-973dc1cad52d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.300.D1"
"fa9f3274-89e4-4e39-b749-675c2cc8ce10","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.301.D1"
"25f5cc5b-dad8-4b22-ad7f-d10fc4048aee","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.301.D2"
"331c42e5-0414-4096-99da-667d76e9c172","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.310.D1"
"bad19b30-05e2-44d0-af42-49f5be966b03","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.331.D1"
"194e83c4-381f-4cf4-a783-9f0ce21cfbf7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.333.D1"
"637ec66a-5c0b-43ad-b630-eeba66ec8505","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.334.D1"
"54c1e7d0-9437-45e6-beb9-7b4d539e2489","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.338.D1"
"8f3888b7-b752-4432-afc1-01c2ce7a1e26","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.339.D1"
"c87dca44-4356-413d-b934-59c7afaa4dae","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.341.D1"
"7e8ae5ac-17ab-40b0-973e-97b513d36215","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.344.D1"
"990830f2-e9b8-4669-838c-1795e02be18d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 03","Fire Rated","03.A.346.D1"
"a19a6bbc-e531-4b3b-a7f4-3d626fda3897","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 04"
"14f56a4b-cfb9-4f3e-8376-aeddf95b7443","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Standard"
"d1fb1da4-43bb-4950-b242-58230f185126","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated"
"4a5835bf-23b7-4f3a-9ba2-bffbaf14fd07","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.083.D1"
"81652380-2454-46fd-897b-b16793764c9c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.089.D1"
"a2f58600-59ff-4325-87c0-758d9eac1c68","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.091.D1"
"f75c3a96-97be-4dd6-931e-0be58a3e521f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.095.D1"
"fc1adf31-9c6e-4606-9f97-d8cce851c2d3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.127.D1"
"0b50686f-7874-4d7d-86f6-3b5c3b4fd1e7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.127.D2"
"a7ad7cbe-ad77-4936-8321-84a157e4cfba","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.129.D1"
"4fb03030-3cd8-4376-a97f-82ae7859c4b0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.136.D1"
"fb127598-0bbe-4427-b3a2-5ac685dff401","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.141.D1"
"00e23c35-232b-405d-b790-d3573442a9f0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.141.D2"
"2d8eefb2-81ae-45ab-a89e-d89ae5d9abd1","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.143.D1"
"c614a8f6-d1e5-458a-bee8-5da6927c9ef3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.144.D1"
"e6d2a71b-a13c-4ce2-aeb1-9a43c9047d4e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.149.D1"
"652b0f1d-b41c-4a37-9787-00cca51750a1","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.150.D1"
"31eeb922-9534-43d7-856c-9508109f0dbf","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.160.D1"
"5cbc4536-546f-483c-b03e-fda737cb2300","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.160.D2"
"c3bd1b4a-2667-4211-b67a-2f136058d8b7","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.160.D3"
"623c161c-e46b-484d-9a2a-155f0206d19d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone B (Building A)","Level 04","Fire Rated","04.A.500.D1"
