"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"99a1db00-728e-4f09-be38-395caf8f966f","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5690c4ae-ad34-4f36-8b0c-f84cd883d634","","folder-normal","pass","","step","TRUE","FALSE","Site QA","ITP-001 - Sediment Control"
"2c9f3401-02e2-4d3d-a8db-60cf8cb7ce60","","checklist-sectioned","pass","0b82de3d42fcb329e4f44fba6423241847a17a64a1404f01d3d03593ad5f078c","checklist","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01"
"4892043d-d507-5fd2-bdd7-40a180302683","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-001 - Sediment Control","Sediment Control - 01","Lot Conformance."
"45eb147d-f8ae-5bd2-b2bc-21231d130acd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","1.0 Preliminaries","1.1 - SWMS approval"
"f4f2aafe-f171-56dc-a1a6-d83e8c4df2b3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","1.0 Preliminaries","1.2 - AMS Creation"
"7e98d294-390e-55ab-a3b9-a1bac7d60804","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","1.0 Preliminaries","1.3 - Enviro controls"
"b16163f6-be2f-581d-9ef0-56bbc37a5691","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","1.0 Preliminaries","1.4 - Previous Layer Conformance"
"fb93edc4-2b65-53a1-94e2-1fa276929284","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements"
"de05e9b9-106f-5f30-84da-650e9bbb4186","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","2.1 - Manufacturer provide QA and manufacturing control procedure for approval"
"6d99f3be-dad9-5898-a119-d24086acf240","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","2.2 - DRAMIX mixing dosage"
"d670a556-96b1-5c57-8fc3-be41bce0f60d","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"c956c1dc-0e08-575d-8bfd-5ab7bdb862c2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","2.3 - DRAMIX mxing procedure"
"1beb87d6-20bf-5592-9bc7-8183d03451e3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","2.4 - DRAMIX and Supplier mixing documentation provision during concrete supply"
"be31252c-6364-5d74-95ce-28069824986c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","2.5 - Curing Compound"
"30aaab3a-0a3f-5435-88d6-98deb2334311","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"2c5478c8-31bd-542d-b5d9-ac75596c277e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation"
"9fe689e6-23e1-5c54-8296-ddf620f706a6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation","3.1 - CBR Testing"
"a7635d32-e5c2-53d3-8462-b18f8b174eb8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation","3.2 - Construction Joint Profiling"
"7ed7e383-063c-58fc-a958-5ece96554c0b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation","3.3 - Base Conformance"
"bfb0c4c2-16a7-504a-9387-4b066c946e00","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation","3.4 - Water Ponding"
"c980f701-657b-5a45-b1d7-eabd85d7dd27","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation","3.5 - Bedding Surface Check"
"8ca26eae-0b14-5343-8b21-689757e91131","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","3.0 Bedding and Surface Preparation","3.6 - 0.2mm Membrane Installation"
"f7d4f770-f696-5df5-9342-5ef2aa2bfec5","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement"
"607b9a3c-8a74-5dc3-b676-f5d53b0351bd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.1 - Set out"
"a756c8ab-50de-51fb-a7b2-3ef7c78215f6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.2 - Formwork and Boxing, including concrete culverts"
"896501d4-8471-5144-ac53-d913557f3d68","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.3 - Vertical Cover"
"e6dbce05-40ba-5dab-8719-1dfa0c994475","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.4 - Horizontal Cover"
"827f949f-46ef-52ec-b683-dcdc64b6062d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.5 - Overlap/Splicing Sufficient Extents"
"3eea3854-e191-5e9b-a655-09da5cbd4b34","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.6 - Overlap/Splicing Cover Considerations, Mesh Corners"
"1d975681-f428-52d8-871d-b127da96ccb2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.7 - RJE Earthing Installation"
"a803ef08-d946-52c3-9f09-3f6566b18896","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"fedc9f24-d39f-5963-a7f7-55c89bc41304","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","4.8 - Pre-pour Inspection"
"e7a761c8-754c-5ee0-942c-0129e94a971c","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"9f860ef0-294d-54b1-88bf-f9229bcef019","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing"
"42bbb831-fe59-5210-8dda-4fa67133ff90","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","5.1 - Concrete Supply"
"bd54728b-db54-51dd-9148-6675afc600d0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","5.2 - Temperature"
"6dd5880f-7a5b-50ed-b6a5-a4d314ba683b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","5.3 - Strength testing"
"08fb19bb-eb07-5a5c-ab51-66011291c7e5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","5.4 - Delivery and Placement"
"76d0ac2c-caca-5ea1-b1c9-76442d6e6271","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","5.5 - Surface finish"
"a8ee0710-0c3f-5719-a385-f7805fecd453","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","5.6 - Curing"
"89a52988-b527-564f-b3b0-83e5c675c52a","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","5.0 Placement and Finishing","AUTHORITY HOLDPOINT"
"6053ba30-6cb0-5bcd-828c-8fbd67a2b1b7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","6.0 Conformance and Documentation"
"91a6b893-2ac4-5e82-a982-bb8e9f526c9f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","6.0 Conformance and Documentation","6.1 - Tolerances"
"f503120c-1d3e-54c7-8763-9dbc36671ff4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 2 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 1)","6.0 Conformance and Documentation","6.2 - Documentation"
"8998eb89-7bf1-491a-8a74-ede84cd043c5","","checklist-sectioned","pass","CC0394 - ITP-010 - FRP Combi Slabs REV0","checklist","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)"
"7a3dd0dc-4e4e-5a55-831c-31e035b6a03e","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","Lot Conformance."
"db2f2d92-fa20-5d42-bd5e-2bbb7a4e4679","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","Lot Conformance.","Lot Conformance"
"6f4968ca-a17c-518e-bd60-3456caedcf1c","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","Lot Conformance.","AUTHORITY HOLDPOINT"
"3a425de4-6e6a-57fb-a7e7-5c755e9a57ba","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","1.0 Preliminaries"
"3e84c21b-1f09-53af-92f2-0962e74ada18","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","1.0 Preliminaries","1.1 - SWMS approval"
"dc9dae99-dbe2-5c06-b727-3d1dbac65285","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","1.0 Preliminaries","1.2 - AMS Creation"
"19cc61a8-df6b-578c-8ee2-98dc99afebc3","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","1.0 Preliminaries","1.3 - Enviro controls"
"8a77a2ef-10b8-525a-b0cd-faaa5c8d6b25","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","1.0 Preliminaries","1.4 - Previous Layer Conformance"
"f4a518cc-6cde-50bf-a9c0-ac280c0c31a6","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements"
"f1932496-55f8-553b-9237-22ad37d335fa","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","2.1 - Manufacturer provide QA and manufacturing control procedure for approval"
"6575223a-abe9-5cd6-a5d0-b260c9f5ee14","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","2.2 - DRAMIX mixing dosage"
"256f991b-ae05-5edb-9c0d-bea3069eeaf4","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"d395eddd-6b30-5c69-89a6-768db71744c1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","2.3 - DRAMIX mxing procedure"
"5746ba79-9839-5513-a1b8-952434b68001","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","2.4 - DRAMIX and Supplier mixing documentation provision during concrete supply"
"fa22c137-4ca8-5f7e-9b46-11d6dfea0505","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","2.5 - Curing Compound"
"11e05f25-d330-560b-97eb-1a8727fb2d67","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","2.0 Material Approvals and pre-commencement requirements","AUTHORITY HOLDPOINT"
"5a33766e-d25a-5987-84f8-e47978a4ec87","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation"
"576f7f3f-360d-565d-b3fc-c3523e5bdae5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation","3.1 - CBR Testing"
"79c255a7-0c26-540f-9d20-42d7b52d0631","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation","3.2 - Construction Joint Profiling"
"dcda4083-8df5-5a8d-9f33-642e9aa517e1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation","3.3 - Base Conformance"
"f5df28be-6393-5aa1-a2c3-a2aa58ec44e8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation","3.4 - Water Ponding"
"ec1989f4-92ac-5f9e-9a99-7108f9e6a777","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation","3.5 - Bedding Surface Check"
"5abc8626-5f84-5ef4-bee2-0157685cfc28","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","3.0 Bedding and Surface Preparation","3.6 - 0.2mm Membrane Installation"
"c96ded5f-1836-5119-802f-f317c7f64bb9","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement"
"3aebb6f4-d8e8-5aff-a8a3-0220298fd6c6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.1 - Set out"
"762b44ea-c7db-5398-afe0-600993e4913c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.2 - Formwork and Boxing, including concrete culverts"
"a30844cd-3065-5359-b119-bc99ccf0f09d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.3 - Vertical Cover"
"2f8d0252-95cb-592b-bb9a-458857318fba","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.4 - Horizontal Cover"
"19a07806-9d16-517e-86f2-a635511bf8e9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.5 - Overlap/Splicing Sufficient Extents"
"282170e6-4fe2-5fd8-9b97-240c54ee76ee","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.6 - Overlap/Splicing Cover Considerations, Mesh Corners"
"6fb029df-69f2-5e39-b440-30606a790d37","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.7 - RJE Earthing Installation"
"f6e7ea12-9483-5718-8e0d-5e5ba3e889a1","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"7166e5be-1ffd-52c0-96e4-8443b588aa28","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","4.8 - Pre-pour Inspection"
"853f5fb1-4d64-558e-8e76-d3d696467ac3","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","4.0 Formwork and Reinforcement","AUTHORITY HOLDPOINT"
"c4b6829a-71fc-53e6-9d51-a2834addc1c9","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing"
"af4e7cd5-58b3-5868-887a-76e50888fee6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","5.1 - Concrete Supply"
"667b0de0-19ec-531a-b26b-a0380b7491db","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","5.2 - Temperature"
"595cab53-4260-59a3-9c2e-10c70620d718","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","5.3 - Strength testing"
"3897f291-c011-5d43-ae22-35a75f84afe2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","5.4 - Delivery and Placement"
"79036f6f-64ae-5fbc-9502-e8b67cd80889","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","5.5 - Surface finish"
"c4972acb-aa3b-5e5f-a15c-0dae1e8ac998","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","5.6 - Curing"
"40186a72-38df-54b7-bbb5-887045fd5359","","holdpoint","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","5.0 Placement and Finishing","AUTHORITY HOLDPOINT"
"a97eb1d4-8397-5c97-aef9-b791f791c191","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","6.0 Conformance and Documentation"
"8021a34a-4240-5c11-8da1-419e853e6f86","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","6.0 Conformance and Documentation","6.1 - Tolerances"
"8c196dad-1b4e-58fe-b5ce-0c966ca5d2dc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 3 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 2)","6.0 Conformance and Documentation","6.2 - Documentation"
"f1957df8-9cc0-4823-88e2-79e7d6d7627d","","checklist-sectioned","fail","CC0394 - ITP-010 - FRP Combi Slabs REV0","checklist","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)"
"f12f34ea-590b-5218-9003-e53abdf7d509","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","Lot Conformance."
"9de644c9-5688-5c6d-9932-0489154d981f","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","Lot Conformance.","Lot Conformance"
"446456e7-9049-59eb-b82b-2dce6b54cba9","","holdpoint","work-in-progress","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","Lot Conformance.","AUTHORITY HOLDPOINT"
"3a098623-c34d-523f-953d-3e5811e614a5","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","1.0 Preliminaries"
"15590d55-bd1c-5049-b33c-0f6b5f622421","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","1.0 Preliminaries","1.1 - SWMS approval"
"1b524dce-b1d3-5366-8c03-c7c15fa5e0ab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","1.0 Preliminaries","1.2 - AMS Creation"
"31a87858-a6ea-5e6b-add4-86206c61d164","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","ITP-010 - FRP Combi Slabs","Lot 4 - ITP-010 - FRP Combi Slabs (Combi 1 / Pour 3)","1.0 Preliminaries","1.3 - Enviro controls"
