"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e165698e-5a7f-4c94-b00f-d41b6ed9d3e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"09bb6d48-54b8-419f-aeff-2ed4760c089f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations"
"82ea0af4-59f7-47d4-9420-61eb36e4d425","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A"
"cd9a533c-8f20-456d-9654-2b17a069f052","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings"
"1b201aef-dbb9-4a9d-964d-5661923ed023","Child Concrete - Pre Pour(37a3351c-6c92-59ff-9e57-48aba8f6ec77) -- Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17"
"37a3351c-6c92-59ff-9e57-48aba8f6ec77","Child Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17","Concrete - Pre Pour"
"52005637-4f5d-539a-98e0-15058bb70140","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 24","Builders"
"f0512d1e-5b7d-593a-a758-bedfc60e3665","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","Builders","Soffit installed, wires penetrating through"
"e2d946c6-590f-51e1-8541-2625c231e5ec","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 24","Watertight"
"1cc06824-f933-5f24-8154-d8ab5b53fb14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","Watertight","Gutters installed"
"8e04ac97-a8eb-59ca-9e67-7af5439539c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","Watertight","Downpipes installed"
"b3a7035b-c9f3-57f6-aed3-fd55f0c82c5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","Watertight","QA received"
"a259c4ab-25f1-585f-87cb-8911a31d2c40","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 24","TS Bishop"
"79a23e97-c70e-5c6a-b0ae-b88ab0a53db6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","TS Bishop","Lights installed"
"c54b079d-e467-5e31-bfd3-c7664b87d0a9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","TS Bishop","Cameras installed"
"73557470-8f31-5279-8612-e5dc70810b67","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","TS Bishop","QA received"
"f43ac568-d1e1-57ca-98b3-0c0f7979b32e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 24","Plastering"
"cdb85a89-5927-5c26-94ac-677dbfac3e5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 24","Plastering","Walls plastered"
"c9f9ee97-7bd0-41e7-9795-e2a4c010d596","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 25"
"9d246abf-9d7f-5e40-84d3-36c9b406b90e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 25","Lancom"
"4b46ef04-901c-5851-a692-824020bdbed4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Lancom","Aluminium installed (inc Angle, doors, glass)"
"ec62c67d-d594-5017-b660-322b494fb3b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Lancom","QA received - Roofers"
"b1bf65a3-621a-5105-8175-f2db78082116","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 25","Builders"
"47a49691-d39f-5689-aa9c-987ace489437","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Builders","Soffit installed, wires penetrating through"
"4328ebce-211b-5210-b149-a93182f8e64c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 25","Watertight"
"bc678b42-8959-564a-93f6-f13ff7021ae7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Watertight","Gutters installed"
"de8a54eb-cf83-54af-8d02-b6291d71797a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Watertight","Downpipes installed"
"a041f978-1f1a-5889-83bf-442faf620584","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Watertight","QA received"
"c6910876-50fe-50cd-93d3-67ee7554420b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 25","TS Bishop"
"fd830006-f017-5659-b3a7-1e6e45da1f82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","TS Bishop","Lights installed"
"19e119e0-8122-5027-85cc-c5bde0e71b41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","TS Bishop","Cameras installed"
"a74bb5cb-e517-534f-9398-95e81dc0345f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","TS Bishop","QA received"
"228aabc9-255a-596a-b83c-65c834b121f3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 25","Plastering"
"994c0a02-e9d9-5da8-ba0d-3ce7c2acd91d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 25","Plastering","Walls plastered"
"5fd3994d-d987-4673-ac36-64015dc31e53","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 26"
"b58c3358-b71b-5a72-8e62-432046f261c8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 26","Lancom"
"88f04d4e-2e0d-50e6-8661-d8ab37f52a01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Lancom","Aluminium installed (inc Angle, doors, glass)"
"fbb3a22d-1593-5513-9378-205f3c073115","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Lancom","QA received - Roofers"
"7dda6bc0-fd48-55ac-a584-6bd35a6b20aa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 26","Builders"
"cfd0f9b8-3bfa-58ad-b200-bdd4b1c16981","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Builders","Soffit installed, wires penetrating through"
"3c390c2e-ca98-537d-94ee-0b142728c3a4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 26","Watertight"
"59b21007-4eda-55b1-b1fc-82fb9f6b9491","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Watertight","Gutters installed"
"0103f018-7892-5fe3-9b96-46595ce242d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Watertight","Downpipes installed"
"c3f3077c-f779-5127-8079-28c03badaefd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Watertight","QA received"
"dace736b-e514-54df-a605-cfcea6b91036","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 26","TS Bishop"
"611f2f98-3221-5b57-911a-e06825c46b57","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","TS Bishop","Lights installed"
"e7898d75-c7f4-5d54-b8b4-13f6ae60b9f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","TS Bishop","Cameras installed"
"ab18fe1c-3cdf-5a6b-803f-70c775430d60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","TS Bishop","QA received"
"f7b95fc8-1acc-5bf6-b0b4-a35d12e25ee0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 26","Plastering"
"c4a10369-f6a7-52bc-87a1-99dd828f31da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 26","Plastering","Walls plastered"
"ab3c147f-13d0-4db1-ba97-0b8c9293a59a","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 27"
"db4b55e2-9b08-57a0-9258-771703e8b170","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 27","Lancom"
"67193b28-ab7a-58bf-b024-9f9b67b752ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Lancom","Aluminium installed (inc Angle, doors, glass)"
"18969914-2930-5ecd-99c7-ab38be7be929","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Lancom","QA received - Roofers"
"b95bf209-ad3c-50b2-88f0-db698b0cfc24","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 27","Builders"
"950c0b9e-82b7-54d1-ab04-97069a3ec4c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Builders","Soffit installed, wires penetrating through"
"9d88b206-d716-57f9-8ada-e2577e3f3bf9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 27","Watertight"
"29ab8461-44ec-5b8f-b1d6-a05363f08448","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Watertight","Gutters installed"
"2bd8b83c-3ba6-5591-ada9-188d3ef98959","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Watertight","Downpipes installed"
"fa3e1969-3974-5b29-9a24-1be7d0f86941","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Watertight","QA received"
"2beeb830-3693-5257-939d-85b0d619de81","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 27","TS Bishop"
"b974cefe-24ad-5167-b362-7b0071a6f556","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","TS Bishop","Lights installed"
"453ac8dd-2805-5205-ae4f-eb8ac214575f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","TS Bishop","Cameras installed"
"9f9a6ea1-9c72-56f0-9ee2-80fa7aca1dc7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","TS Bishop","QA received"
"0f382632-f954-5b7a-abe3-5b7d270a01a6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 27","Plastering"
"8fde6f59-ec24-5512-964d-5969f71e3928","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 27","Plastering","Walls plastered"
"776854cd-22a0-4661-9a2c-ae304b92d209","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 28"
"6a2b48c3-ad59-5d67-9acf-3d21b832f4b9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 28","Lancom"
"41d93b2c-e909-5ec2-8654-fba9f2903710","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Lancom","Aluminium installed (inc Angle, doors, glass)"
"bca772d7-61f6-516f-ad88-e875ea96e1e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Lancom","QA received - Roofers"
"cdd88c9a-6f2c-5700-990e-d05f0692967b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 28","Builders"
"7d10edcb-d5d3-5195-bcd2-a5320e1c714b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Builders","Soffit installed, wires penetrating through"
"79dab612-a593-5d11-95dd-54c99a0ed717","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 28","Watertight"
"1ffadb14-c8df-551b-a765-5c40f293ea7b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Watertight","Gutters installed"
"c8aded5f-6266-5a78-86d5-7c327b9be275","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Watertight","Downpipes installed"
"cfad52ef-7efc-5f1c-9266-0020602306cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Watertight","QA received"
"2f93248f-8e0b-578a-ae70-28677de162fa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 28","TS Bishop"
"18c22b14-9b57-5619-a73a-620efe4875d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","TS Bishop","Lights installed"
"1ccccc0a-ce37-58dd-bdc3-f465f069f20a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","TS Bishop","Cameras installed"
"7198525b-4477-58e2-9367-e69aa13f064f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","TS Bishop","QA received"
"95f38685-ebbd-50bb-9854-0fc7beaec90c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 28","Plastering"
"dd043dad-b29a-5017-acba-ef56b33f6df1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 28","Plastering","Walls plastered"
"f3e23293-fbf4-44b6-900b-81a6ea016521","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 29"
"b5d27d77-beb8-53b9-b3fc-c5578a45fcda","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 29","Lancom"
"edfdf3df-acfc-5d28-a9fa-b6ea0133d909","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Lancom","Aluminium installed (inc Angle, doors, glass)"
"977e95e2-2256-53f2-b39b-8422317d6358","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Lancom","QA received - Roofers"
"a792b31f-f6a5-5271-8fe4-5838863a8cb9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 29","Builders"
"c3b31c24-3958-5374-a6a5-ec09b402eed0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Builders","Soffit installed, wires penetrating through"
"5141f990-613f-556b-b2ed-6da729585bab","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 29","Watertight"
"9e567de6-fba4-5f80-995c-98fc6677ec9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Watertight","Gutters installed"
"adc46577-c66e-554e-addb-ab45bb4a22d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Watertight","Downpipes installed"
"0b856eef-6692-5a95-97f0-39235dd11168","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Watertight","QA received"
"7445a173-d170-5cc4-9615-bda6a6498670","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 29","TS Bishop"
"1ec5bd52-087b-50e2-9988-199ae169ee39","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","TS Bishop","Lights installed"
"144261ca-4310-55fc-958a-99c98aaa5066","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","TS Bishop","Cameras installed"
"a9faf98e-2e1a-5609-8538-f3b03146cdff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","TS Bishop","QA received"
"44c8c08a-2597-5e8f-ab80-e206bccba7eb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 29","Plastering"
"c0ac4e54-bb64-5e3f-9690-25ed27fb10f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 29","Plastering","Walls plastered"
"0dff3047-9640-4352-813d-5dc158292d91","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 30"
"83c267ea-20e8-5092-bd25-0099b29309c5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 30","Lancom"
"365d218b-6101-5c19-aec9-3d25cb4f9674","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Lancom","Aluminium installed (inc Angle, doors, glass)"
"5abde0c4-0c31-5bdf-8a7b-fa23d16a87cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Lancom","QA received - Roofers"
"50d6cdc9-93d0-5fb2-bc57-6ecd2dc04f50","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 30","Builders"
"8f331437-33eb-505d-bad4-2d8845f4a98e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Builders","Soffit installed, wires penetrating through"
"d4794733-d959-5f4d-aa98-bef8d0b30801","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 30","Watertight"
"2f16238b-24fd-52cc-9f45-9dc73ad0ea13","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Watertight","Gutters installed"
"8d5852fe-72dd-5261-955f-597337765847","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Watertight","Downpipes installed"
"6266470b-7708-5fb8-913e-b2c8ef2c31d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Watertight","QA received"
"513d068e-8a60-5407-ac53-259272cfda0b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 30","TS Bishop"
"58836fa1-6163-5ab9-b2cb-be1e14ae63ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","TS Bishop","Lights installed"
"27fa8eb4-9657-53ce-ad79-1f39fd750afd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","TS Bishop","Cameras installed"
"deb11965-7385-5aa0-93e0-a99728fa2bff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","TS Bishop","QA received"
"0ee03bd4-1f3e-53b2-8206-16afcd8b4909","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 30","Plastering"
"4ae6592f-7420-5290-8507-671171b6d4ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 30","Plastering","Walls plastered"
"363212ce-3c68-45ea-a49a-dbef95d2e51b","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block C","Unit 31"
"9c3dee77-c5ba-594d-bfd1-54aa386c5e59","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 31","Lancom"
"a0a8e111-fa30-5289-a946-b3eda0f26427","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Lancom","Aluminium installed (inc Angle, doors, glass)"
"1a63e87e-1a91-522c-8015-faf3d22248c5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Lancom","QA received - Roofers"
"7727bcee-3d43-5988-b515-8ed131a4b895","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 31","Builders"
"c7d6a4f0-6fd2-5afd-b2ff-d320e4e5a633","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Builders","Soffit installed, wires penetrating through"
"b5b6eb56-ae13-504d-9a58-3544f4726b8b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 31","Watertight"
"789b3315-96a3-5c16-8eda-8a4089c96122","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Watertight","Gutters installed"
"97b8d3d8-ad86-59b5-a592-9b4ce5f96090","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Watertight","Downpipes installed"
"16edbdf3-ec0b-5271-9ab0-46930402a955","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Watertight","QA received"
"1be4ac5d-9a21-50eb-853d-0e3258ca6dbe","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 31","TS Bishop"
"0b43d440-5b01-54ad-9df3-c452bb192fe8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","TS Bishop","Lights installed"
"11039541-e6f8-5a02-8779-8f4d7ce05bd0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","TS Bishop","Cameras installed"
"91c4a2d8-91fd-597e-95b3-d9654185b6ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","TS Bishop","QA received"
"0fb5c5a3-9275-5ac4-909b-0b7566eb0b67","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block C","Unit 31","Plastering"
"b7ce2279-e7be-5c09-a861-614be3db1c45","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block C","Unit 31","Plastering","Walls plastered"
"8f0c2ae5-ce68-47ee-ab01-cf44c7fa5f03","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Facade","Block D"
"a9d4e0d7-dc38-424c-a569-6fa004c5ab5c","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 32"
"18a583f3-2c3b-57f9-a789-cae6322bf173","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 32","Lancom"
"d1eaac23-7ce5-5a2d-b6c6-741b51712781","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Lancom","Aluminium installed (inc Angle, doors, glass)"
"19ed19f5-4fdc-5c18-98ab-8eb013508547","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Lancom","QA received - Roofers"
"7e73e13d-e3dd-512b-b106-29c28a664536","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 32","Builders"
"ac6e0fd5-45b8-5eb5-82dd-aa0486628b00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Builders","Soffit installed, wires penetrating through"
"1b6e6bfa-e775-5345-897b-beea3591a28e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 32","Watertight"
"8aff64b9-0794-5f2d-8d58-3473f1b5007f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Watertight","Gutters installed"
"29c617ae-7f98-5617-8a0a-1785d839b9c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Watertight","Downpipes installed"
"a3a34fdc-6a79-54cc-9db9-250ccd277c9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Watertight","QA received"
"0f9d1225-fefa-5325-ad04-6bf4d18c7fff","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 32","TS Bishop"
"9decb3b3-ba99-59c9-bd32-9f07c4975dbf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","TS Bishop","Lights installed"
"6aefe894-f5ec-5ed1-9069-8e4b201a1523","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","TS Bishop","Cameras installed"
"3fac0a1c-359b-585a-b47e-d9fe34c49c43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","TS Bishop","QA received"
"1258a469-7599-57d7-ab71-4be452b4ef44","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 32","Plastering"
"2c84c062-e6df-5952-bdd5-b6a6c6787b93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 32","Plastering","Walls plastered"
"fce53b4b-c785-44fd-a0ae-959f391eb50d","","checklist-sectioned","not-started","QA - Facade","checklist","FALSE","FALSE","Site QA","Facade","Block D","Unit 33"
"eb9f211e-5ea2-58a2-919f-1c0c627a36d4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 33","Lancom"
"ad0287bb-1788-57b3-88c7-39268c539872","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Lancom","Aluminium installed (inc Angle, doors, glass)"
"90adbc3f-5818-5b38-ae27-ed1530323612","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Lancom","QA received - Roofers"
"5d37c47d-a35a-5807-878a-71cd58730651","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 33","Builders"
"cd68850c-1e33-56bc-a484-19e6522d42f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Builders","Soffit installed, wires penetrating through"
"b2cb63d7-4d13-58f4-aee6-d8efa0904acf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 33","Watertight"
"25831b2e-46c7-53fa-be6a-3c87c146d43b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Watertight","Gutters installed"
"22d53e6b-9f8a-56f4-9ed4-97215a079f3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Watertight","Downpipes installed"
"b36c4e14-f0e1-5015-9b79-aec9c4cfa95a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Watertight","QA received"
"e1d0f02e-a68b-5797-80a5-f353cbc90d83","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 33","TS Bishop"
"76c35294-9787-5756-b178-0ae9ef0837c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","TS Bishop","Lights installed"
"0641e064-f9bb-5b37-a11b-096540e1ffa3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","TS Bishop","Cameras installed"
"1d3592dc-68c4-5b61-b602-f823b025f65c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","TS Bishop","QA received"
"a4c9e24a-1ef5-5ca3-9128-78e8ef2720f8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Facade","Block D","Unit 33","Plastering"
"697a5da8-a80c-57ef-abbb-7e76f5c75cd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Facade","Block D","Unit 33","Plastering","Walls plastered"
