"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"10a353ae-59c5-4eb5-a430-4f310e17c290","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil"
"09961241-9785-428d-af94-a905941a5ee2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage"
"dc2aec0e-58a5-4c78-b1fc-967eabb3fb7c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater"
"4f49ebcd-04e8-47ca-84f0-26037017b032","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes"
"e4e80314-b341-42a2-a28f-d4995e38c6dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site Works - Civil","Site Drainage","Stormwater","Stormwater - Manholes","Manholes 1."
"c75df06f-bf94-49fe-9d59-d9dcedc428b9","","checklist-flat","pass","70d1ad5db93025a19cbdcb30f871164eaf6783ab6cc678e2b9cdcf7508afed6e","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 228","Finishing","Bedroom 2"
"5fbca6b5-fa64-4de3-a4af-5a85cbe8bf0e","","checklist-flat","pass","b789002f3e1b2136e09eab8c4b4b74bb9ab51d02601b72841b2ee8d9ee1dc240","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 228","Finishing","Bathroom"
"384edeb7-b437-451d-98e3-fd50ce8aefa1","","checklist-flat","pass","aa33d0013587d12ddb700821cd7feb61c8b18928c11450abb4f158eca52d4d04","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 228","Finishing","Hallway"
"60260082-27c8-43de-a9ff-c1298413e829","","checklist-flat","pass","4360d228ef0dbbafc8d6ea47fa02c4942be9384761f7cb4bcc90914184ecee80","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 228","Finishing","Toilet / WC"
"ad7b2b77-c99a-480a-94d6-aa1dd3e4bf7a","","checklist-flat","pass","9d3bf6b8a86439c27d9a4ad1fae05f6ad156e478bab891cf565e57d9abeaee95","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 228","Finishing","Client extras"
"25d4b048-bc25-4a8d-9107-50ddacb9f6e4","","checklist-flat","pass","d0a2a018bb28211da626086ffaa7b6f0dcf7a7a7f60e1093fdd19258c192278d","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 228","Finishing","Final Check Before Locking the Door"
"8e4f1b3d-93f3-4a0d-aa92-59c7bd17db01","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229"
"4ff671a0-3173-48e6-af87-8de0e8cbbb14","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line"
"ca04a084-cf4b-4eeb-9aff-b3864ff66a88","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","Timber Framing"
"c9c6c1ff-0f9b-4cc3-988b-74466b8fc501","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","Internal Strapping and Framing"
"2012a469-260e-4ff4-af5d-ac51184fb515","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","Suspended Celing"
"d669760e-af81-4bc6-8e15-88fc01897e9b","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","Internal Doors"
"10697e92-c5e0-4116-ab65-154c0d8109e8","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","First Fix Services"
"cb129162-d150-44a1-a3e5-b9f8c0f79e16","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","External doors and windows"
"d05e3aee-77a9-4b99-bb0f-a22f122be0db","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","Insulation"
"f47ee85e-5bbf-4a25-8b6a-a4d4406b0190","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Pre-line","Passive fire/Approval to line"
"4cf10d22-b79b-4cad-8fb5-da88ad64634e","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line"
"dc0e0f85-fb64-4336-a56a-a347f4e6f384","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Lining"
"41850f69-5936-4d7d-ab96-bc381c7b1a88","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Stopping"
"f5b49e28-e70b-4645-91a8-6a588935886a","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Finishing lines"
"715eef2d-274e-40bd-93d1-0716fcc73d08","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Flooring"
"275e2935-b4ec-4c99-8db1-2600020227f7","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Painting"
"4913e017-398f-46ed-99f7-aad9b6c8100e","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Second Fix Services"
"84403cfd-74ed-4ba6-a3f3-f0e09ae64ecf","","checklist-sectioned","pass","2143349e4d8cb27629882fc833eae3bd17c1ffd04623aa28b7616dc9aa8fd224","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Tiling"
"7119af0c-ce57-4b36-9535-2c54dbba073b","","checklist-flat","pass","9def0520e15576287308f374cd177c96311f947d49e425ee92520fd241fde469","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Post-line","Fire Door"
"f99e6b7d-58a0-4015-ad14-9ab07797d80d","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing"
"89401a57-e4c2-471a-b339-c488449a7b0e","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Flooring"
"cf1d3e73-05b3-41b9-8e8d-856fe604ba7a","","checklist-flat","pass","fe81f27a30c00afe31b5393e4f50ca4c54272a8a4afaf0e29b7021c3f3bb0626","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Exterior"
"8b4a51ac-fee2-4de2-8930-72e1435d9df8","","checklist-flat","pass","09a7b77f7a1afd3f32001a3adb897071b8b8ec974dfba1aac3d76b1033282375","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Lounge/Dining Area"
"6876cc99-2b63-4cf4-a387-d91447e67e57","","checklist-flat","pass","cc32c0d79a6a57711e873f96463ff21e8bbf8bd4867f76c11d9c063cb30f1f9d","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Kitchen"
"f347d091-b373-459e-959f-71a8c4060f99","","checklist-flat","pass","a50daf0078478504b63ab8c73da7fbaf9b14b7ecf7dbd51df0fd52cdd871b6dc","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Bedroom 1"
"919d18d2-c38d-4fb0-b9ce-185c452a9c6c","","checklist-flat","pass","70d1ad5db93025a19cbdcb30f871164eaf6783ab6cc678e2b9cdcf7508afed6e","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Bedroom 2"
"215c9d90-4da1-4635-97ed-993fe01d2e18","","checklist-flat","pass","b789002f3e1b2136e09eab8c4b4b74bb9ab51d02601b72841b2ee8d9ee1dc240","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Bathroom"
"f2c62703-a50b-4b40-a3f5-0cecb031c3f1","","checklist-flat","pass","aa33d0013587d12ddb700821cd7feb61c8b18928c11450abb4f158eca52d4d04","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Hallway"
"abc41ce5-9cc7-4e3e-a303-52c552225c18","","checklist-flat","pass","4360d228ef0dbbafc8d6ea47fa02c4942be9384761f7cb4bcc90914184ecee80","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Toilet / WC"
"52f8e449-e395-4685-9646-4fc80e7fe2a2","","checklist-flat","pass","9d3bf6b8a86439c27d9a4ad1fae05f6ad156e478bab891cf565e57d9abeaee95","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Client extras"
"b8b31f8a-94de-42c3-aaa0-ce9ed4441dbb","","checklist-flat","pass","d0a2a018bb28211da626086ffaa7b6f0dcf7a7a7f60e1093fdd19258c192278d","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Apartments","Apartment 229","Finishing","Final Check Before Locking the Door"
"8da3fd4a-6ac6-454f-929a-dc3ed07a47e5","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas"
"1719bbd2-4cec-4fbc-939b-6ab1bfe2b03c","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB"
"59cc2098-3f00-4289-9abb-c75d4dd03ae2","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line"
"0085ee7b-f98d-489a-9a31-c32c68ec2a7e","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Timber Framing"
"4a2900fa-074d-4a07-b257-a782c8ef47ce","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Internal Strapping and Framing"
"ae945002-fded-4134-b0bc-7f306606837f","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Suspended Celing"
"ed543961-4399-4aeb-b691-d416c7d3ff05","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Internal Doors"
"03ac90c6-634e-4e13-b7a0-5b5c74230466","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","First Fix Services"
"047c516f-cb65-4a14-a75f-af3b26b48b15","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","External doors and windows"
"9fbbab83-2f37-4e30-9ab9-8c97f5dbda8f","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Insulation"
"1025eb3c-7982-495d-bb31-b05ccf5ab18d","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Pre-line","Passive fire/Approval to line"
"2f623261-aca2-4ce4-92e9-42b41a95f9d4","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line"
"4e2f7e62-aeb7-4ef7-ac9e-f5370e2a07b7","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Lining"
"40f58f36-9f66-45cd-bfc5-953cc63b7ca4","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Stopping"
"545d1d1b-a6b3-47c0-b399-cdf6dcd11b80","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Finishing lines"
"b1bf306a-75c2-4e8a-b1e5-9e5a12c48140","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Flooring"
"50338a5d-264a-4ba0-99d4-bdd650bda0b3","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Painting"
"164a4162-340b-4583-8326-2003c4ee6689","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Second Fix Services"
"1c78357d-f212-4be2-aa5f-a66aa7b156e1","","checklist-flat","pass","9def0520e15576287308f374cd177c96311f947d49e425ee92520fd241fde469","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Post-line","Fire Door"
"7b2c736c-91f6-42c5-bd21-bcb4f8409d5a","","checklist-sectioned","pass","a9af77873c8ead29214fd69304623a49c9f6adbbc12f29c05d379fab8fa33845","checklist","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","MSB","Finishing"
"7e05b13e-4eaa-4170-b720-5ccf17dc0a46","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX"
"c58a56bb-b809-46cd-9539-42694d93510e","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line"
"945dec5a-c8bf-4a24-81aa-6eb429e67318","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Timber Framing"
"a6e51332-99fb-409f-ab24-bee7028918b1","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Internal Strapping and Framing"
"5a0d7998-afcf-4935-8ef6-ceedb08d6069","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Suspended Celing"
"132e313a-f2a4-4ff7-90d7-d9c8dbfd00b0","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Internal Doors"
"d4c4a945-04da-4e12-84b2-923f8287dc89","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","First Fix Services"
"dedec2f7-04b3-477e-8c08-1e33a0d14bdc","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","External doors and windows"
"e4565c2e-ef45-43bc-8d2b-8508c3966d27","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Insulation"
"77bbe33b-cbfb-40d4-b5da-990ed50532dd","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Pre-line","Passive fire/Approval to line"
"32bed881-0033-4dd7-ae43-0bcc32af19bd","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line"
"dc17dd79-8254-4516-a832-0a26b5106974","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Lining"
"3dba83a0-2244-4a44-a2d1-8cbf66e3e2ba","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Stopping"
"6ef56d1b-c257-49b2-9dfa-26f1f57d532e","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Finishing lines"
"f412ec30-a9bc-4b49-b06b-95809781e285","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Flooring"
"7c20b9cb-c251-478f-9dd2-f1221e28d8d2","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Painting"
"1b88f93c-899f-4a5a-a3d7-f099fd02ceba","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Second Fix Services"
"1448f2cd-69f4-423c-bffe-c6b9f04ffb7b","","checklist-flat","pass","9def0520e15576287308f374cd177c96311f947d49e425ee92520fd241fde469","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Post-line","Fire Door"
"a21fc412-6819-45bd-8a7e-a5ab690ce92c","","checklist-sectioned","pass","a9af77873c8ead29214fd69304623a49c9f6adbbc12f29c05d379fab8fa33845","checklist","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","PABX","Finishing"
"4e39fb23-331f-42bf-a259-e16dc11015b2","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service"
"0bc58223-ac7b-45bf-ae3c-3ff8e6b63e59","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line"
"d95739d0-f31e-484e-83da-835e30260fc2","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","Timber Framing"
"6a50fa1f-37e2-40f3-943c-48080ad74280","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","Internal Strapping and Framing"
"12a3831e-6952-4732-a6c5-2f0aaa8f64cf","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","Suspended Celing"
"b0c04fc8-ef9a-4335-aa1e-94c439e2f8d1","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","Internal Doors"
"cac89705-4026-4d4e-8ed1-95795ef4e092","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","First Fix Services"
"5ad6e580-8826-4803-a6b6-32aa27058735","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","External doors and windows"
"bcd2a105-62ff-48e2-8cdb-0cd44b5cf4d9","","checklist-flat","pass","e0c158d56eee0d140f478941611acf76e99616b968d7767e0e7b4b413ca8a060","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","Insulation"
"36b690f3-22a6-4f18-9d77-1b33b7cf6513","","checklist-flat","pass","10e6d09748e93b5c5f14d9fd59a20f51eedea554a89bc2e9fcdd273c92a9f18a","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Pre-line","Passive fire/Approval to line"
"210b2b51-e73d-473c-8837-3f3e923a2ff1","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line"
"e2e98c67-e54f-4f12-b9c6-7f25440a764b","","checklist-flat","pass","539b2a7591414984ee6aa696987ebd88fce1c3373939e408032eca4199fec317","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Lining"
"a0581b18-82b2-44f6-b1a5-d28701f9db3a","","checklist-flat","pass","3195972cd8aea9e6bad96961505cd4cc5a2b95b20e16e7ee1f571fcae57312ac","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Stopping"
"e2f01611-edf9-4b5a-bd84-fc7dce323229","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Finishing lines"
"2793103a-2fd8-47b4-9c07-aeb54b9cb2ea","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Flooring"
"57f1aefc-0511-43e0-baef-d25bf0d10f69","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Painting"
"15995b9e-0cc4-46f1-ac05-239b2702820f","","checklist-sectioned","pass","24456ec7df64ba37d94f376237ec7a6197cef0e83c91e6e05aa5d08cd7c648c6","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Second Fix Services"
"bbc8a64c-e640-4c58-9e2c-e988bd86e44f","","checklist-flat","pass","9def0520e15576287308f374cd177c96311f947d49e425ee92520fd241fde469","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Post-line","Fire Door"
"4d082f6a-8b89-49ea-96b6-ab1cce913dc7","","checklist-sectioned","pass","a9af77873c8ead29214fd69304623a49c9f6adbbc12f29c05d379fab8fa33845","checklist","TRUE","FALSE","B04","Fitout and Services","Level 2","Common Areas","Service","Finishing"
"4ce2fca9-73da-433d-a51c-9e21c26de781","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Corridors"
"9512f688-82ff-4058-8fa7-4eacd1fa4752","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG"
"82259dd9-fe1a-4d8b-bbb2-8b77fed8b9c9","","folder-normal","pass","","step","TRUE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG","Pre-line"
"6a2695e1-a727-4367-b3a1-1816af8ee477","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG","Pre-line","Timber Framing"
"cc4fd0ab-d3bb-413f-a45f-e12b9c9cb7ad","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG","Pre-line","Internal Strapping and Framing"
"94ecff4b-ace3-4d0f-9e7d-125a4bd92cd6","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG","Pre-line","Suspended Celing"
"454dad21-3d1e-4ab1-8498-a53165988bf5","","checklist-flat","pass","2bd09a4c81ac9a901b8ba4daa964106b9c679258c74a47c3f9a64fe7a479b83c","checklist-flat","FALSE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG","Pre-line","Internal Doors"
"d9888254-f910-4ddc-9f02-aac2fdbc5e25","","checklist-sectioned","pass","e534531c39fa3b921ea62f3c5baf95d6ab512d67b46a00f8b8f4697af344626c","checklist","FALSE","FALSE","B04","Fitout and Services","Level 2","Corridors","Grids AF-AG","Pre-line","First Fix Services"
