"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2c88abe4-5e69-446b-85bf-f805bf27f7e6","","folder-normal","pass","","step","TRUE","FALSE","Forest Glen Stage 1 "
"ee6ad9f1-723e-43ab-b06f-68097c4e1ef7","","checklist-flat","no-status-started","93bd1be2dc3f7d66098628adff5b0a88d6a562baf6b97b6716aee51438f745bf","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Job Details"
"37638fda-86cf-473f-9bed-9409adeed905","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Site Info"
"ca111cc6-3ee9-4628-976b-07b9e31c660e","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Latest Drawings"
"40977118-594f-4fe3-97f7-54f847f5aa90","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Scope of Works Attached"
"21f60bfc-0d33-4ac9-8881-43cc1ae40b4d","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Job Details","Additional Pre Start Docs"
"f3fd13f2-7a41-436a-ab8a-faeaf42951e6","","folder-normal","pass","","step","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety"
"4c12fc47-922e-477b-b1d6-350110475d3d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents"
"3f8f5243-fa5f-4f43-998c-335856ccc861","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1e095b21-9591-429d-9c2a-55c72d345cc0","","holdpoint","no-status-started","","","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Prestart H&S Documents","Request Main Contractor Approval"
"f45c08ce-791e-4931-b739-de639b39ce0b","","folder-normal","pass","","step","TRUE","TRUE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S"
"c5e5ea0d-5364-4fa0-945b-81dac9678dc3","","folder-normal","pass","","step","TRUE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","July"
"92721a91-a7f5-5954-9aad-dc20d4671264","","checklist-flat","pass","SYS - Toolbox Talk - (old version)","checklist-flat","FALSE","FALSE","Forest Glen Stage 1 ","Health & Safety","Daily/Weekly H&S","July","Toolbox Talk - 12/07/2021"
"4e6b4c8c-464d-5583-83dc-9c5270696a95","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Water on site"
"95f12aa1-af62-51f1-9695-1f43165cc5ad","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Power on site"
"d23cf572-5aed-5074-abed-b304c7ffc289","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Preliminary Pour Information"
"c4a32b81-9dea-5637-a11c-debf512bf022","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Beam test results ok"
"765a0548-8acf-534d-a6ff-8f014e276ce9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Blinding checked and ok"
"6a47d349-c6b4-5434-8c68-c9c8b3f35211","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Datum sited and correct"
"fbb298c7-af70-5b75-aaa1-d303ee1a6bf7","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Formwork checked for line & level"
"92021662-d6d5-572b-a39a-fad4048e9032","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Movement joint in place and correct"
"f532d753-814e-5468-9cb4-d589c3748d4f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Isolations complete and checked"
"c783e5ef-a4b5-5dc2-95d4-26c75d0b0052","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Spoutings & downpies in place"
"b0c72470-35b2-50eb-9cf9-386426e33269","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Building water & weather proof"
"21c986a7-95d5-5211-ad85-79f2078e6ea7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Polythene slip layer in place and correct"
"29cef6c6-c012-56b2-aea1-23c5149bdb0e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Reinforcing in place and correct"
"e627525e-ed39-590e-a094-5fcbaee8d40f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Reo cover checked"
"f3d12208-7e6b-59a8-a7d2-035d2ffe21ef","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Reinforcing type:"
"62aa709e-643a-5bf7-8498-5fb74341d693","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Supplier Approved:"
"d7739578-7460-558f-8513-b0f818503107","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Installed by:"
"67ebcb8f-bb37-5013-b1c4-4bd56189d461","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Supplementary pour information complete"
"d51fa85c-0d24-59db-a91e-2092f075ef14","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Concrete Supply & placing Information Complete"
"abccba15-b938-5b43-bdfa-6bf260a5bd6f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Final Pre pour check & sign off"
"78faf256-ab68-5b32-93ed-3b610f62613b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Prepour","Pour area blown out & free of contaminants"
"7d18ed25-dde1-5c31-8dfa-68d4e672ed33","","checkpoint-group","pass","","","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process"
"9ddf587e-6232-519d-b301-d240ba6ee511","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Concrete Test Records"
"b2dba56a-ec4f-5979-93f5-6e3655664601","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Concrete consistency & slump records attached"
"493f8172-92ce-53cb-845e-2eaa0d0a1992","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Air & Bleed tests attached"
"db3a8b24-d728-5b9e-affc-5a5203549b52","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Concrete Adjustments"
"c8c327e5-d36d-5db9-89fb-4e7fb7637977","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Concrete adjustments complete"
"e80d7b1e-35b9-5063-8018-713984fcb36d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Environment & Finishing"
"f7261820-27c0-5e82-8489-03069423d829","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Environment & Finishing Complete"
"266eb57a-ee89-5ed3-915c-4e461964fd38","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Process Timings"
"8a6a8ca5-a89e-5aa9-9bf4-f4b21383c3db","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Pour start time ( first truck on site )"
"1c796b12-70f2-5ef7-ae05-7df78c486e92","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Pour Finish time ( last truck on site )"
"5a20691a-10b5-514b-865c-692116885d1a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Time initial finishing starts ( walk behind )"
"1d1beaa7-c089-5133-9e65-44824cb64cca","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Confirm bleed water visually evaporated"
"b8edf6c5-b923-5537-9d7a-f99299344b0b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Confirm boot indent <6mm"
"2fca1758-9cb4-5dcf-a097-caeecaf602e3","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Time ride on panning starts"
"32e27623-e488-5bb0-b6c0-669509236286","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Time ride on floating starts"
"3fa2a4e7-ac52-5183-bd7e-dbb7189352a1","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Time final trowling starts"
"cdcab9eb-414d-5a23-a99b-034ae18cc0a4","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Time final finishing complete"
"72302e40-f0ef-5010-b3fe-d167ee45a0bc","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Time curing applied"
"10a71309-376e-50da-92a5-c096ddafed8f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Additional Information"
"d2f8c5fd-931b-5c60-802b-a3ac7be3f5cb","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour process","Gaps or interuptions in supply"
"07c2713a-71ad-50c7-af7c-42dd8a606323","","checkpoint-group","pass","","","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour"
"a961e773-e7e4-52b2-acb3-e3a381504cf1","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Pour Information"
"22c5e487-b0ef-5fc7-ac8f-7ea6e6574283","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Post Pour Inspection"
"dd71043b-c87f-511c-ac39-4943d7f099c9","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Flatness/Level testing"
"79b51545-c8f1-5295-b362-061e7dae8bc1","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Level/Flatness spec"
"906164db-b4b0-562c-bde8-1d9cfc18cf14","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Curing"
"929a64d2-9db5-5412-9d3d-8c849e3f1746","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Curing method"
"bfb95b26-5af2-58fa-b28e-de80af08346c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Finish/Aesthetics"
"7822cbe9-8550-5400-b599-7675deb2db65","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Edge finishing"
"2d9ce9d1-7b00-5f05-861d-d98c9308c285","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Edge forms straight"
"d9b8ad4f-adb0-5b07-9fb5-63b7675680e7","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Level across joints, edges and columns"
"e160d512-3435-54ec-aead-c74cee589ab2","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Isolation and formwork removed and tidy"
"7a8692b3-2408-54ed-8e55-5e4daa5c725e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Saw cutting to correct depth, straight & free of chipping"
"30b1b132-f58b-5be4-a0e7-5b5eac145d03","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Final assessment score"
"b95c98f7-9a62-5e7f-a68a-b6a007b986e0","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Post-pour","Main Contractor sign off required"
"5ed10b80-e1cb-5577-9621-da78373dbf25","","checkpoint-group","pass","","","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records"
"fbecff00-0c45-538a-9ae9-6387f50f136b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records","Concrete Strength Results Attached"
"a0cb675a-0601-56c4-b87c-88b1c71d289d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records","Level/Flatness survey attached"
"a8c41722-ca2c-53aa-b6db-bb39dd0da158","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records","Fibre Count Attached"
"9f43a2e2-da71-5827-9e57-8ae106f29032","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records","Mesh Test Cert Attached"
"7f173ec8-878b-5fb6-9e35-65a16551d796","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records","Observation/Remedials"
"36250c57-9551-5511-a4e9-e3f3b082b33e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #1","Pour Test Records","Concrete Dockets"
"09aa93d2-b0e2-4a37-be0a-822d06d99df0","","checklist-sectioned","fail","SYS - Concrete Slabs Checklist (old version)","checklist","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2"
"ec3ba254-1bae-5d81-aa8f-0c103be8bee8","","checkpoint-group","pass","","","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour"
"ec25543e-5505-5cbb-a7e1-c7ac215bc432","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","General Pour Information"
"4d1bfe63-dcf1-5fbc-b7a2-edf3f98efcae","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Pour Details Complete"
"30995e6d-c4f1-5d39-abad-26624ed57b10","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Water on site"
"5648e912-bfd6-5a0b-9691-af72ed9a15c4","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Power on site"
"ac397d01-c090-5bd3-84f4-f20d9210a15e","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Preliminary Pour Information"
"9670598a-2732-5635-b0fc-cfdeccc01a88","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Beam test results ok"
"70211335-012e-5217-883d-5825a7772b29","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Blinding checked and ok"
"97ac4bab-635a-576e-b1d6-61fc1d8c1f76","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Datum sited and correct"
"8457ea3f-8658-519d-9782-2772e7a3b307","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Formwork checked for line & level"
"79dbbee9-4ea4-5099-a1fd-fe4e376ce36b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Movement joint in place and correct"
"04524abe-2d37-5971-8661-b9deb06d8fd1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Isolations complete and checked"
"4c49dcb5-2361-5431-ab73-9efb7f9c66fa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Spoutings & downpies in place"
"64092277-ad95-5ff9-9211-d25daf142780","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Building water & weather proof"
"f4fd8225-7198-5450-a80e-3c59c6dc6b58","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Polythene slip layer in place and correct"
"caff589b-b04c-526a-92b2-c88badbb2448","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Reinforcing in place and correct"
"aa46b548-c5ea-5a5e-aedc-13962ad928df","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Reo cover checked"
"f4f1e64f-f956-50ee-b82b-6b08e4781d52","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Reinforcing type:"
"f9fbbe8a-00b9-53f3-b9e2-bdd8e1caf615","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Supplier Approved:"
"685ffcac-f573-5b6a-90d5-ebbdab590031","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Installed by:"
"0273eff9-4ab2-59ee-8f31-2208ea18d1fd","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Supplementary pour information complete"
"0284fb5c-dba1-595e-bd9a-53b91781d21a","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Concrete Supply & placing Information Complete"
"85b63f65-834b-56e8-bea1-1d171b76115b","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Final Pre pour check & sign off"
"8c0d12fe-3437-5da7-91cd-66fb27911a70","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Prepour","Pour area blown out & free of contaminants"
"6191dfea-c5be-53f3-9dbd-d8e26b56a8fb","","checkpoint-group","pass","","","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process"
"c30abb7f-4e62-542e-aa09-194c7587e6f1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Concrete Test Records"
"335115bb-546a-5041-b663-a1c176cf3d68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Concrete consistency & slump records attached"
"07fc7e56-1e4f-5fbd-8d74-9d2c07135c00","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Air & Bleed tests attached"
"f544455a-3978-5b05-a187-5808448902b9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Concrete Adjustments"
"46db154f-1c95-53e7-9b4e-ed6628e97465","","checkpoint-status","not-applicable","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Concrete adjustments complete"
"4531942a-bf0c-55d1-990d-6074e6e61bff","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Environment & Finishing"
"22c1fa99-6180-500a-a371-b8356f0c6e2f","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Environment & Finishing Complete"
"c65dae50-adb0-5e7d-9925-9342685c2b1d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Process Timings"
"84e44bcd-decf-5c3c-912a-2d1ce3936d5d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Pour start time ( first truck on site )"
"e42241b4-d42b-5738-a97c-37c08e989ab3","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Pour Finish time ( last truck on site )"
"44dcd960-6ed4-5e82-8989-12a8d1f2e8e7","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Time initial finishing starts ( walk behind )"
"0fb23dd6-29a9-548b-aa91-aa41a68baec6","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Confirm bleed water visually evaporated"
"24fcc5d4-20f2-5727-adf6-0087cae879a3","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Confirm boot indent <6mm"
"5539d612-8e42-5884-bcef-54461a9d5c8d","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Time ride on panning starts"
"bd6dd62f-b012-546b-ad99-6b5679710cc4","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Time ride on floating starts"
"ba6498dd-d55b-5582-8345-49b94f6e82b6","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Time final trowling starts"
"c538a8ad-ad86-51bf-b78a-69e92c575dd1","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Time final finishing complete"
"8cfeab97-0baa-5139-bbc6-93be30b02001","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Time curing applied"
"224fff37-7e3d-55a4-a842-a3d1bc9353ef","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Additional Information"
"e49c886b-0c4f-5c7a-98f0-b9b60a6a2662","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Pour process","Gaps or interuptions in supply"
"3692a468-b57f-59f8-a29d-694afbe44516","","checkpoint-group","fail","","","FALSE","FALSE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Post-pour"
"61e8cc7c-023d-5a7e-bdc9-06a8cfc6475c","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Post-pour","Pour Information"
"ead12878-dbc0-513e-9791-2159cd168ffc","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Post-pour","Post Pour Inspection"
"070e2920-c3a7-551c-abb1-dd1e0e0c6718","","checkpoint-status","fail","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Post-pour","Flatness/Level testing"
"3c928808-4bde-5924-a617-89bf2d932d7f","","checkpoint-status","fail","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Post-pour","Level/Flatness spec"
"ba4a625f-a1a8-586f-ba40-bdcd180f00ee","","checkpoint-status","pass","","","TRUE","TRUE","Forest Glen Stage 2","QA","Level 2","Floor Slab","Level 2 Pour Part #2","Post-pour","Curing"
