"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d4cd0c-6ca6-4820-873a-9696a88fa175","","folder-normal","work-in-progress","","step","FALSE","FALSE","Project QA"
"fcbe85ba-d898-4d27-b258-8f1403c64eaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding"
"1f5e1ac6-71f8-4e06-8cb8-41a0d35002c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof"
"44c7b785-d428-4726-ab04-a558e38df940","","checklist-flat","work-in-progress","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Install perimeter edge protection"
"7d6c66b1-4428-5d59-a72e-3fcac141ac59","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Fire Roof Complete","SubCon QA /Consultant Inspection."
"ef5116f8-3d60-56e7-a690-4af812d72357","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Fire Roof Complete","Commissioning"
"821cd4f9-af81-5514-94a2-65b4263a0a4e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Fire Roof Complete","SBC QA"
"fbe56999-beed-4fc8-aa32-b87eba786aac","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Sprinkler Install"
"d0b919c8-f4e4-55d6-9fb7-4029af832e65","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Sprinkler Install","Installation Completed"
"c2905138-6f01-5f7a-ab11-0d76de9fb4b4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Sprinkler Install","SubCon QA /Consultant Inspection."
"e1a725e6-7f0f-5c3d-ab5b-051d582a50e5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Sprinkler Install","Commissioning"
"dc96b247-df62-5ce2-848f-748d6f050546","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Sprinkler Install","SBC QA"
"bae8d2a7-8eca-4255-a835-ce177cadbbdc","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Setout"
"e4a32353-ce68-550c-9d6f-8aa37dfd4317","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Setout","Installation Completed"
"4bf2c9aa-56e4-5575-8b28-96acf0a34309","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Setout","SubCon QA /Consultant Inspection."
"c62b8a8e-7c60-54fc-a756-34605ba65a5e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Setout","Commissioning"
"600c654b-17ff-5839-8858-d2d79fe8b3b2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Setout","SBC QA"
"e8ad01cf-6e27-4775-a927-92c1b2d1239b","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Construction"
"620eb48b-970d-5b39-8864-98b1502c7620","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Construction","Installation Completed"
"fee5f313-5068-5f9a-ac33-789b3aa84cf3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Construction","SubCon QA /Consultant Inspection."
"f793fe77-890f-5257-a77e-d547d8327c56","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Construction","Commissioning"
"f5d67864-1279-5a38-a702-ea603ef0226d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wall Construction","SBC QA"
"2c8840bb-4807-48d2-b143-f886b7682bc8","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Services First Fix"
"3b81830f-ed07-5a61-a543-1a6750ef3ffa","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Services First Fix","Installation Completed"
"0af9766f-73f6-53b2-8fcb-3ddf7eda43e0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Services First Fix","SubCon QA /Consultant Inspection."
"0171f817-d835-5423-8d37-209174fccf2b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Services First Fix","Commissioning"
"3197ceaa-4df3-5643-8481-850cb04115bc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Services First Fix","SBC QA"
"750b3b58-3bd4-4eed-9a39-0ef6dcca4daf","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Preline"
"bdb18be7-6a7c-5503-8ea2-d0eb3b38706d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Preline","Installation Completed"
"57982057-a6dd-5997-a226-6f99d26d5316","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Preline","SubCon QA /Consultant Inspection."
"ff88a39e-6a88-5958-876c-94b7df4f6b11","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Preline","Commissioning"
"9dd7d381-63b1-5f02-b314-28f4407fe96e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Preline","SBC QA"
"8fb13516-f322-4980-bbfc-2c3d1e210869","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","GIB Walls"
"4111bba7-4644-5743-816b-c968db225484","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","GIB Walls","Installation Completed"
"cee3536c-9973-5b02-aaf3-dd5e4fbdbab9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","GIB Walls","SubCon QA /Consultant Inspection."
"539e0963-39ce-58f1-89d4-00edab8bfd3f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","GIB Walls","Commissioning"
"c262fb39-90a6-5b3a-be7e-5467e599b84d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","GIB Walls","SBC QA"
"e79d94be-29f3-496b-a41b-0658fe6757c5","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline"
"d902b900-d06a-5509-8a15-418d072a4dbe","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","Installation Completed"
"03ec44a4-c2aa-5237-9678-eebb953c81b7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","SubCon QA /Consultant Inspection."
"184a1767-fd96-5444-84ad-5ba6847d6ce5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","Commissioning"
"4fccfcac-9b62-528c-9b31-bfcefe08688f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","SBC QA"
"5cb73f53-1abe-4396-8d48-0e6be45981c0","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","10mm GIB Wall"
"8104dcbc-2449-5aba-9b3f-feb774b8db65","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","10mm GIB Wall","Installation Completed"
"d74e14af-9109-536b-8e8e-c50443f591f0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","10mm GIB Wall","SubCon QA /Consultant Inspection."
"d78067d9-2e2e-56e6-b734-196ec7c1348a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","10mm GIB Wall","Commissioning"
"c2bd9072-89ba-543f-965d-f4bb072cbedb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","10mm GIB Wall","SBC QA"
"da7c66aa-aed7-47bb-801d-166f440128d5","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline"
"88aee0c6-d5ab-57b3-8800-10b3633d7758","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","Installation Completed"
"d6632780-88fa-5ca1-ac88-9ca133885f2b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","SubCon QA /Consultant Inspection."
"f5fa4f36-158f-510c-ac58-6f40cdc0e69c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","Commissioning"
"51034fcf-54b1-5e5c-aeef-90de3f3eb8c5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Council Postline","SBC QA"
"2144cd80-cba9-4016-9065-d41804b77539","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Stopping"
"b7c3d565-0d87-5a2b-9508-0eaf4dd0c11f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Stopping","Installation Completed"
"2038714d-4a11-5c95-9903-44eea5f69bf3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Stopping","SubCon QA /Consultant Inspection."
"2064a38e-1329-57a4-8449-31e0f4be1bee","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Stopping","Commissioning"
"1597b35c-20c4-5203-a360-257399c4ba5f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Stopping","SBC QA"
"da618100-2326-4f86-be20-a586fbdb57bf","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Paint"
"39bc79aa-6803-5ee9-8ad4-eb448f812201","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Paint","Installation Completed"
"30b27df3-39d9-5b13-a98b-33c8d1b5e5fc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Paint","SubCon QA /Consultant Inspection."
"a1ea9278-0a47-5140-823d-702d386f60dd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Paint","Commissioning"
"679af9f9-c7d3-57f1-89a5-8154566a2f68","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Paint","SBC QA"
"8cfeeeb3-2cc4-49c3-94f8-e68fd0876410","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Seismic For Services"
"54113ade-8f68-5c95-a795-637e1969439a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Seismic For Services","Installation Completed"
"6cb55966-6851-5baa-b361-41509ba0b224","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Seismic For Services","SubCon QA /Consultant Inspection."
"6359c161-5d04-5823-b2c2-869ba143c331","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Seismic For Services","Commissioning"
"ede2ee7e-45cb-5f19-8938-a5dcace8a00d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Seismic For Services","SBC QA"
"1bc4d244-9bb3-4ae2-b710-ed1fe2b4bfad","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Pipework"
"948c93f6-1422-5965-b501-fa27761f77aa","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Pipework","Installation Completed"
"8388ca1f-f85d-5049-99ee-c792ef13130a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Pipework","SubCon QA /Consultant Inspection."
"2e14dc4b-447f-5376-9007-2d99f636f016","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Pipework","Commissioning"
"c349a656-75ee-5638-bc65-f245cc0cb85b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Chilled Pipework","SBC QA"
"9140cce4-f7b1-4fed-8f2e-8f9f2917c8ed","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seismic for Services"
"24c95697-e504-5265-8e70-4761104b8dbc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seismic for Services","Installation Completed"
"f29812cb-5e44-5046-af5e-dffe6c94f553","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seismic for Services","SubCon QA /Consultant Inspection."
"6af9a7a4-bbde-5b4f-8803-1b616f0a1016","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seismic for Services","Commissioning"
"6bcc14f6-0dfc-5e44-aa0b-5badf525a421","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seismic for Services","SBC QA"
"0e5f696a-b84d-4d8d-9fd6-055781bb78a5","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Expansion Tanks Install"
"a21067df-ece9-55cb-8298-de81ab64b674","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Expansion Tanks Install","Installation Completed"
"23fa428a-a4ab-5bfd-9c38-c4fb317580ca","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Expansion Tanks Install","SubCon QA /Consultant Inspection."
"34253214-9ba4-5641-bdc2-86ea47c6d72d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Expansion Tanks Install","Commissioning"
"8cd326db-65ec-5a38-8847-7feee562ef79","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Expansion Tanks Install","SBC QA"
"f4905401-069f-4a39-9376-03936181b1b5","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Switchboards to Postion"
"89de9eed-a31e-516a-9918-5b57f3c89f76","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Switchboards to Postion","Installation Completed"
"983df447-5c9f-58c4-aba6-693350e93e23","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Switchboards to Postion","SubCon QA /Consultant Inspection."
"76c8ed37-0196-50b9-8247-85142e641244","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Switchboards to Postion","Commissioning"
"e8f09092-5592-5c6e-b6ff-457f65b7188f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Switchboards to Postion","SBC QA"
"61f74781-fe00-464d-9017-69e1375dcea6","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccondary Steel"
"6eae5070-83dc-5a6f-ac68-88e9745bb191","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccondary Steel","Installation Completed"
"2e33dacf-b0c1-54e8-9266-24ce35c62d8e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccondary Steel","SubCon QA /Consultant Inspection."
"bad8a2a8-72c1-50cd-97ae-6997f1c39fec","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccondary Steel","Commissioning"
"50b54d0a-dbf5-5667-b340-4efdfeca40f7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccondary Steel","SBC QA"
"19c0053c-7325-426c-a6e2-0f17ddfcb287","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Heat Recovery Units (ERV's)"
"e9ca50c7-484b-5236-a2fc-05dd99acfce1","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Heat Recovery Units (ERV's)","Installation Completed"
"31e4e99d-9ca6-5d70-b6da-2c8b6d1df876","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Heat Recovery Units (ERV's)","SubCon QA /Consultant Inspection."
"561b921c-fc6d-5eed-81fd-8754d5c337ee","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Heat Recovery Units (ERV's)","Commissioning"
"415a0eba-e0f5-5ec3-8f3e-775a49b15c00","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Heat Recovery Units (ERV's)","SBC QA"
"c9649a94-c1e3-4746-92b8-1ba0abbfb5e2","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Ducting Install"
"dfda5f90-f839-5ab4-8175-b17055a20ddc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Ducting Install","Installation Completed"
"187ebb1c-a7af-5df4-9cd7-3bc5dbd0a1eb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Ducting Install","SubCon QA /Consultant Inspection."
"9a53f581-b65d-5d84-92fa-e20879a20e54","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Ducting Install","Commissioning"
"237f67ea-e93f-5fd7-942c-6aa5eee503b0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Ducting Install","SBC QA"
"06895374-d3f5-4f9a-b82d-431d6df2c9b9","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Cable Tray Install"
"fbaf54ee-501b-56ec-af3f-da93bb158328","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Cable Tray Install","Installation Completed"
"fbbd500e-53d7-507f-aa48-0bbbb941e0f8","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Cable Tray Install","SubCon QA /Consultant Inspection."
"4a4d881d-439d-5464-a10f-984115e13b58","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Cable Tray Install","Commissioning"
"caddfbd9-1a30-5105-8b22-cf751f1e0183","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Cable Tray Install","SBC QA"
"bd9041b6-8886-41e7-8e0a-575484e8cb35","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Hydraulics"
"ee7f9804-1a05-5939-862b-bf1a77cc3781","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Hydraulics","Installation Completed"
"ff1ee621-3928-5ceb-a6da-1f3640919938","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Hydraulics","SubCon QA /Consultant Inspection."
"a52edcf2-ea94-5493-a739-01198ddef98e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Hydraulics","Commissioning"
"1e52c9a5-0432-59f3-b210-1f757bee9a5c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Hydraulics","SBC QA"
"197f67f8-58ff-45dd-8ce7-ca086f48c186","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccond Fix"
"29946a4c-b3d1-5282-b36f-aeba6ec9957e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccond Fix","Installation Completed"
"a21cf9c7-7a32-5e46-837e-e74372c5c464","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccond Fix","SubCon QA /Consultant Inspection."
"e9a8cdf2-0e4b-5a4c-9552-e0909dce7c0f","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccond Fix","Commissioning"
"93edb269-390f-56ac-8255-d351c519f69a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Seccond Fix","SBC QA"
"fc1b71ce-5bb8-4fdb-928c-6e86e181344b","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wire Up Boards"
"480fc219-c9e5-56d7-b796-d0713842e2a2","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wire Up Boards","Installation Completed"
"4acd9f5f-807b-5717-985a-addcb091bd1b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 01","Zone 4 - Mezz Plant Room","Wire Up Boards","SubCon QA /Consultant Inspection."
