"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7ca4e09d-df4f-4dfd-8cb6-0270bcf54cf4","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"d99a27a3-60c0-4b76-a6f3-54ba6f49e816","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"0601fdb7-6626-45d1-826d-4a466b605c1c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"03e2201a-c4c0-4a91-bd1f-56d863b3ba05","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"4f3fc38f-52cc-4285-8150-acf3006b85cb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details"
"bef143a1-453e-453d-9180-58b179c56a4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Edge Detail"
"6e32c57e-9d05-4e06-8579-55f642f3727e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Bar Projections"
"8d62cf6a-4958-4da6-ba70-772f3071b551","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Cast in items"
"362f10ea-d07b-4f28-994a-f70951cbe867","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 30"
"2415f1e5-3963-469d-ace9-b9a35be2fb90","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -1"
"87f34ac2-2102-4714-beaa-78cbe1aba354","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"9466e8b9-d53f-412b-96b1-50363e5a5d89","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Mould Clean"
"8cb4f6f5-1088-42c2-a5f1-9826d817d3ee","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Mould Oiled"
"148ee881-016f-4b87-8a50-74615803e6e3","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Mould - Workmanship"
"7d54fdd0-837c-4ba5-b593-7eb4d9f9248e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Reinforcing"
"8069af68-bd0b-45dc-b7a6-e374c79a87b2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Cast In Items"
"86b01f31-a92a-45bf-bcfb-ca28eae46157","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Marker Position and No."
"76a51ebb-f48e-47ce-b3bd-8e75aa1cacc9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Pre-Pour Check","Make mould to Green Status"
"c25e2c52-8042-424a-923d-15cd73b75e31","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Concrete Works"
"7acb66b7-07f1-4c0a-aad3-bd504051b009","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Concrete Works","Concrete Works Details"
"f49eedfd-0516-4013-9d49-4bcc9a1f730e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Concrete Works","Wilco Sample Taken"
"609ae720-65e3-4914-92e4-4587d98bff3e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Concrete Works","Bridgeman Sample Taken"
"aba3a1c4-4596-4940-b630-6cb33686e9f2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Concrete Works","Supervisor Approval"
"309ad661-d392-44ef-86ee-ed778c6706bd","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Post Pour Check"
"cce249ad-e4a5-423f-a716-828cb5d2de3f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Post Pour Check","Edge Detail"
"e4c6b0cd-ea09-42da-8567-cc311fcfeebd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Post Pour Check","Bar Projections"
"f2e9e883-2458-49ea-b853-6d67b3fc1ba1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Post Pour Check","Cast in items"
"b5fec237-02e1-4e7a-a44c-137c2ff0d0c8","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Stripping and Stacking"
"b2bb5c72-fd96-42df-9823-2ccf805c6b16","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -105","Stripping and Stacking","Stripping & Stacking"
"15f275ef-6812-44dd-98cf-608e0a6c220b","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 91 -120","Panel -106"
"ac6ec95c-c990-4031-9a35-019b4a2811c0","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check"
"1c8858a1-afba-42b3-bca4-f8e3220b65e1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Dimensions"
"44199a82-df5f-4d66-aa00-d0add56da4cd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Mould Clean"
"e12da223-7501-4b0c-a88f-ed7bee55f4f2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Mould Oiled"
"3df8ad24-9476-4ed6-9a37-88bed9fd7a4e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Mould - Workmanship"
"23f8f065-6248-4a2a-b5e4-40cbea45db19","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Reinforcing"
"6f3655fd-a171-4bae-ae0e-707113784582","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Cast In Items"
"e4b37fb4-5840-49c5-9572-1c8c0deb6c92","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Marker Position and No."
"2b793349-9692-4809-8b12-8984a1c02c79","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Pre-Pour Check","Make mould to Green Status"
"132bd888-62c7-49d3-9a86-261e2d0e7f18","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Concrete Works"
"76524b74-6fe6-49ec-b3fd-3649b9b36281","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Concrete Works","Concrete Works Details"
"fc36c0b5-048b-4b2a-8bee-d7bb223102fd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Concrete Works","Wilco Sample Taken"
"9cd8bcab-7d51-4aeb-a496-5c6c41dc6ee9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Concrete Works","Bridgeman Sample Taken"
"66fb0a07-a21c-46ec-8a06-1b20d66f8b90","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Concrete Works","Supervisor Approval"
"b635e191-62f9-4a3d-bb0c-3c4925440466","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Post Pour Check"
"bbc02d29-be86-4aeb-9fd3-5272387381d2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Post Pour Check","Edge Detail"
"03113ab9-2423-4f19-bad6-18fbd43e5810","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Post Pour Check","Bar Projections"
"ccf0ed53-d206-4e41-9977-f1dbfaf5dc82","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Post Pour Check","Cast in items"
"3f72e1d0-e9d5-4acb-a163-3de2d00d0317","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Stripping and Stacking"
"946a16a7-6630-4710-9251-547633874d47","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -106","Stripping and Stacking","Stripping & Stacking"
"11b6b243-45c3-42fa-ab5a-98077ce0a64f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 91 -120","Panel -107"
"600f3ab5-3e47-4356-a6b9-43022b4dbe33","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check"
"6919055f-7b4d-483c-9870-08b559c35dbb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Dimensions"
"bc5ecbbf-9929-4bfe-a8e5-095ba57ef8ce","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Mould Clean"
"bc664280-b9ab-4043-bd45-0e75f235f2ba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Mould Oiled"
"8914ea34-b099-4995-bd53-21e901cc1f22","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Mould - Workmanship"
"a55c4163-60aa-4492-b139-8e223b108c44","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Reinforcing"
"46386fdf-e8c8-402b-ac5e-2a06196f6c3b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Cast In Items"
"8aaaa72e-849b-4cc5-bc8d-875e9a0f50af","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Marker Position and No."
"d94414bd-c7b6-4fa8-b16a-14855201082b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Pre-Pour Check","Make mould to Green Status"
"b8ac1c76-4242-4dc5-a3f1-232093e0d319","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Concrete Works"
"1507e07a-39b2-4485-977c-b59b80cc89e2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Concrete Works","Concrete Works Details"
"e53a034e-d0a0-4214-9ecf-23f3c8dad883","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Concrete Works","Wilco Sample Taken"
"9afceb5f-f785-4787-9596-60ff233ac57f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Concrete Works","Bridgeman Sample Taken"
"c4bbe22d-6573-4368-b808-8ee2da0f845f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Concrete Works","Supervisor Approval"
"1b867348-fa20-4942-9c6d-f4d0109f5a93","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Post Pour Check"
"762240ab-35f4-4d66-8611-ab6c02a24f6a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Post Pour Check","Edge Detail"
"7ea5386a-d395-4a8f-a587-746c660d7ebd","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Post Pour Check","Bar Projections"
"176a03d6-8119-4bd3-b45a-895eca578cb8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Post Pour Check","Cast in items"
"84f15cb7-c39b-49a4-b6bb-31c3451bdef9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Stripping and Stacking"
"bd304c69-c609-455e-875a-2ee873fb04ab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -107","Stripping and Stacking","Stripping & Stacking"
"b0ac81ab-031e-49dd-bb55-054ae706a9bc","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 91 -120","Panel -108"
"b8b37ab2-4454-4954-982a-27c895194b3f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check"
"68cad32e-1fdd-4271-9f68-8390711a67be","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Dimensions"
"c1243909-c5e8-48aa-a7fc-75704878b312","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Mould Clean"
"50d812f4-744a-4960-a108-485054022daa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Mould Oiled"
"4dfd6d7b-2c4b-4f8a-9eb9-c92c3d7da82a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Mould - Workmanship"
"a0986e3b-b38e-430b-a392-ee7cdbd807ea","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Reinforcing"
"20a25e2a-c9fa-431d-b00d-0267450e6ffb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Cast In Items"
"d0c1ab97-07d8-48ba-8188-a4c7f490562e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Marker Position and No."
"41eeb9c4-7da4-49ad-a3d5-c6837f440d8d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Pre-Pour Check","Make mould to Green Status"
"69fb9b7c-98fa-43f1-b250-25158cdd3df9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Concrete Works"
"31addf6f-5e86-4c90-8a88-82bcac5ebd61","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Concrete Works","Concrete Works Details"
"126059d2-6d84-440c-ab56-fe30ffee86db","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Concrete Works","Wilco Sample Taken"
"81d21eae-8c99-444c-830f-d868505dd7df","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Concrete Works","Bridgeman Sample Taken"
"25864e43-02bd-4c11-8cc3-fa41a4edfdda","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Concrete Works","Supervisor Approval"
"2465918d-2de1-4cd8-8a2e-39011228a335","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Post Pour Check"
"8ae8cad1-e001-4961-b205-5684fe3b9bb6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Post Pour Check","Edge Detail"
"2cc0c659-a466-489a-9fd2-4a1c079aae4f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Post Pour Check","Bar Projections"
"65bfacb9-ffca-4619-8ff0-3a58982613e6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Post Pour Check","Cast in items"
"cd8d8aea-da36-4427-9e15-afb9c103223f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Stripping and Stacking"
"3e773f54-008c-4c57-bde3-d0d4e02afc3d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -108","Stripping and Stacking","Stripping & Stacking"
"aa189d76-2125-43f0-9e24-de2271edea89","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 91 -120","Panel -109"
"d877d780-cbee-42d7-8019-f84c03791279","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check"
"ad9b0e23-5777-4128-baef-688a033e1649","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Dimensions"
"de71d5d7-ce86-4225-b0e4-14f854105d10","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Mould Clean"
"0ef0b3d4-38b3-407d-a6e9-1e00f14fc9f7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Mould Oiled"
"a0cf8104-3e36-408e-9c3e-b165902c098d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Mould - Workmanship"
"6ebd0e8f-2160-4682-abca-f7e296708bf1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Reinforcing"
"6fda79e4-f011-4803-80cc-e154ba0528fb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Cast In Items"
"283b4e04-1bcb-465f-9d9e-37bae00d0565","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Marker Position and No."
"dd1c2115-1037-4cef-b5a9-0f049957203d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Pre-Pour Check","Make mould to Green Status"
"7800ed93-804f-40ff-9d1c-8050e34756fc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Concrete Works"
"5acf123a-897a-484a-b489-510bda884871","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Concrete Works","Concrete Works Details"
"6972340b-0ea0-44cb-b703-1a918ffde932","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Concrete Works","Wilco Sample Taken"
"7651ce40-b41b-48e8-8c6b-3c9e3b73cd39","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Concrete Works","Bridgeman Sample Taken"
"c696a910-ffa5-4445-970c-707d1e934ffb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Concrete Works","Supervisor Approval"
"0dcc0686-b8ea-4d57-b0aa-727875dcb04a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Post Pour Check"
"25b45342-bc4d-4dd9-949c-d2e5c864fa21","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Post Pour Check","Edge Detail"
"534af833-4fe9-489c-8e52-6dd87e73cf7b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Post Pour Check","Bar Projections"
"ddd9a48d-d280-4a1b-8e16-2bcbec957344","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Post Pour Check","Cast in items"
"ea571e53-70b7-4f62-b2f7-09d8482b9920","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Stripping and Stacking"
"f6113776-1cd0-42d7-80d1-04c678cb753b","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -109","Stripping and Stacking","Stripping & Stacking"
"e82fb688-cae5-4dfc-83d6-e56fdd573db9","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 91 -120","Panel -110"
"f715362b-cfbe-4f7e-874d-b0a5cd5fb267","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check"
"db6b93ed-5a0d-4adf-b621-7d659c345d7d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Dimensions"
"b16b5e68-9dec-49ed-8a98-0533cc00dcf0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Mould Clean"
"db5acb78-137a-4bf9-af27-82c9dbbf90e4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Mould Oiled"
"65102191-6772-4998-8201-3ea44d49b2eb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Mould - Workmanship"
"0551f30c-4dcc-42dc-82b7-29a93fd44482","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Reinforcing"
"7679d423-e37c-4722-97ba-841380f8efad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Cast In Items"
"bb7ec4a6-5491-4317-b60b-04d48502377f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Marker Position and No."
"ccbe1cd6-f392-4fbc-9244-9f0dc2a02e20","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Pre-Pour Check","Make mould to Green Status"
"b24aa04e-388a-467a-992b-0c0e51c62829","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Concrete Works"
"c086251a-eec8-4897-8139-c65ae1cdd4a8","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Concrete Works","Concrete Works Details"
"de247ecb-61df-4b74-a31b-64b100adfc45","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Concrete Works","Wilco Sample Taken"
"04786e1c-0065-4827-8337-6b66f9af97f0","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Concrete Works","Bridgeman Sample Taken"
"c9e0943b-8e68-4fd4-862c-3219e11ca7d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Concrete Works","Supervisor Approval"
"84593400-c8cc-4a16-a4dc-285d86fab28b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Post Pour Check"
"3a40ac26-775f-4b22-b939-2554d0dd5c66","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Post Pour Check","Edge Detail"
"73bf561e-a7bb-4f3c-bdd5-29869c6d2603","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Post Pour Check","Bar Projections"
"637d5cd0-cbd4-4a27-90a0-006182d6caed","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Post Pour Check","Cast in items"
"3b604d38-85c9-4eaa-b742-a00147121c25","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Stripping and Stacking"
"32d4e495-3a78-4b05-afec-da4a1db30b7a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -110","Stripping and Stacking","Stripping & Stacking"
"76b82137-a8b3-4adf-9f24-e25320a63368","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 91 -120","Panel -111"
"407ac29e-8401-4f5e-91da-a172bfda04ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check"
"8287068f-116d-426b-bef9-0cd3a70010b0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Dimensions"
"f4d9d086-bf39-428c-b617-8ec3de911b3d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Mould Clean"
"a3643146-cef9-474a-bad4-58e1d222d277","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Mould Oiled"
"e120167d-ae90-4133-94bf-492d2be20180","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Mould - Workmanship"
"a7f6fe2b-9d87-427a-9404-1b3063e95dba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Reinforcing"
"93505205-7237-4996-8a0f-bca924bdf63e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Cast In Items"
"31b8139a-fde3-4f95-8f9f-6ee85dfc22f1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Marker Position and No."
"68727565-2941-4302-8726-124f881e6d57","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Pre-Pour Check","Make mould to Green Status"
"07614887-4772-4574-a83e-51b384b749a5","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Concrete Works"
"3b964d9e-6575-473d-880b-01f2d91b4fe0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 91 -120","Panel -111","Concrete Works","Concrete Works Details"
