"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6d994cd8-07c7-4a1f-bb5f-2714a92eb28c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"d95693e0-0971-4eae-8ed0-aa268b356db3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A"
"ce72cf76-2540-4e94-b67b-25587dc32aea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01"
"e7b04c19-31d8-4df8-8f63-ead5ac676094","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block A","Lot 01","Inground Plumbing Installation"
"9540206c-ea7e-49fc-98c9-2563472fc8fa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation"
"c0ceae82-65e6-45f1-8209-687cee8c2b8d","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"fc73e585-4ba7-4a38-9fd3-8b127a553cdf","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"feb41d05-5b51-4f3f-9a1a-8a342913c135","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Shower & Tapware Installation"
"ab229f84-1f06-443b-82eb-970dad6b1fb2","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Bath & Tapware Installation"
"8089e1c0-842d-43a9-ab60-2aa699be8a7e","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"28795b7c-bb9a-468d-85b5-097d1de96e4d","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"f934b44b-df8d-4df9-b5ea-0c505fc13663","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"f5055150-dbe0-443c-91f3-e409affc090e","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Tundish Installation"
"5e097774-56e3-4d39-868e-2db1dc313802","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Hose Tap Installation"
"c5f9863e-b1a1-401b-a33a-0b570a43e028","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Fit-off Plumbing Installation","Gas Appliance Installation"
"465e75a4-8b7a-4b72-bff1-8a61f07a0a5f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 44","Hot Water Unit Installation"
"f39309d2-b96c-4bc0-a19f-f193aec64f0b","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Hot Water Unit Installation","Hot Water Unit Installation"
"abbd4e2f-dde0-4f93-b3b9-76b56166911c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 44","Testing"
"45868b78-bd31-497c-8657-1339ad57f05e","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Testing","Testing Drainage Pipework (Air Test)"
"65250c3d-b846-4ec7-8cbf-b95b3ff958cb","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Testing","Testing Drainage Pipework (Water Test)"
"b3ee4746-a207-416e-977f-820fc9fd8200","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Testing","Testing Water Pipework (Water Test)"
"5fb02248-bbaa-4b38-b86c-1b4355e4bc41","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Testing","Testing Gas Service (Air Test)"
"45a753f1-0953-4039-ae2d-0322e8937bf0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 44","Commissioning"
"7ef486ad-99b5-4711-bcb8-ef11cf5a47e5","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Commissioning","Commission Fixture Group"
"8346fd91-c3dd-49a7-a14e-18e55a0eab00","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Commissioning","Commission Hot Water Generating Plant"
"9493add7-f59d-426b-94c6-ccc1c1b29836","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block E","Lot 44","Commissioning","Commission Reduced Pressure Zone Device"
"8bce6dc2-594b-4b2e-85b1-62668d433827","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45"
"39a69960-a49d-4fda-9311-521991b9fa19","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45","Inground Plumbing Installation"
"921d4522-f26d-41e5-a5aa-e74960b0fba8","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Inground Plumbing Installation","Authority Main to Meter Installation"
"96675824-5624-4499-8a67-211ece4aad19","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Inground Plumbing Installation","Drainage Installation (In-ground)"
"597e2629-f1a3-4b9b-a99b-0998b3de45dd","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Inground Plumbing Installation","Water Service Installation (In-ground)"
"965d07de-8f65-4f65-bfab-fad189130f66","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"d5298e10-6855-40e0-aa35-1ceda2667d01","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45","Rough-in Plumbing Installation"
"da68cf25-5b4b-479e-aa0c-8a4dcc65314b","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Rough-in Plumbing Installation","Waste & Vent Installation"
"845697ba-5614-40ab-a721-65eb4ef729f3","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"e6387b13-6454-47d1-a563-ec45463263eb","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"d5aa6f58-e7d7-4d25-b5d4-8a580ec7e641","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation"
"bc74d205-9311-4ac6-b529-8dba967f1d4c","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"194ac4ac-bbb5-4df4-975c-45908f615337","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"0ac75bde-ab10-40be-be0d-7b760405ada1","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Shower & Tapware Installation"
"dc7043c1-9b75-4830-90b0-885d656be0e4","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Bath & Tapware Installation"
"27116ffa-5447-40fc-9e2a-47c5f63f9b0c","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"999abeb9-fb3a-4db5-b755-dd5feb12dc16","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"bb62fb4e-998e-48a1-88c2-737a2a2bf1b3","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"16606a6f-0c08-43a6-a414-7f38e7c25299","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Tundish Installation"
"c50a125f-b413-4d14-80ed-f84b88e0483f","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Hose Tap Installation"
"f46f4f3c-f62b-419f-b4e6-8de5e16e458c","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Fit-off Plumbing Installation","Gas Appliance Installation"
"3a1eaf6d-9e6f-4688-8ef6-47c9f0b720d1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45","Hot Water Unit Installation"
"d7172d9e-8b3a-4a33-9aef-48a2aaeb2455","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Hot Water Unit Installation","Hot Water Unit Installation"
"45f5d24d-2372-41d8-81b8-29b8b611aa82","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45","Testing"
"fc63d44f-2dc5-4143-92f9-c1dc9d01d9cc","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Testing","Testing Drainage Pipework (Air Test)"
"ac670186-1ac4-4208-8cc8-9388919c1550","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Testing","Testing Drainage Pipework (Water Test)"
"28fc8b23-8da4-47f8-bc22-06889fda2cdf","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Testing","Testing Water Pipework (Water Test)"
"bca12740-bb61-43c7-b20f-751879d2f289","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Testing","Testing Gas Service (Air Test)"
"7f22e3ed-8a10-4f95-b96a-3cd9314fd4e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 45","Commissioning"
"e6bc5895-ef67-47d7-a6c5-7baa306a00e3","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Commissioning","Commission Fixture Group"
"376a13bf-a0a1-4082-8326-426896f75f95","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Commissioning","Commission Hot Water Generating Plant"
"f396c333-e3a2-4d54-bf46-5dadb50382bc","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block E","Lot 45","Commissioning","Commission Reduced Pressure Zone Device"
"92ab4c90-349d-47ea-9c25-5ffd4039ed16","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46"
"8292fa9f-cb09-441b-ac9e-7f6cf9f72f8c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46","Inground Plumbing Installation"
"a74543be-e149-42c4-a350-de098856802e","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Inground Plumbing Installation","Authority Main to Meter Installation"
"3fa4ee7b-f91c-4823-81d6-89b0f524c456","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Inground Plumbing Installation","Drainage Installation (In-ground)"
"6442b39d-5e69-41bd-b89d-d98213e639ea","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Inground Plumbing Installation","Water Service Installation (In-ground)"
"9db9cb32-a6cb-43be-9fe9-b766cad6acb6","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"e30bdc36-e352-432a-92a6-fb65ee9d36c8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46","Rough-in Plumbing Installation"
"b2d118ce-08fd-4c5a-95af-509720eb3453","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Rough-in Plumbing Installation","Waste & Vent Installation"
"9f3cebe3-9d9e-4e63-809d-a2f06084e9e0","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"c9cedb20-f36d-4786-b911-f33bb6caccd7","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"ea5ec610-91b3-4b88-bfd2-10c71365c8fa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation"
"ea252578-1d2e-4ceb-9009-359c455b5ca0","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"c0381d2d-7e9d-4c3f-a12e-65faeb12a8df","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"a7f7a41c-7ed5-45a7-a4ff-582720e7a8d7","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Shower & Tapware Installation"
"6734ebf8-a444-488a-882c-b8a24251403c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Bath & Tapware Installation"
"7ebf3d31-15b0-478f-8d93-85b7d311db8d","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"9442df48-43f1-4ef2-83ac-ef851e39dace","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"b6f0f716-07ee-4c84-92d9-993ff4800e92","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"26c6ac58-334d-4559-b56a-29a64eb4f17e","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Tundish Installation"
"db1746df-1cd8-4022-a5d2-591a13309269","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Hose Tap Installation"
"ec21755f-9d57-44ca-8ef8-53d9e17535f4","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Fit-off Plumbing Installation","Gas Appliance Installation"
"aac831ca-a45d-42c9-8654-e04ebe9e2800","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46","Hot Water Unit Installation"
"732bf960-1d17-48d3-b0fd-35565a59aaa7","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Hot Water Unit Installation","Hot Water Unit Installation"
"2de09b63-afe1-452e-9943-a82e3bdc8f66","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46","Testing"
"2732d0c3-13b8-4d56-ad23-e3537d1cace2","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Testing","Testing Drainage Pipework (Air Test)"
"ca28e69f-0887-4fde-866c-42ae98882f66","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Testing","Testing Drainage Pipework (Water Test)"
"eb345a54-461c-4529-8335-fece8705e839","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Testing","Testing Water Pipework (Water Test)"
"e2d0367d-ec79-49ca-afd4-18c8dda95989","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Testing","Testing Gas Service (Air Test)"
"09035c6b-609a-40b6-b86f-21029744f01d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 46","Commissioning"
"4d93d349-60ae-4adf-b770-94f357061da6","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Commissioning","Commission Fixture Group"
"cd21a2c8-9438-4ca5-9dae-ed30b04030b5","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Commissioning","Commission Hot Water Generating Plant"
"b05c6d8e-e65a-4839-a14f-8271e0acc0a2","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block E","Lot 46","Commissioning","Commission Reduced Pressure Zone Device"
"54595a23-d770-40e8-833f-6cd5c1600bf6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47"
"eca9f64e-0356-46b5-8ee3-be9244886ff6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47","Inground Plumbing Installation"
"09927d1c-c0f3-476b-b33c-4d8b7bb82a3f","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Inground Plumbing Installation","Authority Main to Meter Installation"
"8c5d854a-1d16-427e-9824-3ba3afc48180","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Inground Plumbing Installation","Drainage Installation (In-ground)"
"18d050c8-91aa-440e-bb92-a8d52f6c136a","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Inground Plumbing Installation","Water Service Installation (In-ground)"
"795bd8b1-7c3c-47f2-9556-f266a018e0a0","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"af1f7948-b373-4fca-8612-bd1a1a6c9694","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47","Rough-in Plumbing Installation"
"d9dd6b2e-adaa-4fbe-8e79-6e80ea3d44a3","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Rough-in Plumbing Installation","Waste & Vent Installation"
"c27f48b7-142d-4998-9f58-aae1f8a01e1b","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"0b01c7d8-7f77-4af5-b63d-d598761f8829","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"6420815d-70e0-4458-9a2f-4a37fc505ade","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation"
"a0981dcd-2b23-449d-be80-2dcd28e7d119","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"b3e23b78-a4b4-4f00-842a-15819891f604","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"15fa4985-5344-4067-8127-f738d99c304c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Shower & Tapware Installation"
"6cec8d61-a601-43d2-a898-668f6dcd32df","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Bath & Tapware Installation"
"c8717ddf-90b9-45bb-af7d-ba1ffb66c156","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"07534ebd-e322-43d8-8131-4bb02d87051b","","checklist-sectioned","not-started","Washing Machine Stops Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Washing Machine Stops Installation"
"f2c88f51-0c34-4742-8921-bc70edc1be9d","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"e1c17060-c827-478b-bac9-ae6656dffee4","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Tundish Installation"
"ffcec31c-3457-4280-b82e-ab8ba641a7a8","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Hose Tap Installation"
"45ab9389-cf26-4bb2-a0c7-bcb6c7e6687e","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Fit-off Plumbing Installation","Gas Appliance Installation"
"8d5867e9-abcd-42a8-bab5-b1fdab720478","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47","Hot Water Unit Installation"
"032911e1-efef-4228-af56-d175a1eafbfa","","checklist-sectioned","not-started","Hot Water Unit Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Hot Water Unit Installation","Hot Water Unit Installation"
"e2b9cd6a-bc82-4574-9397-ff1a0ee7b2c0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47","Testing"
"c7f03eb7-2134-48a1-a610-048f81dd35e9","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Testing","Testing Drainage Pipework (Air Test)"
"48e98080-9688-4ebf-9edc-3337bd0c1fcd","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Testing","Testing Drainage Pipework (Water Test)"
"616b0dac-703c-4c16-81a3-97f733569dc9","","checklist-sectioned","not-started","Testing Potable Water Pipework","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Testing","Testing Water Pipework (Water Test)"
"51aed479-a16b-46b3-97d7-f5b69ce1e9b3","","checklist-sectioned","not-started","Testing Gas Pipework (Above 7kPa)","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Testing","Testing Gas Service (Air Test)"
"1e5dcbba-eb0d-44d8-a559-b0368f2b3c0f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 47","Commissioning"
"434e535b-8f7c-4ba3-ac00-61e01f0a8942","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Commissioning","Commission Fixture Group"
"de2ad271-3062-4f57-b22e-8a72b9da7164","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Commissioning","Commission Hot Water Generating Plant"
"fd759e55-30d3-478b-83ec-e2ca5888cf44","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Block E","Lot 47","Commissioning","Commission Reduced Pressure Zone Device"
"37782fdf-0d91-4863-b700-73874b763884","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 48"
"117f1134-5db8-4896-94bc-ea42b000372a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 48","Inground Plumbing Installation"
"f691bfde-896f-42f7-9de2-38d49b4d2d7b","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Inground Plumbing Installation","Authority Main to Meter Installation"
"39ac47f1-05a1-48dd-866f-396d47917f7e","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Inground Plumbing Installation","Drainage Installation (In-ground)"
"b3615fac-7dc1-49b1-ba02-fb25d3514a2a","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Inground Plumbing Installation","Water Service Installation (In-ground)"
"09ddeb4f-2ed8-408f-bedd-adb80af50706","","checklist-sectioned","not-started","Gas Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"8fb7bd5f-5cc3-42e4-89fd-ac98b8a6787a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 48","Rough-in Plumbing Installation"
"55daa358-cbf0-4e11-9411-d5ec3f5c1a95","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Rough-in Plumbing Installation","Waste & Vent Installation"
"2dc1ffd9-f15f-4890-9b27-c9154a5f55fb","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"b1a22097-69a1-42c9-b915-4086d3a6fbe0","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"c9fc343a-30c2-4af9-bed9-9ab2af80b0d6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Block E","Lot 48","Fit-off Plumbing Installation"
"037da46f-3131-4da1-8395-acf237998d07","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"25061fac-8074-4196-90dc-e0828b59f0a2","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"15e1f2ed-c007-449f-8db5-eae267a0a514","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Block E","Lot 48","Fit-off Plumbing Installation","Shower & Tapware Installation"
