"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe3737ec-9cbd-42e2-93e0-83b8cdbdeffe","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"cff6eccc-b398-4773-9c5b-b02791b3435b","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001"
"e81d2cda-eb5d-490c-9097-1d3f355d9403","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1"
"63f992cd-82ad-580a-aed0-e807bc92c56e","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1","Product Detail"
"0f989d09-f7b3-53d5-a05f-dcf6a6b1a7ea","","checkpoint-status","pass","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P025","Concrete Delivery Checklist","Water Added (N/A if no)"
"44d33ecd-45c2-5b31-98ad-974f6ded4501","","checkpoint-status","not-applicable","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P025","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"70e651ca-0e71-5ae2-8e61-cc1212a4575f","","checkpoint-status","pass","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P025","Concrete Delivery Checklist","Picture of spread check before dispatch"
"7720b25f-cc16-54d9-aa8c-f2d77e94a8cf","","checkpoint-status","pass","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P025","Concrete Delivery Checklist","Inspector sign off attached below"
"3cda93d1-ac3b-44ea-bcfb-9f7f77d06ecb","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026"
"b24786b5-ef18-47a3-bc92-84f5013e3fb0","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1"
"57e03bed-9f35-54d0-9777-89c87657049b","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Product Detail"
"41bf49ca-bd81-56b0-9da2-c6b9cc2e4eec","","checkpoint-status","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Product Detail","Details"
"979bbdf0-7e76-577a-988b-675f22378b66","","checkpoint-group","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork"
"5cad8b23-b811-5e04-9e50-256a97dc3715","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Check Length"
"0861dfdf-546c-5baa-afff-e8631e0eb2e5","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Check Width"
"18b93316-e6d2-58fe-92f9-9dc5d6a18b5c","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Check Thickness"
"2edbf158-26ea-5c04-9368-4450983ae2cf","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"f2965133-39ff-5434-83d8-b354a5668e17","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"4d0e2b95-1a63-56d0-b04d-dc686d6d8174","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"20714062-b1a5-5f8d-87ae-ee954c29824f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"b83c9733-c4cb-5ac8-ae6a-d545d4aca7b7","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"3783ada7-5824-5d01-9289-712f8d4e556f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"bd145088-1ea1-5a00-934f-bd3a41d7b88a","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"228d1390-9218-57a1-b70e-834c969786b7","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"81cf59a9-fc02-539a-9fe3-a587dd524a54","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"8cde34f2-9299-5438-9171-277fb36d6601","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"b571e1cc-e4af-5a8c-8bd5-46a35a8bc44e","","checkpoint-group","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement"
"ecc77337-3d65-5147-922e-688bf438c254","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"2513f631-d4aa-5a96-82cf-2570f5f41d94","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"beb266ec-b695-5971-a3da-b60d31314363","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"b0bc17d3-518f-5d0b-8f16-db2a0bdeb32e","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"25c6734e-80d9-506c-ada0-b836c840e785","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"f5540900-a37a-5c22-b51a-98711277c0a4","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"5a8231ad-011d-54d4-bb2a-d995d354f421","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"1ab052c5-6b79-5f1f-b64c-f94eaeac6f23","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"cb628a8c-f4bb-5683-97af-e7c54317b3bc","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"b9f10fca-5b06-5418-8855-30f9cd6e7b81","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"cc8c0400-3381-544f-8cb7-beb2046dc02b","","checkpoint-group","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins"
"77d647ec-76fa-59cf-9d82-c7df96c48bb5","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"fb9d2655-2d09-51d0-884a-476f50244db0","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"63a8203c-7f8a-5dfc-be11-405adb5031c0","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"1eff55dc-ede7-503c-9c1d-27a078729a98","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"eee9ff0b-f127-516e-94d1-1b608815df86","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"31a9e9e2-6913-5644-a73c-5753830c8d93","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"c36760c7-a92e-5587-a9d8-75bb15050e27","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"9f77851f-05c6-562d-8522-e621fc965fb4","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"a3416dc3-c520-509a-bec7-b3d1541be490","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"c4915caa-83a8-5950-81b7-cf0043ed729c","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"a4996787-e3be-5c7e-9deb-7c82cddb13ac","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"26fe8e00-7384-54a2-b1d7-d408470b5fa2","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"4456cd82-6174-569c-b692-adee4b79346b","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"53941865-1924-5751-85a6-89f802fb5af3","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"75a637ae-d98f-5ec2-983c-d082e7589b03","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"8f103ca1-903b-56dd-a55c-502e13412141","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"21ff745a-6460-5b36-8fa0-bd2b83c59802","","checkpoint-group","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Final Checks"
"927c3fa2-f9bd-52de-94a5-f52c0f8b2abd","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"cb30608f-75f7-5835-876f-b6ad1038651e","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"8c054219-9a4e-5f08-af63-1ca47f323db2","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"fde05db1-a488-5f90-a2cd-bc473fdbb209","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"e4236691-12e6-5c12-9543-9cb6116a5bc1","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"e7099e6e-2ac4-4e50-8dfc-c0885939203e","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist"
"8edc61a5-2bcf-5e3a-aa61-297512f87b87","","checkpoint-no-status","no-status-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Details"
"00071f70-84f8-5925-9bdd-e5aab4748b8d","","checkpoint-status","pass","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Picture of Concrete Docket"
"b46145f8-7a23-5867-97a5-584600863f66","","checkpoint-status","pass","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Load size match order sheet"
"8a91d1ca-3d98-504b-9ae2-632f91a9cf39","","checkpoint-status","pass","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Mix type match the order sheet"
"f93b6168-6fd3-5a54-8597-8868595023f3","","checkpoint-status","pass","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Mix color match the order sheet"
"0bad293b-25a9-527f-a7e6-133395fa8754","","checkpoint-status","pass","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","MPa match the order sheet"
"21e64c9d-2aaa-5f62-8fe8-372da4a7bf93","","checkpoint-status","pass","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Spread / slump within range"
"0c0f9269-b892-5a94-bd8d-0394cbf4e555","","checkpoint-status","pass","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Water Added (N/A if no)"
"3d94e082-da15-56de-bb66-cc2d78fb60d5","","checkpoint-status","not-applicable","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"c78d41d5-f26f-55a3-bb1e-47c6861db8af","","checkpoint-status","pass","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Picture of spread check before dispatch"
"fa390c3d-cbc2-5cea-8d28-c1ac13f31410","","checkpoint-status","pass","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P026","Concrete Delivery Checklist","Inspector sign off attached below"
"0ab950a3-9309-4758-8209-161dea310b6f","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P027"
"fe6c541d-f8de-4109-9727-fcd680f09403","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1"
"c4b7351f-a57b-5fbe-9f1c-6e9b78f9dea2","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Product Detail"
"ba672f58-4317-5dc9-81b1-3392df48036a","","checkpoint-status","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Product Detail","Details"
"ac7ad8e9-3a7a-5638-b49c-c3a7f13a8bb3","","checkpoint-group","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork"
"c794674a-9cfb-5176-bf6a-c2d74a0a31cb","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Check Length"
"a476872c-4fc5-5832-870a-9c536f86f983","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Check Width"
"40d34f76-21df-50ab-bedb-c05053898e8d","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Check Thickness"
"441fc9a8-518c-54c2-baea-a43ae03b22eb","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"5c5f2e1e-78c8-5108-8920-0aff59c161f1","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"4d410fca-7df6-5520-a5b3-b88c8b94026c","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"2dd0d836-6997-5ce0-82f6-1f449c283e23","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"7bfa518b-3513-52f7-9e26-f92fe5cfca43","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"e0ea012e-358f-5223-9232-544d511400c4","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"20682a63-f360-5af2-a4ff-2b532794a10a","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P027","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
