"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ace8d8bb-4e7b-4d71-a761-645d4b1d717b","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"5497033e-4588-43b9-bd75-8b2b5f1b23f7","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5"
"b19afb5f-277b-4d60-8c9c-fde3e60205c7","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1"
"88f96a39-f938-5a3b-91e9-52e11ff1e712","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/5","Pre-Pour Checklist 1","Product Detail"
"c4cd98ef-6ac7-5452-8d61-3986fbd93093","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"7011dab0-8d08-5739-8c04-c544a8c546c5","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"0c736e51-ef5a-5cfb-b560-e6bc17338a33","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"595eb5af-a799-5940-9a23-5eced7cc2d36","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"6dfa0dbe-03b4-5b22-810e-d1d76225f872","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"156cca04-9812-4686-aa09-6daf99e53980","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist"
"0d91c090-249b-5ea3-b3e9-26c00005e1ce","","checkpoint-no-status","no-status-not-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Details"
"6de1631c-38c4-5671-b59f-fa9511c8ee93","","checkpoint-status","not-started","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Picture of Concrete Docket"
"4102dfce-a3e7-5ca2-bd4e-85ce2419b9e9","","checkpoint-status","not-started","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Load size match order sheet"
"f118b1a8-679f-5c35-847b-67b636ba9a69","","checkpoint-status","not-started","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Mix type match the order sheet"
"7af86a63-0399-5010-ba31-2438ca7edee7","","checkpoint-status","not-started","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Mix color match the order sheet"
"3b3046d1-fcf2-54d0-9a46-88ad025d08e0","","checkpoint-status","not-started","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","MPa match the order sheet"
"0ce313bc-4966-554c-b527-53fedb044d44","","checkpoint-status","not-started","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Spread / slump within range"
"1b365748-de97-50c4-a7a9-3c9b3d243cf3","","checkpoint-status","not-started","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Water Added (N/A if no)"
"12de0b58-4263-54d0-a15c-43298741751e","","checkpoint-status","not-started","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"a4a64065-2269-525a-b748-14c5a90f70a8","","checkpoint-status","not-started","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Picture of spread check before dispatch"
"b8da21b3-39fa-5aa7-9f35-02351326c56e","","checkpoint-status","not-started","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/8","Concrete Delivery Checklist","Inspector sign off attached below"
"5db97067-2bfc-4c73-93bd-d4e1bcba6e41","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9"
"8ecdcdb9-8a1d-43ab-80fc-29a5e425c2fb","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1"
"da4ac9aa-e11e-588b-b57e-f09ca0aeb1ce","","checkpoint-group","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Product Detail"
"cf3a38d3-9dcc-55b1-be50-44ce37257420","","checkpoint-status","not-started","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Product Detail","Details"
"331803b3-1b62-5814-ab67-f2361dee2721","","checkpoint-group","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork"
"99a10cd9-1127-588d-b298-0f45f937f3b1","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Check Length"
"7e7347a5-eb17-50f4-8585-a5ec08abdce4","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Check Width"
"8a4dbc10-b5bf-505f-a0eb-10f18672da10","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Check Thickness"
"90abdfdd-7009-532f-84a9-c5d3c319b395","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"d5b7a4cf-ecea-59b4-9fab-8afcc41a3341","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"4490251a-c104-5a95-9ae7-36549f8e8ba4","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"184e4410-a6e0-55b3-828b-3ce878b2316d","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"b7f7774c-ded3-55dd-88a3-8d738fc95f6e","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"a26756a7-fb62-5cc3-9b1d-cb8d33bae9b8","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"c44411c3-f048-525a-ac96-fc15d9bebcca","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"bba41e64-10e8-53b2-815c-def37049f6fa","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"9cd4306a-909e-5d7b-b16a-a675fd5bf5fd","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"92e51018-1b41-5bd4-998a-56182c12ffac","","checkpoint-status","not-started","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"83cb27f9-ed95-5ca0-8d59-9c9ffeb06ef9","","checkpoint-group","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement"
"3965dc48-3682-524d-ac63-c24e4d50741a","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"72ecde19-9dfa-52c6-855d-9c7560f5c0d5","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"2ab966d1-d0c4-5187-8e26-a9f96b2086c4","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"e62bc491-219b-58e1-9c4a-d0a62fcd1269","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"c9e30dfc-a22e-5e2b-b16d-ea5bceafd3b4","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"bca4aa0d-8bed-5871-97da-01c03bb8bdcd","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"4a01f77a-94f0-577e-8f74-b6a8f8fd626e","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"d42e6490-1ec4-5834-be1e-afd95963f94b","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"c2f334cf-62ce-50b4-bd45-c1130ca76e91","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"51650e4a-7ecd-59f8-9a47-eee9e8713586","","checkpoint-status","not-started","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"ef6bab00-836a-5512-bf2b-6b70bee49a07","","checkpoint-group","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins"
"12a1b356-73d5-5f0d-abb2-093e22f77507","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"fca08c47-a584-526e-84ea-932c219139f8","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"d39dbfac-28c6-5ff3-91ca-93c797f988f4","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"46649aa0-9925-5875-9228-32308c6f33ba","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"edef81e5-abfc-569a-8d7a-8cd18ad226c5","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"3f3c742c-8107-532d-9a09-541e5a0c7509","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"95415ac7-f0a9-5aff-9173-8666520101b7","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"b0d4fdd5-858c-5c03-8512-f5ca89802630","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"b61eeef1-e649-58a2-a89c-c18a77bbdc12","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"34d4154f-aa32-53da-bccc-02bb14f49bd1","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"88c3b636-ed34-5922-9e2d-6094dd02f526","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"3a22408b-ef05-570b-947f-2041598688b2","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"9b09b245-1ff8-5752-a431-948044220fbc","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"4051ebe2-37c6-529e-a60d-5ac01cda9c9e","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"d9f77eec-eabd-5f3d-98a7-26631499566d","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"3754693a-e1d2-565b-922d-e179dfcbc9e5","","checkpoint-status","not-started","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"7299fff8-1e5e-56b5-ba40-d83589618369","","checkpoint-group","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Final Checks"
"64e99c4b-e9a1-5461-a59b-50cdb0fa2999","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"bbd555d9-d145-5a06-8c3b-8fa1b3881741","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"059d94a2-6e2a-5c67-996c-758d4957853e","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"072dfbe3-a6dc-56fe-b612-a49f42bc1122","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"e2cbd6fe-af79-5573-8033-7677b6756117","","checkpoint-status","not-started","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"aa2c303f-2a7e-4847-9b25-e3b6b57ae09d","","checklist-flat","not-started","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist"
"2a3a09be-968c-5a27-a733-3ca3b23747b9","","checkpoint-no-status","no-status-not-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Details"
"ccf2e777-3eb7-5793-b155-6d3d07daf1cd","","checkpoint-status","not-started","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Picture of Concrete Docket"
"31642e05-1319-5e8a-925d-4b9bd2908450","","checkpoint-status","not-started","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Load size match order sheet"
"27a7b67c-40b4-554c-bc64-c063141f53bc","","checkpoint-status","not-started","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Mix type match the order sheet"
"fbc7402f-4ad9-50cd-a26e-c76a1241e6d7","","checkpoint-status","not-started","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Mix color match the order sheet"
"7596c0b9-5ca9-5112-a0a0-d53c63f1139c","","checkpoint-status","not-started","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","MPa match the order sheet"
"eacbe6f2-a49c-54cc-b0da-f76fed0cc7f7","","checkpoint-status","not-started","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Spread / slump within range"
"a2084c8d-2fcc-5478-bf73-d2151365ebce","","checkpoint-status","not-started","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Water Added (N/A if no)"
"8a8908f1-b682-5d84-8cc4-33a6d52ba01c","","checkpoint-status","not-started","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"7362f5ae-51d2-5e81-aac9-8e5488639d43","","checkpoint-status","not-started","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Picture of spread check before dispatch"
"cdcfc3a3-e7c9-511e-a884-7f12e5996332","","checkpoint-status","not-started","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","CP/9","Concrete Delivery Checklist","Inspector sign off attached below"
"32e1429a-5a69-4c19-9b15-e9854ec3c8ee","","folder-normal","not-started","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10"
"5bd864d8-2b1e-44f0-9cbc-e95589525651","","checklist-sectioned","not-started","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","CP/10","Pre-Pour Checklist 1"
