"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","Management Plans"
"c5e48fce-4d4f-4970-ac93-b7a4286c89ce","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.10 - Parapet Installation Span 10"
"722e4768-2827-4441-b301-0ae4303206c0","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.12 - Parapet Installation Span 12"
"fa8df8d8-cb51-4946-8a25-06a767eef073","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.13 - Parapet Installation Span 13"
"8079e078-cd04-4c51-adfc-326576984bf5","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.14 - Parapet Installation Span 14"
"004e5319-b75d-4ffc-8472-2337c65e1056","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.15 - Parapet Installation Span 15"
"f291f0f4-a700-4d0f-96a3-d6c4acd72eec","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.16 - Parapet Installation Span 16"
"9f83bfc2-abfc-48a8-b305-9b54130fcb27","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.17 - Parapet Installation Span 17"
"7beed3ed-1e1a-49b1-8d6e-11c95681f1cb","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.18 - Parapet Installation Span 18"
"8c81ef9a-72b9-4161-93e1-3915b0f7e8e3","","not-started","9da2784baca5a90fb1b02262ee8db13c1fdc2bab70afceb5c3de7fe04bd6e58b","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","ITP-B5.19 - Parapet Installation Span 19"
"fad959db-f0b6-47d3-b588-32a3779f490c","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","HP1197 - Parapet Hold Down Bracket Temporary Works"
"1d92cf1f-e582-47ed-8174-d5d08add16fd","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","HP2011 - Delivery of Sealants to Site"
"b0b31c3c-0f79-43a6-abe1-ad475dc57445","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","5. Parapets","HP2013 - Installation of Sealant - Parapets"
"b9ef467c-405c-4574-bd7b-2977cdfcccfe","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","Hold Points","6. Retaining Wall"
"9a7fc3b5-1c70-44a8-b37e-80104626ce6f","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","6. Retaining Wall","HP718 - Advance Topsoil Depth Investigation"
"9a72cffe-1592-49f5-9dc0-cb42fc450336","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","6. Retaining Wall","HP719 - RW1 Advance Contamination Inspection"
"a22df1bb-459e-4310-b85a-b3a3298eb67a","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","6. Retaining Wall","HP743 - RW01 Test Pits (Shallow Borehole) Report"
"a5b779b5-d1e6-458c-bf7c-cedc221809fa","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","6. Retaining Wall","HP929 - RW02 Test Pits (Shallow Borehole) Report"
"551a3f7c-4c65-403c-9f38-5ec9a2c83a2e","","work-in-progress","","folder","TRUE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails"
"55b4b0c0-1293-4767-b245-ace9bbcbeab6","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1346 - Commencement of Fabrication - Barrier Rails"
"49079dae-f3ab-488c-99a0-152bad294973","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1366 - Steel Procurement"
"6c2281a6-192c-4e64-a395-d500c89c6253","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1367 - Commencement of Welding"
"02e6732e-35f4-4c69-b947-e657e4aa5e3a","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1368 - Commencement of Welding of Subsequent Similar Items (Prototype)"
"8e905a56-4aa6-4f94-ac8b-f218d06eca24","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1637 - Transport of Barrier Rails - Delivery 1"
"f94894b3-4eb0-4b59-85c5-1e5660ce6b4e","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1638 - Delivery and Storage of Fasteners - Barrier Rails"
"80f17c68-c99d-4c6e-acd5-8052c3967202","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1775 - Transport of Barrier Rails - Delivery 2"
"0e0d273b-14df-40ed-8f55-d00f54c0e0f1","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1830 - Transport of Barrier Rails - Delivery 3"
"9f173a18-4f91-40b8-af44-5d47ca5432a5","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP1897 - Transport of Barrier Rails - Delivery 4"
"b7a97695-144d-4648-b3f9-1e0c14a09542","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Barrier Rails","HP2008 - Completion of Fabrication "
"39655320-1bf4-44d7-820c-c05a48bed3bf","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","Hold Points","Pier Protection Barrier"
"1c97da5b-3501-4c99-91ba-684acda12f48","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Pier Protection Barrier","HP1883 - Placement of Concrete - PPB W1"
"8ed610ed-2640-4f6f-ab07-bb6a5fed30ab","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Pier Protection Barrier","HP1901 - Placement of Concrete - PPB W2"
"8aa621f6-06f3-445f-9270-46bb87c92066","","work-in-progress","","folder","TRUE","FALSE","Project QA","Bridge QA","Hold Points","Off Structure Barrier"
"f4b4ef8e-2030-45ef-953e-04c66d24b25a","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Off Structure Barrier","HP1982 - Upstream Offstructure Barrier - Placement of concrete"
"487b0f6c-17e8-43b2-84f6-f8d67f1cfd28","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Off Structure Barrier","HP1983 - Downstream Offstructure Barrier - Placement of Concrete"
"08631b27-c897-4a35-bd23-0048e90d699e","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Off Structure Barrier","HP2012 - Downstream Offstructure Barrier (Wall) - Placement of Concrete"
"b49bd38a-5498-431c-b169-9a66287510c0","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Hold Points","Off Structure Barrier","HP2032 - US OSB (Wall) - Placement of Concrete"
"b201010d-dcd7-4d65-9b4c-994e6a2c59b2","","work-in-progress","","folder","TRUE","FALSE","Project QA","Bridge QA","Witness Points"
"d03e2545-7122-4d7d-92aa-f306577eac1e","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","Witness Points","Assembly, Lifting & Transport of Cages"
"a59b9255-bf9f-4213-aec8-88e84f0c93c8","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","Assembly, Lifting & Transport of Cages","WP007 - Assembly, Lifting and Transport of Cages"
"efc52170-891b-456a-b849-61bdff3ba2de","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","Witness Points","WP009 - Concrete Test Members "
"ea0c72b0-4c3f-4847-b63c-eda7a0d6e9d1","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP009 - Concrete Test Members ","WP009 - Concrete Test Members "
"9fb0d84a-b15d-47bc-8dc2-5967315e339e","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP010b - Recommencement of Stressing"
"60170a74-fd75-48d3-b1f7-d354d0af4de0","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP236 - Submission of Span 6 Girder Profile Diagram"
"0f38427e-5f80-47ed-85a5-8f08d5cbfaad","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP237 - Submission of Span 7 Girder Profile Diagram"
"3f0f8674-1dde-4cfe-b5e1-cb755a8b4404","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP238 - Submission of Span 8 Girder Profile Diagram"
"27416b84-6378-438c-a9fe-b900fa517155","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP239 - Submission of Span 9 Girder Profile Diagram"
"d5859da0-16d5-4bc0-98da-1a4be33ed44f","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP240 - Submission of Span 10 Girder Profile Diagram"
"91e96bee-e048-4c62-8d5e-f6edefe8b951","","work-in-progress","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","WP241 - Submission of Span 11 Girder Profile Diagram"
"5624e193-d33e-423d-a1e7-114ad7364979","","work-in-progress","","folder","TRUE","FALSE","Project QA","Bridge QA","Witness Points","Barrier Rails"
"5473dd29-0065-4781-8412-e8e98ca23daf","","work-in-progress","Project Startup Witness Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","Barrier Rails","WP560 - Steel Verification Testing"
"d700ec81-67c9-4633-ab24-730b7e195b1e","","work-in-progress","Project Startup Witness Point","checklist","FALSE","FALSE","Project QA","Bridge QA","Witness Points","Barrier Rails","WP561 - Notification of Fabrication Works "
"194b90a0-e7a3-4030-a404-86c117bdc88c","","work-in-progress","","folder","TRUE","FALSE","Project QA","Bridge QA","1. Piling"
"e0daef64-2ce3-43c5-8a3c-c8cccf073453","","pass","","folder","TRUE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings"
"09557f9a-aff0-4fda-9f79-2e0032183386","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP062 - B201.6.11 Transport casing on site (Pile 22,23,24)"
"8ec41cb5-802d-4d54-8a21-3e8f4bcc052e","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 070 - Transport of Casings to Site (Pier 5 - Piles 28-33, Bottoms and Mids)"
"852a7ae2-c334-432f-b31a-6f72677f5aab","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 071 - Transport of Casings to Site (Pier 6 - Piles 38 & 39, Bottoms)"
"d1d96ffa-5f88-4814-bc8d-fa4252164dae","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 077 - Transport of Casings to Site (Pier 6 - Piles 34, 35, 37, Bottoms and Mids)"
"f564dcdd-fffe-4aca-ba6f-4f55fcb23fdc","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 078 - Transport of Casings to Site - Pier 4 (Piles 25-27 Bottoms & Mids)"
"237d239a-d18d-42b4-9b5b-5c52ba9872fa","","pass","e6a376fe9a6aa3634bc2b4898747d69179463bdba810b5f257556b4781cdf317","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 079 - Transport of Casings to Site (Pier 6 - Piles 38 & 39, Mids)"
"0f80bdf7-6dec-4554-991a-812445d1cef7","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP088 - Transport of Casings to Site - Pier 4 (Piles 22-27, Tops)"
"1725276c-fd0a-4a35-b1ac-e56cd00dd300","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 93 - Transport of Casings to Site - Pier 5 (Piles 28, 29, 30, 31, 33, Tops)"
"3caf8371-f3d0-4eb9-aded-bdd685287524","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 095 - Transport of Casings to Site - Pier 6 (Pile 34, Top)"
"7f4e19ac-d1e5-4000-ae4e-4f815c1f4712","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 099 - Transport of Casings to Site (Piles 32, 35, 37, 38, 39 - Tops)"
"dc5fe301-bed5-4f58-87f7-3d00e2143559","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 101 - Transport of Casings to Site - Pier 7 (Pile 40, Bottom)"
"69950215-c1dd-4897-be3c-8547141f23e2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 103 - Transport of Casings to Site - Pier 7 (Pile 41, Bottom)"
"2592fe62-bc4c-41ad-aafb-a1cb2b90ff37","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 105 - Transport of Casings to Site - Piers 7 & 8 (Piles 42 & 43, Bottoms)"
"a6f93451-0606-4c2e-940d-8bde1d12fd1a","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 110 - Transport of Casings to Site - Pier 7 (Piles 40, 41, Mids)"
"4878837c-bebc-436c-aedf-b6d6e428ef45","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 112 - Transport of Casings to Site - Pier 8 (Piles 44, 45, Bottoms)"
"cf6b360a-0cae-445f-a87f-901fd5549925","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 118 - Transport of Casings to Site - Pier 7 (Piles 40 and 41 Tops)"
"9e565a49-8039-4742-b899-031a5d6bccf9","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP121 - Transport of Casings to Site - Pier 7 (Piles 42 MID), Pier 8 (Piles 45 MID)"
"4476ac22-18fe-439a-bcb7-c9988ac71ec0","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 126 - Transport of Casings to Site - Pier 8 (Pile 44 TOP+Mid, Pile 43 MID)"
"5a2a8342-cdc4-4b87-a79b-e19625d0d424","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP127 - Transport of Casings to Site (Piles 43 & 45 TOPS)"
"2d3dfe6d-fd79-442c-8498-655d13103d68","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP130 - Transport of Casings to Site (Piles 46 & 47 Bottom)"
"981a1c2c-8ab0-4ad3-b662-6c7889677735","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP138 - Transport of Casings to Site (Pile 46 TOP)"
"6e00e8c4-a433-4def-be7f-2c1674768ed5","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP142 - Transport of Casings on Site (49 and 50MID)"
"0eee22d6-7e4c-457b-9c94-5ae6e366507d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 157 - Transport of Casings to Site Pier 7 to 11 (Remaining)"
"9a97a3f9-e3ec-4572-9986-38413144792d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP 158 - Transport of Casings to Site - Pier 11 (52 TOP + BTM)"
"ca53abff-5040-4388-82b3-d427902d5487","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP162 - Transport of Casings to Site - Pier 11 (Piles 53 & 54 BTM)"
"5398d858-6019-467c-a854-9a08a5db2765","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP168 - Transport of Casings to Site - Pier 11 (Piles 53 & 54 MID & TOP)"
"5f9384eb-b529-47b0-9e29-fe57e52cb7ed","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP170 - Transport of Casings to Site - Pier 12 (Pile 55 to 57)"
"9ce30d81-3d91-47d8-bb3e-9a67aa06388d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP175 - Transport of Casings to Site - Pier 13 (Pile 59 & 60 BTM)"
"3c6ec3e7-1585-4ad2-a566-c8f2f9683f0d","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP176 - Transport of Casings to Site - Pier 13 (Pile 58 TOP, 59 & 60 MID)"
"d37a7b07-2d0a-4b2d-a634-b24f98071d5b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP177 - Transport of Casings to Site  - Pier 13 (Pile 58 BTM)"
"e1eef4a1-4bbd-4b29-aa67-c63be6e9ba5b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP178 - Transport of Casings to Site - Pier 13 (Pile 58 MID)"
"c7fe2cb9-6dc1-42fb-99e8-f41726366080","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP201 - Transport of Casings to Site - 59T,61M.62M PIER 13/14"
"9b281995-7273-4360-8995-51e8e8a574f2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP202- Transport of Casings to Site - 60T,61B PIER 13/14"
"26414219-7e14-4a8e-ae2e-bebaa4d1b113","","pass","a125e648f8f5df6a39ddf54c003ebcf5407cab42d484f12d14c627643f094e6a","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP203 - Transport of Casings to Site - 63B,63M,64M Pier 14/15"
"d14c3ce5-40c0-4108-9ebf-867feea08ffa","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP204 - Transport of Casings to Site - 62B Pier 14"
"66de3711-f1c5-4f46-8a7e-71ccc4c778ad","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP205 - Transport of Casings to Site - 61T,62T Pier 14"
"5ad79020-8fc7-4352-ac93-3bd8f86a3542","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP206 - Transport of Casings to Site - 63T Pier 14"
"8d25eead-d4fc-4e3a-96f9-c0c6649bb06f","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP207 - Transport of Casings to Site - 64B Pier 15"
"2419d3f1-94f6-441b-8c4c-860551856717","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP208 - Transport of Casings to Site - 65B,65M,67M Pier 15/16"
"74309bdd-cf5f-4fc6-99d4-f1b2c29d080a","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP209 - Transport of Casings to Site - 64T,65T Pier 15"
"344f21ba-1177-4c44-85e2-516dcac0e049","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP212 - Transport of Casings to Site - (79B,80B,81B) Abutment B"
"48edb432-b809-4567-83cf-b958299ed0a2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP214 - Transport of Casings to Site - 16B,19B,18B Pier 3"
"80c1c11c-3e38-447f-b09d-c09a90a42fc8","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP215 - Transport of Casings to Site - 17B,20B,21B Pier 3"
"7f4be660-a488-4bd3-aeb7-4520ed0d9522","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP216 - Transport of Casings to Site - 82B,83B,84B Abutment B"
"3af75122-9aa5-4032-9b21-8ea464548a93","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP261 - Transport of Casings to Site - Pier 13 (Pile 59 and 60 Top)"
"df8388ed-c826-468a-8eb8-46ec9d5229c2","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP263 - Transport of Casings on Site Pier 14"
"9f63d9dd-4205-4281-8359-63c743f3b516","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP265 - Transport of Casings to Site (Pier 15)"
"802c6001-305e-4045-a1ea-6781da9b1a4b","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP267 - Transport of Casings to Site (Pier 3)"
"20f8e33b-7433-496f-b219-8dcb84e3e60e","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP324 - Transport of Casings Abut B - 86, 87 and 89 MID's"
"51256ade-d015-4e99-bc2f-7157ede68d4c","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP325 - Transport of Casings Abut B 83, 85 and 84 Mid"
"719179c8-e618-4984-820d-7393d1cf39a7","","pass","336fa4871d0b340350484f9d5bdf43238b51d1859d164170d1d7cbc2b4d52715","checklist","FALSE","FALSE","Project QA","Bridge QA","1. Piling","Transport of Casings","HP326 - Transport of Casings Abut B 80, 81 and 82 Mid"
