"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"68946fea-33a1-4d64-aa8b-cd6695295f77","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1"
"72f7db51-d00a-4358-b2e0-2fcf16fd4d79","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01"
"34a6c912-8b68-4aef-88e7-8bfd5dbecad8","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor"
"14c27a31-947a-4856-bc57-a90841600708","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)"
"c5174fae-b860-4d09-b1e6-873e1ddd1538","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas"
"7f5ff510-ae4c-4e2f-b39e-f0664e90f6d9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas","Lounge 1"
"5dd28f2c-3d3c-422b-9c60-fbe81cffc8eb","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 221C","Pre Wire"
"b59827e8-ff95-4219-80d7-77ea6d28b4ce","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 221C","Install DB"
"4e1a6442-c9b9-400b-a1b2-ecf555634bce","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 221C","Fit off"
"1e4e76e7-2a42-402c-b0ea-e50e6d4577c1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 222C"
"744a1af9-a24d-4662-8dbe-c7386a65e7f4","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 222C","Pre Wire"
"d824b083-3a25-4ec4-b3f4-444ffe1f568b","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 222C","Install DB"
"4d2f9fdb-f470-4355-87ed-dca7ede4d0a5","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 222C","Fit off"
"ab736962-0d8d-49c3-ac42-16b4417a9876","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 223C"
"ed8c79c9-80c0-442d-a63f-28b7cbf06824","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 223C","Pre Wire"
"993b99c1-1c75-477c-b9c4-ea97b9b01a64","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 223C","Install DB"
"78889989-92a2-466c-85ce-bf003053d352","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 223C","Fit off"
"a22a9c03-94f3-420e-ab65-d7a7c9cf87d2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 224C"
"726a762f-8bc0-4543-8baa-5a260c16dcfb","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 224C","Pre Wire"
"045f1db5-467d-4880-82a3-eb48ba0b97fa","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 224C","Install DB"
"6a06fe39-7f05-420c-97b6-bace1ac66221","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 224C","Fit off"
"b0aaf327-aa5a-4e1f-9388-6aa9497e83cd","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 225C"
"b7ef8921-9bb5-4c43-9e8f-8f2c1a06b92f","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 225C","Pre Wire"
"076d0615-1711-40cf-8a79-f385e8fb6fee","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 225C","Install DB"
"44515bac-d871-4969-bba5-4b0b6c14d502","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 225C","Fit off"
"250d23e7-c61e-41c6-a1ad-d1af10f795f2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 226C"
"3dee1901-e2fc-46da-98ba-b9918911f3e0","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 226C","Pre Wire"
"e92465f0-6ffe-4802-a48b-1ae7b90ff368","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 226C","Install DB"
"3b80ba61-e352-4897-84c8-830a03be436c","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 226C","Fit off"
"93aed166-7039-41b7-be67-33c3bfc168f6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 227C"
"44be1ca0-38b5-4f02-8bf8-3ca0ee4c2984","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 227C","Pre Wire"
"b7d3a021-818f-445e-a8d3-47977a2f4f2f","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 227C","Install DB"
"b7fdd9e7-31b8-4019-954b-0f160481a01e","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 227C","Fit off"
"538fb8cf-c2fb-47b0-8cac-d28610f4754d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 228C"
"57b94a40-b40b-4d5b-a8db-c55379f65fd5","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 228C","Pre Wire"
"13edb5d9-e243-4275-8b3f-627a893f53aa","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 228C","Install DB"
"439f015d-68ca-49f4-961c-b97232460c78","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 228C","Fit off"
"3c75286e-7be0-4960-8a5d-741034b25262","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 229C"
"97890a24-5872-4b20-a45a-1def45fdc8f9","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 229C","Pre Wire"
"6ce29d31-4432-4e9d-81f4-2eb89b26d7a7","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 229C","Install DB"
"61d5e343-dfab-411e-b298-0fce9cc0a461","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 229C","Fit off"
"0a3cc2a8-79b2-44b1-a165-57670b3380fd","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 230C"
"8a69d38b-6c87-407f-b443-9bae6a7c4f27","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 230C","Pre Wire"
"aa43d447-3879-4cee-a5ae-23e1dc1680b2","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 230C","Install DB"
"fcd00bfe-604d-48b0-8ab5-1076c6d86bcd","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 230C","Fit off"
"0e56f9d0-e3df-4664-8cf5-822b30f713d2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 231C"
"66f65731-399a-440f-b9bc-da0b7e2a0492","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 231C","Pre Wire"
"1b220232-6ecd-4a17-a202-93c6f8ecf8fc","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 231C","Install DB"
"2bac8ac2-cb82-4fab-a025-2c81b2d16d19","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 231C","Fit off"
"ac7430a2-ffdd-4a4d-a974-08c2f8d6cd72","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 232C"
"dfd856b1-7595-4d1c-8374-0e8d0f9a4a12","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 232C","Pre Wire"
"0db9f884-6400-40e2-aa64-8d7f8f7ecca0","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 232C","Install DB"
"d6bba9a9-c23f-40e1-a3d5-1a05af282ed6","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 232C","Fit off"
"880e470d-c951-4586-b251-28d7d319bfd8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 233C"
"d3c48bb1-7282-415c-8170-8a29a34e0bdb","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 233C","Pre Wire"
"530f81a6-e7ad-4148-869c-4d8f93c13d19","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 233C","Install DB"
"4d1e09c6-32c5-41a8-a1c7-347e40b10312","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 233C","Fit off"
"d9dde9c6-d292-4e94-b140-3c0df2308b82","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 234C"
"a9aa7654-f1c6-4383-adfe-9702ff9845bb","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 234C","Pre Wire"
"ee9c2e25-a14c-442e-8715-bbb5488d9263","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 234C","Install DB"
"2f575bf4-ba3c-4dc8-9451-3c6be6a0cf71","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 234C","Fit off"
"985e5284-0265-42ed-a194-d4a6f5f7d0de","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 235C"
"ef9c2ade-8ccb-49b8-af2d-fc85e9ddb239","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 235C","Pre Wire"
"73ecba52-cbc6-4574-a4da-7fde3059c488","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 235C","Install DB"
"aa7e0f12-d6ba-4130-ab7c-5f065de17e9c","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Care (Special Care)","Residential Areas","Care 235C","Fit off"
"c4ab904f-0c19-497a-8807-cf794b2586fe","","checklist-flat","not-started","Stage 1 - Comms Room Commissioning","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","Comms Room - Special Care"
"c69d4b9f-9704-4b3b-9fae-f0b243e2e46a","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)"
"f160b090-049f-4f70-aca2-daaea5d7a83a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas"
"ee8176a6-0714-4878-9684-5ba661e01e18","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 3"
"46af60e5-076e-4826-8dce-7bb781fd0f00","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 3","Pre Wire"
"03dffd42-e9e8-4016-94a3-aefe892ebaf5","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 3","Terminated & Tested"
"fa9cb3a1-60ed-4741-a9a7-2b325ce507c7","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 3","Fit off"
"6cb6603c-3909-4ea6-97b1-b7e8afd9e23d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 2 and 3"
"c8f2520d-a8ca-48b9-b661-5c0e7711f213","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 2 and 3","Pre Wire"
"971a08c0-1023-4069-b9e7-4067fa375f5b","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 2 and 3","Terminated & Tested"
"8ed57545-8742-4865-8fca-33a5de17146e","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lifts 2 and 3","Fit off"
"445576db-d0ae-41eb-898b-47e59df7877a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Dining"
"f38a3a8a-99e5-403f-8e1a-d754a7c2d613","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Dining","Pre Wire"
"0e4473db-5f4b-4d56-87e0-da38984478bb","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Dining","Terminated & Tested"
"227364e7-729c-41c3-8d87-fe50a47c8dae","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Dining","Fit off"
"750048df-e79c-4642-9933-4cff3a391885","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Roof Terrace"
"e9a96110-e721-4d27-b519-b4334f61c561","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Roof Terrace","Pre Wire"
"bc5bd368-3afa-4395-bf10-2009d02b68aa","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Roof Terrace","Terminated & Tested"
"b06cc5ad-c680-471b-a0b7-db978c5f9767","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Roof Terrace","Fit off"
"21f92d76-45fa-41a4-813f-a5a367323684","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 5"
"9af711bb-ba68-410e-ad79-db58734ec106","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 5","Pre Wire"
"ecfd86be-2b2c-4e11-88b4-8df655d93924","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 5","Terminated & Tested"
"d0c4a209-67a6-4440-9b6d-946c6e9651c2","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 5","Fit off"
"1decf367-6482-4796-95d2-ab5a3c922de6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area D"
"f4a966c6-0fc9-4b7d-83fc-cb7725d62aee","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area D","Pre Wire"
"fcea4cf1-926a-432d-ab46-d596a8088b14","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area D","Terminated & Tested"
"42816eda-f7ec-4c65-b1ac-f01a4895c0d2","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area D","Fit off"
"180b7daf-9013-4d82-8caa-2d0749785601","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Treatment Hub"
"de46d4f8-17ce-471e-bb8a-a0674b884e8b","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Treatment Hub","Pre Wire"
"a43654b1-f52c-4736-962e-a8c82ff1a39a","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Treatment Hub","Terminated & Tested"
"c516ab30-027e-4d9d-96d6-33df5d9d669c","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Treatment Hub","Fit off"
"fc1b6a4e-e89c-4cf1-bc9c-80b175e712a9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 6"
"f3a15da5-7a10-4c62-a10b-7c57219c7cd0","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 6","Pre Wire"
"1ff656dc-e7e6-4ab0-9074-2b9b0502c05a","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 6","Terminated & Tested"
"8ce34a9f-42ce-4d29-aee9-b43a69e4cc3a","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Lounge 6","Fit off"
"fc2f4aac-2d16-4897-8d7b-87df040b69ba","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Electrical"
"55547f3c-eefc-4f0b-a25d-2e4b0b9d92c4","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Electrical","Pre Wire"
"401f77e1-5836-4032-b742-0e2622aa327c","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Electrical","Terminated & Tested"
"e5aee2f5-7bda-4224-a885-679e85d0a03b","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Electrical","Fit off"
"3ee08554-0786-45da-8eef-c19f21aa7e7d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","WC"
"ee439a0c-45b1-4204-a550-1eecce138ad6","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","WC","Pre Wire"
"e5636735-2d78-473d-9ec8-05dd5cf6f130","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","WC","Terminated & Tested"
"330846fa-80ac-4ae7-ba15-e7d3adae6f94","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","WC","Fit off"
"7a00be05-6945-45bc-b680-0aec72b9af46","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 4"
"3de28798-1f91-40d3-812d-de41b9e5f5ea","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 4","Pre Wire"
"1d491c9c-8e31-4d95-a5da-466e2970bb9a","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 4","Terminated & Tested"
"d17014f4-1d5b-40fc-949b-f78683f770bc","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 4","Fit off"
"91a37941-1905-4734-b1b7-be78807ba92e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area E"
"a59a46d6-2044-4a4a-935d-fea8d4d073c2","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area E","Pre Wire"
"3f658a39-edd2-4627-b069-6d71c1509a4d","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area E","Terminated & Tested"
"ec588419-497c-47e5-945f-5562878a6e0a","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area E","Fit off"
"969d97b9-6b4e-46b8-a0c1-f29fef7dc0f9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 5"
"93f7d294-0563-4aee-add9-3e5d80af7f03","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 5","Pre Wire"
"b824934b-6b88-4c70-9259-d399e043c8fc","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 5","Terminated & Tested"
"34486672-63d1-4a83-8c2d-9206a1859abe","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Stairwell 5","Fit off"
"3c2a7a34-9439-4ade-b1a5-edc3216355b7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area F"
"8da71bce-83e3-4d21-ac01-3d4926cccf88","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area F","Pre Wire"
"52674a18-2f5c-4910-a8cd-283402a75649","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level Two","ALS (Assisted Living)","Common Areas","Corridor Area F","Terminated & Tested"
