resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E707,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E708,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E709,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E710,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E711,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E712,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Ventilation Checklist Commissioning [G],Sign Off,folder-with-checklists,,,,,,,E713,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Common Area Ventilation,,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[SPF-T6-R.1] - Stair Press [Even Levels],,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[SPF-T6-R.2] - Stair Press [Odd Levels],,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[SPRF-T6-R.1] - Lobby Relief - Ground Level to level 10,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[GEF-T6-R.1] - Garbage Exhaust- Level Ground to Level 10,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[LSF-T6-R.1] - Lobby Supply - Level Ground to Level 10,,,,,,,,,,,,,,,,,,
,,,step,,,,,,,Common Area,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,,[LSF-T1-R.1] - Lobby Supply- Level 1 to Level 9,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,,[GEF-T1-R.1] - Garbage Exhaust - Level 1 to Level 9,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,,[SPF-T1-R.1] - Stair Press [Even Levels],,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,,[SPF-T1-R.2] - Stair Press [Odd Levels],,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,,[SPRF-T1-R.1] - Lobby Relief- Level 1 to Level 9,,,,,,,,,,,,,,,,,
,,,step,,,,,Tower 2,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 101 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 102,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 103,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 104,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 105,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 106,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 107,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 108,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 201 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 202,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 203,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 204,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 205,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 206,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 207,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 208,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 301 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 302,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 303,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 304,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 305,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 306,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 307,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 308,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 401 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 402,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 403,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 404,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 405,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 406,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 407,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 408,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 501 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 502,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 503,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 504,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 505,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 506,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 507,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 508,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Common Area,,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[LST-T2-R.1] - Lobby Supply - Level 1 to Level 5,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[GEF-T2-R.1] - Garbage Exhaust - Level 1 to Level 5,,,,,,,,,,,,,,,,,,
,,,step,,,,,Tower 3,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G01 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G02,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G03,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G04,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G05,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G06,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G07,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G08,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G09,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G10,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 101 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 102,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 103,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 104,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 201 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 202,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 203,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 204,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 205,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 206,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 207,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 208,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 301 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 302,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 303,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 304,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 305,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 306,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 307,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 308,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 401 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 402,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 403,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 404,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 405,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 406,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 407,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 408,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 501 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 502,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 503,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 504,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 505,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 506,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 507,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 508,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 601 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 602,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 603,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 604,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Common Area,,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[LSF-T3-R.1] - Lobby Supply - Level Ground to Level 6,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[GEF-T3-R.1] - Garbage Exhaust - Level Ground to Level 6,,,,,,,,,,,,,,,,,,
,,,step,,,,,Tower 4,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G01 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G02,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G03,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G04,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G05,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G06,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G07,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G08,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G09,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 101 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 102,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 103,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 104,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 105,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 106,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 107,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 108,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 109,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 2,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 201 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 202,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 203,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 204,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 205,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 206,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 207,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 208,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 209,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 3,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 301 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 302,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 303,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 304,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 305,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 306,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 307,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 308,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 309,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 4,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 401 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 402,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 403,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 404,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 405,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 406,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 407,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 408,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 409,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 5,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 501 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 502,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 503,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 504,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 505,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 506,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 507,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 508,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 509,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 6,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 601 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 602,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 603,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 604,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 605,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 606,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 7,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 701 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 702,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 703,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 704,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 705,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 706,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 8,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 801 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 802,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 803,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 804,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 805,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 806,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Common Area ,,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[GEF-T4-R.1] - Basement 1 & Ground Level to Level 8,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[LSF-T4-R.1] - Lobby Supply - Ground Level to Level 8,,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[SPF-T4-R.1] - Stair Press [Even Levels],,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[SPF-T4-R.2] - stair Press [Odd Levels],,,,,,,,,,,,,,,,,,
Ventilation Checklist Commissioning [G],Sign Off,,folder-with-checklists,,,,,,,[SPRF-T4-R.1] - Lobby Relief - Level Ground to Level 8,,,,,,,,,,,,,,,,,,
,,,step,,,,,Tower 5,,,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Ground Level,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G01 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G02,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G03,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G04,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment G05,,,,,,,,,,,,,,,,,,
,,,step,,,,,,Level 1,,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 101 ,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 102,,,,,,,,,,,,,,,,,,
A/C Checklist Commissioning [F],Sign Off,,folder-with-checklists,,,,,,,Apartment 103,,,,,,,,,,,,,,,,,,
