"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79274318-4500-4040-97b7-9229f4c6fc0c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"f1f0713c-04ae-4a4e-9feb-cdc1628d0e62","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Retention Piles"
"8877135f-87ee-4042-9c62-1c2402fe2d27","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Retention Piles","Zone 1 (RP154-RP289)"
"aba0ea19-78b1-4c36-a9b2-8fb41248157e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Retention Piles","Zone 1 (RP154-RP289)","RP154-RP200"
"245fc8b1-e2b0-592c-911f-81f0465476c8","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1 - A19"
"8c0c1e94-7894-521f-8438-66c72e61ddec","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1 - A20"
"21b18d09-fc75-52cc-a333-7376c488d171","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1 - A22"
"4e52a013-1787-5b37-adbf-312496a7ef75","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1 - A24"
"f36deff7-b60e-55bd-81f7-915c716a84ca","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1 - A26"
"b603b93d-6a1b-5e44-9b77-de63fb501387","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1_L1 - A28"
"2e3f7452-ddb3-569b-a9cf-67991c0c0dbb","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1 - A30"
"8625b654-7666-5b0b-880f-192cf61e9524","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A32"
"4e7c1224-2d68-5f90-90c4-e202be514e61","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A34"
"7b847a42-13ca-5ba7-8bef-5af4fd97965c","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A36"
"cb04a8dd-ce04-58f0-8844-7d0a7e771717","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A38"
"a33a03b4-bf37-5587-a75a-b3d2d9f04837","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A40"
"69babda9-d62e-5f1a-b30a-8c4a4252ac5c","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A42"
"830c2cf0-aa2f-5923-a812-b4f55d07f8de","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A44"
"ff29ad13-0a52-5427-b5ad-68843ca93162","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A46"
"5db229c0-26d9-5427-89ce-2157118e3e10","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A48"
"ded666f9-5d58-5dee-8497-6ff915f44d76","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A50"
"dc5e3d10-d91d-50d5-aa9c-6072304421b6","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E1- A52"
"04ac3def-155f-5bf1-a345-77bf929a092c","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A290"
"2da5a421-04ca-5a81-a80e-aec783b4db26","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A292"
"111969a8-a5d4-5d31-bf20-ec02ac53ed04","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A294"
"a7cf8b60-3bae-5015-b6e0-e6a24e7cca4a","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A296"
"1ab519bb-9090-5c44-99ec-497a98f6cc51","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A298"
"ced1f302-7e9c-5755-a344-00cb35365cbd","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A300"
"ff9a7193-9378-526c-9785-a216e1b343a7","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A302"
"72fe00b1-a53d-575e-86fc-76eb571837d5","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A304"
"d853ab00-232c-5dd6-8c8a-a3960b4aaf07","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A306"
"dcc6496a-a6b5-5b68-8117-077e97323f2f","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A308"
"741401f9-ce86-5e8d-93e7-2f66e43cb933","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A310"
"9ef20366-496f-534e-9561-ebd6e30e68df","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A314"
"45bf8d8c-b5f6-51a8-a3a7-e36e6ee1d689","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A316"
"c3f8970d-24be-5496-b41c-5aebbf0edad2","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A318"
"7ab388fa-3b93-59c6-9e8b-d56a0f6ba272","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9_D1 - A320"
"459da678-e556-5858-bea0-5eadcbd2df68","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A322"
"ca105230-942d-5328-9ad1-0fc559e73dcb","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A324"
"58ed81b4-8d19-5ed9-a266-37b77ad0c765","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A326"
"ac78cffa-b983-5699-95bb-f9c36ee39917","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A328"
"ec58ca61-4ca1-5ff0-9aef-92645ad17995","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A330"
"7b080be7-eab5-5a51-aed3-d305f5a957a2","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A332"
"055330a7-7408-52a9-856e-d74e662f78ea","","checklist-flat","work-in-progress","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A334"
"e8e717b6-86b3-569c-bead-3adae4463601","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10_D1 - A336"
"46075da1-a271-50c0-b27f-43eab09e1544","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10_D1 - A338"
"6c2b1c9e-7c5b-5c64-9dcd-22890ca31590","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10_D1 - A340"
"e5815450-55b0-5169-95d1-6ed024a4771a","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10_D1 - A342"
"8dc340fd-575e-5db1-8fb2-841194b56314","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A344"
"84b908bf-caf5-5ee8-a196-f243341a8e88","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A346"
"173d0d21-2ee0-5e77-8a9b-750c4b619974","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A348"
"64575e2d-cb20-53be-bd63-d1a2a8b74f05","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A350"
"2d3dc53a-d7fc-5c19-bb28-093fb7126f7d","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A352"
"1e9b25b5-cc88-5280-806c-cfb0a3143f7d","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A354"
"3a540bb6-3cd1-5af1-b9dc-8e3f77c456a4","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A356"
"58a3dbb3-9907-55e6-bd6b-04cc2fbe2250","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A358"
"b64bdc17-07aa-561b-bebd-eb1abe7744a0","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A360"
"04e81cbc-4a28-5b29-8be4-55974ef7f391","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E10 - A362"
"2a4797c9-ef51-5809-8c70-285c4b46ae06","","checklist-flat","pass","Anchor (Type 1 Walls) - (NFH - V.100621)","checklist-flat","FALSE","FALSE","Site QA","Ground Anchor","Zone C","E9 - A312"
"bfd1fd26-53c0-4637-9fa9-ea5cb6785a51","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane"
"7d1d800b-1a85-4323-88ee-21854f63dcdb","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 1"
"09af73d8-cbb7-49a4-93a8-349c53d6f5f9","","checklist-sectioned","pass","Rafts - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 1","TC1"
"7e2ff173-c320-4cda-8848-8fa1da3e7602","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 3"
"771be2c0-682e-55c0-952b-236ad42e8f2c","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 3","Tower Crane 3 - TC3-1"
"dbd9cdd5-c1ef-55b1-9622-684bd03168c2","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 3","Tower Crane 3 - TC3-2"
"40ed6115-14d0-552b-b929-a325ecb7f59c","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 3","Tower Crane 3 - TC3-3"
"8770470d-7973-53c5-a904-2b82b25af56f","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 3","Tower Crane 3 - TC3-4"
"b3cbb1ff-1590-4db6-a30d-1edca0ad9ff3","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 3","Tower Crane 3 Base"
"77a5cc94-3256-429c-b494-5b93936e35c9","","checklist-sectioned","pass","Shotcrete (Type 1) - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 3","Tower crane 3 Wall"
"c3e4e2d2-6046-41a7-bc0d-c4b04dbc9aed","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 4"
"af5c8cba-a60d-551c-87ce-df908078a345","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 4","Tower Crane 4 - TC4-1"
"0b0ff748-4aff-592b-bc81-d4aa81d56fc4","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 4","Tower Crane 4 - TC4-2"
"6f7edb2d-3c29-59cc-b527-7500a4f74a44","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 4","Tower Crane 4 - TC4-3"
"cb11a1e4-035d-57a9-be14-dbf87258bb59","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 4","Tower Crane 4 - TC4-4"
"acfb3d94-303e-5140-afe5-c42e1d35e0db","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 4","Tower crane 4 Base"
"b43eaeac-3ae1-4e5e-b71a-4e338b67810e","","checklist-sectioned","pass","Shotcrete (Type 1) - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 4","Tower Crane 4 Wall"
"51c3e002-92e8-4e6f-a4df-760baabc5b0c","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 5"
"1d157a3a-cc5a-519f-a73d-86761b51861a","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 5","Tower Crane 5 - TC5-1"
"a3ec1ee4-a632-5401-9419-a78375eff4f9","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 5","Tower Crane 5 - TC5-2"
"f792341b-23a7-519e-97ec-cc95e36f91d2","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 5","Tower Crane 5 - TC5-3"
"7938d597-55d9-595f-a66a-82f20f840c6f","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 5","Tower Crane 5 - TC5-4"
"a22f84bf-3cdf-5715-a173-a48c46ed16a0","","checklist-sectioned","pass","c26198eef457ae9dc9781604414fd203f69695fc03b5d494e0648b55dcb91c5c","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 5","Tower Crane 5 Base"
"69c88312-8f51-4bca-a246-96bd44f30b28","","checklist-sectioned","pass","Shotcrete (Type 1) - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 5","TC 5 Retaining Walls "
"ce97edf9-0be1-41a4-bcce-a33ad336d370","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 6"
"b66ab3d6-b471-5ecf-9d10-97ce51c5bbf4","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 6","Tower crane 6 Base"
"0cb5cc33-c6d7-54f1-8967-4a76efe24c49","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 6","Tower Crane 6 - TC6-1"
"9120760e-81e4-51e8-b432-4f1b6a8cbe1d","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 6","Tower Crane 6 - TC6-2"
"4532a94e-7105-53ab-9d50-1726b2932b5e","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 6","Tower Crane 6 - TC6-3"
"b8cde397-8b54-54a9-b18c-d83acdf4dd0d","","checklist-sectioned","pass","Foundation Pile - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 6","Tower Crane 6 - TC6-4"
"c1860ec0-202c-4080-9407-96d2ad16b42f","","checklist-sectioned","pass","Shotcrete (Type 1) - (NFH - V.100621)","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 6","TC6 Retaining Wall"
"61e86ba7-8ca9-45d9-a5b8-bf630ed75759","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 7"
"cc67fd06-5b2b-5e0e-91bb-500ef2758021","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 7","Tower Crane 7 Base"
"0c386268-8c59-475a-aa85-a0b90888fc04","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Tower Crane","Tower Crane 8"
"f1a6e2b3-546e-4c04-82c4-2a6862a93df2","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 8","Tower Crane 8 Base"
"05802e24-5d35-490e-860a-cd09ff8c9786","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 10"
"1659ca5c-dcd3-48ea-8923-1388f2c707c2","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 2"
"28d73c28-ad8e-470f-a16d-c5ebd37926fa","","checklist-sectioned","pass","4e4bf0f14a5faeeb74733bf733d4388941260dff7d198120332f121ec2108eca","checklist","FALSE","FALSE","Site QA","Tower Crane","Tower Crane 9"
"310b7882-24b8-43f5-92e7-985534242ec2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Slab on Ground"
"e9f9fde7-48e6-44e0-94ad-a7014b899644","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Loading Bay - Grid Lines: B01- B08"
"5924d39f-16b3-4398-aa20-17df0152bf98","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.1"
"401b87af-a006-4091-9d27-581065d3edd8","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Loading Bay - Grid Lines: B08 - B13"
"5b973d4b-6abc-4c01-a8d9-8baa3219fdc3","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.2"
"3570b544-4479-4362-b1f7-7159f70259be","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Loading Bay - Grid Lines: B13 - B18"
"f1daceeb-03b6-4254-8c2c-39b4e43f8a91","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.2 Pour 2"
"7a6ee73b-3ba9-45e3-bbe3-d8d49876cd27","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.3 Pour 1"
"df6243ec-9df4-40d6-99ab-53b8f462ce5e","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.3 Pour 2"
"06565356-1714-4757-b4c3-e16e231fd30f","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.2 Pour 4"
"cad1c26d-9cb4-4c92-a641-f3655b0e50ca","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Loading Bay - Grid Lines : B18-B22"
"0769dfe9-5835-48fe-a28c-0fcea45d59d4","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.2 Pour 3"
"811555ee-38cb-4b60-9da8-b8ac30264342","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.5 Pour 1"
"1ec8175c-6e6d-4a57-a946-8898dc860245","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.4"
"999d6d08-5e3a-452b-a934-2ed2df30fbd6","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.5 Pour 2"
"0f9424dc-4cde-4c79-be53-8a41dbdeb57a","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.3 Pour 3"
"350cd968-a104-4066-960d-73a805f032c9","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Grid Lines: Zone 3.6"
"18de186a-030f-45ed-be52-4bede8b97752","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Grid Lines: Zone 3.7"
"a3d60410-2747-4ba5-95b3-3dcdb73cc01a","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Loading Bay - Grid Lines: B22- B27"
"98ba8d52-2af1-4025-a8fb-d0a8c339f0d6","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Loading bay  - Grid Lines: G10 - G03"
"83462eb5-94f5-411e-9cb9-c1d3d103f394","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Grid Lines: Service Tunnel"
"7485a6b4-0a9b-4b51-aea5-ca5ea3a60b5f","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.8"
"348aeb4c-0306-4710-b12d-e0d6a6f65f05","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - TC 7"
"533ab0cf-8d1f-41f3-a655-5390e91edee1","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Raft 5"
"6216662c-723d-4e14-b48a-a8b6d32e79d5","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.9"
"90950892-3f51-4e64-9964-a4da561435e1","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 1.1 Pour 1"
"94b63b54-ee69-4339-a638-bc514cfab5be","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Raft 10"
"53032f0f-5c80-4387-a38c-31f31eb9a719","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Service Tunnel Pour 2"
"80ab520e-c1ce-4c81-8e63-1ce94e2bdae7","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.10 Pour 1"
"9766d3be-61dd-4c6e-b0eb-87b622f6e992","","checklist-sectioned","pass","Capping Beam - (NFH - V.170521)","checklist","FALSE","FALSE","Site QA","Slab on Ground","Ground Beam B13 - B16"
"be0ca2ea-1e64-484e-8959-752e5b302f99","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Loading Bay Grid Lines: G15 - G11"
"c1b85e54-b9a3-455d-bd45-de2b346d962b","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 1.1 Pour 2"
"ee5d0f42-7e51-47e3-8759-43579357a891","","checklist-sectioned","pass","Slab On Ground - (NFH - V.030621)","checklist","FALSE","FALSE","Site QA","Slab on Ground","SOGs Reference - Zone 3.9 Pour 2"
