"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ee2d1a87-5029-57cd-b79b-36b33c1abd7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"9173777d-2f26-5536-ad82-6db060a31654","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations"
"3f3d9f08-fbb4-5bf6-b254-4c979c9ec28e","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing"
"57937ae8-dbcf-514e-9f5f-32f99561b62e","Child Concrete - Pre Pour(482ce240-5f0a-5b5b-8e0b-2288a3283565) -- Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit"
"482ce240-5f0a-5b5b-8e0b-2288a3283565","Child Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit","Concrete - Pre Pour"
"62e203df-b6a1-57ef-b89b-f51b07cca9a4","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Passive Fire","Trades QA received & attached as applicable"
"d02f00ea-0831-54bc-8f91-def1e30cf744","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Preline/ Wall Linings"
"a54a1fbb-6cc8-5eb8-89ff-bb90e7e76af3","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Preline/ Wall Linings","Ensure installation guide has been followed for insulation"
"e0bfb6ca-be25-55e1-9676-dbee3174a30c","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Preline/ Wall Linings","Ensure installation guide has been followed for fire rated walls"
"3ce0707e-232f-579c-8c37-6ae5884950bc","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Preline/ Wall Linings","All service noggs and fixing noggs complete"
"d3c9ed1a-ad92-5eaf-abda-5732dd9c6dd3","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Preline/ Wall Linings","Trades QA received & attached as applicable"
"33121edb-9e07-5fe1-a6fe-7b57581718af","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Postline/Wall Linings"
"3dd0ce0d-21cd-5088-9ef1-fcc4469fb521","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Postline/Wall Linings","Plywood in bathrooms correctly installed"
"8187a4de-fc3f-588f-afe4-5ec423378f01","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Postline/Wall Linings","Gib screwed off correctly"
"d476a7c4-ec4a-5448-b019-507d4b793071","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Postline/Wall Linings","Gib in bathroom correct"
"2c5834a2-3cff-5cc3-80f7-5226767b79e9","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Postline/Wall Linings","Trades QA received & attached as applicable"
"e12882b4-7625-579f-9566-e1119fc4e2c8","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Gib stopping"
"81c4af9d-a048-592c-91cf-907912e04c0a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Gib stopping","All stopping completed and specified level of finish achieved"
"0fb29a5d-c6c8-53e9-8d02-9e16e89c15e0","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Gib stopping","Trades QA received & attached as applicable"
"d8976deb-59c7-5559-9896-7efe2a24f37a","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Painting"
"b379ccd2-2fd3-5b24-9cde-0c59eaf62bba","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Painting","Trades QA received & attached as applicable"
"c3a73851-2e50-5b77-a995-b82b49f9e8cb","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Bathroom & Laundry Waterproofing"
"8ad55f66-2a6f-57cf-beac-4ac2b31bb9fa","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Bathroom & Laundry Waterproofing","Waterproofing completed as per specifications"
"6dcde232-4324-5747-8a84-97497a018ac2","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Bathroom & Laundry Waterproofing","Trades QA received & attached as applicable"
"8c9de206-4bd0-51e8-8f74-106c72778ceb","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Joinery Fit Out"
"5cdebd1d-3519-5b07-a72d-ef8deefbca97","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Joinery Fit Out","All bathroom joinery installed as per specifications"
"7f8b3bf9-de54-5a88-95dd-fed565ecf952","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Joinery Fit Out","All kitchen joinery installed as per specifications"
"6002a747-663c-588b-9e21-8cf643a09f7d","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Joinery Fit Out","Trades QA received & attached as applicable"
"b48300bb-0486-5429-8e9f-54858c198df1","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Floor coverings"
"79e39c67-9ac9-5c07-8161-8dab5a9fa5b6","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Floor coverings","Vinyl installed as per specifications"
"1b4f3fb9-c7f8-5aa6-9a6a-8403184776ac","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Floor coverings","Carpet installed as per specifications"
"905e7cc7-2433-5918-ae5b-e69f3d602b54","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Floor coverings","Trades QA received & attached as applicable"
"00232dc6-dcf7-592c-bbd8-9c5d0681c857","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Fire System"
"bf63cc81-7788-5324-8f7c-5c7327164f2c","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Fire System","Smoke detectors & sensors fit off completed"
"7331d903-ca16-5919-b64e-d588195b31af","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"c9f42c61-6fd3-51d4-8a33-589554ec6070","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Fire System","Sprinkler rough fit off completed"
"dc539801-7c4a-5515-9a87-619de8f7121d","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Fire System","Sprinklers commissioned"
"48791d1a-0a8c-58c8-88e5-0b5e7584d644","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Fire System","Trades QA received & attached as applicable"
"60024356-d276-512c-9f37-ccbf7ca01d45","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C201","Woodview Final Sign - Off"
"8f927278-5d1f-4980-8c3d-329582a274f9","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C201","Woodview Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"64ca736a-4fd2-5460-93d8-4425d30a0fad","","checklist-sectioned","work-in-progress","QA - Interior Fitout","checklist","FALSE","FALSE","Building C","Interior Fitout","L2","C202"
"445eb697-702a-5fa2-b19b-62f596c9fd76","","checkpoint-group","pass","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Interior framing"
"5beb452e-49b7-5182-b5b3-1b32974610ba","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Interior framing","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"6076a463-9716-50d9-9ed5-47b8c21e09a0","","checkpoint-group","pass","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Steel Stud"
"ab9ea7d0-5e12-5004-ad97-5752a9773ef8","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Steel Stud","Trades QA received & attached as applicable"
"9efe4f0e-a9bd-5b86-9165-a0b89ffee283","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Plumbing First Fix"
"03215f5b-8fb0-5158-bf81-a980fd5a2a35","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Plumbing First Fix","Plumbing first fix complete"
"4c3aeff1-43ff-571e-ab35-0ce6dacdffac","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Plumbing First Fix","Trades QA received & attached as applicable"
"b1ab42c6-fab8-5c99-bd25-028afae6143a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Plumbing First Fix","Plumbing fitout have been tested & commissioned"
"8fe0e19c-6056-579e-b53f-3a10124fe122","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Electrical First Fix"
"1893b660-3ed8-5347-a1e4-913b179c4117","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Electrical First Fix","Electrical first fix complete"
"0f02e42c-7bb4-5d09-b8d4-8ccbb6ad4d0c","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Electrical First Fix","Trades QA received & attached as applicable"
"b69bd0b4-6803-59f9-a536-42ba5c6402e1","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Electrical First Fix","Electrical fitout have been tested & commissioned"
"579c5040-f0e4-5679-83f5-0b9e9dd3a39a","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Mechanical First Fix"
"65919c0b-0afe-534e-8e95-f6c18a7faa69","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Mechanical First Fix","Electrical first fix complete"
"477b516e-072b-558e-a1ad-46e272cc96d9","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Mechanical First Fix","Trades QA received & attached as applicable"
"10f2ed61-6e8d-5350-aed4-30cf954ad1e2","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Mechanical First Fix","Air Conditioning / Mech fitout have been tested & commissioned"
"18484e01-be54-5263-a588-2d83febf3498","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Passive Fire"
"8ef0d7b5-d34f-5ad1-8d08-8482712e9bb9","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Ensure all penetrations have been installed as per specifications"
"3d48111d-3a7b-57a6-bfa5-4750c9ad83a0","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Ensure all fire collars have been installed in accordance with manufacturer's specifications"
"880d222a-ce77-50fe-a9f5-64dcf44968b5","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Ensure that mechanical ductwork is suitably sealed when passing through firewalls"
"73735e82-4eb8-583a-9599-9be597797be2","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Ensure that suitable access is provided to mechanical fire dampers"
"98e162ed-4d9a-56c6-81dd-840029a9377e","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"309514e5-130e-5cf4-907b-b9cab2d077d3","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Check that fire doors have been filled"
"4194675e-b615-5345-9840-fa7c87b833d0","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Passive Fire","Trades QA received & attached as applicable"
"d792e57d-d656-582c-8de2-4f83c3de4298","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Preline/ Wall Linings"
"8038f79f-4c4b-5fd3-8fea-c856fe18ed68","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Preline/ Wall Linings","Ensure installation guide has been followed for insulation"
"bbde4fcc-3c0f-5ab1-9960-2a64e790de4a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Preline/ Wall Linings","Ensure installation guide has been followed for fire rated walls"
"418cbb67-4d88-5645-81dd-7ea1fdbfa40d","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Preline/ Wall Linings","All service noggs and fixing noggs complete"
"36bb6816-ff01-5cfc-8705-e2bd4bea4ffa","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Preline/ Wall Linings","Trades QA received & attached as applicable"
"6596c92d-38bc-53b3-8dde-d9c564760f32","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Postline/Wall Linings"
"b063c775-23d5-576c-8a01-49954b10a86c","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Postline/Wall Linings","Plywood in bathrooms correctly installed"
"f34254e7-355b-5896-abb9-e2046b9e7e81","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Postline/Wall Linings","Gib screwed off correctly"
"937446dc-7ee8-5a3e-a7e9-2423a4348df7","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Postline/Wall Linings","Gib in bathroom correct"
"ee2cf343-1b42-526f-bb0e-01fc94e3bb51","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Postline/Wall Linings","Trades QA received & attached as applicable"
"28a8e964-aee3-54c4-bcec-abd103621a49","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Gib stopping"
"e69a9ae0-03e5-50b3-85cf-58a60d5afc99","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Gib stopping","All stopping completed and specified level of finish achieved"
"9cee48bb-083d-5032-8a6d-9b0faee85375","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Gib stopping","Trades QA received & attached as applicable"
"19404ad4-b83c-5e9f-9d5a-24d02a277cdf","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Painting"
"78c59837-7041-5d3e-b704-a42a71321d39","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Painting","Trades QA received & attached as applicable"
"3d872afb-888f-5689-a8ce-4e62d089eda2","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Bathroom & Laundry Waterproofing"
"2bf1c55a-065c-51db-bce7-bc32132eec8c","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Bathroom & Laundry Waterproofing","Waterproofing completed as per specifications"
"f39465af-c867-5132-a761-58a963b909a8","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Bathroom & Laundry Waterproofing","Trades QA received & attached as applicable"
"a086060d-d683-562e-afec-918ce5206c1e","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Joinery Fit Out"
"a7791a1a-7729-5ba6-9d29-817978fdc9eb","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Joinery Fit Out","All bathroom joinery installed as per specifications"
"a8f950f5-672c-55fa-ae93-ab5f1b9967a2","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Joinery Fit Out","All kitchen joinery installed as per specifications"
"ca5ef70b-3220-522d-8c8d-789cd4d73b49","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Joinery Fit Out","Trades QA received & attached as applicable"
"ef6839b1-36eb-5e86-88e4-b438d21c640e","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Floor coverings"
"9a8f8064-54ed-5b1d-83f9-36919398abe5","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Floor coverings","Vinyl installed as per specifications"
"5966d29a-4549-5d5b-8518-6ff13509f64a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Floor coverings","Carpet installed as per specifications"
"9241e7b4-5f88-5736-a3be-ec7492519423","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Floor coverings","Trades QA received & attached as applicable"
"327197fc-5eb2-5bf9-91a5-dfd263c05ffc","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Fire System"
"ebe571e0-17d5-5d71-995b-2d2e9399324f","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Fire System","Smoke detectors & sensors fit off completed"
"a76646b2-304b-55ae-912d-a21378d920a1","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"e2e2a1eb-c0fa-56f2-bba6-09031ef797ba","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Fire System","Sprinkler rough fit off completed"
"818aa5d7-222a-5430-8401-2eeacdc5b58c","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Fire System","Sprinklers commissioned"
"9a6eba1b-3b86-56f2-95e2-9d6ae72e4b87","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Fire System","Trades QA received & attached as applicable"
"240e4af0-107e-591f-94ba-c6374dc6d2c1","","checkpoint-group","not-started","","","FALSE","FALSE","Building C","Interior Fitout","L2","C202","Woodview Final Sign - Off"
"6ab736a7-5da1-4cce-acd0-fbac40edc61a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Interior Fitout","L2","C202","Woodview Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"70fcb796-d552-5284-855b-3d6ef065bff5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building C","Exterior Fitout"
"c85db6ba-f429-578c-97cf-44f1eaa1940b","","checklist-flat","work-in-progress","QA - Exterior Fitout","checklist-flat","FALSE","FALSE","Building C","Exterior Fitout","North Elevation"
"63159f57-25c7-56ae-b445-39e0f93e5076","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel joints with in tolerances"
"27c19d85-33c2-509a-9d8a-e745ef5abeae","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel damage"
"3c5f6d92-ba2b-5e08-917e-af8b6f44e852","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel defects"
"8205bf91-bf1a-573e-90b2-395cd98e4de3","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel joints cleaned"
"b3ab751d-7eb7-5339-8f1c-27f36c039953","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel PEF Rod in joints"
"8260c0d3-9ac1-5b42-a6be-3c1503f7c5a9","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel joints primed"
"c88543cb-9d2c-5546-a094-5f474944a93e","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel joint sealant correct type"
"4959e783-0891-5b2c-9212-ce03526dab1c","","checkpoint-status","pass","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel joint sealant correct"
"970e4a80-a37a-5686-9a67-6c6c98821d4f","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Panel joint sealant peel test"
"8375bafc-ed68-5558-8b2e-1daae9168092","","holdpoint","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","North Elevation","Request Sign Off"
"fc6bfbd0-587d-5a95-a166-ea346c048c6b","","checklist-flat","not-started","QA - Exterior Fitout","checklist-flat","FALSE","FALSE","Building C","Exterior Fitout","East Elevation"
"c303adb3-ec15-54a1-9fb6-50cfdc63f0fb","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel joints with in tolerances"
"c209ca8a-bdf3-52ec-b5e5-438e44f2c31d","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel damage"
"1eb7136a-a8c1-5f3e-9afc-bb40603f1c0c","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel defects"
"8ea5b489-d6a8-5042-b891-5a485eeb88db","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel joints cleaned"
"62c50dd0-d99e-5dfd-b065-80a695eb8e05","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel PEF Rod in joints"
"7d4f7dc4-3835-5b66-8857-6aeeff9fdbd3","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel joints primed"
"1391b16d-d903-5dcf-80de-40cf999117d7","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel joint sealant correct type"
"1f180a40-25dc-5829-b841-56bddd590c53","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel joint sealant correct"
"1608d7b7-be37-554a-a249-363eca007363","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Panel joint sealant peel test"
"abd48b67-4024-577a-bb63-48df38f85eff","","holdpoint","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","East Elevation","Request Sign Off"
"0b6c81f8-8c9c-5a66-90ff-8e0f149cfa19","","checklist-flat","not-started","QA - Exterior Fitout","checklist-flat","FALSE","FALSE","Building C","Exterior Fitout","South Elevation"
"469a73a6-ccbe-546e-8981-86ea80e4e410","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel joints with in tolerances"
"1830bfec-e9c3-5c0e-a306-533f2e181bf8","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel damage"
"2f20654c-3853-5d9b-9a0c-c02ba87ca038","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel defects"
"c711a28c-32da-58ed-93df-fd1aa80ace35","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel joints cleaned"
"77300a45-7570-5e77-b639-9f0cbf52439a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel PEF Rod in joints"
"19bf77d1-0098-572a-8aad-0e0bb4ac8ef4","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel joints primed"
"e3b93002-a2fc-5ecc-92db-cd4c45954aea","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel joint sealant correct type"
"be0ec0b8-db3e-577f-8497-a17ecc46b081","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel joint sealant correct"
"93cffd29-8faf-5537-8ac7-4cb0149ab078","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Panel joint sealant peel test"
"1657d316-db58-589d-a4cf-304e94a20b3b","","holdpoint","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","South Elevation","Request Sign Off"
"c46f53d6-0183-5a9f-8d23-6e0a986e47e9","","checklist-flat","not-started","QA - Exterior Fitout","checklist-flat","FALSE","FALSE","Building C","Exterior Fitout","West Elevation"
"85a9f036-f6d1-5d62-a3a7-ccd0ba7701cc","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel joints with in tolerances"
"a5bb98b1-ed24-519c-8fc7-bde74bb21a4e","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel damage"
"d22c585f-7241-5350-b3ee-badc1d906bf0","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel defects"
"4d444cb6-421b-58d9-a0ec-b166762d8d72","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel joints cleaned"
"4f72a125-f691-5d2c-aa6f-f9c486f1c708","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel PEF Rod in joints"
"d2e7f68d-fbc8-591a-a416-ab3052b58f04","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel joints primed"
"e1e61fe2-3dd5-5b31-abb2-05a514b8b2b3","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel joint sealant correct type"
"9e50c69d-a452-5a46-a65c-20f2d215c24a","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel joint sealant correct"
"d103a18d-df3d-503c-b6a2-746893f0f021","","checkpoint-status","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Panel joint sealant peel test"
"46d3bf2b-5191-5cea-a185-223014489052","","holdpoint","not-started","","","TRUE","TRUE","Building C","Exterior Fitout","West Elevation","Request Sign Off"
"3728cee2-7730-56ba-9fd6-edd14db1821d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building D"
"947ffe7e-e166-5b05-8461-bfb4e03bb144","","folder-normal","pass","","step","TRUE","FALSE","Building D","Foundations"
"5f0e5cfe-b39f-5893-9d9b-0e0112896cb7","","folder-normal","pass","","step","TRUE","FALSE","Building D","Foundations","Concrete Pours/Reinforcing"
"bc0a3a28-7b5a-5280-9efa-a94ef809fc79","Child Concrete - Pre Pour(4b85a226-73b0-59de-a8b3-7ac29bf4bfba) -- Reinforcing checked and correct(cce55d46-9f58-5f4f-bf99-7ff84a72627b): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building D","Foundations","Concrete Pours/Reinforcing","Concrete Pour for Area:foundation "
"4b85a226-73b0-59de-a8b3-7ac29bf4bfba","Child Reinforcing checked and correct(cce55d46-9f58-5f4f-bf99-7ff84a72627b): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building D","Foundations","Concrete Pours/Reinforcing","Concrete Pour for Area:foundation ","Concrete - Pre Pour"
