"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"28062c4c-357a-494e-a704-4868522d2224","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"9e5183dd-d548-56e1-afbc-7b9dfaa541fd","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"86dd241c-d1ee-43cb-9bf9-704e1ba68964","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"ba4b7a60-5de9-49fd-ae8f-181986639bed","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"457c6233-507f-42dd-baa1-5536373201ab","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-01"
"0a6c9eeb-0540-5dc6-8ff8-39920cb2d8e0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-01","Precast Element Details"
"2271041d-7193-5e28-af1c-2f09c1517b27","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Demould Inspection","Demould Inspection complete"
"ecf07efe-bb22-5617-9e30-2278b66f3b4f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-97","Loading Out"
"9adb016c-d0f8-5d95-b651-9ab5c1819a27","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Loading Out","Photo take of Panel on Truck"
"dba56555-bba0-5919-ae0c-8563ffe0dec1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Loading Out","No remedial work required on site"
"c3afdd22-980b-5800-819c-af39bb7f8088","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-97","Test Results, Certificates and Documentation"
"238ca96d-757d-5968-894f-92697c02b884","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"e47639f4-2e1e-5f66-9895-c06b6c284452","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Test Results, Certificates and Documentation","Concrete Docket Attached"
"6dae7f91-ee8c-54e8-94c1-cb99607cebb4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Test Results, Certificates and Documentation","Upload Concrete test results"
"983786de-ca9d-56b6-b772-4bd298fcbc4f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"130953da-e88a-5d13-a780-47a6def6294a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-97","Test Results, Certificates and Documentation","Upload Lift Designs"
"56ffcc7f-3252-46da-8693-559145426e9e","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-98"
"063b7901-2521-5f23-b633-0c6a6bc0dcdd","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-98","Precast Element Details"
"61b47c01-2860-540e-8dc7-8ef00ec43131","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Precast Element Details","Concrete Details Complete"
"5fc06a14-72a1-5215-a806-dfb6a1bf6284","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-98","Formwork Set Up Checks"
"c6fee336-4145-5c6b-a52a-86c8078f321d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"3fdf1d3b-b988-5c86-88cb-fcaf2c062d11","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Formwork Set Up Checks","Edge Details & Rebates"
"2363b8bd-341b-5338-b488-0f2d7827c327","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"ea76cc3e-f302-5b80-9cea-d482b5c69395","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Formwork Set Up Checks","MF roughening's"
"74bb8d7b-ffed-553b-9e8c-0056836dad26","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"f7391882-d963-52c4-8c68-221138bb1392","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Formwork Set Up Checks","Mould Face Clean"
"d2063ef5-2b7b-533b-b346-f8e052cac88f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-98","Prepour Checks"
"e51a5d4a-8bcc-54db-9f7a-7624313dbe62","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Mould Cleaned & Oiled"
"6e32137e-0754-5fd3-bae1-16b7c25ba198","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"fab5f160-8a00-5e2d-a7bd-61deab90cfa0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Check covers on all sides, MF and TF"
"a1a76b97-cef0-53ff-8468-23fc4265c3d9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"fefdd11d-331f-5ad5-9a73-cb57e06b4ed5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"045aed4b-96f7-593c-bf01-0e7c2070fac1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"8ce1e272-237b-506d-afcb-2b914eeac8e9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Lifters"
"e953b187-b809-5c0e-8c4c-b2740dcbcbc2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Tie wire Trimmed"
"3246d915-7aaf-5218-ae1c-ea46c136226b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Panel fully clean"
"c878f1ea-2d99-5c5d-b9bb-7261bcbb5f3b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","General Photos Attached"
"72068805-1bd3-51a3-82f6-de1cdb4aa2c4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"ed6dcd9d-9022-5fa2-bcde-195c52d4dd97","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-98","Demould Inspection"
"0dca61fb-a3d3-56c8-9001-f843cda75284","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Demould Inspection","Demould Inspection complete"
"d1e42d85-8f0e-566b-a818-5f5b03f6b8dc","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-98","Loading Out"
"52289996-7915-5f91-af57-8e43c5c708bc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Loading Out","Photo take of Panel on Truck"
"5295998b-6df9-55b1-9226-0d6a22aeb5b5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Loading Out","No remedial work required on site"
"22b6ed8d-89f3-51b8-8333-09348e4f502d","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-98","Test Results, Certificates and Documentation"
"fda692cc-55f0-5207-b390-e3be7e2b1c10","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"9c284a79-ddc1-5255-b38b-9f390533759e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Test Results, Certificates and Documentation","Concrete Docket Attached"
"bd02d0e8-0617-5aa5-a031-44e2048798d8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Test Results, Certificates and Documentation","Upload Concrete test results"
"e704ef95-0f41-5d2b-842c-dcadad3bcebd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"6ca4cb17-9df6-563e-9589-e1e09eec6d59","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-98","Test Results, Certificates and Documentation","Upload Lift Designs"
"920b4c75-5980-4e93-bc5f-e454e5fc3869","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-99"
"dd0ce73b-7ac0-5ef4-9306-3e483bb45d61","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-99","Precast Element Details"
"cbf67ecb-718e-59ff-89ab-821c844c6004","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Precast Element Details","Concrete Details Complete"
"bc5f7d9b-db02-548c-b4fa-859986c45028","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-99","Formwork Set Up Checks"
"f5b3c5ab-a125-5d90-97a2-6bda5ac39274","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"90ca38d3-027e-5d43-a208-0862cc0a7a4b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Formwork Set Up Checks","Edge Details & Rebates"
"67b7dc03-0d53-5f17-8c12-bb7370cd2fd5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"701c3c70-44fc-502a-bb5b-37728a0342f5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Formwork Set Up Checks","MF roughening's"
"2e24404d-304a-593d-a0b4-6967e93cf488","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"4e0863f4-a30a-57c6-8e50-c93c4950fb4f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Formwork Set Up Checks","Mould Face Clean"
"05d8cdcc-0d76-5256-a147-81fb63adade5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-99","Prepour Checks"
"a6c9dd62-70c0-5199-abc3-078be87a2bd7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Mould Cleaned & Oiled"
"98826094-29ce-55aa-a1f3-bd2d9cfec87b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"4ccbf49d-621e-58dc-bfe1-4205422e60ba","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Check covers on all sides, MF and TF"
"cb2f7ab5-14fc-5eab-bfcd-bd9380628321","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"97edbdac-0098-59f3-a460-927a88d18ced","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"3468729d-e489-5ff3-b98f-269c483f7b87","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"ced93c01-1b03-56b5-bda7-58d7adb17a4b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Lifters"
"3d56a61f-7a41-5a6f-879f-3798c5d5af0d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Tie wire Trimmed"
"4574142a-00c9-53c3-b4ec-76f1c2dbd49a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Panel fully clean"
"69b0e757-994b-5b0c-9cb4-d9f6b31bca75","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","General Photos Attached"
"6b9b3e03-801f-540c-b13a-f0dc98266f67","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"a9c894f1-b097-54e5-a356-292df7164c8b","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-99","Demould Inspection"
"27ad8f7f-0ad9-5413-8cb2-27a313b2696e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Demould Inspection","Demould Inspection complete"
"2d003329-fbe9-553e-8a24-33f8c937f151","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-99","Loading Out"
"9f0dfa82-55dc-5dfe-a34c-2f1fccbeb488","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Loading Out","Photo take of Panel on Truck"
"1f163b02-e08f-5f27-9bf0-984a34530521","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Loading Out","No remedial work required on site"
"545caa48-fda6-5784-be4f-763c90814784","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-99","Test Results, Certificates and Documentation"
"81ddcc94-872d-5842-8081-6df8eb7b836d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"9df69e47-5f40-59aa-a8b9-9fd985345e21","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Test Results, Certificates and Documentation","Concrete Docket Attached"
"8e9553c8-5c86-5f1a-a16a-3725f6ee0a41","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Test Results, Certificates and Documentation","Upload Concrete test results"
"7c4d0d93-a6dc-5b10-8328-ed587620d932","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"5c5eafa9-4a82-5446-9d8e-3df0d44c0acd","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-99","Test Results, Certificates and Documentation","Upload Lift Designs"
"5237a274-f5ae-4ba9-8ff8-d5b068c5a7fd","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-100"
"5de7e45c-7b7c-5a56-9f8d-bb1c1583d3c5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-100","Precast Element Details"
"56d2d69b-b008-5b8e-be16-7524fa986899","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Precast Element Details","Concrete Details Complete"
"dc1cad53-4ad4-571b-8db8-6e80156ef799","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-100","Formwork Set Up Checks"
"88a145e3-c39b-5ade-9b63-1233a020196a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"50109d6b-e2c7-5465-bcc5-b129fbd5ef94","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Formwork Set Up Checks","Edge Details & Rebates"
"3b5db6cc-a81d-56af-b66d-5f232508411b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"cb5dcafa-b40b-5a3a-8bd1-b92e815d777e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Formwork Set Up Checks","MF roughening's"
"0171c867-5120-5cf9-b44a-90a5ff68a5a6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"e7b492d8-de02-5051-a2ec-e0d0ad5e5aa3","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Formwork Set Up Checks","Mould Face Clean"
"a9aacfc6-9692-5fe8-aa6d-9ca9ae6a7250","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-100","Prepour Checks"
"3e8211c6-f058-54cd-832a-a6606fdafc86","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Mould Cleaned & Oiled"
"694a8ae6-59aa-5536-9738-89daa78d5e92","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"aa187fce-aed2-547a-91d8-c4210ddf365a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Check covers on all sides, MF and TF"
"79088528-1459-5fbe-b927-cf4b6a715312","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"84daf62b-d3f6-5834-a35c-5b93fc313938","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"f8d7b553-44c6-595a-913f-5e559ce603fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"751ba37f-0cc2-52ec-af58-9f55c8c0597e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Lifters"
"0a6dc83f-4486-5d2d-8c9d-b63a57d124c4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Tie wire Trimmed"
"677f17f8-d273-510f-93d3-460300bd1d29","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Panel fully clean"
"aa328259-f9aa-5d60-b5e0-b9d1fc6be3b1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","General Photos Attached"
"24da4503-9c28-5965-94f3-234f5893bf0a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"39356c5d-2b24-5bd9-ab52-21c6f4e0d1aa","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-100","Demould Inspection"
"d92af6dc-7bb5-50af-9d55-65fd01845a03","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Demould Inspection","Demould Inspection complete"
"3ee3f370-8862-5df6-9581-4daa58b26cdc","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-100","Loading Out"
"4b2ddaa3-0a07-5e57-852e-467bb2451440","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Loading Out","Photo take of Panel on Truck"
"398ed26b-4c66-5e1f-bee7-9a690a4b2b41","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Loading Out","No remedial work required on site"
"418586ad-632d-5414-9f72-e64502703755","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-100","Test Results, Certificates and Documentation"
"5952f272-efcb-56e4-be6a-a81d9bb358e0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"31f87beb-b76e-559e-a14e-17a15c9be533","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Test Results, Certificates and Documentation","Concrete Docket Attached"
"a261bcbb-4438-5501-b722-c6b3bb0260bf","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Test Results, Certificates and Documentation","Upload Concrete test results"
"43568d53-6fe8-5650-86f0-e8a115d77236","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"8639733a-f516-598a-80ed-0bbce091ac54","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-100","Test Results, Certificates and Documentation","Upload Lift Designs"
"8cf8a5b1-a4f3-46c3-9889-710296ff5940","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-101"
"98703cd0-df59-5549-8503-9516bd86cec1","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-101","Precast Element Details"
"3057b0a5-a393-5bbe-835d-405d1a5c06f2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Precast Element Details","Concrete Details Complete"
"9a0d2577-4c25-5e0c-ab6d-d38efae6aa91","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-101","Formwork Set Up Checks"
"346ed6f4-a531-55d1-b4f6-60e69b712426","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"2522ee9d-e020-55d4-9143-cb1a43952a4b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Formwork Set Up Checks","Edge Details & Rebates"
"a6583f7e-6ec2-5b00-997a-ccb7d55b1a72","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"b474edab-891a-5a59-bf42-5ca7f58c41df","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Formwork Set Up Checks","MF roughening's"
"8e99c6fa-9d7e-52a2-b54f-bf6e2d91cbe2","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"a465314b-8a66-59ab-b9ef-c4dfbf61818b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Formwork Set Up Checks","Mould Face Clean"
"3137cff6-8ea4-5fd0-85de-cc961e884d15","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-101","Prepour Checks"
"a928a37a-7970-5fa4-9720-8c38bb861089","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Mould Cleaned & Oiled"
"2e039924-f81e-5c9c-b5ef-44fe0b4b6151","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"f549e0b6-ccf9-54bf-9e78-802e4caea7f6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Check covers on all sides, MF and TF"
"8b8e2566-8e1e-564a-80ad-2aa9facfe329","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"33a1c4ee-ecd3-54d2-8a46-a0c213896959","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"987eb559-a126-5f27-9500-763ca24bdd6c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"1625640c-6747-5604-8a06-1696e93c6747","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Lifters"
"a37a5c11-cc67-5873-8a96-f5a55f396713","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Tie wire Trimmed"
"ff96ae3c-cbfb-5739-b693-1fb76bf5ca5f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Panel fully clean"
"576de86e-ffec-5b53-afbe-0ad917db1710","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","General Photos Attached"
"aedcd9ed-e92c-52c5-8a0e-8e523e517262","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"fb73787a-142a-5b62-b9ed-745984803d41","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-101","Demould Inspection"
"6822cb17-86e9-5285-a189-69bf92762a34","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Demould Inspection","Demould Inspection complete"
"0e33407a-796f-52af-8d16-c2f0a9854d08","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-101","Loading Out"
"370ff17b-5b9a-5cc7-ab1d-b2221da34ac9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Loading Out","Photo take of Panel on Truck"
"dbd3f02a-5ea1-5c79-9b15-960c524a0976","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Loading Out","No remedial work required on site"
"0522d29d-009d-59d2-8644-141020961338","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-101","Test Results, Certificates and Documentation"
"e59966f0-64ec-5ac5-b76a-a68c9b61ada5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"45ebfe95-e69a-5a12-9521-ce4be48510bb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Test Results, Certificates and Documentation","Concrete Docket Attached"
"3dc0b31e-6ce1-591c-9783-c3c9cb1aedb5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Test Results, Certificates and Documentation","Upload Concrete test results"
"a67ac366-ab8a-54fc-b0db-ac72037e7670","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"548d0d7e-c083-5732-b584-a0e8ce8d8035","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-101","Test Results, Certificates and Documentation","Upload Lift Designs"
"b9419b8e-cfd3-43c4-8553-d816009ec46d","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-102"
"e0f75b27-3863-5046-a45b-398dbb027ac5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-102","Precast Element Details"
"5d6fc1c1-556a-5ad7-996d-54e8571cb221","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-102","Precast Element Details","Concrete Details Complete"
"2e3aed97-13fd-5d7b-a029-568c93e5227f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-102","Formwork Set Up Checks"
"924306d3-6817-571d-972a-1f23296922e7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-102","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"018a6d02-5276-51a0-9dce-6c5867353fe4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-102","Formwork Set Up Checks","Edge Details & Rebates"
"a136b84b-1fdb-5fda-977d-a0996f3251ff","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-102","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
