"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e936bb5-606b-41a3-82ff-7ee237f22eeb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour"
"1c801ddb-0943-4ac6-937c-c18fa3233f16","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour","Basement - Shotcrete"
"ff11182d-cfb5-48f6-80d9-3ad990dd65d0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.07"
"9aa7ec17-50ec-413d-89db-4a5a7069f589","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.07","Walls"
"652db024-ca91-4871-8d0c-c6bae3f56af7","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.07","Ceilings"
"4198927c-83f2-4131-94c2-375a1a85caee","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.08"
"a272952b-b02d-43e0-afa8-3b2c369a6991","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.08","Walls"
"6cd464d0-87af-41ce-9f78-a187cf8aee44","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.08","Ceilings"
"c5282d81-9c70-440c-bca6-28cc73c6d32f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.09"
"21ab2e0f-8d8d-41a8-b504-1cfbc810b7e5","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.09","Walls"
"10e4dcae-4e03-435b-9a54-386e71ac1fb2","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.09","Ceilings"
"e8fa4381-4258-4cf6-8123-11163d1ff3a0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.10"
"3689128b-8c11-4d65-ba9f-674d137fb556","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.10","Walls"
"32e1c914-0582-4d1f-8d78-c0367bdecc77","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.10","Ceilings"
"20ca0486-3c27-4913-9105-c50e2599ea20","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.11"
"25e43b65-911e-4644-9169-d7e33b5de514","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.11","Walls"
"15c868a2-5400-4553-8a4e-e34bb62a4a11","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.11","Ceilings"
"8596b2e1-7da3-4bbd-b3c4-7b0c1726781d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.12"
"5b54d092-28c1-4129-b4a5-886545220876","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.12","Walls"
"c4434eb5-54c1-4b61-bcc5-881359c1a51b","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.12","Ceilings"
"c421de0e-f8eb-43c4-8931-07f302409b63","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.13"
"0c7be0c2-d7fa-4116-b2c5-dc3770b476ac","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.13","Walls"
"eb41d2b5-507d-49be-b262-c0ac2d8d2f4a","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.13","Ceilings"
"d5089c7f-2b76-4d4e-a915-e2d0671020c8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.14"
"b478fe91-e7f5-4508-8b36-324944fe52e1","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.14","Walls"
"85c11660-8b33-4be8-9351-d61b4b65c6ab","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.14","Ceilings"
"51df0078-329a-40e4-af89-8cb4609da4db","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.15"
"9dfc84a0-5de8-40d3-b761-151ccf056954","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.15","Walls"
"a7aa8486-13a0-4d24-be51-f1e82ea140cf","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.15","Ceilings"
"6499ebd9-e5c5-4c9b-8865-d7f9b95ccdfd","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.16"
"05aaaab8-474f-4b9c-96ea-33f410555ce2","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.16","Walls"
"28b5502d-ac6f-4701-b458-8dd3bbb47a2b","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.DR.16","Ceilings"
"8b85c63f-d6d4-42b9-a0b8-71398e337891","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PC.01"
"8bb040b9-74fa-4d08-a643-528d352c4c4f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PC.01","Walls"
"f55b252e-bf16-49ec-b90d-7d747810d450","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PC.01","Ceilings"
"61339543-6f4f-4cab-8ab1-0378788a86bb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PC.02"
"0b860b18-e2f0-4c8a-b6a0-5512033f6902","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PC.02","Walls"
"2bebc2f8-19cb-4bfb-b890-6651b0130fde","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PC.02","Ceilings"
"197cca81-a062-4e3b-99e6-394a11a0bd7e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PF.05"
"8afac127-dc73-40f2-a2af-e6d7aedbd0a6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PF.05","Walls"
"6ca99627-4810-4df6-b729-bed0b82fb2d5","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.PF.05","Ceilings"
"8830e1c7-f620-4d6f-af11-e3e067874dba","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.SSO.01"
"89f14f21-3095-45ee-966b-37e1acdfc3cd","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.SSO.01","Walls"
"240d002a-f798-4953-91a1-7a68274986ef","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.SSO.01","Ceilings"
"c1fbf9dd-da63-46fb-a187-3c33d4c23f28","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.SSO.03"
"15b78fe5-31b2-4109-a8f9-eae4a07e350a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.SSO.03","Walls"
"f06f4f2b-7c4a-44e4-8e35-81379c1ebf01","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 2","L2.SSO.03","Ceilings"
"ed06e071-9f1b-4acd-981e-d61d87db5b30","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3"
"4f2f103d-ca83-4bc5-99cf-ea38e3aa60fa","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","B1.BH.09"
"6ed4b72b-1d99-45cb-92bf-b2c3abd3494a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","B1.BH.09","Walls"
"9f929000-c286-4b70-8c9a-a6e04a5c49e4","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","B1.BH.09","Ceilings"
"9709e871-e34f-4509-9e82-ad88bffa53ba","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","L2.SV.01"
"130f38fb-1fe7-4714-9d72-bf0df092041e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","L2.SV.01","Walls"
"36d01caa-717f-4b7d-aa80-145f157419a9","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","L2.SV.01","Ceilings"
"f2125082-51be-4bb7-bc56-a8ad373b6970","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","L2.SV.02"
"032e9cc8-a7f3-43cc-bf09-d94801691d86","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","L2.SV.02","Walls"
"f2f8d522-ee05-4311-ba9f-25011321e132","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 3","L2.SV.02","Ceilings"
"2a132d4a-4a87-4203-be3f-a003ed68fae2","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 4"
"e96b5b4c-c80b-45a1-8d15-19e144250f87","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 4","eL2.RF.01"
"c43ba12d-74be-462e-851b-81a77f3493a4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 4","eL2.RF.01","Walls"
"c8bf348d-82dd-41e1-8077-9a3109b06b0a","","checklist-flat","not-started","2 Pre-close-up checklist - Ceilings","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 2","Zone 4","eL2.RF.01","Ceilings"
"3e960832-5fb9-4e44-a786-834f02abb338","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3"
"e86ec3df-9bc0-4937-8f98-ca5ab12efad2","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1"
"3813ea20-bc1c-4a42-b1d0-119144bed279","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.08"
"85ba7322-4b01-488a-b45d-dd912197edc8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.08","Walls"
"5d0bd3b9-6a0f-4fbf-95d5-3afdff18b64c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.09"
"febc77e9-3c32-447e-afb7-5dea7dfc36a5","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.09","Walls"
"24270931-5403-476b-ac00-938f117f3ca0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.10"
"e43eeb46-c7d8-4ba6-af92-4f99b24583f9","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.10","Walls"
"1c191132-c299-41f3-82bf-e2b2e8d921c9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.11"
"5e22d5c8-1de9-4c71-bd48-7f0962987911","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.11","Walls"
"236b5995-8f29-4f1f-b820-8af5c58beca9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.12"
"30a357ab-52ad-405b-be8d-161681f9eb70","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.12","Walls"
"155a1820-1952-4efc-9a11-2d866cda3d22","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.13"
"1bbecc6b-4506-4741-b085-f48ad090098c","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.13","Walls"
"57f6a23f-a930-44e6-a096-bcc720062789","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.14"
"79fbba03-84fc-4f33-9a63-2a81137649aa","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.14","Walls"
"1fb18a4a-6dc3-4637-a044-072afb5eab7a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.20"
"c147389e-fe3a-45b1-8294-bc0acaced157","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.20","Walls"
"a3de5864-bf97-4eb4-b883-9ea528a98b4d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.BH.02"
"22338c4b-77ae-438d-9892-d14cb3e597f2","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.BH.02","Walls"
"047536c9-6e20-4d94-b3c7-12bc1bfe9fc1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.FBB.02"
"2b458e60-be70-494f-9f23-68848f5cd71f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.FBB.02","Walls"
"4b7a8dae-7666-4233-85e0-359addbbbd6f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.FO.01"
"492ba9dd-75a9-4d3b-8630-bd07c4a68831","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.FO.01","Walls"
"15d4ee0a-1f29-4c42-b971-b4f4ac6980ed","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.15"
"b2f96f6c-5b3c-4eb0-b7b0-bda1798400d6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.15","Walls"
"1f83b622-f414-4ddc-825c-bbc1e416bbd7","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.16"
"6a6420f0-f18e-4adf-bd63-3b0545b4d649","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.AM.16","Walls"
"d80fcb1d-00e5-4627-a0ce-2eb5a6ec3c3a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.FBB.01"
"b50aa58e-1246-4bc5-a694-65f6f73d117a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.FBB.01","Walls"
"015f15bc-4360-4080-a612-1ccaa84f8449","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.SV.01"
"2f2f91e1-1933-439a-b4cb-4b6bd1261bb8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.SV.01","Walls"
"09b962bf-5599-4c7f-92bf-a25e854caf90","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.SV.02"
"6f580c0f-c68c-4720-8df8-66d65c56c269","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 1","L3.SV.02","Walls"
"4ca81903-cacd-4102-bcae-02a72d2f80a4","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2"
"831c436a-59c9-45e3-9082-21f6b4f9ce67","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AD.01"
"5023dab8-714b-4b2b-a98b-4fef2b4d88bd","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AD.01","Walls"
"cac495fc-a372-4367-b69a-0dd0a9a2878b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AD.02"
"acc37aa7-f1b8-410b-b413-173443579f57","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AD.02","Walls"
"7664f423-3c83-448b-9012-44412b09b541","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.01"
"1cac71db-18dd-4457-a266-83e2b55ddf95","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.01","Walls"
"4063b1cd-8af7-4ebb-b72a-9adab25640ae","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.02"
"14575eea-f67f-447e-8129-51b441dcaec9","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.02","Walls"
"ecd3207c-45b6-449c-b0f5-6a84394ca9bc","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.03"
"fb59dbc2-a6dc-4921-a38c-9c2cc88b22c6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.03","Walls"
"58f70737-6949-4aee-9f0d-0907b3b17683","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.04"
"22afcd70-6043-4c17-916d-64714a56e48d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.04","Walls"
"b0e797dc-5a60-4a45-857a-41d4f310ca4d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.05"
"37f9e0a8-1d56-4fa3-bb9d-234f0dc7d16e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.05","Walls"
"80652e64-b9b0-4238-b453-145a63c2bdc8","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.06"
"44e8f994-13b9-450e-8d5e-82026727a933","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.06","Walls"
"43058c4e-48f8-4789-9c14-2722dfc8defd","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.07"
"def751a9-1476-43dd-8473-fac14a8e63e7","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.AM.07","Walls"
"c375da28-06c2-429d-a15a-360518a5783c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.BH.01"
"adc1a57d-40fa-4549-977e-be234a24e4f3","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.BH.01","Walls"
"10475937-ab94-44ac-affb-adb7f9e7e6d0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.CS.01"
"fb9fb0c6-8cec-406d-9eb8-afc43f006b0b","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.CS.01","Walls"
"5e82beb5-1242-4d5a-a276-0de20f6513eb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.CS.02"
"5083ee30-2488-43f7-874b-e595258582ac","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.CS.02","Walls"
"904aae44-f78e-4132-87ec-039057c574a6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.PC.01"
"ace39008-e316-498e-99f7-e40c7ccf97fd","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.PC.01","Walls"
"5aa3a204-7264-48cc-ba93-a341e2cabd5e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.PC.02"
"a8d9b258-b88d-47b5-90a0-8d46627f7f55","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.PC.02","Walls"
"94f26f7e-4260-4a21-8966-5347d7f41db0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.PF.02"
"8ff20ee9-b097-4012-9a7d-1e19a88b866e","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.PF.02","Walls"
"ef0cdf77-fcd3-445a-ae19-0680d422d995","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.03"
"a5205a69-1d26-46e8-929c-57381f46a96d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.03","Walls"
"0db27342-41fc-47b9-ad04-1462a123743a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.04"
"fa544d1b-bcfb-47a2-8b86-089f56b34976","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.04","Walls"
"6dca6a5f-c7bb-49ce-8dc1-72f3ae0151a6","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.05"
"0c9140d4-e172-4ad3-a128-922f123313d6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.05","Walls"
"c708b239-9a3b-4ff6-b962-3e3a50bcbfa3","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.06"
"166e3315-0efc-4301-aab7-f603871cd053","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.06","Walls"
"c26d1f62-a125-4b8c-b337-3362fe92e691","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.07"
"f01226dd-b803-4cf1-a078-fbcdf699136d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Level 3","Zone 2","L3.SSO.07","Walls"
