"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eaeb3639-144c-4697-ba9a-eb9d347b0985","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"c65b507f-3bb8-480c-9777-5c71c1f90f41","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"826e6c0f-1aa7-4d76-b08b-09d7d08b7995","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"6890135a-01e0-4436-b4c0-fe5c091ead45","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","Weld plate details"
"28b4f8b6-fbe3-49cd-8f77-a6793d29e5ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details"
"2f69b0d6-f8c0-4a0a-b7f4-9245feef965e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"69a57162-2217-4b11-84ba-f0a9082283d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"64886292-4cda-494d-ba08-f4ddc86592f4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"ac8b4463-8b3f-4039-a39f-94995bd1002b","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","LOT - 1"
"42426843-cee5-4976-b058-8a73cad6be23","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 1","Panel - 1P01"
"8e42227e-8431-4a78-b6e5-8eec45c46944","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 1","Panel - 1P01","Pre-Pour Check"
"da1293ab-2ebf-501b-8dd1-1f838f584b1a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Concrete Works","Concrete Works Details"
"ae579c93-62ba-5cb7-937f-9f64f5ec0350","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Concrete Works","Wilco Sample Taken"
"907f2f1a-3271-5220-b15d-b31b45e38792","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Concrete Works","Bridgeman Sample Taken"
"c290277c-ad92-53cd-a32b-ae5fae2a61cc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Concrete Works","Supervisor Approval"
"0688770b-7ac9-57a9-a7e4-f366c778cf79","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Post Pour Check"
"de6a8b4e-5a0f-5fa6-942c-d2a6872ae5b9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Post Pour Check","Edge Detail"
"3f81ea1d-48b4-5baa-abec-21eacd484b86","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Post Pour Check","Bar Projections"
"001c773c-ce23-5c28-9bcc-080ebef6ee12","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Post Pour Check","Cast in items"
"191f6513-a8d2-5a22-bcd9-131faa788d31","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Stripping and Stacking"
"1728411c-9bc0-5ee4-8011-d9961b05f595","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P02","Stripping and Stacking","Stripping & Stacking"
"7927ee19-dedc-42f9-9255-8d05c4a8aee9","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P03"
"8e1f18a6-e27c-595d-b437-d190cd7e3eb6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check"
"fa64a831-598f-509a-87d9-781a2754df76","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Dimensions"
"1c8fb0a5-c5e9-5bc4-9b15-0285e247ed8f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Mould Clean"
"163eb0d6-3644-564b-bc6c-58c9da888cf2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Mould Oiled"
"a8ecc55e-0aca-5406-9b5a-19375f5dfdcb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Mould - Workmanship"
"1392f54e-b73b-5532-bed0-507d4e1bc524","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Reinforcing"
"c31bcc9d-43cf-5637-ba55-277e851273c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Cast In Items"
"dd706127-2999-5dd0-a579-a4d43bbc64db","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Marker Position and No."
"28d70aba-8722-5734-9e20-6d8d577c0b98","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Pre-Pour Check","Make mould to Green Status"
"73fa49ee-8003-5b5e-9eb7-3bbdebf06ea2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Concrete Works"
"39f4a287-b241-57fe-9cf0-3eecab0e7ec0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Concrete Works","Concrete Works Details"
"8d199f01-fa9b-576c-bcca-4af700dd1744","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Concrete Works","Wilco Sample Taken"
"2d036d29-f1b6-5536-acea-27956b29738c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Concrete Works","Bridgeman Sample Taken"
"b05ca434-b687-50d3-8f8a-acc1b3217560","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Concrete Works","Supervisor Approval"
"e150de5e-0f11-564c-92bd-4309d8125ab3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Post Pour Check"
"fd8d19bd-754e-56bc-b779-7e8398e4e1ba","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Post Pour Check","Edge Detail"
"6af371c8-aa46-58d5-9a29-96c9413e9d43","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Post Pour Check","Bar Projections"
"9eb67801-ea72-5351-acba-e9f0c9744417","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Post Pour Check","Cast in items"
"0d6ba5f8-aa62-54da-a7a5-5882e6612972","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Stripping and Stacking"
"263e71ec-5457-5ed8-b9c3-961c04b00b72","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P03","Stripping and Stacking","Stripping & Stacking"
"dfad6413-3f2e-4e1a-b552-c46347a209ca","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P04"
"1184643d-1bbb-5a1b-b3cd-828571993410","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check"
"19345b65-fa82-5ba6-81b8-f76f6a964437","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Dimensions"
"697cee8b-7447-5163-b3db-56b9346a1c4c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Mould Clean"
"cc6cf0cb-8060-5f27-9ab9-3e4b1fd9ab98","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Mould Oiled"
"e76522dd-ecea-5dfe-926d-3b04e130dfec","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Mould - Workmanship"
"38744eb4-81e4-5f8c-9906-ec851a33c1d4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Reinforcing"
"cb6540dc-dba4-5bc3-8283-0d61cac20612","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Cast In Items"
"f1e04f60-46d4-5522-aa88-f90b8fc83f1c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Marker Position and No."
"9d18a9c3-73b3-5f73-9bf2-3c54e43391e2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Pre-Pour Check","Make mould to Green Status"
"d235813e-e086-54a6-b5cc-bb3adc02e153","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Concrete Works"
"f41a96c5-f405-5c31-a414-f9cd7fcd3974","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Concrete Works","Concrete Works Details"
"661140f8-34c9-5f7d-9437-b6bb1a9431fc","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Concrete Works","Wilco Sample Taken"
"1b35fff7-8cc9-5c63-bf86-7cb9a1bf6644","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Concrete Works","Bridgeman Sample Taken"
"53398818-163e-5f10-93a1-99285a174b4b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Concrete Works","Supervisor Approval"
"aa4ad614-4a7e-5420-9817-5e4fcb473f28","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Post Pour Check"
"ffadd5a0-a04f-523a-a6ee-c275096fc203","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Post Pour Check","Edge Detail"
"64e57581-4722-5240-a57c-70e858fc6de6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Post Pour Check","Bar Projections"
"fae3929a-8154-5d8c-884f-05ef42e24d86","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Post Pour Check","Cast in items"
"d438623b-6a64-502e-a376-699c1075a41e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Stripping and Stacking"
"9bc8b772-d454-5536-a054-8838f9e6163c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P04","Stripping and Stacking","Stripping & Stacking"
"9afa80e0-b910-4e59-b5df-ef8725e68845","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P05"
"bfbb1cbf-3728-5b45-9d6a-2c5b234e01ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check"
"62241f3a-cb00-506b-8907-317fca23b4ae","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Dimensions"
"bc3badc8-0b60-5da9-8e70-39b91e007705","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Mould Clean"
"0618bf7d-a2ac-51c2-9d3d-81191b9281d3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Mould Oiled"
"64282f8a-89c3-5ce0-b9a4-3bf4d227def7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Mould - Workmanship"
"a90d0268-c0cd-57e3-b0fd-572d15b55abf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Reinforcing"
"2b5466b1-5313-59ec-8c50-0de65f75c1c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Cast In Items"
"05d39d96-0863-54f5-af80-09cdebfc47bd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Marker Position and No."
"9510f543-63ee-5ab3-aedb-2d5973ed05e1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Pre-Pour Check","Make mould to Green Status"
"bfa30628-7c03-583c-a41b-b82f0b1aec0f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Concrete Works"
"267abbf0-1064-5ca1-8623-2e4b2b0a6316","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Concrete Works","Concrete Works Details"
"5efb81f7-c1ff-596f-b217-a3d47f8f81b5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Concrete Works","Wilco Sample Taken"
"2fab9572-081a-5446-9c46-42cc3b669624","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Concrete Works","Bridgeman Sample Taken"
"4c96a5ef-a7a9-5772-a576-24685cfe60e1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Concrete Works","Supervisor Approval"
"e3072e9e-1cc2-585a-be00-69f170271af2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Post Pour Check"
"09238eda-c7e4-5dd9-9903-cb4746227bdb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Post Pour Check","Edge Detail"
"0d9a39bb-eefa-5a69-8661-cc06ad2fecf5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Post Pour Check","Bar Projections"
"cf4bbde1-1103-51f1-ba0e-4bcd397e52c0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Post Pour Check","Cast in items"
"db9ad8bf-0a53-5d91-92a9-2fc4410c7353","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Stripping and Stacking"
"ea23bc8b-6d1e-516e-bfe6-127d755a57dc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P05","Stripping and Stacking","Stripping & Stacking"
"626321b1-065d-4260-bb33-fdb812a3fd98","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P06"
"0af29e11-9902-5329-b54b-d64c629c332f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check"
"7902ecb8-5df9-5901-ac11-698bb7559e6c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Dimensions"
"1ce8b5c4-471c-5b66-bb24-109c9b111df0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Mould Clean"
"b2664710-e6c6-5df1-8609-f344d6431ecb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Mould Oiled"
"0fc7e81f-8d88-5645-b77c-9653e793998a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Mould - Workmanship"
"e001c27e-bbec-51a7-8cec-362de72f922d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Reinforcing"
"4df502e3-d15e-5831-96b6-c199842aa675","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Cast In Items"
"2abdb827-a88d-5a7e-b9fd-6079d85a10bb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Marker Position and No."
"48d2bffe-57c3-5373-bb9f-bcb69d42c7bd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Pre-Pour Check","Make mould to Green Status"
"cc0edee8-5ef8-5ad2-8620-dfd4d70dfc2c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Concrete Works"
"9b87205c-cc4b-5306-ad6e-60cfd82e4931","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Concrete Works","Concrete Works Details"
"29c4eb2d-67a4-5702-a975-a34cccfd8aa7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Concrete Works","Wilco Sample Taken"
"867a0fb8-9761-53ff-9e78-ba036cadd791","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Concrete Works","Bridgeman Sample Taken"
"3d35c72a-5dd9-538b-a572-5ea399f55dd3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Concrete Works","Supervisor Approval"
"aba01f34-9280-5ba1-a711-1b6b06b9b04d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Post Pour Check"
"c24c9912-e410-548c-a11b-e150b81c88c8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Post Pour Check","Edge Detail"
"76866621-fb4e-58d0-93e3-96570f9608be","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Post Pour Check","Bar Projections"
"b0ea6599-9774-5774-825f-67f2afc83623","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Post Pour Check","Cast in items"
"4ecddfa8-420a-54b3-9a9c-93fd919a4195","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Stripping and Stacking"
"2e32febf-fee6-543d-98cb-e938e6ec8513","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P06","Stripping and Stacking","Stripping & Stacking"
"8954d925-2045-42d9-b002-2c7d96ee17aa","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P07"
"9ea689fe-382a-509d-8a55-c6d5914df4c6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check"
"f9533b23-2f06-5254-adda-27a90b3ca9f6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Dimensions"
"56e0ef7e-097e-5752-9be6-dc0d8fe08243","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Mould Clean"
"8b3b2b97-4da0-5b4f-80eb-f9b57d628529","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Mould Oiled"
"9d02eb3d-77d1-576e-a5e2-610af9cdfc3c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Mould - Workmanship"
"bec1c6f9-9f94-501a-9d22-2967c43a90c8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Reinforcing"
"77513ef1-5961-5368-9f8b-101efabc67e9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Cast In Items"
"f4f005a3-dab0-549d-9d1a-f58c8e859915","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Marker Position and No."
"bddde9c5-3d2e-55a3-bc53-a921ed07f8d4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Pre-Pour Check","Make mould to Green Status"
"ca53c40a-4c6c-59e9-a489-96565c5016ec","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Concrete Works"
"f3b44b69-9034-56e9-ba4a-d5dab1bd4c1e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Concrete Works","Concrete Works Details"
"2fb9297e-f3d7-5c9f-8f69-8131d80b92a6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Concrete Works","Wilco Sample Taken"
"01a939f4-ead3-5a53-9ec8-118c874e9bb3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Concrete Works","Bridgeman Sample Taken"
"9159c5fc-90d6-5cae-83e1-193d3242c8e2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Concrete Works","Supervisor Approval"
"83dc0f90-11bc-5f7e-ba00-b5e6952e66e6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Post Pour Check"
"96f9116e-938b-5d59-86af-8cad995e2b8a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Post Pour Check","Edge Detail"
"dbd3e898-00ef-50ab-8492-3d2d3f0112a1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Post Pour Check","Bar Projections"
"f84b5d6d-0282-5c70-bbbf-e0968c435319","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Post Pour Check","Cast in items"
"8baf5b35-e6ab-53cf-a1b5-a6b97d393938","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Stripping and Stacking"
"64c0bd06-3cc8-5bcf-aaee-d55d6c55f6a0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P07","Stripping and Stacking","Stripping & Stacking"
"19d92cc4-6131-44a1-98dc-f39d09e33560","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P08"
"2e97b448-e687-5d1f-ac79-801c5fef1678","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check"
"beeb4690-a03a-55d0-ab42-bfd660953b73","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Dimensions"
"6114af23-08b5-54b6-a54d-1da9bc5035b9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Mould Clean"
"fbd5d8d5-d909-5fdc-807e-b5d41cb99014","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Mould Oiled"
"27029dda-d1b9-5236-8d3b-9e1dee22e568","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Mould - Workmanship"
"1fffd135-dcc1-5f2b-8eb0-39d90b0c3deb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Reinforcing"
"aaf3124c-4b8f-51e8-8d16-2699240cbe74","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Cast In Items"
"269dc19a-21c8-5cb4-8def-62122414b610","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Marker Position and No."
"50eb95a8-8463-54a7-b4bd-39ac27139e99","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Pre-Pour Check","Make mould to Green Status"
"c5e179bd-c09b-56a4-8783-23d5bd5fb903","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Concrete Works"
"9e427de2-42eb-5234-92b7-af04c375fb00","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Concrete Works","Concrete Works Details"
"114985fa-787a-5691-8d62-6948701b9e05","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Concrete Works","Wilco Sample Taken"
"7a5ae2d8-bf31-59bd-a251-744a4553152c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Concrete Works","Bridgeman Sample Taken"
"3df6470f-2b6e-5a4d-ae51-9cb72b44667a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Concrete Works","Supervisor Approval"
"df46debd-15d4-5911-8c6c-a6315a92d8ea","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Post Pour Check"
"c8889197-08af-53ce-a674-6d20e409d253","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Post Pour Check","Edge Detail"
"9f1bcfb6-3e09-5eab-becd-8ff7d83ad4ca","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Post Pour Check","Bar Projections"
"611617ec-4efc-5135-b215-3358b270790c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Post Pour Check","Cast in items"
"0ced9a78-f3e8-5716-9af8-384eabc97fbf","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Stripping and Stacking"
"633f3d18-f1cc-5ffb-8e3a-251c9bc44712","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P08","Stripping and Stacking","Stripping & Stacking"
"6628ea35-f9b4-4733-97ce-b4a1d180d215","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","LOT - 3","3P09"
"1f3056a0-4a0a-574d-adef-5670e31dcdb6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P09","Pre-Pour Check"
"c1ad7667-8c6e-50e0-97f6-14ba5e17125d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P09","Pre-Pour Check","Dimensions"
"f2a04e8a-7e29-541d-ae4c-2555201af53d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P09","Pre-Pour Check","Mould Clean"
"09441727-b7ee-53f2-9f0c-95c8bd3f3d12","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","LOT - 3","3P09","Pre-Pour Check","Mould Oiled"
