"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d937442b-4018-4d42-b8c0-caadabe62c8a","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"f1b556bb-9dec-4aca-8685-15e98b3e01f8","","checkpoint-status","not-started","Job Details:eb09983a-2e71-472e-90cd-231129859fcc","","FALSE","FALSE","Job Details","Project details entered below"
"007d726a-3616-4852-bfb6-5d460fec8746","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"86ef93b4-c72f-49e8-b5f7-d07e54635616","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Barriers BR03"
"4a2e9eac-ddec-403c-8272-31a98f10fe36","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-1"
"39034d2b-fcdb-46b5-801e-69896b03f25f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-1","Pre-Pour Check"
"6bbefe32-1363-5dc1-9d9a-1037900fa999","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 3","Stripping and Stacking","Stripping & Stacking"
"09c7fbbc-bdf2-48a1-b8c0-39741070f697","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW02","RW02 - 4"
"12c3b686-be96-5a78-a73d-2afc583255f2","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check"
"29cde8bf-0c8d-57dd-98d5-526995dd1d00","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Dimensions"
"6ab722b7-57f7-5d4d-8e60-ce924ce77c37","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Mould Clean"
"3725b2a1-ae1f-5aad-9eca-f3b6fdfb94f7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Mould Oiled"
"e15c892f-c7a3-5063-a2b1-1df76218f040","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Mould - Workmanship"
"3546fe49-7c33-5d02-ae10-d7f0e5b99408","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Reinforcing"
"9b0f7f5c-80ef-5ce7-9a9f-ddc3dd2862e4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Cast In Items"
"7e4864ae-c54a-5224-9c35-18ea6c4056c6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Marker Position and No."
"9ada4a7d-2199-5f97-bcaf-a141b7453a46","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Pre-Pour Check","Make mould to Green Status"
"c06f563d-f428-514d-8491-fa523807b1aa","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Concrete Works"
"65c154bf-09bb-5c57-afd0-4ebc4377a17b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Concrete Works","Concrete Works Details"
"765872cd-7078-5cf6-ac3e-3bcf1312819f","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Concrete Works","Wilco Sample Taken"
"82f1ee3c-6e93-55d7-b8c9-2d8f94a09f12","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Concrete Works","Bridgeman Sample Taken"
"0cc52d73-a86d-588c-be3b-88a286539d2f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Concrete Works","Supervisor Approval"
"5ffb5a34-344a-5a90-b6da-57d70f95ee01","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Post Pour Check"
"ae608c03-aeb8-5c2f-ac11-6317e44ac932","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Post Pour Check","Edge Detail"
"465c8ae2-7a52-5f1b-900c-0299666f206d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Post Pour Check","Bar Projections"
"bfd4f28a-3af3-505d-a7e1-2d4e79083373","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Post Pour Check","Cast in items"
"d19bc4ee-2d59-5945-a234-4bb02b6134d5","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Stripping and Stacking"
"b9a92ad3-346c-5097-967b-08eb5eeebbb3","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 4","Stripping and Stacking","Stripping & Stacking"
"6b576c77-1300-41b7-87a6-cfe8a637376d","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW02","RW02 - 5"
"98c01a31-7478-5600-928b-635de3286ba9","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check"
"b3495f8a-f860-51f9-8023-d0e5a412af49","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Dimensions"
"6ae9ff43-23eb-5c9a-afe4-f7d9e782d05b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Mould Clean"
"b132f41d-ce06-59b2-87f3-50e08ccfd343","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Mould Oiled"
"018b9c00-ce6c-5ef3-8d4f-311e49bb7ecc","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Mould - Workmanship"
"15166fa0-3db0-51d5-a73d-b7c6b6b0f0f4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Reinforcing"
"16ce89f6-be20-5c84-84ad-d88d1575502d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Cast In Items"
"5224018b-770a-59d8-92d0-e76441219060","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Marker Position and No."
"69b50873-6542-569f-951d-8f62e59f8cbf","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Pre-Pour Check","Make mould to Green Status"
"f7e4dbbe-add2-518e-a127-a8f9598b6abb","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Concrete Works"
"5a2e6aa1-4466-511c-9603-592b373a0959","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Concrete Works","Concrete Works Details"
"aa7070b9-433d-583d-9b97-ac724bd9e4c2","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Concrete Works","Wilco Sample Taken"
"f1a68183-5e50-5939-b1ca-749a6b910a7d","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Concrete Works","Bridgeman Sample Taken"
"ef201745-4cb8-50ad-8d20-a77c39e2d362","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Concrete Works","Supervisor Approval"
"8000fbef-7310-5710-91b7-aab7f5753e38","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Post Pour Check"
"3373a8fa-0aac-5522-aabd-f7c2d9e37dec","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Post Pour Check","Edge Detail"
"1e89cdee-4406-5447-b4c7-7506a43a0505","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Post Pour Check","Bar Projections"
"f068cf57-00b1-5277-b4b2-7a2a12cb719d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Post Pour Check","Cast in items"
"f6af37b4-6595-516e-893b-505588ab50e6","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Stripping and Stacking"
"c93fdf31-f340-5d2b-b80f-a4e84a8f2cb7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 5","Stripping and Stacking","Stripping & Stacking"
"cfe536cd-ca5d-479e-abfd-efc49f4dd005","","checklist-sectioned","work-in-progress","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW02","RW02 - 6"
"c3e846fa-64b9-52e3-a77d-74991c8df14e","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check"
"08409719-76f2-544e-bc49-bba7ad244faf","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Dimensions"
"ceb91d44-ad0e-5738-a4fd-68ab6942fb66","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Mould Clean"
"8d1c10c1-5a38-5800-bc38-814b26ff8227","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Mould Oiled"
"8f4757b2-2b68-512c-9dc4-165ec57745f9","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Mould - Workmanship"
"5cc1f677-1ba0-5bcd-a5ec-0d7f2a68fb39","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Reinforcing"
"23b71928-ed21-53a0-bdc9-b625d722d928","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Cast In Items"
"5b1e9776-43c9-599d-85ea-dfa2abf4f7cc","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Marker Position and No."
"a82b4645-7548-5ce1-8e08-bed85870ef64","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Pre-Pour Check","Make mould to Green Status"
"d60ddf74-50d7-527a-95b1-62690523c1ec","","checkpoint-group","work-in-progress","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Concrete Works"
"293dcbb8-743e-5f07-b913-6cbb643d7003","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Concrete Works","Concrete Works Details"
"b53c52d8-7040-5ebe-9ba7-3eda1e8835e3","","checkpoint-status","not-started","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Concrete Works","Wilco Sample Taken"
"d6c50e5c-db78-5441-b09c-ffed3bdcc57f","","checkpoint-status","not-started","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Concrete Works","Bridgeman Sample Taken"
"8509adc6-9ca7-5a58-a1aa-39c619661a7e","","checkpoint-status","work-in-progress","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Concrete Works","Supervisor Approval"
"9e7b419f-e310-5741-ba3c-53eaf5659864","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Post Pour Check"
"909584c8-082d-5c51-9ee1-d65a82af16ee","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Post Pour Check","Edge Detail"
"37c02f43-025b-57f5-b63b-5f90d47ef8f4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Post Pour Check","Bar Projections"
"1ff47f3a-589a-586c-b435-d3cf5730053b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Post Pour Check","Cast in items"
"f90b9aa5-c17f-5f62-b40e-00b3c36e2b09","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Stripping and Stacking"
"01757ab8-d041-5680-87c2-9ddf70cad048","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 6","Stripping and Stacking","Stripping & Stacking"
"7be03703-3d0d-4995-8fc7-56321438c580","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW02","RW02 - 7"
"863b0241-d730-5446-afc4-508aacc2bd3d","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check"
"92a96925-533f-5d62-8f8e-2050b5e85369","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Dimensions"
"a0cd5740-8378-5e4d-b275-b270637eac38","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Mould Clean"
"66fa0983-f814-5e25-9248-ff33f9da2123","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Mould Oiled"
"f5ee0973-ff40-585c-9e9c-cef2ea397d44","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Mould - Workmanship"
"5c3a702a-aea4-5839-b1ab-b3b84e1eb690","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Reinforcing"
"afe63c8a-fc16-51d4-bbb9-3e040ac8a8ed","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Cast In Items"
"340cd56a-c2f3-5764-b697-9c312f508d91","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Marker Position and No."
"5807caef-d260-5d21-bc97-be8ee5c49b01","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Pre-Pour Check","Make mould to Green Status"
"4d151d83-2824-55ca-bb94-57b545b07304","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Concrete Works"
"2b69baf8-af7b-5126-a9d4-4d459342b91f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Concrete Works","Concrete Works Details"
"271c0dd4-e17d-508a-9d15-f1b1f3137679","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Concrete Works","Wilco Sample Taken"
"026bc9aa-9cc4-5300-9b71-17ed796e31c9","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Concrete Works","Bridgeman Sample Taken"
"cd432594-b466-5fcb-8565-4f2ef28b1e32","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Concrete Works","Supervisor Approval"
"66eea328-0a64-580b-b9ef-040ba1b062a3","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Post Pour Check"
"c9bf0020-1d76-5112-8a64-548bbf7d2ae3","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Post Pour Check","Edge Detail"
"1d3e58c6-dab0-5bbb-baba-71162ad483bc","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Post Pour Check","Bar Projections"
"c2496a2c-d2d1-5215-a5aa-c7055a03ab3e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Post Pour Check","Cast in items"
"83a9ce6c-5c21-5b0a-8720-ec3d54095daa","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Stripping and Stacking"
"02bf5def-6caa-5f09-a00d-362e4683e933","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers RW02","RW02 - 7","Stripping and Stacking","Stripping & Stacking"
"73a2f657-0b64-4a38-abd3-92b28386dc8f","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers RW02","RW02 - 8"
