"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"10aded33-3c82-5163-80d4-c31281c16e56","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Welder Certificates","Please attach document here"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"e5b52272-3964-5a06-8039-b9a81bc3178a","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Calibrations & Conformity","Please attach document here"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"36f526c9-4c51-587a-beca-717285bdd01f","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Extruder Serial Numbers","Please attach document here"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"7afb8a54-6a37-5ea0-a665-a777304edf49","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast ","Please attach document here"
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"478d1a02-83ec-5a0c-9796-2d9fc6b36ec1","","checkpoint-status","pass","Add Reference Document:ac683752-d805-4d0c-946f-7a5dfa54dcee","","TRUE","TRUE","Site QA","Documents for Reference","Goodburn Spark Tester","Please attach document here"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"e66be270-6253-4536-8210-c9836126231d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25","Prestart"
"97ddce99-c17a-52c9-896b-28eafebcfa7d","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"16404820-633e-58a6-bc4b-47ca1d7a6f98","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"56a58d8d-2001-5e61-8155-8a8aefdcb28a","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"efab5d9e-c240-5951-80af-7779015bd644","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"06ebe6fb-70d0-59c3-abc4-0b941ea9351b","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"86b93df2-34af-4b72-955b-29655d666e52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Defect Repair"
"f558b62f-4c08-43c3-81d8-865ad83a4daf","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23"
"7b2c6d9a-955b-5416-a5d1-6b174890a7da","","checkpoint-status","pass","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Are all electrical tools and leads tagged and safe to use?"
"0b0a2cc4-703d-5518-8af3-c6af533222f5","","checkpoint-status","pass","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Has the Daily Calibration of the electronic spark tester been completed?"
"3f1d2e3b-e6fd-5621-ac3e-ab1c8586e0c5","","checkpoint-status","pass","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Are the Extruders calibration certs current?"
"1ad94e2d-e1e2-5ead-8edd-868b0ebf5285","","checkpoint-status","pass","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Air temp"
"010c9977-6205-525e-af25-61f7d69aeafb","","checkpoint-status","pass","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Surface temp"
"bf241566-5eb2-58f8-abed-d0fba25fe81a","","checkpoint-status","pass","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Dew point"
"b9cb5daa-17ae-5946-bdec-3b5d19fe815b","","checkpoint-status","pass","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23","Trial weld completed sucessfully and numbered?"
"2763cb09-2d7f-4435-839e-13f39fb96892","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700"
"455b6033-a2a4-462b-adbb-0fde8ea65c3a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart"
"16e2becb-340c-4445-8f98-de0000966c9a","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d2733dfa-2f02-5666-96fe-1f9db941ffee","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"f234c56c-c8de-58a3-88e5-65008b466380","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"5ee9ceab-9778-5058-b5c6-49baa6be3bb7","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"39350e47-e337-576d-a717-64e16b47a165","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"1750a60b-b891-5f67-ae66-91ed69f689a0","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"7b4a7fa7-caa3-505c-9cf5-5937ae521bd5","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"595a414a-3212-5a87-ab39-b52b3e58c5ff","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"26a443fd-8b92-4233-9bd1-1199e7197b87","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1"
"f646d74a-da36-5ae4-815e-0610b7b35ad3","","checkpoint-status","pass","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Rings"
"746eb17b-bb96-5da7-be00-4f140afbb517","","checkpoint-status","pass","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Material information"
"7d93a61f-64ee-5293-b7b3-f5068c90f2df","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Ambient conditions"
"632c5588-8387-5d5f-b55d-c35719eadf68","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Panel"
"f48521eb-3de4-51f6-89d8-c1ae5edc3fdd","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Welding parameters - Extrudate"
"80a3986d-75fe-5ff3-9af9-16b1e491a922","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Welding parameters - Hot air"
"444b2efa-186b-55c1-aa45-95622a014a31","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","Welding parameters - Speed"
"d2beaf63-74e1-5560-b314-5dd91fe4c2e8","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1","General Comments"
"564cef7d-007e-4e2c-ba0a-afec343f4808","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2"
"101fd8a1-0fb6-5c4c-b933-02aa81155035","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Rings"
"3f13af96-8c70-5e6f-b8e5-89997ec2e495","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Material information"
"2b427887-7c93-53d6-b61a-700e43f6fcee","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Ambient conditions"
"2fd43beb-138f-50ff-bc0d-c7730b756d27","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Panel"
"afb037ab-aa22-5ab9-a471-ff3d13ebe69c","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Welding parameters - Extrudate"
"0b901da2-ac6f-57e2-84fb-a53c71bf24b5","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Welding parameters - Hot air"
"d3cacd91-ae69-51d7-973d-6737be560ea9","","checkpoint-status","not-started","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","Welding parameters - Speed"
"9a3a82c3-689d-55ae-a49d-23c1dd686eb2","","checkpoint-status","not-started","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2","General Comments"
"f4c74036-b312-4e70-898c-cae37fb6a6fb","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1"
"9a11bb84-bb58-5648-9281-093978178a90","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Weld shape - does the weld conform to the Variant 2 profile"
"d3cf8369-a75e-5975-8e05-5c6603450011","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Nominal thickness less than 6mm"
"b54124ec-6687-55f2-9d53-6a228ebca32f","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Visual inspection complete"
"72b12136-edca-59ac-8ad7-2ce5dddddb16","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","All joints within the requirements of DVS 2227-1 Variant 2"
"4a0f4b77-d8f4-552c-80ab-c03255480f8f","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Spark tester on site calibration completed every 2 days"
"9756b0e8-66e5-5b2b-84b1-8f63c7608f22","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"3e9b60b5-6e06-5915-8644-6f0b53091fac","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Mark up panel layout of joints completed in Phase 1"
"76a4d248-4da3-596f-a00a-fa3708b35b90","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1","Maximum asperities not greater than 6mm"
"ad08f337-9812-42af-a477-1d535363a4dd","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2"
"a32762a0-6389-5232-b76c-822a1621cc6b","","checkpoint-status","not-started","QA - Electronic Testing:0b2a8e1a-d192-45c7-8e94-1f70f08bc73b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Weld shape - does the weld conform to the Variant 2 profile"
"04cad514-d93f-5759-ae5b-45ccfce47108","","checkpoint-status","not-started","QA - Electronic Testing:de8ed336-a93c-4dea-9eaf-149a255b5a4a","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Nominal thickness less than 6mm"
"78ad85aa-92f5-5f80-a65f-01baea6952c0","","checkpoint-status","not-started","QA - Electronic Testing:ec88f59f-2e4e-4649-bf4b-3888f94cd981","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Visual inspection complete"
"7469b23b-b972-50af-9cca-03d41750e526","","checkpoint-status","not-started","QA - Electronic Testing:19453674-2ea3-4669-9724-e1c6a622c590","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","All joints within the requirements of DVS 2227-1 Variant 2"
"834e2379-3466-5c53-ae95-f8ae3d1dc6a1","","checkpoint-status","not-started","QA - Electronic Testing:e51263d5-f9a7-4c9a-99bc-6b405e53f549","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Spark tester on site calibration completed every 2 days"
"823d9634-3e7d-5cbe-bcc7-75e8671dffd0","","checkpoint-status","not-started","QA - Electronic Testing:c8f16169-00ee-4bc2-87e2-d3f8dd5d9712","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Electronic leak testing (high voltage) carried out with Buckley's PST-100 spark tester"
"e1b3d427-7ddc-588c-b419-6562667532e0","","checkpoint-status","not-started","QA - Electronic Testing:4d708c74-3dc3-4666-8af8-6f43e02c19a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Mark up panel layout of joints completed in Phase 1"
"27c8ecdc-cbaa-5d29-81f3-0dc4b34c068c","","checkpoint-status","not-started","QA - Electronic Testing:15ea735b-3cff-4adf-8161-678694828b00","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 2","Maximum asperities not greater than 6mm"
"c174352f-1df9-4110-a069-b7d4376d1a80","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Defect Repair"
"9aa724ce-9bfa-4da4-acd8-1233538a021f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725"
"ec7ab15b-1ee4-4c9b-827e-8ff5c281ce4e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart"
"02beb624-f7ec-4e97-9b3a-327ba4340132","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"83e582df-f912-51a0-8041-c7f2ba0d0d39","","checkpoint-status","not-started","QA - Daily Prestart Checklist:b5a9a753-61bc-42fe-b0d6-ff4a0ccd84d1","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are all electrical tools and leads tagged and safe to use?"
"49fa8764-62a5-5ef7-a9f1-2f02d8e00e15","","checkpoint-status","not-started","QA - Daily Prestart Checklist:2fc64f3c-d7ac-4920-82dd-8a1b710f87d3","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Has the Daily Calibration of the electronic spark tester been completed?"
"df8debf2-5d6d-5e49-bfd4-6190b04c7686","","checkpoint-status","not-started","QA - Daily Prestart Checklist:3ec57a31-9037-4421-bd0b-faec769fe45c","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Are the Extruders calibration certs current?"
"f70ea204-8846-53d7-9c44-4dd8ce7c6bf4","","checkpoint-status","not-started","QA - Daily Prestart Checklist:e17bf073-2d02-46c9-8a3b-418f00d7a739","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Air temp"
"7a1eafb7-e788-5c38-9e29-4cd76f5c4727","","checkpoint-status","not-started","QA - Daily Prestart Checklist:27784ca0-5eb6-484e-a63a-b04e192b8ba4","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Surface temp"
"b667aa3a-8591-5953-bcb6-905999d89330","","checkpoint-status","not-started","QA - Daily Prestart Checklist:82347384-c20f-4eb9-a369-ec1e1106375c","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Dew point"
"cb984d68-0b01-5eb4-9ad0-e76b1a82e474","","checkpoint-status","not-started","QA - Daily Prestart Checklist:ce0ca008-93d1-42fc-b4c2-b41451486c2b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY","Trial weld completed sucessfully and numbered?"
"d4818adb-e97a-4b6e-a6bf-1a5ec3814bd5","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1"
"5d1190e5-e8ad-56b7-ab4e-0cca1e0e269a","","checkpoint-status","pass","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Rings"
"b6ad5d07-c318-53e9-ba90-d319ed3dd44b","","checkpoint-status","pass","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Material information"
"65f6f5a3-02ad-59a9-adf1-95f7e2b21364","","checkpoint-status","pass","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Ambient conditions"
"65d9e406-c0dd-5f44-bb63-5a9aba714590","","checkpoint-status","pass","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Panel"
"10c2c388-041c-5cc9-8570-7e58ab4ebd17","","checkpoint-status","pass","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Welding parameters - Extrudate"
"f7ccfdce-cb37-5418-9e43-44633fa00698","","checkpoint-status","pass","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Welding parameters - Hot air"
"8791cd3c-bf0b-5ebc-a87d-c22623d290da","","checkpoint-status","pass","QA - Welding Record:a8ae7620-6f0a-4a8e-9840-1c23b707bd2b","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","Welding parameters - Speed"
"8f559a3b-0adf-5896-9906-6a9036d9b8bd","","checkpoint-status","pass","QA - Welding Record:1d4bbbe4-7a6b-45ce-bbf4-32dee9b162a9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1","General Comments"
"e32c0df8-15ac-4f24-b100-0cbb91762581","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2"
"4a5f73f9-d9bd-519d-bd8d-146c5a7cd8ec","","checkpoint-status","not-started","QA - Welding Record:e6a6dc66-9fcd-4e2c-be20-c37655ebda69","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2","Rings"
"0e68dfee-bfe9-5409-89a9-d48374fb93e4","","checkpoint-status","not-started","QA - Welding Record:e4c8f605-3ee2-42b4-8adf-32d54b4455a7","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2","Material information"
"9e396da8-2de1-5979-bd79-0be79f3b36b3","","checkpoint-status","not-started","QA - Welding Record:423f5873-fbe5-4e1b-b327-dc533a9e98f2","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2","Ambient conditions"
"1f506b3b-83a3-5d19-b93b-1996285ac196","","checkpoint-status","not-started","QA - Welding Record:adfb5182-35af-47a8-b94c-769660946539","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2","Panel"
"2c18397f-ce4b-5c30-bfb0-16e247daa4b1","","checkpoint-status","not-started","QA - Welding Record:8f61b87b-422a-4555-abd5-31402321b485","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2","Welding parameters - Extrudate"
"cdc896d8-c455-59d2-8f3d-151829acbe7b","","checkpoint-status","not-started","QA - Welding Record:01962c1b-4082-4fd0-81b7-716a30b77df9","","TRUE","TRUE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2","Welding parameters - Hot air"
