"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"03bfd949-e569-4081-986a-b73fdf319d5c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3501 to 3525","Defect Repair"
"4a6da6dd-1fb3-4ff9-989d-ddb54ec4664f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550"
"bcfe2925-ea15-44f6-b8bc-dcea10a49ead","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Prestart"
"706231ef-1a76-41bc-9788-29b28f46a891","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"9614acf1-cb05-456b-9884-4e9e508d08da","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Welding Record - Phase 1"
"4f31c9c0-1e62-4946-a5cc-0179ccbd10de","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Welding Record - Phase 2"
"9a411aab-2735-403d-990a-d63b60963aab","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Electronic Testing - Phase 1"
"41b194b0-b07e-45c8-849c-38a7b5996b24","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Defect Repair"
"886d268b-d508-440e-ab6d-da24d1205f6c","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3526 to 3550","Daily Prestart - Date:12/09/23"
"b5f9b3ac-f4dc-4429-a1bd-c94e10b39d7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575"
"245894db-2a45-4693-b6fe-5a259c70b815","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Prestart"
"bae3b16a-b8bc-4e07-86c2-b9842ab48d6d","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"b69f40fb-6628-4ace-befd-ec39858dd27f","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Welding Record - Phase 1"
"7f9a4285-d963-42fe-8beb-624a9ae04bfc","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Welding Record - Phase 2"
"a6965f26-2a76-4e26-a28e-5112a56b1b2a","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Electronic Testing - Phase 1"
"16aaa5e3-c03e-4d30-9934-2b3b20ddcf87","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Defect Repair"
"1daeffd6-9ef1-4ab5-a5c6-d93ae7411b9e","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3551 to 3575","Daily Prestart - Date:13/09/23"
"6a7c5785-6174-4053-9ac7-380eaf9edd64","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600"
"56c1cb7c-8324-4840-a2be-3fc948e32181","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Prestart"
"346344cd-366e-4eff-901c-7b082af91e50","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"4326797a-0698-4d44-a726-cbdabe830142","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Welding Record - Phase 1"
"2612a9eb-2796-4be6-8920-94703c222f1f","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Welding Record - Phase 2"
"b779459d-acc6-4d58-bd12-1667538ed057","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Electronic Testing - Phase 1"
"958937d4-fd33-41ea-8e7b-401c7a64a5aa","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Defect Repair"
"bffec697-7d7a-4b99-8c5e-d789c94ce814","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3576 to 3600","Daily Prestart - Date:13/09/23"
"c86b5d2f-053c-4d46-a241-b395152f4ce7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625"
"4dfd1353-976f-4092-aa0b-110eacd65131","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Prestart"
"a3fa36c6-cadc-44c3-ac2f-ffa32bca4b9d","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"61614db9-0c2c-4b4f-b46e-1caaeae264d2","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Welding Record - Phase 1"
"d93051ed-6f01-4e7e-8ca9-24be215ddaaa","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Welding Record - Phase 2"
"3046bf80-03e9-41c6-8c66-672d2716a666","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Electronic Testing - Phase 1"
"11c4a96c-d7a2-4d54-b1bb-9b2b4c5c922a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Defect Repair"
"55fcc2fb-cdc9-4bec-a87d-bef9f093634d","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3601 to 3625","Daily Prestart - Date:13/09/23"
"de048c38-ec5f-46ed-8949-47f9b810a5e3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650"
"afb99d49-c112-4f76-8d02-c3d7050cb3d0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650","Prestart"
"7b4a34a0-1970-453e-9fc3-d2a4b2983221","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"c008fb7d-a843-448b-9563-5c575da67cd0","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650","Welding Record - Phase 1"
"98de85d9-418d-4afc-859b-b912e33be29e","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650","Welding Record - Phase 2"
"d2f20240-22f5-463a-aedc-b7ad3ac40f17","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650","Electronic Testing - Phase 1"
"12af8426-f521-44ec-a609-832f586cd6cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3626 to 3650","Defect Repair"
"d964e5ed-8813-4844-8a6c-fcd4f166ab09","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675"
"057fa519-7847-447b-a060-32071b3b07e3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Prestart"
"04ae6565-8fba-4a49-bede-4f4b74f1cbe6","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"8ec67a59-7c9a-44ed-b32b-28968dd1aded","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Welding Record - Phase 1"
"98f6140a-d76b-429b-a62f-c0c1140b70a6","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Welding Record - Phase 2"
"84ee9ac9-e7f4-43ac-bb88-7902b868290a","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Electronic Testing - Phase 1"
"86b93df2-34af-4b72-955b-29655d666e52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Defect Repair"
"f558b62f-4c08-43c3-81d8-865ad83a4daf","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3651 to 3675","Daily Prestart - Date:14/9/23"
"2763cb09-2d7f-4435-839e-13f39fb96892","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700"
"455b6033-a2a4-462b-adbb-0fde8ea65c3a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart"
"16e2becb-340c-4445-8f98-de0000966c9a","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"26a443fd-8b92-4233-9bd1-1199e7197b87","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 1"
"564cef7d-007e-4e2c-ba0a-afec343f4808","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Welding Record - Phase 2"
"f4c74036-b312-4e70-898c-cae37fb6a6fb","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Electronic Testing - Phase 1"
"c174352f-1df9-4110-a069-b7d4376d1a80","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3676 to 3700","Defect Repair"
"9aa724ce-9bfa-4da4-acd8-1233538a021f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725"
"ec7ab15b-1ee4-4c9b-827e-8ff5c281ce4e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart"
"02beb624-f7ec-4e97-9b3a-327ba4340132","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d4818adb-e97a-4b6e-a6bf-1a5ec3814bd5","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 1"
"e32c0df8-15ac-4f24-b100-0cbb91762581","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Welding Record - Phase 2"
"b262809e-a4fc-43d4-840d-e385a23d034f","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Electronic Testing - Phase 1"
"1d6de2bb-eb3f-4e2f-93a6-759e623c6b8a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Defect Repair"
"f4ae2667-2301-4994-b45d-76cb9db2f39c","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3701 to 3725","Daily Prestart - Date:15/09/23"
"e23468f3-53f2-4aae-8266-c0410ff81acb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750"
"d76170bc-8381-4326-97bd-d1733e254f95","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Prestart"
"8f6f7205-6b01-4345-b161-6c7f6d7d4603","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d4cc157e-848e-4ce8-9d4c-4844c7a2bdd9","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Welding Record - Phase 1"
"7b99de65-1e0d-465c-a414-1abc3c63e303","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Welding Record - Phase 2"
"d44fd99a-40c1-45cf-8061-3672bccbc0ad","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Electronic Testing - Phase 1"
"43464bd0-ae16-42a0-b63e-54e23f890ebb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Defect Repair"
"0ba1cc0c-426b-41ee-88e1-97f17412d2af","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3726 to 3750","Daily Prestart - Date:15/9/23"
"eb2542b2-641b-425b-a60f-cd4e7f4e9328","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775"
"626e16aa-7174-43b5-85f2-d1888d93162e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Prestart"
"216e610e-d9b1-4a96-97c8-74546c54f979","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d5d0df1c-7511-4260-a0cf-e2ab3631896e","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Welding Record - Phase 1"
"ada8070b-da6c-4e50-a638-ea43acd41404","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Welding Record - Phase 2"
"23852dbf-eb13-47bf-891d-e36c65e95af9","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Electronic Testing - Phase 1"
"af9dcdb8-d41e-4c5d-a3ed-c0996f653099","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Defect Repair"
"7eb690b4-490e-42a6-a574-01a5c45b1683","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3751 to 3775","Daily Prestart - Date:18/09/23"
"6fb640e4-a1b8-483c-b7ed-d17a6d6ccc69","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800"
"436e6ae1-1dfc-43d1-8c40-0a4cb1797a90","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800","Prestart"
"baa0e32f-2551-4edc-903d-d250773497b1","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"c2309bbe-d529-4e41-b5f7-b21323857636","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800","Welding Record - Phase 1"
"988f9a00-78ff-4bdd-91a5-b793c8361485","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800","Welding Record - Phase 2"
"ad9d4b0f-d688-4ab0-8f1d-a975d200948f","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800","Electronic Testing - Phase 1"
"05268c6a-0a4a-4140-b9b6-af28c1360518","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3776 to 3800","Defect Repair"
"5a3697c7-2fa8-47d5-bd75-7e8cab1d1239","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825"
"88814125-0b36-4ad7-b837-d09c543e3b4a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Prestart"
"a0bca808-de57-4157-bb19-774892afaec6","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"e9db31fd-1e01-4fcf-a2de-8e6f98fc2eb1","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Welding Record - Phase 1"
"b97569c1-cc79-4270-b954-0ebafc11abb0","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Welding Record - Phase 2"
"9ce5a645-f1ac-4c30-9da1-984f86577050","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Electronic Testing - Phase 1"
"e79d6153-4590-47c5-9648-8ee5493dd741","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Defect Repair"
"ec337116-e448-4290-82ee-1d145b6a7370","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3801 to 3825","Daily Prestart - Date:20/09/23"
"6f8ce218-2885-4857-899a-1a8af87704ad","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850"
"273e37d1-e25a-46d9-b57e-f3fd30c7dc10","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850","Prestart"
"5fceb1c5-5e1f-4b3f-bb4f-8ed2360de73a","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"3ff6744f-3e9b-4351-a24f-7ccdcd6eb93f","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850","Welding Record - Phase 1"
"3e74733c-d5bc-4544-926a-9499da73922e","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850","Welding Record - Phase 2"
"dde4be1c-67fa-4414-a360-15f2c3a4860f","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850","Electronic Testing - Phase 1"
"f0142742-9482-4d1b-9b49-401dbb4e4315","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3826 to 3850","Defect Repair"
"b79b47ea-10aa-4fe6-9af8-97ffe8a654ea","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875"
"4c996d8e-c58a-469a-89b2-2f50b8298b94","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875","Prestart"
"7e5cbc04-6be8-43c1-8442-bca73bf83fc6","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"ea978d04-08d5-4e3f-959b-29d92c9acecf","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875","Welding Record - Phase 1"
"aa284154-af1a-4739-88b5-a0795f1d9c11","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875","Welding Record - Phase 2"
"15ee9132-bc2a-47f4-863b-17d4e6e0ea87","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875","Electronic Testing - Phase 1"
"32a2f101-5406-427f-8d85-5ec4e6dabf0d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3851 to 3875","Defect Repair"
"79bddc32-7268-42ec-9efa-4afe6dab43e8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900"
"0cd91de0-a3ee-4880-a7a0-e35efcb99e28","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900","Prestart"
"5561dd25-56a1-4f28-85ef-0f7cf1750c5b","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"2dc897d9-b304-4d3d-ae23-564839360eb1","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900","Welding Record - Phase 1"
"721bedac-f1b8-4d4d-b5c1-90e498225145","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900","Welding Record - Phase 2"
"1e5ada7a-cca0-4118-b6a3-7bb3905d3692","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900","Electronic Testing - Phase 1"
"9b2b0028-94df-4556-aac5-0106434f1282","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3876 to 3900","Defect Repair"
"49cf0721-aaf7-4a8e-a4ed-a0a8d985b787","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925"
"51eb39ad-a2c3-421a-95b9-df5595648e5d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925","Prestart"
"6f4381da-86eb-4ffa-88a9-eb81b9b0e5c3","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"d0693cf7-c742-4ed8-b4bb-63bfdd6a0238","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925","Welding Record - Phase 1"
"2074ccd6-93f0-4451-9291-f87782de6695","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925","Welding Record - Phase 2"
"a838a003-a3a9-4ac7-a88d-ee5c0d76f5b1","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925","Electronic Testing - Phase 1"
"c0034fdd-4cbb-45a6-ba82-2aa91f03a9af","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3901 to 3925","Defect Repair"
"3b32bdc4-e4b9-4f86-9ca3-1ffd904245b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950"
"2d39899c-8b1f-44b9-a097-0e6ede851312","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950","Prestart"
"9f325744-f19c-4c15-8c7c-b70e03bee051","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 3501 - 4000","3926 to 3950","Prestart","Daily Prestart - Date: DD/MM/YYYY"
