"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7c056999-2355-5580-bd76-9df71524fb46","","fail","","folder","TRUE","FALSE","Trial - How to use CONQA Checklist"
"2997ac18-876f-506d-861b-c7afa6a28f9b","","fail","SYS - How to CONQA","checklist","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA"
"b3cec972-ae47-5608-960a-4f29e8ede6fb","","fail","","section","FALSE","FALSE","Trial - How to use CONQA Checklist","How to CONQA","Details"
"fde72dce-b943-5307-8ec8-2843f621ef44","","no-status-not-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Open this checklist in the web app with the -> Open Checklist button above"
"639887db-e0f8-51f9-bc98-3bc545d65a97","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.1 Pass this checkpoint"
"ab64c9f3-01e2-5e59-bd55-7439e40758e2","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.2 Fail this checkpoint"
"77cc56cb-3524-5bd6-92d2-d7c5159ba4aa","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.3 NA this checkpoint"
"f61befd6-1847-5bfc-b36c-e9715a022534","","not-applicable","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.4 Add a photo this checkpoint"
"6dddc2bd-546e-5341-a8f7-37fecd630d37","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.5 Add a comment to this checkpoint"
"70f604ee-c85e-5d8a-8d72-d10c48fc9037","","pass","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.6 Attach a signature to this checkpoint"
"142a219a-dcb2-5309-9f6d-645d1df01dba","","fail","","checkpoint","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","1.7 Attach a file to this checkpoint"
"5cf8d430-488a-504d-a4e3-2384093ac09c","","no-status-started","","checkpoint-no-value","TRUE","TRUE","Trial - How to use CONQA Checklist","How to CONQA","Details","Congrats on completing your first checklist! Now download the CONQA app with the QR code."
"fb5d9537-eb93-59bf-b972-ad356f043d40","","fail","","folder","TRUE","FALSE","Site QA"
"3eecd042-d0de-5b47-96a3-dfb2b44fbd05","","pass","","folder","TRUE","FALSE","Site QA","Lot 1"
"319dc620-4f5f-5acd-b816-882b80e2c621","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Earthworks"
"328f9a08-d48f-5201-b1a9-10055e830fc3","","pass","QA - Detailed Excavation -","checklist","FALSE","FALSE","Site QA","Lot 1","Earthworks","Detailed Excavation"
"af90d97c-6ff5-5810-b176-c2ed2ceb0cd1","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Services Located"
"688e0181-db7a-5f02-848c-c06b9916d643","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Location accurate"
"535068e4-5a8b-5bcf-8dc7-9a44a102f9e3","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Topsoil stripped completely"
"ac723129-498f-576a-b96d-a01d628e3e5d","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Building pads set out correctly with RLs as required for cut/fill"
"1d543949-a6c9-5f2c-99f1-4a5d4d3cc43e","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Correct cut back for walls/foundations"
"0e1a14d6-8e4b-5ff6-bf53-90ef1af22209","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Geotech Engineer Inspection"
"3dfd0121-6b73-50a2-aa86-6bfc5a57cf13","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 1","Earthworks","Detailed Excavation","Detailed excavation completed, reviewed and approved"
"40f9df5c-9dab-5d32-90e9-d1251c781583","","pass","","folder","TRUE","FALSE","Site QA","Lot 1","Stormwater"
"259c11fe-4ec2-59be-9955-93d0e5390968","","pass","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1"
"7a4ddf0d-3252-5b0e-b3eb-92cbc98779da","","pass","","section","FALSE","FALSE","Site QA","Lot 1","Stormwater","Pipeline Installation EXSWMH to B/1","Pipe Laying"
"60f3eeae-3773-5825-94d0-c60a13fad106","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"ab35b08d-f3bd-5a8b-8231-b2c272668395","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Ground Conditions Checked & Acceptable"
"e97e5a6c-d99d-5ec7-8a62-7fb629c7534d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","General photos during pipe laying"
"20ea31dd-6771-5efd-a913-358938cd68cf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","Pipe Laying Completed"
"d3bcc4fa-7ae9-5005-8988-36f0994f9a70","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation B/1 to B/2","Pipe Laying","CCTV Completed"
"2c22b1df-c373-55d4-991c-66aa6a5dea39","","not-started","QA - Drainage - Manhole Install Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2"
"e28caba2-7138-5ec8-83e8-3e01ddb1bcae","","not-started","","section","FALSE","FALSE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install"
"b2ec3fbf-2dd2-5d81-b55c-fe298884d237","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Latest consented drawings"
"0ce16ae7-70b1-5fd0-bdef-52aa7f532509","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Setout an manhole sizing checked"
"b0e7453d-7ed4-5632-bd49-79b117a4ace7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Services Located and before you dig plans checked"
"b194fcd7-4579-5fc8-a2fb-b1b5f7d2359f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","MHS measured onsite. Prep height determined from Lid Level."
"a10ff807-452f-5b22-ae26-b486d874daaf","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Benching/shield required if >1.5m"
"5f84fc70-c6ea-5afb-a898-ceb41e075052","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Ground conditions checked & acceptable"
"8dd764be-2ce4-536d-9356-f63fc2113ee6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"bc0708c1-0e66-5937-8ea5-dfd25d333319","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"5375993a-e08d-5dd3-90b2-c2d4477d5b80","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"7cfd68f0-e0ae-519e-9226-843cb7633bf9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Inside of starters epoxyed all the way around"
"31c921d3-e6b2-5971-9da3-99ba89cc2fac","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"2ff59de0-a14b-50f9-84c4-57296a2ed111","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"3183515c-96a8-5243-a8d4-c6aa2138c5a1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"1baf790f-be56-5232-9dbd-7b6f238fc6c9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Epoxy completed inside lid and"
"fb9bbc07-c848-5d72-b22b-9b003cd0bfec","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Stormwater lids to be spray painted blue"
"fa75aee6-9b45-50c5-8f0a-3a061f5e8c1c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Drainage - Manhole Install PUB SWMH B/2","Manhole Install","Sewer manhole safety grille installed"
"00cd9c7e-8b19-5756-8d86-7a6dfca1491a","","not-started","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02"
"21202cb2-433f-5a98-bbce-b8543f9e3e0d","","not-started","","section","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying"
"e2fa7c09-e057-5d2a-ad42-444440ee9f07","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Latest consented drawings"
"50b69865-7c41-57b8-9ab5-e9ee5a6f97eb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Setout completed checked and accurate"
"08b6be33-4e61-57ae-80f5-ba0e4a56e105","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Services Located and before you dig plans checked"
"37310e60-8de6-56ca-aef8-fd84799a18ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","All junctions marked out and run through with operator"
"69d28ccc-6b37-5237-916a-a899432cf648","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"929a8b58-53af-58a4-8710-6e3984c88ff7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Laser checked for line with string line"
"89cf0bde-1bd0-5c39-b073-82f15a68c5cb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Correct trench width for pipe size"
"edfcc20e-d032-5e36-b4e3-7f5a69d54b11","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"3c1a4ef4-d37f-58b8-886a-5965365fe5cb","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"e100f150-f431-5531-b6b7-8b5cac51456e","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Ground Conditions Checked & Acceptable"
"9279330d-374d-52da-8fa2-cc7ee03bfc65","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","General photos during pipe laying"
"c790c81a-e9d3-5701-8f23-fbd5e3eb6c2f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","Pipe Laying Completed"
"c476b38f-bfd4-5daa-b26a-1b36e536bf85","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation SWMH B/2 to SWCP02","Pipe Laying","CCTV Completed"
"dbe4aa87-d20b-59b6-ab90-aac76d3fca09","","not-started","QA - Cesspit","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02"
"b44ef1dd-f668-57f3-b88d-2042cad805da","","not-started","","section","FALSE","FALSE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install"
"50a6619e-96c6-56f9-aa52-db4d70e381f1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Latest consented drawings"
"ca0a7dab-b268-5049-be9a-700995e28d48","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Services Located and before you dig plans checked"
"af91a012-5281-5b39-8bf1-e261c7ff0e4a","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Cesspit correct distance off edge of driveway or kerb line"
"bf6e579f-4886-563e-ad17-a6e55d9cee29","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","MHS measured onsite. Prep height determined from Lid Level."
"fee95781-9847-5aed-9f0f-8c3d1914f5a1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Ground conditions checked & acceptable"
"534658e4-fd1f-51e8-9c0b-9db265e70b41","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Bedding depth and material correct & compacted"
"c9ba6d08-8ce1-5e1f-bf57-cce9e7b248da","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cesspit Installation SWCP02","Cesspit Install","Half Siphon where required. (Photo required with bedding)"
"10040f37-80c0-5b63-b97a-31f21ed5624d","","not-started","QA - Stormwater Concrete Junction","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1"
"923e2860-4728-52e5-ab11-86da6c65e5b2","","not-started","","section","FALSE","FALSE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction"
"71199c2d-7211-5faf-b788-a246f810e728","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Correct sized junction"
"f76a1c39-2342-589e-8956-a7bff4c93b6d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Angle of Junction Between Spring level and 60 degrees (Photo Required)"
"f2bf2c42-3495-58fe-aaf7-6530837f9a55","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Expoxy inside and out"
"b72da331-ee6a-512e-8406-9f496edc64a3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Shear band connection (Photo required)"
"7ae382ac-c849-5aac-be16-e015b7172a43","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Junction Pegged and Sprayed Blue"
"689373f6-2211-5e45-93e6-526bb382d680","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Stormwater Concrete Junction Lot 1","Stormwater Concrete Junction","Inspection straight if connecting to private drainage (Photo Required)"
"9784bde6-f0ab-5e5b-b805-90b7161071a1","","not-started","QA - Cap existing connection","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Cap existing connection"
"b70c4fc1-9b2c-5945-8115-02e2f810d35b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Cap existing connection","Photo and location of capped connection"
"b39ffca9-0e88-4f82-b7c9-a02b827ee6f2","","work-in-progress","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist "
"81f64546-6cad-5ae3-8855-8e09644e4ad7","","work-in-progress","","section","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying"
"297697ff-fdd3-5fc8-9c60-d1785d4b893b","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Latest consented drawings"
"daf9ad66-2183-5880-b612-5c35ec97ca4f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Setout completed checked and accurate"
"9bc726f7-8f0b-57ab-8f86-980f7769caef","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Services Located and before you dig plans checked"
"766c4701-1878-52dc-a5f9-e3e2485fc983","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","All junctions marked out and run through with operator"
"5bd3ca09-ecae-5487-b5ee-80d02e3b2ad1","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"9ca96597-6e61-5230-88c9-0736834153a4","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Laser checked for line with string line"
"cc3111e4-9cfc-5c42-8d8d-6e63df8cc6e9","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Correct trench width for pipe size"
"30169709-bd62-5108-b940-090af36d9d4c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"dc88a457-ac5e-588f-a561-761ee5c3c29f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"b02f396c-dd60-5b25-8320-6d0fe1bfe5ed","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Ground Conditions Checked & Acceptable"
"faf44c55-3e00-5f3d-b786-f82d4f51a734","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","General photos during pipe laying"
"1966a9eb-c3eb-5eda-834c-4fc6ada34130","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","Pipe Laying Completed"
"f9969f76-efff-520e-ae9e-2b8334083639","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist ","Pipe Laying","CCTV Completed"
"a0ba29d1-242f-42f3-ad69-cb63d28ccaf6","","work-in-progress","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24"
"ce271e01-8ef8-56ba-b82b-06f6a137a800","","work-in-progress","","section","FALSE","FALSE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying"
"6ae133e4-7288-5780-a3f5-24dedc97ba73","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Latest consented drawings"
"1298697f-ecf5-517c-8842-55a7dff3e165","","pass","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Setout completed checked and accurate"
"f121441b-3502-5ddc-83b0-cccc8ec5a077","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Services Located and before you dig plans checked"
"59503b5e-5b34-5946-98e8-3bd6eeff5d1c","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","All junctions marked out and run through with operator"
"1311c3f6-32ff-5a8f-94c0-a4449481fef2","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Laser grade checked. Correct +/-. Benching required if >1.5m"
"32a075bb-ee2f-59b6-bd1f-d15f16478935","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Laser checked for line with string line"
"7043f59a-3cd7-5553-9d03-9e151f208142","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Correct trench width for pipe size"
"76b23d19-b8ec-555a-a741-db072d42ea3d","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Starter checked for fall. Starter epoxyed to seal from water."
"87d87332-e16b-5f5f-be7a-3de010c67628","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Corbel installed with suitable bedding around pipe (Photo Required)"
"dcbcf55c-0f05-50de-a1b7-05b7c1c0b32f","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Ground Conditions Checked & Acceptable"
"bfda97c9-fa7d-5966-a4d3-d01713312413","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","General photos during pipe laying"
"1d5109da-de15-57df-9e56-7fa4c1f11efe","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","Pipe Laying Completed"
"c7e1eab1-5153-5233-9333-195e772161d6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Stormwater","Pipeline Installation Checklist Pit 24","Pipe Laying","CCTV Completed"
"a6bf9ae9-e22b-5d31-a062-0d0f9549dd4a","","not-started","","folder","TRUE","FALSE","Site QA","Lot 13","Sewer"
"ec819623-38b0-5820-9a28-0e4dffd8acfb","","not-started","QA - Drainage - Manhole Install Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1"
"0f13496b-1096-52c2-b85c-41038af5c9ce","","not-started","","section","FALSE","FALSE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install"
"15ca1226-c92a-51bf-b49f-99eac9693a69","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Latest consented drawings"
"00e43e9e-3a79-5fdc-b956-9373abcb43b0","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Setout an manhole sizing checked"
"86f58d0a-fc2f-502f-a6bc-3264c7fa1bd5","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Services Located and before you dig plans checked"
"874de295-73c6-54d4-9a6e-b7ad39fe0752","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","MHS measured onsite. Prep height determined from Lid Level."
"e72dec58-abff-53c2-8461-5b0bbcf90ce3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Benching/shield required if >1.5m"
"44b046f7-71cd-59b9-8f4a-2351183a85e3","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Ground conditions checked & acceptable"
"c5da86d9-9fee-5d72-ba43-1e621920c6de","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Bedding depth and material correct & compacted (Photo Required)"
"766ccc80-f285-5753-bf53-fc664c75c206","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cut in Manhole Shearbands ( Photos required)"
"e868f866-59bf-5d43-836b-31694a713172","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole Risers epoxyed (if applicable Photo required)"
"129a6d52-5a05-537d-b89a-fe5277daca86","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Inside of starters epoxyed all the way around"
"744f958a-927b-53a9-a456-c59d5cfa9115","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Manhole benching completed and acceptable (Photo required)"
"4abd46c6-2248-562a-91c7-ee2bbecb14b6","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Concrete Lid Installed, Correct orientation and sealed"
"5c98de5c-83e7-5fea-8dde-9516badbad56","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Cast Iron Lid Raised and Installed at 90 degrees to steps"
"8bd03153-3f27-5f3e-b57f-831d12e1dc3b","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Epoxy completed inside lid and"
"f92b3e3c-fb58-58d4-bcd8-a502ba44a006","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Stormwater lids to be spray painted blue"
"ee609857-e47d-5342-8f0e-5ec65b2fafe7","","not-started","","checkpoint","TRUE","TRUE","Site QA","Lot 13","Sewer","Drainage - Manhole Install New SSMH A/1","Manhole Install","Sewer manhole safety grille installed"
"f98be271-5b0e-5839-a407-d0a73ddcc728","","not-started","QA - Pipeline Installation Checklist","checklist","FALSE","FALSE","Site QA","Lot 13","Sewer","Pipeline Installation SSMH A/1 to end cap"
"e238bebe-d447-5c9f-8dd3-2ef321e47830","","not-started","","section","FALSE","FALSE","Site QA","Lot 13","Sewer","Pipeline Installation SSMH A/1 to end cap","Pipe Laying"
