"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c1c5e793-757f-5880-a852-a8f9e0eae756","","checklist-flat","no-status-not-started","0cf04e6c756f37a201c6f5eae2c46b46dec2e750a569888c5a58be2e010803e9","checklist-flat","FALSE","FALSE","Job Details"
"149208f0-d8dc-4d2a-8073-feedb637a356","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"60f93354-8a20-496a-baa1-2bbb686ef22e","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 1"
"73534c06-71a1-4cd7-89a9-d4b9d76e5fb5","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 1","B01"
"7317c6d4-9453-4715-b2fe-ede2fae1cfc5","","checklist-flat","pass","0d253509d430f673a50088a66451e1dbc9c1729c88f9c10f06562a0298fa562b","checklist-flat","FALSE","FALSE","QA","Stage 1","B01","Pre-Commencement Checks"
"e36e49ac-5681-4617-bf6c-c2eb42b2f449","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite"
"8ff6eb56-b4ac-4ad2-9b34-71de64fa274d","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite","Basement"
"107d9e60-b550-4d8d-a168-5bb2e40f5a12","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 1","B01","Bentonite","Basement","Area 1"
"67ba432f-057f-4ad9-b4f1-563295cb4abc","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G28"
"0b0811f3-f374-4706-a86a-f3fbadf8e82f","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G28","Sarnafil Perimeter"
"5b69c54a-d89e-4550-ab8f-a95fe97e9f14","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G28","Sarnafil - Decks"
"d4dcb314-3785-42a9-881b-a295b4f27660","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G28","Electronic Testing"
"c9a1a85d-a5e5-4018-b622-f3c05fbf93b7","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G29"
"c3739480-6068-4441-b75a-e3125421ce97","","checklist-sectioned","pass","f4e604f101967df9d39c168673422d7f26602b9a2ddc9ef4d6e522932ea28e1e","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G29","Sarnafil Perimeter"
"1ad451ec-d802-4f2a-acf9-4dca6ab07717","","checklist-sectioned","pass","2087de8cb5c1fcd4c0809f854722fed0e82680442bca090611ebbdd665ff1dfa","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G29","Sarnafil - Decks"
"d45cc6c5-de99-4020-89a3-e6cdbed68082","","checklist-flat","pass","675757b236d3bbedb9cb7c3ef5f1f36c9ce694fcfb539fc7badee63dd9e2956f","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G29","Electronic Testing"
"9041f79a-1eea-46f8-b1c8-b80242dc1a84","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 1"
"0981f888-ed96-50d1-8976-765a4744c190","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 1","Sarnafil Perimeter"
"d1fd2558-1aaa-5b47-bd85-296213e59663","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 1","Sarnafil Entrance"
"2fc27698-22a1-5194-a00e-6191a6c51fba","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 1","Electronic testing "
"5f720701-3e88-4e01-8a45-1605a541d401","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 2"
"dbf2d73e-d8c8-5f4f-b762-2e367011d6e4","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 2","Sarnafil Perimeter"
"90b20c73-c525-5d32-9ca3-0b7a4c06e401","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 2","Sarnafil - Entrance"
"ad642614-0962-5432-a826-c28333fe04d5","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 2","Electronic testing "
"2e43a927-3b7d-4a4b-bd34-7404c96e327d","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 3"
"b6c94364-ea56-54da-99cf-6ace1d8936fd","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 3","Sarnafil Perimeter"
"bb91d5d0-9b48-56d8-8777-3996dc0dcb9d","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 3","Sarnafil - Entrance"
"fbe03c65-1337-572a-a3ad-fdecdf307407","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 3","Electronic testing "
"d8f738c9-9b12-4b53-a23e-070b90e0e10d","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 4"
"ea54978e-2625-57f0-8316-ee1ce1335bd1","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 4","Sarnafil Perimeter"
"72c7d386-4ff5-5a2d-bfc6-4ea66ba19313","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 4","Sarnafil - Entrance"
"5ed4fc30-fa9b-5d04-bf0f-54f1e1d180de","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Entrance 4","Electronic testing "
"4ebc927c-d2dd-4542-99ea-ec09d0ed4511","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Behind Lift Shaft"
"3474939d-7a45-5f47-ab0e-9b363cbb1bc1","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Behind Lift Shaft","Sarnafil Perimeter"
"ba989e86-11f0-5d97-a525-e4bb83f51ef0","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Behind Lift Shaft","Sarnafil - Entrance"
"7a25a4c7-da6c-5ae9-88a0-bc537106d627","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Behind Lift Shaft","Electronic testing "
"9026ee23-3fbb-414b-b913-dbe541bbc802","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-2"
"53009342-969c-53df-ac06-915cb906c25f","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-2","Sarnafil Perimeter"
"fe8955a1-3ec0-574d-b20a-e775ddd56cd0","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-2","Sarnafil - Decks"
"c6ab7fb2-a8ab-57a8-8d5f-a2d41cb4bf28","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment G22-2","Electronic testing "
"5a55a140-3a37-4daa-bade-4db6eb5827f2","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment 28-2"
"31d109ae-4da6-5ba0-bbad-882608930b63","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment 28-2","Sarnafil Perimeter"
"0e3524ec-0a64-57b8-bfd5-6ff578b5044d","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment 28-2","Sarnafil - Decks"
"efd59c09-6992-5c3f-9fd0-83cf71ae032b","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 4","B04","Sarnafil - Ground Floor","Apartment 28-2","Electronic testing "
"183f2d93-c8cf-4ba7-adaa-230a0580ec2c","","folder-progress","pass","","checklist","TRUE","FALSE","QA","Tunnel Area - B03 & B04 Link"
"a3d91eaa-66cd-4575-8ffa-ca19a687ad1b","","checklist-flat","pass","0d253509d430f673a50088a66451e1dbc9c1729c88f9c10f06562a0298fa562b","checklist-flat","FALSE","FALSE","QA","Tunnel Area - B03 & B04 Link","Pre-Commencement Checks"
"7df2a9d8-be90-4435-855d-273726a39777","","checklist-flat","pass","F - S - Waterproofing","checklist-flat","FALSE","FALSE","QA","Tunnel Area - B03 & B04 Link","Bentonite"
"f37223b3-1cea-4608-b3a8-e2ddd61a658e","","checklist-flat","pass","30a6866a23874c0a06fcd7d934cab33ecd4043d62d009c4c914dd750682c9be5","checklist-flat","FALSE","FALSE","QA","Tunnel Area - B03 & B04 Link","Epoxy"
"0d235cff-50dd-464e-8372-6ecb1924f3c8","","folder-normal","pass","","step","TRUE","FALSE","QA","Tunnel Area - B03 & B04 Link","Sarnafil roof"
"4ff12871-0bff-5433-b4e8-3fedeffb1a85","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Tunnel Area - B03 & B04 Link","Sarnafil roof","Sarnafil Perimeter"
"fc41f7e5-b30a-5c58-bf87-d59ee0e70bcf","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Tunnel Area - B03 & B04 Link","Sarnafil roof","Sarnafil Garden Roof"
"0d1e8d34-bdec-5afc-84f4-d380723f97ae","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area - B03 & B04 Link","Sarnafil roof","Electronic Testing "
"a84bdee4-e0cc-4413-9c9a-69ec2f5fd741","","folder-normal","pass","","step","TRUE","FALSE","QA","Ramp Area (B04)"
"0418df1a-6db4-56c9-977e-955cbf204674","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Ramp Area (B04)","Transformer Slab"
"54655e22-f810-559a-910f-f9062b881a80","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Ramp Area (B04)","Ramp B04 Footing 1"
"76558b65-19b5-55fa-abde-a22a69cf41c7","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Ramp Area (B04)","Ramp B04 Footing 2"
"86056839-a8d5-4f78-b35e-dbedbdf822e5","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 5"
"b5436fca-9247-4ca6-b1e3-4edc45613af6","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 5","B05"
"2f10a82f-7377-40c3-adc6-b13e3df77c11","","checklist-flat","pass","Pre Commencement Checks","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Pre Commencement Checks"
"e4da4d0f-799b-4c3d-8912-a861982af608","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Bentonite "
"97f9cb0f-6292-4647-993b-de44e65c5157","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Bentonite ","Basement Slab"
"a92d4b6e-3cf0-4c88-a89a-3c8852b29351","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Basement Slab","B05 Lift Pit"
"a24dea62-b062-454a-a7ef-0a2c7cffecc9","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Basement Slab","B05 Manhole"
"b2475ac2-9452-4164-85dc-599864f56f3a","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Basement Slab","B05 Floor Slab Pour 1"
"f526c6b8-3c82-449d-adbf-d76120fe2f87","","checklist-flat","pass","QA - Waterstop","checklist-flat","TRUE","TRUE","QA","Stage 5","B05","Bentonite ","Basement Slab","Waterstop B05 Stop End Pour1"
"b64375f8-c22e-4179-bf57-3a5d782b7c55","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Basement Slab","B05 Floor Slab Pour 2"
"b3276b3d-028e-4d3a-9aed-b3886aaeb740","","checklist-flat","pass","QA - Waterstop","checklist-flat","TRUE","TRUE","QA","Stage 5","B05","Bentonite ","Basement Slab","Waterstop B05 Stop End Pour2"
"7f15689b-ec57-4826-843a-5f10bdd0c026","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Basement Slab","B05 Floor Slab Pour 3"
"7dfe123d-969f-48c3-8bbf-e371023fe2f1","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Bentonite ","Bentonite Precast Panels"
"bdffcdcb-b5d1-427c-a392-bd755b443289","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Bentonite Precast Panels","Precast Panels"
"691e89d8-ac15-4c9a-a450-e035f4e26818","","checklist-flat","pass","Add Sikalastic 152 Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Bentonite ","Termination"
"4f593b00-dd3b-47a8-af0e-6e66f0c2de6a","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)"
"2efb6262-f15c-4c66-837f-61cb9a95714a","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)","Basement"
"c128878f-a0a4-453e-a52a-ad66f44a365d","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)","Ground level"
"5b5b5f0b-0174-47f7-aba4-0e0e3522bbae","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)","Level 1"
"ea9ea698-f5e1-4725-a26e-0eae37e7b2ef","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)","Level 2"
"5a043e06-f6a1-470d-872d-b610d5d46ae5","","checklist-flat","pass","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)","Exterior Panel Joints"
"0d00be21-4aa8-4413-95ad-ef243ea72269","","checklist-flat","not-started","Add Sealant QA ","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Panel Sealant (Joints)","Exterior Brick Sealant -Control Joints"
"e840eb22-cf31-44c6-8034-f6c7418f5ef7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil"
"12b8512b-d2bc-4c88-863e-2b8f13c9a9a0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor"
"6dfa2758-caf9-455c-8812-0cc3f8f32bc8","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Entrance"
"353b23eb-4218-4ee1-bc1d-643513d7559c","","checklist-sectioned","not-started","SYS - ST - S - Sarnafil (old version)","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Entrance","Sarnafil"
"7c7a2539-5faf-41d2-83e1-444b8e67e78d","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Rear Door"
"75e2bc9f-fc04-4e06-a3a5-9f8e14dc490f","","checklist-sectioned","not-started","SYS - ST - S - Sarnafil (old version)","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Rear Door","Sarnafil"
"38dc6ff3-3774-4631-9114-1bfacf40e9a5","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Hallway window Grids H-G/05-06"
"239e053e-9f6b-4c07-9749-0683fa4f63da","","checklist-sectioned","not-started","SYS - ST - S - Sarnafil (old version)","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Hallway window Grids H-G/05-06","Sarnafil"
"5f2e853a-5b01-4325-a7ac-dd2eb3c8a434","","folder-normal","not-started","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Hallway window A-B/05-06"
"7ee586c3-4e90-4d34-9b37-e9f49de73531","","checklist-sectioned","not-started","SYS - ST - S - Sarnafil (old version)","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Hallway window A-B/05-06","Sarnafil"
"000d65ff-2248-4032-a9d4-0b9ccc43564c","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments"
"7f34903e-f36c-4b2c-9ffd-4ad50fc8abbe","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G30"
"befd666b-9781-4b0d-a56c-4772d3219886","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G30","Sarnafil Perimeter"
"f7c6cfae-4ee3-4eb6-9e98-6cdaed54867f","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G30","Sarnafil - Decks"
"ce1d63b4-084d-41a1-94bb-9d09e055978d","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G30","Electronic testing -"
"c1921210-23de-4980-b2a1-d31707be62fe","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G31"
"7529f97d-ba3c-4bc9-865b-b193378c322e","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G31","Sarnafil Perimeter"
"51907fdc-0eac-40de-bbb9-6a48490c4be7","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G31","Sarnafil - Decks"
"f7b24fdd-63d2-46af-9570-19aeced33977","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G31","Electronic testing -"
"cf744543-ab84-4923-a751-f25dc3e9d197","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G32"
"0de31f29-49bd-4a5d-8582-7f84a2f68418","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G32","Sarnafil Perimeter"
"29869b99-d874-4cb6-85b1-cb7cdd5b689c","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G32","Sarnafil - Decks"
"aaa71536-b9f5-47a8-a380-35e0d7fcf12e","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G32","Electronic testing -"
"9c804656-9f79-4016-9bd5-c5dc8f64959f","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G33"
"1ad1cd41-a8eb-483d-bac4-ee6783b34769","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G33","Sarnafil Perimeter"
"ac757971-1a74-46b5-b90e-a99f715c72df","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G33","Sarnafil - Decks"
"40488135-d603-4133-9a80-b182a313aaf4","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G33","Electronic testing -"
"ba2db13b-bfca-453d-b9fb-c7b649e3c7cb","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G34"
"495b0cb7-9693-44a2-9032-0b1157a90454","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G34","Sarnafil Perimeter"
"f5152e7d-b04c-4385-9e0d-d66e6c13ce9a","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G34","Sarnafil - Decks"
"38e4aa4a-0f55-4348-8571-13a58de2db14","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G34","Electronic testing -"
"e204deb9-ff1d-4947-b5dc-af2a9015ad9d","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G35"
"8db2f5a9-62c0-4a2e-a323-0d7791efe1e4","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G35","Sarnafil Perimeter"
"25f250bb-baf2-411d-a0fc-00788f044dec","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G35","Sarnafil - Decks"
"65b30945-1f2b-4883-96d5-3816ffa888b2","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G35","Electronic testing -"
"a07cd0e5-3d6e-47b5-b4aa-968aa2c81849","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G36"
"841864aa-42c9-4af9-aee4-31a5ae1f44f6","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G36","Sarnafil Perimeter"
"7c358251-75b6-4b0c-bf60-b83e649d7e7a","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G36","Sarnafil - Decks"
"69f0f49e-bc33-4383-8b85-7cc7f0e264c6","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G36","Electronic testing -"
"3f0e511d-72c3-491b-a57b-9b21db1a57df","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G37"
"b7221996-0b40-4688-87a7-da4208f24616","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G37","Sarnafil Perimeter"
"6fdaafb9-bc58-43ce-94fe-c93280e3a302","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G37","Sarnafil - Decks"
"ef8f7557-d815-4daa-9098-1a11a586cbf2","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G37","Electronic testing -"
"a5debec0-cafa-4c64-a3ea-f35a9cdf0a45","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G38"
"002e0c4b-d905-4cd1-a2e6-1b7ee57346fe","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G38","Sarnafil Perimeter"
"e1670196-9d1c-4bf8-8fe5-e2bac3a9f763","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G38","Sarnafil - Decks"
"32eb875f-49f0-4ef1-967c-ee346fbab6fa","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G38","Electronic testing -"
"3f9816ad-d8a0-40fb-8696-2633fa5382d7","","folder-normal","pass","","step","TRUE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G39"
"91922e96-504f-4ff1-b341-12bacc76103b","","checklist-sectioned","pass","Sarnafil Perimeter","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G39","Sarnafil Perimeter"
"3107f2e3-682e-431d-98ba-ed2cecb6331f","","checklist-sectioned","pass","Sarnafil - Decks","checklist","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G39","Sarnafil - Decks"
"5b8f79e0-935b-4a2a-b937-b8be9abc9cd2","","checklist-flat","pass","Add Electronic Testing Checklist","checklist-flat","FALSE","FALSE","QA","Stage 5","B05","Sarnafil","Ground Floor","Apartments","G39","Electronic testing -"
"9c7c94da-f2b6-4fc4-b267-0326b33b9965","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Tunnel Area – B05 & B06 Link"
"da0b7ef2-4846-4110-9d68-bb0ef0bc3b9c","","checklist-flat","not-started","Pre Commencement Checks","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Pre-Commencement Checks"
"42574e23-ba6e-46f6-86db-566504aecab4","","checklist-flat","pass","Add Bentonite QA","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Bentonite Floor Slab"
"1825c702-94dc-490d-a4d1-67ff20e8605f","","checklist-flat","pass","QA - Epoxy checklist","checklist-flat","FALSE","FALSE","QA","Tunnel Area – B05 & B06 Link","Epoxy"
"50291752-9b83-47ab-989a-9f25e9d176da","","folder-normal","pass","","step","TRUE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof"
"4017fe7d-9834-4465-be11-aefbfcefe534","","folder-normal","pass","","step","TRUE","FALSE","QA","Tunnel Area – B05 & B06 Link","Sarnafil roof","Sarnafil Perimeter"
