resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 22,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 23,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 24,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 25,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 26,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,,,Level 27,,,,,,,,
,step,,,,,,,"Residential Lobby, Lift & Stairs",,,,,,,
Framing,checklist,,,,,,,,Framing,,,,,,
Plumbing Rough-In,checklist,,,,,,,,Plumbing Rough-In,,,,,,
Corridor/Common Area Fire System,checklist,,,,,,,,Fire Rough-In,,,,,,
Electrical Rough In,checklist,,,,,,,,Electrical Rough-In,,,,,,
Mechanical Rough In ,checklist,,,,,,,,Mechanical Rough-In,,,,,,
,step,,,,,,,,Linings,,,,,,
Pre Wall Linings,checklist,,,,,,,,,Pre-Lining,,,,,
Post Wall Linings,checklist,,,,,,,,,Post-Lining,,,,,
,step,,,,,,,,Floor Coverings,,,,,,
Tiling ,checklist,,,,,,,,,Tiling,,,,,
Carpet,checklist,,,,,,,,,Carpet,,,,,
Joinery Fit Out ,checklist,,,,,,,,Joinery Fit-Out,,,,,,
Services Fit Out,checklist,,,,,,,,Services Fit-Out,,,,,,
Internal Painting,checklist,,,,,,,,Internal Painting,,,,,,
,step,,,,Facade,,,,,,,,,,
,step,,,,,Ground Floor,,,,,,,,,
External Facade,checklist,,,,,,North Elevation,,,,,,,,
External Facade,checklist,,,,,,East Elevation,,,,,,,,
External Facade,checklist,,,,,,South Elevation,,,,,,,,
External Facade,checklist,,,,,,West Elevation,,,,,,,,
,step,,,,,Level 1,,,,,,,,,
External Facade,checklist,,,,,,North Elevation,,,,,,,,
External Facade,checklist,,,,,,East Elevation,,,,,,,,
External Facade,checklist,,,,,,South Elevation,,,,,,,,
External Facade,checklist,,,,,,West Elevation,,,,,,,,
,step,,,,,Level 2,,,,,,,,,
External Facade,checklist,,,,,,North Elevation,,,,,,,,
External Facade,checklist,,,,,,East Elevation,,,,,,,,
External Facade,checklist,,,,,,South Elevation,,,,,,,,
External Facade,checklist,,,,,,West Elevation,,,,,,,,
,step,,,,,Level 3,,,,,,,,,
External Facade,checklist,,,,,,North Elevation,,,,,,,,
External Facade,checklist,,,,,,East Elevation,,,,,,,,
External Facade,checklist,,,,,,South Elevation,,,,,,,,
External Facade,checklist,,,,,,West Elevation,,,,,,,,
,step,,,,,Level 4,,,,,,,,,
External Facade,checklist,,,,,,North Elevation,,,,,,,,
External Facade,checklist,,,,,,East Elevation,,,,,,,,
External Facade,checklist,,,,,,South Elevation,,,,,,,,
External Facade,checklist,,,,,,West Elevation,,,,,,,,
,step,,,,,West Tower,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 6,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 7,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 8,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 9,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 10,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 11,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 12,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 13,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 14,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 15,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 16,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 17,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 18,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 19,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 20,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 21,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 22,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 23,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 25,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 26,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 27,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 28,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,East Tower,,,,,,,,,
,step,,,,,,Level 5,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 6,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 7,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 8,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 9,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 10,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 11,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 12,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 13,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 14,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 15,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 16,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 17,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 18,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 19,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 20,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 21,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 22,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 23,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 25,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 26,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 27,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 28,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,,,,Level 29,,,,,,,,
External Facade,checklist,,,,,,,North Elevation,,,,,,,
External Facade,checklist,,,,,,,East Elevation,,,,,,,
External Facade,checklist,,,,,,,South Elevation,,,,,,,
External Facade,checklist,,,,,,,West Elevation,,,,,,,
,step,,,Service Connections,,,,,,,,,,,
NBN Connection,checklist,,,,NBN Connection,,,,,,,,,,
Gas Connection,checklist,,,,Gas Connection,,,,,,,,,,
Power connection,checklist,,,,Power Connection,,,,,,,,,,
Water Connection,checklist,,,,Water Connection,,,,,,,,,,
,step,,,External Works,,,,,,,,,,,
Courtyard Surfaces ITP,checklist,,,,Hard Landscaping,,,,,,,,,,
Driveways  /Footpaths /Hard surfaces,checklist,,,,Driveways,,,,,,,,,,
Soft Landscaping,checklist,,,,Soft Landscaping ,,,,,,,,,,
,step,,,Commissioning & Compliance,,,,,,,,,,,
Commissioning Documentation ,checklist,,,,Commissioning Documentation,,,,,,,,,,
Building Authority Checklist,checklist,,,,Compliance Documentation,,,,,,,,,,
,step,,,Inspections,,,,,,,,,,,
Inspection Checklist,checklist,,,,Geotechnical Engineer,,,,,,,,,,
Inspection Checklist,checklist,,,,Structural Engineer,,,,,,,,,,
Inspection Checklist,checklist,,,,Building Surveyor,,,,,,,,,,
Mandatory Inspections,checklist,,,,Mandatory Inspections,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
