"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"d2e622a3-4b9c-49f0-83b2-1afef7b2e0a6","","folder-normal","not-started","","step","TRUE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)"
"d4272bb5-d005-42b1-a428-f277e51cf633","","checklist-sectioned","not-started","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)"
"91558a18-b950-4297-9166-aa9a4f74d7b4","","checkpoint-group","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)","Pipe Laying"
"a3e03210-87f2-57cc-aa54-449ac660c221","","checkpoint-status","pass","First fix - Apartments:ae09f99f-f696-4822-bb47-b29be5217942","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 07","Lagging of condensate line, minimum of first 1m."
"1660427d-c74a-52d1-94fc-4785db524a54","","checkpoint-status","fail","First fix - Apartments:451af1bc-9ec1-449c-926d-bf4fceffdbd6","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 07","Check correct copper pipe size."
"23a234de-5465-5202-81f4-45e9c350eb54","","checkpoint-status","pass","First fix - Apartments:a7105d87-b9b7-4621-a16e-63b192f6c07c","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 07","Check connection of the clear tubing."
"15dd8ee8-dfcc-554b-88ba-f8d32b4884fe","","checkpoint-status","pass","First fix - Apartments:fb13e54f-df1f-42c8-82d6-5982553a1a98","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 07","Check the line is under pressure and on test."
"365649be-c802-447a-a7e7-13710078fd57","","checklist-flat","work-in-progress","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 9 Apartments HVAC first fix","Penthouse 08"
"e9250b84-f318-51eb-81b2-f7802cad8de5","","checkpoint-status","not-started","First fix - Apartments:b5761464-0c41-4220-a7c0-5e7a2c761247","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Correct version of plans and revisions."
"53fae176-2854-5368-b928-d49b750d3f1d","","checkpoint-status","not-started","First fix - Apartments:a9ff91ed-a646-44e2-97bb-474f73c06d47","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Unit type and unit location."
"9c8aacdb-07c8-5039-8cf2-fa51eb49fff1","","checkpoint-status","pass","First fix - Apartments:8f843f8f-efda-4e3e-97d9-19bf13aa1181","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Inside - 2m blue cable, 600mm copper, 1m clear tube."
"6737f905-5426-5c88-80ff-52d0bb68a94e","","checkpoint-status","pass","First fix - Apartments:50134a5b-d80c-4d89-ab88-f69fb7dde7f5","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Outside - 3m blue cable, 2m copper twin."
"0c41e677-33a3-583c-af7d-638ae1b590d9","","checkpoint-status","not-started","First fix - Apartments:ffea407e-22c7-44ad-bcc5-056ccb416c85","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Check measurements off the plan for high wall location of unit and copper."
"c325fec9-9c77-51a5-b5af-81a96151f97c","","checkpoint-status","pass","First fix - Apartments:164a581d-8897-487c-9000-d7a237a84864","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Condensate line complete and sturdy and has fall."
"1ee5e2ad-f187-5ef8-a193-a7334f895534","","checkpoint-status","pass","First fix - Apartments:ae09f99f-f696-4822-bb47-b29be5217942","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Lagging of condensate line, minimum of first 1m."
"d416abdf-b846-53df-99b0-7fae439c212e","","checkpoint-status","pass","First fix - Apartments:451af1bc-9ec1-449c-926d-bf4fceffdbd6","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Check correct copper pipe size."
"49edca12-cf81-58ad-ac79-1583c1b413f8","","checkpoint-status","pass","First fix - Apartments:a7105d87-b9b7-4621-a16e-63b192f6c07c","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Check connection of the clear tubing."
"24878824-c373-5ebe-b58f-88b17a2c6213","","checkpoint-status","pass","First fix - Apartments:fb13e54f-df1f-42c8-82d6-5982553a1a98","","TRUE","TRUE","QA","Level 9 Apartments HVAC first fix","Penthouse 08","Check the line is under pressure and on test."
"fe44aa0e-4b50-4bd3-9160-b606addbdfce","","folder-normal","not-started","","step","TRUE","FALSE","QA","Level 10 HVAC first fix"
"33a93e8c-8c59-4e56-aa5a-24670fe0c027","","checklist-flat","not-started","First fix - Apartments","checklist-flat","FALSE","FALSE","QA","Level 10 HVAC first fix","Penthouse"
"75fec034-9e7e-55bc-a654-9c3a4b59d597","","checkpoint-status","not-started","First fix - Apartments:b5761464-0c41-4220-a7c0-5e7a2c761247","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Correct version of plans and revisions."
"c0f4124e-b7cc-55b4-a991-78cd06300f89","","checkpoint-status","not-started","First fix - Apartments:a9ff91ed-a646-44e2-97bb-474f73c06d47","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Unit type and unit location."
"d498eb20-24cf-555f-a26e-a0cfd3c01344","","checkpoint-status","not-started","First fix - Apartments:8f843f8f-efda-4e3e-97d9-19bf13aa1181","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Inside - 2m blue cable, 600mm copper, 1m clear tube."
"3160a936-4798-5c5f-b753-45f2a6f49613","","checkpoint-status","not-started","First fix - Apartments:50134a5b-d80c-4d89-ab88-f69fb7dde7f5","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Outside - 3m blue cable, 2m copper twin."
"26eb1b68-c4ec-5f14-b4b0-b96ad70f30e5","","checkpoint-status","not-started","First fix - Apartments:ffea407e-22c7-44ad-bcc5-056ccb416c85","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Check measurements off the plan for high wall location of unit and copper."
"152ddf73-af7e-5d3e-ac9f-d80ace33c9b4","","checkpoint-status","not-started","First fix - Apartments:164a581d-8897-487c-9000-d7a237a84864","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Condensate line complete and sturdy and has fall."
"f6031871-909b-5f2c-ab78-d343df9dd12f","","checkpoint-status","not-started","First fix - Apartments:ae09f99f-f696-4822-bb47-b29be5217942","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Lagging of condensate line, minimum of first 1m."
"b556e116-59f4-5fd3-a330-92e9ae26306e","","checkpoint-status","not-started","First fix - Apartments:451af1bc-9ec1-449c-926d-bf4fceffdbd6","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Check correct copper pipe size."
"6688fc36-04b4-56e2-b972-b27076418e06","","checkpoint-status","not-started","First fix - Apartments:a7105d87-b9b7-4621-a16e-63b192f6c07c","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Check connection of the clear tubing."
"0cf1548f-bef4-5d74-b4ee-bf672cbeb585","","checkpoint-status","not-started","First fix - Apartments:fb13e54f-df1f-42c8-82d6-5982553a1a98","","TRUE","TRUE","QA","Level 10 HVAC first fix","Penthouse","Check the line is under pressure and on test."
"97052845-9280-4150-b033-1ac2eb5087c2","","folder-normal","fail","","step","TRUE","FALSE","QA","Tower 1 (West) Level 9 Apartments"
"7dca94be-2d27-4519-84ca-c86adcbc2f30","","checklist-sectioned","work-in-progress","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201"
"8bd2eb67-eb0b-5039-b933-0adab9be7895","","checkpoint-group","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix"
"27b77676-a32b-5785-81ae-f8b481a017d9","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Correct version of plans and revisions."
"7d7944bb-6b98-58bd-9fbc-c10f5ef9106d","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Check for correct fixtures/ client changes."
"37fddeca-09db-5fac-94e9-4e77768d4314","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"b1b8a76b-dd53-5b77-ad1d-ac55ce0718d3","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"53fae4bb-9033-5ab4-92a9-0a7f6823411b","","checkpoint-status","not-applicable","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Specified waste pipework is acoustically lagged."
"378695fc-180f-51ab-b6c1-4844c57626b2","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","All joist brackets or reinforcements installed if required."
"13c79b10-57db-526c-bbc3-9c9b80f9461f","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","All nogs/fixings are installed."
"7e2500b7-a34d-5dee-91e3-e70da99c10c9","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:d579f388-6378-4f0c-80fe-60883769ae11","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Check all wingback and wastepipe  heights against the plans."
"c3c3c799-805d-5fb4-863a-bf6aa9176a03","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:7380d09c-6af4-4650-92cc-91e3bd63c483","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","All pipework is clipped neatly, tidy and silicone."
"8a5c4e61-f3d8-5229-b3f3-bf4150dec112","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:5a5d8ba0-11a6-4a1a-bd87-a372fd8e872b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","All inspections and tests are complete including water to 1500kpa and wastepipe flood test."
"160e8e62-8f8d-5763-84aa-5939aa219904","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:00f23d55-49e7-49aa-b38c-fd85c213506b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Waterpipes are left under working pressure and test gauge has been removed."
"b08caac1-1ded-5968-9ec8-bfbf49c63759","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:c5ecd90f-2a88-4a7a-86c2-a742306b1d5d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Area has been left clean and tidy."
"f2faac63-d63e-549c-953a-4126917d833f","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:891cb54a-ba26-4735-8613-98eb5c6a2986","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","First fix","Inspection has been completed."
"1076b004-6f9b-54c7-9054-f07779467e4c","","checkpoint-group","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix"
"bcc2fb48-afcc-5388-83e5-3fa863895080","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:505fbe2e-2a53-416e-9594-06d0b7b38d87","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","Fit off fixtures match plan."
"a005c056-8270-5843-9e93-3d169197cf2c","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:2b5012e4-1e9a-41f7-959b-5870ea2111fe","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","All pipework has been flushed post pressure testing (Plumbing and drainage pipework). All commissioning completed."
"ca61fe16-4036-5eed-a1be-bb7188112aa2","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:f6d4151a-2998-4bce-a73f-79a4566f86d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","No debris in floor wastes or stubs."
"3dd89ab6-7867-5c8c-953f-a082e2d25019","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:e3dfe13d-f708-4f35-a6a1-f988fda7d128","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","The correct pipework has been used for the high temperature HWC drain."
"bb16dd4c-6159-5989-9434-ccfad1c0419e","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b5cb3386-bd41-44b1-ac13-f27c38ebc399","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","Flanges installed on all pipework."
"98d1aa4a-56eb-51ff-9650-760bb4f93008","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:145eda1f-bbfe-4ade-8c40-c8f633a1e842","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","All soil pipes are connected to sanitary sewer."
"0787aed1-3817-5519-8614-646a17aca589","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b2356770-88e0-422e-b78a-d179cce89f0f","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","No cross overs, hot on left and cold on right."
"c204f5fd-6cd0-5cd1-9e16-8db753dcd96c","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:870fef65-3a14-45c8-889f-e6fa7627c02d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","All fixtures are silicone down and splash sealed."
"1ea2fd5e-e4ef-55a5-8220-71ff23e66db1","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:a845ba1d-88c6-4286-8822-57387aafc2a4","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","Area left clean and tidy."
"c58f5445-e040-56e7-bcd0-68aeda2cd339","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:3f03d350-73b0-4f09-b6ef-52060595d7cf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1201","Second fix","Inspection completed."
"0519d83d-5ee5-4fa6-a41f-549441bcec4c","","checklist-sectioned","work-in-progress","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31","checklist","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202"
"51400f56-883d-5d78-9c98-770a3deef532","","checkpoint-group","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix"
"7cce63e9-3f77-5d29-a0a3-559e93efef5c","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:8a6c1339-fd89-4472-b6d0-ce668c1ac43d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Correct version of plans and revisions."
"b53cd784-195a-559f-970b-559c9c0a785c","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:bcd50bf5-c376-470f-ac06-0fd7d389f748","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Check for correct fixtures/ client changes."
"f676b84c-d210-56c0-814e-667e434d9a75","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:2e7d32b3-9888-465f-a81d-374dafa0cc65","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Correct pipe size, material, class, level, grades and joints as per specs."
"ee822335-0c21-57ce-b64c-4cc73dfc7b6f","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:0c5a40c1-8787-4332-9beb-20a7924bc827","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Hot water pipes run the shortest way possible and thermally lagged."
"dc643c9c-8bd9-5f94-9cfb-745ea595a7db","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:285ddc83-d6ec-4bc1-b0e1-5d29134ef3bf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Specified waste pipework is acoustically lagged."
"2e94c060-d39f-582f-b519-9fa217cb2cb0","","checkpoint-status","not-applicable","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:6263812e-352d-4495-ba10-4cefa46241d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","All joist brackets or reinforcements installed if required."
"6749bc5d-53a7-5648-aaa5-0d8d8362a4e7","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:901f5e11-a916-4e32-b237-1cfae8f2b074","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","All nogs/fixings are installed."
"1df753c1-a946-5a99-876e-dc524de567fe","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:d579f388-6378-4f0c-80fe-60883769ae11","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Check all wingback and wastepipe  heights against the plans."
"38b79169-0e78-5221-932b-ff4f2d668ce1","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:7380d09c-6af4-4650-92cc-91e3bd63c483","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","All pipework is clipped neatly, tidy and silicone."
"72fb9760-4a49-5bc3-8bf2-508561abff58","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:5a5d8ba0-11a6-4a1a-bd87-a372fd8e872b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","All inspections and tests are complete including water to 1500kpa and wastepipe flood test."
"1e00e1fc-ca26-59f1-a65d-f73598c41a26","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:00f23d55-49e7-49aa-b38c-fd85c213506b","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Waterpipes are left under working pressure and test gauge has been removed."
"ec3a054d-bd37-54b3-9fa0-9d3d56ecf1e1","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:c5ecd90f-2a88-4a7a-86c2-a742306b1d5d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Area has been left clean and tidy."
"c88742a3-2146-59c3-9373-b30e66d5d47c","","checkpoint-status","pass","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:7d64568f-d9d3-454f-975d-06d55076b1e4:891cb54a-ba26-4735-8613-98eb5c6a2986","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","First fix","Inspection has been completed."
"cd21b731-1e1e-5704-84b5-16a3ed6c129c","","checkpoint-group","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95","","FALSE","FALSE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix"
"8877b78c-9585-51ef-9562-7e6ef86785b7","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:505fbe2e-2a53-416e-9594-06d0b7b38d87","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","Fit off fixtures match plan."
"3af6eb5c-d234-5107-8d7c-91edb7a90b01","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:2b5012e4-1e9a-41f7-959b-5870ea2111fe","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","All pipework has been flushed post pressure testing (Plumbing and drainage pipework). All commissioning completed."
"f387fc13-3a74-5329-8e47-478451eb1b7d","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:f6d4151a-2998-4bce-a73f-79a4566f86d9","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","No debris in floor wastes or stubs."
"efa5c1f3-29c0-5d0f-8193-fe74e3edb917","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:e3dfe13d-f708-4f35-a6a1-f988fda7d128","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","The correct pipework has been used for the high temperature HWC drain."
"e83b39df-446a-582e-a60a-b0e326fa10e5","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b5cb3386-bd41-44b1-ac13-f27c38ebc399","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","Flanges installed on all pipework."
"847e40ba-0581-5a45-9718-6bd904c68492","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:145eda1f-bbfe-4ade-8c40-c8f633a1e842","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","All soil pipes are connected to sanitary sewer."
"e359d5bd-f002-5964-b750-f2d10c4a0c38","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:b2356770-88e0-422e-b78a-d179cce89f0f","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","No cross overs, hot on left and cold on right."
"d1615ae9-86c3-5e70-8a53-d0e1b9cb52cc","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:870fef65-3a14-45c8-889f-e6fa7627c02d","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","All fixtures are silicone down and splash sealed."
"ebbc600e-1c9b-5756-98ec-71576b30ecf0","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:a845ba1d-88c6-4286-8822-57387aafc2a4","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","Area left clean and tidy."
"dfea5ce3-c013-589e-b2cd-a0d059cf1bf2","","checkpoint-status","not-started","d832509ee2833f9edde1362bf3740780d1abefe47249692de10b44c7cfc6ca31:ecc12a1a-80de-44d4-ae7a-5ea56b242a95:3f03d350-73b0-4f09-b6ef-52060595d7cf","","TRUE","TRUE","QA","Tower 1 (West) Level 9 Apartments","Apartment 1202","Second fix","Inspection completed."
