"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6290af21-5663-4d5a-be00-a8657aef119e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"996a56de-d4c9-452e-9aa4-76d767c22ec2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1"
"4b213afc-b104-4e58-83b5-546a14d0c082","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1","Ground"
"83c1068b-c27b-4a2c-afe7-9455513f633f","","checklist-flat","not-started","Suspended Slab Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 1","Ground","Suspended Slab"
"30bf2ad1-d1fa-4f21-81b0-f3ddd8b1147b","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary12/08/22"
"ab8b0e93-2c94-5e7d-bd4d-900e7d66164d","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Areas of work accessible for the day"
"066b519f-9186-551c-8373-b61e0d4b79e1","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 1 details entered"
"0b754dd0-0f91-5334-ab68-ddb5b6e52534","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 2 details entered"
"b07f3063-fdf0-5b43-96bb-36d9956b0934","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 3 details entered"
"bc4fb6c5-737f-5334-ad3a-7db36d64fb0c","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 4 details entered"
"a3dc633a-d173-550b-880a-0e5f0c0ecb5d","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 5 details entered"
"458068b9-be1f-5bbc-aa18-d764946309a9","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 6 details entered"
"863649a9-a27d-56ad-8dd0-2eef4b9da443","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 7 details entered"
"ba0e094d-0981-5c2a-af0b-637e2483fe8d","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Work area 8 details entered"
"5b605241-dcd0-50d6-a21c-9b1c64b9752f","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Weather conditions entered"
"70e951dd-27ae-53dc-8cab-cda6483514e7","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Delays from inclemency"
"396f5337-e917-59ff-a127-86f91c86c664","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary12/08/22","Delays from Builders or Others"
"c75252ca-38c4-4fa4-95ab-0a543a8eb3e1","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary15/08/22"
"3d584f7e-702d-5544-ae1d-29a8f3b9f102","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Areas of work accessible for the day"
"8b9079b6-4b59-51a3-b667-bbe499320c8e","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 1 details entered"
"2a6862e1-9bcf-5480-89bf-2f32b3509176","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 2 details entered"
"82215315-c543-5004-b9d7-b2ccbed401e7","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 3 details entered"
"55cc247c-77a5-56c2-921e-b6b7a904829f","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 4 details entered"
"30580011-15ba-58d8-bb76-394b9c4bffb5","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 5 details entered"
"7737a352-46f3-5d3b-87a2-720b128e1464","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 6 details entered"
"47298b73-dc6f-5afe-b8fd-70d4fdeff02b","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 7 details entered"
"1cbb6c3d-d049-5ab3-a844-561d53975ed7","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Work area 8 details entered"
"b5e45256-6c5c-5e59-bd90-5116260ca4dd","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Weather conditions entered"
"a93c8cd8-b8ea-5fdf-814a-c8df50a328b1","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Delays from inclemency"
"32c7a673-0021-577f-8f41-5ce668a86231","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary15/08/22","Delays from Builders or Others"
"51233b02-1b1f-4947-bda1-acae38819386","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary16/08/22"
"2429bce7-8912-5a15-98d0-7a9b3a566065","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Areas of work accessible for the day"
"50141ed8-f5b7-5ec6-974d-32deb3369bec","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 1 details entered"
"66a0574e-a719-5870-a6cb-f8846bc15942","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 2 details entered"
"1430d2c9-842d-50ac-8b19-13777bf791bf","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 3 details entered"
"d9c07a16-c25c-5c9d-8631-cd30a77e3ea4","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 4 details entered"
"767be06d-ebf0-568f-8fe2-6ecd640a6e43","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 5 details entered"
"f047bac3-8743-5766-97cd-847ec1353223","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 6 details entered"
"c4d96db3-4803-517b-9ea2-380dffbaaedb","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 7 details entered"
"cf75ae54-531a-5afc-8e66-123f0bca9e09","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Work area 8 details entered"
"9ee22bd2-0015-51b6-bc75-fadfff82c079","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Weather conditions entered"
"aa8808ab-1b91-52ee-b71a-74f4d798b316","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Delays from inclemency"
"44919cfd-96ce-5e91-b75e-6367cf5984f6","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary16/08/22","Delays from Builders or Others"
"192e38fd-c66f-45d3-bc5e-ae710323a967","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary17/08/22"
"9129d2f8-2bb0-55d3-9ffd-10ec0cce3d09","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Areas of work accessible for the day"
"c29344d9-bbc4-55bb-8b6c-3bb0b62c3af2","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 1 details entered"
"bfcf33a5-40de-579b-8863-cbc32044b45a","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 2 details entered"
"394a3fa5-73a4-5d26-9611-e09ce115ad8b","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 3 details entered"
"309f1327-945e-5ef7-b609-ba3e6a69c4e7","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 4 details entered"
"0570894f-4e09-5f38-845a-8f3dcd08fdfa","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 5 details entered"
"8fe0381d-bdad-5729-aee1-8093b5adf007","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 6 details entered"
"1f4fb3d4-8ae2-5014-bd18-5f56a5e95505","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 7 details entered"
"864f6490-ded1-5b52-b8e5-99dc836d6f3d","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Work area 8 details entered"
"f0e52d1d-7588-59a8-934f-d32e9c14d964","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Weather conditions entered"
"0423d034-6bb6-5e54-8665-df66304815de","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Delays from inclemency"
"4b33216a-c0be-51de-8cfe-3d9f3d10185e","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary17/08/22","Delays from Builders or Others"
"773e9be7-6f69-4947-9d7f-4a5401bbcc4d","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary18/08/22"
"4fca6046-4af3-57f4-9b83-f747129ce921","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Areas of work accessible for the day"
"8cf8d568-c86a-5eeb-9fe5-ffbd87261a1f","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 1 details entered"
"134738f5-f338-5b4b-bdaa-541b96946137","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 2 details entered"
"26e31003-0818-59ab-82c9-20291bc8230c","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 3 details entered"
"20b1ccfb-e706-5472-abfe-2359084ffa46","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 4 details entered"
"46f3410e-2a54-5c56-8edc-0b2f536fc32b","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 5 details entered"
"fb300aba-62fd-5c52-b288-d593c082afc8","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 6 details entered"
"ec74963c-3ec3-5244-8f01-e36b8cc86bc0","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 7 details entered"
"004d3332-22c3-5430-88d5-3199603cf97b","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Work area 8 details entered"
"ee82fda9-da82-57db-8284-be472d20b4d9","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Weather conditions entered"
"1dec7f83-96de-51ba-be24-3f6c45509ef4","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Delays from inclemency"
"60c72f50-a47e-5fe6-b65f-567d0733166d","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary18/08/22","Delays from Builders or Others"
"82c746a5-9d9c-4fa0-a51f-050e4c9c6456","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary19/08/22"
"2c4d71e9-5bc4-5698-9e44-e3310e66866c","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Areas of work accessible for the day"
"e88af8fe-3128-5fb1-9098-05ae3b0804db","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 1 details entered"
"39c5b10f-43d6-5c59-ac1c-a7836c20ec7e","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 2 details entered"
"e021067a-9571-5b10-8e22-ff56b3839166","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 3 details entered"
"f80ecd95-6798-54d0-b05b-d4a99b1d9b4a","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 4 details entered"
"29647cca-2523-5d5b-9db1-21c6ff4c9440","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 5 details entered"
"db927901-4aed-5b8d-bc77-85c7f95ca2ac","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 6 details entered"
"212f4430-4255-5986-8581-7864061b8009","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 7 details entered"
"f70d5cd9-7b43-5bbb-a2ab-fc8ea327e63d","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Work area 8 details entered"
"f461f119-c9d3-5071-b3f8-a44813e78bff","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Weather conditions entered"
"d8f6e4a7-790b-57a9-a1f5-b47095bf8dfc","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Delays from inclemency"
"aa94845c-57f1-5ce7-abb6-99df355b8b0d","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary19/08/22","Delays from Builders or Others"
"1caf69b9-0083-4565-bb88-18610d2a2beb","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary22/08/22"
"6c917639-e70d-5dc9-b077-2c19e480cca8","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Areas of work accessible for the day"
"f0be15ba-e615-5e56-831f-fa0760df8684","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 1 details entered"
"50e856d0-9e29-59d2-aaba-a0e841fca5b5","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 2 details entered"
"20b54648-2bfa-5246-91a4-daead68590f4","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 3 details entered"
"140dcfa8-e04d-5ba2-9977-19427f2c1e52","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 4 details entered"
"33e51229-446f-5790-86be-85da8b4762d9","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 5 details entered"
"063ff78e-9aa0-5113-9bb3-0088e368ea3f","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 6 details entered"
"017a3a7b-b3db-5406-8b54-c07161957664","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 7 details entered"
"97d5440c-1db8-56d4-ab08-54b425f33d6c","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Work area 8 details entered"
"542f840a-6933-52a6-a3c4-216f675b144e","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Weather conditions entered"
"d05f9fdd-38ee-5a9c-8b15-f8e549edf81b","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Delays from inclemency"
"b1a4412f-fb78-5218-b7ca-2c9ac6fabf27","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary22/08/22","Delays from Builders or Others"
"34efb0fe-6fe5-4506-a292-0723dfb006cd","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary23/08/22"
"e1208fef-10df-5d5f-aa7c-42f2fc598911","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Areas of work accessible for the day"
"7bb16f4d-0061-5433-aa1c-ceaef3d820f5","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 1 details entered"
"24bc5867-3693-59f3-b88a-8d952f57dbba","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 2 details entered"
"ee27c410-4ad3-5341-9898-d8909ffac03c","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 3 details entered"
"51f337c0-0e2e-5709-9cb0-c492859d0aa4","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 4 details entered"
"5b750b18-9a77-590f-b6b4-c31dce5340fc","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 5 details entered"
"8c78ffaf-0eed-567e-9fb6-17a7f9ba6f66","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 6 details entered"
"74d86276-9268-5f99-8c14-db31baa9e82b","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 7 details entered"
"84012a9a-dd2f-5fbe-b388-645e59e194c3","","checkpoint-no-status","no-status-not-started","Site Diary:fe2d5b5c-e940-4127-a954-a90e5d4e4a73","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Work area 8 details entered"
"9e84991e-bdeb-5910-b5aa-6cf888f26ab0","","checkpoint-no-status","no-status-not-started","Site Diary:8a1733b3-e717-40ff-b263-7a5c29798686","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Weather conditions entered"
"b2648dde-2255-5d63-a8a7-fc0a9510df73","","checkpoint-no-status","no-status-not-started","Site Diary:d9ece78c-bd12-496f-97a5-975bc02799d4","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Delays from inclemency"
"0670c437-141e-5a2d-99e5-a026f7053440","","checkpoint-no-status","no-status-not-started","Site Diary:ecce1e08-1dc8-4482-ac70-669281e2bdb8","","TRUE","TRUE","Site Diary","August 22","Site Diary23/08/22","Delays from Builders or Others"
"2d1119ef-9514-4d0a-b673-20d30af05f03","","checklist-flat","not-started","Site Diary","checklist-flat","FALSE","FALSE","Site Diary","August 22","Site Diary24/08/22"
"40af106a-54e6-585b-b861-02349f761346","","checkpoint-status","not-started","Site Diary:6d1fa8fb-f7cf-494d-9cc5-d576d0c25faa","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Areas of work accessible for the day"
"fba49ff9-e99a-572d-bd64-64529038a0cc","","checkpoint-no-status","no-status-not-started","Site Diary:1681cc43-ecc4-44a0-ad4b-7fe4db7951f1","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 1 details entered"
"bb65199f-4f71-5a11-ad66-52f7bf6f702c","","checkpoint-no-status","no-status-not-started","Site Diary:eb60bca5-7256-4746-aecb-dd3b69ec2cee","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 2 details entered"
"693719d0-56a0-50b6-8793-416f4c4e6f46","","checkpoint-no-status","no-status-not-started","Site Diary:0ac3d697-0c89-48ca-8616-d053d5602e3b","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 3 details entered"
"9fce995b-c2d1-53f8-a5fb-1de9155ffbd6","","checkpoint-no-status","no-status-not-started","Site Diary:4349a04a-09ec-490d-83db-2936f3a94b1a","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 4 details entered"
"39138e38-ba8d-53e6-91b5-f1eff2f03901","","checkpoint-no-status","no-status-not-started","Site Diary:4b8cb998-d2ce-401b-a5bc-0230c2744b6e","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 5 details entered"
"69936771-680c-528b-bc55-53e1e34e4eab","","checkpoint-no-status","no-status-not-started","Site Diary:8ad96cb5-8076-4028-8df9-0a83c043d6ff","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 6 details entered"
"c8292e4d-1fe3-5848-825b-42a2a7826594","","checkpoint-no-status","no-status-not-started","Site Diary:efc5399a-a306-450f-8de9-7dccfef33db1","","TRUE","TRUE","Site Diary","August 22","Site Diary24/08/22","Work area 7 details entered"
