"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"77650e24-6bea-44db-ba87-5d81bd4fb71a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"857dea0d-07f4-4ebe-ae63-c73522c5a54a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs"
"aabf8cfe-2ab5-40d0-b0f4-6ef5119cfc20","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS"
"4f47f2c7-a58d-41bd-a7c3-6cd7f0410e17","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1"
"f3bbf098-18b4-4f5f-90ec-d31e40131492","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Temporary DBs","MDB TEMPS","Tower 1 Temp Rising Main No.1","DB 1"
"3231999b-31b9-4e26-9b86-f3ca08c0c643","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.L24","Mandatory testing"
"2b71029d-587d-4f8a-8b49-4add309b947c","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.L24","Torque Settings"
"1a6aaafc-d11c-416c-a230-84eae531abf9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.L27"
"6bda3261-a00b-45a5-a97e-4fbee9098300","","checklist-flat","not-started","AE-ITCX-014 - Meter Panel Visual Inspection Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.L27","Visual Inspection"
"aa6b4a01-a8c4-4ce6-a3a7-82737d0c6fe8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.L27","Mandatory testing"
"cee86cd9-b784-426a-b571-687d5cea99f7","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.L27","Torque Settings"
"adcfd1ea-5757-44d6-aa90-cb8bc54b1c32","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.SOLAR"
"1e21036e-437e-454a-a91d-956a5827f9af","","checklist-flat","not-started","AE-ITCX-014 - Meter Panel Visual Inspection Checklist (Rev 0 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.SOLAR","Visual Inspection"
"ba0cf58f-0857-466e-bc0c-12950093eb70","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.SOLAR","Mandatory testing"
"67c16367-aa9f-4fc5-9bac-9f1b8506f6a6","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","Meter Panel Installation - (mount and connection to panel isolator only)","Tower 3","MP.T3.SOLAR","Torque Settings"
"157d8eae-2934-48fc-b676-617d50d7bd5c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)"
"2db2d7c2-473a-4921-8ce7-1ac86cf83169","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1"
"e39c084e-df5e-43d4-938d-449e6fc64930","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.UG03"
"55ed8c9e-e7cc-4520-8b03-58605b824d97","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.UG03","Torque Settings"
"235fb79b-4c4a-4975-b364-cf71b2de46a6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.UG03","Mandatory testing"
"c54b4b1f-1510-4a87-927d-8c62bc4ccca8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.B2"
"d6387931-9a6c-4126-9566-3bb22674d98e","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.B2","Torque Settings"
"e3019df7-e769-4f39-a563-f5fbe49edf39","","checklist-flat","work-in-progress","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.B2","Mandatory testing"
"60c17271-755a-419b-91f4-4e6ba1ca2773","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.G"
"bb2a2f4b-8c94-4a95-84e2-7530dc600d65","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.G","Torque Settings"
"e9f1dd4c-d7f5-4b92-a16a-cf8ee7bd5359","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.G","Mandatory testing"
"5d5be766-57f1-4d09-b8b4-a668a3736d1c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L8"
"aa1aa1d7-428c-459e-9128-df8409c6f896","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L8","Torque Settings"
"287d4fd8-172c-4deb-bc53-b030e1482bf5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L8","Mandatory testing"
"a736da80-df63-417b-813d-f745c2bb69a4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L12"
"7bc863a1-c7d6-4771-87a9-a398b31a391f","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L12","Torque Settings"
"98807562-1831-4dc2-bae8-8bb997bb2080","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L12","Mandatory testing"
"20ee7752-66da-4f4e-9ef2-10c4c6538d64","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L19"
"780c67c9-b86e-4b27-8b25-dba39d4bef3e","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L19","Torque Settings"
"2b076a1e-a292-4823-91a3-a32fbca5ec11","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L19","Mandatory testing"
"c3070263-b90e-4ec3-8142-038d08c907a6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L23"
"aa50228a-325a-48b9-add3-b0709b70cc3f","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L23","Torque Settings"
"2330b3c5-4f18-4fdb-b022-817a15e6c001","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L23","Mandatory testing"
"eb3d563e-473d-4cee-b2f6-6ac896097027","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L27"
"75dd3c25-793a-4ce2-90c1-87e3cf47613c","","checklist-sectioned","work-in-progress","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L27","Torque Settings"
"6a116acd-3519-425c-a1f8-5e6e030a35a6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L27","Mandatory testing"
"db30e472-2287-4f38-bd04-26ff93850e35","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L30"
"45a6ce0b-b041-4c04-8a43-165156014200","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L30","Torque Settings"
"cf8716ec-2893-4123-8824-05266fb4a661","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L30","Mandatory testing"
"36233374-9f5d-49e7-8368-8f35c271fccf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L33"
"35cb526e-535d-4e90-a6f7-1485bd96d8f6","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L33","Torque Settings"
"d7e78060-8a82-4854-96a9-0b7a8fcb94a4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L33","Mandatory testing"
"b6bf0df8-edc1-4fcc-a42d-3e4b93c079f8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","T1-LIFT 1"
"03fbaaf6-3f95-4996-bd3f-1918b5704d18","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","T1-LIFT 1","Torque Settings"
"a47a17f1-9e6d-41d0-85ad-7eda96a5db63","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","T1-LIFT 1","Mandatory testing"
"9e1fdd26-c890-4d1f-a4d7-df1799850d74","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","T1-LIFT 2"
"56c0394a-c722-458e-9901-4f7d642d7a1b","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","T1-LIFT 2","Torque Settings"
"fe42e0a9-9760-4bd0-b786-f4b12b0bc0d8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","T1-LIFT 2","Mandatory testing"
"3c3ce7a7-594d-4dee-a8a5-1f493b0d3bd2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L3"
"1fed3f6c-f030-4da4-99f7-1a83d0ed22ef","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L3","Torque Settings"
"fc803799-1637-4af3-bbc7-85d3cb22fd34","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","DB.T1.L3","Mandatory testing"
"7b8769c9-a3b6-400c-8f31-9cf6fb3a813e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","MSSB.T1.R1"
"53b5b54b-7b9d-4e3a-a4ea-345ad6136bd1","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","MSSB.T1.R1","Torque Settings"
"c61ca9ca-2e88-472e-b184-5f66a71383b3","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 1","MSSB.T1.R1","Mandatory testing"
"58d96b57-8396-4d19-b204-fded8e249684","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2"
"cecc516f-18c8-49cb-8963-0e6548736732","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.B2"
"529bb2eb-5a3a-439a-ad43-7434de0603ba","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.B2","Torque Settings"
"4441c39f-eff3-4b1c-a77a-557801c455a9","","checklist-flat","work-in-progress","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.B2","Mandatory testing"
"d8e7ab50-be5a-4e4c-8ca1-908501619749","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.G"
"6b4c3696-9312-41cc-a6d7-f4cdd98d7206","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.G","Torque Settings"
"15d25028-5969-4651-9592-e94a995bf7d8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.G","Mandatory testing"
"0e1737c7-e946-4639-8014-b91022ae64f9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L2"
"6c031bbe-b6ef-40e5-8cb7-030c03d047af","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L2","Torque Settings"
"9c48129e-e049-4b3c-ab80-34675873bb11","","checklist-flat","work-in-progress","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L2","Mandatory testing"
"2eebf152-1ffb-43a0-843a-1a085ec7d5c6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L10"
"0b3b2d67-ff37-4a4f-8a18-94ae23fe6e2e","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L10","Torque Settings"
"0c15ea1a-88e1-496e-a4f2-2ff95b03c821","","checklist-flat","work-in-progress","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L10","Mandatory testing"
"8225cdec-3e18-4118-ae83-6b19f5d28f19","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L14"
"e89af048-cfdb-422e-875d-e13e218c2501","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L14","Torque Settings"
"a25f98e0-a7af-435c-8dee-6ab32f372f9b","","checklist-flat","work-in-progress","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.L14","Mandatory testing"
"4e1ffadd-18ec-4602-95e0-54e64532be40","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","T2-LIFT 7"
"36be599b-fec5-4440-9baa-79914546da82","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","T2-LIFT 7","Torque Settings"
"3cdf0692-e27c-4cc0-a01c-5b8957e30f66","","checklist-flat","pass","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","T2-LIFT 7","Mandatory testing"
"9f742126-ba5e-4293-bba3-2e631392153f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","T2-LIFT 8"
"457db72f-98f0-4660-bea2-36b1de1107ef","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","T2-LIFT 8","Torque Settings"
"7dcfd9ad-2edc-4c60-9724-d7ebe583f3d0","","checklist-flat","pass","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","T2-LIFT 8","Mandatory testing"
"be90382c-9f79-4323-a68e-76bbe5586a70","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.BOH"
"dcf92680-ccb1-4ed3-bc89-44865d0c6ab3","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.BOH","Torque Settings"
"6a37977f-35a7-4bc4-86c8-58d56ba30497","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.BOH","Mandatory testing"
"d2fb5a3b-caf5-41d2-a307-9f5d0e6984fd","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.BOH","Torque Settings"
"4e430046-6a73-4574-aab1-8dc6ed0729cc","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.BOH","Mandatory testing"
"aba9289e-7dd1-4f22-bb69-3af218a76d42","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.MEZZ"
"00ce548c-80e2-4374-b238-28c649f6234d","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.MEZZ","Torque Settings"
"5f8d2596-104e-4cb6-adcd-d32a1fa24a0f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 2","DB.T2.MEZZ","Mandatory testing"
"8603d847-0396-4a03-b11f-42992ab5bdc8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3"
"f5dce713-bd58-4392-8d1b-5760c67d5962","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.B2"
"c1fb0d97-0798-4aab-b628-433b72123042","","checklist-sectioned","pass","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.B2","Torque Settings"
"8401b350-94d4-4514-94ec-cc9e7d51023a","","checklist-flat","work-in-progress","16cf2d9918a15f341b53316c79ff3b4b79d2612640b9f68c53d35c6c2341d36b","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.B2","Mandatory testing"
"b92e21c4-385a-4aa4-a71f-10feebf162b8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.UG"
"452b1e24-37fa-48d1-8c63-3e897c9f18ee","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.UG","Torque Settings"
"9c30c6d1-3029-41d6-98fd-6d0b6b1886f0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.UG","Mandatory testing"
"3a53070d-2855-4a6c-a50f-1cf418ef8ceb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L9"
"581d4192-effe-4788-8883-882e55a79441","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L9","Torque Settings"
"7a77a7d8-c7c9-4163-83d9-54eeb9b5d772","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L9","Mandatory testing"
"b98524d4-5662-402f-a97f-b8a168b1f285","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L13"
"4f899706-84ba-46b1-bb7a-1eca85a2fbc7","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L13","Torque Settings"
"530a64ac-cc1c-4798-9dba-e40095c42f7e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L13","Mandatory testing"
"21c7604f-d2ad-42cb-b272-2e1a8f5dcfff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L19"
"9e81ee26-c044-42c1-b213-3b2625d89418","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L19","Torque Settings"
"a6e629be-578c-40bd-ab84-f28e19026c1a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names)","checklist-flat","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L19","Mandatory testing"
"8cc27d87-795e-452b-a390-b2c64d200e92","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L23"
"b776f7fd-de76-40e1-a449-52c913bf392d","","checklist-sectioned","not-started","AE-ITCX-010 - Torque Settings for Bolts (Rev 0 +Names)","checklist","FALSE","FALSE","Site QA","Mains Reticulation","DB Installation - (Top of Main Switch Only)","Tower 3","DB.T3.L23","Torque Settings"
