"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4de711c8-d90b-4183-8456-111a5cf20486","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections"
"2538d6b7-2225-4072-9d10-583ec3377032","","folder-normal","pass","","step","TRUE","FALSE","1. Material Inspections","1. Structure"
"870fb146-bf7d-400c-a182-03afe39fdd13","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Internal Wall Linings"
"f39ca28b-ae10-4cb0-b3a1-57d246ecd8b3","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Internal painting"
"7886e430-ebc9-4b91-af67-ddd20e5d6f96","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Waterproofing System"
"951818da-4d7b-482e-8a0a-9c2bed199efa","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Tiling & Grouting"
"e3b0cfa0-7815-4bc5-b3bf-9ebeddd2bbde","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Sanitary Wares"
"4c3c6902-f5eb-4658-9fc6-f1f9f33ebe2c","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Glazing Works"
"88cae96e-8d9b-43cd-8b74-abe9a31e1912","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Internal Finishes"
"2be7659b-550f-4529-96d4-0739d776a706","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Doors"
"f1c7941f-c5a2-4b4f-94bd-355960f57705","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Windows"
"634a9536-4b58-429d-a691-e179c0fdf808","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","External Wall Linings"
"74d93167-f785-4ad9-8bf2-f60581ceb2a3","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Module Water Tightness"
"bc5f358e-b7be-457f-be6f-3c0e6f15b626","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Passive Fire"
"eb9fcfc7-6334-48f4-8a83-4d9dec4e3744","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Final Acceptance Checklist"
"9ff40d62-4170-41ab-aca8-219e088040ca","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Staircase/Handrail"
"9e000c3f-9cbb-4955-802c-8c1b10dd572d","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_08_3B(GF-886, L1-887) (11,16)","Roof"
"ddc36dd5-d86b-46d7-bcde-9bbb28adfedd","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)"
"2f1f2950-7864-4928-a9f6-e5e809c05397","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Module Structure"
"411fe2d8-1088-4795-b309-3babe66d1fcf","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Drain, Waste & Vent System"
"48bcf901-3466-4539-aea0-9ac2b7be401d","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Hot & Cold Water Systems"
"db3b80e0-f62c-4b18-9c14-a1189cb7490c","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Sprinkler System"
"dbfd1ee7-a63d-4488-ba46-19217681354f","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Mechanical System"
"be159e57-65f4-465e-b0c6-2670800889d1","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Electrical Work"
"03a88abe-33dc-44a5-b960-08a261c3b81a","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Internal Wall Linings"
"1e137426-2ae8-415d-b2cd-4713921c8a0f","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Internal painting"
"ff9f600c-cbdc-4e15-a670-806446b965f1","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Waterproofing System"
"570128ae-83e6-408b-8495-09296161414c","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Tiling & Grouting"
"c9d4b980-38b9-4cc2-a10f-1d4432f38be8","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Sanitary Wares"
"1aa33de4-82ab-46aa-9360-5ea5829ab311","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Glazing Works"
"6db0bf5f-0f7d-46e0-94f6-9f14a4c524eb","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Internal Finishes"
"474dd1a3-bcd5-4dec-80d7-c478473dcea7","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Doors"
"cd7dfd0e-8927-4025-838a-0a07a94ca81d","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Windows"
"8b0bfc6e-8b94-4b60-8c06-2eb00932328a","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","External Wall Linings"
"7d4d42f1-b09c-453e-bf62-c79fb9e57672","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Module Water Tightness"
"0bdc4e5d-0935-4784-97f2-5be28fd30743","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Passive Fire"
"ea91df5b-6fc6-48e7-bd8b-9c5f089e6355","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Final Acceptance Checklist"
"f63762d2-8077-48dc-a58d-5fa1cbcdef90","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Staircase/Handrail"
"39397dcf-684d-461f-926b-e5a03cc3648f","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_09_3B(GF-888, L1-889) (2,7)","Roof "
"b947f297-3a5b-444e-bbf2-6b7bf7f92a91","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)"
"d44eebc7-db4c-4ae6-8913-c8eb7390970c","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Module Structure"
"bf5d1956-f318-4856-8e51-a154adf62091","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Drain, Waste & Vent System"
"2c57e37d-3f26-4af3-8fb4-7c6cf07da7bd","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Hot & Cold Water Systems"
"33dbea8e-d39f-4c3e-9d56-c5e2debcacf8","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Sprinkler System"
"5b971348-bce1-4eec-bdf8-a98aa1d333f1","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Mechanical System"
"7e3b78bb-f372-4572-8563-fe0cfc7bd685","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Electrical Work"
"3f4afc78-19f7-4c7a-8eca-9fb226bc8cc8","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Internal Wall Linings"
"98cd9f49-e640-47f7-882a-dd7a15f9bc90","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Internal painting"
"afc05948-40c0-4378-bf13-caa1685e642e","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Waterproofing System"
"aea8d211-5c76-43af-bde2-0b5629fe0a5f","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Tiling & Grouting"
"9c9db2f3-861b-45ae-a0f7-a0d412b102fc","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Sanitary Wares"
"98f0c559-834b-4f43-bdeb-bcc907280b13","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Glazing Works"
"0883a23e-98c9-4a6b-b459-6ecd72e057c7","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Internal Finishes"
"4430189d-94e5-4439-acda-44adc5f8efe9","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Doors"
"83d10b83-4582-4d5a-845b-11045d8e53b3","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Windows"
"a8bc851a-3e4a-4db3-9a2c-e5de407b5916","","checklist-flat","not-started","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","External Wall Linings"
"05715835-9e78-40b8-9cdb-6d8ad2ae0838","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Module Water Tightness"
"f4336f60-e25b-46be-9ea5-9f0e9bd1c94c","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Passive Fire"
"36ebe056-328d-49bf-ad9f-08e20b477108","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Final Acceptance Checklist"
"28b6ad2e-c71b-418f-b86c-bb9535b46dee","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Staircase/Handrail"
"ccd66ce5-3810-41b8-b217-c3cca0c2b877","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_10_3B(GF-890, L1-891) (12,17)","Roof"
"d3be6b53-fe0f-438c-af11-cab07fccca6f","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)"
"08c6b0d9-87fb-46a7-a0f4-d77a710d9a3e","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Module Structure"
"77a99728-e463-421a-a6cb-5fa41c811a9f","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Drain, Waste & Vent System"
"20b554bd-46e3-445d-9c1f-d563fd9d36b0","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Hot & Cold Water Systems"
"e3bd6b76-cb3e-460d-a444-c1920a4af698","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Sprinkler System"
"13cb726f-eee3-4834-8466-245342e02987","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Mechanical System"
"8df5a1bd-7010-4a9b-b490-5dc4e75aee6f","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Electrical Work"
"0e0f0957-e117-4d6e-b2bc-5492844a38c2","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Internal Wall Linings"
"8676707a-40b3-4081-9ac5-1e972be5413e","","checklist-flat","not-started","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Internal painting"
"e0ff0719-c3f8-426b-9293-788932b8a7b2","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Waterproofing System"
"3d28cbe4-b00e-423c-9fca-3d4da79a6320","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Tiling & Grouting"
"880beaff-6569-4011-bbc1-17203cb98bfe","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Sanitary Wares"
"5e13e1a0-873a-4e62-b6a9-228b4496fb4e","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Glazing Works"
"7cb57c52-44a0-4190-bc83-6742f6de7e0d","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Internal Finishes"
"a522289c-0f74-42ad-b4c4-a85f19919928","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Doors"
"aeb84b9f-a329-4911-934e-b1a1cf125e03","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Windows"
"7fd3fdc7-135e-45dd-a1f7-0c62bb843469","","checklist-flat","work-in-progress","ICS - External Wall Lining","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","External Wall Linings"
"48920358-09b0-442f-9156-1f14e072169b","","checklist-flat","not-started","ICS - Module Water Tightness","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Module Water Tightness"
"7d43bff5-3dd8-4b74-8390-0d92520a9375","","checklist-flat","work-in-progress","ICS - Passive Fire","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Passive Fire"
"bc9e70ae-7668-43d3-9ad5-8752e5fe0775","","checklist-sectioned","not-started","Final Acceptance Checklist","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Final Acceptance Checklist"
"55543dac-64f0-4aea-b792-3c919b8e76e6","","checklist-flat","work-in-progress","ICS - Sub-Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Staircase/Handrail"
"295af6a8-1997-47d9-a858-9e7e87a807ab","","checklist-sectioned","work-in-progress","ICS - Roof System","checklist","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_13_3B(GF-896, L1-897) (3,8)","Roof"
"2e340638-c354-4c62-8ca2-3976baccb2d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)"
"b419dab3-2a37-4d7f-87d6-967cd4535997","","checklist-flat","pass","ICS - Module Structure","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Module Structure"
"d4f40274-09e1-470c-8f57-6a00dfb37ede","","checklist-flat","work-in-progress","ICS - DWV System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Drain, Waste & Vent System"
"17f99f83-3319-4df7-a222-c1b15b3bc41f","","checklist-flat","work-in-progress","ICS - HWC System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Hot & Cold Water Systems"
"0b2ff32f-322f-4ce1-a29c-8bda4154bfcd","","checklist-flat","not-started","ICS - Sprinkler System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Sprinkler System"
"4d800ae0-7d0d-42fe-96a2-29210260daee","","checklist-flat","work-in-progress","ICS - Mechanical System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Mechanical System"
"74bf563e-fa70-4452-88ea-09833df59a0b","","checklist-flat","work-in-progress","ICS - Electrical Work","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Electrical Work"
"b7227f62-61fa-4d69-91a5-8e36e432a7e9","","checklist-flat","work-in-progress","ICS - Internal Wall Linings","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Internal Wall Linings"
"969f6fcc-02f3-4eb0-a1e2-9e03cb7128b2","","checklist-flat","work-in-progress","ICS - Internal painting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Internal painting"
"cde64805-0ac2-4024-9bba-37f7fc63b4ba","","checklist-flat","pass","ICS - WP System","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Waterproofing System"
"e78bd999-ec36-4ba6-a0bc-a6c9f80b77d8","","checklist-flat","work-in-progress","ICS - Tiling & Grouting","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Tiling & Grouting"
"312c9f90-040d-46ce-a034-2ba35317195a","","checklist-flat","not-started","ICS - Sanitary Wares","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Sanitary Wares"
"0f064ca5-18cb-4474-9577-9a4ed871d179","","checklist-flat","not-started","ICS - Glazing Works","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Glazing Works"
"118423d5-3f02-4f08-9942-f00b53cfa0d0","","checklist-flat","not-started","ICS - Internal Finishes","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Internal Finishes"
"e044173b-69f2-4f42-a025-a0c95013d873","","checklist-flat","not-started","ICS - Doors","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Doors"
"8268234e-7f79-4383-9753-f386a3f142a3","","checklist-flat","not-started","ICS - Windows","checklist-flat","FALSE","FALSE","2. QA/QC - Offsite Mfg. Inspections","1. Town Homes","3 - Bedroom","STW1_14_3B(GF-898, L1-899) (13,18)","Windows"
