"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bf01d52-2549-49a3-a8bf-bad0681c0354","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fe22c2fd-941d-4e65-bb78-43c812765efc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6"
"ae2370c6-3bf9-409c-8231-8ad1f557938a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6","Basement"
"c0491013-079d-4653-9998-9583cf77f323","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01"
"ff175408-21c3-5951-bfa4-0b204a4b7268","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01","Drawing"
"8243a94f-5838-5c64-8b08-ed6d12ac07ae","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Ground Floor","B4 G55","Drawing"
"b9822362-5dee-5686-9cd5-2a30b92a5096","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"73f4c096-320a-52b9-8cec-d338f3cf0461","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Ground Floor","B4 G55","Panel Properties"
"6fc11fc3-ab0c-5d14-bf3c-a012ba2da987","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Panel Properties","Properties - Pass once entered"
"dbaa7ce5-ff97-56f0-926a-3ec006489636","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Ground Floor","B4 G55","Formwork"
"1501fb5d-f1c1-5cc5-89d9-f4315da1ed43","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Formwork","Correct Dimensions & Square"
"b05913a8-a81f-51ce-bd8f-e9d71f296740","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Formwork","Grout tube set out"
"c9f1dafc-0783-517b-a440-3e18a6aac862","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Formwork","Magnets Locked Down"
"230fb804-d519-5f32-bbb6-1497501e1cdf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Formwork","Fillet Installed"
"8213ece4-52ca-5659-aa4f-2d0ecc56ac7a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Formwork","ID TAG Installed (photo required)"
"b163919b-5671-5444-b50f-f7cb87b2d7c8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Formwork","Starter bars & couplers (photo required)"
"c961f3b6-7bd8-5fe8-9e95-e3362f76f86d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement"
"c190c833-28e4-5af6-b4df-c0064e413a3a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Correct Mesh/Cage (photo required)"
"66f998b9-1987-5d85-83e1-e1020a599569","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Correct Lig Spacing/Mesh Centers"
"21474a53-c9ec-582f-b9f6-244436dbf85e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Correct Cover"
"9956ba39-252d-5af5-85a2-3326e76e1a7d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Lifter location & Type Correct (photo required)"
"e4579454-aeaa-56da-bda1-56c5fe562239","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Starter bars & couplers (photo required)"
"a3b9a6da-7593-5cb4-a25e-ee6fdaf8ae82","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Strongbacks installed - If required"
"a1954e26-3c3b-5b54-91ea-a9377cfbf208","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"71c2e375-77c7-5730-b66e-a33e666c8b37","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Reinforcement","Ferrues Installed - (photo required)"
"596d834e-b59a-5813-a13d-b6ef293baf9d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Ground Floor","B4 G55","Concrete"
"e047c65d-5255-575e-acb9-0f76c1ada36a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"beb43484-67a8-516d-8fbb-cec9c66da244","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Concrete","Concrete Test"
"f4471e8c-bba7-5e02-93f4-3506a6937b94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Concrete","Concrete Test Report - (photo required)"
"36cde235-b271-59a0-8812-4996633bed25","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour"
"75cf0f23-d230-553b-a112-eef29cad9f24","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Ferrules exposed"
"b7af44b4-5429-5c26-bdf0-fef07c43177d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Grout Tubes Open"
"9a5515ed-edf3-5c24-b030-1a896c2a41f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Lifters installed central to panel"
"06cddf43-5279-56fe-8f92-c42a297beedf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Lifters Cleaned"
"9c0ac445-6f56-5333-af36-99a26c0376f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Patching required - Pass=No / Fail=Yes"
"4d17450b-1a98-53f8-9a82-3d0ce8303e38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","ID TAG filled out and correct"
"0a9987b6-c9ce-5e97-b820-676e0716f5c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Strongbacks installed - (photo required)"
"e5cafc7d-ab4a-5fbe-9e6e-c0b5457c81c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Chamfers Installed"
"d39d500c-a218-5663-bc81-4b51cf239162","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Panels QA sticker completed"
"b101344d-8106-5c05-a021-d60af16ecb2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Ground Floor","B4 G55","Post Pour","Panel ready for delivery, damage free"
"03eb1d4a-56b5-42c0-9c28-73b7e36106d5","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 4","Level 1"
"b3d87a98-dede-4531-8188-06afd32ef02a","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02"
"7bcab5ed-46b8-5116-a752-0b72f55f9574","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02","Drawing"
"9a06b866-7e42-5dc7-9f0a-350b76c94a5f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"c6af89fc-1904-5e82-99b5-8ebe8bf1b3ed","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02","Panel Properties"
"08399845-9d2e-5750-999d-65a0145c3c99","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Panel Properties","Properties - Pass once entered"
"97c0267d-6dc9-56ee-a620-2b4332a67b65","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02","Formwork"
"8ced71a0-48f7-55eb-b825-5a47befc37a1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Formwork","Correct Dimensions & Square"
"a913f6d9-d458-53be-9e70-d816f02220f0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Formwork","Grout tube set out"
"11363d42-40e9-539f-b7cc-1aee5725f0fe","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Formwork","Magnets Locked Down"
"3f8f1dac-6dd1-56b7-9d3d-29ea7411f136","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Formwork","Fillet Installed"
"36bf4df1-ee45-538a-a070-3d89d42e835f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Formwork","ID TAG Installed (photo required)"
"b13765b0-9992-56f0-9c1d-5792d455bb38","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Formwork","Starter bars & couplers (photo required)"
"6a0eb00c-73f2-5ab8-9c2a-2cb65c4790b6","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02","Reinforcement"
"30d6a94a-45fc-5f3c-9867-8c52c84ac0a6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Correct Mesh/Cage (photo required)"
"80664657-087e-5285-b8de-4b9e4b099d6b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Correct Lig Spacing/Mesh Centers"
"161fe1f5-41e3-5d30-892f-de544c409f00","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Correct Cover"
"273a22c5-2dff-527b-a2a5-37ace61909ef","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Lifter location & Type Correct (photo required)"
"8c8db848-a811-575c-b5e7-99664c1c6625","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Starter bars & couplers (photo required)"
"cb406c46-3e4a-5dde-b8fa-dd00c9312971","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Strongbacks installed - If required"
"687f916c-ec98-5f1b-965d-27c5e789c074","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"00b9d849-b771-55d4-9fd6-1d023a40cb4d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Reinforcement","Ferrues Installed - (photo required)"
"22b55ba0-d206-5838-a2d9-f9b3e09b31b3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02","Concrete"
"06621edb-eea5-59cc-b3db-ee48380e9d30","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"52f82702-b73b-5b7c-8d76-5482e0946003","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Concrete","Concrete Test"
"d51e3660-524b-54b4-a209-f031bc0c9d4d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Concrete","Concrete Test Report - (photo required)"
"68a7684d-0c37-51f2-813a-ba29f8c25e1f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC02","Post Pour"
"f4bcc374-8e1d-5661-81ad-15948c7e2978","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Ferrules exposed"
"7fd5dc6b-b993-5568-bbb1-4a36dd195ebf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Grout Tubes Open"
"c4d2101b-06ab-56d0-93ae-64b7326f4954","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Lifters installed central to panel"
"f9b67f99-11d2-5393-9c27-64ccec4d6f40","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Lifters Cleaned"
"30946d1a-9365-5057-8e9d-8fd2bbe671d7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Patching required - Pass=No / Fail=Yes"
"5dbf8840-42ae-512d-a694-af550ead5f16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","ID TAG filled out and correct"
"d52edeea-a07b-5fd9-9fde-8464536771aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Strongbacks installed - (photo required)"
"002de59a-5e8a-5d49-8ddf-b79bb7ea4b37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Chamfers Installed"
"debe8a2a-4acb-5ae8-ba89-cba8569f6c0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Panels QA sticker completed"
"7a69d1c0-eb17-5d10-889c-6b84d2f35b97","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC02","Post Pour","Panel ready for delivery, damage free"
"3477ecf8-fa8f-458a-97ef-d786dfcdbacf","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03"
"8ef5e147-5f07-5808-ad6f-acb0abcbf8cf","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03","Drawing"
"e9506bc6-0ba0-5e6f-b4e6-489266123d36","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"22d508f1-1ec8-5e0d-a43a-9554c3d7fed2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03","Panel Properties"
"b965a0a1-3203-5fe6-92bf-9022b4a55fad","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Panel Properties","Properties - Pass once entered"
"1d1aa40b-3e02-5074-bab4-55c1f4559917","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03","Formwork"
"8377d33a-55fb-54b4-b088-7385152c2f66","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Formwork","Correct Dimensions & Square"
"9a7e9ae6-0795-5b88-b65e-474aa6da65cf","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Formwork","Grout tube set out"
"d0a2aabf-512c-53db-9faf-2308aee814d1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Formwork","Magnets Locked Down"
"276710a1-9336-5773-bc84-4025a326f663","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Formwork","Fillet Installed"
"e10d0080-51b3-50dd-ad35-9f0545e5ba33","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Formwork","ID TAG Installed (photo required)"
"143e7fe7-aab2-527c-951d-ed2dd1eadf5a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Formwork","Starter bars & couplers (photo required)"
"09efbff7-ca7a-549d-8e21-b60e5b789c0d","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03","Reinforcement"
"7b6dbb02-5c1b-5a3d-9057-9d4bfb9dce7a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Correct Mesh/Cage (photo required)"
"980ce73a-9ec9-548c-842a-f469e3d3b5f8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Correct Lig Spacing/Mesh Centers"
"c7329772-e7e4-5c7b-87fb-74b474b65fce","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Correct Cover"
"c2da11e8-21ec-5418-a2c5-671950ed6248","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Lifter location & Type Correct (photo required)"
"2cb219d2-5f7d-539c-9432-f31557f8fd45","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Starter bars & couplers (photo required)"
"80f8a632-7460-5d67-bf26-47ebb00142fc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Strongbacks installed - If required"
"da230285-4789-5dfc-9baa-1072613d96c5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"1db8ff4b-c6f3-51a8-94b3-44a709e33328","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Reinforcement","Ferrues Installed - (photo required)"
"6e9e2f43-9d7c-5d2c-a89e-3a75bfeed2ab","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03","Concrete"
"69a5ada6-a6fd-5d60-b65b-dd341f79bd28","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"03e21881-93dd-59b6-8eda-9b078b669708","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Concrete","Concrete Test"
"22f16525-88a4-56ef-bf56-1f742f1dfaf3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Concrete","Concrete Test Report - (photo required)"
"eeb8cfe2-5eab-5dfe-8166-17ce4c2a62e1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC03","Post Pour"
"444a7168-5e6b-5f3a-b8f6-58a733c104a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Ferrules exposed"
"cbc7cd88-6cc3-56da-b0a0-210b3cf3c9aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Grout Tubes Open"
"6802538e-e7f9-52a7-8ddc-8220f872b542","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Lifters installed central to panel"
"15c3e357-e8fe-539b-b4a6-c39a3e2f2a70","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Lifters Cleaned"
"54eb1253-62c7-5240-a549-c806f4b73d31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Patching required - Pass=No / Fail=Yes"
"720f8bb9-3f51-5943-a798-bc25e9ee30bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","ID TAG filled out and correct"
"9000805d-9fa1-58ca-950f-530f940c9743","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Strongbacks installed - (photo required)"
"c103bf36-df0b-5b36-b48d-969a2bc60f03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Chamfers Installed"
"3fceba95-1dd0-5643-8ac1-ca04d6f081d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Panels QA sticker completed"
"5ce2e582-1eb1-56a6-9e94-9beb34edd728","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC03","Post Pour","Panel ready for delivery, damage free"
"9315c075-e02c-4cd7-b412-25b87ca85e82","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04"
"1a499700-ade4-53fd-bb45-a5afc8922d85","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04","Drawing"
"67173180-6a3f-5303-bad0-35e64e7a0674","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"c83d3822-effd-56df-a225-e9c2a5ff50c2","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04","Panel Properties"
"a6365d0e-e580-59bb-8629-8d098e183926","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Panel Properties","Properties - Pass once entered"
"fe89b058-c4e8-57e4-b269-c4927927dd85","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04","Formwork"
"2d93d439-9120-5287-b348-4e653a3a39b8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Formwork","Correct Dimensions & Square"
"7c24254c-6211-5a0b-9a87-21d2d0b9a45b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Formwork","Grout tube set out"
"16158bf3-d549-5c50-92a9-5298f8c95e66","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Formwork","Magnets Locked Down"
"aff72903-4ed8-52cd-b306-f6d0c2bb9ffd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Formwork","Fillet Installed"
"4030b8d4-a979-5cde-a204-859090e42ce1","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Formwork","ID TAG Installed (photo required)"
"c243b5c2-592b-5eff-bd35-4936cf795453","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Formwork","Starter bars & couplers (photo required)"
"190600c5-d143-5bd0-acdd-8609d7f5c53a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04","Reinforcement"
"fc541032-d309-5760-b5c3-f48e205ddc75","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Correct Mesh/Cage (photo required)"
"eacc1019-37e0-5fce-a18d-de73c2cf69bd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Correct Lig Spacing/Mesh Centers"
"eb22f1fa-1fc5-56d1-bbe9-b9cfd92a1689","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Correct Cover"
"bf103d00-02a4-53ef-99e7-1f54ac112eab","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Lifter location & Type Correct (photo required)"
"fa44cbe3-6df6-5751-8dc8-f119d61b24bf","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Starter bars & couplers (photo required)"
"df927427-c46e-5bb5-8d52-ca5966a021a8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Strongbacks installed - If required"
"6f725546-ec93-58a0-b15b-3902fe16d836","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"ddef39dc-f930-5066-8179-34cded0d558d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Reinforcement","Ferrues Installed - (photo required)"
"4cfd89fd-def2-5316-9837-d04cb3fea95b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04","Concrete"
"568a3ead-7aff-5281-8667-fb6fd4e0f834","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"e9d353e1-9bfa-5b1b-aa44-13ce4b7ad75d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Concrete","Concrete Test"
"4a3fcbc3-f0e9-57ff-bc14-0b1b4deaafa3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Concrete","Concrete Test Report - (photo required)"
"4cc428c1-83b0-5f14-ba2c-635c686c9ea5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC04","Post Pour"
"bb81998a-3d41-5d37-9cb3-e80b7038d8c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Ferrules exposed"
"62d5bea2-e354-5d4e-a5c1-4861b1900be7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Grout Tubes Open"
"f856b278-ed0c-575f-8675-8aa3b19d2f0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Lifters installed central to panel"
"2e2211c3-8fde-53a8-9456-5ae07690e691","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Lifters Cleaned"
"9c9b6794-9082-5c20-ac92-efd693953d10","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Patching required - Pass=No / Fail=Yes"
"415c63da-570c-5fa8-be5b-596f532c4080","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","ID TAG filled out and correct"
"94401b72-523e-552d-b8c7-ea151767af47","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Strongbacks installed - (photo required)"
"7ff1d7b2-f560-5f8c-83be-39a1a1342b3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Chamfers Installed"
"7cebe408-4615-55e8-85bc-f9e6712975ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Panels QA sticker completed"
"36be6cb3-8eb7-5577-a282-7299b4b80d38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 4","Level 1","B4PC04","Post Pour","Panel ready for delivery, damage free"
"3c4b68b3-e297-4c2e-852b-15b2f0e73ee8","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 4","Level 1","B4PC05"
