resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,,Tier 7,Tier 8,Tier 9,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Chilled Water,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Low Temperature Hot Water ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,MAMedical Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
,step,,,,Level 4 ,,,,,,,,,,,,
,step,,,,,Zone 1,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20401 / BCA-DWD-112-ME-20450,,,,,,,,,,
,step,,,,,,,04ENG084,,,,,,,,,
,step,,,,,,,,Generator Discharge Plant ,,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF003-ATT-004 - NCS NSM-300-15 1500x600x1200 - 1500 L/s Attenuator ,,,,,,,
,step,,,,,,BCA-DWD-112-ME-30450 / BCA-DWD-112-MG-60002,,,,,,,,,,
,step,,,,,,,04ENG014 ,,,,,,,,,
,step,,,,,,,,Generator Room ,,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-GEN-EAF-003 - Fantech PUDEC50 Ø500 - Inline Centrifugal Backwads Curve 1500 L/s Exhaust Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF003-ATT-287,,,,,,,
,step,,,,,,,04ENG018,,,,,,,,,
,step,,,,,,,,Vacuum Plant ,,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF001-ATT-269 - NCS NSM-300-12 1200x600x600 - 1000 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-VAC-EAF-001 - Fantech PUEEC40 - Inline Centrifugal Backwads Curve 1000 L/s Exhaust Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF001-ATT-001 - NCS NSM-300-6 600x600x600 - 1000 L/s Attenuator ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-4A-BLG-AGS-02 - Beacon Meades AGS 1560 Duplex - Radial type 600 L/m Anesthetic gas Scavenging System,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-4A-DPU-AGS-01 - Beacon Meades AGS 520 Duplex - Radial type 300 L/m Anesthetic gas Scavenging System ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-4A-BLG-VAC-01 - Beacon Meades or Equal and Approved - Rotary Vane 1600 L/m type Quadruplex Medical Vacuum System,,,,,,,
,step,,,,,,,,,112-4A-BLG-VREC-02 - Client Supplied - Tank,,,,,,,
,step,,,,,,,,,112-4A-BLG-VREC-01 - Client Supplied - Tank,,,,,,,
,step,,,,,,,04ENG019,,,,,,,,,
,step,,,,,,,,Medical Air Plant ,,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MED-EAF-002 - Fantech PUDEC56 Ø560 - Inline Centrifugal Backwads Curve 2300 L/s Exhaust Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF002-ATT-272 - NCS NSM-300-9 900x900x800 - 2300 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU002-ATT-005 - NCS NSM-275-12 1200x1100x1300 - 3180 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,4A-EAF002-ATT-002 - NCS NSM-275-15 1500x1100x900 - 2300 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,4A-EAF002-ATT-271 - NCS NSM-300-9 900x900x800 - 2300 L/s Attenuator ,,,,,,,
,step,,,,,,,,,112-4A-BLG-AREC-01 - Client Supplied - Tank ,,,,,,,
,step,,,,,,,,,112-4A-BLG-AREC-02 - Client Supplied - Tank ,,,,,,,
,step,,,,,,,,,112-4A-BLG-COMP-01 - Client Supplied - Compressor ,,,,,,,
,step,,,,,,,,,112-4A-BLG-COMP-02 - Client Supplied - Compressor ,,,,,,,
,step,,,,,,,,,112-4A-BLG-DRY-01 - Client Supplied - Drier ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-4A-BLG-COMP-03 - Beacon Meades or Equal and Approved - Screw Type 1600 L/m Triplex Medical/Surgical Air Plant ,,,,,,,
,step,,,,,,,04ENG001,,,,,,,,,
,step,,,,,,,,Plant Room,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 500x500 - Fire Damper,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 650x650 - Fire Damper,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 800x700 - Fire Damper,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 500x500 - Smoke Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 650x650 - Smoke Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 800x700 - Smoke Damper ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF001-ATT-270 - NCS NSM-300-12 1200x600x600 - 1000 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-VAC-OAF-001 - Fantech PUEEC40 Ø400 - Inline Centrifugal Backwads Curve 1000 L/s Outdoor Air fan ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-OAF001-FLT-012 - IPSCO AL50 800x650 - Filter type 3 1000 L/s,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF001-ATT-009 - NCS NSM-300-9 900x600x600 - 1000 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-008 - NCS NTM-300-9 900x1200x600 - 2290 L/s Attenuator ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-MDU-AHU-001 - AHU - Multizone Air Handling Unit ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-CLD-AHU-002 - AHU - VAV AHU serving VAV Boxes ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-224 - NCS NSM-300-6 600x1200x600 - 3000 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF002-ATT-007 - NCS NSM-275-15 1500x1200x900 - 2300 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU002-ATT-006 - NCS NSM-300-15 1500x1100x1500 - 4420 L/s Attenuator ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-OAF002-FLT-013 - IPSCO AL50 1200x950 - Filter type 3 2300 L/s,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MED-OAF-002 - Fantech PUDEC56 Ø560 - Inline Centrifugal Backwads Curve 320 L/s Outdoor Air fan ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU001-HC-03 - Temperzone 1000x450 - 23.8 kW Heating Coil ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU001-HC-05 - Temperzone 400x400 - 7.5 kW Heating Coil,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU001-HC-01 - Temperzone 450x400 - 9.2 kW Heating Coil,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU001-HC-02 - Temperzone 500x450 - 11.5 kW Heating Coil,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU001-HC-04 - Temperzone 500x400 - 10.2 kW Heating Coil ,,,,,,,
,step,,,,,,,,,112-4A-AHU001-ATT-011 - NCS NTM-325-12 1200x650x900,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Tempurature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGSAnesthetic Gas Scavenging Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,MAMedical Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,SASurgical Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,DCADental Compressed Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,CANon Patient Compressed Air Copper ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGS (L3)Anesthetic Gas Scanvenging Copper ,,,,,,,,
,step,,,,,Zone 2 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20401 / BCA-DWD-112-ME-30451 / BCA-DWD-112-ME-20451,,,,,,,,,,
,step,,,,,Zone 3 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-30452 / BCA-DWD-112-ME-20452,,,,,,,,,,
,step,,,,,,,04ENG016,,,,,,,,,
,step,,,,,,,,Boiler Room,,,,,,,,
,step,,,,,,,,,112-4A-BLG-B-001 - REX130 Boiler c/w Riello RL130 - 1250 kW Non Condensing Heating Hot Water Diesel Boiler ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-BLR-ATT-274 - NCS NTM-275-18 1800x1375x1100 - 2000 L/s Attenuator ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF014-FLT-016 - Camsafe DR14-610X610X292-P0-WW-V HEPA and 3GGM-242412-95 610x610 - Filter type 8/14 235L/s ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-BLR-ATT-235 - NCS NSM-250-12 1200x1100x3250 - 2000 L/s Attenuator ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-OAF003-FLT-002 - IPSCO AL50 3250x1100 - Filter type 2 2000L/s ,,,,,,,
Pump Install QA,checklist,,,,,,,,,112-4A-BLG-LTHWPP-001 - NBG 100-65-200/205 AAFE2CESBQQEJW3 with external VSD - Primary LTHW Pump - Boiler (80/70 Deg C Water) 16 L/s Min CCES,,,,,,,
Pump Install QA,checklist,,,,,,,,,112-4A-BLG-LTHWPP-002 - NBG 100-65-200/205 AAFE2CESBQQEJW3 with external VSD - Primary LTHW Pump - Boiler (80/70 Deg C Water) 16 L/s Min CCES,,,,,,,
,step,,,,,,,04ENG001,,,,,,,,,
,step,,,,,,,,Plant Room,,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-PLT-EAF-029 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backwads Curve 500 L/s Exhaust Air fan ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-CLA-AHU-005 - AHU - VAV AHU serving VAV Boxes ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-070 - NCS NSM-300-9 900x400x300 - 330 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU005-ATT-297 - NCS NTM-300-12 1200x600x600 - 1190 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU005-ATT-060 - NCS NSM-400-6 600x400x400 - 1190 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU005-ATT-296 - NCS NTM-300-6 600x900x650 - 2160 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU005-ATT-063 - NCS NSM-275-12 1200x1375x1000 - 2160 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLC-EAF-015 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backwads Curve 550 L/s Exhaust Air fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLC-EAF-016 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backwads Curve 450 L/s Exhaust Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF-016-ATT-073 - NCS NSM-350-12 1200x300x300 - 450 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF015-ATT-054 - NCS NSM-350-6 600x350x600 - 550 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-TEF003-ATT-057 - NCS NSM-275-15 1500x1000x900 - 2200 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MEP1-TEF-002 - Fantech PCDEC56 Ø560 - Inline Centrifugal Backwads Curve 650 L/s Toilet Extract Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-TEF002-ATT-058 - NCS NSM-350-6 600x350x600 - 650 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-TEF002-ATT-059 - NCS NSM-350-6 600x350x600 - 650 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLE-EAF-014 - Fantech BRB16-410LS-24 - Sinngle Inlet Single Width Scroll Backwards Curve 235 L/s Exhaust Air Fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-BAT-EAF-021 - Fantech Jetline-150ECO - Inline Mixed Flow Backwards Curve 40 L/s Exhaust Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,12-4A-EAF020-ATT-266 - NCS NSM-300-9 900x500x600 - 900 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-BAT-EAF-020 - Fantech PUEEC40 Ø400 - Inline Centrifugal Backwads Curve 900 L/s Exhaust Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF013-ATT-052 - NCS NSM-300-9 900x600x600 - 600 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLB-EAF-013 - Fantech PCDEC50 Ø500 - Inline Centrifugal Backwads Curve 600 L/s Exhaust Air fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-BAT-EAF-019 - Fantech PUEEC40 Ø400 - Inline Centrifugal Backwads Curve 900 L/s Exhaust Air fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-BAT-EAF-018 - Fantech Jetline-150ECO - Inline Mixed Flow Backwards Curve 40 L/s Exhaust Air Fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-RAP-EAF-017 - Fantech PCEEC45 Ø450 - Inline Mixed Flow Backwards Curve 400 L/s Exhaust Air Fan ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MEP1-TEF-003 - Fantech PCDEC63 Ø630 - Inline Centrifugal Backwads Curve 2200 L/s Toilet Extract Air fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU003-ATT-024 - NCS NSM-300-15 1500x900x1200 - 2525 L/s Attenuator ,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-CLP-AHU-003 - AHU - VAV AHU serving VAV Boxes ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-012 - NCS NSM-300-9 900x600x300 - 420 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-013 - NCS NSM-300-9 900x600x300 - 360 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-014 - NCS NSM-275-9 900x825x300 - 1160 L/s Attenuator ,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU006-HC-02 - Temperzone 400x400 - 8.3 kW Heating Coil,,,,,,,
Heating Coils Template ,checklist,,,,,,,,,112-4A-AHU006-HC-03 - Temperzone 300x250 - 4 kW Heating Coil ,,,,,,,
,step,,,,,,,,,112-4B-BLG-EX-002 - Variomat Pumped Transfer Unit - CHW Pressurisation Unit ,,,,,,,
,step,,,,,,,,,112-4B-BLG-EX-001 - Variomat Pumped Transfer Unit - LTHW Pressurisation Unit ,,,,,,,
Pump Install QA,checklist,,,,,,,,,112-4A-BLG-LTHWPS-001 - NBG 125-80-250/225 AAFE2CESBQQELW3 - Secondary LTHW Pump - Boiler (45/40 Deg C Water) 21 L/s min CCES,,,,,,,
Pump Install QA,checklist,,,,,,,,,112-4A-BLG-LTHWPS-002 - NBG 125-80-250/225 AAFE2CESBQQELW3 - Secondary LTHW Pump - Boiler (45/40 Deg C Water) 21 L/s Min CCES,,,,,,,
Pump Install QA,checklist,,,,,,,,,112-4A-BLG-LTHWPS-003 - NBG 125-80-250/225 AAFE2CESBQQELW3 - Secondary LTHW Pump - Boiler (45/40 Deg C Water) 21 L/s min CCES,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF017-ATT-085 - NCS NSM-350-6 600x350x400 - 400 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF018-ATT-065 - NCS NSM-350-6 600x350x400 - 350 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF019-ATT-064 - NCS NSM-300-9 900x500x600 - 900 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF020-ATT-067 - NCS NSM-300-6 600x500x600 - 900 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-291 - NCS NSM-300-9 900x600x300 - 490 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU001-ATT-015 - NCS NSM-300-9 900x600x300 - 560 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-068 - NCS NSM-300-9 900x600x550 - 760 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-069 - NCS NSM-300-9 900x300x300 - 170 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-075 - NCS NSM-275-12 1200x550x500 - 570 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-076 - NCS NSM-300-9 900x900x650 - 1810 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU006-ATT-077 - NCS NSM-275-12 1200x550x825 - 890 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-EAF029-ATT-233 - NCS NSM-275-9 900x550x400 - 500 L/s Attenuator,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4B-EAF029-ATT-290 - NCS NSM-275-6 600x550x550 - 500 L/s Attenuator,,,,,,,
,step,,,,,,,Ceiling,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel ,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Diesel Fuel Stainless Steel,,,,,,,,
,step,,,,,,,,Boiler Flue ,,,,,,,,
,step,,,,,Zone 4,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-ME-30453 / BCA-DWD-112-ME-20453 / BCA-DWD-112-MG-20401,,,,,,,,,,
,step,,,,,,,04ENG010,,,,,,,,,
,step,,,,,,,,UPS,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x450 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x450 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 600x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x750 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x750 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x750 - Fire Damper ,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF020-FLT-005 - IPSCO AL50 750x750 - Filter Type 3 560 L/s,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF020-FLT-025 - IPSCO AL50 750x750 - Filter Type 3 560 L/s,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T11 - Holyoake RL23 750x750 - Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T11 - Holyoake RL23 750x750 - Transfer Grille,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF019-ATT-265 - NCS NSM-300-6 600x1100x900 - 900 L/s Attenuator ,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-BAT-OAF004-FCU-007 - Temperzone IMD280Y - FCU 980 L/S Min,,,,,,,
,step,,,,,,,04ENG011,,,,,,,,,
,step,,,,,,,,UPS,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 450x450 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x750 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 750x750 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 600x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 700x300 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T11 - Holyoake RL23 750x750 - Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T11 - Holyoake RL23 750x750 - Transfer Grille,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF019-FLT-004 - IPSCO AL50 750x750 - Filter Type 3 560 L/s,,,,,,,
Filters Template ,checklist,,,,,,,,,112-4A-EAF019-FLT-024 - IPSCO AL50 750x750 - Filter Type 3 560 L/s,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-BAT-OAF004-FCU-008 - Temperzone IMD280Y - FCU 980 L/S Min,,,,,,,
,step,,,,,,,04ENG012,,,,,,,,,
,step,,,,,,,,Communications Room,,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-MEP5-ACU-010 - PKFY-P100VKM-E - Mitsubishi Electric Wall mounted Indoor unit . ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-MEP5-ACU-011 - PKFY-P100VKM-E - Mitsubishi Electric Wall mounted Indoor unit . ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-MEP5-ACU-012 - PKFY-P100VKM-E - Mitsubishi Electric Wall mounted Indoor unit . ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-COM-OAF004-PCU-003 - Stulz CCU 260 - 2030 L/s Process Cooling Unit ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-COM-OAF004-PCU-002 - Stulz CCU 260 - 2030 L/s Process Cooling Unit ,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-COM-OAF004-PCU-001 - Stulz CCU 260 - 2030 L/s Process Cooling Unit ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø150 - Fire Damper ,,,,,,,
,step,,,,,,,04ENG013,,,,,,,,,
,step,,,,,,,,Communications Room,,,,,,,,
Heat Pump Install Template ,checklist,,,,,,,,,112-4A-MEP5-ACU-009 - PKFY-P100VKM-E - Mitsubishi Electric Wall mounted Indoor unit . ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 900x400 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 900x400 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S12 - Holyoake DDL 900x400 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R12 - Holyoake RL23 900x400 - Return Grille ,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4B-COM-OAF005-FCU-009 - Temperzone IMD95Y - FCU 290 L/s Min,,,,,,,
,step,,,,,,,04ENG001 ,,,,,,,,,
,step,,,,,,,,Plant Room,,,,,,,,
AHU Install,checklist,,,,,,,,,112-4A-MEP5-AHU-004 - AHU - VAV AHU serving VAV boxes.,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-AHU004-ATT-020 - NCS NSM-325-12 1200x975x900 - 3185 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MEP5-TEF-001 - Fantech PCDEC56 Ø560 - Inline Centrifugal Backward Curve 1100 L/s Toilet Extract Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-TEF001-ATT-026 - NCS NSM-300-9 900x600x600 - 1100 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-TEF001-ATT-027,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-4A-COM-OAF004-FCU-004 - Temperzone IMD280Y - FCU 960 L/s Min,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-OAF008-ATT-302 - NCS NSM-300-12 1200x600x700 - 1200 L/s Attenuator ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-CLP-EAF-006 - Fantech PUD454DD Ø500 - Inline Centrifugal Backward Curve 200 L/s Exhaust Air Fan with IP65 dust rated motor. ,,,,,,,
Fan Install QA Checklist ,checklist,,,,,,,,,112-4A-MEP5-EAF-008 - Fantech PCEEC45 Ø450 - Inline Centrifugal Backward Curve 450 L/s Exhaust Air Fan ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF008-ATT-023 - NCS NSM-300-9 900x500x300 - 450 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF008-ATT-037 - NCS NSM-325-6 600x325x500 - 450 L/s Attenuator ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-4A-EAF009-ATT-293 - NCS NSM-350-6 600x350x350 - 550 L/s Attenuator ,,,,,,,
