"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a956a4bc-6144-49c2-987e-f1968de6a602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0dfef658-7904-4b3a-8e85-75d78eda0678","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Prefab"
"124849e5-d340-4984-96c3-4334bd2f383e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Prefab","Basement 1"
"c0510d3c-3200-4b0f-b383-c67005267f39","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01"
"50bba2fb-8425-59ea-8198-1721a5520efd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01","Set Out"
"75d020fe-8c0f-5cfb-add2-200010da9b8d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","Pour","Panel Stripped - Lifters cleared & clutch tested"
"efccfd09-aa0b-5bf6-8e22-64c6eb3107bf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 6","25837  514-06-13","Removed from mould"
"b26ae7da-d90f-523f-832a-ded9b9ee03a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","Removed from mould","Attach any relevant documents or photos"
"43f48a41-265b-562a-8a35-2f4de441e5cd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection"
"835f7323-ffeb-510f-a6f4-5eedf6acc0b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","All perimeter dimensions"
"cc307652-d1cb-5907-8235-8253502d81b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Square check"
"260d1218-3876-510a-8bae-a17243f995c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","All penetration dimensions"
"ae87cc82-4614-57d0-b2d9-be4fca7ec833","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Rebates"
"8124aa88-c6d3-5311-af35-982e0f4d15f7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Top lifters"
"72250de2-90c0-5ac0-9ae9-f6b5d2e120cf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Side lifters"
"93438407-2aa1-55dd-9ae4-4559d7cf0f3d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Propoints"
"123314b5-10c9-5c75-b723-c3d20aa103b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Grout tube location"
"32ee5058-ef18-54b4-8d46-151e5f28fc7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Ferrules checked"
"5834bb41-6d6b-5152-a72d-c2347af5683c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Ferrules cleared with tap & spray"
"15436cf7-9db9-5d6d-a22b-8445181a0d04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","All arisis rubbed smooth"
"efaf03b8-37e8-5e71-a22f-e8b7cd78ee76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Grout tube fill points cleared"
"fd040254-a911-5590-9b13-edd2d29bb9b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Panel Racked"
"824ab1ee-0ba6-500b-9e02-97e29b6ee25d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Completed"
"524d3644-2738-56ec-bae8-2bdf749ec4c0","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 6","25837  514-06-13","As Built Panel Inspection","Signed By"
"39b1f3bc-cdca-440d-9b7b-1e89b80a4319","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Manufacture","Level 7"
"217c9e5b-643c-47c0-b147-4f11ec770c11","","checklist-sectioned","not-started","Manufacture ITP","checklist","FALSE","FALSE","Site QA","Manufacture","Level 7","25838  514-07-01"
"ec8cde54-a484-53c6-ae2c-59fe3a7bde25","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out"
"f4420504-8045-5ac7-8063-f4b956a6f072","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out","Internal set out - Rebates"
"b6a37c05-03f6-5114-af06-da8778751930","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out","Internal set out - Far Side Ferrules"
"d5f71074-8218-5ec3-a342-94eef2a0a322","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out","Internal set out - Vertical Joint"
"81192bf1-2097-50ee-9819-40105b39aa12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out","Internal set out - Horizontal Joint"
"935385f0-c6eb-5379-a7b9-7b5b63e143a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out","Internal set out - Penos"
"757b677b-dc43-5f39-85af-6415f1d9a1c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Formwork Set Out","Panel ID Tag fitted"
"aed7fdd6-a39e-5b95-b05b-506d9379fb70","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection"
"8a671e18-3137-5483-ab51-4d7efbbe241b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Formwork"
"cd65e6c2-f685-506c-b84e-3dbbc0c4a257","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Panel edge"
"d6e19656-f340-543d-bd70-6623fb8a3046","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Reinforcement"
"3440d4de-fc1e-5bf5-911b-77b91d83394c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Lifters"
"5b81e683-c12c-5f56-9cd1-f6adc1d78da5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Grout Tubes"
"1c529f0b-1794-5e7a-990b-8b8f56437621","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Connectors"
"9972a71e-c9fe-5d62-a197-47c768c06e85","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Other ferrules"
"883e6f36-e545-58fe-8d7c-72917e01bb1b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Other Inserts"
"5cef7cf0-45a7-50d7-8db2-f81c561a2633","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pre-Pour Inspection","Cover Check"
"0ff06b61-fd68-5efc-9b27-80a636d01fc7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25838  514-07-01","Pour"
"a969feb6-308c-5f5c-bf27-a0eb27091612","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pour","Test"
"db913534-b123-5a20-8a94-ead27fe81088","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pour","Panel Stripped - Grout tubes cleared"
"cebaff69-fb15-53c9-839f-2ffb864e64f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Pour","Panel Stripped - Lifters cleared & clutch tested"
"bb4ece7d-f2df-5123-a218-20ccff2dfff3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25838  514-07-01","Removed from mould"
"c7286de1-f058-5646-b49e-6da404a17e0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","Removed from mould","Attach any relevant documents or photos"
"e1d1d794-633b-5ed7-880b-b5e3061c4396","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection"
"8b9927e0-f5b0-5257-9741-6661dae18619","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","All perimeter dimensions"
"920784d9-0dfb-5570-9aff-dae2580e9a31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Square check"
"08c1194d-751d-578c-b617-d5193185d8f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","All penetration dimensions"
"e1b68b49-0370-54c6-98ca-066cdd61ed0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Rebates"
"72fb5b4f-7f55-560b-8e9f-e55796ba0884","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Top lifters"
"f13932cd-d0b0-5ddd-a49a-a1e2e8f93a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Side lifters"
"b3c1b33f-6506-540c-83ed-42637196580a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Propoints"
"67429530-f0ec-5ed5-9d7f-07af9b19ab93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Grout tube location"
"32a0157a-2052-593c-9648-3b65faf60c78","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Ferrules checked"
"9d47c2b5-0a30-546e-ad60-2818d1897504","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Ferrules cleared with tap & spray"
"dcc179e7-538e-551c-8dea-bcc98888cc76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","All arisis rubbed smooth"
"44969080-94f6-5cfb-927a-68fa23c14e9b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Grout tube fill points cleared"
"0cfa198e-9e9e-5a13-826d-3e78efb17e54","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Panel Racked"
"be333b24-e0d5-58d1-b9ae-1cbabf1c2efe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Completed"
"c550d2cd-00a9-5301-a4ff-2f738d404a3e","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25838  514-07-01","As Built Panel Inspection","Signed By"
"f08a7529-a2c6-480a-b139-0bf05c67147c","","checklist-sectioned","not-started","Manufacture ITP","checklist","FALSE","FALSE","Site QA","Manufacture","Level 7","25839  514-07-02"
"48dde89b-b853-53a3-a45d-28e6e2481e1b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out"
"314e2cca-dac9-5847-99f5-a8880a105287","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out","Internal set out - Rebates"
"98c5c6d7-a092-5107-ab40-14e85db40abc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out","Internal set out - Far Side Ferrules"
"ac3d0951-7c31-5699-b4d5-ed2d5ad5df01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out","Internal set out - Vertical Joint"
"abfbd748-9e88-5a3a-a88a-db2f80079b26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out","Internal set out - Horizontal Joint"
"0ddcafaf-92ab-5e6a-a216-8bd02654b39b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out","Internal set out - Penos"
"225f162d-1bc5-572e-bbe2-35b81fa340b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Formwork Set Out","Panel ID Tag fitted"
"1973b83d-1ec3-510d-9a32-798d7b61bab3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection"
"fb72a2f2-030f-5574-9c18-6c1f71b86233","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Formwork"
"77e96683-0716-53f8-966c-2614109eba75","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Panel edge"
"23457b70-1765-58ca-85de-a5646d090403","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Reinforcement"
"26b449ea-acd9-52f4-b077-fc41ef6e2131","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Lifters"
"0a81414b-eccc-51cf-bc26-684aa8efdb7f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Grout Tubes"
"3dca0e46-bfc7-5889-b505-fc1b29606647","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Connectors"
"0f680ca0-f1c5-5d56-9bc8-93cc0e5e2303","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Other ferrules"
"07b9b9a2-fe59-520b-a5a5-f0f70850c572","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Other Inserts"
"7cca5446-42c5-58a6-b8f5-35b91df5c287","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pre-Pour Inspection","Cover Check"
"b5836386-bfc8-5ca3-8b73-8e2c18e0c5f5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25839  514-07-02","Pour"
"61bd0e8f-9317-5dfd-9884-37949449aece","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pour","Test"
"d5259fdd-1313-5e8c-b425-984ae92ad80c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pour","Panel Stripped - Grout tubes cleared"
"4f2ee94e-601d-5fe2-a1b7-2bead5cdee06","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Pour","Panel Stripped - Lifters cleared & clutch tested"
"9fc7433c-5337-5ce6-b37c-d6895e53c2f3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25839  514-07-02","Removed from mould"
"dda59a8b-1998-5fe8-8f68-55cf6f845bcf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","Removed from mould","Attach any relevant documents or photos"
"289d0468-6324-57bc-8cfb-94c249f08152","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection"
"430336eb-c2ff-5d0c-96b9-d470bcc9ddcf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","All perimeter dimensions"
"15f96290-c030-5ecf-a35b-809417b21a4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Square check"
"8e47c344-8819-5f87-b0a6-6c67cf8c9d30","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","All penetration dimensions"
"46e484b5-fde0-5784-bca3-e0faa9d54895","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Rebates"
"f50d7366-b822-50ea-a4f3-bd1b39720bf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Top lifters"
"c698de85-e67b-5b76-b6e6-c59956c4db17","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Side lifters"
"bb7c6f27-55ca-5e06-b3d1-6a276e0894dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Propoints"
"18de626a-60a3-5353-b8e2-9324367ae12b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Grout tube location"
"c89ac658-87eb-538f-babc-26e7704d0b7d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Ferrules checked"
"19a22805-c488-5a7c-a6a7-cb7bbc9b318a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Ferrules cleared with tap & spray"
"aa6eebec-5dda-59b4-8347-26fa3695a3cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","All arisis rubbed smooth"
"10feb1b4-6b35-5861-9bb9-8b70785f0fa3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Grout tube fill points cleared"
"706f6159-d06c-574a-84be-633f303a6130","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Panel Racked"
"ce873076-a22b-5225-a488-75f482c4288e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Completed"
"566ad40f-9ca7-5a3f-b91f-981ce6e2bb1b","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25839  514-07-02","As Built Panel Inspection","Signed By"
"15942508-2d8c-4b6a-9584-0564ef617792","","checklist-sectioned","not-started","Manufacture ITP","checklist","FALSE","FALSE","Site QA","Manufacture","Level 7","25840  514-07-04"
"d51015a7-5147-5ee9-8ced-cfc9ba2d4dea","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out"
"51e193dc-d8f1-54af-a5b6-e2cf232190a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out","Internal set out - Rebates"
"894fd930-1e43-5aca-a71c-04ff87db2295","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out","Internal set out - Far Side Ferrules"
"ad38aea2-dff0-5535-9b74-555efaa222df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out","Internal set out - Vertical Joint"
"0d5d0e1f-ca7c-5a19-9761-5c84d3f899b3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out","Internal set out - Horizontal Joint"
"380e75cd-9071-59e5-bfb6-9146c81b6b2e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out","Internal set out - Penos"
"6539206e-d4c2-5e1b-a013-ce4098597b21","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Formwork Set Out","Panel ID Tag fitted"
"d2dc4dcd-9107-5d00-8fea-81f768809c35","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection"
"cc3e912e-1385-5049-bf48-946f446dc04e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Formwork"
"877c8d99-eeab-592e-9566-64fe92b28ccf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Panel edge"
"dc172786-ba77-51dc-896f-33dce3f97af0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Reinforcement"
"328d469b-e8ec-5af7-b9b0-dbd216e40d37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Lifters"
"0de0160b-0f95-5de3-8744-e0f59abe9cb0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Grout Tubes"
"96b5d6dd-77db-5cff-bc35-41966035e0b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Connectors"
"57eecc39-7a4d-544f-9346-9993426ffb8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Other ferrules"
"2ab9100d-aade-575e-a8d2-d420bb095782","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Other Inserts"
"380ccc8b-302b-5212-a09d-b294ff71c0dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pre-Pour Inspection","Cover Check"
"e4074020-18a5-57bd-8984-0f65d66cd1fa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25840  514-07-04","Pour"
"ccb37d4f-f62b-5b50-a4f2-03c05c3989a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pour","Test"
"6eed4ec0-a120-5f4b-a6d5-0c3adc3675f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pour","Panel Stripped - Grout tubes cleared"
"3950481f-bd23-5a26-9965-c9f0d99de934","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Pour","Panel Stripped - Lifters cleared & clutch tested"
"baf1b8b3-4f0f-5fcf-ae23-7b0ff7fc4519","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25840  514-07-04","Removed from mould"
"bc1e3fd6-c126-54ff-a434-253feedfdcf2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","Removed from mould","Attach any relevant documents or photos"
"c2360d50-7e7c-5d22-a691-905ae5b200cf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection"
"ad0bef13-9d4d-5499-bc79-f58e24174e6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","All perimeter dimensions"
"53bd5b95-5929-5248-b55f-b3d483f348f5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Square check"
"b65337bf-f801-5d80-8323-a907fd21efeb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","All penetration dimensions"
"72aeacad-4cf3-5c00-9305-adacade1b07a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Rebates"
"66069d4d-013d-5559-8c18-2ebd37a41467","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Top lifters"
"0c5ab9ef-2b87-507f-9678-21d26478d101","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Side lifters"
"8efc125c-ab19-52e8-be12-e7b03dfbb2ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Propoints"
"b0ffa994-8b9e-50c9-9347-35aabc214a61","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Grout tube location"
"a6498e5f-f6eb-5df1-a795-d7ea0ef22449","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Ferrules checked"
"d638dc1f-fbd4-5846-82db-de80968908e9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Ferrules cleared with tap & spray"
"9ebce0f1-9978-5c79-a3b8-d734beedd485","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","All arisis rubbed smooth"
"3799d7e0-7524-54f6-91c0-3a5864e45381","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Grout tube fill points cleared"
"8bf4282b-d8d5-5cef-ba3b-6a00ce6aa61b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Panel Racked"
"e3a245e0-2848-5684-94df-8c401fa4eb37","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Completed"
"6c7021b7-302d-59b3-adef-34ae7146730c","","holdpoint","not-started","","","TRUE","TRUE","Site QA","Manufacture","Level 7","25840  514-07-04","As Built Panel Inspection","Signed By"
