"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ef7512c8-0e2b-40c8-bf62-7b3f2576bed9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA"
"648580ea-4a0c-4a7f-b099-63256b5dc447","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1"
"64ccaac1-f150-43cb-ac4c-ef0cdfd67543","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8"
"8c609bc7-4957-4dae-b5b4-583addc8cd93","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire"
"3be5062d-8020-4902-a4bf-10924993b45b","","checklist-sectioned","not-started","EFPQF04 - Pre Action - Sprinkler","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler"
"b7369518-674e-5b7b-b467-09f213a88ff7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 1","Data Hall 8","Wet Fire","Pre Action - Sprinkler","Documentation"
"12b9ec95-5024-5c7b-90d9-ac9548022cef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Testing","Confirm isolation and drain valves are closed."
"f019f36b-90ec-5ef5-86d6-e6632cc2d7d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Testing","Fill pipework with water to 1600kpa. Hold 2 hours. No pressure loss permitted."
"c880fcb6-a12a-5475-a1fa-e0d1b2e319fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Testing","Record pressure test results on Pressure Test Form."
"0b9e0293-6fd3-5f45-a54f-fd2d4c56fbb3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Test Report Sheet"
"4bdfa373-aec0-5d41-a854-51b4e69a3ab1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Test Report Sheet","Test Details & Results"
"a7a63092-7307-5405-a8fe-c5c153332f65","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Test Report Sheet","Test completed to specification/drawings & Area left clean/tidy"
"f6f28919-492f-5cc9-9e90-8d9f9199fa67","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Install","Pressure Test Report Sheet","Entire Fire Sign-Off (attach signature)"
"57ea38f8-581f-4acc-84ae-e902a325dce6","","checklist-sectioned","not-started","EFPQF03 - Wet Pipe Sprinkler Control Valve","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve"
"297ae83f-0c30-5c5e-8760-022a54b3e472","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Documentation"
"c5d876d0-3b3a-50a8-8327-23e03f44ff5f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Documentation","Confirm correct construction drawings approved for use."
"4caa46cb-e0ec-5721-afce-416587cbcae2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Incoming Inspection"
"5d32d133-bff5-5d10-b333-845c04a3198f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"cf6fc87e-b253-5274-9ea3-0f90a0997690","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation"
"9c78b901-159f-59d1-891b-2a33a35de761","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Main stop valve installed"
"47053ae3-b013-5c18-aa94-7123772c78f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Alarm valve installed"
"b9f3e4c0-f730-5dcf-8ff6-a6ccafa7d0c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Drain valve installed"
"f9473cc2-0250-5ece-af1c-9edf399a9742","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Alarm pressure switches installed"
"817ff592-c1c0-5ec2-8602-7aa80a0f24a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Water motor alarm installed"
"cff20a4e-8bae-5926-8e39-d307748a795a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Pressure gauges installed"
"dc3a0ea5-f759-50b0-8ab2-3decce83c6a2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Installation","Jacking pump installed"
"e445723e-d2e0-573c-bfd5-0e0d633bed16","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Sign-Off"
"d1479f1e-fef5-5720-a6a5-433f1a5c4d56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Wet Fire","Wet Pipe Sprinkler Control Valve","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"715cda64-ba76-41f8-b7f0-de570325e0d3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire"
"f87b3dfc-41d7-4933-a7bb-efe3563e8d22","","checklist-sectioned","not-started","EFPQF07 - Fire Alarms Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install"
"e9a85404-e2f4-562c-8d41-41cbe3bd5aaf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Documentation"
"afe3ccd7-d5a3-5bfd-9578-496cb10e8287","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Documentation","Confirm construction drawings approved for use."
"da8dea3e-6c66-5766-896f-61690db501dd","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Incoming Inspection"
"36b16d8c-27fa-55af-b36c-202d6f11802b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"18f740c2-16d3-520d-a988-44e9e76e9a2b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off"
"1fd84a12-81da-53bf-90e2-73f5639cb059","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"411eead9-8bf1-5a8f-a568-235169fff26a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"7905dd7d-a4af-5efc-8a87-d226c9082242","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"6ee66dc0-046c-563d-bd06-abdfb24a851b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm detector fit off locations"
"bd3949e8-24e8-541b-8680-3af8b59e5d36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm speaker fit off locations"
"29479e46-96e7-5eb6-9ed3-5cf611c8e9a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm strobe fit off locations"
"9a9082a4-8f11-5dd9-bc0b-8379571c3225","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to sprinkler installation"
"30422d34-7d72-5383-b156-f17a9dbd5f30","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to security"
"74b70d0d-343a-53d3-8182-b966cfbc2dca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to mechanical"
"ceeea51c-6930-59ba-a5c9-5091c1741df4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Installation Rough In / Fit Off","Confirm fire interfaces connected to BMS"
"a7ca9248-e493-5b89-b59b-bc0bfafceda6","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Sign-Off"
"8a0df946-2910-5cc3-9859-1165327e685a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","Fire Alarms Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"51dddbbe-b9f1-495c-a175-f534ccab7a08","","checklist-sectioned","not-started","EFPQF08 - MASDS Install","checklist","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install"
"621447d1-afa1-5b11-81c2-ae397b7b8f99","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Documentation"
"057e9512-8699-5ecd-820b-73cdabf70722","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Documentation","Confirm construction drawings approved for use."
"2b040963-a171-55cc-b476-285235b0c29a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Incoming Inspection"
"232aaac6-b03b-5b77-bf78-c3c9b286dff1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"ed14cb96-cb11-5334-95d0-d95fc1f5cd30","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off"
"aa26dd9d-eef6-5767-9c2f-0419f8945efe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"0a1e7023-b638-5502-8e98-ac5da120d5db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"d56c51e2-8096-5837-9e8d-68111112621c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"b89c77de-23c6-5944-9ffd-3b1ef5d17858","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS pipework installed as per drawing"
"43a9cd9f-57a0-523f-83d7-f346a6bb2ba4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS sampling points size & spacing"
"173565ce-a987-57d9-848f-3c736ee83c6c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS unit fit off locations"
"e1372078-62ee-57e5-8310-5a8a109a4f26","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Installation Rough In / Fit Off","Confirm MASDS power supply fit off locations"
"e16699e7-5527-5715-bc49-4e751c4d2e35","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Sign-Off"
"98c43751-5a64-596d-abb0-9e911978bffa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Zone 17","Office/Corridors/Plant/Loading Dock","Dry Fire","MASDS Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"81bb14f8-1c11-46e7-a950-e4612cffb6d5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Control Valve Room 1"
"1d060736-61b1-4fbf-bede-ac14b3a45f89","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Control Valve Room 1","Dry Fire"
"dfa42d6c-032d-41da-8a9b-7ef9c3620855","","checklist-sectioned","not-started","EFPQF09 - FDCIE Install","checklist","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install"
"bc611dbb-c084-520f-ac05-cb64f7bfbfa5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Documentation"
"b5ccfab1-3dda-5c6e-8660-f2d3da875bd7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Documentation","Confirm construction drawings approved for use."
"6c85887e-c5ec-53ae-9671-72b5809427bb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Incoming Inspection"
"8a0b411b-ebf2-5c4b-8b05-5b4634db4a34","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"215f5248-f001-53eb-a99c-443d53dbc376","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off"
"e05baed0-324f-580d-996f-482600aaa17a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"a7f4e75f-bdfe-5af3-9fe0-fcfc687e90b9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"a45b40bb-68ba-5bed-8ce2-2f7a242598c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"22c3f629-c5a2-524b-aeb5-fa709405a546","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm FDCIE mounted in correct location"
"9aea6ba2-3c4f-5ccd-a9d8-892f3b5cea14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Loop cables terminated to correct output"
"88b46bc4-25dd-56b4-8b82-68aa705272c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm OWS cables terminated to correct output."
"f43fedd4-1543-58fe-a691-42d751f6f5a7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Sign-Off"
"ad05a08b-2503-5ab1-bb09-42a166d36ab1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 1","Dry Fire","FDCIE Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"d2984390-59ca-47dc-b69d-03171fb0c4b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Control Valve Room 2"
"5a603eb8-35dc-4c70-97b6-a156018e9058","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Control Valve Room 2","Dry Fire"
"c30f671a-5bac-42ea-9d10-769bc1d7ce15","","checklist-sectioned","not-started","EFPQF09 - FDCIE Install","checklist","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install"
"47e2759a-f8de-5647-aafd-92136a003a75","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Documentation"
"ca2da92e-b746-582e-b89c-028fb8c3ae84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Documentation","Confirm construction drawings approved for use."
"1580b3ff-d488-5bfd-8ed5-a18a3dfe6857","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Incoming Inspection"
"d19318bf-1c4a-5449-9583-6d3dfa06d5cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"318d0402-2b01-5c71-971c-bca357acdd19","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off"
"3da69420-0d79-5d48-afe0-5de3f611c351","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"c757f8bd-a50d-5390-a9d7-ef8f2244d0c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"6bb30f38-acf8-5367-9c30-17c54fe7b577","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"5933fefd-2f8c-5382-8bca-9f3bb073a794","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm FDCIE mounted in correct location"
"695f3aad-9188-5edf-b52e-9b9ebe2cbeaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Loop cables terminated to correct output"
"73e86815-8cd1-5305-abfd-db6db3d928db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm OWS cables terminated to correct output."
"b91c27e4-2e55-55e8-b1c9-ffcb1d27db44","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Sign-Off"
"f2a57423-7d1a-5bc2-9580-c5f544c2cf82","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 2","Dry Fire","FDCIE Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"264193d4-8ead-48af-a8fb-b40c1d43e147","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Control Valve Room 3"
"b0a64262-c4b1-48c1-85e5-99925cdb438e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Sprinkler Control Valve Room 3","Dry Fire"
"b5b64ce1-a91d-4f46-b42b-8627489d1924","","checklist-sectioned","not-started","EFPQF09 - FDCIE Install","checklist","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install"
"fbe5935a-ce89-5a43-8344-0c6677ba8e00","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Documentation"
"3a438e07-70b2-5715-803d-d1d2dbbf6805","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Documentation","Confirm construction drawings approved for use."
"9dac17fd-ea4f-5d16-acd3-f94a4134cf2e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Incoming Inspection"
"d87d848c-2ce2-54c1-a8c6-b59f67516769","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
"566422f0-f551-5871-907d-24d1241ffdaf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off"
"3c7bb87d-0b4a-509b-a154-5d3e127d4e4a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm correct cable type run"
"a240c64d-5bba-548c-980a-5223b71a6da6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm cable support/conduit fixings and spacings"
"8c5b06f1-bf1a-5e58-a524-0cd39c390966","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm segregation from other electrical services"
"d87d4b52-f84e-52d1-a5c9-3d6a9da13a56","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm FDCIE mounted in correct location"
"6eb44a9c-2af4-5746-bf0d-be5c5ead21c2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Loop cables terminated to correct output"
"7efeb66a-0638-5bfb-b2a3-7bbd3c98c769","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Installation Rough In / Fit Off","Confirm OWS cables terminated to correct output."
"55217e9b-cf59-55af-b152-acf0e59b9cfc","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Sign-Off"
"27a4e634-9931-55b8-9cbc-2d623d82b604","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Sprinkler Control Valve Room 3","Dry Fire","FDCIE Install","Sign-Off","Work(s) completed to specification/drawings & area left clean/tidy - Builder final signature to be attached below if applicable"
"c71ca884-1299-48f3-9a86-23197087bfa4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room"
"4bd5b255-4b86-4e9b-8c50-a773aa922bb2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fire Pump Room","Wet Fire"
"084b6368-7222-4833-a10d-76f5f432e2f9","","checklist-sectioned","not-started","EFPQF11 - Fire Tank Install","checklist","FALSE","FALSE","Site QA","Fire Pump Room","Wet Fire","Sprinkler Tank"
"43f27b56-0891-51c8-9470-c83e91036ec4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fire Pump Room","Wet Fire","Sprinkler Tank","Documentation"
"0a953b1f-c3df-533e-9aa2-d131c1b91e83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fire Pump Room","Wet Fire","Sprinkler Tank","Documentation","Confirm construction drawings approved for use."
"f43895b9-b38f-52ef-b68e-1b88bb38c5e3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Fire Pump Room","Wet Fire","Sprinkler Tank","Incoming Inspection"
"e011f0bb-7cd0-58a9-8437-97777d8840e9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fire Pump Room","Wet Fire","Sprinkler Tank","Incoming Inspection","Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below"
