resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,First Fix - PI,,,,,,folder-with-checklists,,,,,,03DPU082 Pt Bay Rec Stg 1,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - DCV,First Fix - SA,,,,,,,folder-with-checklists,,,,,,03DPU083 Pt Bay Rec Stg 1,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,First Fix - P,,,,,,,folder-with-checklists,,,,,,03DPU084 Pt Bay Rec Stg 1,,,,,
,,,,,,,,,,,step,,,,,,03DPU085 Bay -HandWash Typ B,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,First Fix - P,,,,,,,folder-with-checklists,,,,,,03DPU086 Pt Bay Rec Stg 1,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - MNet,First Fix - DCV,First Fix - SA,First Fix - P,,,,,folder-with-checklists,,,,,,03DPU087 Pt Bay Rec Stg 1,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLmc,First Fix - SA,,,,,,,,folder-with-checklists,,,,,,03DPU088 Pt Bay Rec Stg 1,,,,,
,,,,,,,,,,,step,,,,,,03DPU089 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,03DPU119 St Equip,,,,,
,,,,,,,,,,,step,,,,,,03DPU144 Cln Up,,,,,
First Fix - NCAP,First Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,03DPU147 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 09,,,,,,
,,,,,,,,,,,step,,,,,,03DPU098 St Gen,,,,,
,,,,,,,,,,,step,,,,,,03DPU099 Change Stf,,,,,
,,,,,,,,,,,step,,,,,,03DPU100 Change Stf M,,,,,
,,,,,,,,,,,step,,,,,,03DPU101 Stf Rm,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - PC,First Fix - CLc,First Fix - PI,,,,,,folder-with-checklists,,,,,,03DPU165 Ens Acc Stf,,,,,
,,,,,,,,,,,step,,,,,,03ENG007 EDG,,,,,
,,,,,,,,,,,step,,,,,,03ENG030 Riser,,,,,
,,,,,,,,,,,step,,,,,,03ENG031 Riser,,,,,
,,,,,,,,,,,step,,,,,,03ENG123 Riser,,,,,
,,,,,,,,,,,step,,,,,,03TRA013 Corridor,,,,,
,,,,,,,,,,,step,,,,,,03TRA054 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,ZONE 10,,,,,,
,,,,,,,,,,,step,,,,,,03BHO036 Staging Area,,,,,
,,,,,,,,,,,step,,,,,,03DPU090 Linen,,,,,
,,,,,,,,,,,step,,,,,,03DPU091 Scope Reproc Dirt,,,,,
,,,,,,,,,,,step,,,,,,03DPU092 Scope Reproc Cln,,,,,
,,,,,,,,,,,step,,,,,,03DPU093 Disp,,,,,
,,,,,,,,,,,step,,,,,,03DPU094 Mob Eq,,,,,
,,,,,,,,,,,step,,,,,,03DPU095 Ante,,,,,
First Fix - EPS,First Fix - EC,First Fix - CLc,First Fix - SA,First Fix - PI,,,,,,,folder-with-checklists,,,,,,03DPU096 1 Bed Iso N,,,,,
First Fix - NCw,First Fix - ECw,First Fix - SAw,First Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,03DPU097 Ens,,,,,
,,,,,,,,,,,step,,,,,,03ENG005 EDB,,,,,
,,,,,,,,,,,step,,,,,,03ENG012 Comms,,,,,
,,,,,,,,,,,step,,,,,,03ENG029 Riser,,,,,
,,,,,,,,,,,step,,,,,,03TRA001 Corridor,,,,,
,,,,,,,,,,,step,,,,,,03TRA012 Corridor,,,,,
,,,,,,,,,,,step,,,,,,03TRA024 Lift 04,,,,,
,,,,,,,,,,,step,,,,,,03TRA026 Lift 03,,,,,
,,,,,,,,,,,step,,,,,,03TRA041 Lift 05,,,,,
,,,,,,,,,,,step,,,,L-04,,,,,,,
,,,,,,,,,,,step,,,,,ZONE 01,,,,,,
,,,,,,,,,,,step,,,,,,04ENG014 Generator Rm,,,,,
,,,,,,,,,,,step,,,,,,04ENG018 Vacuum Plant,,,,,
,,,,,,,,,,,step,,,,,,04ENG019 Medical Air Plant,,,,,
,,,,,,,,,,,step,,,,,,04ENG083 Generator Discharge Plenum,,,,,
,,,,,,,,,,,step,,,,,ZONE 02,,,,,,
,,,,,,,,,,,step,,,,,,04TRA036 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,04ENG250 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,ZONE 03,,,,,,
,,,,,,,,,,,step,,,,,,04ENG010 UPS,,,,,
,,,,,,,,,,,step,,,,,,04ENG016 Boiler,,,,,
,,,,,,,,,,,step,,,,,ZONE 04,,,,,,
,,,,,,,,,,,step,,,,,,04ENG011 UPS,,,,,
,,,,,,,,,,,step,,,,,,04ENG012 Comms,,,,,
,,,,,,,,,,,step,,,,,,04ENG013 Comms,,,,,
,,,,,,,,,,,step,,,,,ZONE 05,,,,,,
,,,,,,,,,,,step,,,,,,04ENG001 Plant,,,,,
,,,,,,,,,,,step,,,,,,04ENG005 Main Switchboard,,,,,
,,,,,,,,,,,step,,,,,,04ENG008 UPS,,,,,
,,,,,,,,,,,step,,,,,ZONE 06,,,,,,
,,,,,,,,,,,step,,,,,,04ENG006 Main Switchboard,,,,,
,,,,,,,,,,,step,,,,,,04ENG009 UPS,,,,,
,,,,,,,,,,,step,,,,,ZONE 07,,,,,,
,,,,,,,,,,,step,,,,,,04ENG003 HV,,,,,
,,,,,,,,,,,step,,,,,,04ENG085 Roof Access Stair,,,,,
,,,,,,,,,,,step,,,,,ZONE 08,,,,,,
,,,,,,,,,,,step,,,,,,04ENG004 HV,,,,,
,,,,,,,,,,,step,,,,,ZONE 09,,,,,,
,,,,,,,,,,,step,,,,,,04TRA039 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,04ENG191 Riser,,,,,
,,,,,,,,,,,step,,,,,,04ENG193 Fire Riser,,,,,
,,,,,,,,,,,step,,,,,ZONE 10,,,,,,
,,,,,,,,,,,step,,,,,,04ENG020 Comms,,,,,
,,,,,,,,,,,step,,,,,,04TRA043 Lift 05,,,,,
,,,,,,,,,,,step,,,,,,04TRA001 Corridor,,,,,
,,,,,,,,,,,step,,,Second Fix,,,,,,,,
,,,,,,,,,,,step,,,,L-00,,,,,,,
,,,,,,,,,,,step,,,,,ZONE 01,,,,,,
,,,,,,,,,,,step,,,,,,00FHO005 Airlock - Entry,,,,,
,,,,,,,,,,,step,,,,,,00FHO006 Interview Room - Mana Whenua,,,,,
,,,,,,,,,,,step,,,,,,00FHO011 Reg Kiosk,,,,,
,,,,,,,,,,,step,,,,,,00FHO011 Reception - Greet,,,,,
,,,,,,,,,,,step,,,,,,00FHO012 Meeting 12,,,,,
,,,,,,,,,,,step,,,,,,00FHO013 BBEV,,,,,
,,,,,,,,,,,step,,,,,,00FHO014 Whanau Lounge,,,,,
,,,,,,,,,,,step,,,,,,00FHO015 Personal Care,,,,,
,,,,,,,,,,,step,,,,,,00FHO016 Toilet - Public,,,,,
,,,,,,,,,,,step,,,,,,00FHO017 Disposal,,,,,
,,,,,,,,,,,step,,,,,,00FHO018 Cleaner,,,,,
,,,,,,,,,,,step,,,,,,00FHO020 Parenting,,,,,
,,,,,,,,,,,step,,,,,,00FHO027 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00FHO031 Bay -HandWash Typ C,,,,,
,,,,,,,,,,,step,,,,,,00FHO049 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00PBO001 Toilet - Accessible Public,,,,,
,,,,,,,,,,,step,,,,,,00PBO002 Toilet - Public,,,,,
,,,,,,,,,,,step,,,,,,00PBO003 Toilet - Public,,,,,
,,,,,,,,,,,step,,,,,ZONE 02,,,,,,
,,,,,,,,,,,step,,,,,,00ENG086 Hyd Riser,,,,,
,,,,,,,,,,,step,,,,,,00FHO026 Courtyard,,,,,
,,,,,,,,,,,step,,,,,,00TRA033 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,ZONE 03,,,,,,
,,,,,,,,,,,step,,,,,,00CLA003 Reception/Clerical (Antenatal),,,,,
,,,,,,,,,,,step,,,,,,00CLA007 Waiting - Antenatal,,,,,
,,,,,,,,,,,step,,,,,,00CLA046 Store - Consumables,,,,,
,,,,,,,,,,,step,,,,,,00CLB001 BBEV,,,,,
,,,,,,,,,,,step,,,,,,00CLB038 Meeting 20m2,,,,,
,,,,,,,,,,,step,,,,,,00CLB039 Reception/Clerical,,,,,
,,,,,,,,,,,step,,,,,,00CLB040 Play Area,,,,,
,,,,,,,,,,,step,,,,,,00CLB041 Waiting 20m2,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - PC,Second Fix - CLc,,,,,,,folder-with-checklists,,,,,,00CLB042 Ensuite - Special,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,Second Fix - PI,,,,,,,folder-with-checklists,,,,,,00CLB043 Toilet - Public,,,,,
,,,,,,,,,,,step,,,,,,00CLB044 Store - Equipment,,,,,
Second Fix - SA,Second Fix - Ca,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,00CLB045 Occpational Therapy Light - Paediatric,,,,,
,,,,,,,,,,,step,,,,,,00CLB046 Water Dispenser,,,,,
,,,,,,,,,,,step,,,,,,00CLB048 Reg Kiosk,,,,,
,,,,,,,,,,,step,,,,,,00CLB049 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00FHO002 Main Lobby,,,,,
,,,,,,,,,,,step,,,,,,00FHO007 Reception Clerical,,,,,
,,,,,,,,,,,step,,,,,,00FHO050 Reg Kiosk,,,,,
,,,,,,,,,,,step,,,,,,00RTO002 Retail,,,,,
,,,,,,,,,,,step,,,,,,00TRA055 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,00FHO030 Corridor FOH,,,,,
,,,,,,,,,,,step,,,,,ZONE 04,,,,,,
,,,,,,,,,,,step,,,,,,00ENG086 Comms,,,,,
,,,,,,,,,,,step,,,,,,00FHO001 Airlock,,,,,
,,,,,,,,,,,step,,,,,,00FHO008 Volunteers Desk,,,,,
,,,,,,,,,,,step,,,,,,00FHO009 Bay - Mobile Equipment,,,,,
,,,,,,,,,,,step,,,,,,00FHO024 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00RTO001 Retail,,,,,
,,,,,,,,,,,step,,,,,,00TRA027 Lift 01,,,,,
,,,,,,,,,,,step,,,,,,00TRA021 Lift 02,,,,,
,,,,,,,,,,,step,,,,,ZONE 05,,,,,,
,,,,,,,,,,,step,,,,,,00CLA001 Meeting 12m2,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA010 Toilet - Accessible,,,,,
,,,,,,,,,,,step,,,,,,00CLA011 Waiting - General,,,,,
,,,,,,,,,,,step,,,,,,00CLA012 Bay -HandWash Typ B,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00CLA013 Consult,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,00CLA014 Toilet - Patient,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,,,,,,,,folder-with-checklists,,,,,,00CLA015 Toilet - Patient,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA016 Toilet - Accessible,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00CLA017 Consult,,,,,
Second Fix - SP,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,00CLA042 Bay -HandWash Typ B,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA043 Consult,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA044 Consult,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA045 Consult,,,,,
,,,,,,,,,,,step,,,,,,00CLA047 Corridor,,,,,
Second Fix - NCAP,Second Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,00CLA048 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00CLA051 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00CLB002 Office - Clinical Workroom,,,,,
,,,,,,,,,,,step,,,,,,00CLB003 Staff Base,,,,,
,,,,,,,,,,,step,,,,,,00CLB004 Bay - Photocopy/Stationary,,,,,
Second Fix - SP,Second Fix - CLmc,,,,,,,,,,folder-with-checklists,,,,,,00CLB005 PTS,,,,,
,,,,,,,,,,,step,,,,,,00CLB006 Store - Equpment,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,Second Fix - PI2,,,,,,,folder-with-checklists,,,,,,00CLB008 Consult,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00CLB030 Consult/Treatment,,,,,
,,,,,,,,,,,step,,,,,,00CLB031 St Cupboards,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLB032 Consult,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLB033 Consult,,,,,
,,,,,,,,,,,step,,,,,,00CLB034 Bay Ht/Wt,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLB035 Consult,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,00CLB036 Meeting 12m2,,,,,
,,,,,,,,,,,step,,,,,,00CLB037 Bay -HandWash Typ B,,,,,
Second Fix - NCAP,Second Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,00CLB050 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00ENG020 EDB,,,,,
,,,,,,,,,,,step,,,,,ZONE 06,,,,,,
,,,,,,,,,,,step,,,,,,00ENG033 EDG,,,,,
Second Fix - CLc,Second Fix - PI,,,,,,,,,,folder-with-checklists,,,,,,00TRA014 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00TRC001 Dirty Utility - Sub,,,,,
,,,,,,,,,,,step,,,,,,00TRC002 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,00TRC003 Resus,,,,,
Second Fix - SA,Second Fix - CLc,Second Fix - CLmc,Second Fix - SP,,,,,,,,folder-with-checklists,,,,,,00TRC005 Clean Utility/Medication - Sub,,,,,
Second Fix - NCC,,,,,,,,,,,folder-with-checklists,,,,,,00TRC007 Staff Station 12m2,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - MNet,Second Fix - SA,,,,,,folder-with-checklists,,,,,,00TRC008 Patient bay - Holding 9m2,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00TRC009 Paitent Bay - Holding 9m2,,,,,
,,,,,,,,,,,step,,,,,,00TRC010 Bay - Linen,,,,,
,,,,,,,,,,,step,,,,,,00TRC011 Mob Equipment,,,,,
,,,,,,,,,,,step,,,,,,00TRC012 Store - Equipment,,,,,
,,,,,,,,,,,step,,,,,,00TRC013 Bay -HandWash Typ B,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,,folder-with-checklists,,,,,,00TRC015 Whanau,,,,,
,,,,,,,,,,,step,,,,,,00TRC016 Toilet - Staff,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00TRC017 Toilet - Paitent,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - PC,Second Fix - CLc,,,,,,,folder-with-checklists,,,,,,00TRC018 Ensuite - Accessible,,,,,
,,,,,,,,,,,step,,,,,,00TRC019 Interview,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00TRC020 Patient bay - Holding 6m2,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00TRC021 Patient Bay - Holding 6m2,,,,,
Second Fix - SA,Second Fix - EC,Second Fix - CLmc,Second Fix - DCV,Second Fix - NC,Second Fix - PI,,,,,,folder-with-checklists,,,,,,00TRC022 Patient bay - Holding 6m2,,,,,
Second Fix - SA,Second Fix - EC,Second Fix - CLmc,Second Fix - NC,,,,,,,,folder-with-checklists,,,,,,00TRC023 Patient bay - Holding 6m2,,,,,
,,,,,,,,,,,step,,,,,,00TRC024 Store - Equipment Dirty,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00TRC025 Patient bay - Holding 9m2,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - MNet,Second Fix - DCV,Second Fix - SA,,,,,folder-with-checklists,,,,,,00TRC026 Patient bay - Holding 9m2,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - MNet,Second Fix - SA,,,,,,folder-with-checklists,,,,,,00TRC027 Patient bay - Holding 6m2,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLmc,Second Fix - DCV,Second Fix - SA,Second Fix - PI,,,,,folder-with-checklists,,,,,,00TRC028 Patient bay - Holding 6m2,,,,,
Second Fix - SA,Second Fix - EC,Second Fix - CLmc,Second Fix - DCV,Second Fix - MNet,,,,,,,folder-with-checklists,,,,,,00TRC029 Patient bay - Holding 6m2,,,,,
Second Fix - SA,Second Fix - EC,Second Fix - CLmc,Second Fix - NC,,,,,,,,folder-with-checklists,,,,,,00TRC030 Patient bay - Holding 6m2,,,,,
Second Fix - NCAP,Second Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,00TRC032 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 07,,,,,,
,,,,,,,,,,,step,,,,,,00CLA018 Bay - Beverage,,,,,
,,,,,,,,,,,step,,,,,,00CLA019 Resus,,,,,
,,,,,,,,,,,step,,,,,,00CLA020 Bay -Height/ Weight,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA021 Toilet - Patient,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - DCV,Second Fix - HMF,Second Fix - SA,,,,,,folder-with-checklists,,,,,,00CLA022 Patient Bay - Holding 6m2,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLmc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00CLA023 Patient Bay - Holding 6m2,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00CLA024 Consult/Treatment Gynae,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,Second Fix - PC,,,,,,,folder-with-checklists,,,,,,00CLA025 Ensuite,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLmc,Second Fix - PC,,,,,,,folder-with-checklists,,,,,,"00CLA026 Ensuite - Inboard Alternative 1, 5m2",,,,,
,,,,,,,,,,,step,,,,,,00CLA027 Mob Equipment,,,,,
Second Fix - EPS,Second Fix - EC,Second Fix - CLc,Second Fix - HMF,Second Fix - SA,Second Fix - PI,,,,,,folder-with-checklists,,,,,,00CLA028 Consult/Treatment Gynae,,,,,
,,,,,,,,,,,step,,,,,,00CLA034 Office 1P,,,,,
,,,,,,,,,,,step,,,,,,00CLA035 Linen,,,,,
,,,,,,,,,,,step,,,,,,00CLA036 Dirty Utility - Sub,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA037 Consult,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLA038 Consult,,,,,
Second Fix - NCC,,,,,,,,,,,folder-with-checklists,,,,,,00CLA039 Staff Base,,,,,
Second Fix - SA,Second Fix - CLc,Second Fix - PI2,,,,,,,,,folder-with-checklists,,,,,,00CLA040 Medication - Sub,,,,,
Second Fix - NCAP,Second Fix - NCAP,,,,,,,,,,folder-with-checklists,,,,,,00CLA049 Corridor,,,,,
Second Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,00CLA050 Corridor,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLB009 Consult,,,,,
Second Fix - NC,Second Fix - EC,Second Fix - SA,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLB010 Consult,,,,,
,,,,,,,,,,,step,,,,,,00CLB011 Parenting,,,,,
Second Fix - SA,Second Fix - CLc,,,,,,,,,,folder-with-checklists,,,,,,00CLB012 Medication Room,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLc,Second Fix - Ca,Second Fix - SA,Second Fix - PI2,,,,,folder-with-checklists,,,,,,00CLB014 Procedure,,,,,
,,,,,,,,,,,step,,,,,,00CLB015 Bay -HandWash Typ B,,,,,
,,,,,,,,,,,step,,,,,,00CLB016 BBEV,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,Second Fix - SA,,,,,,,,folder-with-checklists,,,,,,00CLB023 1 Bed - Observation,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - PC,Second Fix - CLmc,,,,,,,folder-with-checklists,,,,,,00CLB024 Ensuite,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - PC,Second Fix - CLmc,,,,,,,folder-with-checklists,,,,,,00CLB025 Ensuite,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - CLc,Second Fix - SA,,,,,,,,folder-with-checklists,,,,,,00CLB026 1 Bed - Observation,,,,,
Second Fix - SA,Second Fix - CLc,Second Fix - NCAP,,,,,,,,,folder-with-checklists,,,,,,00CLB027 Play Area,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,,,,,,,,folder-with-checklists,,,,,,00CLB028 Toilet - Patient,,,,,
Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - CLc,Second Fix - SA,,,,,,,folder-with-checklists,,,,,,00CLB029 Cosult - Treatment,,,,,
Second Fix - NCAP,,,,,,,,,,,folder-with-checklists,,,,,,00CLB051 Corridor,,,,,
,,,,,,,,,,,step,,,,,ZONE 08,,,,,,
,,,,,,,,,,,step,,,,,,00BHO004 Cleaner,,,,,
,,,,,,,,,,,step,,,,,,00BHO005 Store - Bulk,,,,,
,,,,,,,,,,,step,,,,,,00BHO006 Store - Clean Bin/Trolley Cage,,,,,
,,,,,,,,,,,step,,,,,,00BHO008 Store - Bulk,,,,,
,,,,,,,,,,,step,,,,,,00BHO011 Store - Portable Gases/Full,,,,,
,,,,,,,,,,,step,,,,,,00BHO012 Inward Goods,,,,,
,,,,,,,,,,,step,,,,,,00BHO019 Bay - HandWash Typ C,,,,,
,,,,,,,,,,,step,,,,,,00BHO020 Tea Pt,,,,,
,,,,,,,,,,,step,,,,,,00ENG065 Medical Gases Store,,,,,
,,,,,,,,,,,step,,,,,,00ENG064 Medical Gases Manifold,,,,,
,,,,,,,,,,,step,,,,,,00TRA014 Corridor,,,,,
,,,,,,,,,,,step,,,,,,00TRC031 Store Equipment,,,,,
,,,,,,,,,,,step,,,,,,00BHO024 Corridor,,,,,
,,,,,,,,,,,step,,,,,,0BHO021 Bay - Mobile Equipment,,,,,
,,,,,,,,,,,step,,,,,ZONE 09,,,,,,
,,,,,,,,,,,step,,,,,,00CLA029 Cleaner,,,,,
,,,,,,,,,,,step,,,,,,00CLA030 Disposal,,,,,
,,,,,,,,,,,step,,,,,,00CLA031 Clinical Trials Support,,,,,
,,,,,,,,,,,step,,,,,,00CLA032 Store - Equipment,,,,,
,,,,,,,,,,,step,,,,,,00CLA033 Office - Clinical Workroom,,,,,
,,,,,,,,,,,step,,,,,,00CLB017 Dirty Utility - Sub,,,,,
Second Fix - NCC,,,,,,,,,,,folder-with-checklists,,,,,,00CLB018 Store - Base,,,,,
,,,,,,,,,,,step,,,,,,00CLB019 Toy Clean Store,,,,,
,,,,,,,,,,,step,,,,,,00CLB020 Linen,,,,,
Second Fix - NCw,Second Fix - ECw,Second Fix - SAw,Second Fix - CLc,Second Fix - PI,,,,,,,folder-with-checklists,,,,,,00CLB021 Toilet - Accessible,,,,,
Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - HMF,Second Fix - EC,Second Fix - SA,Second Fix - EPS,Second Fix - HMF,Second Fix - CLc,,,folder-with-checklists,,,,,,00CLB022 2 Bed Observation,,,,,
,,,,,,,,,,,step,,,,,,00ENG021 EDG,,,,,
,,,,,,,,,,,step,,,,,,00ENG109 Hyd Riser,,,,,
,,,,,,,,,,,step,,,,,,00ENG116 Hyd Riser,,,,,
,,,,,,,,,,,step,,,,,,00TRA037 Stairs Circ,,,,,
,,,,,,,,,,,step,,,,,,00WCO001 Seating - Informal,,,,,
,,,,,,,,,,,step,,,,,,00WCO003 Meeting 12m2,,,,,
,,,,,,,,,,,step,,,,,,00WCO004 Booth - Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO005 Bay - Photocopy,,,,,
,,,,,,,,,,,step,,,,,,00WCO008 Meeting 20m2,,,,,
,,,,,,,,,,,step,,,,,,00WCO009 Workstations Allocated/Non Allocated,,,,,
,,,,,,,,,,,step,,,,,,00WCO010 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO011 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO012 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO013 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO014 Staff Room,,,,,
,,,,,,,,,,,step,,,,,,00WCO015 Toilet - Staff,,,,,
,,,,,,,,,,,step,,,,,,00WCO016 Toilet - Staff,,,,,
,,,,,,,,,,,step,,,,,,00WCO017 Property Staff,,,,,
,,,,,,,,,,,step,,,,,,00WCO019 Meeting 12m2,,,,,
,,,,,,,,,,,step,,,,,,00WCO020 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO024 Shower/Toilet/Change (Accessible),,,,,
,,,,,,,,,,,step,,,,,,00WCO025 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,,00WCO026 Booth Quiet,,,,,
,,,,,,,,,,,step,,,,,ZONE 10,,,,,,
,,,,,,,,,,,step,,,,,,00BHO001 Toilet - Staff,,,,,
,,,,,,,,,,,step,,,,,,00BHO002 Toilet - Staff,,,,,
,,,,,,,,,,,step,,,,,,00BHO003 Property Bay - Staff,,,,,
