"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"916f34a6-9c9f-462b-9438-9bae99efb516","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"edee3ad2-a36a-4029-9146-611fdc1d8000","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Waterproofing"
"b7aa37e7-e7eb-4c62-bb94-75aa47309f39","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Ground Floor"
"1ef366d5-0e99-4e80-b31c-f0c625a48f6d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Waterproofing","Ground Floor","G.01"
"ae38857b-84a7-4124-b9af-08caed36031e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.07","Living area"
"8e3c378b-d91d-4412-a8a0-9aa109b97ad6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.07","Kitchen"
"4c9375fb-cdff-4685-bc49-249938525311","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.07","Laundry"
"a8caca1f-1f07-4fe2-bc1a-9505600c1794","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.07","Bathroom 1"
"f24255a4-230e-4eb2-80f1-b76d5c1d0183","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.07","Bathroom 2"
"b77c8011-bf3c-4b16-a0c1-0e9f40561e36","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.07","Balcony"
"9b6afbc8-9eb2-494d-bd1a-15c0a56e2d08","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.08"
"501b52d2-5609-412d-b1ab-ee2466bb369b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Living area"
"c1bfc431-1c0a-4f37-a82a-b563526b6c82","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Kitchen"
"83fde895-547d-42f1-abb0-0107e162b5d2","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Laundry"
"d2fa51f8-39ea-4bbd-9805-a961c9bd3b53","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Bathroom 1"
"df2ff09f-a70f-42db-8cea-14dc7bf11810","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Bathroom 2"
"89cbb1cb-08ad-404a-9ef5-79dbd95e2c45","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Balcony 1"
"6eeb506c-f15a-428f-8170-19cbc412a30d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.08","Small Balcony"
"8c5289f8-ede4-46ad-be1e-79eeb80e8b34","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.09"
"0a646369-3914-4014-9f64-9631ca8dd4bd","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.09","Living area"
"e130de51-0e71-4d1c-924c-c2f4cf1c839a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.09","Kitchen"
"d9431bdb-39a9-42b7-9be9-17236e841dcd","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.09","Laundry"
"1acdc24c-2046-4562-9992-9bffc3157636","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.09","Bathroom"
"9c07ad43-4911-4ce7-9df1-c4b50b3c5db9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.09","Balcony"
"a21368eb-6800-4a86-9d95-8f4817afe779","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 2","2.10"
"aa9e1884-ef49-4392-8719-d43289ca6eab","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.10","Kitchen"
"c473992f-0715-47a6-abc7-ec952a0e35f8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.10","Laundry"
"90916245-e302-41b9-a38c-cd80d1adb0b0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.10","Bathroom 1"
"b091ac9c-385e-49ea-9985-79faf864077c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.10","Bathroom 2"
"33f395a3-8364-47c2-a107-ca37ea5a326f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.10","Balcony 1"
"588dfdbf-cd2d-4a43-a4ec-37d7bcd640ab","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","2.10","Small Balcony"
"45dec0f7-e016-4b15-8474-00d3879e56b3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 2","L2 Lift lobby"
"ac7e9ec8-c6ce-4ffd-8542-3c568b317e56","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3"
"36ba586b-3c28-4b67-83b6-871f07141eea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.01"
"986a90fc-a085-4c3f-93c8-96d1e7289849","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.01","Living area"
"b0b7a5a8-c2d3-4293-a2b6-2bb2b29b3af4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.01","Kitchen"
"89b7b405-8c11-467e-b398-275b925ad761","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.01","Laundry"
"47d3ce15-bfce-4de6-bb09-ece24bdd10a9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.01","Bathroom 1"
"c0b02e26-8054-4b1b-b76b-cf96a31ec812","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.01","Bathroom 2"
"50efbf47-3238-43aa-936a-e2871a723994","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.01","Balcony"
"9dad813d-c296-4931-9368-64fa49267226","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.02"
"63e93a12-ce4d-435f-9b12-df073d5628ea","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Living area"
"8d5721f4-5e48-413c-8e82-444dbb7daf2b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Study"
"828d9185-482e-4fec-b87d-2ced034a1727","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Kitchen"
"b90b6219-85f3-4045-9111-97c8ead46c3c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Laundry"
"324ad389-07ae-440c-95b0-df321c8347f3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Bathroom 1"
"ab2abb52-11b3-43e3-bdde-6b0f242a74cb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Bathroom 2"
"80c558e8-24fe-4a5d-b240-6c94b7f5f67f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.02","Balcony"
"71d9f179-4ad6-470d-98cf-6929428ef021","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.03"
"e5accd73-44fa-4cfb-a4b1-102943e002f5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Living area"
"d5d899da-b003-46cd-b96f-8d27f0f0c82a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Kitchen"
"68386050-991f-48ff-8edd-8676406968d5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Laundry"
"e5068fb5-2680-4bd6-9637-77c8f8570175","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Bathroom 1"
"da22a2d6-d807-4ddd-a714-5a522de649f7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Bathroom 2"
"e605c94b-81da-4c33-9519-075109d850e0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Balcony"
"1c6e3b4e-c0f7-4ee6-b53f-6757d53702b3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.03","Small Balcony"
"493c453a-2118-443c-a6b3-d399639bd6d9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.04"
"f6b8e68a-16bd-476b-897a-29124d016959","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.04","Living area"
"06af111a-c70a-4505-92aa-9525225a9c0e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.04","Bedroom"
"15d48b3c-fce8-4840-b639-5faf7dd6c02c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.04","Kitchen"
"6517d1f0-0e7e-46db-8ff3-1489ec023f4f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.04","Laundry"
"3b04abab-a6af-4903-8866-de77908c2892","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.04","Bathroom"
"a4e60946-93fb-4ed4-9020-c5445140a62b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.04","Balcony"
"e712f45e-d774-4fc2-bd53-6a6faaf0cf27","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.05"
"fb03fbb1-8c6f-4b46-b3a5-06b7aa5891f4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Living area"
"ac56d6f8-88ae-4af2-9ab3-57a848a468d5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Kitchen"
"cdff7dbe-0920-4d6a-9fd9-d26dbc1c6476","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Laundry"
"cc622c28-51ce-445c-a55f-984460fd8ec9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Bathroom 1"
"22bf2c63-adc5-4fc5-a045-dbb67508c8a9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Bathroom 2"
"fdfa9bdf-3cdb-4bcc-b8e2-37f250732976","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Balcony"
"fd40b986-1563-45f9-a41a-5a6667163b4c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.05","Small Balcony"
"a941f30d-9fb4-400e-90a4-379352d672e2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.06"
"5c15542e-265c-4198-bcba-5e728aa32bec","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.06","Living area"
"483bda11-5a18-496b-a9d0-a5eba871144d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.06","Kitchen"
"162a3239-2a22-49ca-ad80-e2e33fd4b68d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.06","Laundry"
"a0bb44c6-79bf-4bf3-81cf-599e33fcee8b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.06","Bathroom 1"
"e652056c-6918-4aeb-b241-d22f2e44d75b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.06","Bathroom 2"
"28406237-7627-466c-9eef-bcd4e5b198eb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.06","Balcony"
"5df3d14f-d176-494b-a99b-136b2cd6b972","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.07"
"063a7591-9630-4add-8cd4-85cd53b37f89","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.07","Living area"
"351900ce-c4bd-44d6-a6b0-e1bb77534ac0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.07","Kitchen"
"fa7f4ca9-5cd5-405f-a14a-539f40f5f7b5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.07","Laundry"
"e7868b25-2c77-4c86-8e93-aa760d07661e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.07","Bathroom 1"
"46c8fe80-7762-4f44-b43b-984e48256280","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.07","Bathroom 2"
"648e4598-d28b-4cce-8f79-f6d767f67379","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.07","Balcony"
"9497e934-36c5-4bb6-97e8-15aa6555323a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.08"
"63f63799-a780-4cb2-89ee-3a41e4f41fd5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Living area"
"9342c33f-cac5-422c-b500-0ed42ebc43de","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Kitchen"
"f0f11477-b7fa-4ab2-9414-550a4bd28f00","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Laundry"
"3040f86e-b128-4172-95b9-0cc5ec074d31","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Bathroom 1"
"cfaba7e4-7d7a-4c17-9b6d-01ba414bb4c3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Bathroom 2"
"7b83f88e-9ec1-4e3b-b5c6-7a49c0780ac9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Balcony"
"1a6cda89-7844-4330-8fca-f2a2e57ee413","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.08","Small balcony"
"44701737-620b-41e6-8cfe-d861d841cf6f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.09"
"15e3ea8b-de2a-435d-a376-b484d54ce2b4","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.09","Living area"
"7d474bdb-619f-42c9-b85e-b054fe697450","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.09","Kitchen"
"8feef5a4-aec8-4e8e-b9f6-48ee3b4dc98f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.09","Laundry"
"2f95d338-deaf-40db-a7fc-e83bdaf71058","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.09","Bathroom"
"95a47397-3478-4477-9dcd-f9fbeced9ae9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.09","Balcony"
"5db36b62-fb41-4470-8c33-4b5ba7a336b4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 3","3.10"
"734cea11-5943-45ac-964b-331d5d182324","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Living area"
"3c30812c-89aa-4e76-b0a6-47c25011534b","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Kitchen"
"aca99291-1533-4263-8bad-6c201bd4bff9","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Laundry"
"9d777e41-1c84-4062-bdb9-34afa99106ee","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Bathroom 1"
"4b7703d4-a11a-4f83-aefe-4b9cc90de495","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Bathroom 2"
"14695279-ac59-4a4e-8c8b-f1408abac0dd","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Balcony"
"4353d7bf-19a0-41ba-b65d-60cd81849ff1","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","3.10","Small balcony"
"46dd955a-fbc5-4228-b154-986fc2a61f9f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 3","L3 Lift lobby"
"1e83d64d-1cc3-4c07-a7c3-3c3537e1ffc6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4"
"9671b593-a943-4efc-bd82-4e011bccff21","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.01"
"89cdbe8b-78b8-41a7-bc9d-dc9a9e6345ec","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.01","Living area"
"f7feb9d1-2786-460b-9cb9-934a78c27e02","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.01","Kitchen"
"19fc4bc2-2e24-4aaf-b73f-4ff38aef67e6","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.01","Laundry"
"9f27f629-6efa-400c-bf2c-2cfef0d2d062","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.01","Bathroom 1"
"1d88bc5a-5a56-49d3-8b31-374f4deb759e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.01","Bathroom 2"
"be01bce4-7327-4090-854e-4b8f5d97717c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.01","Balcony"
"bee94012-d8e8-4c3a-9afc-f9cac12179b7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.02"
"5d587aee-a657-42a6-bb12-1f504eedf9f8","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.02","Living area"
"7888ee39-f0b1-4a64-88db-1c36980d8df3","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.02","Kitchen"
"9972f1a0-7e84-449f-b289-f73040b0370e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.02","Laundry"
"7381200d-c7e7-475b-890d-9008ab42e685","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.02","Bathroom 1"
"5856d1eb-848d-43fb-81b1-16a07e7e963e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.02","Bathroom 2"
"73c44922-29b2-4cc4-b7e4-9a5f12b639f5","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.02","Balcony"
"2d917cda-c126-4763-a66e-ec16ba0059b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.03"
"06261eaf-a265-42b5-978b-4a1066bfbc0a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.03","Kitchen"
"0747669a-64dd-44ed-84a9-5b8ae763f2a2","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.03","Laundry"
"9fafb950-cfba-4b35-b36a-037a1ca7ae10","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.03","Bathroom 1"
"0635b497-e747-4020-8b3d-420e9de88504","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.03","Bathroom 2"
"f2b113d6-4270-4cce-b65c-96d982a8e6bb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.03","Balcony"
"97db6abf-8a3c-489c-ac4b-6e6f3ed902ac","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.03","Small Balcony"
"3fe36b46-77e8-45bf-9d0d-a1a7189a9c0b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.04"
"15f34768-7b91-4d50-a55d-10158f13ac03","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.04","Living area"
"12f500f7-7bb1-493f-b490-b147f57bb1f0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.04","Kitchen"
"7db7205f-f563-4a0a-a18f-a03d787ea5ca","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.04","Laundry"
"a320ec79-d8c8-4331-a53c-c9f992844356","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.04","Bathroom"
"11f7c327-88d3-42f3-91d0-dd7b1fe17e04","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.04","Balcony"
"0ab886bf-9a09-4702-8458-7f51d520ada5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.05"
"9a36bbaa-968b-4c71-8903-6918b211a5b0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Living area"
"29f66d16-c9eb-4fd6-818b-6efdcc0ba39f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Kitchen"
"5c3060fe-567b-46e4-89ba-ce6db4c6a1bb","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Laundry"
"b5774ab3-9214-4981-bef4-f9cb43f52f14","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Bathroom 1"
"b4a680a4-910e-4932-bc76-d40fcb17b210","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Bathroom 2"
"fdf24f55-addf-45e8-a4b2-9196e947e9ee","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Balcony"
"7325c5bb-63e0-4e2b-8b3d-b18ba6b86b3f","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.05","Small Balcony"
"6e7475e1-2959-439b-8f6e-406f80fe83c4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.06"
"4d7ba1ef-6548-4b7c-889d-132273732d16","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.06","Living area"
"4598f342-fa29-4683-b648-b13d471541a7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.06","Kitchen"
"49edae83-6db7-4ad8-af50-171d9fd6f5ea","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.06","Laundry"
"8bb7cf72-c366-441e-8ebd-b2afcaf1dde0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.06","Bathroom 1"
"88e99891-0be6-44fd-a972-4a4c69c0aac7","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.06","Bathroom 2"
"2b2e4568-18d6-43b0-abb1-09cfddff796a","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.06","Balcony"
"3b0c8e39-8837-482a-8006-746bac464770","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.07"
"01e1195c-a94c-4a9b-82cd-b90a75c3791c","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.07","Living area"
"dd7d5ce4-e609-4845-adee-3854c272ace0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.07","Kitchen"
"7270356d-e98e-49e4-a0ac-2d7138e53189","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.07","Laundry"
"34ba3120-89ac-4ba6-b2ce-14ca2748f1c0","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.07","Bathroom 1"
"65b21d68-68e9-40ea-9fcb-c56bbf00b82e","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.07","Bathroom 2"
"18483b6c-1b0e-4b24-80f8-7fdcafcad84d","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.07","Balcony"
"4bdffba7-c84d-4659-b556-b4ef638350df","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tiling","Level 4","4.08"
"558fca0e-4b00-405d-b210-b4dc84dbc055","","checklist-sectioned","not-started","Tiling ITP","checklist","FALSE","FALSE","Site QA","Tiling","Level 4","4.08","Living area"
