"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f578d366-4477-4c15-910c-0d5ddc886ede","","work-in-progress","","folder","TRUE","FALSE","BC1"
"32fe7d95-cb90-44d9-a583-6d9bbd7182db","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA"
"3866bf06-e67e-46d9-83fe-f18f5870c7e0","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil"
"cae6d94c-d8f0-4348-9344-763849d5b4bd","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil","Drainage"
"6b21a2f4-77bb-41a4-9edc-60e275c11b87","","not-started","Civil - Drainage Checklist","checklist","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage"
"d3522c82-964e-57cb-a66f-96e9dc286b05","","not-started","","section","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage","Pre-start"
"b5c3e599-2608-58d8-a685-49f0b068e6b8","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","3. Access/Safety"
"6dfe3cf8-8962-5d2b-a4b3-67c4223129f0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","3. Access/Safety","Clear access for trucks/pump/rigs"
"bb744b57-9c53-557b-862c-5b7de25bd05d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","3. Access/Safety","Safe access to all areas of pour"
"1787305b-b234-50e3-8baf-ffb08a5f4666","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","4. Pour"
"c3521e4c-121a-5054-b2b6-d247b2464a51","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","4. Pour","Confirm mix"
"79979203-b2ac-5bcf-ab96-bfde8d34ccc2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","4. Pour","Confirm concrete is being tested (slump and cylinders)"
"e538a1a5-2faf-50b2-8ac5-99a17fed1f9e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","4. Pour","Weather recorded"
"7345c00e-740d-5929-921f-3127494157b8","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","5. Post pour"
"d57d7fa4-6e99-5b3a-b6b6-654974fc7296","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","5. Post pour","Backfilling (200mm in layers)"
"016d4c6d-209e-5003-b0f6-74bd627638ea","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","5. Post pour","Levels"
"8b014fcc-1baa-5f4f-91e5-63e2b510b4dc","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining Wall GL 9.1","5. Post pour","Pour QA received including dockets"
"46ae4df2-17cd-4121-948b-490318c5391a","","work-in-progress","ITP - Pole Retaining Wall","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7"
"87108e25-476d-5034-b826-47139889eaf4","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","1. Pre-start"
"a80c9f11-002f-5fc2-9bd4-8392a610bfba","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","1. Pre-start","GL and datum provided"
"807cd5e9-6086-521c-b63f-d4fbb1db5182","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","1. Pre-start","Clear work Area"
"b052e294-4fb6-5f10-b351-b2a5ca247152","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","1. Pre-start","Review construction drawings and set-out"
"6c32d91c-255d-54d7-a940-682d82255531","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","1. Pre-start","Geotechnical Eng inspection report received and closed-out"
"4aff89a8-dd66-5d4a-9936-c0681689c205","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour"
"8f7744ff-a9a0-5198-a18a-06440c169412","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","Service trade sign off/QA"
"c3dc0399-9908-55fa-871b-ab1954e59309","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","Waterproof sign off/QA"
"82a2c0aa-f522-52ae-985c-7b3c0583a27a","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","Check RL levels"
"7cc87c6e-ddd5-5ca5-9615-8b50cdf1548d","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","Subcon sign off/QA"
"5eb3676a-c190-5019-804e-5cf81f1d67bc","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","GN inspection"
"45a2213b-2e93-5d38-b63b-9d1afee09238","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","Structural Eng inspection report received and close-out"
"40d70469-4b2c-541a-96ad-ceba9f109cef","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","2. Set up/ Pre-pour","Council inspection report received and close-out"
"cb9d6549-047e-5dc6-aa4b-a3a8759d365a","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","3. Access/Safety"
"ee6ec8b2-a208-556d-8254-c779e692ef1f","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","3. Access/Safety","Clear access for trucks/pump/rigs"
"a87f4dc4-919a-5d2a-af41-22dad4e8d65e","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","3. Access/Safety","Safe access to all areas of pour"
"1613be6c-9471-585c-8fdb-93cfdaac36f9","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","4. Pour"
"eca42298-c471-5589-83ae-f195ef13796f","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","4. Pour","Confirm mix"
"fb68594b-a46e-54fc-8e70-af196c58f6c5","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","4. Pour","Confirm concrete is being tested (slump and cylinders)"
"13577ac3-697a-5882-a7b5-a18b85967108","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","4. Pour","Weather recorded"
"d0ee17c2-becb-51de-a86a-f5fc0dcd8614","","not-started","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","5. Post pour"
"75d43668-9f68-5ef3-83dc-a54efb066ed8","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","5. Post pour","Backfilling (200mm in layers)"
"e4220950-9cd9-5706-b9f3-badffd970535","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","5. Post pour","Levels"
"706908f6-dcdc-512c-b24c-f3d31bca763a","","not-started","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q5","Pole Retaining wall GL 6-7","5. Post pour","Pour QA received including dockets"
"9b67a680-6d45-48b4-b695-00f6e82a869d","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Inspections "
"1889fff2-80bf-4144-a2d8-b12bb0a3e1f7","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC "
"51efa645-3c53-4462-9b69-88d80cd1a7fe","","pass","Consultant Inspection","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 1 - Pile Cage (P3) Inspection "
"e013e028-3a8f-595f-b905-1bb75b6dcf97","","pass","","section","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 1 - Pile Cage (P3) Inspection ","Details"
"74d55d4f-3426-5588-92ec-93afba7ec3d6","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 1 - Pile Cage (P3) Inspection ","Details","Inspection completed, attached and any relevant observations closed out"
"ac6ed6d7-439e-5b2b-932e-988099d8d117","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 1 - Pile Cage (P3) Inspection ","Details","Sign off"
"0486895c-4b79-502d-aded-22ef854493f9","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 1 - Pile Cage (P3) Inspection ","Details","All relevant observation closeout evidence attached here if applicable"
"fcbd2ca3-f8b9-4722-89c9-969033afe992","","pass","Consultant Inspection","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 2- Q0  W8  footing Pre-Pour Inspection "
"edd33599-c883-5287-bfe5-d245286b1711","","pass","","section","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 2- Q0  W8  footing Pre-Pour Inspection ","Details"
"ac266e70-84c3-5d97-927c-5a7ebc84b433","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 2- Q0  W8  footing Pre-Pour Inspection ","Details","Inspection completed, attached and any relevant observations closed out"
"acd7799c-5714-5844-9db1-0c10f128b555","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 2- Q0  W8  footing Pre-Pour Inspection ","Details","Sign off"
"c55993f6-cf44-5552-9672-705aacb7e8f8","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 2- Q0  W8  footing Pre-Pour Inspection ","Details","All relevant observation closeout evidence attached here if applicable"
"f0ac658d-d0a0-472d-b39f-aa86e6f75e09","","pass","Consultant Inspection","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 3 - Pile cage (P1, P2 & P3A) Inspection "
"37c863fb-270a-5ffe-a61e-66fd9596d653","","pass","","section","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 3 - Pile cage (P1, P2 & P3A) Inspection ","Details"
"97acc823-1dec-58f4-a8f9-30b583a424cd","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 3 - Pile cage (P1, P2 & P3A) Inspection ","Details","Inspection completed, attached and any relevant observations closed out"
"6c946f23-73d5-5863-80b5-58abde890bea","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 3 - Pile cage (P1, P2 & P3A) Inspection ","Details","Sign off"
"68c89c2c-3a8f-5268-b0d5-fc2d144c07c2","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 3 - Pile cage (P1, P2 & P3A) Inspection ","Details","All relevant observation closeout evidence attached here if applicable"
"690e6282-71b3-48e6-b7c9-3b3eaac291f2","","pass","Consultant Inspection","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4- W8 PCP Inspection "
"9d294c7e-1b56-5770-8a25-47d113364563","","pass","","section","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4- W8 PCP Inspection ","Details"
"1a0a62e1-1d5e-56f1-9e9c-c97b67d482ff","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4- W8 PCP Inspection ","Details","Inspection completed, attached and any relevant observations closed out"
"40dda7ff-e28f-5c85-8da8-36de7dd8c627","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4- W8 PCP Inspection ","Details","Sign off"
"dd3f26bc-b91c-5cc3-81e7-122fc1220113","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4- W8 PCP Inspection ","Details","All relevant observation closeout evidence attached here if applicable"
"23812e74-619c-483c-a5d4-9252a0f0c4aa","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3"
"0a1c3be9-e093-492b-ab5c-ed7aa1006d12","","pass","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Details"
"735d7e21-e9a1-5fe0-885b-79ae52d87b0d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Details","Inspection completed, attached and any relevant observations closed out"
"5c8ffeda-be21-5c2d-b6c1-d19337d57b36","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Details","Sign off"
"72bdff7e-3950-4eac-b826-37d132885151","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Observations"
"a5a1f25a-fd6a-411b-98e0-290a2e75e565","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Observations","Observation # 1"
"30a324f7-b80c-5583-ba44-3a61461cd81d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Observations","Observation # 1","All relevant observation closeout evidence attached here if applicable"
"4e00704c-b173-4a4f-8d5b-f162a58b61c8","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Observations","Observation # 2"
"d42cbbe0-3519-5172-930a-f66ab3161292","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 4 - Capping beam GL A and 3","Observations","Observation # 2","All relevant observation closeout evidence attached here if applicable"
"9eb60d37-c70f-4451-813b-b8143c8ac7cc","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8"
"2731af45-6def-4847-939f-49e9d1ef4698","","pass","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8","Details"
"bf652e98-0390-5eb2-b336-fd8b5c6a1946","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8","Details","Inspection completed, attached and any relevant observations closed out"
"d2c59eda-fca9-58e5-aa40-9a0fdfd9a9b3","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8","Details","Sign off"
"e719fb44-b771-4d2f-8d4f-579a2c3476e0","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8","Observations"
"20518e94-107c-411e-8f76-4108db2e37ba","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8","Observations","Observation #"
"344e17c5-5a47-594f-b41f-983669b79fe7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 5- Q1 Ground beam GL: H/5-8","Observations","Observation #","All relevant observation closeout evidence attached here if applicable"
"cb761a79-cf00-41f3-997c-1ce57fc60518","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F"
"5b06a1b7-2bc8-45f5-9cb0-5babd93a3d39","","pass","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Details"
"4eb55e7e-29c9-54e7-b1c5-810267166326","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Details","Inspection completed, attached and any relevant observations closed out"
"c8355b46-f0e0-5c6f-96cc-bf4f423361d9","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Details","Sign off"
"74949f85-6738-46b7-a02c-2a39e04b3766","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Observations"
"26388bae-2d7f-4f89-9856-5b728f45ba31","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Observations","Observation #1 - PCP Starters"
"dcd8cd29-f911-57e4-84c0-c04c48c6306b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Observations","Observation #1 - PCP Starters","All relevant observation closeout evidence attached here if applicable"
"b7303267-5bf3-4e1e-8d9a-675d04d52274","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Observations","Observation # 2 - Slab ST1 starters"
"1e6e24e2-d6f8-5477-aa3e-d31eacbb68d0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 6 - GL 8 Ground beam C-F","Observations","Observation # 2 - Slab ST1 starters","All relevant observation closeout evidence attached here if applicable"
"0614e771-e928-42e0-9e05-ceee9eca7535","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles"
"1824c679-fe7d-4296-a8c2-4af587b0a356","","work-in-progress","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Details"
"9303ebb9-cd83-5e1c-b594-9ef2bd05488a","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Details","Inspection completed, attached and any relevant observations closed out"
"3e858c53-3ed3-50d7-af53-abe7b3da8fa2","","work-in-progress","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Details","Sign off"
"d79fa913-0ef4-49cd-bd73-07c598454200","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers"
"3163a224-c75d-4325-8bb6-1c588636fc26","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 026"
"ade700b9-3227-5ee4-a1d4-03a9cd7928d4","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 026","All relevant observation closeout evidence attached here if applicable"
"3d75fddb-a500-45ec-b9cc-fe4e0c9a2a7f","","work-in-progress","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 051"
"6107b091-5271-5d38-8b57-ecbfcfbbba92","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 051","All relevant observation closeout evidence attached here if applicable"
"25638707-2c5f-42f5-b202-0c918431bae3","","work-in-progress","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 081"
"68e0c97d-234d-50d3-a72b-710ee0ec5167","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 081","All relevant observation closeout evidence attached here if applicable"
"6906cc20-8f60-4cd8-a01e-c9bfd7bec36e","","work-in-progress","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 096"
"42ed654a-3596-5f41-ab77-e05cdf0c05b8","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 096","All relevant observation closeout evidence attached here if applicable"
"9d01252b-d532-4476-9ed7-d9fa65c6681b","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 057"
"170ba742-acb5-5ce4-9036-2c15f7243df9","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 057","All relevant observation closeout evidence attached here if applicable"
"fca05f73-faee-4295-8fac-6f290e51225c","","work-in-progress","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 092"
"7881741e-ea22-5183-9041-c0a771108457","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 092","All relevant observation closeout evidence attached here if applicable"
"b128b1a3-ba5d-4ef3-936f-17bbabfaa8d3","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 018"
"8604cac0-110b-5a90-87f6-e62735cb45b2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 018","All relevant observation closeout evidence attached here if applicable"
"a7278c3b-dde4-482d-9bf8-aa1903156e4e","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 076"
"94a82c56-61b4-570e-bea9-b2aef8788696","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 076","All relevant observation closeout evidence attached here if applicable"
"70c4abdb-f340-48e9-9d81-ef805a8e31a6","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 108"
"2d64ab60-e1d2-5480-80d9-bd8e077dc1dc","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 108","All relevant observation closeout evidence attached here if applicable"
"b530173e-62a7-49fb-9801-f80a63092338","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 118"
"4f337792-5d82-5541-b1c8-28272a82c4e5","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","NCR piles","Pile numbers","BP 118","All relevant observation closeout evidence attached here if applicable"
"3758f66c-8d08-4dc6-b7f0-7f8cf5dffe6f","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1"
"8bed736b-b559-47b3-b1b0-309d45183b5d","","work-in-progress","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1","Details"
"f90fa102-88c3-50c4-9cdc-120fbd8a7d8e","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1","Details","Inspection completed, attached and any relevant observations closed out"
"d553624a-e09f-5e76-944f-f00dc4340d88","","work-in-progress","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1","Details","Sign off"
"1debd23e-0494-4b25-90fb-8a7406499eb1","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1","Observations"
"187dc5f9-a8d3-439c-b940-421048c0f9c6","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1","Observations","Observation # 1"
"dbda7314-6186-5d77-bc9b-a7a17331534d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 7 - Column Inspection at GL 9.1_Q1","Observations","Observation # 1","All relevant observation closeout evidence attached here if applicable"
"383420ca-0171-4c93-8368-93036840cabb","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34"
"70c88151-ed4a-4994-b174-b6e3e5ac9032","","pass","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34","Details"
"cb6df29d-3728-5051-b20f-c208ff1a7777","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34","Details","Inspection completed, attached and any relevant observations closed out"
"76c6f999-5bfd-55da-b0bf-9a87dd9395ee","","pass","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34","Details","Sign off"
"01d2e15c-d4a1-4905-abf9-546062a192d6","","pass","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34","Observations"
"e4faf140-b0d6-41c3-817c-f3c211e12ff2","","pass","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34","Observations","Observation #"
"d28cadc1-8290-5358-814c-75b49705e591","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 10 - PCP panel Inspection NW 32,33,34","Observations","Observation #","All relevant observation closeout evidence attached here if applicable"
"2f74faa9-9e57-41d3-9319-0f8ce113d9ea","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 11 - PCP panel inspection NW 29A, 61"
"aa375a60-6012-4353-8957-fb8dee756ffd","","work-in-progress","5edffb9871fbb4606d334e941293056fbdfef3f59537e541ee865e8e2c327170","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 11 - PCP panel inspection NW 29A, 61","Details"
"e5021f3c-b438-5378-9b8e-47ccf28efd50","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 11 - PCP panel inspection NW 29A, 61","Details","Inspection completed, attached and any relevant observations closed out"
"b99c4084-6ef8-50f7-8e02-04727eb24995","","work-in-progress","","signoff","TRUE","TRUE","BC1","Site QA","Inspections ","MSC ","SIR 11 - PCP panel inspection NW 29A, 61","Details","Sign off"
"c75413e9-af5b-469f-a0c1-7a8c11c74849","","not-started","","folder","TRUE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 11 - PCP panel inspection NW 29A, 61","Observations"
"cb20fe29-861e-41a4-a858-b15f5a855ca4","","not-started","Council Inspection - Observations","checklist","FALSE","FALSE","BC1","Site QA","Inspections ","MSC ","SIR 11 - PCP panel inspection NW 29A, 61","Observations","Observation # 1 - to install 17 drossbachs for panel 29A"
