"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac1e80f6-7d2c-4ea3-bd5d-947529ddc55e","","fail","","folder","TRUE","FALSE","Building B"
"f897c01c-597d-447f-9e97-a494b80e1084","","fail","","folder","TRUE","FALSE","Building B","Basement 1"
"57d1f404-9633-467e-a0b7-0257eb56cf34","","pass","Reference Drawing","checklist","FALSE","FALSE","Building B","Basement 1","Reference Drawing"
"d2de7f6c-1599-4aed-8e50-be76aa98c95c","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)"
"b7c1fd55-958e-548f-95d3-51d1341ceb81","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)","Lunch room (B.029)"
"d63abb1d-471e-4985-9818-47538f487bea","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.007)","Pre Ceiling Sign off"
"a784afc8-e70c-496d-9852-aef82ae3c3df","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","BLIN (07.B.008)"
"8c0a86ed-64c3-4d09-92ce-037e5aef954c","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","BLIN (07.B.008)","Pre Sheet Sign off"
"9b8f091e-8e66-4a87-ae42-2acc89fd22d7","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","BLIN (07.B.008)","Pre Ceiling Sign off"
"68bbd18f-9985-4eb3-920f-33b96a24ea0c","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ST GEN (07.B.009)"
"6e0268c8-e7fd-47d3-99a5-5cccd0eda811","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST GEN (07.B.009)","Pre Sheet Sign off"
"e2d27424-4dde-4bc9-99af-5c6bdde809d3","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST GEN (07.B.009)","Pre Ceiling Sign off"
"eb7fe822-e11b-4c38-ab30-32573f69f01b","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS BA SHIELD (07.B.011)"
"74513c29-6408-407f-91de-4551a62e0d92","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS BA SHIELD (07.B.011)","Pre Sheet Sign off"
"347f7b5e-672b-4072-80e2-26dde5ef1c17","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS BA SHIELD (07.B.011)","Pre Ceiling Sign off"
"f71b7e80-87a9-4d24-8871-da730c1388de","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1BR BAR VET (07.B.012)"
"dcac8f6f-ea0d-46ef-9c46-11874f294912","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","1BR BAR VET (07.B.012)","Pre Sheet Sign off"
"5ba91d8a-5e20-42f9-b21b-0f7542d6872e","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","1BR BAR VET (07.B.012)","Pre Ceiling Sign off"
"0c512e4f-a7d8-428d-90f1-ad76210c4a4c","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.013)"
"d7c7f03d-6bf0-4b5b-9993-90cb6bed4730","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.013)","Pre Sheet Sign off"
"c6439b33-ccbb-473a-9b0d-847384ed2fb7","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.013)","Pre Ceiling Sign off"
"9af46c38-6e17-49c6-883e-a6f4088a6fdb","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1BR VET (07.B.014)"
"3b83def0-6136-47fe-b37e-7c453bd30a5e","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","1BR VET (07.B.014)","Pre Sheet Sign off"
"93327e26-7a40-4589-b08a-7907618608a6","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","1BR VET (07.B.014)","Pre Ceiling Sign off"
"be48232c-e14b-40ef-bcdf-08da92893818","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS SHIELD (07.B.015)"
"9390cb45-f5d4-4c35-826d-5cbb02f50460","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS SHIELD (07.B.015)","Pre Sheet Sign off"
"95a3bfdf-159a-4003-b2f6-150312953b84","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS SHIELD (07.B.015)","Pre Ceiling Sign off"
"8e7638ff-3775-4f0f-ba10-2a7ec2b0f931","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS (07.B.016)"
"1eb9f597-2751-48e2-af29-36fabbf92d0e","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.016)","Pre Sheet Sign off"
"7aa4dc23-f4c2-4250-86a2-91d9fbdf53a1","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.016)","Pre Ceiling Sign off"
"3331dbd2-be3d-4d38-a63c-bf3e4b412625","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1 BED (DR) (07.B.017)"
"e042ff5a-9d82-4975-a0d1-77f668849047","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED (DR) (07.B.017)","Pre Sheet Sign off"
"fc95ad1c-1c40-4b52-8f2f-42854516afcb","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED (DR) (07.B.017)","Pre Ceiling Sign off"
"d95c0197-a0ec-433c-8ae3-7c4807f6f8fc","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.018)"
"1d470f1a-f7bc-4477-9c85-03456fb3d3eb","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.018)","Pre Sheet Sign off"
"4b45fed7-63bd-420b-9157-dc840549b0b6","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.018)","Pre Ceiling Sign off"
"76eb4974-4497-4fdc-a166-55467d1d69ab","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1 BED (DR) (07.B.019)"
"04745cc1-0625-43d6-a8d5-312af9e3641f","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED (DR) (07.B.019)","Pre Sheet Sign off"
"893ba09b-7354-4d1a-9b77-5c1e6ed08e0b","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED (DR) (07.B.019)","Pre Ceiling Sign off"
"f64fba0b-e34e-48e1-a61e-ddfa7bffec48","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS (07.B.020)"
"dd4ee57a-5b45-47f6-95a4-43654969e1e2","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.020)","Pre Sheet Sign off"
"3b355084-76bf-483d-aa8c-ca6e2d4c327c","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.020)","Pre Ceiling Sign off"
"7dd98c3a-4acb-4e51-ad90-4b7787ccbedb","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","2 BED OBS (DR) (07.B.021)"
"2e0b2025-fe05-4d67-9fe2-cb65d4ecb130","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED OBS (DR) (07.B.021)","Pre Sheet Sign off"
"35ab8367-1c93-4165-adcd-883369803a4c","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED OBS (DR) (07.B.021)","Pre Ceiling Sign off"
"6a812506-c4f3-4f7a-ab39-36860b6eaab5","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS (07.B.022)"
"68cfa178-ea50-4631-b6b1-f01b906be230","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.022)","Pre Sheet Sign off"
"cf3d747a-bfd4-4f30-b9b5-e88b73b05616","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.022)","Pre Ceiling Sign off"
"e76f05f3-f0ec-4b1d-91e9-8c7e36236cc1","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.023)"
"7cc1448a-f0c4-4755-b027-cac38ec35d4c","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.023)","Pre Sheet Sign off"
"107ce23c-e2b6-4f0d-89ae-cf289167cf03","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.023)","Pre Ceiling Sign off"
"c6706604-d610-42c3-af22-61297fb28c3a","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","WINTER GARDEN (W) (07.B.025)"
"6f55701a-3b3d-4cc8-b53f-1103a517ffa1","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","WINTER GARDEN (W) (07.B.025)","Pre Sheet Sign off"
"4fabd704-1824-443d-9ff0-fab9518ca021","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","WINTER GARDEN (W) (07.B.025)","Pre Ceiling Sign off"
"9d25a546-5462-45dc-ad4a-72bdc1c4b6fb","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS ACC (07.B.026)"
"f89a10e6-d2d3-452e-9364-7a5d7e139bc8","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS ACC (07.B.026)","Pre Sheet Sign off"
"b794ea86-3f16-4fa0-80d5-6a11d5a87b8e","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS ACC (07.B.026)","Pre Ceiling Sign off"
"8bf9f4c5-0b4d-49a5-b3ec-f95003cf2455","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","2 BED OBS (07.B.027)"
"8be809e0-a185-4f51-a759-bdbdd995af40","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED OBS (07.B.027)","Pre Sheet Sign off"
"edfa32f6-ac35-42a0-87e5-9baa5df91a64","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED OBS (07.B.027)","Pre Ceiling Sign off"
"f6730f61-efa9-4db0-a064-048b295ef0dd","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.028)"
"36ee423e-ba62-4d86-a80d-d01fb0939308","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.028)","Pre Sheet Sign off"
"ac325bde-be6d-4914-9d34-be7a7d21acff","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","WS PPE (07.B.028)","Pre Ceiling Sign off"
"410b1f4f-0b2d-434e-b027-41f3f3762fdf","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS (07.B.029)"
"ae65cf16-8aa1-4544-a7af-65d7b3e54ee6","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.029)","Pre Sheet Sign off"
"72cf61e4-c951-46ca-9221-c748495e4789","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.029)","Pre Ceiling Sign off"
"db655e33-d459-4a40-bf6f-560b1e9fb110","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","2 BED OBS (07.B.030)"
"940fcb61-2aab-4582-95bf-9ee2471e1dd1","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED OBS (07.B.030)","Pre Sheet Sign off"
"fca53596-5f25-448f-b5ac-dc3154719c5f","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED OBS (07.B.030)","Pre Ceiling Sign off"
"1e239960-c9bd-4841-87a6-7b47d00807ad","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS (07.B.033)"
"7e0101de-7c8e-4a8a-badd-72b4a6e57ad4","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.033)","Pre Sheet Sign off"
"7da97e7e-956e-4096-b9a1-2474d5c4e6cb","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS (07.B.033)","Pre Ceiling Sign off"
"a35ae9f3-9bad-4936-9b4e-e143c29e627c","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","2 BED (07.B.034)"
"84fbe155-15db-4c83-8d50-e11b614cf905","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED (07.B.034)","Pre Sheet Sign off"
"b6dca29e-6758-4145-85b5-276a37958a32","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","2 BED (07.B.034)","Pre Ceiling Sign off"
"0732dad4-d956-4bd3-b74d-fe1e36287e24","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","BMEQ (07.B.036)"
"edbe6de7-a204-4ff8-b6a9-5caf8ef5f364","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","BMEQ (07.B.036)","Pre Sheet Sign off"
"6a774487-a084-4f06-bc56-3e78b1d0f321","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","BMEQ (07.B.036)","Pre Ceiling Sign off"
"4f85b8ab-68ec-43dc-8bb3-dc4a20f7d40d","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ANTE (07.B.037)"
"2f58f779-f2f9-4734-9199-637ff30c2d34","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ANTE (07.B.037)","Pre Sheet Sign off"
"44671411-d7d0-43a6-9cb1-34c014eb45f4","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ANTE (07.B.037)","Pre Ceiling Sign off"
"6e909f25-b6cc-40ea-9ce1-a6d584a22390","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS ISO N (07.B.038)"
"c182a42e-7b5d-49d4-9b38-ba77cfaceb37","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS ISO N (07.B.038)","Pre Sheet Sign off"
"79c72d24-cdf2-4650-b95e-d22755bb38c6","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS ISO N (07.B.038)","Pre Ceiling Sign off"
"6252cfde-d56c-44cb-9344-a198afd8918a","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1 BED ISO N (DR) (07.B.039)"
"6effa2bd-c87d-4061-baee-d9387d1cb9d7","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED ISO N (DR) (07.B.039)","Pre Sheet Sign off"
"17bb985f-477d-436a-af9a-57ada4eea820","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED ISO N (DR) (07.B.039)","Pre Ceiling Sign off"
"91c915e6-98c6-4476-a327-e25832f12771","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1 BED ISO N (DR) (07.B.041)"
"7386b21e-3e5a-4d68-bfb3-76c8668d93f8","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED ISO N (DR) (07.B.041)","Pre Sheet Sign off"
"a0cd55b6-c788-473d-a245-3b65fd92f071","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","1 BED ISO N (DR) (07.B.041)","Pre Ceiling Sign off"
"2dac944a-6691-4fd3-a557-29cccacb1f9a","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ANTE (07.B.042)"
"2f65efc0-c61b-4730-ab57-f08396fb5a09","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ANTE (07.B.042)","Pre Sheet Sign off"
"80323ca1-cba0-4dd3-8cd6-ac6e60f975d7","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ANTE (07.B.042)","Pre Ceiling Sign off"
"c8e22122-672c-4762-8674-acbdfc457224","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS ISO N (07.B.043)"
"6c27fcd5-7dd9-44c5-a8f5-7d4887e6123c","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS ISO N (07.B.043)","Pre Sheet Sign off"
"35ec626d-263d-4d35-b369-ac761e3d881e","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS ISO N (07.B.043)","Pre Ceiling Sign off"
"afb10d4f-e489-4d7f-9f32-653b32b97e0c","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","PROCEDURE (07.B.044)"
"765f22e8-5ab4-43e0-9124-29c27abfa952","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","PROCEDURE (07.B.044)","Pre Sheet Sign off"
"cee172f0-99d1-486d-8275-86781c209eae","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","PROCEDURE (07.B.044)","Pre Ceiling Sign off"
"2dece277-8f1b-470c-a9f9-4ebcafca4b33","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","LOUNGE PT (07.B.046)"
"b34df7e0-b13e-48c5-8071-7cc7ed4d2f7f","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","LOUNGE PT (07.B.046)","Pre Sheet Sign off"
"2a14a4ae-3abc-4373-b83e-9ce23c7e2f86","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","LOUNGE PT (07.B.046)","Pre Ceiling Sign off"
"881b228e-c0b0-411b-bd13-f5d346a8fabf","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","DU (07.B.050)"
"64e01b66-0f1d-48e7-8e7c-c344054a9ed7","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","DU (07.B.050)","Pre Sheet Sign off"
"e5d60c13-09d1-4f78-ae27-0ea49dc32d00","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","DU (07.B.050)","Pre Ceiling Sign off"
"b78a9b14-3f7e-43fb-a15f-3c3249dee49a","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","MEDS (07.B.052)"
"1ae7df54-2553-4a5b-8059-4f9ee9972deb","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","MEDS (07.B.052)","Pre Sheet Sign off"
"2489129f-4629-45c9-8c73-8214e9257098","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","MEDS (07.B.052)","Pre Ceiling Sign off"
"9b33f3c0-2eb7-446a-a384-f48c7ec4a323","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","OFF CW (07.B.053)"
"c9c09396-1bdf-4a81-8517-b332251fec48","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","OFF CW (07.B.053)","Pre Sheet Sign off"
"06b0eef8-3724-4224-aaad-3dbda1b29db3","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","OFF CW (07.B.053)","Pre Ceiling Sign off"
"e52d1ad7-524e-4e87-8b2c-4c6b7ee77dd4","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ST STATION (07.B.054)"
"261c667f-4a28-4269-9df7-37e498d76a80","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST STATION (07.B.054)","Pre Sheet Sign off"
"53a9fa58-3684-4eb0-a4c2-140c1c3dc944","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST STATION (07.B.054)","Pre Ceiling Sign off"
"ec2e496b-8613-4417-8c1a-d15f565af8c2","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","REST (07.B.055)"
"f3b149b9-61d7-4f4a-ad4a-ee43469f2ef9","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","REST (07.B.055)","Pre Sheet Sign off"
"811bd7a5-56ed-4c9f-9674-cd686d76df03","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","REST (07.B.055)","Pre Ceiling Sign off"
"405b17d1-d009-470e-8aac-506fdddabe56","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ST CLEAN (07.B.187)"
"6f557f4a-d928-43f1-ab5b-e370038389e2","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST CLEAN (07.B.187)","Pre Sheet Sign off"
"73ad5806-d738-463a-99f2-361ea2e68a67","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST CLEAN (07.B.187)","Pre Ceiling Sign off"
"76708304-b091-4690-b0bd-3e4e19c8a5b5","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ST EQUIP (07.B.188)"
"07c5c4d8-9f07-4986-97e2-d780fab4cdbe","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST EQUIP (07.B.188)","Pre Sheet Sign off"
"69dca59b-06c6-4cf9-869b-624023632345","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ST EQUIP (07.B.188)","Pre Ceiling Sign off"
"818ebcf7-fef6-46e3-a02f-bad8b0519494","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","DBOX (07.B.189)"
"68b5d11b-917f-4d69-a755-ae2e3ec680ee","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","DBOX (07.B.189)","Pre Sheet Sign off"
"fdab26ce-1631-4560-bdfd-23531f9ac694","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","DBOX (07.B.189)","Pre Ceiling Sign off"
"56f493a1-587e-4cdf-b698-d3e9964231ed","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","DBOX (07.B.189)"
"dd6da7ca-ed33-404f-92ac-e9a103e07884","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","DBOX (07.B.189)","Pre Sheet Sign off"
"e09ac26a-d01d-498f-bf5e-e6d85aa19814","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","DBOX (07.B.189)","Pre Ceiling Sign off"
"b3e87dcb-4579-47d8-944c-75287c08342a","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ANTE (07.B.190)"
"25a1a14d-9801-4a56-a36d-91fd702fa33b","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ANTE (07.B.190)","Pre Sheet Sign off"
"fb752fbc-ecd4-436a-80f2-16b05fdab708","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ANTE (07.B.190)","Pre Ceiling Sign off"
"b46913d3-71ef-4565-a4ac-334faabb78de","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","ENS BA N (07.B.191)"
"a573b22a-f208-4c17-b3ca-fa15330f6009","","work-in-progress","Pre-Sheet Wall Sign-Off (Ground Level and Above)","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS BA N (07.B.191)","Pre Sheet Sign off"
"e799b94d-5039-42e2-8217-e21eec64c2f8","","work-in-progress","Pre Ceiling Sign off - Building B - L7-10","checklist","FALSE","FALSE","Building B","Level 7","Area A","ENS BA N (07.B.191)","Pre Ceiling Sign off"
"af41ee56-db1b-4810-b115-d19d594d433f","","work-in-progress","","folder","TRUE","FALSE","Building B","Level 7","Area A","1 BED BA N (DR) (07.B.192)"
