"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c4bcc5eb-6f48-43b2-a775-2e16a0b251fa","","fail","","folder","TRUE","FALSE","Building A"
"d1d08869-42cd-451a-8cb4-e455493875ae","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1"
"7e8f85a8-8301-4e2a-81c8-463fa3968dee","","pass","Reference Drawing","checklist","FALSE","FALSE","Building A","Basement 1","Reference Drawing"
"86b673b6-f71b-412b-8c60-bea208520996","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1"
"6a4a3a7e-767e-42d2-a7bd-37318929fe99","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1","Waste (A.184)"
"7ef0df5b-2a3e-4837-af00-ee07e6759865","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.189)"
"fbf9b6b6-a268-43cf-865c-7976fe4a8214","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.189)","Pre Sheet Sign off"
"184bd463-30fb-4533-896c-e277de5f444f","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.189)","Pre Ceiling Sign off"
"a5b44a09-5f37-415b-8332-abeb64dbf1fd","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.190)"
"4f14c68c-1967-58b0-ac22-c8e8bc44e4d4","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.190)","Pre Sheet Sign off"
"ceba6739-c6eb-4a3a-9517-f4a0901b49aa","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.190)","Pre Ceiling Sign off"
"2d2d0846-a64a-4d8d-a53e-d81da933f5cd","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.191)"
"bfb41f7d-ff2f-53d5-98dd-45e4caa7a6f3","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.191)","Pre Sheet Sign off"
"f69db381-7b15-4d73-8bfe-0078eda5a8e6","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.191)","Pre Ceiling Sign off"
"4b7e1606-b545-4012-8007-7118721db7db","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","1 BED (03.A.192)"
"4ec04545-0434-4c12-a3b7-daeeb39e83fd","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","1 BED (03.A.192)","Pre Sheet Sign off"
"0491fa41-96a8-4324-b0f7-040374884b0c","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","1 BED (03.A.192)","Pre Ceiling Sign off"
"5517c978-77fd-4747-bb5d-29f74ae0ab43","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.193)"
"7b782bfd-76d6-4020-929b-6d4d3a2c2f8f","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.193)","Pre Sheet Sign off"
"b373cfd4-1e12-485a-9cd9-abf6db82ee95","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.193)","Pre Ceiling Sign off"
"90ca29b3-d87f-41ce-b6b5-361af4ca93fd","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","1 BED (03.A.194)"
"3f7d2d00-0b63-43a1-8349-d68c0a4d11b8","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","1 BED (03.A.194)","Pre Sheet Sign off"
"456a7209-c5d2-4374-9f8a-3305534820f9","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","1 BED (03.A.194)","Pre Ceiling Sign off"
"13dd3a17-a202-4705-94d4-d40526821b0f","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.195)"
"3023b903-b05e-5873-a928-ede40b73d650","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.195)","Pre Sheet Sign off"
"b793f017-ca57-4646-a84e-2825571ce822","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS (03.A.195)","Pre Ceiling Sign off"
"0bd2d5dc-4d11-4bcb-8e2a-60f4b3f0fa82","","fail","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","ENS ACC (03.A.196)"
"109fbac5-591d-5cda-83d1-216fe0791439","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS ACC (03.A.196)","Pre Sheet Sign off"
"626cf094-cddc-4daa-8966-3f61c9a41821","","fail","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS ACC (03.A.196)","Pre Ceiling Sign off"
"a955127c-d64e-48bb-9374-1b7be14dc37a","","fail","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","2 BED (03.A.197)"
"e4db2f64-b5da-4bcd-9ead-155dfe556364","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","2 BED (03.A.197)","Pre Sheet Sign off"
"dcf67174-45a6-4855-9a61-f91d0c941ca0","","fail","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","2 BED (03.A.197)","Pre Ceiling Sign off"
"5ec1eada-cf46-4b70-b9d5-4bcaeb9b7b1e","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.198)"
"b7cd36fd-f1ed-46ba-a18f-efef79eb306d","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.198)","Pre Sheet Sign off"
"88a1f959-c7cb-4994-a7b3-27993ce310d4","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.198)","Pre Ceiling Sign off"
"597d3bbb-bdbf-4a0b-a0c1-b8cdf252cac2","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","BMEQ (03.A.199)"
"bac15ba3-5491-5b4e-941b-1f7b471b2dab","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BMEQ (03.A.199)","Pre Sheet Sign off"
"5b176813-1165-4b38-9d76-f0402de82b7b","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BMEQ (03.A.199)","Pre Ceiling Sign off"
"e713a666-4f05-4367-8885-1aca0d378881","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","BED BA (03.A.200)"
"7b408ad3-8a98-4ab0-98f6-7643730c6bd7","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BED BA (03.A.200)","Pre Sheet Sign off"
"938e314d-71d0-4efa-b14c-8f8c6471c5fd","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BED BA (03.A.200)","Pre Ceiling Sign off"
"a9259e6f-935c-4f49-913b-a52deea72265","","fail","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","ENS BA (03.A.201)"
"792fb103-2b97-54e4-8a25-7e23c1d38b44","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS BA (03.A.201)","Pre Sheet Sign off"
"29eecdc7-d154-4039-8d09-af25c049d8d4","","fail","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS BA (03.A.201)","Pre Ceiling Sign off"
"6af75a5e-8d71-4fd5-8abe-0802ea816bbc","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","HWPPE (03.A.202)"
"a892ba71-7116-50dc-856d-052136161ff2","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","HWPPE (03.A.202)","Pre Sheet Sign off"
"8cf6e155-a669-4866-b515-8113b2865b2a","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","HWPPE (03.A.202)","Pre Ceiling Sign off"
"4e6ac244-b52c-4ed3-8fce-17303e13ae88","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.203)"
"20c0481d-922b-4cfb-a487-4bdb60612126","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.203)","Pre Sheet Sign off"
"a3dd3853-bde4-4df2-89f3-c7c1869f4448","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WS PPE (03.A.203)","Pre Ceiling Sign off"
"0e297005-12ab-41c4-8715-1ff6d52c8f62","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","ENS BA (03.A.204)"
"6917731b-ddd2-5e6f-847d-32406ec1ed0b","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS BA (03.A.204)","Pre Sheet Sign off"
"64042e53-f496-43b9-83ec-4b7817f0adc0","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","ENS BA (03.A.204)","Pre Ceiling Sign off"
"4c318b12-ae47-4231-8ced-d8b0d3dd131a","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","1 BED BA (03.A.205)"
"4123b696-d01a-43c7-b4e4-04915094d75a","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","1 BED BA (03.A.205)","Pre Sheet Sign off"
"1230c537-96be-4bda-a1e9-9f1a47c9c83c","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","1 BED BA (03.A.205)","Pre Ceiling Sign off"
"00e7e6bf-dff9-41ad-a767-811a95fc0309","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","DU (03.A.206)"
"378ed6a0-42ca-4cf3-b263-12e80f3f040b","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","DU (03.A.206)","Pre Sheet Sign off"
"83e453c0-7c25-4ca8-9f4b-34ac5858dcec","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","DU (03.A.206)","Pre Ceiling Sign off"
"0b1e745e-cff5-4a89-a931-a1bcd12b21c7","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","Storage CLEAN (03.A.207)"
"721a13ea-5f61-5481-953f-c6e865b6ba29","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage CLEAN (03.A.207)","Pre Sheet Sign off"
"baeb56a8-1915-4de8-b7b6-1fdcd2759457","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage CLEAN (03.A.207)","Pre Ceiling Sign off"
"99ca0300-aec8-4a2e-b1a4-305a81a1f080","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","MEDS (03.A.208)"
"c389a720-3ee6-41d7-a2d6-fcfcfaa1fbcb","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","MEDS (03.A.208)","Pre Sheet Sign off"
"55314ba8-ccc1-4c56-b65a-543e4a35aba9","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","MEDS (03.A.208)","Pre Ceiling Sign off"
"e29d226b-387c-4473-9678-8709dd76a3e5","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","OFF CW (03.A.209)"
"31a1d08e-a6ca-4547-b538-e10cb488b30e","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","OFF CW (03.A.209)","Pre Sheet Sign off"
"8d2b8409-dece-4b0b-ab78-d46f1332f613","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","OFF CW (03.A.209)","Pre Ceiling Sign off"
"7aeae5e8-a83d-434c-8cca-8e2924f2b1cd","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","Storage Station (03.A.210)"
"141d0648-f76b-4eca-8bd3-eaa36da159b8","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage Station (03.A.210)","Pre Sheet Sign off"
"531a9e60-29e7-4a2c-893e-d678dab31593","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage Station (03.A.210)","Pre Ceiling Sign off"
"0ba94907-5e8a-4082-b8a6-cb6df84e7caa","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","OFF 1P (03.A.211)"
"b7c54682-6231-5931-a356-daee9265a78b","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","OFF 1P (03.A.211)","Pre Sheet Sign off"
"f56d81ef-7a99-4b93-a910-99eb81dd656c","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","OFF 1P (03.A.211)","Pre Ceiling Sign off"
"566f13f7-7705-4d8e-b77d-64beace03a8d","","fail","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","PTRY (03.A.213)"
"cd32f6a9-afc7-5e8f-903e-4954e52f08de","","fail","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","PTRY (03.A.213)","Pre Sheet Sign off"
"206d82bb-4c8e-4df8-8fa4-55f6633e8ed1","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","PTRY (03.A.213)","Pre Ceiling Sign off"
"1c81bce8-5568-4920-bf22-6011fabc1716","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","BLIN (03.A.214)"
"5f342962-8db7-4d17-9063-16ceaa3aba84","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BLIN (03.A.214)","Pre Sheet Sign off"
"9f2191f2-6c8e-4ef4-b809-4bd6c77e6b85","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BLIN (03.A.214)","Pre Ceiling Sign off"
"3c4bee5f-9a59-4926-a4f8-cc7d4ef3334a","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","BMEQ (03.A.215)"
"18698bb0-3518-5bca-8ab9-8cff4640e787","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BMEQ (03.A.215)","Pre Sheet Sign off"
"80fde285-392e-42c3-b1b4-5e626b7a2322","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BMEQ (03.A.215)","Pre Ceiling Sign off"
"cb92388c-d4d8-4907-aa20-0a01aa432b78","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","HWPPE (03.A.216)"
"6e43d3f8-c8d3-5c6b-a7db-52d9cc75f30a","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","HWPPE (03.A.216)","Pre Sheet Sign off"
"12284a06-4a53-4af2-907c-f582d1572b16","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","HWPPE (03.A.216)","Pre Ceiling Sign off"
"9c77ed70-8039-4612-a58d-7a18abd1a1f2","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","Storage GEN (03.A.217)"
"50a8fa96-4542-5a75-bde2-c209bb82ac21","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage GEN (03.A.217)","Pre Sheet Sign off"
"d0ce0959-fc3f-45a6-85ee-907e90dd4c7d","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage GEN (03.A.217)","Pre Ceiling Sign off"
"c7ac3518-76db-4d45-a174-feface25e438","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.218)"
"eea7f86e-7a2c-57c8-82ed-f33741993c7a","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.218)","Pre Sheet Sign off"
"84fbefd7-81a3-4c38-b4cf-f0ea1c1bc960","","not-started","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.218)","Pre Ceiling Sign off"
"808f1059-2219-4be3-bd13-9ed828d75be3","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.219)"
"fba16a78-90d2-5617-88d1-d980415c85db","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.219)","Pre Sheet Sign off"
"03d60f38-c1a5-413c-9ada-a3118dd1ee94","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.219)","Pre Ceiling Sign off"
"4857fedf-807a-45af-84a6-a8d86b1cf904","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","REST (03.A.220)"
"a0973aef-e4fd-4072-b012-f97574003ce5","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.220)","Pre Sheet Sign off"
"9e82e10d-1e3c-49f1-b6bf-c869806ab308","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.220)","Pre Ceiling Sign off"
"48f77098-00de-416f-9e4d-922f637b8bab","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","REST (03.A.221)"
"a5b8f489-d90e-4ead-9094-deae863b145d","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.221)","Pre Sheet Sign off"
"75f0b0a9-a461-483f-9733-403c7efbcc62","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.221)","Pre Ceiling Sign off"
"28e8079c-6d6b-4cfa-82a9-681f8d273c19","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","REST (03.A.222)"
"74b1dd0e-dd2a-4595-abed-a13a16fc5915","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.222)","Pre Sheet Sign off"
"b6551fcd-2da6-48c7-ba23-ce5be29d2c7c","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.222)","Pre Ceiling Sign off"
"993711d4-6acc-4359-b340-5fa874dec078","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","REST (03.A.223)"
"3a890101-9a55-43dd-a797-09e121a4132a","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.223)","Pre Sheet Sign off"
"88490cf3-773f-4f51-89c3-c443ec56e5c3","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","REST (03.A.223)","Pre Ceiling Sign off"
"75ef41be-5729-4073-8dbb-d9474e30a820","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","SECURE COURTYARD (E) (03.A.224)"
"754274fa-f39f-5184-acf9-0990d0d164a8","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","SECURE COURTYARD (E) (03.A.224)","Pre Sheet Sign off"
"8e3e7a92-1e33-41b4-9c09-df8e1d7b1358","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","SECURE COURTYARD (E) (03.A.224)","Pre Ceiling Sign off"
"120c0a31-39bf-47c2-8eb3-6f5e2b5809a8","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.225)"
"2ad22ad2-555b-5236-8d2f-7a0ae206f167","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.225)","Pre Sheet Sign off"
"1ab0ff07-d9a6-45d2-9597-2546840aa673","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.225)","Pre Ceiling Sign off"
"7576bd26-5463-4ee6-ab23-496c9c044203","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.226)"
"bafb96a7-1d64-569c-a920-6252ff9a9323","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.226)","Pre Sheet Sign off"
"eae7dfb0-987c-4ad4-ae24-2615e6750bc1","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","CIRC (03.A.226)","Pre Ceiling Sign off"
"c027eb73-11f5-453e-bb30-8d57cd0f4db6","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","Storage CLEAN (03.A.227)"
"26380351-db99-51c3-94b1-b38ac52365ad","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage CLEAN (03.A.227)","Pre Sheet Sign off"
"def3db37-efa7-4007-a3e4-5bb273f13e87","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage CLEAN (03.A.227)","Pre Ceiling Sign off"
"8e55b54e-1d65-45aa-a0a1-f524a1caa337","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","DU (03.A.228)"
"fb0f01b8-3efa-4532-9abf-1cd85cefbf7a","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","DU (03.A.228)","Pre Sheet Sign off"
"a80e010f-0e5e-47ca-8e41-9ebe696709f0","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","DU (03.A.228)","Pre Ceiling Sign off"
"b6e0a15c-e7b9-4edf-a67a-3208c0805f2d","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","BHW (03.A.229)"
"40db4b5c-dc70-5742-b2c2-3f4124fdbeb5","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BHW (03.A.229)","Pre Sheet Sign off"
"d717a107-1cf8-4ef0-ae72-50c3468cf207","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BHW (03.A.229)","Pre Ceiling Sign off"
"2a2aa93f-35b2-4f9b-ade2-88a51e8cf8ce","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","BLIN (03.A.230)"
"b6129c11-b10a-4a15-be13-6187d0bb21af","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BLIN (03.A.230)","Pre Sheet Sign off"
"4b2f545e-5636-47f8-80f5-96ebd99f957a","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","BLIN (03.A.230)","Pre Ceiling Sign off"
"0a4ec66f-0117-458e-9e66-53b6337b65c8","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","WCST(A) (03.A.231)"
"b9faacc4-136e-502c-a59a-01587af6621b","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WCST(A) (03.A.231)","Pre Sheet Sign off"
"5b2114b6-056d-4bd7-8940-c48181810fbb","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WCST(A) (03.A.231)","Pre Ceiling Sign off"
"f36fbc9c-3cf8-4309-bfa8-1bc71c6be187","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","WCST (03.A.232)"
"a2919cf7-ce8b-5549-9aa4-16ab86d66aeb","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WCST (03.A.232)","Pre Sheet Sign off"
"3a5db514-f7a9-40a6-9931-8f83c05f3d0f","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","WCST (03.A.232)","Pre Ceiling Sign off"
"adcf3659-d599-455f-94c3-cac900a2ce07","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","DBOX (03.A.233)"
"2d73643c-cba0-5bba-9fbc-38c1f909d516","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","DBOX (03.A.233)","Pre Sheet Sign off"
"8c57971a-7536-41ed-8a79-b5a82cfcdf4d","","work-in-progress","Pre Ceiling Sign off - Building A - L1-5","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","DBOX (03.A.233)","Pre Ceiling Sign off"
"5581fe72-3143-4d12-b2b6-543328eabe9a","","work-in-progress","","folder","TRUE","FALSE","Building A","Level 3","Area C.1","Storage EQUIP (03.A.234)"
"40664122-6133-4825-a433-45cd998395b9","","work-in-progress","Pre Sheet Sign off - Ground Level up","checklist","FALSE","FALSE","Building A","Level 3","Area C.1","Storage EQUIP (03.A.234)","Pre Sheet Sign off"
