"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7280c873-51b1-477b-9141-4ba1d939f0b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1"
"e152a84d-243f-4984-afb1-69dabe1bb762","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A"
"b3cf88dc-c891-4b04-b559-ffd2db8cc777","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A"
"6c9f3fd1-01e6-4f91-bd3b-176c5300d704","","checklist-flat","pass","21bcae137638761056170d7fed6d50b13c9e14674efdef9fa4233f07a1fc7f48","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side"
"94e40ec2-c264-5bbe-a781-972551173591","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Substrate is clean, dry and ready"
"4b44270e-13dc-5ab7-be45-59e6429545bc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","3 Coats of Sika blackseal elastic is applied on concrete retained blockwall"
"2039d569-4f00-5196-a036-f8c6973724d4","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Protection board is installed correctly"
"263df0d0-b94e-52a9-b136-a30dc6448b0e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Area left clean and tidy"
"7515546f-e85d-4c5b-8d9c-8e306301a188","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A"
"c8ea2e05-a8e9-44d2-81d6-c80421004ed3","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings"
"81a357ac-7f1e-5d7e-9691-e9a68ca49a5b","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings","Location of Work"
"0d70166d-f8fd-5e41-97bc-2c978b4092c7","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"acce3071-0876-5979-8777-96d0b265635d","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"24461807-b5bc-5e02-bd5b-159c2b128ba0","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"c25e8fa2-8ae1-5a49-8c30-d615526ea67f","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"ce6f1fd5-0c52-57ce-b98a-fa00c80affdc","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"42c8ccbe-1d09-5b5f-abc1-3efbb0d803e8","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"000b2c90-f70a-5b9a-b4bb-b58804574c23","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
"bdb92798-ff41-5c3d-9bb3-1c0d76292451","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 3","Cantilever Slab - Unit 21","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Any damage to cap sheet repaired to specification."
"4d0f9740-82e0-470a-bf11-3489d4018f6a","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Block C","Gridline 4-5"
"5db277af-440d-462f-8f0b-41d8e1f70f6c","","checklist-sectioned","pass","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings"
"145e1f85-d8fc-5e84-b954-fd86f13a8f94","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Location of Work"
"dfbb789b-b8fb-5a96-898e-f502b532c4d3","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Location of Work","Area where product is being installed"
"5ed9c492-3572-5f8f-bc93-4b809811092a","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"08be522e-2ea4-5bb2-9c7f-0511091b516d","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"06e92bfa-9d31-5e6e-aabd-ebd4006c6cde","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"c5838daf-3fa7-52a0-9e1a-b9d7ca1d759e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"b3e476b7-4960-55e5-b60a-3813994551fd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"650907e9-19b1-5232-b18d-d3cac9861b96","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"da437e53-2f8e-543f-9d7a-248306925379","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"e9e723ad-b3b2-5492-b5ab-c5a5ae10c986","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
"52eee429-571f-59ab-b9e7-eba596a80761","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"c341a33b-e8f0-558d-8de9-cbed086926c7","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"6d4b602c-9f97-5b9e-8802-8bceb18f6a31","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"7823831e-7e2a-574e-a71c-a11a62258bcc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"bfb879f8-0195-5f7a-9295-783f2c75435b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"872bb60b-5f1b-5b61-97a9-b9b4659cb1a3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"0f95e688-4a46-547b-8bb0-267b4b6e79ab","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"2190489c-3bfa-5d7d-8efa-7ff29b1d72ba","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"57b4beee-ea9c-58c4-a97c-7f6b0d60360e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"71b01ed9-6f18-5815-9449-9380ac263afc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"443ed028-ecd1-586c-8599-3bad87329882","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"7237d8e6-f77f-5804-a337-9f243096ea3e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"a3c410eb-40ba-5b1c-b308-3c006e41363f","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"57140694-300d-5d7f-917b-37e28c83015c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
"2aefa018-efa4-5837-91d1-424a337d51c2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Suitable drainage system installed below footing as per specification."
"c3ecd849-b242-59df-8004-c38329fac058","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane protection boards installed correctly."
"c4a9e7ce-af9d-57e6-bbbe-1a489404c4d7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane fully adhered to substrate with no bridging, bubbling, or delaminating."
"c37076a5-d124-5e84-8f20-84f17a85605f","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Underslab / Underfootings","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"23605e25-9b27-4a86-996b-da7156f57a29","","checklist-flat","pass","QA - Termination Bar Checklist","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 4-5","Footing"
"a378df9d-3676-57be-95e9-7a08cd22b505","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Footing","3PTM membrane is layed 50mm below concrete slab"
"0a688a41-4324-5127-b376-dee6f13cb38d","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5","Footing","Termination bar with Bituminous sealant is installed for membrane termination"
"7a562732-ffac-4dfa-b0b8-8232440e1697","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab"
"ffcc3af8-c4f5-44bd-abc7-27e5e7b45e12","","checklist-sectioned","work-in-progress","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist"
"6d7a1738-31ed-587e-8820-eac9a73b018a","","checkpoint-group","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","Location of Work"
"e6f26785-acca-55a3-bfad-5fcf997069d7","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","Location of Work","Area where product is being installed"
"c0cd4396-101e-54fe-b0d0-78bdc475f978","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"ce812077-0683-5a1e-befa-e36e8fbe5bdd","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"b8f450aa-782e-5ac0-83b7-439bcebf0b83","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"c5c89e1f-605c-518a-b8a6-fcc4309865f8","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"65e9484f-4cad-5665-81db-c1dca43e90b1","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"abe71b13-d473-5787-ba2c-95b1b18c5492","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"c808b44c-e3be-5151-b803-90a66db761fb","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"2c259994-de2b-58dd-8a5e-61f18bfe3004","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"2f01a4f6-93ec-59e1-abb0-20f22ba8b597","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"f2c73127-3763-5eeb-bc78-f39ae4f098ed","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"eb320797-2f32-51ed-aba6-a11cb0ac1a7e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"6d8de71c-1a68-5f71-9f8a-b91cba696bf4","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"5c87d753-584f-5570-8299-c10a74bfc3e2","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"6314d414-14a7-55d8-b228-67d84bedcfd6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"c9fc9459-4ee6-5f0e-86b6-477b2c9bbe5a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
"349d6b7c-9a53-56d3-b659-64826b8a6231","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PM Installation Checklist","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Any damage to cap sheet repaired to specification."
"cae3b55a-8f1c-4d97-abb3-971531798433","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist"
"770c784a-0797-5ddb-800e-66feb1a20176","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Location of Work"
"a4c91bd3-e6f4-5b0a-a576-ff4cdc3f050c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Location of Work","Area where product is being installed"
"309531e8-7abf-521a-bd96-1d61f9f655bc","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist"
"12459032-4772-5357-b6a1-01d6b1d35b32","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist received from Main Contractor"
"a90d4805-c3be-572c-bf2e-56fce17d8cfb","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete cured with curing membranes removed. Concrete substrate contains less
than 5% moisture content"
"af3bc65d-1185-5fc2-8b40-90b566306a57","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Cavities and cracks filled with repair mortar, flushed off and cured."
"3e662937-cb17-56c4-8a4e-4e710b78d90b","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Nuraswell installed to construction joints as per specification - located 50mm from rebar."
"63fdfe84-e867-5003-818c-6c82adf93de2","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Concrete surface firm with any soft concrete or laitance removed."
"3f9e8148-dc7a-5ed0-8e48-05440b1eb0de","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","All protrusions removed. Surface free from foreign matter"
"d795ffca-40b3-5d31-b6f9-016d6a7ca184","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Mortar or bitumen fillets to all upstands and smooth 5mm radius
to all external edges"
"f260c1a8-f468-5a3a-bf7c-133a9108248c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","If terminating into a chase, pre-form the chase and ensure it’s
straight and 20mm deep."
"9d159b5f-d832-5f1c-881f-f157b111f7b7","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","Nuraply 3PT and 3PTM Concrete Substrate Readiness Checklist","Substrate clean, firm and suitable condition for laying the Nuralite system."
"60814d83-7812-554f-894a-e2a52276d960","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate"
"24dd86e9-940e-5865-a290-68143974d7ba","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Concrete Substrate checklist completed before work commenced."
"f62ec896-3bc6-53ea-8c90-1d4ee5052199","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any movement joints installed to approved specification/detail."
"0e2a0e7e-c208-5ffc-980f-5081c768db77","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Mortar/concrete fillets fitted to all internal junctions and corners chamfered at a 45°."
"6e21b665-55ea-5e35-9cf9-61485b945b19","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All corners and upstands incorporate reinforcing or under flashing"
"9a905374-dad4-5d77-a0dc-27d2ad25ada4","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Under-slab membrane extends beyond footing and protected until vertical membrane
installed."
"c8dc1b90-e65b-53a9-9005-8a7a923ab4ea","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Side laps 100mm and end laps 150mm fully torched and seamed. Bleed visible on all joints."
"e5e05f87-7df6-5d49-8bdb-20e39f78f8b4","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All penetrations installed to specification including under/over flashings."
"c56bfe8a-0d97-5bc2-9203-c34d22937669","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Junction of the floor and wall membranes installed to specification fully bonded and
watertight."
"05bc7c13-6ddc-51d0-b05c-2c9ebac88cc5","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","All non-standard details installed as per pre-approved specification (attach approved
drawings)."
"ac573fb7-3278-5ee8-a770-a5bc4ea240eb","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Any mechanical damage to membrane repaired to specification."
"45da980e-7a7c-5862-8434-a9483060bf67","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block C","Gridline 4-5, R-Y Underslab","QA - Nuraply 3PT and 3PTM Installation Checklist","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Membrane termination completed to approved detail."
