"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98c26acb-cdf8-4497-891f-4178557656ff","","not-started","","folder","TRUE","FALSE","Active Projects"
"31ec2bcf-3d2f-47e3-9fef-96dbc354a293","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)"
"46008034-1533-4eb1-ab05-3aea7f263b07","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing"
"b7f5d2c0-bd95-4dfa-a577-de2fa8946b4c","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in"
"41ad4a7c-e116-4d59-acef-30ca1dd42144","","not-started","WG Install Water/Gas Rough-ins - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist"
"fbc274fb-3291-5159-b841-2ecb2373ae03","","not-started","WG Install Water/Gas Rough-ins - QA Checklist:2ab4993b-dfcd-4af5-92c0-aca186cbb373","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist","Details"
"4dd5a3e3-70ed-517a-ae6d-5caa0ee124ae","","not-started","COM Commission Backflow Prevention Device - QA Checklist:9cb97d93-0d43-479e-81ac-468396991e31:8e70e9cf-6a38-4e00-8f0a-fd8e21af6085","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commission Backflow Prevention Device - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"ddd33363-9d3d-5d46-aeb8-da0769199280","","not-started","COM Commission Backflow Prevention Device - QA Checklist:9cb97d93-0d43-479e-81ac-468396991e31:a9f8b125-e48d-49ba-a350-e2d4daf9ebbd","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commission Backflow Prevention Device - QA Checklist","Details","Check only licenced persons to commission testable backflow devices"
"b332f730-9810-504f-90b7-9cb9005d3e9c","","not-started","COM Commission Backflow Prevention Device - QA Checklist:9cb97d93-0d43-479e-81ac-468396991e31:e505c6e3-68fd-4695-be11-4454e30fb981","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commission Backflow Prevention Device - QA Checklist","Details","Are all your tasks complete for this job?"
"8325cdee-7269-5ba0-a584-6cba8163a26e","","not-started","COM Commission Backflow Prevention Device - QA Checklist:9cb97d93-0d43-479e-81ac-468396991e31:e505c6e3-68fd-4695-be11-4454e30fb981:06bf6649-6b0e-4bea-a0b2-272abca785c4","signoff","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commission Backflow Prevention Device - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"dff0d8ac-7c59-47aa-b261-e82f164a7804","","not-started","COM Commissioning Final Handover - QA Checklist","checklist","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist"
"445e4c5f-d5d7-5363-aee0-cdd2228ce339","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe","section","FALSE","FALSE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details"
"3eee410d-f10b-57da-b8a1-e489d323fb5e","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:58107b38-7673-4e88-a44c-93ba7a47c0e3","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Commission Final Handover Details:"
"cc6815a8-46b8-5821-8055-4322d85bc307","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:26dabe8e-57aa-4e17-8c94-abb3845e4fc4","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601"
"77147a6e-464c-500d-ba7e-815a1d42c14f","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:2e5cbafe-092c-480e-a1b6-8996a0dd06b2","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Installation complies with current drawings & specifications"
"0941e090-4b57-50df-9dd0-56449892a7c8","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:42b82b2c-d9bc-4e2a-b51d-6b9334e5d25f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"db1a629e-26a6-53d7-a971-b90321ebcd76","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:9bd2ae51-2275-46cb-9b0c-01c07c7a8229","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all fixtures/tapware for damage, imperfections, missing components or leaks"
"571cdb34-49cd-50b0-a0ce-8e8bf1f5f9ce","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:83e833e2-b18e-454a-9532-03b7513b1fd5","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check level & alignment of all fixtures & tapware"
"1a664ad4-9388-565a-9a8b-b4ff6bf79b05","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:6eff529a-a703-4e09-8c39-0f940782040a","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all fixtures, tapware & components are securely fixed"
"be5b9f78-f552-58bc-97e1-e89e24b93fb5","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:a0c4a023-88eb-411a-a2bd-4395b6bd7915","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all mini-stops and valves are fully open"
"81d91dca-f48b-5904-9050-d043f1cafc76","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:7a174fee-2a6a-4caf-82ae-26b920146746","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all pressure reduction & non-return valves"
"2e0af6d6-7262-5a24-85d3-2b0be4de4985","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:8bac0b72-c2e6-4d42-a7b6-590429803ccd","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all flexible connections are not twisted or kinked"
"aef94352-0281-5671-8ab5-55ec3bdad64f","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:88ddf1f9-d914-48ea-8e29-ecf21afe705e","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check for water for cross connections"
"6879acb9-7864-5199-abda-4ecb062778b3","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:148df8c4-c786-4e34-aeb3-f0f6c89f5f84","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check fixture wastes & connections"
"0c32c504-864c-5e09-bf90-3a52ac4994d0","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:0c0ba5c9-71b6-417f-8021-fdee2a76e799","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check dishwasher drain hose is looped hard-up under bench-top"
"81559d07-3ad1-5df4-86da-0c378c193a59","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:dcb7caae-8a7a-43ec-b64f-4b17bfcfe277","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check pipework & all traps are clear of debris"
"98b7764e-9473-527c-85ff-25c1193649f8","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:5c179e5a-dc21-4e57-b0f6-b9c6dacd1f41","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check AAV is installed hard-up under bench-top"
"ce644e98-6510-5801-a864-ed8b530f86b5","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:5e0c6c47-1bb3-42b3-a2a8-578e894dfdbb","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check future connection water valves are securely capped (fridge/washing machine stops)"
"052cf442-f040-5db5-bf3d-9b9a77a076df","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:11534eda-3b93-4f64-a9a8-7dd6d3d12c8e","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check hot water unit is functioning correctly"
"735bb713-0c70-5707-b463-8379146a46c1","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:82daec79-e7c1-4f3b-9f63-09db816ad892","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check solar collectors are fitted & securely fixed"
"2dd5fb37-ef5a-5e54-829a-38a41dd7a873","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:68cf9704-f1db-4848-bac6-0f52228666ce","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check solar circulation pump is functioning correctly"
"b60dfd34-e366-5d22-b1ef-baf96e502fdb","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:80f1eb0c-3dee-469b-a8cd-b336a3dfc91d","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check hot water delivery temperature"
"80c3337f-7404-59e2-9ba4-24244c325c7c","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:928428b1-7c09-41d1-99f5-d69f975395b0","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check dishwasher function through short cycle"
"e81dd563-fa6f-5d24-83bd-0cbee3869a88","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:4ae51a05-30a3-4a59-8ca5-d68168445743","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check gas valves & regulators"
"c7f697c4-4283-5865-bb07-f123a4c76362","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:82da0aa4-b708-4486-bc14-4115bc58d6a3","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check gas flame stop device"
"3ae1e55d-5d7d-5589-860c-a0eace1e3fb2","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:cf3bc834-793e-4fe0-92c2-c42ac70e8358","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all gas burner functions"
"6b70efe8-467b-5c12-99a5-38d1e530e487","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:4f3f89a4-df9a-469d-a8f3-54451f5fb8e0","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check balcony hose tap is securely fixed"
"91f4ee78-f6ad-5502-aa6d-f84a16676899","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:d047b7a8-c793-4565-8215-fede96957ea9","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check balcony floor grates & overflows are clear"
"c98ebdee-bffc-57bc-9099-b4f94ad98650","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:c14f11f9-1796-4916-8847-06b53e20053a","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all downpipes & overflows are fitted correctly"
"fdd66d7a-daaa-5251-bfa7-5a1fa8c9bf99","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:637986e8-114f-4e9f-90a1-08f9d67c35e5","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all vents are finished & weather proofed"
"14955297-b358-55ff-8558-0abba3d5a0b2","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:933a60c3-65b0-473e-9498-5bb8e5b3b5a3","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all fixtures & tapware function correctly"
"3f455f42-59af-587a-b0b7-6ecf9a49f14e","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:3e5c5369-e82e-4b58-a270-e36b7bc7d583","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check receipt of all Authority sign-off & acceptance documentation"
"50188f8d-dd32-5d77-9114-e9a7697605e2","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:c2e9163f-bbd8-4221-a98e-8f3f2ed0afdf","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check receipt of all manufacturers warranty documentation & owners manuals"
"fe164d6b-4be8-5b51-b5e4-fb389b5ecf1c","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:7aec8434-eef0-44bd-8681-373cc2ac927d","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check all rubbish is collected, placed in bins & lids are closed"
"a0a90880-aa7d-541c-911f-a84005450cf2","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:f51a5927-2981-44cd-832d-dfc43c48f780","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Check temporary fencing is reinstated"
"8b2ead3f-70a1-5c0c-b519-7dd9e456f873","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:749a30fd-87b9-4204-98cb-dbbd14be3351","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","Are all your tasks complete for this job?"
"66f2fdae-125f-536d-b74f-23a18e15a655","","not-started","COM Commissioning Final Handover - QA Checklist:749c2b4c-762e-4f6f-a270-624aa1225cfe:749a30fd-87b9-4204-98cb-dbbd14be3351:8804f6b5-3e4b-40a6-a381-833215f7da01","signoff","TRUE","TRUE","Active Projects","Rename for new job","1. Residential Plumbing","Commissioning","COM Commissioning Final Handover - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"7a2b71b4-6f3d-448a-bdf5-81f0efaaa1bf","","not-started","","folder","TRUE","FALSE","Active Projects","Rename for new job","2. Residential Drainage"
"83c182cf-8502-4e73-8d37-ea7b4ab3d009","","not-started","","folder","TRUE","FALSE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage"
"8e0731b9-cfec-4e18-ba65-a7c4c7f48c16","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist","checklist","FALSE","FALSE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist"
"7d90f3b9-e748-5d9f-8f3c-6b8e1056930b","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59","section","FALSE","FALSE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details"
"5d7eae71-5d2e-53d6-8db8-7ca6e3985d78","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:9cf44501-f182-4536-b4c4-4f3552e38417","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"e18cc479-9bd1-53a8-bd57-18dcbbaf82e2","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:9f0fa9e9-6766-4479-9e4a-f89991b0623f","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Installation complies with current drawings & specifications"
"77e59621-fd8f-55bc-8964-9556ec558139","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:7a1aed48-69a4-41e9-b7f0-77278c63b2c9","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"36abd0aa-4ad4-52cd-962a-1576c0373d6d","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:98e90a8a-9f25-4c35-867c-4c5efe9cfc71","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check requirement for a Boundary Trap"
"1748df51-1323-523a-a3e4-64d5929ea8ec","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:dbdf7b3e-4764-4235-bc50-257cb09e69f3","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"fbfa567b-22b3-5d16-aa99-65ae5fb39348","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:f6577a45-073d-4c28-88bb-727a5b2ba962","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check all pipe & fitting joining methods are Code & Manufacturer approved"
"72abadb3-00a4-5669-8bb3-580b68453c71","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:8b8db7ca-e68e-4dab-90fd-f94c28953799","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check ORG & finishing collar has been installed"
"9694ccbb-ee96-57cc-b669-6daedc19f8b3","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:591fed73-1d67-49ac-83dd-bbd8a0e53bb0","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check all traps are installed (Baths, Shower & FWG's)"
"43348339-0280-58f8-9f2f-2f2f32fa7b04","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:355118b0-43e3-4f38-8f9d-04ca5e8e43e4","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check all Smart Pans, Cyclone Drains are installed"
"3d4f6884-460e-5a1e-ae27-1f9bb94a956f","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:20502cef-df77-48b4-98ec-d1431fc05256","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check alignments, levels, grades"
"0ae0a035-7d12-55db-97ab-ce094f3070c0","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:844992c7-58c6-4317-ad53-7558543079ea","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check trench depth, bedding, service clearances, minimum cover"
"7c29c9b3-6bda-5b22-b0e3-98c501db1663","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:43582b92-3e35-474e-946d-fddd81316381","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check boundary trap & inspection shaft multi-vents/covers are installed"
"4a99fa42-9152-5253-8097-cdd2ebcc54cb","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:8f5672bc-e772-4ba4-a84b-5ef717efd21e","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check inspection openings are sealed shut"
"b5f552be-243e-5cc2-ac91-be0709bfde88","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:399557ef-6437-4328-9fa0-0bbdcf4b2c03","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check pipework & traps are clear of debris"
"06ebd0ca-6a14-5249-b8ff-f8016c541622","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:e31b4b74-b0b3-4793-bde1-79279782c0f3","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check all open ends are capped & sealed"
"80f8c05f-687d-5d3c-b2d9-0fbae5c645a2","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:acde1ad8-521f-421d-9636-12d7caca4ac7","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check concrete bedding under all bends & traps"
"afa97653-54d5-5480-bf3c-524d5c85a28b","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:6f65b02a-dd1b-4537-b05b-563b16b9b3e5","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check final measurements are correct"
"0ecc9388-ced7-59b7-89ba-38ab349277b4","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:719734e6-2692-472e-9510-5789bdc723dd","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check trench backfill & compaction"
"d09bb9ce-c60b-5ea1-a3b8-85a28027966a","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:a8fc9d57-19b1-419d-a4db-8ef00eae02d0","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check Water Meters are installed"
"f6ebc863-08b9-505c-b8de-557f5b6d8390","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:4fc6c0e7-fbfa-4cd7-a8bd-ba86efbea48a","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check all rubbish is collected, placed in bins & lids are closed"
"82bf4f89-cbf4-5bf5-be9b-4b2054712c2b","","not-started","SD Install Sewer/Stormwater Drainage - QA Checklist:70263660-cdf6-4d5a-bca4-5fc12f8c8f59:e3be56c0-0e92-4701-aba8-bcf8b44fc473","checkpoint","TRUE","TRUE","Active Projects","Rename for new job","2. Residential Drainage","Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage - QA Checklist","Details","Check temporary fencing is reinstated"
