"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4d53b8b-082a-4b09-8189-34613b4cfe72","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"d2d828c6-4005-4f35-b71a-b44c28156042","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A"
"3936abda-b6e8-4e46-8045-db96e0049be6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A","Stair 3 Lobby"
"129fc3ef-85b3-4580-a35b-e3d524a7e3f5","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area A","Stair 3 Lobby","Rough In (Cavity Pockets & PMJ)"
"df77ef71-0673-5f35-b1ba-8dfbc75596dd","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 2","Common Areas","Stair 7","Common Area Checklist","Installation of fire doors"
"f26585ed-1906-54e9-a965-1cd2dc5c70d9","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 2","Common Areas","Stair 7","Common Area Checklist","Installation of all door hardware & door closes sufficiently"
"f5d73489-ab74-4c99-857f-ed343278b2ff","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 2","Common Areas","Stair 7","Common Area Checklist","Finish floor height: +/- 10mm (attach photo)"
"99403d5f-92f5-5758-9e5e-378ae1369922","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 2","Common Areas","Stair 7","Common Area Checklist","Fire tags installed on the door and door jamb"
"ec592d65-4b75-56d6-94e9-dce9c1e70d2a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 2","Common Areas","Stair 7","Common Area Checklist","Area left clean and tidy (attach photo)"
"ce7f08e4-4b45-5bef-a1e4-188b1bc2ba16","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 2","Common Areas","Stair 7","Common Area Checklist","All work 100% completed to required specifications"
"7f93179e-572a-477a-9692-04bfbcfe8646","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3"
"9379cd65-ba97-4137-9b89-d4488d7e7045","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments"
"cfdebc54-d3ed-464d-af7c-bcf03e8ed30f","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments","351"
"70e8c828-bc2b-4366-ba36-8db6883dd22c","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","351","Rough In - Apartments"
"1e979c9b-1593-5c75-87f5-b5e8d9ec6ccf","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","351","Rough In - Apartments","Cavity pockets installed"
"4658f416-0bb2-5567-976d-227f5aba8003","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","351","Rough In - Apartments","Install laundry stackers"
"362af34b-b545-5584-a83d-d70ebde87b94","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","351","Rough In - Apartments","Add bathroom noggins"
"4287f8f3-62c8-55ba-953b-8a2f48d4b69e","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","351","Rough In - Apartments","Add window noggins"
"6722b2ce-110f-4c06-8d2c-66c5dc6e7a0e","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","351","Installation - Apartments"
"10d9e7a3-edec-55b3-9d96-480bc1548c6b","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Internal doors hung"
"1c2c4a43-8d1c-5a8d-9e1d-b883f19443c8","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Skirting installed"
"3390e259-7871-5f0f-9c24-500406d21017","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Cavity doors installed"
"833626cd-cf95-5609-a623-cd2dfa8d44af","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Window architraves installed"
"caf2483c-68a8-555c-adc4-d6c423b04f16","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Wardrobe jamb installed"
"df99c357-7a6f-5129-b647-1a71af9f6154","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Entry door hung"
"fdacab1e-dc19-4fb1-91e3-b83691c3ae35","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Finish floor height: +/- 10mm (attach photo)"
"19af0503-1b6a-584f-b029-bcba6e008481","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","All install work 100% completed to required specifications"
"7a56d96a-aa4f-5160-9d21-829f43e22e0e","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Installation - Apartments","Area left clean and tidy (attach photo)"
"39e61ecb-c997-4284-8fd0-3ebf43b3f9ee","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist"
"25f9a4af-dc65-54e7-bf27-6862e3f163f9","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"77d1e45a-c980-510a-a81c-f94d2d68ad2b","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"5fa936db-d924-53f9-944d-e59fc35b6abe","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"4a7acddf-bf7e-51e2-a392-f2a491f83487","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"9baa3b0d-4988-55bf-8ce4-778f6eeeea96","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"2dd92f2a-c817-5343-847e-97031f6ee653","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Shower trays installed"
"bc6bca27-efc5-57ca-8347-0d7bb686e39e","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"4b15ad94-6c69-5448-9c9f-d10f3cad3314","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","351","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"8b53b8a7-5756-4b8e-b325-7529058eacea","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments","352"
"0eb34015-d897-4712-b76f-ae68c15a8899","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","352","Rough In - Apartments"
"1ce2b72d-d5ee-55ab-980c-aa622c4ca69f","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","352","Rough In - Apartments","Cavity pockets installed"
"0a6e2539-0e1f-5dec-851c-362eeb8d4720","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Rough In - Apartments","Install laundry stackers"
"d9e37491-6088-58c2-bdea-d56eeb4cb198","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","352","Rough In - Apartments","Add bathroom noggins"
"2a9a38dc-8663-59a5-b4e0-daafceb14867","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","352","Rough In - Apartments","Add window noggins"
"16a82ce3-37c0-4986-92bd-34daa8af27c8","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","352","Installation - Apartments"
"b2c588b7-3555-5b21-af4a-1faaaddf2099","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Internal doors hung"
"3d3dbfb6-7325-546e-b96c-0133841177d3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Skirting installed"
"0785b9a9-abd7-55bf-8256-c87bdd67da09","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Cavity doors installed"
"c713b040-f968-5c53-91a3-2c8c87a8cfd0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Window architraves installed"
"ec7b0542-5d97-5c6d-b1f2-5a441cba814e","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Wardrobe jamb installed"
"374b233a-a2a6-5a17-a8ce-08921368436a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Entry door hung"
"b0045bf8-45d4-4a7a-90f0-97d76e3483e3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Finish floor height: +/- 10mm (attach photo)"
"71babd35-de4c-58f4-8038-be7f1cc15c4d","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","All install work 100% completed to required specifications"
"9f9ac9cc-6f0f-5233-b682-f470a9d34cbe","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Installation - Apartments","Area left clean and tidy (attach photo)"
"3594dd57-a52f-400c-bc8e-2038c9be7ed5","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist"
"69d99bb0-7d1b-5ecb-8f90-f9004f48a276","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"569d9d73-9d3a-5f22-86fd-214160fd8064","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"618e101b-f17b-546c-af0a-a4ce55f8697a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"0463abfb-bc57-5539-8bfd-1c57d28fe7bc","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"4e513ade-a1ba-53ab-a47f-054f7b16671d","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"3a2fa4c5-6540-5f54-9ebb-c0dc940bb7f7","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Shower trays installed"
"945c1312-df76-5942-a525-743a8fdda1f0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"a740c2a1-278a-5383-a53d-68df91775730","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","352","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"b8a525b6-92e6-4d88-9811-47d64b893b4e","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments","353"
"2ecc756c-7033-4d0b-acba-68ee538f8dc1","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","353","Rough In - Apartments"
"47279c56-6513-5eff-bb5c-44bf0afa2ef2","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","353","Rough In - Apartments","Cavity pockets installed"
"1cf438fc-fa23-5fa3-bcfd-54f811d44181","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","353","Rough In - Apartments","Install laundry stackers"
"d3b4bcdc-8693-5fc8-abaf-eddfd7bfa8d4","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","353","Rough In - Apartments","Add bathroom noggins"
"e7210b09-ac2a-5fb8-9a4b-76d837ffa590","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","353","Rough In - Apartments","Add window noggins"
"760be57e-0f14-4bd1-86ff-c50eb6dcbff0","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","353","Installation - Apartments"
"f37f0c24-51ae-5cde-8591-56d8bceeab6c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Internal doors hung"
"3b6838dc-bcc4-50fc-a301-b1a6995285a9","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Skirting installed"
"77c28bfb-cd97-5679-9cfc-b950023789a0","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Cavity doors installed"
"0227d2ed-da3e-55c9-8a38-4c3b807d66fb","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Window architraves installed"
"84947122-931b-54c0-ad76-169351ae45c1","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Wardrobe jamb installed"
"d86f1488-6dc5-5335-a1ab-a3e449752a55","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Entry door hung"
"81258a53-82ac-4db6-9f2c-0972db5800cd","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Finish floor height: +/- 10mm (attach photo)"
"473a9bfc-61d4-582d-8b09-72afd8b43e6b","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","All install work 100% completed to required specifications"
"869f2824-c958-5604-bbf8-63e990bd26ab","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Installation - Apartments","Area left clean and tidy (attach photo)"
"37b3cb62-7ebe-498b-97e0-ee5d38e79cb2","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist"
"819b0841-69f6-5d0c-aa65-2c94c0d49579","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"caf22225-7d92-54a2-a7e8-c333ab0cec2c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"5620b1da-aad8-53b7-b1e5-d0ad5b713dc5","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"9ab29a92-c57c-5e2a-9a21-b61d07356da0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"634c3e1b-1fd6-59ea-90dd-32210d00e480","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"5edcff8e-6304-5ec4-8fcf-0843d4655f34","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Shower trays installed"
"76598cd1-5aea-5732-b92e-7c4cdc32d4da","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"b8df33c2-36cc-5807-a1be-b9ec1a330a1a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","353","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"697cb4f6-2de5-4a8b-a776-35acb4fe0a48","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments","354"
"e4a89cf8-ecd4-4035-8e7d-72b5374dd6ba","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","354","Rough In - Apartments"
"d2b6ccde-087b-5ce5-a8ae-e79f0fae5bc9","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","354","Rough In - Apartments","Cavity pockets installed"
"10f82f04-cde3-5c44-ade8-a8b76e6245e8","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Rough In - Apartments","Install laundry stackers"
"c2429db0-942c-5b58-9148-d4e1013b3d2b","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","354","Rough In - Apartments","Add bathroom noggins"
"7fc79551-6a55-50ae-ae20-9ce1199b0275","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","354","Rough In - Apartments","Add window noggins"
"a2b75b4a-5f7c-425b-a830-2d4535150c20","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","354","Installation - Apartments"
"670f7849-b958-59fd-9507-82ead20200f7","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Internal doors hung"
"ae521585-89b4-5e9e-b998-f7de35b022bc","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Skirting installed"
"ed457dee-fcea-5d23-9a7e-d01c4c6e78c6","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Cavity doors installed"
"e660f48e-9060-5c52-946b-0280f1fe2e15","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Window architraves installed"
"e1de5897-102a-50c0-923f-d9173a8d83ea","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Wardrobe jamb installed"
"82dd52d2-c6d4-573a-9b2a-4e73346437c0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Entry door hung"
"15a1769d-bfc3-4639-a4ec-a4f817374a44","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Finish floor height: +/- 10mm (attach photo)"
"583ef2d1-647f-5427-8500-c14797bd9b4d","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","All install work 100% completed to required specifications"
"fa4dc325-35a0-5664-8d68-50f123bfa3c2","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Installation - Apartments","Area left clean and tidy (attach photo)"
"44bcad98-86cd-467f-ab56-32c49945827f","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist"
"f5da3b57-903b-51da-8dab-842f3ab2918e","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"7745f35f-93b1-54e8-b25c-505b21159115","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"3d5e911b-eba4-5c6f-93bf-f570bd8689ad","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"c052aab3-ae80-5f93-9d6e-ed36fd8fe62e","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"c8da93ca-2aed-5fca-b19c-ee83040b1f51","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"7eb23ee7-6e03-5b96-958b-08ef61c57a4c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Shower trays installed"
"91baf984-c979-5520-a787-98064a09d2a2","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"c1692102-5e38-5978-8baf-de51e89276a3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","354","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"46d022c3-fe9b-4901-92bd-228e69888347","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments","355"
"ef2aa51e-8084-46ad-ab9d-5fa1406147fc","","checklist-flat","not-applicable","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","355","Rough In - Apartments"
"5db98c40-3539-594c-a05f-1fea45464f4f","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","355","Rough In - Apartments","Cavity pockets installed"
"059652b0-5024-51a9-8a29-c9bd72416cb0","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","355","Rough In - Apartments","Install laundry stackers"
"be19591b-196f-5d5e-81b3-852dc16aa362","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","355","Rough In - Apartments","Add bathroom noggins"
"665383f1-93fa-5e82-b10e-e34dc3cf8b42","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","355","Rough In - Apartments","Add window noggins"
"e7c6d9fd-e9a1-4e6b-a630-b58330570e6e","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","355","Installation - Apartments"
"e514e6fe-b01b-5f12-98a9-82b6c065ac4d","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Internal doors hung"
"a667afac-f81a-57eb-90f3-622e67d0935c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Skirting installed"
"d5e29ff8-70ef-54a4-a1cf-871f3f18f6df","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Cavity doors installed"
"b8537db6-9e01-548c-9ca1-e2360b1719a4","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Window architraves installed"
"0ba004c8-9d26-55b8-a048-859d5ad504b9","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Wardrobe jamb installed"
"4760062d-cdcd-5152-b4ed-1e61aeea2282","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Entry door hung"
"795f6041-6cad-4675-9108-a5da7c86142a","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Finish floor height: +/- 10mm (attach photo)"
"434540d8-c062-567f-bb56-80f6d4da2ae0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","All install work 100% completed to required specifications"
"e60af972-2a51-5a91-9caf-aa737f1073b0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Installation - Apartments","Area left clean and tidy (attach photo)"
"876ef250-2f4a-437f-8715-63ce2f47cc19","","checklist-flat","pass","Fit Off","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist"
"877bc315-1d43-5cde-a28e-66c2426c58c3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"9cd79baf-d63a-5182-8ca7-4fbb5d9849df","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"b740593e-bbae-5c34-a454-7f370050e464","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"5b2c6be3-ae80-5a01-85b7-88c505f43184","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"aae6ce1a-f8ba-5edb-a904-c0a9fa2a3adc","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"5a89b06e-2765-55cb-b102-5d6e7e7a322c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Shower trays installed"
"b9d519c0-e0e0-516c-bd9f-b9c342a33f6c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"42cf5948-4391-5086-a255-54b890d60d9c","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","355","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"9b796753-98d9-45ed-b0df-2530249ba76c","","folder-normal","pass","","step","TRUE","FALSE","B04","Level 3","Apartments","356"
"d26422dc-21a2-4638-8e20-6232bc699a2b","","checklist-flat","pass","B03/B04 - Rough In - Apartments","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","356","Rough In - Apartments"
"2ff47562-9e61-5bbb-9d9b-1401957d80c8","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","356","Rough In - Apartments","Cavity pockets installed"
"8ebe932c-3ae9-5286-abde-b8a7cd6a5ec3","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","356","Rough In - Apartments","Install laundry stackers"
"bbe3ba3f-42df-5858-84a1-7bb82ffdaef3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Rough In - Apartments","Add bathroom noggins"
"6e7c1173-95c8-5903-907a-72730a0c1c82","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","356","Rough In - Apartments","Add window noggins"
"975479a0-48b1-4ebd-892a-bf9e22e76693","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B04","Level 3","Apartments","356","Installation - Apartments"
"c88d834f-7af1-5e7b-918a-6913601798b7","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Internal doors hung"
"acd848ef-f260-5d20-8328-592d0bbb67b9","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Skirting installed"
"b5eb7c05-a2de-5c0f-af8a-dc3dcb5d392e","","checkpoint-status","not-applicable","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Cavity doors installed"
"9993512f-e626-5950-9151-756b02f91dd0","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Window architraves installed"
"690c91f9-1069-507c-a14c-1904496d5eb1","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Wardrobe jamb installed"
"ec6a1693-aa8e-5df5-9c16-0c1cab9591e9","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Entry door hung"
"bc20f548-baa6-438b-b5da-055aa947b0b3","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","Finish floor height: +/- 10mm (attach photo)"
"cdda872a-8700-5d9d-b8c5-83cd8e77cfa8","","checkpoint-status","pass","","","TRUE","TRUE","B04","Level 3","Apartments","356","Installation - Apartments","All install work 100% completed to required specifications"
