"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"12e05ced-2482-47eb-9f83-31f178a047e6","","folder-normal","pass","","step","FALSE","FALSE","Temp Works"
"fdd82e7d-baa6-402b-8977-90e362f79dfb","","folder-normal","pass","","step","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing"
"03abf0c8-8fdf-4651-b8c3-5610ec1f6d12","","folder-normal","pass","","step","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation"
"aa12f8e9-cc7d-46ca-9bcf-ac6fbf453045","","folder-normal","pass","","step","TRUE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North"
"6265f95c-98a2-4aba-a3cd-8e973066dda1","","checklist-sectioned","pass","ITP-018-CIV - Rail Delineation Temporary Fencing","checklist","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North","ITP-018-CIV - Rail Delineation Temporary Fencing - North Fence - Lot 089-0041"
"5e4eca6b-1e4b-5b20-b03c-6cfae867c41e","","checkpoint-group","pass","","","FALSE","FALSE","Temp Works","MRP-DPK-089-00-CTW-0090-0 - Temp Rail Delineation Fencing","Rail Temp Delineation Fence Installation","089-0041-Brunt-Temp Rail Delineation Fence-North","ITP-018-CIV - Rail Delineation Temporary Fencing - North Fence - Lot 089-0041","1. Referenced Documentation"
"f5793c29-f403-5995-8da2-4ea8ce81b56e","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.14 - Supply & Discharge Rates"
"7f079e82-8dee-580f-b9b7-741e42ca559e","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.15 - Placement & Compaction"
"3aca7776-c0cd-5ee4-a6ae-659f338fca8d","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.16 - Surface Finishes"
"aab9ffc7-6c22-58d0-89dc-4823cdbd89b5","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.17 - Curing-Top Surface"
"92e968f1-2e44-5f87-8e0b-8f1a423e3779","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities"
"66a5c38f-4a25-5059-b411-6ed3a530acf9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.1 - Thermal Differential Monitoring"
"b69e1386-7a90-538e-8720-f25417e2ff51","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.2 - Early Loading"
"a0b425a0-bfe4-59c0-a258-62eacf6874fb","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","AUTHORITY HOLDPOINT"
"bce02330-e827-5781-8eae-5df8a836f238","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.3 - Surface Inspection - Cracks"
"6fd2350e-5dee-5b3d-91cd-9b3264fcbf42","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.4 - Surface Inspection - Surface Finish"
"49d02684-a233-5279-b3db-c5a1e4ca37c8","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.5 - Measurement of Concrete Cover"
"40b2d812-0d05-5722-9a29-52015da34c5c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.6 - Early Age Compressive Strength Results - Placement of Fill Against Concrete"
"c6cd0ef5-9a3d-5a7f-8643-9c6630178782","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.7 - Compressive Strength Test Results"
"6a4d6df9-8e41-557e-8113-40f1f15bdcb6","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.8 - As-built Survey"
"6af74503-b14e-5560-8fad-2bbe19b623bf","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","6.9 - Non-conformance Report (NCR) Closure"
"6848ba01-40f9-54c1-9482-9d657c4dde28","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","Final Inspection"
"b4742631-c74b-5770-97b2-661c151593e8","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0081 - Brunt-Bridge Deck Pour Stage 1 - North Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","6. Post-construction Activities","Sign ITP"
"97d9de35-b648-4145-ad64-752b4f6f397f","","folder-normal","pass","","step","TRUE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span"
"cfa5310e-6c63-42b2-a902-935e22f40308","","checklist-sectioned","pass","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","checklist","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck"
"1d7ec3db-8e22-58c5-bc19-c79dd4e4187b","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation"
"8999b86a-f09d-5e74-ab65-8cf54e0bd794","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1. Referenced Documentation"
"10a0fc01-a3a0-5c21-9b70-2995589c69a6","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1.1 - Non Dependent"
"2c0acbcf-40da-5b48-81ff-5a9bddddb5c2","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1.2 - Non Dependent"
"21b6c4fa-6db3-5857-9797-543c78e990c8","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1.3 - Non Dependent"
"3ee6095b-6529-577a-b4e2-3f7e58760a80","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1.4 - Non Dependent"
"90963f0a-b16d-5d57-b52a-e3b233bffc5b","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1.5 - Non Dependent"
"6e331319-a278-5d59-898f-d677ea8fcb52","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","1. Referenced Documentation","1.6 - Non Dependent"
"f8a049b3-6374-5edf-91a1-5808f259afbc","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials"
"f01528d4-a65d-53d0-8d42-f8ba8a195154","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","2.1 - Concrete Mix"
"0bc4ba15-b199-5f1d-84a2-f7278ff65d88","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","AUTHORITY HOLDPOINT"
"b2c16a17-b700-5140-b026-4e1d9fed9332","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","2.2 - ACRS Certification (for Reinforcement)"
"3877bf6d-4f8e-5e7f-b291-8a4fd301188b","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","AUTHORITY HOLDPOINT"
"6b6251d9-27f1-5b87-852b-c66865a57107","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","2.3 - Bar Chairs/Aspros Certification"
"19de9448-70e6-5881-afa1-2e9684b55301","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","AUTHORITY HOLDPOINT"
"1f2f3cd6-27e6-5793-8d17-087f91909693","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","2.4 - Evaporative Retardant"
"6b075ad0-9214-5d06-9cb0-bd883cbbdf1f","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","AUTHORITY HOLDPOINT"
"f5e628f5-814d-5695-adf3-6ffa7223856d","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","2.5 - Curing Compound"
"f9d2980e-faf9-59da-b000-c04ab2e1f0ff","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","2. Preliminaries - Materials","AUTHORITY HOLDPOINT"
"0a0e4f05-a068-5256-9b6a-897b6e8ebb8f","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation"
"10658d20-a1e6-5bbb-afa0-c40d139ee0b8","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.1 - Concrete Placement and Compaction Work Method Statements"
"67a5c7e8-af00-53f2-9685-2c631ba983c2","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","AUTHORITY HOLDPOINT"
"db35acfa-4750-58c8-8f73-9d6f8f81a5aa","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.2 - Concrete Sampling and Testing Procedure"
"032f58aa-f2ce-5001-9c93-977a384806a5","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","AUTHORITY HOLDPOINT"
"dca3f3e4-5814-5d17-9457-5403a7c705c4","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.3 - Concrete Placement and Compaction Toolbox Meeting"
"cc30a432-1175-576a-a71e-55e67766efba","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","AUTHORITY HOLDPOINT"
"5d17f655-3964-5e91-82b3-b68d0a3de371","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.4 - Hot and/or Cold Weather Concreting Procedure"
"e93b6f4e-13df-5132-a9bf-989ef4968fad","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","AUTHORITY HOLDPOINT"
"eabe25f6-6606-5647-bc94-ac537fa74e10","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.5 - Curing Methodology (for Concrete and Grout)"
"878efde6-bd9a-58c9-afcc-92219c2c0511","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","AUTHORITY HOLDPOINT"
"1b3717e4-8067-55b9-a3b3-fa111af244eb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.6 - Concrete Drilling Procedure"
"ae04fed8-b3dc-5d88-ab8f-e7f94cd33728","","holdpoint","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","AUTHORITY HOLDPOINT"
"5652b4cb-10a2-5279-84da-48e96d7d4035","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.7 - Temprature difference measuring-Calibration"
"e1b8d0ad-06ce-5b5c-8840-d4cd593cebd1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","3. Preliminaries - Procedures & Documentation","3.8 - Reinforcement Welding Specifications & Qualifications"
"513d2df1-9c94-5aef-a322-5614453a191b","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","4. Pre-construction Activities"
"25a765bb-834e-59e1-ba6d-859f7ede7861","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","4. Pre-construction Activities","4.1 - IFC Drawings"
"7e43c923-0e59-59f1-9127-fcd820317099","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","4. Pre-construction Activities","4.2 - Survey Set-out"
"3a456e12-d9e3-5100-bbec-db426b809214","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","4. Pre-construction Activities","4.3 - Grout Underside of Beams"
"3db9c32a-6d5d-58ea-9f43-355d7bbb6e87","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","4. Pre-construction Activities","4.4 - Substructure Work Lots"
"26fdf1ba-e32f-5d8b-a8ab-7adb1d6b61f8","","checkpoint-group","pass","","","FALSE","FALSE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities"
"d1265f30-8730-5f4a-9291-0ba6f44d71f7","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.1 - Formwork Design and Construction"
"1268b39b-7f7f-5743-9af3-4b97b865db55","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.2 - Formwork Certification - Formwork Inspection (Members Greater than 2m)"
"8448383a-3429-570b-a09c-a05d999a972b","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","AUTHORITY HOLDPOINT"
"203bac4e-c24c-5c8c-b098-bc2866c71749","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.3 - Formwork Certification - Formwork Inspection (Members Less than or Equal to 2m)"
"f2be52b2-bc9d-5786-93a1-4d4d4d2eac3d","","holdpoint","not-applicable","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","AUTHORITY HOLDPOINT"
"0373c2ac-5b4e-5820-98ab-619fd918047f","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.4 - Pre-pour Survey"
"e8d6c964-232e-5918-8cb6-70d47f8c6203","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.5 - Reinforcement Placement"
"eab581ec-3c00-5342-9b79-abd29802a83b","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.6 - Cast-in Items"
"7229ce27-3763-5847-b5f5-917b3fff19d1","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.7 - Thermal Differential Monitoring"
"d5b3eeff-8a78-5070-af05-945998717be2","","checkpoint-status","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","5.8 - Pre-pour Inspection"
"d4b7ca03-5a1d-55fd-a80f-28debd1f622a","","holdpoint","pass","","","TRUE","TRUE","Structures","MRP-DPK-089-00-CBR-0031-0_Bridge Superstructure","Bridge Deck","089-0082 - Brunt-Bridge Deck Pour Stage 1 - South Span","ITP-103-STR-BRUNT-Structural Concrete - Bridge Deck","5. Construction Activities","AUTHORITY HOLDPOINT"
