"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3978a4b0-4fc9-47e4-ab6f-a3a3e80b1ffb","","work-in-progress","","folder","TRUE","FALSE","Project QA"
"f3206cc2-1f9d-49ba-8fb6-f6e913dafcdb","","work-in-progress","","folder","TRUE","FALSE","Project QA","Phase 2"
"dbce7b16-a4e8-480c-b078-6bdd8fa4ae08","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1"
"d01395cc-efbf-4c80-83da-39c27181579a","","pass","Upper Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Upper Roof"
"22518848-4a39-5590-90b7-c1a36b25d139","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Delap photos"
"b2caad2f-c53b-5fbb-a67e-2887e8b38f46","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Clean roof"
"aea9df17-783b-59cb-b79d-485d806c4ecb","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Remove existing cap flashings"
"85f5090c-af95-5d70-805b-a65fc0a24695","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install screws to substrate"
"de76eb9a-684b-52a7-87b4-1a4f2f242021","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Install Trough Infill PIR"
"baaa0eec-32c8-54db-b133-1b574a8befad","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Vapour Barrier"
"8c4b3fa9-cd9c-54ae-8067-8bcdad2ff05f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New 40mm PIR"
"52bfd2ec-ba78-58cf-a03c-5a13af105f9d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fibretite Membrane"
"e256c887-9328-59b2-a175-d30fcc7cde09","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","New Fascias"
"ce3c2660-7014-5c85-ad22-cd65f662d9df","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Parapet flashing"
"4b7e1e77-8f21-58f7-be12-d34177fef36e","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Upper Roof","Gutters and Down pipies"
"d3cf40a7-8942-48f2-b804-0956eadd1644","","pass","Lower Roof","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Lower Roof"
"8ead0f73-91ef-5e5c-b1b2-782afb0721cf","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Delap photos"
"a9d23f45-6dcf-554f-b9da-844eb7db5e2c","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Clean Roof"
"287bff10-57b6-5a0c-aca4-5c36f243d95a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Remove existing cap flashings"
"448acd11-9ce3-5901-b132-7cc70d78fa96","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install screws to substrate"
"6bb0b9bb-7fca-5b93-bbff-c6b1aff4f7e5","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Install Trough Infill PIR"
"c16e863e-4431-58bb-911c-44ae2cc4825f","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Vapour Barrier"
"b8a7e400-a45e-550d-b0b4-03434cfb154a","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New 40mm PIR"
"56d8ffea-0541-5286-863b-015445f7c739","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fibretite Membrane"
"7b0a5b15-8e12-5bb5-84ca-eb26382311f1","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","New Fascias"
"75fe2ca3-08dc-5f34-8f37-53135f03244d","","not-applicable","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Parapet flashing"
"0ecb5157-fd31-57cc-baf5-de7850b9a58d","","pass","","checkpoint","TRUE","TRUE","Project QA","Phase 2","Stage 1","Lower Roof","Gutters and Down pipies"
"2d5f0396-4969-484c-9db9-8b6ec42b168a","","pass","","folder","TRUE","FALSE","Project QA","Phase 2","Stage 1","Windows"
"2588767a-e85a-42c0-bd36-1125c45bfcd4","","pass","nAJ0 - Window","checklist","FALSE","FALSE","Project QA","Phase 2","Stage 1","Windows","nAJ01"
"0c510027-237e-5ca3-8fba-cf17963a756c","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Underground Services","Underground Services Checklist","Details","WCC - Sub Floor Drainage Inspection"
"931e52a0-43db-4638-abab-6721801a20dd","","work-in-progress","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings"
"cfb756b5-5f44-4f0f-bd15-b15277494c72","","work-in-progress","Foundations/Footings Checklist","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist"
"38ba972c-3044-54a2-9623-dc1044504187","","pass","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","WA-WC Grids"
"f305fc88-7db2-5aab-b6a0-365909aa81b0","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","WA-WC Grids","HD12 Reo"
"d1aff84a-a7c0-5a31-a127-bae4ae79c439","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","WA-WC Grids","400 Cs"
"c75adbf0-36cf-5329-ba9b-7d862d9fd270","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","WA-WC Grids","Concrete Cover"
"a1370939-4ea4-572f-bab1-dfeb28b7f1f8","","pass","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Sub Floor Insitu Wall"
"4a3e4939-4c35-53e4-aa3f-f02ad1e61a2a","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Sub Floor Insitu Wall","HD12 Reo"
"94c7633d-ceb6-54ce-a043-27d302979cb8","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Sub Floor Insitu Wall","400 Cs"
"4565c208-2616-505d-832d-4a7b5194793a","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Sub Floor Insitu Wall","Concrete Cover"
"f9437e6b-3b86-5227-9671-8fd136c93738","","work-in-progress","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam"
"7b1ddb05-bbb2-52e3-be01-5faeb69fc319","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","HD12"
"b798a916-85fd-51ee-9bd9-95d282d36617","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","HD16"
"8c0e2b14-da2c-54db-af5d-d0b854cd690a","","work-in-progress","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","300 Cs"
"5041284f-6c18-5baf-b05f-1f94f3d71c8d","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","SE72 Mesh"
"042d713e-9053-5171-8a71-974d0afb5a9f","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","R16 installed in pile"
"8089217f-1bee-51c6-a547-118c274ec15f","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","Concrete Cover"
"cbdbb824-097a-5453-86fa-bb729a2da448","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Ramp Beam","Paint Pile End Cap"
"57f04459-58ae-552d-a0a5-30dbf4c9c158","","pass","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Stairs Beam"
"86470e25-a499-5e82-9051-39e26f2bd5c9","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Stairs Beam","HD16"
"085062d6-345e-541a-af53-82df4fc67e77","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Stairs Beam","R10 - 250"
"02f0c079-9d6a-5e35-98bb-f784ebde225f","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Stairs Beam","R16 installed in pile"
"6344bd2f-266b-5956-bc13-80dfc1ff88b9","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Stairs Beam","Concrete Cover"
"a80f8bca-2818-5b14-a800-b97eaf18ac67","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","Stairs Beam","Paint Pile End Caps"
"e62c3e6c-4ce7-532e-a30c-54c7a74d1ab1","","not-started","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","WCC - Pre Foundation Inspection"
"a8abc5ee-4832-53cf-92d1-0fb1bc8e5a60","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Foundations/Footings","Foundations/Footings Checklist","WCC - Pre Foundation Inspection","Inspection completed"
"a5a9b006-b5ce-4ebb-919e-8e0349c8c2c6","","pass","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Block Wall"
"052f3b00-0fab-436c-a6f0-d2caddf3970f","","pass","Firth 20 Series Block Checklist","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Block Wall","Firth 20 Series Block Checklist"
"abc39bcc-9e36-5b70-a771-9072ec759d54","","pass","Firth 20 Series Block Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Block Wall","Firth 20 Series Block Checklist","Details"
"6366f66b-00c7-5511-8354-b9cf7e7ce7ab","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Block Wall","Firth 20 Series Block Checklist","Details","Reo installed"
"8ef58d48-922d-5b5b-acc1-c0e810e4f07d","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Block Wall","Firth 20 Series Block Checklist","Details","Concrete filed Blocks"
"666d4590-7237-53f6-8b39-fd7a7a526f6f","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Block Wall","Firth 20 Series Block Checklist","Details","Capping installed"
"c92a9640-fca9-4e18-976c-d233356fdb87","","pass","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Fire Rated Sub Floor"
"80589e50-7103-417e-af73-05e62efa2569","","pass","Fire Rated Sub Floor Checklist","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Fire Rated Sub Floor","Fire Rated Sub Floor Checklist"
"b0d48825-c2f9-578b-97b8-0ee24e867e3d","","pass","Fire Rated Sub Floor Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Fire Rated Sub Floor","Fire Rated Sub Floor Checklist","Details"
"d7515a30-be36-5a0c-9612-56e5efca6062","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Fire Rated Sub Floor","Fire Rated Sub Floor Checklist","Details","Blocks to underside of Joist"
"12da3572-7e9b-5fbe-ac30-375df69544ca","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Fire Rated Sub Floor","Fire Rated Sub Floor Checklist","Details","Ryan Fire Batts installed"
"c9f40753-1f9c-445e-b411-e25755b31f83","","work-in-progress","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing"
"ef5b0828-b123-4dff-99a8-e54a030a3d2a","","work-in-progress","Sub Floor Framing Checklist","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist"
"64ec6e87-6d3c-5375-9f02-6f6c9c5883b9","","pass","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Piles"
"1807d3ef-399c-5c1a-b14e-599a236f446d","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Piles","Piles cut to height"
"11bc07ce-6458-5d43-9972-cc7677c58102","","pass","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Bearers - 190x45"
"051715f1-fc21-5ad3-a4a6-e2a1f294f82c","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Bearers - 190x45","Bearer - pile connections"
"7d913c24-8729-51ae-a2ae-c9abe81a1940","","work-in-progress","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Joists - 140x45"
"6c549a7e-a022-5807-bc39-f289a8f5524a","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Joists - 140x45","400mm Cs"
"4de3a3aa-1fc1-5015-a41c-8b4aa9cd1e3b","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Joists - 140x45","Double Boundary Joist"
"f390cf4c-e7df-558d-80d1-c6f797fe0bab","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","Joists - 140x45","Full Depth Blocking over bearers"
"444da37f-3f10-5cfd-b288-fe702d05b2fb","","work-in-progress","","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","21mm Plywood"
"a0747e40-a3af-5c57-961f-3138795a3798","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","21mm Plywood","Correct screw Cs"
"2945b467-0930-5f46-a453-2416ed7d34f0","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","21mm Plywood","Stainless Steel Screws"
"d0a055a8-cd52-52ed-9326-294aae7db587","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Sub Floor Framing","Sub Floor Framing Checklist","21mm Plywood","Staggered sheet layout"
"e9b17466-d137-4a3b-8d98-7525ed8bb31c","","not-started","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections"
"2821a0e1-f47c-45a4-8f57-a957530a98a8","","not-started","Pile End Steel Connections Checklist","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist"
"1df54804-2095-5405-b841-96ae0d50fb4f","","not-started","Pile End Steel Connections Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details"
"5344ff41-fb23-5d10-9d6d-73b726f8ddde","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W1"
"0adf10c4-d769-5321-b64a-eef28672a4ee","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W2"
"346f7578-0690-57a0-b309-0556ca836ea6","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W3"
"04aac014-98f1-58b9-89c5-d1343da001d3","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W4"
"126fca79-0b40-5d96-9489-d6d87674b4bb","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W5"
"bf65ad8b-ff66-55b1-8755-68112c1cdfb8","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W6"
"3514ad4e-81ba-5e49-a722-c9f3f36f661a","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W7"
"414ded5c-9a84-591d-a024-c64d0ddb0930","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Pile End Steel Connections","Pile End Steel Connections Checklist","Details","Grid Line W8"
"4b0c82ec-bcbb-466e-9932-6a30195d8945","","not-started","Timber Portals","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Timber Portals"
"82058c88-a585-55ef-9eb3-7f5371c33f88","","not-started","Timber Portals:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Timber Portals","Details"
"9ca50a8f-9393-55a2-b2ec-bb7a1b9a1ed1","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Timber Portals","Details","Base connections"
"125af9fd-954a-509b-9caa-ed343c8b4994","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Timber Portals","Details","Apex connections"
"3b4659c3-8686-53dd-9986-18aa29a52081","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Timber Portals","Details","Knee Connections"
"0941606a-60d1-4376-8f51-4236a0b380a6","","not-started","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing"
"ac2d2ada-8c26-4b29-8c9e-60c7f1289b25","","not-started","Exterior Wall Framing Framing","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Framing"
"c95b4ef5-6d0e-5eea-9155-4d3d8ff1a616","","not-started","Exterior Wall Framing Framing:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Framing","Details"
"3a9a5d83-aa8f-59da-9b7d-ef80bf17763b","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Framing","Details","Correct wall size"
"8efc64fe-6a97-5de1-91da-aa11e34206be","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Framing","Details","Straight and Plumb"
"c6faaff5-9940-5ece-a0df-30a8a268834d","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Framing","Details","Correct nogging installed"
"70ebf51f-984e-5635-8806-df9b2e501464","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Framing","Details","WCC Pre Wrap inspection"
"ed313cfd-1668-45b4-87fb-994206aab54b","","not-started","Exterior Wall Framing RAB","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","RAB"
"208d2e9d-89de-5ab0-a730-76efec82b9b9","","not-started","Exterior Wall Framing RAB:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","RAB","Details"
"eafb7186-fe8c-5b1e-84c7-31f267e3f46e","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","RAB","Details","Correct size"
"936d266f-32a3-50d7-8536-6bca6fc2b2b6","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","RAB","Details","Nail centres"
"df2807d0-d627-478c-8ee0-9411aac3bfd3","","not-started","Exterior Wall Framing Building Paper","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Building Paper"
"de2f63da-8c1a-56a4-9a89-2d2bd0b2e9b0","","not-started","Exterior Wall Framing Building Paper:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Building Paper","Details"
"460a76b1-d1f3-587e-97ad-fe08d613ce6b","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Building Paper","Details","Proclima installed"
"7942ab43-b159-5a73-b86f-47d4621d333e","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Exterior Wall Framing","Building Paper","Details","Correct Laps"
"c65d7ea3-ffff-412e-8c6b-a4b5da62ce5d","","pass","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Roofing"
"27a0f258-3c7b-41cd-a337-96a720d81251","","pass","Roofing Purlins","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Purlins"
"5f6fd8e4-f507-5874-871f-53147c0b6aa8","","pass","Roofing Purlins:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Purlins","Details"
"d6036e1a-5bb5-5a0f-b873-e6805767527a","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Purlins","Details","Correct size and grade"
"29aed2d0-2c57-56ee-aba1-980780c3afd0","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Purlins","Details","Correct centres"
"dcd77aa1-c733-58ba-8202-17f9338d9513","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Purlins","Details","Outrigger connections"
"74673c3f-6e72-4fde-bc0c-d2428df0e6c4","","pass","Roofing Plywood","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Plywood"
"9ffd4af4-d6ce-5d80-a155-940fe18b0262","","pass","Roofing Plywood:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Plywood","Details"
"4ebf86a8-a19c-5965-85fd-77e55edb3349","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Plywood","Details","Correct size"
"2cb2cea2-6d55-583d-8a04-559129be4fba","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Plywood","Details","100mm fixing pattern"
"aff59dc8-417c-5252-aa51-853bd964a1e1","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Roofing","Plywood","Details","200mm fixing pattern"
"c1f7a51d-ddec-423f-9eaa-df3eda34228b","","not-started","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Skylights"
"a1d32e4c-f0e6-4b02-90e1-1fa0e7076727","","not-started","Skylights Framing","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing"
"dc68bca6-39dd-5ed2-a7f0-ec0c97c30842","","not-started","Skylights Framing:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing","Details"
"f7127c9b-e8c4-5d58-b5ac-42fe43aaab81","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing","Details","Correct size"
"730cf981-5f2b-57c7-b2f8-03e64bae8a2e","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing","Details","Correct conections"
"5260f107-b9cb-5028-9058-1d4802c70c78","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing","Details","Upstand built"
"df68586b-5f9f-5aa7-a928-edfa87b09171","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing","Details","Flashings installed"
"9070dd0d-5488-56c7-883b-9bceaf6abb83","","not-started","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Whare","Skylights","Framing","Details","Window installed"
"9e29918a-a8f6-414c-865e-8591c6712ce1","","work-in-progress","","folder","TRUE","FALSE","WHARE – BUS BAY and ENABLING","Bus bay"
"54b3defd-2f93-44f0-bd84-7e80084affa7","","pass","Site works","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Bus bay","Site works"
"8aab1af9-9ec1-5248-bd0e-b011b76e26bf","","pass","Site works:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Bus bay","Site works","Details"
"0787933e-f55e-5a38-bf05-2944ae448d84","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Bus bay","Site works","Details","Services located"
"ea1b5f74-c79a-54f7-a668-8b3d3aa73549","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Bus bay","Site works","Details","Protected trees marked out"
"4a616cfc-f37b-5d89-b2f0-b0d556cb83c6","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Bus bay","Site works","Details","Silt protection in place"
"5b5d5b49-8a01-515b-a0f7-8a1932db0359","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Bus bay","Site works","Details","Wheelwash station installed"
"f3570415-4ad6-5acc-85f0-511ef3f189fd","","pass","","checkpoint","TRUE","TRUE","WHARE – BUS BAY and ENABLING","Bus bay","Site works","Details","Scrape vegetation"
"65596b73-cc6f-4233-a026-e83c05f47f09","","work-in-progress","Precast retaining wall","checklist","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Bus bay","Pre cast retaining wall"
"692e1ac7-1af9-50dc-baf2-41a15d828fd9","","work-in-progress","Precast retaining wall:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","WHARE – BUS BAY and ENABLING","Bus bay","Pre cast retaining wall","Details"
