"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4cf5638-45b7-4c70-bf51-3c5e63380208","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"921635ad-384a-57a2-968a-e0b6ca4209e7","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"82632969-86f7-4f57-b481-e3e525a682e3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"2cfac9fb-861a-4776-af69-0f72abb5a5a4","","checklist-sectioned","pass","b4d1633d23659b113421612c76dd31fcbb3d55235db2b92c835b5f74c883a446","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"7661a612-32c5-5cdb-9954-f3365fc1dc3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail"
"3a2346fe-6630-5986-9138-b3bbefe9b1dd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Edge Detail"
"f69bb3ea-ba4b-55ab-82f8-b65f04f21d79","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Bar Projections"
"7466d9b1-4daa-5f09-8132-f146e2d710f2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Weld plate details","Weld plate detail","Cast in items"
"e6daa6e7-80df-4c1e-9a4e-1f80f34069fb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels"
"67463430-fbb3-4e31-b57f-25b9dfcea89b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels","Panels 1 - 30"
"0ab02ad1-e32b-4cb4-b385-e205b5ceb936","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"9dc5a764-f679-5491-ac30-817f4d030b36","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"0171e3c9-5179-5b0a-af99-442c63925e6b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -100","Post Pour Check","Edge Detail"
"b2ce33b9-6d76-564c-8218-a60d62bf3022","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -100","Post Pour Check","Bar Projections"
"5008fb1f-b4e6-5803-a1d2-2c9d147434f3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -100","Post Pour Check","Cast in items"
"5dea7584-c8bd-5b10-8158-37ca1d361f6e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -100","Stripping and Stacking"
"4ebe28ba-fecf-5c27-a780-55acad5a65cc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -100","Stripping and Stacking","Stripping & Stacking"
"fb721606-aff2-4b7c-a160-47858f5b90a7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101"
"8a144bd0-7193-59eb-a1fb-10e27498e343","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check"
"118ae25d-b8cd-5b45-98a1-aa4fe188d7a4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Dimensions"
"ca2b04c1-1b35-50f0-9430-8f05a159dc1f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Mould Clean"
"8ca8f99e-296f-5bd3-8e58-faddd4227df5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Mould Oiled"
"8e808ba9-d8ff-572b-9ad6-9edbc56d883e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Mould - Workmanship"
"78caa8f2-0956-5c6d-bfdb-d77b09aa2857","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Reinforcing"
"80936d68-4213-5dd5-9513-05973d3f4a55","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Cast In Items"
"5a3f49c2-e5e9-54f6-9695-3bbd2f49e6f1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Marker Position and No."
"4f4cbe80-90d9-5f4c-830f-2a99e07139a9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Pre-Pour Check","Make mould to Green Status"
"dcf7034c-bb40-5f09-a8c9-69afb55b548c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Concrete Works"
"e4505dbc-6044-5e3d-99ac-7fc519338efc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Concrete Works","Concrete Works Details"
"73d1a601-2dea-5721-bae8-a505c0737009","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Concrete Works","Wilco Sample Taken"
"38ea3b81-f569-51dc-a47f-cfb6dad6bda9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Concrete Works","Bridgeman Sample Taken"
"3bf643f2-36a7-5f08-8a2d-64eb19ea65f7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Concrete Works","Supervisor Approval"
"fcbd22d2-ff68-5a4b-992f-646653669f3f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Post Pour Check"
"7c6877cf-a767-534e-816a-d9649fd2c5ab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Post Pour Check","Edge Detail"
"726932ac-8645-5266-b8ff-1015b6858ac9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Post Pour Check","Bar Projections"
"c597b7f3-ae6a-53c9-a137-8835006a9561","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Post Pour Check","Cast in items"
"b627a37f-d820-5d7b-ac4c-00a9dc4dd931","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Stripping and Stacking"
"ce1f4018-4397-5c3d-b5ca-5fba1bea536c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -101","Stripping and Stacking","Stripping & Stacking"
"e45a0719-6002-4e2a-9910-68c712b52222","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102"
"118f72e3-5766-5dee-865b-669f6aef2d3a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check"
"bbfa62be-8fd0-5c7e-8538-938e6a308a5f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Dimensions"
"aa8e77a5-07fd-5507-99a8-58c54eab2e25","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Mould Clean"
"638e478a-8861-5db3-ab29-cba75601fe23","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Mould Oiled"
"b264d114-874b-5659-8781-cb4fcded1a96","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Mould - Workmanship"
"e18516d1-8b18-5e08-bad0-7ef5d4994c8a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Reinforcing"
"4e62c6bd-3e85-534b-8dc5-2eed0abfee40","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Cast In Items"
"289d933c-789e-5aa1-a572-e6470a5802bc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Marker Position and No."
"06fd8c80-b20a-5fb2-acb1-58de1b9a7fab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Pre-Pour Check","Make mould to Green Status"
"1711c1ff-5b5e-5d93-9986-2c44f055aafd","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Concrete Works"
"5d9c76d4-c710-5e53-9d9a-74fe5ac94127","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Concrete Works","Concrete Works Details"
"c327e16d-be3e-55f9-970f-35cbaa1821a9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Concrete Works","Wilco Sample Taken"
"a34c2faa-f734-565d-a0e2-b5d2f950131d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Concrete Works","Bridgeman Sample Taken"
"ea8acbab-abe0-577d-97f6-59182fb6066e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Concrete Works","Supervisor Approval"
"1cbb305f-4c64-5cb8-a68f-5fb2eed42dc5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Post Pour Check"
"376ae869-d258-5b59-9c4b-dc346cb861cf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Post Pour Check","Edge Detail"
"1742222f-0c30-51b4-98f0-2ff774c9ab3b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Post Pour Check","Bar Projections"
"802c89c7-ae8b-54de-94a2-2fc2e4c1fa2b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Post Pour Check","Cast in items"
"e81eb426-ac4e-511b-82ea-c53c8964bb9f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Stripping and Stacking"
"be5c8c59-085c-567b-a40b-2f5c3d74eeae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -102","Stripping and Stacking","Stripping & Stacking"
"9d94310e-6526-45bf-b2a3-7d37b8b41667","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103"
"8f4a40fa-8bee-5776-9ee7-953bd544cc80","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check"
"581f509f-87f9-5b8c-bf5b-a8fa548a4b95","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Dimensions"
"0d8cd6a3-f31b-52da-a852-83e08aac6e0f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Mould Clean"
"fb7b482b-e889-5c3b-9c8f-dc9ee11dfde4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Mould Oiled"
"1de4502b-3268-5393-b037-df8debf1f575","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Mould - Workmanship"
"7b8a8aa5-29ac-5ee5-b1d6-ab22cd87b5a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Reinforcing"
"0a1cd7f7-3494-5792-999d-e792ea8d9aef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Cast In Items"
"202297c2-eaf8-5ddf-a7b6-b613212cb772","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Marker Position and No."
"bc34135a-3db7-5ae2-bdc3-11f2c3264c64","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Pre-Pour Check","Make mould to Green Status"
"892b0557-1e49-5764-a23b-f55c870d59af","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Concrete Works"
"a75619df-0a77-5e87-b061-8205c2658824","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Concrete Works","Concrete Works Details"
"3a314e14-ba25-5f35-a501-54577d5ff76a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Concrete Works","Wilco Sample Taken"
"6f2ec4f5-30f1-59b1-ba7b-88a38f2c90e3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Concrete Works","Bridgeman Sample Taken"
"935bd38d-ea5f-5b14-8ea8-114c0b7a8be2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Concrete Works","Supervisor Approval"
"e9f74eda-ba30-52cc-91ea-e760d477a6c3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Post Pour Check"
"4ac4691d-3823-5a5f-8dad-e542cc151788","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Post Pour Check","Edge Detail"
"e024650c-ccb1-5c34-bc28-d684b4f835e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Post Pour Check","Bar Projections"
"9cf44c84-dc6f-5061-90d7-bb5d199d7236","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Post Pour Check","Cast in items"
"52d8c9ce-a303-5843-bac1-f2fc44c63bf3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Stripping and Stacking"
"6e70423f-9b46-5eb0-8dd0-44d0c135ddad","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -103","Stripping and Stacking","Stripping & Stacking"
"02da170e-0aa3-4875-aa99-a4ce2a6682b4","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104"
"52a1ffc5-7fe2-5b5b-a825-d84592654ebe","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check"
"332c8d30-87b0-5a2d-ba03-e6c7ee09af04","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Dimensions"
"484827b9-eb75-59e3-8972-db3f53481db7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Mould Clean"
"71c2eaf0-ee98-55c8-94e7-56d3a5635ff5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Mould Oiled"
"c54d1c48-4d0c-5301-bb80-ed80d5c5be9d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Mould - Workmanship"
"287ad47c-1797-5fd9-9ff4-c13d8102c368","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Reinforcing"
"041de2a4-f6ea-516f-8142-dceb08d4d6ab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Cast In Items"
"8e7c3f3f-76a4-505c-b39f-b91b5f9aa7f0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Marker Position and No."
"1deeab6b-58f9-512c-a352-d75ae64034d0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Pre-Pour Check","Make mould to Green Status"
"5c0ea758-16f1-516d-bd75-ce393830d27f","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Concrete Works"
"c2bf5f27-feff-56b0-9b1d-d6710d0bf7be","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Concrete Works","Concrete Works Details"
"02681f5c-f077-5cf4-aa35-85426ea2a62d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Concrete Works","Wilco Sample Taken"
"9ba1c65e-ab61-5537-b2ec-708a79c99267","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Concrete Works","Bridgeman Sample Taken"
"d806dd6f-8f77-5cd0-a17e-bc6f8195e1a3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Concrete Works","Supervisor Approval"
"9579cc6c-6275-5425-b9a6-acea182b9875","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Post Pour Check"
"e26b47c6-d294-5775-8041-18e9a4f26d45","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Post Pour Check","Edge Detail"
"8fda8902-bf0d-51f7-83f1-861bfee55349","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Post Pour Check","Bar Projections"
"c70b6e13-2f3f-5d26-9cbc-397a28f76bcb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Post Pour Check","Cast in items"
"7266b264-7c93-5090-84d1-a6902ee5c15b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Stripping and Stacking"
"1f7be02e-7af8-54aa-ae9f-c60342e4c15c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -104","Stripping and Stacking","Stripping & Stacking"
"bdd1c91a-31ee-4c86-beca-13c454215be7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105"
"1afc95c2-3f6c-51cc-b571-2fee1b6e9ee4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check"
"c8481093-ac6d-572c-b6f2-f72e7e888b9e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Dimensions"
"2e9f1ae5-10ea-507e-936c-6bd7b28cde5f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Mould Clean"
"812c6584-f3cc-5c23-bffd-3808fe8cfe3a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Mould Oiled"
"4bfa661e-a51f-5841-bf26-735013b37185","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Mould - Workmanship"
"03bf9b5c-0307-513a-ba4d-77a7907e59e3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Reinforcing"
"fc2eaaca-3d29-5807-ae52-b2a1c25ac300","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Cast In Items"
"a74191e3-d4cf-54a3-94a7-d99e994122fb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Marker Position and No."
"6558402a-7406-5aec-8025-6475cd947ccf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Pre-Pour Check","Make mould to Green Status"
"5c7c7b6c-aed2-5557-9b11-ef6a91a936d8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Concrete Works"
"8cf88cc4-c639-500a-8443-0f58c1d40191","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Concrete Works","Concrete Works Details"
"0feacdf7-5243-51fb-bea4-2147167d1f0e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Concrete Works","Wilco Sample Taken"
"5e5b745f-6cfe-5bca-a9d9-5df64407a95a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Concrete Works","Bridgeman Sample Taken"
"89b5e125-43d3-5f57-a712-9399e5319649","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Concrete Works","Supervisor Approval"
"fa11234c-3dc0-55d5-b6c1-b6879fbce913","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Post Pour Check"
"b55c354a-4440-5537-9a9a-cc7c4d309326","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Post Pour Check","Edge Detail"
"ad653c38-5a84-5c7d-987d-f3ad685db8a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Post Pour Check","Bar Projections"
"e0e1a00a-431e-5552-b1f1-ceb1f993fe1e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Post Pour Check","Cast in items"
"53f6dbd4-563e-5ca1-9889-6bab6509aec7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Stripping and Stacking"
"9bf47cda-e0ce-509b-8b87-b935e910bc15","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -105","Stripping and Stacking","Stripping & Stacking"
"743600ce-ab77-421e-9616-57eb52886c8f","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106"
"172f93c1-ed5e-591c-991c-fc0ceed79ce9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check"
"b9cf623d-4596-5ca1-93b8-4eb9f948a433","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Dimensions"
"d1d430e8-ddac-5028-9f49-30f8254e4dd5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Mould Clean"
"0a1081ea-82fe-5baa-aa96-6364e34c9501","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Mould Oiled"
"4cadd11e-66a3-5b6a-9d61-9f8676785461","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Mould - Workmanship"
"68ff69e2-ec40-50bf-9e56-779f863306d7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Reinforcing"
"28101d28-2991-5633-b4e9-b71c8857a8bf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Cast In Items"
"f57859b2-92e5-5175-83dd-612d881b8b9b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Marker Position and No."
"e14fa00d-2494-58da-8207-2f613803ccf9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Pre-Pour Check","Make mould to Green Status"
"77292b2c-6bcb-59c4-b996-451301dc3b0c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Concrete Works"
"32ea2e92-8655-57c1-a960-2fcbd03f057c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Concrete Works","Concrete Works Details"
"4a90be27-0026-5a94-a139-47160b94bbc3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Concrete Works","Wilco Sample Taken"
"ebd42be4-e297-50d9-8362-746b2025a1fa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Concrete Works","Bridgeman Sample Taken"
"28c57176-ee93-5575-9a89-e02f47199048","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Concrete Works","Supervisor Approval"
"a3bb7356-c720-5764-9ccc-3c1d7763b837","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Post Pour Check"
"a60f6d88-84eb-512f-b339-7732026b6412","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Post Pour Check","Edge Detail"
"e543687c-bcaf-51e3-9f57-30baa93a901c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Post Pour Check","Bar Projections"
"2d8dfd28-bc4b-5f91-addd-97fc59de7c89","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels","Panels 91 - 120","Panel -106","Post Pour Check","Cast in items"
