"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78a15e3e-20fa-4d3c-9b0f-df4056f099bb","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"61752d13-5766-5203-a82a-4290b70c10cb","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"8f1b661f-5052-4b94-8bad-6d49f694825a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"d81bd13c-5409-49cf-bffd-09a9301bc1b0","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"6d0c1363-a917-57b6-91b2-2f787ce792f4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"1f50ea1c-cfef-577f-9961-2d8213b45536","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"da8f8f9f-8655-5431-8d69-5e0f232d1474","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"2a166c60-3e09-5207-8985-ff6193cac93b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"44a3a271-4580-4335-8296-20af7937314a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"a0e4de02-b522-40a6-8202-6890318ab118","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"a51e79d6-2844-5d4b-afd9-64b0b91764af","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"5e148499-bb79-539f-abca-3d1b4eb1e455","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Pre-Pour Check","Marker Position and No."
"d6355093-0002-5569-aedf-74d9c1b010f3","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Pre-Pour Check","Make mould to Green Status"
"7865159a-0e13-52b0-9900-46d6886c2f79","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Concrete Works"
"3d4c0b18-b168-501b-95a9-0c6551456089","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Concrete Works","Concrete Works Details"
"a768f465-03ee-52bf-9716-3dc45b1b19ce","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Concrete Works","Wilco Sample Taken"
"f6ce4dd8-7f90-555c-aa2c-950e9c7f6a6c","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Concrete Works","Bridgeman Sample Taken"
"d656eff9-12c3-5eda-843e-9a40c069a880","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Concrete Works","Supervisor Approval"
"9c121352-dd8d-5a4b-81c7-fe49bcaa4001","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Post Pour Check"
"74fda30f-ed6a-5d16-a55f-5a3b94575a83","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Post Pour Check","Edge Detail"
"e08da552-2a90-59ed-82e2-a98a0c4ebd32","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Post Pour Check","Bar Projections"
"b97fb263-4cbe-5a0e-8773-0f6a4c059436","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Post Pour Check","Cast in items"
"c2bf114b-9b26-5f23-b9f8-4df0323fa8a5","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Stripping and Stacking"
"ebc0db30-88fe-5a25-9b1c-bcab9fffde34","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -74","Stripping and Stacking","Stripping & Stacking"
"84c04f63-8cc2-4702-a918-a2c0c1f875c8","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 51 - 75","Panel -75"
"ff3fa14c-6284-5a81-8060-b674a4592005","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check"
"1c8b8ded-9c48-5ed6-b252-d8ba5324ef67","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Dimensions"
"28eacea7-74ef-5cac-b3ea-3b5ddf020cad","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Mould Clean"
"00c53f77-b591-5753-b5de-602a6b8fe671","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Mould Oiled"
"38208aab-29fe-5dd3-96d2-98c216faf7e6","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Mould - Workmanship"
"20f63c07-4b1f-5073-bcbe-4e4bdebe8ac1","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Reinforcing"
"33d9d223-0e30-5f38-92e0-23598592d2bf","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Cast In Items"
"0760beac-adf9-5da2-87e7-c1f58d9f68dc","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Marker Position and No."
"d50c2b0f-e8dd-5865-a2c1-e9267950793a","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Pre-Pour Check","Make mould to Green Status"
"a887825a-e53a-5523-b61e-5a48c3fba606","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Concrete Works"
"71c8f93a-df04-5a53-9279-72af9c7e833f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Concrete Works","Concrete Works Details"
"8b4dce6e-91f7-54c7-b39d-14ec086e5852","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Concrete Works","Wilco Sample Taken"
"712c01ab-b9e6-5abc-800e-83bd802eeb9f","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Concrete Works","Bridgeman Sample Taken"
"3a28f6d0-d819-50db-aa3d-542e1ab717fd","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Concrete Works","Supervisor Approval"
"b0717e50-f757-554c-8da0-a08ca7a91cbc","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Post Pour Check"
"51ace0d2-9e86-527d-8cf4-bdd2071fba60","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Post Pour Check","Edge Detail"
"0ef25fe0-389f-54f6-b0b5-86e4c3fa480d","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Post Pour Check","Bar Projections"
"1e6b70c6-9783-5160-8a87-df2ff1b3aef7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Post Pour Check","Cast in items"
"e6921901-6c26-54c7-89f5-bef08d384d2d","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Stripping and Stacking"
"65f09559-7f0b-5877-aef7-7bf7f1dde967","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 51 - 75","Panel -75","Stripping and Stacking","Stripping & Stacking"
"22d3a428-c249-4b7b-b909-96aa51b7f5d1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 76 - 100"
"e03189c0-5d43-4f00-a4c8-a11bfbce85c7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -76"
"f885ed02-90f2-5b66-ad35-0a8033d4987a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check"
"3c83c559-07cd-559b-a383-e250f0d0de1c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Dimensions"
"cae64cca-6620-591f-b0b7-b922719a0401","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Mould Clean"
"7b60d15b-4ac9-5bed-a699-8968ffa8fc33","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Mould Oiled"
"eb1efb06-4ead-575e-94fe-dbaf8567f7df","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Mould - Workmanship"
"06afb58f-e784-572f-ae3a-d7e6c98bd4b2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Reinforcing"
"2c2fc148-e374-5b74-bd44-0375ec8b8644","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Cast In Items"
"b91f486b-68d2-558d-8b9b-3e89f8cab0ca","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Marker Position and No."
"e74d9cf8-50fd-50d9-bbe3-65b5ed871d87","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Pre-Pour Check","Make mould to Green Status"
"35681d0f-0209-5dbd-82f9-09458bdb8f5e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Concrete Works"
"97e90cfc-15f4-589f-97b4-aead9398dd0b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Concrete Works","Concrete Works Details"
"2d11bd46-0907-5417-b163-9f79cb0c35fc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Concrete Works","Wilco Sample Taken"
"d3351400-3541-53ea-9e06-f59207b1f14b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Concrete Works","Bridgeman Sample Taken"
"4f24fbd2-e15c-5f7e-b585-a8a94d0b48d0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Concrete Works","Supervisor Approval"
"10f0b811-7ac1-541f-addd-7d827e5b0880","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Post Pour Check"
"954cb395-5d07-59f9-bc96-afdd77697e42","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Post Pour Check","Edge Detail"
"d05a772c-7d06-5a20-91d1-0c8407f55e82","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Post Pour Check","Bar Projections"
"bef3fffc-339b-5c7a-b1cb-48b4d81be1d2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Post Pour Check","Cast in items"
"e528cbab-074c-5fbe-9032-c79941db4a64","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Stripping and Stacking"
"3156bbfc-717c-5a84-809e-cca809f00f1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -76","Stripping and Stacking","Stripping & Stacking"
"aa13f83f-b6ba-4094-b625-68fd726fe4e7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -77"
"07c5965f-7c1d-535e-aa8f-c07faf6a5902","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check"
"5640f8d5-36bb-583d-8dd5-a8719f07cf8a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Dimensions"
"8cc36f38-0aa3-5a19-ab68-f955c691b271","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Mould Clean"
"1207264e-7d4d-5173-8a48-3c64fe8cb335","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Mould Oiled"
"bfbd1bc3-5234-547b-9fc5-8a8495970f12","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Mould - Workmanship"
"1fb57837-ad9d-5dc8-a22e-4c51a8b5039f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Reinforcing"
"3ae8f0d1-8bfe-5f90-b0bc-cf837ce9c7bf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Cast In Items"
"59482d62-34ae-53dd-9e58-1c1e0aa70429","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Marker Position and No."
"ce794d46-b78d-51bd-8a9d-6ef008a8b085","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Pre-Pour Check","Make mould to Green Status"
"677fa4af-b658-5413-a74c-86333726ac85","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Concrete Works"
"b1e54db6-c2c4-5bd8-9800-84f8f50968fe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Concrete Works","Concrete Works Details"
"09d422ba-b3fc-5ffb-b08e-476eb9da5c0f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Concrete Works","Wilco Sample Taken"
"e6e7b8c9-22ca-5026-8af8-7733347cc04b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Concrete Works","Bridgeman Sample Taken"
"2e92433a-0605-5230-bad7-78aa448815ae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Concrete Works","Supervisor Approval"
"899a06d2-55d6-5ad5-8984-9139862e726d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Post Pour Check"
"fa87e40a-3c8b-5660-b85b-39b32b3f9033","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Post Pour Check","Edge Detail"
"f599013c-9f24-5133-90d7-499eae067c1c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Post Pour Check","Bar Projections"
"9f61456d-b32e-510b-9cd8-3fa5be60b088","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Post Pour Check","Cast in items"
"07658e67-a26f-54af-b787-eaa0868e52b8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Stripping and Stacking"
"bd4ce502-aa83-510a-8124-fa055223799a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -77","Stripping and Stacking","Stripping & Stacking"
"f78c29aa-128d-4b5b-a544-20ac34817b73","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -78"
"6021b66d-b2a2-5a10-b54b-f0bcb2927b5c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check"
"a60b38f2-4b80-5f82-86ee-837bb90d29e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Dimensions"
"34bf9c1d-1639-5ef0-85d2-116b97751111","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Mould Clean"
"c59e6ccf-0b08-59c7-b3c9-525087e57d8a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Mould Oiled"
"8bbe1fc3-c23b-589a-a60f-05acd84749e6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Mould - Workmanship"
"80c4f878-0cb1-5cde-926a-6397c9820f66","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Reinforcing"
"92375e37-20db-5058-ace7-9d5d740b61f5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Cast In Items"
"9b2b9b12-23d4-5c3e-8048-b66cb06ed725","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Marker Position and No."
"78c8a0e4-e6aa-52fa-a359-6bc3b5664b5e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Pre-Pour Check","Make mould to Green Status"
"b7be8b5f-7941-5309-b080-2a7739a1eaa6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Concrete Works"
"afc5011d-5af0-5022-b5f2-f2e4b67742ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Concrete Works","Concrete Works Details"
"dc7337b3-c0a4-5436-a26b-aec263b06c17","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Concrete Works","Wilco Sample Taken"
"746843fa-9888-583f-99f7-f03168c7cbe5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Concrete Works","Bridgeman Sample Taken"
"8ca51966-4c8f-56e5-929a-e2d5b927fcf7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Concrete Works","Supervisor Approval"
"9b4a05e9-70a1-5d75-9cc2-076e0a96bfa3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Post Pour Check"
"50bfe644-0e05-5314-9b88-de91f3ba7afe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Post Pour Check","Edge Detail"
"20d9a4a6-9da4-52e6-bf18-7160ad6a7651","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Post Pour Check","Bar Projections"
"a6c0aa85-0bab-5b15-84fa-73664caf3cb0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Post Pour Check","Cast in items"
"7fda0527-4be6-53ef-bb06-88b8a57b1231","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Stripping and Stacking"
"fd513a80-c9ff-5e92-ba1b-ba47ee16d062","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -78","Stripping and Stacking","Stripping & Stacking"
"abd4b8cb-68b8-4e33-a4d7-38e1d559d4d8","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -79"
"cd41a779-fe0b-5e8d-88ed-044087610ae2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check"
"5aa3cf18-65b5-5047-8fb3-8cdde0b2bc71","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Dimensions"
"e1892902-39f6-5a25-8231-b877dca883ab","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Mould Clean"
"c66120c8-4aa3-58a9-ad06-630010e1819f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Mould Oiled"
"73edab3d-e26d-59ac-82e0-55d05ab4dfb0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Mould - Workmanship"
"9b36b772-8c42-5a53-8d56-cdd0d55234bf","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Reinforcing"
"6f87d641-d2c4-5c79-8b0b-5e0e6c213db0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Cast In Items"
"9381ad4a-e654-5372-8275-45ebcd3488ed","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Marker Position and No."
"41c08eeb-25dc-5abd-af71-70efa0d8d20c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Pre-Pour Check","Make mould to Green Status"
"590ac337-ba68-5973-9a35-9858018ec037","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Concrete Works"
"2c2523c6-522f-58bd-a6bd-459c736eac4a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Concrete Works","Concrete Works Details"
"883b140c-bfc4-516f-920a-e681db7c882d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Concrete Works","Wilco Sample Taken"
"ffaab780-dc2f-5402-b712-784925b73cff","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Concrete Works","Bridgeman Sample Taken"
"62f76df4-7c0f-55a6-9f0d-139f34c266e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Concrete Works","Supervisor Approval"
"d66c4f7b-eb3a-52db-afd6-d049e8329863","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Post Pour Check"
"f6fbe7dc-30f0-5606-9013-e48fb065593e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Post Pour Check","Edge Detail"
"48736318-1132-579e-bfa6-c750b6be43e8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Post Pour Check","Bar Projections"
"7b714a6a-f69b-5748-b177-140295bc1ea5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Post Pour Check","Cast in items"
"c3c15812-b341-5fa4-8bfb-e541bf262f16","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Stripping and Stacking"
"9c6b2341-5426-51af-90d2-67cbf62befe7","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -79","Stripping and Stacking","Stripping & Stacking"
"99c25abb-7138-420f-a49d-1076ad4c1806","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 76 - 100","Panel -80"
"3f519e23-5103-57de-b309-d044f2991cc8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check"
"f89e3382-775a-55f1-ae29-719682bfa2fb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Dimensions"
"d13ca601-fde4-5411-baad-e564f15cdcec","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Mould Clean"
"311e98f3-0a6b-53b9-90dc-6b5116f1df8c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Mould Oiled"
"58697e34-2d1a-51d1-9d95-a5b8887da2c7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Mould - Workmanship"
"ef5e967b-89b2-5fa5-9f4b-4df8910dd30e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Reinforcing"
"9aa646b0-2be7-5eb4-90a8-1be36cff4c7a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Cast In Items"
"9899a594-de93-5713-bab4-fbc3a2260cb6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Marker Position and No."
"a429919c-620e-5b7f-b5ab-72f2adaa3a2e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Pre-Pour Check","Make mould to Green Status"
"4b9a899d-4622-50aa-b3a2-1dd67bc88c4a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Concrete Works"
"c31f8457-5d97-5bf7-af0f-05bb2ebd7526","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Concrete Works","Concrete Works Details"
"736f2e4f-9fb6-5456-b7b5-1451207cfc89","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Concrete Works","Wilco Sample Taken"
"03e67ecb-5ba0-5947-8cd6-39073e9eb4ee","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Concrete Works","Bridgeman Sample Taken"
"8647d09e-98ac-5b6d-9d62-d32c192bbf8d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Concrete Works","Supervisor Approval"
"39b77bbb-b2d2-5eba-809f-0476b7e4be36","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 76 - 100","Panel -80","Post Pour Check"
