"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5a0215d0-f423-4728-8893-8937b99f3ccf","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"3ab70b34-404a-44b1-b972-624a1d5b34a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"8e2c0b66-081d-4c08-961c-2bc2393753a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"8d0aad60-dd28-46e3-b37e-b6a0bad2a1ba","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 51","Commissioning","Commission Hot Water Generating Plant"
"99feee5e-84f0-45f7-8984-620534dcf196","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 51","Commissioning","Commission Reduced Pressure Zone Device"
"12f0c5ac-f31f-48fd-ad21-30efadad1f0d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52"
"574e74cb-3b18-4556-8893-3b292339bf39","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52","Inground Plumbing Installation"
"37b39179-5891-4ab0-a5b8-8404d719b7a8","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Inground Plumbing Installation","Authority Main to Meter Installation"
"1761524f-d62b-4364-a7b2-070f2201bbfa","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Inground Plumbing Installation","Drainage Installation (In-ground)"
"f5af6faf-1cd4-4512-9c77-c04d7867f684","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Inground Plumbing Installation","Water Service Installation (In-ground)"
"c9dd90fb-33f8-4abd-aafa-ed2a87c1d510","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"4f4b5579-13b6-4afd-9691-1a1b1803b014","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52","Rough-in Plumbing Installation"
"74363e9f-6de6-4d69-8429-b485647359d5","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Rough-in Plumbing Installation","Waste & Vent Installation"
"db2454f7-8572-4858-aa1f-4de9a23bb226","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"8359b25a-2871-419c-9baa-28e87138058a","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"484ae9ec-8c51-4d40-abef-cd891399ee26","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation"
"53cd98c5-b3fe-45d8-92d0-ac18e2d17bab","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"a4422fe8-9416-4bba-b662-fc78bab387a6","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"bb050abb-9694-45ad-9254-04f82b235992","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Shower & Tapware Installation"
"d81ae4e0-99f3-45ec-9705-50c794c3b40c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Bath & Tapware Installation"
"32d490fa-f411-4eb2-a4b6-6e0e11f7a8f7","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"675152f3-523a-41ba-9f35-0da2d0c834a1","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Washer Machine Installation"
"75da25c7-e97c-48f5-8129-a65fdbafb7f1","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"71563e8e-488c-48a9-92b4-d3b29a01e0f1","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Tundish Installation"
"7ef1aa7b-df4e-4ff7-b9a8-d35b45db17c4","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Hose Tap Installation"
"effc864e-153f-4417-b291-61587ec7db41","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Fit-off Plumbing Installation","Gas Appliance Installation"
"ba38842b-7529-44d9-9b5e-003a53b853b7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52","Hot Water Unit Installation"
"3f41c9e1-0d7a-4687-a836-c5f489fafb68","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"f25a2dfa-4840-4796-b19a-6314f5a8c5c9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52","Testing"
"75830b8e-b8e3-4956-a647-ce21a9f9f808","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Testing","Testing Drainage Pipework (Air Test)"
"21224793-936d-4b38-935a-927c3c5da979","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Testing","Testing Drainage Pipework (Water Test)"
"ba8a846a-1db7-480b-bf29-f580aea27592","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Testing","Testing Water Pipework (Water Test)"
"15e8fa7a-7122-4576-a9da-e28461cdfeb4","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Testing","Testing Gas Service (Air Test)"
"2ad81eff-9d59-4011-b37e-4e517132de77","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 52","Commissioning"
"fad5f5a0-ff74-4b03-b354-9306bd485457","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Commissioning","Commission Fixture Group"
"f2e99352-1dd9-466e-a0ea-6f051fc7fe9f","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Commissioning","Commission Hot Water Generating Plant"
"5a4ea41e-d34f-4024-8a9a-1dae7b1fb94c","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 52","Commissioning","Commission Reduced Pressure Zone Device"
"7f1fa7de-8548-42ab-ae87-64fe5c1d8203","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53"
"9f1b8907-2c33-4a0b-a565-2733512940e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53","Inground Plumbing Installation"
"6478dd0a-84c2-4744-b18e-f8006c9f1444","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Inground Plumbing Installation","Authority Main to Meter Installation"
"e986f080-8293-4aa2-8fef-a43383d2097f","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Inground Plumbing Installation","Drainage Installation (In-ground)"
"4405e73f-d8bd-4a49-a321-72102e3601e9","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Inground Plumbing Installation","Water Service Installation (In-ground)"
"14cb7ee2-e587-4b96-ba71-a3295205f36a","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"a1621133-ac01-4a45-b471-87c2053bf5a4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53","Rough-in Plumbing Installation"
"17e29e22-d500-4be8-9635-46f0e4618b72","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Rough-in Plumbing Installation","Waste & Vent Installation"
"4e1065b1-5500-4c6e-a951-142d53d1c939","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"c2b1827b-1fa3-4d48-abe2-d036c4dd0b54","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"272be6ee-851b-4955-819c-57067f973293","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation"
"91321902-060f-4b9d-8af5-8f73aba6006c","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"9f68e3ca-f5d7-4460-bd01-6d83a1758025","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"749a563c-eb37-422a-9f0a-d094584da1a0","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Shower & Tapware Installation"
"83f1bc3d-fb1b-4267-9346-b8a23d0b8f49","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Bath & Tapware Installation"
"69f1110d-6550-4751-aa1d-b36ee038ac3d","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"ff5b0ec0-8051-4210-85e4-e2fab99611c4","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Washer Machine Installation"
"993a8232-1222-4f80-a9d8-a4a973fa331d","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"5854781d-7ada-4190-b7b8-ed624acdde32","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Tundish Installation"
"8c3d2c4e-9630-41e4-bc30-f4b14ef25b5a","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Hose Tap Installation"
"db5aa2b3-792e-4b76-bb79-0dd8aec4c7f5","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Fit-off Plumbing Installation","Gas Appliance Installation"
"4edeed70-1030-49a6-af0e-470a2d64a95d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53","Hot Water Unit Installation"
"65e3b415-b82b-4434-b764-56c495c5d0dc","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"107801f6-c75f-4ac7-a93d-8ad82318e419","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53","Testing"
"65045efc-d451-4be8-a637-71fd9d321b63","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Testing","Testing Drainage Pipework (Air Test)"
"6c6cd7b7-0f44-485d-b414-f101b0094f99","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Testing","Testing Drainage Pipework (Water Test)"
"2f836f2c-02d7-4cd8-b047-87706515cb9c","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Testing","Testing Water Pipework (Water Test)"
"69373612-cad6-4e46-afbf-762eae161580","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Testing","Testing Gas Service (Air Test)"
"52733867-2902-4c03-83ac-28d762560e0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 53","Commissioning"
"81eca4d7-71e6-4c6b-aa4b-8f5c0cf63090","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Commissioning","Commission Fixture Group"
"1f8f128c-29b5-4002-8771-40523be81b39","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Commissioning","Commission Hot Water Generating Plant"
"7ef85016-b913-41b8-93d7-16f85ba0d65b","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 53","Commissioning","Commission Reduced Pressure Zone Device"
"cc2467d0-9a6e-44c1-8e3f-8c9ea450c065","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72"
"6ac48eac-8c59-4951-b259-1d38e7e07552","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72","Inground Plumbing Installation"
"70a99599-45ec-439a-911c-953c43fcaf1f","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Inground Plumbing Installation","Authority Main to Meter Installation"
"e8a1c174-9a5b-4dbe-8026-180f21b89894","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Inground Plumbing Installation","Drainage Installation (In-ground)"
"b1e93e14-f35a-4f33-b5d1-8aa7f7b083b0","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Inground Plumbing Installation","Water Service Installation (In-ground)"
"02c226f7-ed96-43ad-989c-8e9db797a7fe","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"237c9ecc-1f65-4136-af92-5ac09d729b82","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72","Rough-in Plumbing Installation"
"fc7800e1-7e2c-4d98-8ae8-295feee1c91f","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Rough-in Plumbing Installation","Waste & Vent Installation"
"b2ab9365-5688-49de-abe9-b48e759cd418","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"f158f275-192f-4cdd-ba76-1aa8031ea21c","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"74187914-01fb-42f2-a7c9-dfa2f659de46","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation"
"069b44d0-4ced-41e1-ac3b-cb25f26839c6","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"c58c5610-e85f-4667-8f0e-e745320ecbfd","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"b9cce37b-17e5-4f18-84d9-bd84e0469369","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Shower & Tapware Installation"
"a13a22d3-c006-4c5f-ad5a-6688afd5491c","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Bath & Tapware Installation"
"6a948896-5ac2-4251-92be-b12521af7daf","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"94ceb336-57b0-43b0-9999-edbc3b34cd6b","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Washer Machine Installation"
"539a4b3f-d67e-4040-8675-ca6a8020cd38","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"19fcad18-bccd-4e86-9d35-f7e341d86e8a","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Tundish Installation"
"e0ad736e-86aa-419c-a33c-4adfe356897b","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Hose Tap Installation"
"6b856ac1-0e32-4e0c-9d5c-60f246653f02","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Fit-off Plumbing Installation","Gas Appliance Installation"
"05a6545c-6b34-4567-b464-2b6c981bba11","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72","Hot Water Unit Installation"
"1fd8cfdb-2934-4893-988b-4be228582b36","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"c4b189a0-5432-4923-a4ce-b5b6bbbef0ae","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72","Testing"
"fd7ed522-c153-44c2-b130-df47507fa30b","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Testing","Testing Drainage Pipework (Air Test)"
"b416c66c-d4ae-4645-92ba-a04591b86ad2","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Testing","Testing Drainage Pipework (Water Test)"
"09ea2131-d935-4892-9ca8-9eaeea7ec9e2","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Testing","Testing Water Pipework (Water Test)"
"1533477c-a5ce-4fac-8dd7-d5d8f30d8080","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Testing","Testing Gas Service (Air Test)"
"f7bcba22-e13c-4545-bc5f-392d26a348aa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 72","Commissioning"
"781becef-44b3-46ac-a200-5ced3c802115","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Commissioning","Commission Fixture Group"
"ed3254f0-d5d4-42cd-b11f-398ee247de83","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Commissioning","Commission Hot Water Generating Plant"
"86e1acc8-caf3-487d-9acf-2c281f89d657","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 72","Commissioning","Commission Reduced Pressure Zone Device"
"c7f9bc8a-0738-49d9-81d2-9234cf6b8ebb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73"
"1cea4303-605c-4558-8c51-3181aeeb2cb8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73","Inground Plumbing Installation"
"ba8054e9-8f14-450d-b26f-170249031507","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Inground Plumbing Installation","Authority Main to Meter Installation"
"99e0e0aa-e328-4735-b883-f9335742ba3f","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Inground Plumbing Installation","Drainage Installation (In-ground)"
"1de0f3c9-7e93-4e41-b22a-13aa5c07360e","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Inground Plumbing Installation","Water Service Installation (In-ground)"
"85657c77-380c-406b-b8d1-7a76aed8f006","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"cf3579fc-d8f3-4b6e-9597-bc74d80a7df1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73","Rough-in Plumbing Installation"
"2de1c6a1-7d42-4346-baa4-1738c2531e6d","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Rough-in Plumbing Installation","Waste & Vent Installation"
"3b4f76f3-ab62-423c-b4bb-d23c621505a7","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"21a5985d-40ec-4cc6-bd9e-fac39c187f67","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"a5a51491-eb58-4f08-96ae-aa60deb2a69e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation"
"bd1d5ae6-8e2c-4974-876a-78693d8cc9ce","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"9cf96889-3059-41e1-8afd-42956492f2d2","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"c8e99e7c-ae91-4887-bffd-cec6ee44fa1e","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Shower & Tapware Installation"
"e7b8a40c-5b31-4f19-a068-e5b96c37749d","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Bath & Tapware Installation"
"893ccba9-2d15-4369-aa51-282f10c81bd0","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"b0f60551-6ad6-4f54-87c2-533ca2c27547","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Washer Machine Installation"
"ec803c33-72d4-41b5-86c5-e3443bdb1da4","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"c096d53d-1229-4af3-9ee5-5ba2de41d733","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Tundish Installation"
"0febf132-d0c9-4dd3-94dd-9257d0474425","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Hose Tap Installation"
"5c136dfe-0952-4a96-acb0-beb674cee71c","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Fit-off Plumbing Installation","Gas Appliance Installation"
"d9c8e18a-21c0-4f8b-a922-30ab7e6bf2e0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73","Hot Water Unit Installation"
"8ce9ee46-4a14-4438-850d-752b198d9749","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"cc62bb91-e707-4304-842d-6a4d5be01307","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73","Testing"
"d15dad5e-f9a9-4c20-b03a-1a37403ac62c","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Testing","Testing Drainage Pipework (Air Test)"
"7660ab62-4ded-4da0-b4ca-c247696d775b","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Testing","Testing Drainage Pipework (Water Test)"
"1b48e014-3655-4786-9d22-cdd97edc0341","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Testing","Testing Water Pipework (Water Test)"
"af146e29-309d-4bac-9ae6-14171efd7473","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Testing","Testing Gas Service (Air Test)"
"a5346a1b-9b6f-46b6-a39c-a57f132c1d65","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 2","Lot 73","Commissioning"
"1eede297-c1d8-44e5-aaf6-3286e3af2b2b","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Commissioning","Commission Fixture Group"
"ae252e84-74b4-4fe2-914e-00e3b2bfcf7e","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 2","Lot 73","Commissioning","Commission Hot Water Generating Plant"
