"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"625c89c8-21d9-4d78-811d-dcbf3187fc14","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA"
"d4d5ccac-32c7-464f-bba3-97ed7c63ae41","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards"
"5d674ddc-2ba7-4799-a702-e0f3fe113891","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards"
"047ea102-e341-49c5-bce8-0fb8b9de725b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards","SMSB-1"
"a69d701d-a0de-450c-a0ea-1124187c3acb","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001"
"79209801-021d-47c4-a41a-933a4239c9b3","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Rough-In"
"8e45e72e-0b1c-40dd-ac74-58eada2ee93b","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Cable Support"
"02e69e79-b3b4-4f01-bad1-991c501da872","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Conduit"
"cc8bc7e7-5c0a-4813-8a37-67090d261da0","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Fire Sealing"
"030ffb4f-e4b3-4795-b27a-c95ca31b1a55","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Equipotential Bonding"
"530c05ea-b745-41bf-ae92-9e8b78cbda63","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Fit-Off"
"7f99b233-5815-40c9-8c10-6f19e04c8421","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.001","Final Installation Test Sheet"
"fed834ea-0981-48bc-bd77-03667585ca78","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003"
"c911f444-5413-41d6-957b-ea140f18f618","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Rough-In"
"8cbc7d90-9d21-4595-a409-b84648056f89","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Cable Support"
"48d93ed1-b037-4e3f-93f7-0861352e68a8","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Conduit"
"44c1f6a3-0bca-4ad7-a7df-b738cda9f7de","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Fire Sealing"
"59a1dd6f-8774-42d6-b51f-891da9c043fe","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Equipotential Bonding"
"4ec4b02a-37f8-445a-adbe-c723972a4690","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Fit-Off"
"41b87671-f153-4544-a0c5-bc748eb4ecff","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.003","Final Installation Test Sheet"
"177886cf-ec68-47cd-91ad-cad966e2ada3","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002"
"f614dc4f-1817-457a-8e3b-9172802fb8c8","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Rough-In"
"5c20a330-e98c-4b76-a5f3-bc9410963aeb","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Cable Support"
"ba02decb-d874-48f3-896c-cb1516c00f61","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Conduit"
"0558bc72-95bf-44c8-8b5f-144559d25e88","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Fire Sealing"
"3ac37818-a7cc-44b2-8666-e36bed601ad4","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Equipotential Bonding"
"d5a0dbd8-8ad1-4edb-b21f-9848dc5d48e8","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Fit-Off"
"dc203b93-a3d5-4477-a968-8c077e645540","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.002","Final Installation Test Sheet"
"b4809a03-a3af-42a6-aae5-362ca971bb9a","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004"
"5163c080-62f5-4ccc-9df7-65d0bf7434d7","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Rough-In"
"9a375618-6a1d-4739-ade4-81cc29f8d78e","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Cable Support"
"d40ef18b-81bc-4faa-a64f-1e39b3dbb9c2","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Conduit"
"92d36dac-0d83-4ecb-af9b-a9cc7121ee88","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Fire Sealing"
"e140f075-58a0-4dd5-85b2-4be7aaa9c368","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Equipotential Bonding"
"a69cba24-ba15-4c64-922f-5b393c109f1e","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Fit-Off"
"ddffe5fa-769a-423a-881a-3bd6e41230ea","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.004","Final Installation Test Sheet"
"91b75e80-3aae-4754-a01a-0aa195f5cca2","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005"
"4faf9c49-2853-4012-9631-ce59816e54a5","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Rough-In"
"f9bd195d-b039-47e8-a7a6-704272ed29e4","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Cable Support"
"42262fbc-4ee5-4d88-962a-a2ed53275f69","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Conduit"
"b933fd65-0cfb-41ed-92d0-eba060ce2b50","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Fire Sealing"
"d475c44f-1ce8-4b06-9b6c-6df9350b60bb","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Equipotential Bonding"
"637feccf-88cc-4204-8254-8a909c07d2a1","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Fit-Off"
"b16e0fdb-8357-4ec5-be46-66192375f589","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.005","Final Installation Test Sheet"
"156bc09c-dadf-402f-87be-3a5818460850","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007"
"cd25b35b-4181-4f24-89be-957f5281804c","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Rough-In"
"9e2d70a3-f4aa-46db-8cf5-e597cf345fa0","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Cable Support"
"37361ced-012c-486c-a9ca-4ccfab5098c4","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Conduit"
"e3a0438a-512e-4ff8-8c7d-3ba2ce8d7f94","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Fire Sealing"
"243722b3-0101-4e9f-908c-64dc4185fe3c","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Equipotential Bonding"
"272f9ca0-b7bb-4a6c-9685-b3b87f89b4e8","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Fit-Off"
"398d584e-a741-442b-9b0d-373452cecd69","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.007","Final Installation Test Sheet"
"64a4d493-98da-422c-99a9-220568ff4704","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006"
"883fbd59-2fbd-4112-93e0-9545f8720a89","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Rough-In"
"cab90517-ea01-4d57-8703-71bb48f07635","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Cable Support"
"1e6f8a82-8cd7-42a4-8be0-48f01ab4a41e","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Conduit"
"923bf46e-f3fa-4258-ab42-7dd4230a6426","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Fire Sealing"
"6f28dc5b-89d0-41ea-b159-e8e00e38ed2f","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Equipotential Bonding"
"4026376d-588f-453b-9da4-19be62ec61f6","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Fit-Off"
"b84a9ed6-bf24-4afe-beac-b2bce2916325","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.006","Final Installation Test Sheet"
"660eaea2-b1c6-43b5-a994-59f23b29f3a1","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008"
"f4ff2f67-8423-469a-91d4-107e373338ca","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Rough-In"
"85a7ed7e-c3ee-45e7-8158-757f2720558c","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Cable Support"
"ad7c56da-9bb4-4edc-8ff0-665624ce92cf","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Conduit"
"1393a851-0cde-4914-a19b-5e9aa15931bf","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Fire Sealing"
"d284aeaf-6c23-4224-bad8-b26a6f53a2a1","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Equipotential Bonding"
"2521040c-4d39-4ac9-92d5-ebfaabf437fe","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Fit-Off"
"34734966-ba83-4bb1-b4c2-55e50fa794c7","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","2 BR - 2.1.008","Final Installation Test Sheet"
"ae3a75e7-6d89-4190-9c06-8e06cfd8db70","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009"
"7c096631-12b1-46c4-a6cc-6ef30c1c5738","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Rough-In"
"7c675a79-b9ce-4b0d-bce8-00a11b2e6320","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Cable Support"
"2cfea2d0-5c9c-4c9e-902a-11d785c9f54d","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Conduit"
"8685a712-d7cf-4cdc-b396-41421a132722","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Fire Sealing"
"d03a0967-2725-427a-b258-e36e31f49e9b","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Equipotential Bonding"
"8d222e98-320f-405e-a55c-910c873baa80","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Fit-Off"
"fc57c79a-c168-4dbe-b589-cd1a9bf2d54c","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.009","Final Installation Test Sheet"
"b83202ce-c7bb-4ce6-91d8-b938789b9ce9","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011"
"f97cf819-10c9-4883-918c-22e0c83fb9dd","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Rough-In"
"47f6458a-ba0f-4aa9-8568-f1d13bf22fb0","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Cable Support"
"ef542631-363f-41d0-9a74-05e66cd32285","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Conduit"
"0e9d2f1e-667d-4296-9e31-cb0a069f6474","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Fire Sealing"
"549ef796-e46f-4cf6-8bd1-3e17106e9d4c","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Equipotential Bonding"
"b22d3d95-18cd-463a-a6e1-7d590d206b04","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Fit-Off"
"25db23b2-c7d5-4876-a016-71d0deff0b30","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","4 BR - 2.1.011","Final Installation Test Sheet"
"9da1cbe4-bec3-4e33-b7fe-5a49ad2f7d4f","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010"
"89fa5f55-989d-4f4c-8d1b-f989df538aa2","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Rough-In"
"eec9a75a-9e65-4b58-aee5-36dff12775a0","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Cable Support"
"f3203de5-5d65-412b-8dc0-d4247021137d","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Conduit"
"06889ac4-956c-4746-b607-d05e7acc7744","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Fire Sealing"
"e1332f57-f33a-4ef3-8f18-52315a00d67a","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Equipotential Bonding"
"0ce946c5-ad81-4820-bd60-6dd2ad4414f2","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Fit-Off"
"ef95680d-f0df-48f8-8b2a-05e38994f33c","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.010","Final Installation Test Sheet"
"5350b8ab-7762-41c8-84d4-7c9639454101","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013"
"6fca023a-be14-4dca-94f4-dddafac5cd99","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Rough-In"
"fe70644c-af04-4c47-8b26-fd21921e9286","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Cable Support"
"6b7f5881-3b37-4ee1-8a1a-06a8f306030d","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Conduit"
"499ffe83-6ece-4b39-8a91-517cb6cb6a18","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Fire Sealing"
"30208af1-1d0d-4750-a7d0-2d9953eead61","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Equipotential Bonding"
"f9f5d19e-3baf-4801-b6af-8685e129364c","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Fit-Off"
"ccbfe0d7-c982-4dff-a23f-9390c0016d6b","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.013","Final Installation Test Sheet"
"19afb5fc-1b7d-4336-8c2c-fdbd449932b2","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015"
"6bee65b2-2515-446a-a159-b6245a051d22","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Rough-In"
"acf491d8-6e57-4d50-a4ba-c39ce092df6c","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Cable Support"
"8c806923-609f-4e9b-ad87-5688558bb8ab","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Conduit"
"1ff00802-a075-42d0-9104-1f6662fb4b19","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Fire Sealing"
"d4dda129-30ee-46d0-9014-c0ff33727062","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Equipotential Bonding"
"9ce75476-ec07-49ac-8215-bca4013194e3","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Fit-Off"
"231bf97a-f1b9-4d76-90d4-a8846ecc3093","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","1 BR-SP - 2.1.015","Final Installation Test Sheet"
"1ac55f92-cddd-4959-8b2e-c903f2d8f8c3","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.014"
"699e2043-4078-4c8d-a676-e1940e9a95e2","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 02","Central Zone - Pallative","ENS - 2.1.014","Rough-In"
