"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da115af4-b8d4-40ea-8310-0718e3f0e0fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction"
"e136990f-ac23-4e4f-a9bd-041e9b0208e9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction","STAGE 1"
"c5bb3ace-35a9-49bc-bd42-219840b130d7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Construction","STAGE 1","ZONE 1B"
"9e40f3e3-4fa8-4cba-9dce-c4fcce3efec6","","folder-normal","not-started","","step","TRUE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing"
"225ec078-5aff-4c3c-a690-9431185e2a6f","","checklist-sectioned","not-started","SYM-ITP-003 - Asphalt Placement 1 (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1B-1 (REGULATION LAYER)"
"9d02b2eb-7fc5-52a7-95ff-c3c5e29add8d","","checkpoint-group","not-started","","","FALSE","FALSE","Construction","STAGE 1","ZONE 1B","3) ITP-003 - Asphalt & Sealing","SYM-PURL-ASP-1B-1 (REGULATION LAYER)","1.0 Pre-start activities"
"8c3e21f9-1c9b-5ba2-b732-bc5802be310d","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","Request Sign Off"
"0359e8e1-ce30-58a2-bc8d-686694591acb","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","• Is the Pipes free of defects and to drawing dimensions?"
"f8280769-1088-596a-92f0-71ab4ceb47b8","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","Request Sign Off"
"d236a604-797a-5f2b-84c8-a70a01bcbf4e","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","• Have proposed precast Covers, Grates, Lids and Pits been approved for use?"
"e26135d8-c289-51ee-a7cd-0a358a40a2d0","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","Request Sign Off"
"0e687b5f-4e3c-5cd5-a005-558c87eb0127","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","• Is material free from perishable matter and lumps?"
"bf7d2e0c-97e0-51d9-b7ec-00014cfaf4fc","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","Request Sign Off"
"7d1f415a-e244-570a-82a8-511bb185d1b1","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","• Pipe/Box Culver/PIT Size & Class"
"5471f60c-1dcb-50e2-a33b-384dc6386b1c","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","1.0 Pre-start activities","• Stage/Zone"
"9d764955-13de-50ca-b229-c872b630eecc","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","2.0 Excavation"
"fb8b09bc-4614-5191-af41-d6c1de4d020b","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","2.0 Excavation","• Is the trench clearance width between 300mm to 600mm?"
"e8f661a0-e6be-5731-9296-61fa47c91684","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","2.0 Excavation","Request Sign Off"
"d15c2294-3321-5313-b65f-9792cc5a446f","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","2.0 Excavation","• Is the pit excavation not less than 400mm from external pit wall to side of excavation?"
"97f83898-7640-5883-91a5-256d31cb0acf","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","2.0 Excavation","Request Sign Off"
"c80e0e05-e4e9-51ab-82b4-1e0da2150d1f","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding"
"318fe76c-d770-5684-8382-c61bf7b672ab","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding","• Is the Pipe Diameter less than 1500mm? If so, has 100mm of bedding been placed?"
"9c31a961-aef9-53d2-8c7b-9fa98acb57ad","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding","Request Sign Off"
"b9f24e14-015d-542a-b3b9-f358ce02a8f7","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding","• Has bedding been placed and compacted to a thickness not less than 80mm on clay foundation?"
"f5cdd7ed-d5cf-52f6-bb8e-d0d75ed2b050","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding","Request Sign Off"
"6c367dae-2042-55d4-bf4b-188581c45bf5","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding","• Has bedding been compacted to refusal?"
"959f6d10-4ae2-5d50-a6bf-5a1776b38023","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","3.0 Bedding","Request Sign Off"
"f0338b8a-004e-5c48-b26e-4a2d472b3cdb","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0"
"5808dee1-1ed8-5500-bdc7-4e4eece4494e","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","• Are pipes being laid from downstream end?"
"47ec96e1-3e45-57cb-b678-fe60aa54302c","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","Request Sign Off"
"01731d6b-47f4-51a0-b255-268f824e9e05","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","• Have pre-cast pits been installed at the correct location and to the dimensions shown on the drawings?"
"181407a3-b091-51a7-9888-befac8f240e8","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","Request Sign Off"
"f3663db5-35cf-52d7-8485-3308b6cb87ed","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","• Have pits greater than 1.0 meter been fitted with step irons?"
"67f519af-7a30-5291-8388-231eb1c6ab9f","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","• Has the drainage pit floors been smoothly shaped from the inlets to the outlet for a height of one third of the diameter of the outlet pipe with cementitious mortar?"
"56a9d043-dffe-5922-8f8a-9744e8984738","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","• Has the joints between drainage pits, access chambers and pipes shall be made watertight using a cementitious mortar?"
"7f552334-e4ff-53f5-8478-dd5fc0be3908","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","Request Sign Off"
"a176eee7-86c7-5265-8ee5-cc59fe21ed4c","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","Are rubber rings to be used on rubber ring joint pipes clean and free of debris?"
"c387caf8-bd33-5b2b-b6b1-76c6800f0a77","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","Request Sign Off"
"e0dfeb08-9a24-5cdb-90b0-b4177658cddc","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","4.0","• Fitting of Covers"
"e3f7d87c-52fa-5aec-a2fa-76ce593df30d","","checkpoint-group","not-applicable","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","5.0 Installation of Box Culverts"
"ab2f25cc-034f-5e6a-a2d1-d3d97d8c35dc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","5.0 Installation of Box Culverts","• Have consecutive sections of box culverts been firmly butted together?"
"21f07797-84b7-53b6-ba75-0a72d4947126","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","5.0 Installation of Box Culverts","Request Sign Off"
"49651520-bbda-5972-acc5-6c724ac7fdd7","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling"
"938bb8ea-7879-5744-82ba-da629846af2e","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","• Has the haunch zone been extended from top of bedding layer to 1/3 pipe diameter? Haunch zone material to be same as bedding layer. Haunch zone to be compacted to refusal in max 150mm layer."
"5d8bde0b-06d6-5771-b500-5684e68d9170","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","Request Sign Off"
"b52ed6d1-f08a-5ab6-8e63-6477bf4592a4","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","• Has the pit been backfilled in layers not exceeding 300mm? Pit backfill to be compacted to refusal using hand held equipment."
"f158552d-f961-5929-9aca-eb5dbae393e7","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","Request Sign Off"
"7663b58e-7539-5fee-b9a4-2392b3bdccb1","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","• Has the pipe been laid with adequate fall and invert levels within ±10mm of design?"
"12846a67-7ba8-5527-a08f-23e5f778915f","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","Request Sign Off"
"ab711111-bb08-5e94-a834-ceb68da19543","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","• Has a total of 3 compaction tests taken place, per lot, inclusive of pit compaction, achieving 97% compaction?"
"d518a4af-d9f9-5f04-a2ff-4cb23f5c70cd","","holdpoint","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","Request Sign Off"
"ced0e502-5fc5-5b0b-9d61-a854a6ab0558","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","• Have all storm water lines been inspected by CCTV and found to be free of defects prior to placement of pavement?"
"9bb04b3b-58d6-59e0-b57c-0227983d0158","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-4 (300mm RCP to PV-7.3)","6.0 Backfilling","Request Sign Off"
"45e0b5c0-8a37-4c57-9f87-2d52138e1274","","checklist-sectioned","pass","SYM-ITP-006 - Stormwater (Rev A)","checklist","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)"
"72378cc4-224d-54d2-9416-ef4d375bd86b","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities"
"92060daa-d765-55bb-81c0-bda9760adedc","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Are the drawings, complete & current?"
"95a69fb2-58dc-5d06-82c9-dcc320f4947d","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","Request Sign Off"
"97e35322-a425-5c74-8f3b-ba5d913430a1","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Lot shall be defined from pit to pit (or endwall, where applicable)."
"e18e2a4a-e99a-561a-b1da-6de8967e29e8","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","Request Sign Off"
"b2e2f771-6cc0-599a-93df-9498fadfae64","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Is the Box Culvert free of defects and to drawing dimensions?"
"c037c0f6-f65f-51e9-b442-ad8f97b2827b","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","Request Sign Off"
"b9377459-c0c2-563b-b34e-5e02c11af068","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Is the Pipes free of defects and to drawing dimensions?"
"ad9e28db-7457-5782-91b1-2432e469f849","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","Request Sign Off"
"db205d6c-6d75-5a80-abfe-cf459d565698","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Have proposed precast Covers, Grates, Lids and Pits been approved for use?"
"1cbe44ab-7756-5d46-bff9-9dc5b12416e8","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","Request Sign Off"
"6e9e524b-2f7c-5b9e-9567-ebac22ec81c2","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Is material free from perishable matter and lumps?"
"12ad9291-bff2-5418-a20d-f18f37157e36","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","Request Sign Off"
"58af0ba8-ef38-5fb9-9c9b-c2d83f5e5656","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Pipe/Box Culver/PIT Size & Class"
"2c001a53-c4aa-59fe-aa97-d9a7f6f92892","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","1.0 Pre-start activities","• Stage/Zone"
"c350c967-ad2c-5d96-9b0f-aa1528081095","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","2.0 Excavation"
"7f5ae194-1a18-554a-a8fb-5d5c50b86f30","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","2.0 Excavation","• Is the trench clearance width between 300mm to 600mm?"
"5761dc10-9ec3-5c36-93e5-e07fd76a7549","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","2.0 Excavation","Request Sign Off"
"e8b4dc27-3a2d-5bc3-b026-c8e6b75fa956","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","2.0 Excavation","• Is the pit excavation not less than 400mm from external pit wall to side of excavation?"
"13626f91-cc89-55ec-bda7-517fea166cd8","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","2.0 Excavation","Request Sign Off"
"3ff3de16-f327-5321-b39e-52bbec074273","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding"
"401530ca-aee1-54a3-a416-5380c8894993","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding","• Is the Pipe Diameter less than 1500mm? If so, has 100mm of bedding been placed?"
"6ff6dde6-52f5-5f0e-b789-0f91072cd0d5","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding","Request Sign Off"
"285d584d-ab4a-56d4-b490-eb42607af97d","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding","• Has bedding been placed and compacted to a thickness not less than 80mm on clay foundation?"
"9e786334-9b35-56d6-8fc5-0405d75898ff","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding","Request Sign Off"
"68bb8a4d-4b2d-56bb-9d56-4fcc33077752","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding","• Has bedding been compacted to refusal?"
"e60da030-acf8-5e7f-a961-ef708355f7a8","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","3.0 Bedding","Request Sign Off"
"cc1d9338-5ad8-5832-98e9-622930e1b6e6","","checkpoint-group","pass","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0"
"eeb3eb80-700d-51af-bb75-75a332557274","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","• Are pipes being laid from downstream end?"
"da541b10-6870-5362-9cd7-b7c6d8576f5b","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","Request Sign Off"
"f90a4ed7-21b5-5940-b295-1f9e57be991d","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","• Have pre-cast pits been installed at the correct location and to the dimensions shown on the drawings?"
"50043eee-7172-59fc-9606-a3169abd77ec","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","Request Sign Off"
"b73b5a40-84bb-5c9b-9364-55b34075a3bc","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","• Have pits greater than 1.0 meter been fitted with step irons?"
"95133175-befb-5bcb-bfef-e1057da5d755","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","• Has the drainage pit floors been smoothly shaped from the inlets to the outlet for a height of one third of the diameter of the outlet pipe with cementitious mortar?"
"04d9ccfc-78bb-5f36-b24e-3438040fc68d","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","• Has the joints between drainage pits, access chambers and pipes shall be made watertight using a cementitious mortar?"
"c3fdcd12-e81e-5e3a-86d6-0666d20a9cd7","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","Request Sign Off"
"bae1ea7f-3772-51bb-8c23-0538622b7ece","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","Are rubber rings to be used on rubber ring joint pipes clean and free of debris?"
"157c5107-dff0-58e1-9f5d-953b63f2d6da","","holdpoint","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","Request Sign Off"
"f991f438-21e1-5b5f-823c-d4da26020976","","checkpoint-status","pass","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","4.0","• Fitting of Covers"
"d62b6b48-9acc-5f13-8bd2-6cd77a1ac17f","","checkpoint-group","not-applicable","","","FALSE","FALSE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","5.0 Installation of Box Culverts"
"1f4ff42c-ccb3-591a-bd9d-d1ec3c767480","","checkpoint-status","not-applicable","","","TRUE","TRUE","Construction","STAGE 2.1","Zone 6B","6) ITP-006 - Stormwater Works","SYM-PURL-SWD-6B-5 (300mm RCP to PV-7.3.1)","5.0 Installation of Box Culverts","• Have consecutive sections of box culverts been firmly butted together?"
