"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27620973-575d-48b5-81f1-cd5e5a7dfe3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"a8b76dfc-9074-4448-b2a3-40d9ae7ea995","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge"
"763e381f-9dcf-4baf-869d-9081cf5ca916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3"
"28e39c01-93d7-42cc-a38f-3101ec7f94e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3","Wet Fire"
"28bc6305-f0a7-4cce-9d19-4a65aa56e365","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off"
"acf941c5-ecae-50ee-a0e0-cbae6fd57ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"20798614-f69f-5ac0-b3f0-58135b5c6bad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"b818f42c-a3cd-5972-bb22-3c9511401844","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"79046a63-c4fd-550d-918f-123eb83014b5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"d35cce1b-5b3f-5a47-9f07-742e80486672","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"3b90aca1-4f85-5ae5-ab43-63bdeb26e6ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"7a1a1672-c5c3-5252-abd7-2ec53a6aa902","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"57355a83-ad5e-5119-9dd4-c3f6e8bcf7d9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"11e8ad1f-7a58-4d95-b352-6460d9097278","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Pressure Test Checklist"
"b436418e-469e-5adb-8eb5-d66afd6520c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Pressure Test Checklist","Test Details & Results"
"35102a77-4eac-53de-9d26-079df08e7242","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"c940b837-754a-4ce3-9c04-827985896870","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire"
"330d4923-6bf8-49cb-a29c-1d0fde14412b","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off"
"0a236663-44b5-5381-a2a9-804fe105a435","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"c2d691fb-1e51-59f4-9f5b-14610cdc5af3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"6c3c3634-7f06-5ee2-a0ee-08d42cbda7e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"3e2b4998-5805-510d-b8ff-7efc8259907a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"ab1d2b24-a424-5617-9307-3bafb1e35f9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"1c3d6565-eec8-5c4f-81f5-a60ca529767a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"f00db919-af62-5e69-9b65-e1c22f95dc43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"c2d076d2-4545-5ecd-bc5c-5c1d5fc2b2ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"a181ab34-4103-5367-a5f5-88ddc8c9055f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"c04f9746-1385-57ad-8a3a-5474aaa29426","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"40c54cbb-4135-573d-a879-c84e683fb101","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"1e98f429-5584-55d5-80df-ea5b421055f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"d302fd45-7f34-57ec-ae0e-db8d747d87d8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"f275d04c-51b0-58c2-ace4-734ea484794e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"591b8bcd-9223-5a2e-a8b3-4ba67e9f4e29","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"f4a5dbb6-4a10-5d05-a7de-3b2752201866","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"44a140f1-f8c4-5e4f-a377-b4f820a7575e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"949c6eed-cb81-53b1-a135-209b50a85414","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"e9b3039b-d887-53aa-bb15-6cb0c4743579","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"4acd0d42-10cd-57fb-ac6b-122b092db5c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"47d929fe-b17a-5285-9902-28a8fc9bf72a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"36f572f3-ae06-5405-a1ba-fbcbd4f08d88","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"f4c45e19-44a4-5b9c-9426-40184deed9c8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"61944786-5068-5ff1-9fe4-133821786399","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
"751925c3-daf1-5b49-bd96-84ff3e542c51","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"98aa8708-f252-5302-a47c-131bc9352c6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"4b44bb4a-ed07-5bf6-b562-3a96f7feef7f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"263df5cc-5090-52c5-8a97-57ba84f072a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"00f0da3b-910a-57d7-bbd5-8fe007d1b68e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
"3056ed4b-f0d8-5bfc-84a5-ffa0bb269641","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"73f97f4d-e44f-58a8-808e-d2e4a3065c96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"316c91d6-34b3-53ff-8e29-f910af61c4ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"538d5a25-49eb-5a57-8cd3-42b0bfdecff8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off"
"c8128310-a03e-5c12-950a-65f999dc0962","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"4717ad6a-1100-457e-94d1-49b8688dad89","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone B"
"4d98a829-e88f-40f0-90a5-0b712d1556e5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire"
"0e62d1ca-5fe3-48ae-ab30-b0053bbef4ab","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off"
"df17de49-fec9-5021-ab05-59360dffd22d","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"f26a6d64-3fd3-5872-8a1d-a06fcde888a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Specification reference checked"
"39715ed1-a2ba-5c10-b62b-17945e87cfd9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"45c78c4c-b865-5d58-af69-2a1bb7a01021","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Sprinklers"
"afc86a8f-6ca0-5463-a49d-3762a99b4795","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In"
"ebf56342-f4bd-536a-8d58-059bc145c32e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"e4017deb-5322-5e6b-9cdd-b328b39b352f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Hangers Location"
"3d2ef510-1038-5769-a053-3eca7f081e65","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Concealed spaces sprinker heads installed"
"9c89f0ef-d1ab-56f7-b3ce-eac7706c7839","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Outlets capped"
"789173c0-ca44-5872-a9bf-dc930536ab59","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pressure test carried out"
"2dae4fd5-0298-5c22-8683-e9811bdedc72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"8636f798-b779-50ea-885e-c9020cffe8a3","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off"
"bd4336e9-9d03-5de0-9486-5e53920219e3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Sprinkler heads fitted to final locations as per coordinated RCP"
"3a540a30-22a2-570b-818a-bfab533c7da6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Pressure test fit off"
"ac20090b-d405-5a00-a4f1-68d40edef1ad","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off"
"391841b4-65d2-566a-8c90-857335c1ae7a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off","Inspected by Independent Certifier - Signature attached below as applicable"
"41da811b-3838-4f81-87b1-d12dcd37f17f","","checklist-sectioned","not-started","ENT-006 - Hydrants & Hosereels rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off"
"59f29f3d-266d-51b5-ae16-c7b43ff46031","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start"
"0847425a-808e-5777-a27d-8367749553aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Specification reference checked"
"e900a294-e224-5dc0-a097-001e28f87cdf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Area clear, tidy and accessible"
"5dd75264-7b07-58bf-a6fe-281729a2154c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"9d7c6dc8-f8ae-5925-98fc-22702d5495c1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Hose Reels / Millcocks"
"0152fd73-fda1-51a0-813e-f39f2d268c85","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In"
"bde36be2-2947-5165-8f59-d598ace21be2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"8d97aaad-d7a5-56af-bb71-3c0ff12a88b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Hangers Location"
"56e8cca9-ca8b-5112-82fd-f780d5655754","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"572d228b-39d5-5c31-82e6-e697182edf84","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off"
"821a5e81-cbd5-5e8e-a294-be5ff28c3f6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Hose Reels (Minimum Clearances)"
"4aa258a0-2ce4-596a-aaa7-c1a8896b5dd2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Millcocks (Minimum Clearances)"
"a9e152b1-c2f6-5720-8510-86444d625af0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pressure Test"
"1dd9ff2c-deea-5e89-9efd-95181be2aa44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"f40bc72a-fd7c-5bd7-9d32-94764df91796","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"290364c1-99c1-5c5e-9c70-4cb8e3890025","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"1083c5fc-a196-542b-803c-0f5214fcdce1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"589687aa-395b-50a5-a1f3-a5147bded895","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"08af9365-cc07-52c6-a43d-86dda8efc36a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"df137a20-2f62-5b05-b34f-6ba19115d9d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"aaae8a35-58ee-40a5-af0f-cbd25c189f70","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Pressure Test Checklist"
"60ab4d92-b370-5e2c-8166-c9474e23dbf9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Pressure Test Checklist","Test Details & Results"
"6f7f4a5f-c751-5859-bca5-96aeb2da6b48","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"644479b4-7476-425c-a2d9-d2e70e3bb411","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire"
"fbc40908-6914-4022-b608-47be101e3750","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off"
"60232c82-2d74-577a-8626-bccd9ceb1618","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"70894f91-5103-5b5f-b8a6-8f9d87156d35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"496d218a-98e7-50e1-80c8-6d6f7a4dc064","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"6400d073-d198-5251-b75b-eca1b6bc7d4e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"8bbc5b80-934f-5b50-b438-78bdd38373f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"03e5bc16-0f8b-5ffe-9d73-060c1a7b17bb","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"d22ed293-21cd-59cf-abfc-da59860f77d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"79683e12-cf5f-5f8c-9684-b45146201b91","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"b4fc832f-e91e-5ee8-9211-fcc491e4e99b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"2b0f6dfe-800a-5219-b1e0-f4c23999dc00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"be55c42d-aa11-5c95-8983-6d3322fa7928","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"cbc73172-85fe-5777-a016-7ca44c3e4366","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"3b280030-a37b-5887-8464-9db2a957f928","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"d05db3a9-fa7c-5811-8310-50b199c9773b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"71d837fd-4a38-581b-8ae4-83bf096931e1","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"8c441d4c-de50-58ce-ae92-596147c7a673","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"f59f0fd3-3b54-5141-b2e9-ab88cc7663f2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"a32a3a5c-f1ba-59b4-99a5-2815aff41f49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"a4438647-d8f6-58ef-adb8-48d9dc928fba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"55bb8895-7a5e-554a-bb2f-5d8060bb2f38","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"b70f52ff-a7d7-5e84-82e7-04ae67605648","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"b3c0da3b-d5e8-5034-82fe-4e255fbf0ad4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"e411591d-c94e-5c59-8c6e-e3b7529f91bb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"3a46dd81-3a33-5e7c-bb9d-fd761672e34a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Town Square","Level 1","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
