"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"65348e06-f5cb-446a-b899-db5e274a5674","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-start","checklist-flat","FALSE","FALSE","Overall Pre-start"
"f7378309-bb8c-5f1a-9a74-d8061f3d82a9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-start","Overall Pre-start"
"41d351d1-28c0-5b2e-8124-7b634df62af8","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","System information:"
"cff59ae0-3f52-5d76-896d-b9180ac327e4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","SSP Attached"
"34b69f5f-9202-5987-be9f-4b4eb062ab1e","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Task Analysis Attached"
"2f757f5b-73f2-5480-9edf-0590a550a9ca","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-start","Relevant Drawings Attached"
"88ad302b-ea28-5d32-b832-2fef6d9620b4","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-start","Pre-Start Photos"
"60d7fabc-028b-4253-bfab-7d0599ae9cc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"9a35beb7-ef18-4516-88b8-98db53abc0f7","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems"
"88e4cd86-afcb-4999-b24b-011e344ffbf9","","folder-normal","not-started","","step","TRUE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01"
"51de5436-c487-477f-8895-d39fc1bc4d5d","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","RoofSafe Cable Systems","1No RoofSafe Cable System - Line 01","Pre-Fit Off Checklist"
"52f43d4a-bac2-5868-b6dd-fdf74859ec1a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 04 - Fall Arrest Anchors with first strop up ","Fit Off Checklist - Anchor 44","Installed as per PBI drawings supplied and manufacturer's requirements"
"71d9add9-dfde-45fd-9518-b6c21d77fa9a","","folder-normal","not-started","","step","TRUE","FALSE","QA","Anchor Points","3No AP Type 05 Abseil Anchors"
"72cca3ab-0969-4d40-92a1-5fd5fc3dd8d2","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Pre-Fit Off Checklist"
"85025589-7538-54af-b4f7-28cf132f68b2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Pre-Fit Off Checklist","Confirm structure is in accordance to the details provided"
"5e0b1366-a015-5aea-ae75-676e835004ff","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Pre-Fit Off Checklist","EMAIL PM"
"b0091112-dd99-505b-ad23-19e2c632ad96","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Pre-Fit Off Checklist","Plinths/ bases/post installed in accordance with details provided"
"f03a7e01-f667-5899-8e8c-3ed703734a10","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Pre-Fit Off Checklist","Photos taken"
"d60dcdba-a19b-41a4-978d-28f5fe1c82c5","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 39"
"7688deb2-7f11-53d4-ae29-6d2e2b9a7949","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 39","Confirm the structure is in accordance with the details supplied by PBI"
"4518bcdf-13d7-51dc-9211-111d65a59197","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 39","EMAIL PM"
"26a2cf5a-4ba2-543f-8a7f-9a9a434d404d","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 39","Required number of photo(s) taken of installed anchor(s)"
"43e9bd87-4855-5bf2-83e6-5d6b27dbc69e","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 39","Installed as per PBI drawings supplied and manufacturer's requirements"
"39a93db8-16b5-4fcf-bfaf-6b4135aa3701","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 40"
"725fa50d-0a01-5357-8a68-e0c1c61f8d72","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 40","Confirm the structure is in accordance with the details supplied by PBI"
"1f2166d7-fb2d-59a8-ad3d-eebf5e4510f1","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 40","EMAIL PM"
"22c24acd-aa13-5d53-9b6f-9fe5422e86d4","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 40","Required number of photo(s) taken of installed anchor(s)"
"c9832207-6016-58b1-be1b-926513daa2aa","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 40","Installed as per PBI drawings supplied and manufacturer's requirements"
"899749e4-8ca3-4716-9960-20f361897a99","","checklist-flat","not-started","Fit Off Checklist - Anchor","checklist-flat","FALSE","FALSE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 41"
"f7621f70-6e9a-596b-91c7-b779e27b6c65","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 41","Confirm the structure is in accordance with the details supplied by PBI"
"f67f4d72-a0fa-5414-819c-07f35cd73327","","holdpoint","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 41","EMAIL PM"
"8dfc6fb4-21f6-55aa-8c9c-648b26f7fae2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 41","Required number of photo(s) taken of installed anchor(s)"
"c2b2814d-748b-58f3-8254-92f61914eef1","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Anchor Points","3No AP Type 05 Abseil Anchors","Fit Off Checklist - Anchor 41","Installed as per PBI drawings supplied and manufacturer's requirements"
"ca2c04de-2a75-45fa-ab3a-f7d61f3f3406","","folder-normal","not-started","","step","TRUE","FALSE","QA","3No Ladder Brackets"
"720be7b7-346d-4709-b4c1-a88e70f1769e","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","3No Ladder Brackets","Pre-Fit Off Checklist - Ladder Brackets "
"fba34346-4553-5cb7-8b5e-f9b1aa3bc2dd","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Pre-Fit Off Checklist - Ladder Brackets ","Confirm structure is in accordance to the details provided"
"94ee5c97-a663-5845-9845-b26ceea47857","","holdpoint","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Pre-Fit Off Checklist - Ladder Brackets ","EMAIL PM"
"404eb7f1-a4f1-5745-9fec-4495abea4a94","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Pre-Fit Off Checklist - Ladder Brackets ","Plinths/ bases/post installed in accordance with details provided"
"6a3486cb-b15a-508e-987e-4adf72e3fa23","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Pre-Fit Off Checklist - Ladder Brackets ","Photos taken"
"fc2ce1c9-d08f-4e79-be10-7028b9d5d407","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01"
"aa37cc7f-1270-51e3-8fc9-d742d6a0cc26","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Confirm the structure is in accordance with the details supplied by PBI"
"a709f7b8-be24-56c3-995f-c22c1a700221","","holdpoint","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","EMAIL PM"
"d770e30d-650f-5d48-9ef5-054b90908d87","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Photos taken of installed item"
"7931ec7a-efee-5aba-b564-a37b8bcb02b2","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 01","Installed as per PBI drawings supplied and manufacturer's requirements"
"fb4081d2-49fc-43e5-8c9c-e157c7815a72","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02"
"9ed0d716-9da1-58f5-94ff-e566ee271036","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Confirm the structure is in accordance with the details supplied by PBI"
"5399f3a7-dea6-540c-a367-1f994d9c925c","","holdpoint","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","EMAIL PM"
"ed585d6a-0388-5d45-a964-40cbf3f8da60","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Photos taken of installed item"
"e0a9aff9-ed56-5f30-bf8c-9e99673425ef","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 02","Installed as per PBI drawings supplied and manufacturer's requirements"
"9e564ad4-1299-4018-8d8a-236c09710acf","","checklist-flat","not-started","Fit Off Checklist - Miscellaneous Item","checklist-flat","FALSE","FALSE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 03"
"49d28adf-23bc-5dde-af9e-3157ffc871b0","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 03","Confirm the structure is in accordance with the details supplied by PBI"
"08f454ec-0994-57cb-a44f-d60bef88ab23","","holdpoint","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 03","EMAIL PM"
"b675d861-6b73-5579-a393-9a6dc3ebf22a","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 03","Photos taken of installed item"
"9289ceee-35c4-50c7-aef2-063971759613","","checkpoint-status","not-started","","","TRUE","TRUE","QA","3No Ladder Brackets","Fit Off Checklist - Ladder Bracket 03","Installed as per PBI drawings supplied and manufacturer's requirements"
"1de70fc0-da8b-44cb-89e6-6d17710c530f","","checklist-flat","work-in-progress","Data Plate, Access Point (Rails and Line Systems)","checklist-flat","FALSE","FALSE","QA","Data Plate, Access Point & Carriage/Travellers"
"b2e71340-9122-5a35-bb12-d77c8d6b411f","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","Details of Data Plate"
"e9b48fa0-5fda-5968-8f23-06276a08cf37","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of Data Plate"
"4afc6d3c-9c75-5a2c-b987-663b9f5f8f2b","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","Details of Access Point"
"9bf26f31-7c06-5143-8062-3e95cd209633","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of Access Area"
"26c74650-dfd5-527a-8b5a-6e3bfd7f77f8","","checkpoint-status","work-in-progress","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","Details of Rail Carriages/Cable Travellers"
"5782f673-da3d-5ff7-bfea-0dab856bc87c","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point & Carriage/Travellers","1 photo required of carriages/travellers"
"d214bf1d-cc4a-48d3-a70c-abf5e753fd61","","folder-normal","work-in-progress","","step","TRUE","FALSE","Roof Access Requirements"
"80bb2f3f-4075-445e-8647-b2757748d38c","","checklist-flat","work-in-progress","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements"
"221927ec-21c6-5b16-80c0-94894f9ffb74","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements","Brief description of roof access requirements for Recert Team"
"f12cc31e-7df9-4847-8d9e-0ce825a936c1","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"eec33910-d105-589d-b424-e2a0b0cac2b6","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"c9e04ca9-8011-558b-a405-f17807b73745","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review to PM"
"5438b4d5-37b5-5b25-9850-da8e57c0bba7","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"d923f320-e773-5162-9092-4ea882612225","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
"6c4510ad-e9d3-5b51-9052-e929e32f3731","","holdpoint","not-started","","","TRUE","TRUE","Practical Completion","Send to PBI Admin"
