"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ba5a401f-21e2-4202-98e7-3b417073d499","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"48aeacb7-b9f6-4a88-b680-f56b01931f58","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"b50d3471-ee4f-4665-b38f-8ba4fadfad28","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"a760ac41-d0fe-4cc0-9292-2c47264dc878","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"9b4c9819-1a4c-4a19-9c1e-35cd2c4d66ae","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details"
"4d6c3075-3b5e-48d6-9787-dbd01473960e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Edge Detail"
"f70b4190-6ede-4ca8-b9c1-9aa5f94b913a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Bar Projections"
"0dc5027f-7498-461f-8973-77916b414df2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","weld plate details","Cast in items"
"7fb65d97-df39-4d7e-9d7d-dc489dc6360f","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 50"
"c56da1e8-12f4-40b4-bd95-e211208e6e85","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 50","Panel -1"
"d8ade419-7fd7-4ee0-b4d8-97d384542309","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 50","Panel -1","Pre-Pour Check"
"0dd7c1fc-9802-4835-ba21-842d453f04e1","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check"
"c2b9e13c-e0e4-4cf1-8b55-a51bf4aee1e2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Dimensions"
"7424facd-fc01-47b1-a55b-4a8370e62aa8","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Mould Clean"
"41fdb8ed-d8c7-4e52-b530-b9f0d0e96db9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Mould Oiled"
"0f9cfaf3-45fd-45d1-bffe-ff740432abdc","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Mould - Workmanship"
"d3578ecf-e21a-4847-b516-524346b304e5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Reinforcing"
"988e49a8-eb12-453e-a9f1-3d659230bb20","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Cast In Items"
"30395342-d6c1-418e-9998-f9336221b74b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Marker Position and No."
"bae8cd4e-7df8-4157-8d4e-eaa9515922ab","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Pre-Pour Check","Make mould to Green Status"
"f1eaacbf-4bae-41d1-8c88-7d4f1439e54c","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Concrete Works"
"64928543-7f00-4b0f-9732-6b8d47c39ccd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Concrete Works","Concrete Works Details"
"d69919e1-b1df-4f9a-aa4c-c7f2b3e8a960","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Concrete Works","Wilco Sample Taken"
"2205cbec-58ad-4882-8ced-e09616b82f73","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Concrete Works","Bridgeman Sample Taken"
"eea14a56-4fd5-4857-9fa7-953ba8d7fc0d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Concrete Works","Supervisor Approval"
"58be7630-a3ba-4938-a4e7-194cebb9d916","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Post Pour Check"
"3bba8cd0-8cf6-4d48-aac1-5acc0de2cc23","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Post Pour Check","Edge Detail"
"c578f22c-d976-4b2c-9efe-a64256e9458d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Post Pour Check","Bar Projections"
"bfc6bfab-fb3d-4e10-8434-837ef0cdadb5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Post Pour Check","Cast in items"
"c4efb48d-23c9-4abf-9edb-db4b9a701e0c","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Stripping and Stacking"
"362ab21e-52c3-4f3f-b58b-fe6c63fd0c2f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -144","Stripping and Stacking","Stripping & Stacking"
"c4679200-cb47-48e9-9752-2e3656ef10a1","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -145"
"30256295-6940-49eb-9cf8-378a95076861","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check"
"35c668ed-58db-4fd9-9cef-220888e4813c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Dimensions"
"ee2aa492-a2b7-469f-96c2-6a6069fef4ca","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Mould Clean"
"06df7599-f335-4072-a562-723f48f9beb2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Mould Oiled"
"ef7a7065-1844-402c-974a-2444db8b32ac","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Mould - Workmanship"
"092ae1a8-ce9d-4cf0-8fa2-69328c85bf11","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Reinforcing"
"eeb9db6c-0675-4327-b83a-cf98119e52de","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Cast In Items"
"7ab506e6-b1f6-4bd0-92d5-fea5633f11a2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Marker Position and No."
"5851147e-bbd3-443f-aff5-a3eb6105ff90","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Pre-Pour Check","Make mould to Green Status"
"c694d3b7-368c-4805-b676-e2788b086fae","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Concrete Works"
"bec6b1c5-14a0-4ada-8f3b-25672aa5115f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Concrete Works","Concrete Works Details"
"e717a580-64ed-4fdb-bdb4-db13b4813965","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Concrete Works","Wilco Sample Taken"
"5c82665f-e969-4f1a-8bde-406e99d83b84","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Concrete Works","Bridgeman Sample Taken"
"253b6174-9370-4672-ad5c-bc69ae8a49d6","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Concrete Works","Supervisor Approval"
"2baf7581-8a87-453f-b01e-e2f70852d224","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Post Pour Check"
"2cd7317d-af52-4a68-9cf4-f509df4b259e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Post Pour Check","Edge Detail"
"da6b6e28-d47d-4f84-95cf-beb776972dc7","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Post Pour Check","Bar Projections"
"721a8155-afca-4f27-8a21-6e13b5a6e661","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Post Pour Check","Cast in items"
"d8c90178-c1ce-4021-b25d-116e1b18f1d5","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Stripping and Stacking"
"29ec5c4e-7c15-4852-98da-838c4f3c4215","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -145","Stripping and Stacking","Stripping & Stacking"
"ea80bae5-a6a0-4f32-af30-51b32221ecda","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -146"
"b423ffe6-f733-4179-ae6a-8ab508932ac4","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check"
"0cfd637e-9912-4c5d-a55b-692193f6799e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Dimensions"
"02712bb3-3821-43af-a309-c5d5a69db239","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Mould Clean"
"59fe56b2-d6fe-4ef5-b674-5768bb8a5cf6","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Mould Oiled"
"77e4c8b9-a126-4891-a093-f80a9bafb208","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Mould - Workmanship"
"0df8f921-3153-464b-8f83-f3f590170dd9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Reinforcing"
"d8e50b00-7f54-4eda-a6ee-a436d6991bfd","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Cast In Items"
"1830dbdc-5e63-427b-8fcf-6e117f73b1a9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Marker Position and No."
"6105e174-f40d-4bd7-b62d-ea25844f5552","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Pre-Pour Check","Make mould to Green Status"
"0c74bb8d-4838-4e1a-91ec-31f8fb0e342f","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Concrete Works"
"fab35fe3-24c6-4a92-b54f-b84536dc4f2c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Concrete Works","Concrete Works Details"
"04fac7b1-a473-42ac-a5ba-84a72bb3ec87","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Concrete Works","Wilco Sample Taken"
"1e5db1a6-6527-4f14-96cc-778827e55f59","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Concrete Works","Bridgeman Sample Taken"
"4ad2a95b-f206-4c78-b8db-a516ff69a35e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Concrete Works","Supervisor Approval"
"c0dbd0c1-e19f-4c9e-bd5c-9daa541aa163","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Post Pour Check"
"4591cc68-2e9d-48c1-85f6-58f8c1bb96de","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Post Pour Check","Edge Detail"
"e26ebb8f-9d3d-4ee0-ac85-954dda2c2e04","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Post Pour Check","Bar Projections"
"ea38240e-4979-44a8-94f4-fb35a792c714","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Post Pour Check","Cast in items"
"87150173-1a76-449b-8396-a15125115183","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Stripping and Stacking"
"46b0ce0e-348b-4c15-a1fd-37f14fd21659","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -146","Stripping and Stacking","Stripping & Stacking"
"b894cfb2-80ca-4338-9b8d-41fe81e34144","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -147"
"922fd060-24f2-4e7b-aba6-bd93f071ee6a","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check"
"1ab1f911-3905-4f8f-a73e-5bd0ba261a66","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Dimensions"
"4139f093-3fb4-44f5-a3eb-38829f7a116d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Mould Clean"
"59a04eb2-6451-4005-baed-03766009d50a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Mould Oiled"
"b843a25e-6a07-4a03-8aa6-3925dd0ca50e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Mould - Workmanship"
"e415c21e-4a7f-4bc6-b6c1-7ad0959c4b6a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Reinforcing"
"20f3b8f4-d251-4362-899a-a567be3135df","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Cast In Items"
"b86d95c8-65b5-4e45-a413-ef389f3efa1f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Marker Position and No."
"2cb4e9a8-476e-4c0b-a75d-8b29aba85f68","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Pre-Pour Check","Make mould to Green Status"
"bfe9124c-9274-40ea-80b0-ce394dc75ead","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Concrete Works"
"eb12bd80-1ce5-4bd9-8b5b-fc2e6fa28bce","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Concrete Works","Concrete Works Details"
"83aa1939-dbf3-447d-957b-2509f802a562","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Concrete Works","Wilco Sample Taken"
"3f20bf66-4b9c-4787-a6fb-3a826419c231","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Concrete Works","Bridgeman Sample Taken"
"24d5a404-b887-45da-8164-70b95f3b9f71","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Concrete Works","Supervisor Approval"
"ad4fd972-bc13-410d-9382-d4a10202f815","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Post Pour Check"
"ae7c8616-822f-415f-8fe2-c98d6c3e867a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Post Pour Check","Edge Detail"
"448d5f0d-14ba-49c2-97f1-2181fda9b240","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Post Pour Check","Bar Projections"
"8ce252bd-17c3-479e-af55-68944df578fa","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Post Pour Check","Cast in items"
"9c92ba10-7feb-4540-b318-af519ede0f85","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Stripping and Stacking"
"2b90d641-1c3a-4b62-942d-e1ec991862f7","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -147","Stripping and Stacking","Stripping & Stacking"
"e0209043-f76e-4e30-95b5-8f7b1fa951ff","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -148"
"96131efb-caa3-4022-b29d-79098639cee9","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check"
"5183fd4d-3df9-429c-9dca-393cd806d3b4","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Dimensions"
"6c90d282-a9e2-4c22-97da-a91e2ca22906","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Mould Clean"
"f47cb6ec-c00b-4b07-9d37-472b5390afcc","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Mould Oiled"
"c703dd6e-1823-4c51-a4df-0c363286e183","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Mould - Workmanship"
"c1e16511-b7c5-43a6-be9d-2f5c2e5f9352","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Reinforcing"
"80f4052c-6798-4211-b42e-407501abcb7b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Cast In Items"
"982e9573-fb97-47f6-8840-c97f2fbdce99","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Marker Position and No."
"b808ee7c-7475-4808-83a1-ad8d4d0880c3","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Pre-Pour Check","Make mould to Green Status"
"79fd6f45-132c-4974-be88-2ed7567189eb","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Concrete Works"
"f764bca8-38ee-4c67-b539-5f9a14fec347","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Concrete Works","Concrete Works Details"
"00e1a0ad-bfd5-4689-a03e-aeb7989df0d1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Concrete Works","Wilco Sample Taken"
"f5e9a6d6-c423-4bf5-bdb2-c0e06069c135","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Concrete Works","Bridgeman Sample Taken"
"faec9cad-07e0-4217-a153-75e9877c1df9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Concrete Works","Supervisor Approval"
"8f6ab98b-fd56-43d2-b31b-0858a611fdc7","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Post Pour Check"
"d67a2006-aeda-4d9f-848d-6d750f620454","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Post Pour Check","Edge Detail"
"2cbf4c74-03fd-4595-98a3-cc3eb067d721","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Post Pour Check","Bar Projections"
"6ba4a4b8-db78-458f-8599-d39f0c9c0dd5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Post Pour Check","Cast in items"
"52293e4b-3e9b-41b1-b30c-811383fcfea9","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Stripping and Stacking"
"ce9fba98-1e26-45de-b569-cf2081c2220d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -148","Stripping and Stacking","Stripping & Stacking"
"57bf3bf4-2bdc-4fd0-9bcc-290d38523941","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -149"
"11729596-1350-46f0-9171-7d4b1f6f91da","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check"
"4dcea7f1-8d7b-4022-9c2b-44cb5029d7ec","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Dimensions"
"82688582-a8ba-4102-aab0-6eb71bb6d143","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Mould Clean"
"486c73d7-5e5a-4afa-a858-dee0d4166246","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Mould Oiled"
"08e5a6d1-44cb-46e1-a012-63bd744efe64","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Mould - Workmanship"
"c1c58c0c-0db6-4663-a73f-8edb0caf706b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Reinforcing"
"a78baf16-61eb-4c2d-82c8-f82afcee25c5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Cast In Items"
"820b793e-dec7-49c5-b666-7d6b2e8d6e13","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Marker Position and No."
"29220e8e-66ce-46ca-a146-8b725055c70c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Pre-Pour Check","Make mould to Green Status"
"4f05e1ab-20bf-4cfe-b3a4-906d064c219e","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Concrete Works"
"1a43bf02-6334-41a3-9a09-aa7226b5a7e4","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Concrete Works","Concrete Works Details"
"25f02e1a-ae8e-48ea-a7af-5b81aa80db95","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Concrete Works","Wilco Sample Taken"
"e44f10f1-e5be-4446-acd9-56e73c3faf1c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Concrete Works","Bridgeman Sample Taken"
"fcb14ca2-9859-4b76-94bb-0fdf244e4d8b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Concrete Works","Supervisor Approval"
"e1e5b0e2-a005-45cc-b20b-f205cd74d6a4","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Post Pour Check"
"a926793b-d11a-4673-93a1-93771090c139","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Post Pour Check","Edge Detail"
"b564f218-819a-4206-bb05-f6eb3496e987","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Post Pour Check","Bar Projections"
"57db3155-f289-4ce2-834f-6953f80ab631","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Post Pour Check","Cast in items"
"6e8ffa3b-c143-4c28-aea0-cafaad6c35a9","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Stripping and Stacking"
"5eb55200-777c-46fe-bd8d-6474c118b6c5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -149","Stripping and Stacking","Stripping & Stacking"
"d92c30cf-a035-4c35-bb8e-16ef7335badf","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 101 - 150","Panel -150"
"8ace6073-9775-436b-9b04-b76ba07516ec","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check"
"0ea9d7d1-a14f-4c9b-9514-ef8b06605872","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check","Dimensions"
"5da5bb56-8087-4a40-9ed9-751c964b7a90","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check","Mould Clean"
"be14b3e8-d5b5-4175-bfad-0740d62e765a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check","Mould Oiled"
"f0baf332-ad98-47f6-8a1b-e0271bb46c0d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check","Mould - Workmanship"
"b7c6c0ef-8be8-461b-9f6a-cf9c87b3f6f3","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check","Reinforcing"
"39ca5327-4d36-4dc0-ae5e-db36bce2ec7f","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 101 - 150","Panel -150","Pre-Pour Check","Cast In Items"
