"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","checklist-flat","not-started","SYS - Fredon Compliance","checklist-flat","FALSE","FALSE","Compliance Documentation"
"8625df84-f6ff-5a0f-b4ac-b34f5f043499","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Fully compliant, site specific Safety Manual and SWMS have been submitted and accepted by the Principal Contractor."
"4e1f2267-cca4-5abf-b9d5-b3a3adaa3b82","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works have been trained and inducted in the Safety Manual and the relevant SWMS for these works."
"978cfdf6-ca16-5e66-b702-2d9a0740d08b","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works are qualified to carry out these works, and are trained, and competent in the use of all equipment and plant required to carry out these works."
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","checklist-flat","not-started","ITP 175 In Ground Works","checklist-flat","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"5413c9ba-392e-4eb6-81dd-d94340a6ba81","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","C10"
"3ec6f2f2-82fb-4dd0-8c2b-9f1f1e87a9f6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","C10","Commercial"
"4ecf0055-4240-4935-b15f-4009f50fdee0","","checklist-flat","not-started","ITP 184 Lux Measurements","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements"
"57c9bf90-5c9d-565a-b78f-86d2d90b6ebb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Ensure that the lighting exceeds the minimum requirements and meets the design criteria"
"6ba8e248-01ed-5ba6-a467-5e379a2fd7ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Appropriately set out the area in a grid"
"8c6c4211-2bf5-591d-952b-555e8e330d5c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Visually inspect the light meter and confirm the the calibration has not expired."
"5ac13a67-06f5-5879-86f9-bc433880d0c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Architectural requirements - light spill direction"
"c624e289-e056-53cf-bbeb-9b64794892b6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is pointed directly at either the light source or the viewpoint/camera in which the light levels need to be recorded"
"be67790d-3d8f-59be-8ba3-393431edd45d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height and at the relative intervals to the grid setout"
"41bc1d3d-b20e-5dc4-ad00-cbfa7609c25e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is perfectly horizontal and no shadows from the technician are covering the meter"
"40a0c2ca-498b-55aa-bef7-7f30b625bf55","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height (Normally 1500mm) and at the relative intervals to the grid setout"
"f3b0a560-5914-51f7-9c5e-d0a7e3550fec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Record all information & verify the Minimum and uniformity requirements"
"ceabb911-91eb-5e65-8211-f78faf10ea7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","ITP 184 Lux Measurements","Verify all inspections are complete and collate records"
"cd56ea8a-9a45-4693-812d-d8a0821e581a","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C10","Commercial","Attach - Lux Measurements ITC 184.1"
"914b9516-d48b-5603-83cd-c074f1917a01","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","Attach - Lux Measurements ITC 184.1","Attach ITP / ITC"
"887de210-209d-4841-a4a6-fe31d32cf980","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C10","Commercial","Attach - Lux Plots ITC 184.2"
"653f30e7-5783-543c-99bf-cc2824b478a1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C10","Commercial","Attach - Lux Plots ITC 184.2","Attach ITP / ITC"
"6a9787b2-a4b8-45e8-91f9-07fe7b61db4b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","C11"
"fa7bc8af-69df-4986-bb1b-393fa0dc8661","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","C11","Commercial"
"2a8c2a56-6757-495e-93cf-b8356021f821","","checklist-flat","not-started","ITP 184 Lux Measurements","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements"
"3fa105e0-c1bb-5846-a373-3ca55d9e7459","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Ensure that the lighting exceeds the minimum requirements and meets the design criteria"
"ff0b5698-b93f-50f6-8357-00242a277571","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Appropriately set out the area in a grid"
"82a1a7d1-9c32-57ec-b4b1-2d35e71d2155","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Visually inspect the light meter and confirm the the calibration has not expired."
"1bedc50e-41f2-54c0-bfa8-2d0d882a237c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Architectural requirements - light spill direction"
"865b987c-f40b-5291-9c45-6c46d3c92a9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is pointed directly at either the light source or the viewpoint/camera in which the light levels need to be recorded"
"c530c9dc-5eaa-578a-a286-b2d688b7cc84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height and at the relative intervals to the grid setout"
"23b50f69-e931-5a7d-b958-c19a74112e04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is perfectly horizontal and no shadows from the technician are covering the meter"
"a9e489d7-fac3-5682-a5b9-0011d3b70bfa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height (Normally 1500mm) and at the relative intervals to the grid setout"
"207cad2b-f002-5b03-b89c-2e14995f4d86","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Record all information & verify the Minimum and uniformity requirements"
"370b15ec-1983-5c65-91f5-dfd8d2b2c353","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","ITP 184 Lux Measurements","Verify all inspections are complete and collate records"
"3b190ea3-54d5-49b9-b983-6fc084a7e0c3","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C11","Commercial","Attach - Lux Measurements ITC 184.1"
"83e6ce87-03a0-5c28-85cf-446f8c2734dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","Attach - Lux Measurements ITC 184.1","Attach ITP / ITC"
"df6958c4-1c5f-4b31-9a0a-ac9110dd7af9","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C11","Commercial","Attach - Lux Plots ITC 184.2"
"0bcefebb-c306-538e-a01a-a0f5db1d0d2f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C11","Commercial","Attach - Lux Plots ITC 184.2","Attach ITP / ITC"
"dda311a8-e7f1-464c-8344-1dd565c64de3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","C12"
"4199ff3a-5013-439a-a9e7-8fc3db494a0f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","C12","Commercial"
"1c704955-bfdf-43f3-a48b-81e99de033d0","","checklist-flat","not-started","ITP 184 Lux Measurements","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements"
"a72d1b61-feec-518e-9456-aa5a21790073","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Ensure that the lighting exceeds the minimum requirements and meets the design criteria"
"02ac8b1a-e169-55a5-8c0d-a2f43270e110","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Appropriately set out the area in a grid"
"310a69aa-791e-5c05-a68d-de93b2d9e39f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Visually inspect the light meter and confirm the the calibration has not expired."
"b78aa72f-4b24-548a-b896-525941e0a96f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Architectural requirements - light spill direction"
"314fd819-fdfe-5a6f-8d54-be50f704ce42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is pointed directly at either the light source or the viewpoint/camera in which the light levels need to be recorded"
"11e0165e-2848-525e-9457-ee0a7fc9624c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height and at the relative intervals to the grid setout"
"1c9ecaf9-044d-54dd-bd5a-f337c31d2566","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is perfectly horizontal and no shadows from the technician are covering the meter"
"f925fae2-560a-5284-81b4-a432469aca63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height (Normally 1500mm) and at the relative intervals to the grid setout"
"9ac8a5a8-9ab2-5155-a578-d693204536e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Record all information & verify the Minimum and uniformity requirements"
"dd5c9b59-ae29-586f-9c86-ba1f147c90a6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","ITP 184 Lux Measurements","Verify all inspections are complete and collate records"
"34ce4bd2-2ca6-4420-95c7-0f6c597bb0cb","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C12","Commercial","Attach - Lux Measurements ITC 184.1"
"4859795d-b6ca-5940-b024-c2868d47724d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","Attach - Lux Measurements ITC 184.1","Attach ITP / ITC"
"e6b0eda1-9a1f-4bb3-8bff-bbfc0a0f12d6","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","C12","Commercial","Attach - Lux Plots ITC 184.2"
"1ed147d8-10fe-5faf-be2a-a893cfd31d6a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","C12","Commercial","Attach - Lux Plots ITC 184.2","Attach ITP / ITC"
"ef88216f-6be3-486d-8f5e-2cb9d98c21e5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","L13"
"bfb73a16-f36f-47d5-b0e3-123ca5550596","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lux Measurements","L13","Commercial"
"0bcd8a30-3445-45c4-b8b5-bf306e25a0e5","","checklist-flat","not-started","ITP 184 Lux Measurements","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements"
"f8bfe5b7-07f0-52d8-8605-7b5a3354eab3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Ensure that the lighting exceeds the minimum requirements and meets the design criteria"
"85078cfe-9edb-51a8-b035-0e0725f023bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Appropriately set out the area in a grid"
"55953572-ff33-5697-8192-3d796d5e5bd5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Visually inspect the light meter and confirm the the calibration has not expired."
"5c5e439c-f306-54a6-a332-0641a171598e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Architectural requirements - light spill direction"
"0fbd7819-cd46-5b50-b86c-ca6afdc31fe1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is pointed directly at either the light source or the viewpoint/camera in which the light levels need to be recorded"
"fcf65972-b47f-5988-a37b-ddd8f5e53aa6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height and at the relative intervals to the grid setout"
"9d7ed876-b235-5f2c-87f6-f5ec251db25e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Ensure the Light meter is perfectly horizontal and no shadows from the technician are covering the meter"
"84c2fd15-1544-5714-a3ea-104b6a8422ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Ensure all readings are taken at a consistent height (Normally 1500mm) and at the relative intervals to the grid setout"
"bfa65a64-4734-5a87-b22e-57e45f851205","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Record all information & verify the Minimum and uniformity requirements"
"20a56fd2-dfc6-55c4-a3cc-55a39d0c5b2a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","ITP 184 Lux Measurements","Verify all inspections are complete and collate records"
"1e98c86a-1011-4197-9254-71ecc3a4b1e5","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","L13","Commercial","Attach - Lux Measurements ITC 184.1"
"a836a069-cd3d-57fe-92b2-ae6fd1a412fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","Attach - Lux Measurements ITC 184.1","Attach ITP / ITC"
"a7d04fcc-967e-423e-a944-1e33b51174da","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lux Measurements","L13","Commercial","Attach - Lux Plots ITC 184.2"
"c0a2766e-f44f-55de-b941-e0daf6521cb0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lux Measurements","L13","Commercial","Attach - Lux Plots ITC 184.2","Attach ITP / ITC"
"cdc37e3c-076e-4a78-838e-f5ff8200badc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection"
"c163fe70-910e-4e72-9f1e-703689d7586c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","B2"
"309ac7bd-6a36-494c-a7e5-284dae8e2a5b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","B2","Commercial"
"4d138fef-9051-4be6-89bc-658e675bea45","","checklist-flat","not-started","ITP 183 Lighting Protection","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection"
"d2c3ab5b-5aa7-5b98-ae14-4c7f2462f8d4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure that the latest revision drawings and specifications are being referred to"
"a81af26f-f7f9-5fc1-aa5a-d04cadb698fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure that all installations have been coordinated with other services, both new and existing underground"
"38004709-9be1-56ec-b593-d61f0315d09e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure the distance of 20m between Lightning electrodes is not exceeded and that all external corners of buildings are protected"
"a971402c-7d50-5aba-8e86-256d2805e1b8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure down conductor is installed in the most direct path practicably possible"
"8aa9dd7d-4529-5742-ba64-a1481719bbfb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure all conductor sizes meets the minimum requirements as per AS 1768 Table 4.6"
"c7b00e6b-80fe-5879-8681-811d55b13f03","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure each Down Conductor is fastened securely to the engineered attachment point"
"a025dbf0-d406-5631-a530-053944e14351","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure pit is installed to correct RL's and not above other underground services"
"fb96238b-98c9-5899-bcec-4738add44db3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure Buried earthing conductors meet the requirements of AS 1768 Table .6"
"9ab30684-0ff0-5e16-b9ad-298ba473477a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure the correct length earth stake is used"
"5f840b5e-2b1a-5a12-9ad4-967ed01ea6e7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors are correctly lugged and Identified"
"b0f0a775-8900-576d-b27b-af1a8ef7291b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors and fastened/clamped to the down conductor securely"
"6e2592cf-69ce-5024-b26f-fa2dceccecb2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Down Conductor Testing - Project Specific Testing Requirement"
"337607fc-7510-59e4-800d-54f4662c39ab","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ground Resistivity Testing - Project Specific Testing Requirement"
"737a779a-78c9-5810-8fdc-5fe8aede9601","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as built drawings."
"a56377ed-a9ee-5638-939b-161f99d09047","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Cross check and verify that the as built drawings are complete and correct."
"6ae60c9d-227f-57f7-b304-4b2018b85dc2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITP 183 Lighting Protection","Verify all inspections are complete and collate records."
"d1ef3182-09f5-44dd-bd01-a3300eefd39f","","checklist-flat","not-started","ITC 183.1 Pit Install","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install"
"70f7e5f1-e768-54b5-9022-5dbed4a07bae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","Installed to IFC Drawing"
"18f01659-cb24-5e0d-9e40-92475c9422f3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","Pit Installed Correct RL"
"662d3eed-1700-51ac-a0db-15819d05a90f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","Down Conductor Identified"
"a4c25ce5-c8b6-5031-b568-c1a4ba976149","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","Earth Stake Correct Length"
"bca3ee63-7cce-5801-a289-490630ac17d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","Test Link Installed"
"3abcd57a-8699-50ed-813e-6a01d75a55e1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","All Earth Cables Clamped / Terminated"
"393a31aa-9531-5bf8-9950-965673653f3e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","ITC 183.1 Pit Install","Earth Pit Labelled"
"42a02fb7-9418-4b99-b318-9e80e34cfa70","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","B2","Commercial","Attach - Lighting Protection ITC 183.2"
"e314f942-1400-5f31-97a9-64597b853b80","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B2","Commercial","Attach - Lighting Protection ITC 183.2","Attach ITP / ITC"
"dc72e7fe-2e9c-4315-bed2-53e0f5e3feb2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","B1"
"f44603ef-efab-451c-b8af-e500b42a6237","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Lightning Protection","B1","Commercial"
"0bcca2dd-c545-4cbd-8cb5-18f2651a69c4","","checklist-flat","not-started","ITP 183 Lighting Protection","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection"
"9f5a906c-356e-5e09-963f-e0dae8295da9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure that the latest revision drawings and specifications are being referred to"
"b49b82ac-ff15-5bba-94ae-2aaada9ba97b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure that all installations have been coordinated with other services, both new and existing underground"
"2a5f9674-fbb7-54e4-83f1-c5e4f5494093","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure the distance of 20m between Lightning electrodes is not exceeded and that all external corners of buildings are protected"
"13ccbf54-49c0-5a89-a8a5-b978bc3c9c94","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure down conductor is installed in the most direct path practicably possible"
"af043abc-8a29-550d-b3f7-7b69dff50c72","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure all conductor sizes meets the minimum requirements as per AS 1768 Table 4.6"
"f71ff31c-19c6-589d-8c15-15cb1d428fd3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure each Down Conductor is fastened securely to the engineered attachment point"
"919c3411-8173-5bde-90bf-14e20cb39c12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure pit is installed to correct RL's and not above other underground services"
"550b22ea-1c8f-5930-8270-d428ab17e94e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure Buried earthing conductors meet the requirements of AS 1768 Table .6"
"8fdc9fa2-bdbf-5c0d-a02e-3bc7caa77687","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure the correct length earth stake is used"
"6e559724-6b29-58e3-809e-fd70a73df274","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors are correctly lugged and Identified"
"8e74fe6d-261d-5333-8e5e-8e3d84ee5d6d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure all earth conductors and fastened/clamped to the down conductor securely"
"2d254753-eaa7-5177-bd84-db8274aca877","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Down Conductor Testing - Project Specific Testing Requirement"
"6bfc06f5-0e9c-54b7-8a7e-73f874e1b328","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ground Resistivity Testing - Project Specific Testing Requirement"
"cf01cfed-7eba-566b-9a9e-4edc6f10c564","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as built drawings."
"e14eec94-135c-5001-9947-b8519c4f3dcc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Cross check and verify that the as built drawings are complete and correct."
"1c23129e-9855-5f87-949c-2c38e44a3e5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITP 183 Lighting Protection","Verify all inspections are complete and collate records."
"6d3a1541-5777-4dd7-ad40-e27daf261324","","checklist-flat","not-started","ITC 183.1 Pit Install","checklist-flat","FALSE","FALSE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install"
"c032e181-236e-520b-ae53-6ee220f582e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","Installed to IFC Drawing"
"946c9c27-50f9-5c79-8c4b-be30de736615","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","Pit Installed Correct RL"
"cc00eff6-3b95-52e0-83da-d0d4074a4604","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","Down Conductor Identified"
"29c3677c-423b-5e5f-b560-307cdf9f0f93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Lightning Protection","B1","Commercial","ITC 183.1 Pit Install","Earth Stake Correct Length"
