"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"06a004aa-ba78-408e-9c3f-d67094b6e32e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre-starts"
"a17d6eaa-0a05-4b4a-b14e-63a4e2305a5d","","checklist-flat","pass","Pre-start Toolbox Talks","checklist-flat","FALSE","FALSE","Daily Pre-starts","Pre-start Toolbox Talks"
"1b92db9c-7c48-5976-82c2-45fe90b6e2d4","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-L9","General condition of DB (must include a photo)"
"fa68615f-35ac-5908-92cd-a948cdc2c2ca","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-L9","Photo of completed tag on DB"
"aa6f30ea-19eb-4344-9756-96bcb03e8b64","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-B1"
"6da928c2-58ca-5375-acd8-e1890b1beded","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-B1","Operating time of RCD’s (note trip times in comments)"
"276555d4-639f-5e0b-ad70-1ebeffde37cd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-B1","RCD Push button Operation"
"9465ffe5-c868-50fe-81a5-f8673ac6a67a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-B1","General condition of DB (must include a photo)"
"82901c17-5f07-5265-b513-b73996050d26","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","July 2022","Temporary DB-B1","Photo of completed tag on DB"
"dce00353-e0d3-40f9-bd7b-af8f4ebf67f3","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022"
"8a94075c-4c0a-41b8-ab70-1fb43690c5e8","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G2"
"099a2caa-b9ab-42b7-a488-bcf694adc57a","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G2","Temporary DB Monthly Testing"
"d2d6037a-0685-5a6f-97ae-60733ecda8f8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G2","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"4c46c269-4859-5aa3-93cc-4653e7a5c424","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G2","Temporary DB Monthly Testing","RCD Push button Operation"
"a19532b5-336f-5105-9122-9044ce2b441d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G2","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"87bf5ab5-7556-5163-9c02-6ee114de355a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G2","Temporary DB Monthly Testing","Photo of completed tag on DB"
"4828bd54-c1d5-43fe-9b48-796f526794bd","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L1"
"24ef5faa-75d7-4b8f-856d-86ac5e098a54","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L1","Temporary DB Monthly Testing"
"c80f0023-3813-5cd6-9570-f2ae89ff0404","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L1","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"65767b11-0ebc-571e-8fcf-51978d33e132","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L1","Temporary DB Monthly Testing","RCD Push button Operation"
"27275611-80d6-5c60-8ec3-a1ac2eb369e4","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L1","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"cb34964d-922e-5bfd-9f9a-e201a6a193ef","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L1","Temporary DB Monthly Testing","Photo of completed tag on DB"
"245137ab-327c-4223-8729-95fe2e111bce","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L2"
"b8ae784d-e3c0-4523-9392-a2af3faa7535","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L2","Temporary DB Monthly Testing"
"91dda15f-a800-5dc0-b9ba-0e59f6a317fd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L2","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"cd2a0fab-e9ee-591f-aa89-b3b223a310fe","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L2","Temporary DB Monthly Testing","RCD Push button Operation"
"87d1e229-9df1-503b-b182-ce9b661c4208","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L2","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"23d6561c-5879-51f9-b2fd-69143b0396d6","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L2","Temporary DB Monthly Testing","Photo of completed tag on DB"
"cb0cf835-5260-4df9-b960-f025861186cb","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L3"
"9a51a1d3-331f-4454-9839-59bc50f9827d","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L3","Temporary DB Monthly Testing"
"c4b97064-e6a3-57c1-8c41-d937d85ff7a5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L3","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"1dd79c87-6d2b-5619-a4ec-e316550d4276","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L3","Temporary DB Monthly Testing","RCD Push button Operation"
"ae6105b7-526b-5718-9e6f-c3516410233c","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L3","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"58cedee8-5da8-563b-9d72-7ee782b56b5b","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L3","Temporary DB Monthly Testing","Photo of completed tag on DB"
"464f2cb4-4279-44d2-8cc0-28e80b6a3891","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L4"
"9c0dc02a-2379-4351-8593-3e77cdd333b5","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L4","Temporary DB Monthly Testing"
"83a37d66-855a-5916-9791-35cf6e982d35","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L4","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"2fdba93e-3822-5898-83b7-f0f37104eed6","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L4","Temporary DB Monthly Testing","RCD Push button Operation"
"83488c7c-f685-5050-a8d5-180fa8a611d3","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L4","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"55082534-e1da-58e6-80df-8e3f5675a006","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L4","Temporary DB Monthly Testing","Photo of completed tag on DB"
"372be0bb-8e48-43a9-88cf-32fe4cb0422f","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L5"
"0cc780af-5f6f-4d08-960a-30f5c15d8d68","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L5","Temporary DB Monthly Testing"
"d1b6e430-b618-5484-8fec-a4d37217cb14","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L5","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"589a0d0e-8a87-54a6-8d5e-0afc2dfa36cd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L5","Temporary DB Monthly Testing","RCD Push button Operation"
"76758757-3b50-5fb9-b37c-917beed4c3d8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L5","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"ad75e4db-ad01-5196-9f0e-b5531caa1320","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L5","Temporary DB Monthly Testing","Photo of completed tag on DB"
"7ebb39d7-36fb-4597-9e51-7d20fec9975f","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L6"
"820e8d1f-4f80-41e8-91c9-b7348a1eea43","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L6","Temporary DB Monthly Testing"
"a940dd2b-e050-5076-a74f-3317bf0f5999","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L6","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"29364520-a90e-533c-a1b3-c01a01032e21","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L6","Temporary DB Monthly Testing","RCD Push button Operation"
"e67fb014-c7fa-5eec-9a82-26c39c9f05da","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L6","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"666ad67f-d6dd-5319-9972-93642875069f","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L6","Temporary DB Monthly Testing","Photo of completed tag on DB"
"7c59789b-27f4-4ac6-9d85-bd5f6e827ea6","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L7"
"01c9bc6b-a8af-4439-afba-898d36a7b093","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L7","Temporary DB Monthly Testing"
"bc5a8927-23a3-503b-b68d-8cda41802d95","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L7","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"2fc6f7ba-2832-5015-aa44-4ea8252540a3","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L7","Temporary DB Monthly Testing","RCD Push button Operation"
"5f1eed17-9507-5764-b8ae-e7bd0a6769fc","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L7","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"6eec9d53-fde2-5e20-a06b-0790bfcaf9db","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L7","Temporary DB Monthly Testing","Photo of completed tag on DB"
"a44f05dc-046b-426b-8c1d-631d438b0768","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L8"
"27d4e466-6c0f-4b60-897b-1c12f41e3df4","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L8","Temporary DB Monthly Testing"
"9f7e0835-f530-5e8c-8fcd-6698109a4630","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L8","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"baa15ae3-ecc4-5a24-aa9e-7122796306b1","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L8","Temporary DB Monthly Testing","RCD Push button Operation"
"82c2cb8e-c097-5f12-bfb0-cec228afffdd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L8","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"b4cf6909-1a69-548d-98a1-0b991ce0289f","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L8","Temporary DB Monthly Testing","Photo of completed tag on DB"
"eaac12ec-3740-4398-918a-18461318c96a","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L9"
"80a1a7fb-7934-4f0c-8946-0476c8c2d10b","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L9","Temporary DB Monthly Testing"
"aba1844a-69fa-5869-b767-7aa88d6dfef5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L9","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"84bfe985-8fe1-5e06-beea-a70705269979","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L9","Temporary DB Monthly Testing","RCD Push button Operation"
"9cd67d37-2cb3-5db6-adf2-c248ced042d2","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L9","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"934efd54-1adc-524d-900c-3b8cb276675d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-L9","Temporary DB Monthly Testing","Photo of completed tag on DB"
"c8272573-286d-410a-bf38-d49c5d3ae5b3","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-B1"
"248daa0d-3e4a-4631-94ad-f5ca0f207bee","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-B1","Temporary DB Monthly Testing"
"10bad93a-89f4-5430-957a-31893d5ae2d7","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-B1","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"cd1ed3c0-d6f4-5bcc-9a48-25f6b2236301","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-B1","Temporary DB Monthly Testing","RCD Push button Operation"
"ab351235-94f5-5551-88cf-8b0509bc81dd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-B1","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"03459f4e-4f25-52fa-b98d-9d1154c2acd4","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-B1","Temporary DB Monthly Testing","Photo of completed tag on DB"
"fedfae2e-059a-40c3-a30f-c19a3edc9e54","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G1"
"2f2836d8-f033-40d3-9a77-8e0f2d88609d","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G1","Temporary DB Monthly Testing"
"7fb3ff31-c19a-5575-8e72-640707fed3d8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G1","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"5eb68407-2a06-5c7d-b895-f52597d639cd","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G1","Temporary DB Monthly Testing","RCD Push button Operation"
"fdb7acc1-de06-5a70-8ca3-d89e7ec0c2b5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G1","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"1856ed63-acbf-57ee-be99-e16051ac4563","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G1","Temporary DB Monthly Testing","Photo of completed tag on DB"
"e1df2385-ebb4-4880-bae1-dcd9da89a832","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G3"
"c9baf2fe-f6f8-4b6a-a8a4-0b9ae5e3ef00","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G3","Temporary DB Monthly Testing"
"23b633c2-2879-5cbe-b3c4-6a072b321cfa","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G3","Temporary DB Monthly Testing","Operating time of RCD’s (note trip times in comments)"
"a6f7fb08-9422-5bfb-a1e1-b56d488e050f","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G3","Temporary DB Monthly Testing","RCD Push button Operation"
"4dba9046-7d22-5e6f-8cf9-4b4e0d2b8ca1","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G3","Temporary DB Monthly Testing","General condition of DB (must include a photo)"
"e5b00dd1-d43b-5758-af54-aafd15c7eafb","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","August 2022","DB-G3","Temporary DB Monthly Testing","Photo of completed tag on DB"
"803b24a4-a2d8-4a7d-b4e4-3f84f6792320","","folder-normal","pass","","step","TRUE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022"
"92a678b1-6547-4e99-b12b-06c936452b89","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G1"
"081e6a6b-1d0d-5574-b73e-88409e9c2384","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G1","Operating time of RCD’s (note trip times in comments)"
"b8540142-683c-5236-911e-31c927c80228","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G1","RCD Push button Operation"
"18d97cd8-9763-5e45-b9d1-d89048ec1ec9","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G1","General condition of DB (must include a photo)"
"aeec1d2b-f1b5-5db2-ad2b-36b72b2e323a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G1","Photo of completed tag on DB"
"7da9a3a2-09c4-495e-ba2f-e8ef6d6123f8","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G2"
"3c6a99ce-373f-5925-969b-75d682379f31","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G2","Operating time of RCD’s (note trip times in comments)"
"aebdbdca-6586-557b-8e20-9978402d7d1c","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G2","RCD Push button Operation"
"8531f2be-93c4-5880-be52-03329ae5f4fe","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G2","General condition of DB (must include a photo)"
"774be479-38ae-52ec-a9e5-d694bcea35e1","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G2","Photo of completed tag on DB"
"5773b501-2dd7-410f-b667-aebccd5476d3","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G3"
"960b5030-c9cd-5436-9bd5-de157cfa7257","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G3","Operating time of RCD’s (note trip times in comments)"
"20d402ff-c11c-51fa-8d27-5ed94addeec4","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G3","RCD Push button Operation"
"bf72bf68-8a44-57ed-81b1-17e81b89e8d5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G3","General condition of DB (must include a photo)"
"23b543d2-2cdf-50a3-a6df-f44d433e42d6","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-G3","Photo of completed tag on DB"
"8b4eae3a-7bdd-4f16-bd20-d9a0283452ed","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-B1"
"58e31fb9-38c3-5b7d-b733-a37781fab476","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-B1","Operating time of RCD’s (note trip times in comments)"
"1c45f897-57d2-552a-a851-c71b90649d25","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-B1","RCD Push button Operation"
"c16fc70f-9b13-5405-9e78-453e2867b4e8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-B1","General condition of DB (must include a photo)"
"046a8b66-7aea-5c54-bf6e-c20e95475465","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-B1","Photo of completed tag on DB"
"a10c1abe-488f-4a2a-b3f6-9c5fecfc9c64","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L1"
"39210451-39a5-5760-9a40-33615afa3149","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L1","Operating time of RCD’s (note trip times in comments)"
"40c2387d-02bc-50ff-b2a6-5036e159b2df","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L1","RCD Push button Operation"
"7a35bf5c-3d8a-5a41-a692-dee6c4071eba","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L1","General condition of DB (must include a photo)"
"60f088b9-3e1e-5603-80b0-f1e421df76e0","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L1","Photo of completed tag on DB"
"952f672d-4318-40eb-9bb7-63db5dca0b5a","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L2"
"b4ff4c85-09a2-5ddf-aac9-56574a90e7a2","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L2","Operating time of RCD’s (note trip times in comments)"
"1ce429c8-104c-57c4-86af-a55fffe8bd93","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L2","RCD Push button Operation"
"cb820934-ccb3-57a1-bf6d-ab279e606136","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L2","General condition of DB (must include a photo)"
"d91fb640-e214-5f5e-94b3-b4a1a07cc9b6","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L2","Photo of completed tag on DB"
"1a986c9f-1c69-48bf-8079-619cd34e6ce8","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L3"
"d70beea9-3db7-5087-99ea-9b73e5305e56","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L3","Operating time of RCD’s (note trip times in comments)"
"54932551-5c2f-5b58-b208-5f205e532ab1","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L3","RCD Push button Operation"
"98c2808f-1d16-5455-bdcb-f7443b6155f3","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L3","General condition of DB (must include a photo)"
"c71af342-5ad8-5854-aead-a70c86136a14","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L3","Photo of completed tag on DB"
"653ab16b-48e2-498e-a616-6515c326f5fa","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L4"
"185926a6-0e8b-5cec-b87b-5f2a75d0e96b","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L4","Operating time of RCD’s (note trip times in comments)"
"ac1d6a91-2185-59c8-9593-891bb24d0aff","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L4","RCD Push button Operation"
"ecdcfedf-5c85-5842-9400-39fd15548798","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L4","General condition of DB (must include a photo)"
"79d21342-3467-58fe-ae44-44a124756521","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L4","Photo of completed tag on DB"
"ee7fe0aa-b428-45fd-9778-96509e1f2e2a","","checklist-flat","pass","Temporary DB Monthly Testing","checklist-flat","FALSE","FALSE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L5"
"83ad9c00-b4bc-589d-83f3-433a42b71aa5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L5","Operating time of RCD’s (note trip times in comments)"
"d18f25e8-a5ce-5c48-bed2-116bdc16a1bb","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L5","RCD Push button Operation"
"86f88635-58b6-5aa2-a39e-0445395d6a08","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L5","General condition of DB (must include a photo)"
"881b3c56-34c2-54b7-a0d4-7f75e770cf43","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Monthly Temporary board testing ","October 2022","DB-L5","Photo of completed tag on DB"
