"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"84dcdaef-f9d9-42be-90bc-77b00453a684","","work-in-progress","","folder","TRUE","FALSE","QA"
"88d3dcb8-caea-428c-bde9-655cad4cbcca","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Stormwater BG Kavanagh St stage 1"
"3402305d-dbd8-540e-9a60-31dd0b6f2574","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"c200bbf5-c8fb-5779-8219-9dcda80de620","","pass","Stormwater BG:083eb9c4-fa14-554f-aec0-197652d9497a:962e5f6c-c171-43a6-9d63-8956c3994f36","signoff","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Notify and gain permit from principal contractor / client for inspection"
"091e0573-65b3-5683-a228-58342eee33d2","","pass","Stormwater BG:ca296f48-5010-50b6-a3a2-23677a2db500","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Latest specifications and standards nominated in ITP"
"6f707292-8d2d-5fb9-9aff-a6d64711ad0e","","pass","Stormwater BG:7aeeba92-0cf6-54f9-a401-eb28f9fdb45a","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Setout & alignment as per latest available drawing (include revision below)"
"3151a6db-e19b-5d49-bc9d-7a98691ddd60","","pass","Stormwater BG:f0f55c81-bcaf-59f1-9682-e6c957a7d1eb","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Correct approved materials as per sample register"
"f668e120-910d-59e7-925e-f29303e88cc0","","pass","Stormwater BG:4455766f-3eac-55cc-8857-4db1f20983f2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Excavation undertaken & no issues (Any issues comment below)"
"14437fc9-b291-5dec-a9a0-7191454fbd57","","pass","Stormwater BG:c1585814-0959-5d58-87ab-4cfc872605cc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe bedding material (as per AS 500)"
"3635aafe-9609-5ca0-aa20-f809988eafcf","","pass","Stormwater BG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Grades, fittings & joints installed to standards"
"2ef02a9b-04d3-5007-98aa-f7fb13595c90","","not-applicable","Stormwater BG:1744ed1f-3d17-58c0-b87e-b5de1228f3d4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Pipe clean out via water flush"
"fe5f2a3e-9f0b-50cb-ad62-a4e9cbd1851e","","pass","Stormwater BG:3e501ca0-b9ec-5db7-953d-7fa76b2c0e91","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Inspection and Testing Prior to Concealment to AS 3500.2 section 13"
"c9c7af95-bef8-5adb-af47-4d226bc3e99d","","pass","Stormwater BG:0ccc95fa-921b-541d-b612-6d25903a866c","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Builder sign off prior concealment"
"c6ecd218-2817-5884-8012-28aa581f8e98","","pass","Stormwater BG:ae7f647a-2d28-5dfc-b8c3-04ca6f8e6945","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Seal open ends with caps & high light to avoid damage"
"78fa552f-5322-5675-b72a-783ff22b6054","","pass","Stormwater BG:e38f2575-5287-591a-80c5-9b90bda8b0c4","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Backfill & Compaction of Material (As per Specification / Geotechnical report)"
"2d7166b7-be27-56cb-a54c-670495caaa98","","work-in-progress","Stormwater BG:9d169dc9-90d0-5c2c-b845-d76ae7914da8","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","CCTV on completion & record results (If applicable)"
"738a0f40-4383-56e1-913e-3bda282d12c0","","pass","Stormwater BG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Stormwater BG Kavanagh St stage 1","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"da574ad0-1431-408d-bb2e-a290d6d6aa08","","work-in-progress","","folder","TRUE","FALSE","QA","Civil"
"185812e3-a33e-4852-be69-1bff9b1acaa7","","work-in-progress","","folder","TRUE","FALSE","QA","Civil","Stormwater Drains"
"6c3c3cfe-35bd-42c1-a737-1444b225c9b8","","work-in-progress","Stormwater BG","checklist","FALSE","FALSE","QA","Civil","Stormwater Drains","Section 4.1 - 4.2"
"236dff2c-69b8-5d84-9923-74c02dba130c","","not-started","Sewer AG:6a147b79-3c3a-5107-9ae1-c708993977f5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 09-10)","Vents and AAV installed (As per Standards)"
"536d18e6-c16e-5da7-af45-be10f8aaf809","","not-started","Sewer AG:58c39949-84e1-5bec-9481-afb3069adeb5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 09-10)","Acoustic lagging installed to acoustic specification"
"b5bc0e83-49a2-50df-925e-0f47ff247282","","not-started","Sewer AG:0eb38021-b577-5e0e-8e61-1868053ab9b4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 09-10)","Pipework water tested to 15Kpa"
"47542218-4ff4-535f-95e6-701501e3c0e3","","not-started","Sewer AG:7a255cfd-1417-58ed-a027-9a1a06843d91","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 09-10)","Identifications of services"
"6bfb801d-d38f-5584-b8ea-35a702f69da3","","not-started","Sewer AG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 09-10)","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"a098812b-392f-4ca7-8ed1-1c2260b0f00d","","not-started","Sewer AG","checklist","FALSE","FALSE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)"
"605f3450-e97d-5a22-804f-eaefd37cfaa4","","not-started","Sewer AG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"0697c19e-93af-53ce-8223-87caf80cf39e","","not-started","Sewer AG:083eb9c4-fa14-554f-aec0-197652d9497a:ee3bf6fc-eec9-411a-a7f0-fd906b2ea6fd","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Notify and gain permit from principal contractor / client for inspection"
"518a483b-dc1a-5fe8-8c85-819d3503301b","","not-started","Sewer AG:c14305f2-9ed6-5c66-ba84-f6e1dbe68b58","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Setout & alignment as per drawing (include revision below)"
"0df831e6-2fcb-5682-a8c9-632dd5aa5e24","","not-started","Sewer AG:ce322e6d-7f63-5bf6-a477-b5f1a151ddbc","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Grades, fittings & joints installed to standards"
"c155b581-1087-501b-b179-b1228b2bf403","","not-started","Sewer AG:410bf4a7-cdb4-5244-8684-ed3de2b0fb1a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Fixings & seismic support to standards"
"6e5c8cd6-f2a2-5fc1-9583-64db672cbe9e","","not-started","Sewer AG:65c25f8f-22a4-5daa-a14b-2023299a2c1d","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Expansion joints per floor installed correctly & clipped"
"d165cfc8-b120-5454-b06f-62dface04302","","not-started","Sewer AG:af8e630c-839c-5cad-bff7-e6f0b9c48092","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Pipe risers sealed per floor & capped off to prevent damage"
"d1922a83-24c3-5d8c-9e20-2d4d48542576","","not-started","Sewer AG:e0f8ec9c-302d-5bb0-8eb3-f4e80b61eade","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Correct invert level (As per Standards)"
"aa66b981-e007-5c71-8285-9ce1ff1b85a7","","not-started","Sewer AG:6a147b79-3c3a-5107-9ae1-c708993977f5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Vents and AAV installed (As per Standards)"
"3be7cff5-73ef-52a6-9e37-08c691318585","","not-started","Sewer AG:58c39949-84e1-5bec-9481-afb3069adeb5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Acoustic lagging installed to acoustic specification"
"9d02a98e-04e7-5e84-9e6b-cfec5411f2e6","","not-started","Sewer AG:0eb38021-b577-5e0e-8e61-1868053ab9b4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Pipework water tested to 15Kpa"
"e5358166-b3d4-5e4d-ac0d-a0ab7c7f2925","","not-started","Sewer AG:7a255cfd-1417-58ed-a027-9a1a06843d91","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Identifications of services"
"50efb6c2-1435-5b4d-b097-db7be556d88f","","not-started","Sewer AG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Sanitary Drainage AG (SS)","Grid (ZA-ZB, 11-12)","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"b8b34c81-dbc7-41c0-ac25-6e9e650b9cc9","","not-started","","folder","TRUE","FALSE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)"
"45a6b78e-cdde-4ee4-a86d-8d34f963fa3f","","not-started","Greasy AG","checklist","FALSE","FALSE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)"
"262462a7-dddc-56be-89db-e9a2dafb3cf2","","not-started","Greasy AG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"03b8c13f-4163-5989-bcd2-6488ae0a620f","","not-started","Greasy AG:083eb9c4-fa14-554f-aec0-197652d9497a:b564515a-3940-40b6-a57a-5d923abb93c5","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Notify and gain permit from principal contractor / client for inspection"
"36e8f318-7cae-5725-8451-f45abe485f17","","not-started","Greasy AG:c14305f2-9ed6-5c66-ba84-f6e1dbe68b58","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Setout & alignment as per drawing (include revision below)"
"6e917b5b-3241-5758-b8e7-1bc9aa4d84d7","","not-started","Greasy AG:4fc0f552-afec-541b-b654-572f8de432eb","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Correct material as per sample register"
"98aeae4e-bb61-560d-8253-4d9057e0cef3","","not-started","Greasy AG:b5d6f2ff-34c1-5866-8c0a-07d92be38f96","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Grades, fittings & joints installed to standards including witness marks"
"884291e3-3e08-5286-8385-6db3e48d479f","","not-started","Greasy AG:ade472d0-53da-5314-be2d-047537d9211b","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Fixings & seismic support to code requirements"
"bd1c305b-959b-5ab0-a760-4286dd278da1","","not-started","Greasy AG:65c25f8f-22a4-5daa-a14b-2023299a2c1d","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Expansion joints per floor installed correctly & clipped"
"84331c81-f3a3-52a3-a169-9ebdc73fe562","","not-started","Greasy AG:af8e630c-839c-5cad-bff7-e6f0b9c48092","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Pipe risers sealed per floor & capped off to prevent damage"
"6b318991-9fa0-5fd3-9423-c2f06146b4ef","","not-started","Greasy AG:17c9106d-fecc-58ad-9767-59f1a6881c7f","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Correct ventilation installed including AAV"
"aa0b514e-2802-5cea-904a-e68bc4071eab","","not-started","Greasy AG:58c39949-84e1-5bec-9481-afb3069adeb5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Acoustic lagging installed to acoustic specification"
"5345d29c-9a8d-58d8-a2b7-3de6222e6adf","","not-started","Greasy AG:1339cc75-c05a-520b-b056-2b5d71ce2b08","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Testing to 15KPA with air or full water test"
"9c59c42a-bfe7-557c-894d-dca1a8e0cfa3","","not-started","Greasy AG:7a255cfd-1417-58ed-a027-9a1a06843d91","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Identifications of services"
"c44577b9-7ba2-5447-8850-f806b07f2acf","","not-started","Greasy AG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 1 (AA-AB, 16-17)","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"b3380177-97cc-481c-9cb8-f2d06c804bb6","","not-started","Greasy AG","checklist","FALSE","FALSE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)"
"d73d4749-19dd-501d-8972-befd96fad13f","","not-started","Greasy AG:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"1d94077e-b9ba-55e3-9615-93ab57ea133e","","not-started","Greasy AG:083eb9c4-fa14-554f-aec0-197652d9497a:b564515a-3940-40b6-a57a-5d923abb93c5","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Notify and gain permit from principal contractor / client for inspection"
"a3d74256-c8a1-52bc-995a-bff3968f4d72","","not-started","Greasy AG:c14305f2-9ed6-5c66-ba84-f6e1dbe68b58","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Setout & alignment as per drawing (include revision below)"
"4547b585-fa65-5b54-a5d2-1f6b357a5ce7","","not-started","Greasy AG:4fc0f552-afec-541b-b654-572f8de432eb","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Correct material as per sample register"
"46ec2f2f-5948-50f7-9ac0-6e4fdbc28b30","","not-started","Greasy AG:b5d6f2ff-34c1-5866-8c0a-07d92be38f96","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Grades, fittings & joints installed to standards including witness marks"
"27d3665e-3ff7-56b2-8434-a351cd77c848","","not-started","Greasy AG:ade472d0-53da-5314-be2d-047537d9211b","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Fixings & seismic support to code requirements"
"429560e2-6551-5a30-82a6-2a96ceeb820d","","not-started","Greasy AG:65c25f8f-22a4-5daa-a14b-2023299a2c1d","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Expansion joints per floor installed correctly & clipped"
"2dfad00a-635f-59fb-b1e2-caa19eb33b5b","","not-started","Greasy AG:af8e630c-839c-5cad-bff7-e6f0b9c48092","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Pipe risers sealed per floor & capped off to prevent damage"
"428a6e55-6cd0-54e0-9667-b043351982b0","","not-started","Greasy AG:17c9106d-fecc-58ad-9767-59f1a6881c7f","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Correct ventilation installed including AAV"
"dc8fc453-f29c-532d-8091-bc35361d5af9","","not-started","Greasy AG:58c39949-84e1-5bec-9481-afb3069adeb5","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Acoustic lagging installed to acoustic specification"
"c40b170a-0b46-5a15-8c7e-3b1ca2e7f4d2","","not-started","Greasy AG:1339cc75-c05a-520b-b056-2b5d71ce2b08","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Testing to 15KPA with air or full water test"
"ae12e48a-509b-55b8-b95a-3826235e9ccc","","not-started","Greasy AG:7a255cfd-1417-58ed-a027-9a1a06843d91","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Identifications of services"
"06b025d2-a0af-5552-8c64-57a8aad1d6d3","","not-started","Greasy AG:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Greasy Waste AG (GW)","Stack 2 (AA-AB, 16-17)","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"e79d267a-a39b-4c76-a1a1-2c24397effd3","","not-started","Cold Water Checklist","checklist","FALSE","FALSE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)"
"6542f016-04f6-5072-979c-c7927e6fcd8c","","not-started","Cold Water Checklist:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"bf784133-9b15-5528-adf5-c2e267d2bae2","","not-started","Cold Water Checklist:1fda4798-09d8-4636-99b2-49fc93748af0","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Notify and gain permit from principal contractor / client for inspection (hold point)"
"0f0ee422-5be6-5af4-aeb1-25d6c799c1d4","","not-started","Cold Water Checklist:1fda4798-09d8-4636-99b2-49fc93748af0:05eca5df-c0b2-4252-9454-90f223c8d3fd","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Notify and gain permit from principal contractor / client for inspection"
"9d61c6d0-8b8f-5d51-8632-83457e4703a6","","not-started","Cold Water Checklist:c14305f2-9ed6-5c66-ba84-f6e1dbe68b58","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Setout & alignment as per drawing (include revision below)"
"6a026d4b-22cd-536c-a59e-d1dbac530585","","not-started","Cold Water Checklist:d9ac4413-d238-59a4-b98d-983141533a2c","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Material type (as per sample submission)"
"818794a0-75d0-5008-88fc-279c4d656ea1","","not-started","Cold Water Checklist:b3af4620-6bbf-5799-a411-13600fc22da4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Pipework fittings, bends, joints etc (as per AS 3500.1 section 2.6)"
"46e3cd68-2dc1-51c6-9744-2a707bc61753","","not-started","Cold Water Checklist:1d31dec7-a3e3-542e-972a-be20964718a6","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Welding / pressfit / push fit (as per AS 3500.1)"
"595cdef7-c3d1-5a44-be9b-06bf422f7588","","not-started","Cold Water Checklist:0cfbef0b-fc60-5c64-928d-cf19e6487023","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Support & fixings (acoustic / seismic / water hammer)"
"b07bf191-f1a8-5499-ab07-6e7f649e5bb1","","not-started","Cold Water Checklist:f6915173-0360-5e79-9300-73439809b101","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Pipework installation (as per AS 3500.1)"
"773d2b9e-7602-54e0-9f62-49638cce936f","","not-started","Cold Water Checklist:5f445bf0-7c65-5ebf-86df-b16d210f8575","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Check no cross connection"
"b4dd2445-cbec-56f8-8418-84245e39f60e","","not-started","Cold Water Checklist:d20132f4-2356-54f0-be61-143c1852c66f","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Pressure test (1500kpa pressure test)"
"220a8694-b516-550f-abf1-e6b66c2aa973","","not-started","Cold Water Checklist:79d37354-f53b-5ebf-a32c-31e9f862d258","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","3rd Party Inspection (Including the below as applicable)"
"6f76a174-771e-559f-a176-16eb6a59f7e3","","not-started","Cold Water Checklist:79d37354-f53b-5ebf-a32c-31e9f862d258:f6116fd8-a294-53ea-82dc-003b1825f978","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Click to Add 3rd party signature(s) & any documentation"
"5ef3326a-e702-55bb-8ebc-3afba73e967a","","not-started","Cold Water Checklist:a51941bf-58da-55a5-9a43-3db39640fbb2","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Cold Water AG (CW)","Final sign off - Pass when satisfied to proceed (Any issues please comment & Add photos below)"
"352d79e0-2de0-4e44-8019-a20eb3ee1085","","not-started","Cold Water Checklist","checklist","FALSE","FALSE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)"
"7fe6df58-acc7-517a-9ddf-94a7220c9596","","not-started","Cold Water Checklist:083eb9c4-fa14-554f-aec0-197652d9497a","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Employee trained for task and reviewed installation instructions (product QR code / manufacturer's website / instruction manual)"
"47fe47f1-3371-54ea-ab1b-6096f73c6dca","","not-started","Cold Water Checklist:1fda4798-09d8-4636-99b2-49fc93748af0","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Notify and gain permit from principal contractor / client for inspection (hold point)"
"5ce00bd7-efed-5f5c-b029-d4765fcc4d30","","not-started","Cold Water Checklist:1fda4798-09d8-4636-99b2-49fc93748af0:05eca5df-c0b2-4252-9454-90f223c8d3fd","signoff","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Notify and gain permit from principal contractor / client for inspection"
"869ecb88-4a38-5e31-a123-374ec8b90e12","","not-started","Cold Water Checklist:c14305f2-9ed6-5c66-ba84-f6e1dbe68b58","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Setout & alignment as per drawing (include revision below)"
"b48ba783-b924-55d4-b3ee-42ae8002da78","","not-started","Cold Water Checklist:d9ac4413-d238-59a4-b98d-983141533a2c","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Material type (as per sample submission)"
"32a91a6c-4db2-5366-95a7-8873a63996db","","not-started","Cold Water Checklist:b3af4620-6bbf-5799-a411-13600fc22da4","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Pipework fittings, bends, joints etc (as per AS 3500.1 section 2.6)"
"fba1cf60-69e5-5cff-bd81-3b05c0430c07","","not-started","Cold Water Checklist:1d31dec7-a3e3-542e-972a-be20964718a6","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Welding / pressfit / push fit (as per AS 3500.1)"
"b111e9ed-56d6-5e06-b476-efd2534a227f","","not-started","Cold Water Checklist:0cfbef0b-fc60-5c64-928d-cf19e6487023","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Support & fixings (acoustic / seismic / water hammer)"
"9d735b23-a7ab-5a51-9432-28281681f21a","","not-started","Cold Water Checklist:f6915173-0360-5e79-9300-73439809b101","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Pipework installation (as per AS 3500.1)"
"456ff38d-1e4b-5d89-9e13-47b88fcfa40a","","not-started","Cold Water Checklist:5f445bf0-7c65-5ebf-86df-b16d210f8575","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Check no cross connection"
"eb256f87-b467-54b7-bdbf-f5fd68af63e4","","not-started","Cold Water Checklist:d20132f4-2356-54f0-be61-143c1852c66f","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","Pressure test (1500kpa pressure test)"
"d8eb0375-4a32-5f77-ab1e-22a20a09c22f","","not-started","Cold Water Checklist:79d37354-f53b-5ebf-a32c-31e9f862d258","checkpoint","TRUE","TRUE","QA","Hydraulics","New","Level 05A","Zone 6","Non-Potable Cold Water AG (NPCW)","3rd Party Inspection (Including the below as applicable)"
