"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3bc5c2c2-2eca-4255-9e70-e19de8c14886","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"79822113-bc36-4b27-bbae-32355e01ecad","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"895332ca-dbed-4472-afd6-08b8721b413f","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"26bd579e-008e-49f2-9da8-dca6758c0225","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature"
"7035c855-d61d-4474-9daa-d33a025b9551","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","East Feature","E1"
"fd8d8e3d-2e92-4a5a-b47e-4cd589f64788","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","East Feature","E1","E1-1"
"ae189634-bf5a-43eb-a123-c07ec8237894","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","East Feature","E1","E1-1","Pre-Pour Check"
"6e1cb55d-66fa-488a-9534-98b15c0b4772","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Pre-Pour Check","Mould - Workmanship"
"06565c8e-c10e-4684-b928-88851fe39ea1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Pre-Pour Check","Reinforcing"
"6cf08b2c-7b61-409a-b676-8ab159f457bc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Pre-Pour Check","Cast In Items"
"40d8c6c0-0493-4e79-976c-3d5dfb90af04","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Pre-Pour Check","Marker Position and No."
"a2471410-4c82-44a1-a718-6a879de6bc07","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Pre-Pour Check","Make mould to Green Status"
"bdb458b8-de03-4b22-941a-b570ba0b75c8","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Concrete Works"
"1844958f-26f8-4bb2-853f-feeb4329fc08","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Concrete Works","Concrete Works Details"
"3432ac91-a856-49b1-b302-bcc63f757c67","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Concrete Works","Wilco Sample Taken"
"aa78b68f-71c9-4507-af5b-c5c1f2ec4cb6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Concrete Works","Bridgeman Sample Taken"
"3a51178c-5889-4c18-b3ea-a155bc0417cf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Concrete Works","Supervisor Approval"
"dbcf9ebc-3183-4e7b-a905-128b7b43fff2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Post Pour Check"
"6435aed9-6d83-4c34-baca-4aaf4509e20f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Post Pour Check","Edge Detail"
"145ad24e-d142-4e6c-b05b-a3bf91daaf57","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Post Pour Check","Bar Projections"
"fc9fc0cd-fb2d-46f3-b8d1-c933ec275997","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Post Pour Check","Cast in items"
"e89cb61c-8ead-4ad0-bc4c-5a5e4fe2cf6e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Stripping and Stacking"
"0d17a0a4-e241-4bf0-ac50-5d08f1c1f5e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-3","Stripping and Stacking","Stripping & Stacking"
"4f917a3c-ad69-4634-a33e-1be6b3a146db","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","West Feature","W2","W2-4A"
"422ca69b-cf25-40f3-8474-e0e074ff8e0f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check"
"7228a21a-8433-4629-a886-474438f215d5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Dimensions"
"58bcab1e-b22f-448d-b79a-be977d61c404","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Mould Clean"
"b4f0ac28-24dd-4d03-9a32-ab7401bfe693","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Mould Oiled"
"1cd03ead-cbd9-47f4-bc75-8ba4e3591be6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Mould - Workmanship"
"63e38136-f5bf-4ba3-8b1a-b8ceb7a4f314","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Reinforcing"
"6133baa8-d8ec-49f9-98b9-dfa50030186f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Cast In Items"
"0667ff10-bfce-40c9-ba52-e8504b4d57e4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Marker Position and No."
"18d01481-68f1-4ade-aa2f-459388b78543","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Pre-Pour Check","Make mould to Green Status"
"2aba830d-8f93-4618-9361-39e0673c9d27","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Concrete Works"
"acf09ce9-2e2c-47e7-bc0c-00785a995ff2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Concrete Works","Concrete Works Details"
"5652aeb0-cbf8-4575-a8d7-5175f54a22e6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Concrete Works","Wilco Sample Taken"
"2c3130a1-4604-4748-966a-410fb5ae934a","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Concrete Works","Bridgeman Sample Taken"
"0744964f-2d64-4c34-9510-6dba34d0d6cb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Concrete Works","Supervisor Approval"
"640e75d6-fce2-4b74-b46b-569bdde1047d","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Post Pour Check"
"2b9e3fe3-e272-4c93-a495-84b5a6d1fbdf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Post Pour Check","Edge Detail"
"0c209db7-5355-497d-83f4-2f1d66f13117","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Post Pour Check","Bar Projections"
"ad31a12a-7382-4ba7-8311-a73d21124fc1","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Post Pour Check","Cast in items"
"9f19e3cc-4640-49a2-91e9-b0be248bd0e2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Stripping and Stacking"
"55af9487-ac38-4ae6-8649-62e4f15330ff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4A","Stripping and Stacking","Stripping & Stacking"
"b590333a-aff7-43a3-acbd-47bcb7014229","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","West Feature","W2","W2-4B"
"35a5a1bc-7ec5-4e2b-8eb4-08857ac181f3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check"
"b7b291a3-c535-47f1-a500-2360d2ac0d5d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Dimensions"
"4dc6c1f0-a4e8-41bf-9315-0a210bb96214","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Mould Clean"
"eed2ff36-28a1-49a1-81c2-2970416545f8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Mould Oiled"
"96f53f1d-156f-475b-8c27-0d762d293f9c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Mould - Workmanship"
"2dbbf19c-133e-456d-ab6e-940a9cb23400","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Reinforcing"
"4032a533-80f7-45bd-8046-a44a9485b8e5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Cast In Items"
"ba3ed036-7536-4ca8-92a4-5e2b9ff5fb21","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Marker Position and No."
"ab78800c-a881-49a6-83cf-edccda910f71","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Pre-Pour Check","Make mould to Green Status"
"d3adc1cf-0fc3-45b5-8766-f1e5e6638be7","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Concrete Works"
"8f66a6c8-93f5-4117-bd9b-9b2c20ad8d2f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Concrete Works","Concrete Works Details"
"b5b53536-e525-4e7a-b5d0-06e8c1e4f402","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Concrete Works","Wilco Sample Taken"
"667bc16d-b955-4991-9bdc-1fa34f6d7943","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Concrete Works","Bridgeman Sample Taken"
"38b4f3aa-d933-408d-b6cb-36981de0df8e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Concrete Works","Supervisor Approval"
"41f43a20-5ac0-4029-bbb8-125e4a48f0e6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Post Pour Check"
"f5464f6a-ca4a-4820-9bd9-c8813fb18649","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Post Pour Check","Edge Detail"
"28d3d37d-e075-4f08-8b14-e48d47ca0407","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Post Pour Check","Bar Projections"
"ebf0fc12-0190-4dfa-8e85-e3419cbcdd02","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Post Pour Check","Cast in items"
"e3744e6f-9f4e-498d-a404-5c2dadbd29ef","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Stripping and Stacking"
"aceb22b4-6830-4115-b6e9-151cd28253cd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-4B","Stripping and Stacking","Stripping & Stacking"
"8847fbf7-228f-4217-bd33-826ad1379817","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","West Feature","W2","W2-5"
"ae8427a6-1e80-43da-9c5f-2acf74cd3459","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check"
"3aa72605-5ae7-4115-9d25-efc92d2b1b79","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Dimensions"
"0d43f149-e713-458b-a109-1340c6bbeee6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Mould Clean"
"f8928829-2c60-4d53-b4c0-302ea806dada","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Mould Oiled"
"1f2ad70e-a5b1-43fa-8cd8-d5ec702d67be","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Mould - Workmanship"
"f441d8e7-85f5-4ecd-934d-33f3c70d48d8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Reinforcing"
"eded03b5-9b25-480f-b1af-2978175999f5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Cast In Items"
"48766a08-9653-4fd8-b066-671035ef6737","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Marker Position and No."
"593905b3-8006-4046-9d1d-2d8cc89554cd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Pre-Pour Check","Make mould to Green Status"
"8e62fec2-c4e9-4695-bc1e-0390901e51dd","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Concrete Works"
"7f10882d-dba8-4092-98b8-fc0d83ed5789","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Concrete Works","Concrete Works Details"
"ac6cd819-ebbd-4a88-8bec-f76de1c57e1f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Concrete Works","Wilco Sample Taken"
"9cf3ef25-2e1b-4767-bb67-8da3ad65617c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Concrete Works","Bridgeman Sample Taken"
"198a743e-863d-4ced-b226-f66096c60aaf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Concrete Works","Supervisor Approval"
"67e59421-af82-44b4-81ab-a26b144ddbaf","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Post Pour Check"
"8e926c29-4f95-41aa-a7d2-3ce9519dc170","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Post Pour Check","Edge Detail"
"0d3507b2-83a7-4e6e-8a2a-5131e1fda430","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Post Pour Check","Bar Projections"
"a4319c96-41d2-4784-a1b9-3d0bce48e1b5","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Post Pour Check","Cast in items"
"33046656-b1ef-430b-bd8e-b5cca0d48b4f","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Stripping and Stacking"
"3905cac1-aa84-4449-aa4f-7ac0f8f440c7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-5","Stripping and Stacking","Stripping & Stacking"
"03242e76-bd5b-477a-844f-b1cb4ac9b9c8","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","West Feature","W2","W2-6"
"00c79bcf-deee-4253-861a-5ff7a000a90d","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check"
"733fc533-7373-421b-9fa5-a4ae5fede9e9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Dimensions"
"f0c2a125-69af-48a9-8bbe-8f6ce5083b0c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Mould Clean"
"f6544412-1eb7-47e9-9a71-89267f41d692","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Mould Oiled"
"0e82b797-a9e8-4f4c-b859-5ee7d00a3e2a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Mould - Workmanship"
"1ad0b469-802a-46af-b863-9f28db40e66a","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Reinforcing"
"4c9257fd-185d-49c4-afab-ac474e98d5aa","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Cast In Items"
"bd9fe785-4fed-443f-8979-f7d9acb59906","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Marker Position and No."
"395d99f5-22b8-4bb3-aefd-bdddac78672b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Pre-Pour Check","Make mould to Green Status"
"88319851-5f42-4da0-aa54-c917edc74291","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Concrete Works"
"833871d5-8f9d-4f44-8b42-6fd756d7f035","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Concrete Works","Concrete Works Details"
"158fc016-7045-41ce-bcb6-4d8cc4e1d26d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Concrete Works","Wilco Sample Taken"
"1b72b26b-6fdc-41fc-b30d-286de13aa26d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Concrete Works","Bridgeman Sample Taken"
"dca0af70-084c-413a-9d77-6cfbc5c93a76","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Concrete Works","Supervisor Approval"
"0f4beb88-0ded-4243-a30b-53df5cab92b0","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Post Pour Check"
"de03a4a5-9036-4ab2-8257-e61888eed3b2","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Post Pour Check","Edge Detail"
"bf75c8d8-b793-41fb-9389-861ef221b43b","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Post Pour Check","Bar Projections"
"e3c2a90e-7325-464a-bd69-c3ad2bfe08f9","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Post Pour Check","Cast in items"
"bbd1568f-7110-44eb-824d-466a1f0fb568","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Stripping and Stacking"
"b9f11aad-b1d7-4850-b252-609a9ebc7c96","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","West Feature","W2","W2-6","Stripping and Stacking","Stripping & Stacking"
"9d38f5be-aa8c-43ac-b857-3ada3280ac54","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","West Feature","W3"
"f718ea49-1de8-4681-ab95-6e24acb1656a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","West Feature","W3","W3-1"
"65825da4-1d45-42bb-841c-b58b27f8cbc2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check"
"a4c9ffeb-f770-444e-b9ee-b06c6916c996","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Dimensions"
"37a76319-19c9-4483-8b9a-74f0efc25aed","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Mould Clean"
"fcdfa6eb-dac8-445c-8e9d-6da29077a5d2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Mould Oiled"
"8a0a40c5-e7ee-45ad-9f37-9a4993034b6c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Mould - Workmanship"
"01707abb-7b17-41b3-b88f-b287ecb4483f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Reinforcing"
"9f3fbddb-75a3-46a1-a89f-3f08c12f72a7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Cast In Items"
"6f286b6b-57dd-4904-95dc-3f3a4d174d85","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Marker Position and No."
"535059fd-e4fa-4569-8411-77618fb4b802","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Pre-Pour Check","Make mould to Green Status"
"c83d14c7-9597-48d1-af3d-312d88929a2b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Concrete Works"
"2c564ea9-7336-4f6c-a83f-90d71b6a7c45","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Concrete Works","Concrete Works Details"
"9be49e98-7b60-4988-941c-77847cf7f27d","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Concrete Works","Wilco Sample Taken"
"83291684-7479-43d6-97c5-6f6302bbc4a7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Concrete Works","Bridgeman Sample Taken"
"40bc1a99-9062-44a9-b90e-befdccf8c658","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Concrete Works","Supervisor Approval"
"f734ff4d-8e52-4401-8ae0-5d151b53beba","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Post Pour Check"
"26bbf8e1-64c1-4250-9308-404902e6e111","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Post Pour Check","Edge Detail"
"1d13e123-fcb3-41ab-b9f2-7353d9d2fdc8","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Post Pour Check","Bar Projections"
"e009160a-96a6-45f1-8e7d-64abf56d8d54","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Post Pour Check","Cast in items"
"c494de04-113a-4134-86da-2036dce39b57","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Stripping and Stacking"
"b08ec0d5-74d0-47ff-981c-c99dabf76e44","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-1","Stripping and Stacking","Stripping & Stacking"
"141ee904-a2b3-40e6-b0fc-32bf7e930caa","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","West Feature","W3","W3-2"
"050d8376-5eca-41bd-a24f-41ef4d6e822e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check"
"3c9d47b7-f7ce-4bb4-9155-1c8b3a2441e1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Dimensions"
"eb261de5-419c-4b76-81f7-b43ebc4a107f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Mould Clean"
"7fb5de9a-d94f-45a2-9f8d-f202b1e7762b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Mould Oiled"
"c4cc184d-8a16-47af-b4fd-7ad54d9c3b51","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Mould - Workmanship"
"01769b41-af25-499e-94ab-b668de260973","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Reinforcing"
"070c44a9-fb8a-4be1-aabb-c7d7ec007864","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Cast In Items"
"eca6c5ca-d733-4fb6-ac7a-c679789f2f0b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Marker Position and No."
"ebc0d699-14a1-45ad-8d67-bb8465534bd3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Pre-Pour Check","Make mould to Green Status"
"b52502d1-8ed2-414c-843c-82d9e91c66fc","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Concrete Works"
"600639b1-396c-4927-85bb-41481594cde7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Concrete Works","Concrete Works Details"
"33d1f470-54d1-4c94-ae57-6654c2f08366","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Concrete Works","Wilco Sample Taken"
"d9d196be-d03e-4f25-a3c6-c3d069ff57a7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Concrete Works","Bridgeman Sample Taken"
"608f7283-c576-4406-8e15-df2a569d78b0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Concrete Works","Supervisor Approval"
"db8e2e35-76c5-4b56-ba5a-73dbb234c6e9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Post Pour Check"
"1d050c66-addd-47f3-9263-cad514dec487","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Post Pour Check","Edge Detail"
"71178bc8-9417-455e-a0ac-fc87336e9e8c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Post Pour Check","Bar Projections"
"7575dbe1-3313-4267-91d3-bb8164effd3d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","West Feature","W3","W3-2","Post Pour Check","Cast in items"
