"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7ef8b87-5d1a-4056-9b7f-860ed5de950f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections "
"73609367-f9c0-4760-ab0b-31de52a691d5","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding"
"4b5955f8-2eab-4c79-93f6-c020633f03d4","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10"
"c660aef4-a604-4fea-9127-a506f2d59c5e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 1"
"37338f8a-4078-40ab-88f3-d5589deaaa22","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"371a886e-6f7e-4682-9955-36d09ced3578","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 2"
"315bd035-4f86-4b21-8853-21ba9c0542fc","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"8289aaa9-86e7-4a8f-b4b1-23242c157151","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 3"
"b2196b0a-df29-4724-b2f0-cadc1d9ed5d4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"9b450953-5e3e-43cb-8665-a38ec2ecc1a7","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 4"
"c9e55670-39e2-4b6f-998e-f9df7f94f3f2","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"edeb5e18-3b30-4e6d-a12e-480072604e8e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 5"
"1c88f275-c4bb-48b7-a113-6f8fdb3dd8d4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"88a734df-5e08-401b-b739-a551bb156475","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 6"
"7010262f-4314-49cf-834b-08ded6ae8abf","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 6","Electrofusion Welding"
"335bb773-fba7-4ec9-9eb0-c983f5113e4b","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 7"
"77b493eb-09de-4cd5-ad72-dc382817416d","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 7","Electrofusion Welding"
"0ee7d511-618c-4106-a9ed-55619d2c1c45","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 8"
"23821001-7a28-4677-bc64-f277fc304b31","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 8","Electrofusion Welding"
"19a926f9-41ad-450e-8479-3c547ce06b00","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 9"
"f608de42-b735-40f0-b652-db33d2382009","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 9","Electrofusion Welding"
"7111aece-15a2-44d7-8e69-a1273271cc8e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 10"
"c1b7d7fd-6c75-4dd0-a688-91ee4eade96d","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 1-10","Weld 10","Electrofusion Welding"
"339f9c70-c7df-476f-ba37-fa36f7c3d7f8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20"
"493cbeef-4252-45d8-8304-d828894b049e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 11"
"c8261a49-7914-4d79-893a-142120030d2d","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 11","Electrofusion Welding"
"161b135b-36f7-42d9-a2b9-1c8c790e3260","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 12"
"2379117d-61b5-4c70-becf-97b258bafece","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 12","Electrofusion Welding"
"1de1bb2e-70bf-4268-8c49-09bc9a28e6b9","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 13"
"61abe0c0-94fc-4702-a3d3-f70d7a9de861","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 13","Electrofusion Welding"
"3d4682ef-97d7-4afb-b0a0-60924b3a1368","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 14"
"78a44b86-0385-4658-b37d-f60807a3c396","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 14","Electrofusion Welding"
"8bf48719-9cb0-407e-b80a-52db40714d77","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 15"
"27e5caf0-be8b-46df-b121-27b11d45a0f2","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 15","Electrofusion Welding"
"5209152c-4ccf-46c7-925b-935a331a67b9","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 16"
"89650692-0df4-443d-acb5-6b1ee1652e83","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 16","Electrofusion Welding"
"cac77f7e-9121-4bdb-8b78-799413510206","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 17"
"3f083575-0c73-49e2-83df-8674df41da0d","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 17","Electrofusion Welding"
"ea35fc7f-78c2-4697-a31c-371662304706","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01"
"cb855043-9b1c-4cd2-afd7-bf3c45bd8310","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 33 - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation - 95% Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"a7a8abf0-1d1d-4316-84f3-5270ae60e434","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete"
"c2b4e9b5-b872-416b-8539-b098f26a5112","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation"
"eaf9c249-5500-4e8d-a5c9-c1166fc29d3e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"fcf745b3-9426-469a-bb52-3046c284bc7c","","checklist-flat","pass","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"88ec6114-1b2a-47a4-b8c5-815a93492c52","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding"
"59515d47-35a3-4cf3-a8f8-5b0ddc6125e6","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"65177813-1bb7-4b7d-a0e5-195abf7628da","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"1ac88f8a-c44c-4c3b-bfa8-155888b67680","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"f101ef2f-59fd-41e7-8235-2fd07d5d349d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"b34ae95d-6dce-4a61-8caf-826bd6c92e93","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"24bb03bc-7464-4105-8ec0-2bc0bad58ede","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"7bccc253-4cee-4447-b5b8-5e608d0789e6","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"b87bae4c-b3fd-4616-8603-153589c00150","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"2ba8df47-eee9-44d5-9e93-2ae4fae34319","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"e8c3707a-469e-4dad-9f16-acd182f86509","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"cd613e2a-d716-4445-8a6a-ef1306346cc8","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"3140e5c9-9156-4145-82bd-bea49429586c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"2c12fc98-e1f8-48ad-a101-82ca2daa7d16","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 34 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"34db8541-802b-448a-9d6b-5a5c83b8c4d9","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete"
"1c105e69-d1ec-46e6-8f03-aa52486b0a01","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation"
"85d120bd-edf0-4176-9720-55420bcbafc6","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"1c07df02-807a-4405-aee4-36fb4f2b19d1","","checklist-flat","pass","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"f7cec1fb-53ec-4390-8def-1e4e93678056","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding"
"3755c68c-6ac7-4981-8aed-afd5a5510624","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"385c7c6e-cbfa-400b-9097-6ca9f3d0c134","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"9e459c22-3eca-4bad-b6c6-df29a35fc08b","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"7649ede5-1135-436c-be8c-916bddb8d22c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"6cb339dc-c211-4da2-a165-68ad2edb2ec9","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"7b3a7d66-29f9-4ca6-8e85-47e7094369fa","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"754e9119-0ba7-4f0a-9222-5a42ab36d7bf","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"c536e842-4078-42d9-b7ba-b02655682455","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"d2917cc2-26b9-4993-96a7-658e5000dce1","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"3a26a937-bb27-4771-ad64-fbccdee1ba44","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"f02e1589-e1be-4b88-8437-bbefb4ed6d22","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"b8f548af-b56e-44ab-8012-145cf2f1821b","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"e7b9ed48-9693-44a5-8776-c239c0af8b54","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"76ce806a-2007-5ab8-982f-ad168832d089","","checklist-flat","pass","Seismic Joint Building Connection","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 91 - Check Sheet 100% Complete","Seismic Joint Building Connection"
"eaecc0c5-6b00-4070-8849-40a397398398","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete"
"02fcda5b-f762-4f05-9da5-94986d4ad927","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation"
"326dfeef-33fa-47f7-b0e3-d09791ad78e9","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 15","Trench PE 130 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
