"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"92629502-633a-4afd-9e87-446d5bb71137","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"f3abeaa6-a1fb-47da-9a2c-e4800db7e734","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"ef2b1446-26ae-4930-ae2c-91221f638998","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"e9aade0f-c429-4132-ab20-1790a51f95eb","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels"
"96649801-bb7c-4adf-810d-4b2b56c74295","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","Panels","weld plate details"
"7e972815-4d6c-4bcf-8439-8b3339ef89ed","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details"
"52972272-b05c-474b-b9b9-4b155a13724a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Edge Detail"
"f1ddc90f-19db-4e38-89f9-ea93f3b9a674","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Bar Projections"
"eebcc785-e53d-4e96-8c52-4f375aece3fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Cast in items"
"1c1933a8-3fb9-4117-bdf9-69b0920eda3c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30"
"9eb33580-ba79-460e-a31e-85930b3a7fd9","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"be49fd85-f6be-4fa0-a274-d5ee741f3619","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"4ee3eeca-c9fa-4ef5-a84b-06a9de2e895c","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -149","Stripping and Stacking"
"4a4312fc-4f58-4d89-bb2e-5873270b79f1","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -149","Stripping and Stacking","Stripping & Stacking"
"47665a88-b30f-4334-86e4-0b9d9b42e336","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150"
"2fc79c6b-ed70-4e4e-86b2-b0d10d856327","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check"
"be232184-516b-44f0-b9fd-dff33d2a008e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Dimensions"
"5e827a93-f06b-49c9-b1cd-9b99fd06fabd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Mould Clean"
"f60f29e1-8ab3-4d76-934a-c9144f5a5abb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Mould Oiled"
"8c4307bf-df85-4246-af6f-03a72d39d2d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Mould - Workmanship"
"72ef6bc8-a901-4ba2-9c97-21a49cca2f77","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Reinforcing"
"5a2ebb59-9289-4a1f-af13-5c0f71e1c87f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Cast In Items"
"49d5f7ae-215c-4871-bbe8-0ac5d1900d75","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Marker Position and No."
"2402b7e3-b2ce-49fa-96ab-a0187a5bebe0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Pre-Pour Check","Make mould to Green Status"
"293fa2c4-2f35-4c71-a828-cc8128de13b4","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Concrete Works"
"ce902be3-fa0f-451b-b5a3-185f91243565","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Concrete Works","Concrete Works Details"
"e5d7be75-cba8-4064-8dc2-983968e20bb9","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Concrete Works","Wilco Sample Taken"
"46d3f791-5af0-4c41-ae0a-9810a14bd1d6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Concrete Works","Bridgeman Sample Taken"
"f6e2e03b-3acb-4900-b83b-a304ea8a42b0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Concrete Works","Supervisor Approval"
"e2983635-8fdb-4e49-81ba-5c5b6005165a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Post Pour Check"
"0d5f1038-689b-471a-891b-7b14da67d1ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Post Pour Check","Edge Detail"
"5b1aebf2-3c4a-4750-b8a2-aaeadc1b821e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Post Pour Check","Bar Projections"
"f6a4e365-cd36-48af-bbed-ca76ee1d35a4","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Post Pour Check","Cast in items"
"b1767c83-2d2b-4786-9221-2cb4cca24372","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Stripping and Stacking"
"4d69fb6c-5e32-444c-a35c-7f0e76501355","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 121 - 150","Panel -150","Stripping and Stacking","Stripping & Stacking"
"d2ad9e05-37c7-4e6d-8b2e-7d1997a18e1e","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels","Panels 151- 179"
"79241af9-9c6d-4616-8401-ad93e83a546d","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151"
"7125b97b-5a55-4517-85a4-d7280c201014","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check"
"2b5f0a85-8a25-450b-b478-2ddc7b1a382b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Dimensions"
"a5b85d67-d970-41ed-b21b-c4661bd2a45e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Mould Clean"
"7741a0c4-72fc-4447-9a1d-af2bdf3b9b6e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Mould Oiled"
"bd50b52a-d7e0-46bd-8e54-563a8b43a8a2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Mould - Workmanship"
"2cd155a9-8a7b-4154-bfcb-f792474b8563","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Reinforcing"
"9cf0e9fa-3b48-4c32-afe9-3d8c263b8a9c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Cast In Items"
"fab726eb-4146-4c01-9668-225650b673aa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Marker Position and No."
"50de46f9-b058-4471-a36a-2be4cab28654","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Pre-Pour Check","Make mould to Green Status"
"7c114322-9b25-43cc-8c77-a1a9ceebd477","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Concrete Works"
"4cbc9c5c-c7ea-468a-b0c1-b79713d1c759","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Concrete Works","Concrete Works Details"
"6aaa535d-f2f7-46e8-b214-cfdd0343b469","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Concrete Works","Wilco Sample Taken"
"3246cace-32b4-4b98-a177-bbd958927e3e","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Concrete Works","Bridgeman Sample Taken"
"7d71dbbd-6ec6-41ad-a21a-2dda99c6c7aa","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Concrete Works","Supervisor Approval"
"0e9dc9df-277e-4b22-829f-abd5642618b1","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Post Pour Check"
"25db6a3b-880a-4083-bda7-aee2226e46d9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Post Pour Check","Edge Detail"
"80a2354e-1403-4dd8-a57e-5eaf9f9c62ad","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Post Pour Check","Bar Projections"
"08d93718-ecf7-4feb-8e02-f80cf4141acf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Post Pour Check","Cast in items"
"128bd9d9-6341-4dc1-b81e-e9ebf18e3fce","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Stripping and Stacking"
"acac1c7a-5b2c-441f-b82b-a1a8908e7cab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -151","Stripping and Stacking","Stripping & Stacking"
"19446631-3aea-47a2-ba84-382c43fadb44","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152"
"63a5030d-0187-4f64-84e8-25f313fca755","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check"
"0ec7b497-f745-45c2-ac14-4510d50a7757","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Dimensions"
"4f291c8a-ced7-47c0-b477-9bf8d525bcb3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Mould Clean"
"410a566f-f32c-4e08-9089-e07081632e2e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Mould Oiled"
"2b00e54d-2abc-41e1-92f4-0b773c3c413b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Mould - Workmanship"
"c9dea955-284e-4757-b34b-4997cfc2764c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Reinforcing"
"bd6b9ecc-63e4-4180-b6b8-b136c2682cb2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Cast In Items"
"52fb071b-aa5d-4ed6-9448-a37b4e3bce8d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Marker Position and No."
"0f740db1-08fd-4517-aee4-729109c01e63","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Pre-Pour Check","Make mould to Green Status"
"a4dc9b82-395f-4ba3-9435-e43df627a6fa","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Concrete Works"
"db51db13-1c7f-44cd-88e1-df88e5e6b7e4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Concrete Works","Concrete Works Details"
"68a58d0a-1680-40a7-88a3-89bc51a30e5c","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Concrete Works","Wilco Sample Taken"
"0b2136ed-9db0-4bf4-9d94-200f59d65913","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Concrete Works","Bridgeman Sample Taken"
"8c71e110-fef9-4eca-af59-9f69386abfb7","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Concrete Works","Supervisor Approval"
"1fdf8f40-c997-49b5-8777-aac78a990df0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Post Pour Check"
"66db926a-8f51-4ca2-b0d4-b2aedb7486f8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Post Pour Check","Edge Detail"
"84afc1ad-ffe7-40e4-842d-426532a58e3f","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Post Pour Check","Bar Projections"
"ec2f2a28-2f9b-4ea7-a9b5-4c73f6f48686","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Post Pour Check","Cast in items"
"33530db8-4c13-42b3-9e76-c165d631c6dc","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Stripping and Stacking"
"6f9d8586-df94-4f00-b060-2886a25b5011","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -152","Stripping and Stacking","Stripping & Stacking"
"722607b1-ac22-457c-b803-2f2002988ecf","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153"
"32bdb4ed-69ce-42bd-af16-1824262482ba","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check"
"dfa0509b-8d6e-4a08-8d10-3979bf9145f3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Dimensions"
"43a9604c-5543-4770-9c24-051684b38238","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Mould Clean"
"58ccd232-6098-42d5-9a9d-a008188c5266","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Mould Oiled"
"773cf1cf-0bfd-4412-bb92-cb8a71c7d448","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Mould - Workmanship"
"d2bb0d42-1c4b-45c8-9fb4-15519dc6b131","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Reinforcing"
"135f11b6-471e-426e-b254-f8afe06bd02c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Cast In Items"
"e0995c13-e0ab-4d15-ba83-14f9b7e63758","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Marker Position and No."
"a7b0bcd8-1999-4a93-8a6a-fb1dab7aa5a0","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Pre-Pour Check","Make mould to Green Status"
"858bd3af-f0b9-40e4-8836-ed564cd882d2","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Concrete Works"
"abbc960f-9b39-49f3-b706-8dd3d302ce3e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Concrete Works","Concrete Works Details"
"f9bdb753-744a-45ff-abec-eed6a8354dc7","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Concrete Works","Wilco Sample Taken"
"00c689ab-a667-40aa-887b-9cc926c8eb11","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Concrete Works","Bridgeman Sample Taken"
"17bff1de-ef7a-4ed6-8e46-8c27dfdc6af1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Concrete Works","Supervisor Approval"
"e1740efb-cc56-4016-ab35-39226b452051","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Post Pour Check"
"d0c016a6-b939-4022-8cec-30a53bc524be","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Post Pour Check","Edge Detail"
"ace9c688-1f6e-46b6-966b-d08f2c90a73b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Post Pour Check","Bar Projections"
"9387935c-8ef3-4656-91b7-1981b7c17b61","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Post Pour Check","Cast in items"
"1f24df89-9a09-4227-8260-92d51ee234c4","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Stripping and Stacking"
"0c985f09-fdc8-4534-bd42-0b8d5e92bf7f","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -153","Stripping and Stacking","Stripping & Stacking"
"9283b0a8-843e-4f8b-9375-0cc056f7205a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154"
"2adc818f-2549-4f20-ae6c-a58a18b227fb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check"
"f96c6199-ac39-4e95-bbe1-0f5477dd7f3a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Dimensions"
"57cd9bf8-62c2-4d78-b8a5-4bbbdf2a6de7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Mould Clean"
"e3c56578-62fe-49f0-b181-7bebb35eccb8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Mould Oiled"
"5889d236-b25f-4ca4-99ef-68ded14351c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Mould - Workmanship"
"7fc008b1-fbff-4a60-b05f-e1a7a60d9be3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Reinforcing"
"6dddf720-252b-475e-8cf7-967d7df69aa9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Cast In Items"
"90d02ab2-934e-458d-afd3-4a06f514df62","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Marker Position and No."
"b8a2d353-936a-4d19-822f-419c5394df2a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Pre-Pour Check","Make mould to Green Status"
"a6f84b7c-2975-4603-a904-2994327216a5","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Concrete Works"
"5377a6ab-ebc9-46f3-9e6a-00b46f1d38a4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Concrete Works","Concrete Works Details"
"d8f96fa6-3d66-43d3-9af6-f5a525c4fd37","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Concrete Works","Wilco Sample Taken"
"5e160a1d-0d7d-4eed-b925-a6420965a774","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Concrete Works","Bridgeman Sample Taken"
"bd0410dc-f0b4-4507-a64c-8d7605cac735","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Concrete Works","Supervisor Approval"
"c8a4ebaa-580d-4bf9-8d43-76b04e34db0c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Post Pour Check"
"1465a2af-9f90-4ecb-92bb-1c1592868528","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Post Pour Check","Edge Detail"
"8e0387bc-7dd2-428a-b80f-ad798c704925","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Post Pour Check","Bar Projections"
"d5a8ad42-e281-4413-af7f-d94bc0b4fd8a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Post Pour Check","Cast in items"
"867ca896-ed20-4d3f-a80c-8aa7417a5804","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Stripping and Stacking"
"68b0108b-f823-42bb-b837-539fd8520338","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -154","Stripping and Stacking","Stripping & Stacking"
"e32bf57c-3e13-4c0f-8754-1fb6b0acc2ff","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155"
"da9e776c-5456-4412-8295-bfbfa269fc34","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check"
"3e640bb3-e3ab-4edc-aa1a-731c4e76dbf2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Dimensions"
"d6853faf-1dea-47ea-955d-587510a17d06","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Mould Clean"
"ecba2739-3679-4cf9-852c-fe272f60aba2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Mould Oiled"
"f7e7fa99-3338-469d-bac6-7e564aa9a67f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Mould - Workmanship"
"196a9970-8561-41cd-9b2b-28059050b0d3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Reinforcing"
"d998d44e-ee2b-4ded-bc8b-c42ce0fd30e2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Cast In Items"
"b97e8c63-987f-414a-a56b-ea38072cf151","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Marker Position and No."
"c3fac7ac-e3f0-44d7-8d19-2ab18a4cc829","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Pre-Pour Check","Make mould to Green Status"
"fd912858-1155-4fdd-9118-5fb11ffdda34","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Concrete Works"
"e563f0ec-cc19-47e0-a04f-1c8541001985","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Concrete Works","Concrete Works Details"
"06304090-7490-43ce-a26b-7ccccde9f811","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Concrete Works","Wilco Sample Taken"
"5d552ef3-a343-4fc8-9b8b-cd3e8992691b","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Concrete Works","Bridgeman Sample Taken"
"a0aa2418-4bfc-4b5f-bab7-8ef8e44fd080","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Concrete Works","Supervisor Approval"
"a2601358-025e-46be-9298-0bdd8ab6c786","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Post Pour Check"
"707d50e9-4e9f-4c5a-b5d3-bb8ad6df558c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Post Pour Check","Edge Detail"
"2febd3f1-9298-4249-a404-15c1a34e6be4","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Post Pour Check","Bar Projections"
"78e4cc59-de4a-4096-8a35-7aea0f59c7a3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Post Pour Check","Cast in items"
"3bc00a30-e29f-4cd0-80b7-d4bc82bd7eed","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 151- 179","Panel -155","Stripping and Stacking"
