"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f32fe923-a9a5-40c9-bf3d-0a951c7f68b9","","fail","","folder","TRUE","FALSE","Site QA"
"81658017-0dea-438a-bbe9-86872c867d6e","","fail","","folder","TRUE","FALSE","Site QA","Level 1"
"e3486b85-6a1d-4fab-a53a-846ff4d74b16","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"57f22067-8d5e-4838-857e-8126d49a51c8","","pass","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"5e018c57-87f9-4116-b830-f316943413fa","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner","Floor Vinyl"
"1eabb3b9-a48d-4b22-8ffe-d0d8af6cd85a","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2123 - Cleaner","Wall Covering"
"13705b31-2fad-4300-96da-62d7ca33bcc9","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility"
"2e797d62-45b6-42f9-871b-46956c55f7ba","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility","Preparation"
"3796bebd-ab26-4d7d-9bc8-50522354ebc2","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility","Floor Vinyl"
"9a7f35d7-def3-47b0-9f96-c41056baa392","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2202 - Dirty Utility","Wall Covering"
"f308f66a-a0d1-49ed-89c2-d1112b9a6646","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC"
"aecab35d-1566-43b6-b6ec-ea87c47050ff","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC","Preparation"
"8019153f-db90-4a58-848e-cdf3c2374935","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC","Floor Vinyl"
"fa2def58-1002-4121-b58b-283016952229","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2203 - WC","Wall Covering"
"81d85257-3455-4364-ae6b-d5e3b0a6113a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec"
"6ef78792-2f46-4a35-8cc5-aa6c4a4261b2","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec","Preparation"
"91ba7034-146d-4401-be56-bc99d79d9774","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec","Floor Vinyl"
"44fb0e24-f285-4667-a047-7800ac8da0b5","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2006 - Elec","Wall Covering"
"c6ecd1e5-10a2-4d46-8ff9-1439b84643b6","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT"
"ac19e9c4-b56a-4d6b-9c35-d721ac6b3321","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT","Preparation"
"0393af74-540c-437c-9924-d1f9d1d44486","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2005 - IT","Floor Vinyl"
"c3de8a91-99db-4f27-baea-0f5c2a1fae83","","pass","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment"
"37676bf3-6f23-4e58-89a5-5f58a1a658a7","","pass","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment","Preparation"
"e1877397-e978-4180-aacb-010b390621ad","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment","Floor Vinyl"
"5f443c39-965e-4a5a-a8fd-5c09a59d015d","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2221 - Equipment","Wall Covering"
"887b825d-9143-457e-989c-67e81796b707","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2223 - Enclosed 17"
"0c1ea894-fa9d-4db6-8fb2-ea459be70b1f","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2223 - Enclosed 17","Preparation"
"ab9ee910-3b1c-4af4-884f-3909feeb86db","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2223 - Enclosed 17","Floor Vinyl"
"7b7441a2-30ca-4557-a194-1ae63ee4ba23","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2223 - Enclosed 17","Wall Covering"
"1069ec1f-1a64-4d5c-b304-960fc4bd7707","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2222 - Enclosed 16"
"3f87682f-65c0-4523-9f52-f9cdc9645586","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2222 - Enclosed 16","Preparation"
"4db53975-78ca-4b0d-bcc4-2eb56a316c47","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2222 - Enclosed 16","Floor Vinyl"
"92373508-39c4-42b2-859c-7cb280d2cc5f","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2222 - Enclosed 16","Wall Covering"
"2fed007d-99c2-48d4-b5e7-6dd99624c5f9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2021 - Corridor"
"9ced8e66-75cb-4bc6-8786-f02a03a472fa","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2021 - Corridor","Preparation"
"a49b018d-aa0a-4ddc-8640-3c783aed0a1c","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2021 - Corridor","Floor Vinyl"
"dab5401d-59ae-42f1-918d-f1b078b71f22","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2021 - Corridor","Wall Covering"
"cec43f15-94e1-4882-a2cf-68423fc43893","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2020 - Lobby"
"efaea111-a6d7-454b-9f97-8db858c82445","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2020 - Lobby","Preparation"
"7f53334d-768e-42e4-b604-347529fe4aa7","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2020 - Lobby","Floor Vinyl"
"095645ba-6eb7-420c-8c9e-dffbe3efe9f9","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2020 - Lobby","Wall Covering"
"23be92d5-195d-41e7-8606-4450adee2c62","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2002 - Stair 2"
"a765c6d7-2743-43b4-aa40-5387b9b15e77","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2002 - Stair 2","Preparation"
"3794113c-7b7d-4707-ba28-5c995c9e9acb","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2002 - Stair 2","Floor Vinyl"
"29e513f1-c455-4e64-b308-cd48dcc4fd86","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2002 - Stair 2","Wall Covering"
"58ff74b4-aabb-4095-add4-9ff7bf643f6b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 2","Zone 3 - A1523","2200- PACU"
"534d9631-07c1-47bd-9b81-510f9614f7c9","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2200- PACU","Floor Prep"
"3c78f797-1571-46e1-bb50-f89298d56e5d","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","2200- PACU","Floor Vinyl / LVT / Marmoleum"
"ad94984c-815a-4321-b40d-4753f00867a4","","work-in-progress","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 2","Zone 3 - A1523","Wall Vinyl / Cove / Splashback"
"12fde32d-d24d-4163-856c-7b5ddaa94ccb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3"
"92aadb83-0f7b-4a91-affa-363ee96992c8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531"
"33efa1c2-58c8-4e30-ad41-da142be9a364","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3021 - Hotel Stores"
"c664c2ac-a9f5-49da-8057-4c66bdd4d171","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3021 - Hotel Stores","Preparation"
"4d519836-920c-4606-9a69-adb7fd1aa033","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3021 - Hotel Stores","Carpet tiles"
"cfc1c58d-ecb8-4a27-a69d-050b63b433a0","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3021 - Hotel Stores"
"7ec08517-867c-4741-91d7-3272cead80de","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3021 - Hotel Stores","Preparation"
"a6f6992d-ec88-4b0b-b060-7024badd0eba","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3021 - Hotel Stores","Carpet tiles"
"4d0ed0d0-0105-4252-a80a-0a9c08361488","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3205 - ICU Staff Tea"
"d12cb823-6d49-4258-98cf-266c8718da44","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3205 - ICU Staff Tea","Preparation"
"a234e91e-78e2-40a3-966b-e5e8d4c9f050","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3205 - ICU Staff Tea","Floor Vinyl"
"5992d7ec-3c8f-4f12-b429-ae311ebcbcbb","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3205 - ICU Staff Tea","Wall Covering"
"ff952794-bd69-4992-9dda-06db2a80b95e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3024 - Sub Wait"
"87b2b230-9eec-49cb-a7a0-098a0eafe697","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3024 - Sub Wait","Preparation"
"3542bd9b-0d6c-4654-be81-9d8f58425e5e","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3024 - Sub Wait","Floor Vinyl"
"d408e302-0a13-4ec1-9c08-5c61bb7f5b55","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3024 - Sub Wait","Wall Covering"
"08bd0572-0f1f-41d7-bb9d-e8dcbfe7c977","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","L3 Ward Area"
"1a090df9-4985-4ccb-aa85-c58dd99d1e29","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","L3 Ward Area","Preparation"
"fdea5d41-1516-4ceb-acd7-c7fc8ed715b7","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","L3 Ward Area","Carpet tiles"
"5db65b97-f906-4df5-b6ff-d8049c04af74","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3030 - Staff Base Reception"
"4a7e61d3-de24-4697-81e2-f9211bdaaf80","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3030 - Staff Base Reception","Preparation"
"54727ded-f722-435d-9945-f90967e86fb2","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3030 - Staff Base Reception","Floor Vinyl"
"43795f3d-35ce-463a-a3a8-8b30ff2e9c00","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3030 - Staff Base Reception","Wall Covering"
"c8fbe92f-ea23-4e94-9e25-17c91f6e8807","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3071 - CNM OFF"
"2df298ee-b95c-4100-a7f0-11898b9bbf00","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3071 - CNM OFF","Preparation"
"25ae43fc-e2b8-4371-96a9-f4b3e398bf1e","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3071 - CNM OFF","Floor Vinyl"
"e6840182-5267-4db0-abc3-8572707b393b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3071 - CNM OFF","Wall Covering"
"3466d35b-2793-4540-8b7e-29638d45c3dd","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3031 - Handover Training Room"
"26946d42-b953-4da6-ac69-a007759c321e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3031 - Handover Training Room","Preparation"
"5ce80559-2c18-44e0-9dca-57e87c83bccd","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3031 - Handover Training Room","Carpet tiles"
"8b806ac6-82ce-48c8-8e06-2aff2a98a5b8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3052 - Dirty utility"
"ae70dd5c-8587-4576-8be2-f8758dfc952e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3052 - Dirty utility","Preparation"
"9fcd5365-1834-4438-b38f-bd9ddfc28ed9","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3052 - Dirty utility","Floor Vinyl"
"00e331d7-e113-4ba7-8c3d-c46920f62e7d","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3052 - Dirty utility","Wall Covering"
"2af56523-8382-474f-a815-03d055b44750","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3050 - Corridor"
"d7363e9e-f547-450e-877e-79cb11979a8d","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3050 - Corridor","Preparation"
"21606c9b-8c76-4091-8585-863842d9b4bd","","pass","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3050 - Corridor","Carpet tiles"
"7ac7c506-699b-4909-8ca3-2cc5f1e8616f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3023 - Corridor"
"2d0df827-9ea6-44da-bec3-24239dfcea8a","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3023 - Corridor","Preparation"
"d0e2afaa-7d9d-4e1b-8a5b-848fc44edceb","","pass","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3023 - Corridor","Carpet tiles"
"e5ef81de-6137-40a4-a806-2116291b906f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3034 - Patient property"
"a3e6079c-a924-4fb6-920d-1e75546d582a","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3034 - Patient property","Preparation"
"92afdb9b-8e52-4a32-84ef-7a4c3e17b9fc","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3034 - Patient property","Floor Vinyl"
"eed22cf6-3e74-4845-a501-9b0f16486d19","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3034 - Patient property","Wall Covering"
"1a2f42a3-29bb-4ab5-95bb-ee3342a1871f","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3045 - Staff ACC WC/ Shower"
"1428b8e2-3ba1-497f-a4c8-7931b2c88e63","","not-started","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3045 - Staff ACC WC/ Shower","Floor Prep Wet Room"
"80484acf-9401-4a04-85f9-4a46a3a27c7a","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3045 - Staff ACC WC/ Shower","Floor Vinyl"
"f2b56aa2-bde7-4a98-bdb5-2a8a04485fea","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3045 - Staff ACC WC/ Shower","Wall Covering"
"8c2b242b-3c78-40df-a7af-be20b5de8c86","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3047 - Cleaner Disposal"
"c9ae4ede-3c82-49b8-81a1-46bea649091d","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3047 - Cleaner Disposal","Preparation"
"49e00c44-8314-4bfe-8a52-d17b797307cb","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3047 - Cleaner Disposal","Floor Vinyl"
"78cc0979-8bb7-49eb-a0dd-2a89ace7de7d","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3047 - Cleaner Disposal","Wall Covering"
"6c59bcbb-beb3-499c-8393-cd754a6bb3d1","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3046 - WC"
"ea304517-b29f-4470-9e13-59304acc4773","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3046 - WC","Preparation"
"8c44d5e0-d1eb-4d60-9b24-831b216b33bf","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3046 - WC","Floor Vinyl"
"4b6d28f6-94c6-40bb-8155-435a2f33f0d1","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3046 - WC","Wall Covering"
"25917744-1785-4783-ac97-204976ffa10c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3051 - Physio Store"
"4f406cd7-b5d8-4de3-b4f8-0676ba09c552","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3051 - Physio Store","Preparation"
"537aeacf-4e4f-4073-97a0-99606afbc340","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3051 - Physio Store","Floor Vinyl"
"f81587be-46fb-4dcf-a9ec-b59e586dc8f3","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3051 - Physio Store","Wall Covering"
"105d77ba-6311-4a9c-a5b7-30cf51ad84ae","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3053 - DB"
"04d84ec6-b6d2-4b5f-9bdf-14114879e367","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3053 - DB","Preparation"
"8481697b-2f3a-4b6b-8f87-f2a4027a832f","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3053 - DB","Floor Vinyl"
"a7b11a21-a961-4acf-8fff-530bf3ceea45","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3053 - DB","Wall Covering"
"c58eb5a3-6c4e-4ac6-805c-4990b6f5855f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3054 - Equipment"
"1412ac96-53b2-495d-9ada-4427b7fd539c","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3054 - Equipment","Preparation"
"2e3d07a1-db12-49b1-83cf-c4e530f26b3c","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3054 - Equipment","Floor Vinyl"
"e3c35fb2-a8e8-4df6-99f0-4c60e1c86ce1","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3054 - Equipment","Wall Covering"
"3d04d3f1-577a-47b9-b4ed-4900c8c383a9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3055 - Linen"
"af0b6c48-169d-4786-bc8f-f8c091f3c984","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3055 - Linen","Preparation"
"80473457-3305-4d05-a787-32309f776982","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3055 - Linen","Carpet tiles"
"735a5601-8b6b-4f08-bf3a-494991f935ae","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056 - Bedroom 1"
"7e02ede6-b70e-41e4-8c66-c49b80fd4b7e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056 - Bedroom 1","Preparation"
"89e6daf8-dabd-489a-8e95-698d4165807d","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056 - Bedroom 1","Floor Vinyl"
"134bc55d-83d7-417d-ab32-0d52ff3b769b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056 - Bedroom 1","Wall Covering"
"6ca6308f-e6d3-46d0-b9f4-b74ef0ae32bf","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056A - Ensuite 1"
"e48265cf-de32-4112-a1ac-5c20ccdd2d1d","","not-started","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056A - Ensuite 1","Floor Prep Wet Room"
"485306a0-ef99-4418-a4e6-829aa69b8d6d","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056A - Ensuite 1","Floor Vinyl"
"17376cc3-ff6a-4890-a2fb-d74a98fc430e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3056A - Ensuite 1","Wall Covering"
"b5b7a884-448a-40b3-9317-81dd82eb34fa","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060 - Bedroom 2"
"f6bf2a97-92ac-4f15-b5dc-be2fcbe8c893","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060 - Bedroom 2","Preparation"
"184da1b8-ecc5-4476-bb1b-339931110317","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060 - Bedroom 2","Floor Vinyl"
"336c599d-c67c-42b9-bedf-db18a92cdf4c","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060 - Bedroom 2","Wall Covering"
"51c54893-80aa-4488-8670-efb13adf673d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060A - Ensuite 2"
"28a17717-0454-4b16-9dd1-5d834f68cfc7","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060A - Ensuite 2","Floor Prep Wet Room"
"120ba0b6-de2a-457b-96b6-3d77f2589a21","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060A - Ensuite 2","Floor Vinyl"
"9695419b-79ed-495f-bc1f-3ff8d4fa7026","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3060A - Ensuite 2","Wall Covering"
"d63c2279-874c-48b2-975c-8347041b971c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061 - Bedroom 3"
"e3ea9ff4-840b-467d-9181-8dd374d3e804","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061 - Bedroom 3","Preparation"
"1e9117ea-e399-4605-b02e-fd78ff1a0cde","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061 - Bedroom 3","Floor Vinyl"
"69014dc6-b778-4c2c-927d-8f4b186a2910","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061 - Bedroom 3","Wall Covering"
"8be052ea-12fa-484c-871e-91afef6ae85f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061A - Ensuite 3"
"84acad1d-c814-4b0d-a847-33ab9ef2e8f0","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061A - Ensuite 3","Floor Prep Wet Room"
"9fc728d4-8f38-43ed-ac2f-c0d0453bff2d","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061A - Ensuite 3","Floor Vinyl"
"3e7049e4-08d5-4d36-8c93-06611e1c170c","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 1 - A1531","3061A - Ensuite 3","Wall Covering"
"cd96b438-a150-4f03-a48e-58226cab6423","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 1 - A1531","3062 - Bedroom 4"
