"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d8e7b1fb-b4f1-4454-a556-22fd3f8450eb","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b73585f3-6a5d-4801-b2d4-17b08f835ef7","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores"
"63480db9-bb30-4de3-8926-76a240b377b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower"
"593b99ee-69e1-4e00-b649-352b36ae0fbc","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower","Basement 3"
"221df847-3b23-4539-85b8-942677961af4","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Upper Ground Mezzanine","Stairs"
"9ac55e25-3c48-4859-9e18-2162588ceff0","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 1"
"d5bcad22-bb27-4ecb-9f04-9a3a7c3aa021","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 1","Pre Pour"
"6f6ef8ae-b9c6-4d8e-8e1b-4e57670ad037","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 1","Formwork"
"71f7b6fe-6a0c-4ce0-b5eb-53711335ba80","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 1","Stairs"
"9e4c3e40-c485-4925-8dd3-a428c5e0af58","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 2"
"165dfd83-0c20-46a3-9702-7fdcbb8fda5b","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 2","Pre Pour"
"6634e446-084e-45c5-924e-6c20b0710489","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 2","Formwork"
"1e3776c5-19ef-4b4e-9ee7-f0891f416b5a","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 2","Stairs"
"81e1a19e-72f4-431d-8278-d0e7d066b801","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 3"
"5e7078fe-f284-400e-863e-35168429d30c","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 3","Pre Pour"
"079b547c-95eb-42b8-a889-6a047b395fee","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 3","Formwork"
"4e8896fe-ab96-4643-95c4-5bcd4c0aadaf","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 3","Stairs"
"767e4305-2335-4005-9295-e7ae1a140913","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 4"
"ca7c00cb-8e2e-4f72-a031-415c0c611ec9","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 4","Pre Pour"
"6364d38d-7d82-479a-a00b-2f1c82c00c75","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 4","Formwork"
"23af5974-8026-45dd-b707-d94640d6d4a8","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 07 (Parish Core)","Level 4","Stairs"
"bf6e6d0c-6c64-4074-b22b-ad6df6159efc","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)"
"c5e8d302-445c-40b9-979d-875f8b7cc26c","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Upper Ground"
"49846ef4-0f3d-4a87-9064-725693cfcfc0","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Upper Ground","Pre Pour"
"7068b8e5-2418-4291-8968-8d19bcd4e1d6","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Upper Ground","Formwork"
"bcaf048f-9317-422f-835e-0b534ff1402e","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Upper Ground","Stairs"
"08850b6f-09a7-4613-b186-eff20ac94841","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 1"
"2c8e315c-255d-4511-bb7d-703563d6ff42","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 1","Pre Pour"
"79b6e7f5-9558-4c29-b471-7b910fa74b83","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 1","Formwork"
"e54f79a1-d65d-418d-9b33-04a9a7f68442","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 1","Stairs"
"48775a08-255c-4f77-a6f7-51eacc9f2ce4","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 2"
"09bc8716-5cd8-448b-8d26-e84d63a2fbf4","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 2","Pre Pour"
"e450abc7-4851-4f2c-8314-99a070dd102a","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 2","Formwork"
"5b22e4dc-9c76-4431-a6a8-f7c9a5b4faa7","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 2","Stairs"
"30011fda-7d51-4764-8f1a-72eaa58d64f7","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 3"
"106c31db-78de-49e3-9af9-2d08d8a268e3","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 3","Pre Pour"
"decf03ac-a93d-4b89-b14b-2264404ee37f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 3","Formwork"
"aea55956-fa4b-4d85-b628-da451ac7ece0","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 3","Stairs"
"210bed5e-39e7-46e7-99dc-2e573b5508b9","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 4"
"da320904-dcb3-4d1e-aa70-6dd9ea22257f","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 4","Pre Pour"
"6e1c6adf-9909-42f2-b5ba-f47ca24114ef","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 4","Formwork"
"bed84b7b-396b-4663-9c6a-40229cebf3ea","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Stair 08 (School Core)","Level 4","Stairs"
"bb82fbae-36ea-4a09-becf-d147df059e81","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 01"
"93f10316-6983-43f3-b229-986eb9d2d324","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 01","Pour 1"
"42a585b0-1048-483c-a4ef-0c580ac911e6","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 01","Pour 1","Pre Pour"
"6ac8f5a4-8eeb-41fb-bf90-ae7f28baea45","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 01","Pour 1","Formwork"
"347a9ff0-0e7a-4660-9e1d-c4e347ff6b99","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 01","Pour 1","Stairs"
"8106242d-5873-4bc5-8dfb-d827407b3131","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 02"
"56825d4d-6c86-459e-8c69-6f8c5205baed","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 02","Pour 1"
"4b8ed710-2771-4961-ad47-ae332e7b0756","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 02","Pour 1","Pre Pour"
"08ca07e6-e506-4d70-b6f5-0b6f42dc9b2b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 02","Pour 1","Formwork"
"94edc39c-0891-441a-8aab-be6caebf5618","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 02","Pour 1","Stairs"
"a53ab571-886a-4f41-bd0a-1d3cc0c8fc77","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 03"
"5ee360cf-6bdb-443a-a105-26014e7b85ac","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","External Stair 03","Pour 1"
"6295a5f5-9299-4133-92e5-be945cd940a9","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 03","Pour 1","Pre Pour"
"8688c5c3-7f6e-4f37-9ca7-e4a674c1e4c3","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 03","Pour 1","Formwork"
"55b07f14-4d2e-4a17-a08a-f73f979eb05f","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","External Stair 03","Pour 1","Stairs"
"ba0fbf4a-23ea-4f0c-b712-2104805889b4","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs"
"79e179b8-4516-4051-9b02-b4ca05dec40a","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 1"
"5c8c2fb1-de24-4b17-96a8-5aa8ac355bfd","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 1","Pre Pour"
"28819955-7be2-40fe-8c1d-1f7ee5cbb334","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 1","Formwork"
"b451a5a6-205a-4532-a503-66db4f05a3fa","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 1","Stairs"
"3d657fef-9538-47af-8de3-9cb65de2a777","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 2"
"1143d6d8-c6a2-4732-9716-6b9142594705","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 2","Pre Pour"
"2e027a34-1740-497c-b052-1ce8012c24ec","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 2","Formwork"
"b1ff9981-4fe4-41e1-9c7f-26d99281e624","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 2","Stairs"
"6a19da79-4b7d-491a-8554-685e2422d6ae","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 3"
"97e3dc1e-7573-416e-ae5a-41761c886fb9","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 3","Pre Pour"
"73eb8d18-43f0-4a7b-ab3a-1f37ed622d8f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 3","Formwork"
"7bf863df-5fc9-4799-bf1f-d651302d86c3","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 3","Stairs"
"e15834f2-dfd6-4d2d-88a3-367b563fa2fb","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 4"
"687237f6-62dc-4265-9d34-2cfc3b62b494","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 4","Pre Pour"
"d4d8da19-f3f1-4b91-b75b-b890087391b4","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 4","Formwork"
"05447dd5-7bd3-48e0-9a52-ca85be0c94cb","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 4","Stairs"
"f62c9648-af2e-42eb-b274-0eefc9b4560c","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 5"
"fa2a3ef0-5b4b-4dd4-b467-0c46139c144c","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 5","Pre Pour"
"76f8e9a6-0ba6-47ed-91a7-c182502acedf","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 5","Formwork"
"fcb93013-07f2-43a6-b202-6b3adc21e7dd","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 5","Stairs"
"183eff42-33a9-49af-b66d-9ee59d2943b4","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 6"
"d1276aff-6d5b-4e16-ad98-8372995ac880","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 6","Pre Pour"
"ab72fe82-1405-4fd1-9a14-6dbd01728ec9","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 6","Formwork"
"9526502d-b15b-4c13-834e-f133364ed2b8","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 6","Stairs"
"45e963de-8e16-4dce-a0e7-b33798d0a901","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 7"
"b48b50bd-2cca-42eb-a749-cea9c6f31004","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 7","Pre Pour"
"8d440a4f-d232-46a3-85f7-e023d560bb0a","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 7","Formwork"
"34f9a0bf-30f2-4cfe-8418-6250ede272ff","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 7","Stairs"
"699600eb-00a7-4acf-9a81-4437398d3f49","","folder-normal","","","step","TRUE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 8"
"f14d8d5e-7f13-4d57-9381-30a9a829b769","","checklist-flat","","Pre Pour Checklist - Walls","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 8","Pre Pour"
"79b4efce-303f-4a03-96c9-26411943849e","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 8","Formwork"
"7f808b14-750c-456c-9be5-7d23fb0a1a9f","","checklist-flat","","Stairs","checklist-flat","FALSE","FALSE","Site QA","Stairs","Miscellaneous Stairs","Pour 8","Stairs"
"14c2f03a-9e1d-4e9c-8f9a-c60f89ab0df9","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2"
"1f63ec35-10dd-4504-91b3-a3ff12e4f39d","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 1"
"c47b51e0-2aa4-4703-9b03-08e77cd3f821","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 1","Pre Pour"
"e6271e65-8883-4f38-90b5-e401d9f985c7","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 1","Formwork"
"b94202d0-ed15-4ae0-b5e2-c72349c5b17e","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 2"
"0acb61ad-75b4-4831-95bb-624a17cf7d26","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 2","Pre Pour slab "
"07ebd543-7506-446e-a623-e0e1605a9941","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 2","Formwork"
"652f0db3-b4de-4b17-a2b8-9ad54e5e2f90","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 2","Pre Pour slab "
"a0084b4a-0776-43d2-9f3d-b38b31e7dc6b","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 3"
"78e8be4c-080e-41d6-b34a-d7c8cdc04894","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 3","Pre Pour"
"ec0f6afa-0d98-4a68-afce-36eb07c41179","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 3","Formwork"
"9fa678bd-031f-484f-99ad-72ebc53b92c3","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 4"
"680a13a2-72db-49b8-bac2-fc043e48cdba","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 4","Pre Pour"
"82eb9853-2ee9-4b11-b678-08a97749b97b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 4","Formwork"
"86b235b5-4f30-4526-aed0-b2f5372fadc6","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 5"
"36f65cc6-a169-4d98-bfac-f045e7c76887","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 5","Pre Pour"
"421d4673-bfb1-427b-8831-7df9a8df64f2","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 5","Formwork"
"38c84f43-8de8-4b6d-97b3-34f9a6b2c68c","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 6"
"088d6749-1eec-40be-acc8-5ffd5985b870","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 6","Pre Pour"
"3685082a-2168-4135-ba37-3acfd0444363","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 6","Formwork"
"26a928f1-0b3b-48b1-93e8-3e9f84feee7d","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 7"
"ffdf8ec8-3ec1-43c5-bef3-28a447b8cc09","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 7","Pre Pour"
"225f6d5a-dea8-4ee4-b7b3-4803203a78d3","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 7","Formwork"
"131b83f4-551f-485c-a01b-a99a48365628","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 8"
"f58c0869-33c7-4646-891e-d864d6c5eaa9","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 8","Pre Pour"
"773ac495-0ae2-4202-9b70-9b993118a4a5","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 8","Formwork"
"69daea60-d666-4289-9c65-16b89d694693","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 9"
"62af5dcb-2de2-4dc6-895b-d3a0cf846ac1","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 9","Pre Pour"
"887ff372-7e7e-4f1a-af81-4f4287bd2bb5","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 9","Formwork"
"4b5a9313-451d-4018-b47d-5fd9ca494bc2","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 10"
"8281bb59-2a6a-4cae-8d14-c927a7381273","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 10","Pre Pour"
"54ce8cce-068d-4b51-a2b8-ef969377b608","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 10","Formwork"
"7c14e9f6-2ca3-4069-ad3a-6fca2d3f01af","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 11"
"bc305c08-aaff-4ab4-8812-cbdee65ff33d","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 11","Pre Pour"
"6840eafc-e519-4fd0-97cb-a694c2a6bd4d","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 11","Formwork"
"f27651b7-479f-4ff2-a76e-8ab5034a6b8d","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 12"
"ece17591-2489-4559-a319-49d89c99d502","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 12","Pre Pour"
"5c2798d1-e5a3-44c7-bdb3-c26f47ac2cb8","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 12","Formwork"
"d6e404f1-4fd3-4e72-81b7-40ee39deec3f","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Pour 13"
"1eeab351-e2bf-43ed-bfe2-d09457f135e4","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 13","Pre Pour"
"6ea8c08c-8c58-4520-8c2a-f48097e955a4","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Pour 13","Formwork"
"496d612c-35bf-4a7d-976e-0b1a5d777685","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 2","Column pour 1"
"7069208f-368b-43fb-a1cf-773b76712fae","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 2","Column pour 1","Pre Pour"
"4b455b07-6368-489e-b8a8-025e7a5087ae","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1"
"fe8431bf-d159-4f69-8489-25692500b8cc","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 1"
"419e9407-d5be-44e6-97a1-f966da7cba5b","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 1","Horizontal Elements"
"049941a4-b4d7-4103-aecc-f007908f6315","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Horizontal Elements","Pre Pour"
"48c686e7-e694-47c2-a61a-122a55ca0f21","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Horizontal Elements","Formwork"
"bbcc9c02-9fbc-470f-8f0b-79d933b04f53","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 1","Vertical Elements"
"0d3e2ac6-e7d9-4834-9d6e-a51661cbe8ce","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Vertical Elements","Pre Pour"
"ef4284dc-cbad-44ff-925d-7d2e3d7c7e34","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Vertical Elements","Formwork"
"ad4ee3c2-8481-4c40-8545-ba5559ce1f44","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 1","Early Formwork Handover first and second "
"84cdc43f-e743-471d-b064-603fd492e455","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 2"
"7df4d4a5-2650-44bf-a079-5b6f34867d86","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 2","Horizontal Elements"
"b1e13af8-a3cf-4c53-887c-f1ff8d9e92d0","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2","Horizontal Elements","Pre Pour"
"d500acb6-08f3-4f05-aace-b3276a9adb40","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2","Horizontal Elements","Formwork"
"fa4edb60-6174-4363-a50b-ec5742ffcfa2","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 2","Vertical Elements"
"73e031c7-ba33-43af-b32d-d68ae6695029","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2","Vertical Elements","Pre Pour"
"daf5e369-ea01-4913-b077-c0e50fbb4f08","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 2","Vertical Elements","Formwork"
"8c185a4a-5895-4896-b52e-33b25b563c81","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 3"
"24bde005-d1ac-4a36-87a5-6eb83ee661bc","","folder-normal","","","step","TRUE","FALSE","Site QA","Basement 1","Pour 3","Horizontal Elements"
"89b1f02b-0b46-49c1-8948-a2f1f4a08c11","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Basement 1","Pour 3","Horizontal Elements","Pre Pour"
