"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8105cfb6-9ad4-47cb-b980-57165c367f62","","folder-normal","","","step","TRUE","FALSE","Site QA"
"6109dfb9-4bf2-4dfc-b8e7-538c854e78da","","folder-normal","","","step","TRUE","FALSE","Site QA","Footings"
"05c0660a-4b06-4d0a-8376-62b5a8c6ff5b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 1","Vertical Elements"
"c6af7d5b-9bca-4340-9f02-9812a1f82c94","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 2"
"b6261d9f-58c3-43ec-bd0f-5607e0f5f582","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 2","Horizontal Elements"
"745c3373-d2f1-4955-a7aa-ba50af323b65","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 2","Vertical Elements"
"081910bc-b9ae-4bcc-a809-fb508dbb2a59","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 18"
"20d40b9f-21bc-487a-a641-7b1670ab2435","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 1"
"7f0b8216-981e-450b-bf32-2d079fedfbbf","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 1","Horizontal Elements"
"ab08eaf0-25a9-423f-88b0-2f9ea8f96a1e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 1","Vertical Elements"
"15641db7-70a7-44cc-ac72-9ed62a511537","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 2"
"cf3df30a-af9d-4ca3-a6cd-61c43d8105e8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 2","Horizontal Elements"
"9ec1c273-c24a-4590-bb53-4babe8b72cad","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 18","Pour 2","Vertical Elements"
"efb81743-682e-4a74-bf9f-deca64cf383c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 19"
"5471d1db-992e-4e23-823d-234c6167cde6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 1"
"00b8223e-c4f2-48c0-b6dd-f26629de5e45","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 1","Horizontal Elements"
"657549bc-eb72-4f2b-8bc5-cc45fe2fabaf","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 1","Vertical Elements"
"b3874366-279f-4537-be6a-059e02e35da6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 2"
"83de549b-0d06-4e1e-ad99-d93f2bf8cae1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 2","Horizontal Elements"
"806052be-26ae-47e3-9e91-b73fe93c389e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 19","Pour 2","Vertical Elements"
"b1ead2aa-806e-44ad-b499-bf14fe6f9529","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 20"
"bf9d7d28-9a94-4ac3-8a64-791b70e8d6b7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 1"
"b909c05f-213d-4edf-9bdc-ec32dacb6cd8","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 1","Horizontal Elements"
"ae0a3fec-3fc0-4f3b-b3eb-1a8c6d2598d7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 1","Vertical Elements"
"1d0707ba-242f-40c4-b404-1aa7b5e7610c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 2"
"aea3a218-a2db-4540-9b35-0df408e3ebee","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 2","Horizontal Elements"
"9a0a3cf1-d275-4bb2-90a8-b1bd98125dd4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 20","Pour 2","Vertical Elements"
"ef1f7394-77d8-4d65-baf2-599cdf12be90","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 21"
"3ce4ef1d-1185-4d19-a13d-dd318873f90f","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 1"
"6892ed9c-7d4c-4e0c-9f71-c0116043274a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 1","Horizontal Elements"
"b32abdfb-794b-4e7e-a825-3ce6a607de5a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 1","Vertical Elements"
"5bdc6770-232b-4c52-ab05-67bae732f15f","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 2"
"c6f3de0b-8813-4807-85ec-8e156274194d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 2","Horizontal Elements"
"bc99f0b2-c2a1-47a4-b82e-2c7226be29a7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 21","Pour 2","Vertical Elements"
"b739b3ad-97db-4960-a532-70192f18984e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 22"
"33aa90e8-ef8c-4256-be8b-89b58be10402","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 1"
"be1aa54d-47ab-413d-b79f-1be0b14494cd","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 1","Horizontal Elements"
"d8c0e2e2-adc0-43df-a5b9-ec93dc50d6ea","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 1","Vertical Elements"
"fac3a6f7-bc73-4754-9e70-4d9c8a16b376","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 2"
"be1a1a94-ae91-4177-97ee-b623f6ad744d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 2","Horizontal Elements"
"e7d45401-13a7-4841-b136-1895b8b7fe1a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 22","Pour 2","Vertical Elements"
"4a77fc3d-4bd8-4101-aa0e-a5ca5dc5670d","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 23"
"b1d39b80-a164-4512-9760-e8c56c60b2f6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 1"
"7286fcec-95a6-4d59-9115-47fab40a378a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 1","Horizontal Elements"
"6967180f-c766-4b82-a8b9-1cc7392ae633","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 1","Vertical Elements"
"b8507827-3033-46dd-8c2a-68e6de68f8c3","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 2"
"2e9410e9-dd00-4f75-ac2a-d4f0f2165623","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 2","Horizontal Elements"
"8dc89956-df0b-453c-b53b-c5bc57b13350","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 23","Pour 2","Vertical Elements"
"542ce4b4-5c6d-4095-a6eb-4ba1bb333c4e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 24"
"22e7b47c-664e-41fa-838f-c33f2c10ee31","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 1"
"151dcf57-4d26-42dc-ad5e-591e69366fc1","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 1","Horizontal Elements"
"420c7e9e-3597-4b86-bf19-57086b491e89","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 1","Vertical Elements"
"c5804dc4-9871-402b-83c4-791adae721ab","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 2"
"77008337-abda-4965-9411-c6345e6d499b","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 2","Horizontal Elements"
"ddb4c0f4-661f-46ad-95fb-fbe01858f956","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 24","Pour 2","Vertical Elements"
"0881c485-11c1-42e8-a43d-69416a089710","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 25"
"499c4906-c0a5-400f-b50f-fba6690243df","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 1"
"26b84575-18a1-4259-98f1-a18af42421de","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 1","Horizontal Elements"
"b33025e7-20b2-4b59-8774-cebff83d49cb","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 1","Vertical Elements"
"fe703a59-2d6b-4386-9a14-4d53f76ec8fe","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 2"
"637f652d-1814-417e-ad70-cbcf0c8e77ef","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 2","Horizontal Elements"
"b764602d-06e3-4728-a7cc-63e1183d2eb6","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 25","Pour 2","Vertical Elements"
"a2823ae7-172c-429c-bdaa-2ab97e1aae66","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 26"
"44f1880c-2a37-4bfb-bcf2-8faa0ecea59d","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 1"
"05e9323a-2d41-4d4d-b82a-fa904d5f45f4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 1","Horizontal Elements"
"33301621-6d50-4959-96dd-617768c222d7","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 1","Vertical Elements"
"141912d6-8899-410f-ae34-03affed6ebcf","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 2"
"5443d04f-edba-4bbb-993b-8624a8084149","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 2","Horizontal Elements"
"ef1e2c0d-834a-41a5-b0c3-a4687de3317d","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 26","Pour 2","Vertical Elements"
"3d47016c-e859-438a-9445-d50895ab0362","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 27"
"73522925-5065-4ab9-a08f-af1a6c5f8226","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 1"
"9e5c9cb4-f4d7-46d3-83ab-63914104f87a","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 1","Horizontal Elements"
"1b5565d9-e69f-460f-950b-51af3fbeed7c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 1","Vertical Elements"
"8c0e18a4-12dd-4094-ba5a-a88dd9bee44d","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 2"
"ddfbe8dc-8c43-46df-8bd8-c6b3f675b008","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 2","Horizontal Elements"
"11f6b9fc-f032-46e2-9558-dfcb594ec213","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 27","Pour 2","Vertical Elements"
"e130d4db-3b2d-4aa8-b9fb-ca6d401a0c4e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 28"
"4914d61d-6d00-4c66-8c6f-8be3961248fb","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 1"
"e924c799-9c08-43e4-ac7c-90750c251b4e","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 1","Horizontal Elements"
"193564a8-9203-4236-a896-f0724717efeb","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 1","Vertical Elements"
"30aa372b-79d1-45b0-98d6-3cd73c7c97be","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 2"
"030592a6-6817-4a20-b945-7e7991900f00","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 2","Horizontal Elements"
"d31b52f1-acde-453e-bfae-d65f51e4c7f4","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 28","Pour 2","Vertical Elements"
"73372161-7e47-444c-8321-179173a21de7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 29"
"0a033046-af89-4ffa-a0fe-934dedcf6645","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 1"
"24f6fcda-1306-41bb-a971-955262219f6c","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 1","Horizontal Elements"
"ba86dea2-3bbb-4588-86f8-a92cfdba46c5","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 1","Vertical Elements"
"222335df-342b-4e9f-9577-a1249482039e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 2"
"84a07fa1-47c6-46d4-89d3-a0028f29e2d3","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 2","Horizontal Elements"
"cf2c164a-0f46-4d41-b2b5-3a9652f8e6ac","","checklist-flat","","Steel Fixing Checklist","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 29","Pour 2","Vertical Elements"
